@RELATION SmoothSubspace

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
-0.005,0.069,0.141,0.533,0.825,0.297,0.326,0.594,0.299,0.591,0.897,1.013,0.212,0.103,0.537,2.0
0.544,0.373,0.539,0.072,0.954,0.389,0.45,0.39,0.391,0.005,0.854,0.684,0.178,0.772,0.411,2.0
0.07,0.682,0.671,0.376,0.732,0.124,0.277,0.392,0.413,0.363,0.825,0.07,0.466,0.563,0.651,2.0
0.077,0.803,0.182,0.791,0.794,0.246,0.318,0.558,0.277,0.36,0.297,0.802,0.887,0.825,0.712,2.0
0.778,0.761,0.158,0.447,0.765,0.208,0.191,0.334,0.654,0.392,0.708,0.373,0.61,0.187,0.253,2.0
0.106,0.265,0.668,0.108,0.147,0.226,0.31,0.344,0.269,0.427,0.299,0.29,0.484,0.681,0.973,2.0
0.656,0.549,0.994,0.714,0.427,0.177,0.309,0.342,0.251,0.618,0.92,0.801,0.497,0.991,0.709,2.0
0.285,0.432,0.682,0.874,0.262,0.153,0.309,0.255,0.498,0.385,0.331,0.894,0.534,0.888,0.128,2.0
0.335,0.947,0.459,0.618,0.879,0.236,0.36,0.333,-0.06,0.274,0.052,0.79,0.874,1.021,0.68,2.0
0.043,0.036,0.546,0.074,0.546,0.365,0.372,0.359,0.25,0.43,0.016,0.99,0.377,1.047,0.829,2.0
0.408,0.502,0.464,0.706,0.197,0.171,0.261,0.332,0.232,0.403,0.945,0.328,0.133,0.835,0.802,2.0
0.252,0.899,0.374,0.725,0.288,0.325,0.379,0.362,0.505,0.351,0.6,-0.081,0.314,0.778,0.107,2.0
0.706,0.948,0.33,0.392,0.216,0.279,0.408,0.057,0.294,0.625,0.646,0.213,0.56,0.47,0.34,2.0
0.438,0.794,0.078,0.66,0.163,0.205,0.286,0.302,0.212,0.434,0.297,0.821,0.651,0.149,0.887,2.0
0.71,0.144,0.547,0.538,0.271,0.157,0.307,0.278,0.279,0.41,0.835,0.001,0.72,0.846,0.449,2.0
0.734,0.57,0.643,0.405,-0.068,0.244,0.256,0.608,0.355,0.519,0.944,0.055,0.954,0.303,0.929,2.0
0.172,0.307,0.503,0.286,0.823,0.073,0.356,0.087,0.255,0.449,0.454,0.653,0.426,0.083,0.74,2.0
0.046,0.948,0.401,0.615,0.003,0.162,0.318,0.338,0.338,0.382,0.988,0.845,0.47,0.141,0.449,2.0
0.278,0.339,0.39,0.927,0.442,-0.225,0.165,0.987,0.14,0.346,0.832,0.719,0.854,0.809,0.919,3.0
0.283,0.235,0.529,0.733,0.124,0.808,0.889,0.942,0.249,0.264,0.907,0.662,0.946,0.986,0.915,3.0
0.603,0.115,0.528,0.675,0.619,0.609,0.618,0.28,0.827,0.373,0.935,0.674,0.904,0.837,0.872,3.0
0.122,0.811,0.902,0.285,0.561,0.313,0.578,0.221,0.831,1.225,0.811,0.714,0.795,0.848,0.855,3.0
0.285,0.553,0.69,0.374,0.132,0.264,0.846,0.881,0.358,0.927,1.117,0.67,0.824,0.696,0.979,3.0
0.539,0.586,0.156,0.374,0.565,0.261,0.846,-0.011,0.647,0.038,0.831,0.939,0.985,0.871,1.029,3.0
0.215,0.511,0.572,0.117,0.532,0.759,0.162,0.261,0.222,0.661,0.909,0.648,0.901,0.894,1.002,3.0
0.555,0.377,0.932,0.211,1.0,0.92,0.385,0.461,0.623,0.791,1.05,0.907,0.81,0.826,0.835,3.0
0.506,0.534,0.157,0.694,0.782,0.499,0.051,0.029,0.16,0.168,0.877,0.751,0.908,0.917,1.018,3.0
0.886,0.802,0.993,0.681,0.246,0.926,0.724,0.17,0.033,1.01,0.796,0.424,0.887,0.777,1.022,3.0
0.397,0.854,0.688,0.382,0.418,0.509,1.014,0.203,0.447,0.822,0.975,0.79,0.911,0.63,0.79,3.0
0.287,0.756,0.844,0.544,0.753,0.382,0.843,0.909,0.112,0.585,1.11,0.802,0.883,0.968,0.894,3.0
0.812,0.134,0.729,-0.074,0.591,0.338,0.212,0.48,0.906,0.399,0.904,0.762,0.904,0.719,0.947,3.0
0.891,1.043,0.535,0.772,0.042,0.605,0.063,0.429,0.206,0.782,0.832,0.859,0.867,0.796,0.859,3.0
0.204,0.594,0.922,0.808,0.311,0.071,0.492,0.593,0.619,0.94,0.793,0.714,0.877,0.898,0.994,3.0
0.402,0.393,0.569,0.657,0.174,0.733,0.959,0.077,1.1,0.246,0.864,0.688,0.841,0.873,0.878,3.0
0.188,0.898,0.786,0.753,0.416,0.862,0.264,0.266,0.918,0.557,0.54,0.74,0.937,0.939,0.96,3.0
0.818,0.219,0.791,0.889,0.618,0.201,0.212,0.272,0.003,0.074,0.953,0.945,1.012,1.06,0.905,3.0
0.219,1.016,0.406,0.49,0.576,0.68,0.617,0.131,0.545,0.854,0.957,0.834,0.914,0.621,0.935,3.0
0.755,0.35,0.507,0.601,0.052,0.705,0.763,0.143,0.902,0.558,0.933,0.672,1.135,0.882,0.864,3.0
0.27,0.009,0.782,1.031,0.792,0.95,0.348,0.474,0.437,0.321,0.96,0.738,0.956,0.868,0.996,3.0
0.456,0.5,0.537,0.488,0.811,0.757,0.168,0.566,0.687,0.778,0.931,0.669,1.107,0.723,0.962,3.0
0.917,0.801,0.462,0.522,0.827,0.414,0.339,0.943,0.899,0.42,1.064,0.637,0.882,0.716,0.803,3.0
0.846,0.686,0.823,0.616,0.22,0.363,0.494,0.856,0.193,0.615,0.702,0.798,0.784,0.898,0.916,3.0
0.516,0.14,0.108,0.309,0.141,0.836,0.264,0.166,0.141,0.521,0.642,0.769,0.914,1.11,0.89,3.0
0.431,-0.166,0.113,0.305,0.002,0.551,0.719,0.402,0.754,0.407,0.797,0.585,0.954,0.834,0.842,3.0
0.76,0.728,0.192,0.859,0.092,-0.176,1.033,0.774,0.656,0.709,0.855,0.861,0.951,1.374,0.834,3.0
0.589,0.015,1.002,0.368,0.654,0.493,0.901,0.98,0.789,0.523,0.872,0.459,0.835,0.896,0.71,3.0
0.644,0.498,0.737,0.709,0.355,0.761,0.789,0.554,0.195,0.114,1.016,0.764,0.938,0.868,0.625,3.0
0.159,0.796,0.835,1.033,0.875,0.384,0.62,0.406,0.129,1.037,0.943,0.831,0.857,0.902,0.86,3.0
0.239,-0.062,0.295,0.879,0.479,0.892,0.412,0.327,0.602,0.133,1.005,0.486,0.913,1.021,0.806,3.0
0.448,0.593,0.794,0.386,0.183,0.33,0.498,0.674,0.259,0.937,0.731,0.526,0.909,0.859,0.98,3.0
0.757,0.96,0.869,0.038,0.626,0.551,0.454,0.766,0.095,0.848,0.85,0.819,0.761,0.785,0.871,3.0
0.489,0.817,0.222,0.299,0.654,0.3,0.432,0.897,0.698,0.159,0.88,0.744,0.855,0.723,0.901,3.0
-0.17,0.398,0.271,0.311,0.474,0.862,0.196,0.915,0.661,0.82,0.904,0.736,1.006,0.846,0.81,3.0
0.488,0.209,0.518,0.123,0.968,0.045,1.241,0.752,0.423,0.871,0.843,0.688,1.028,0.909,1.384,3.0
0.153,0.763,0.952,0.912,-0.009,0.281,0.906,0.762,0.106,0.01,0.874,0.738,0.877,0.959,0.927,3.0
0.072,0.496,0.429,0.757,0.131,0.418,0.256,0.155,0.812,0.89,0.984,0.701,0.915,0.815,0.87,3.0
0.589,1.096,0.724,0.639,0.198,0.707,0.417,0.637,0.753,0.614,0.899,0.698,0.939,0.936,0.85,3.0
0.264,0.208,0.33,0.924,0.951,0.625,0.674,0.684,0.914,0.114,1.175,0.768,0.801,0.949,1.103,3.0
0.932,1.036,0.681,0.633,0.838,0.772,0.347,0.004,0.223,0.368,0.881,0.717,0.891,0.874,0.938,3.0
0.968,-0.085,0.346,0.494,0.429,0.607,0.058,0.382,-0.036,0.914,0.943,0.815,0.799,0.854,0.963,3.0
0.806,0.176,0.237,0.341,0.248,0.406,0.699,0.454,0.643,0.461,0.938,0.562,1.029,0.787,0.805,3.0
0.641,0.863,1.051,0.228,0.405,0.821,0.042,0.081,0.121,0.116,1.003,0.65,1.034,0.874,0.874,3.0
0.086,0.81,0.405,0.535,0.262,0.783,1.085,0.038,0.816,0.341,0.881,0.736,1.003,0.851,1.011,3.0
0.865,0.609,0.453,0.796,0.202,0.567,0.407,0.029,0.639,0.168,0.771,0.824,0.946,0.865,0.898,3.0
0.397,0.177,0.253,0.167,0.616,0.154,0.498,0.933,0.635,0.519,0.84,0.764,0.987,0.895,1.042,3.0
0.051,0.322,0.249,0.318,0.654,0.833,0.069,0.671,0.626,0.198,1.002,0.912,1.05,0.935,0.9,3.0
0.479,0.981,0.293,0.309,0.603,0.613,0.853,0.512,0.008,0.87,0.901,0.778,0.943,0.89,1.374,3.0
0.269,0.515,0.188,0.414,0.251,0.624,0.9,0.78,0.185,0.728,0.854,0.831,0.873,0.679,1.001,3.0
