@RELATION SmoothSubspace

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC

@DATA
0.09,0.133,0.081,0.099,0.008,0.206,0.026,0.01,0.116,0.073,0.182,0.102,0.025,0.108,0.061
0.023,0.015,0.138,0.056,0.111,0.122,0.063,0.155,0.005,0.116,0.018,0.063,0.08,0.093,0.038
0.031,0.055,0.238,0.019,0.104,0.133,0.063,0.069,0.073,0.052,0.073,0.016,0.152,0.094,0.008
0.151,0.199,0.059,0.01,0.042,0.047,0.064,0.111,0.029,0.006,0.02,0.119,0.043,0.224,0.02
0.0,0.08,0.082,0.014,0.155,0.105,0.008,0.144,0.162,0.122,0.026,0.086,0.103,0.102,0.046
0.149,0.205,0.0,0.031,0.118,0.067,0.069,0.124,0.097,0.011,0.12,0.044,0.082,0.149,0.16
0.057,0.019,0.049,0.031,0.042,0.018,0.188,0.194,0.001,0.035,0.078,0.006,0.106,0.062,0.11
0.127,0.047,0.072,0.221,0.023,0.008,0.059,0.03,0.035,0.039,0.037,0.037,0.037,0.035,0.041
0.136,0.156,0.174,0.037,0.131,0.031,0.055,0.074,0.12,0.124,0.166,0.035,0.105,0.107,0.018
0.115,0.103,0.146,0.022,0.002,0.122,0.009,0.14,0.088,0.138,0.124,0.15,0.059,0.161,0.055
0.127,0.057,0.062,0.016,0.015,0.003,0.019,0.085,0.192,0.019,0.004,0.121,0.033,0.117,0.078
0.055,0.058,0.031,0.003,0.011,0.058,0.101,0.096,0.048,0.049,0.097,0.067,0.127,0.019,0.037
0.011,0.109,0.132,0.014,0.051,0.052,0.119,0.109,0.088,0.021,0.008,0.039,0.042,0.072,0.117
0.127,0.027,0.025,0.008,0.055,0.078,0.032,0.039,0.073,0.161,0.035,0.083,0.091,0.139,0.026
0.098,0.063,0.016,0.162,0.101,0.086,0.142,0.026,0.008,0.014,0.081,0.099,0.13,0.032,0.015
0.001,0.166,0.047,0.078,0.128,0.098,0.154,0.036,0.061,0.01,0.229,0.053,0.08,0.18,0.239
0.004,0.0,0.015,0.0,0.048,0.001,0.141,0.021,0.143,0.032,0.006,0.026,0.025,0.074,0.207
0.005,0.066,0.146,0.112,0.009,0.065,0.089,0.171,0.053,0.326,0.033,0.068,0.091,0.032,0.068
0.127,0.01,0.039,0.062,0.013,0.018,0.03,0.078,0.052,0.08,0.019,0.023,0.046,0.001,0.093
0.093,0.089,0.006,0.143,0.05,0.122,0.075,0.032,0.012,0.051,0.02,0.123,0.064,0.015,0.141
0.102,0.072,0.113,0.041,0.037,0.211,0.096,0.007,0.083,0.306,0.148,0.139,0.04,0.034,0.1
0.014,0.101,0.135,0.017,0.018,0.058,0.02,0.134,0.052,0.08,0.068,0.096,0.023,0.074,0.407
0.19,0.142,0.067,0.126,0.051,0.021,0.028,0.015,0.19,0.014,0.127,0.042,0.129,0.004,0.002
0.0,0.135,0.02,0.005,0.065,0.047,0.012,0.097,0.033,0.088,0.14,0.053,0.017,0.05,0.085
0.161,0.129,0.029,0.035,0.073,0.13,0.151,0.051,0.09,0.08,0.173,0.19,0.116,0.154,0.001
0.003,0.103,0.018,0.07,0.011,0.03,0.142,0.11,0.017,0.081,0.031,0.01,0.165,0.033,0.023
0.059,0.049,0.05,0.12,0.016,0.14,0.091,0.048,0.056,0.098,0.04,0.035,0.074,0.101,0.075
0.145,0.113,0.12,0.028,0.022,0.038,0.051,0.005,0.122,0.071,0.005,0.029,0.16,0.014,0.173
0.089,0.01,0.083,0.035,0.059,0.144,0.071,0.003,0.168,0.018,0.064,0.08,0.098,0.024,0.024
0.006,0.153,0.212,0.047,0.104,0.033,0.046,0.027,0.045,0.05,0.007,0.071,0.004,0.002,0.022
0.077,0.027,0.06,0.037,0.061,0.041,0.035,0.029,0.061,0.073,0.067,0.012,0.006,0.073,0.047
0.071,0.04,0.225,0.106,0.045,0.025,0.166,0.121,0.166,0.054,0.007,0.086,0.107,0.226,0.088
0.019,0.054,0.026,0.031,0.13,0.136,0.052,0.023,0.2,0.128,0.19,0.08,0.06,0.03,0.033
0.07,0.028,0.125,0.011,0.034,0.087,0.122,0.057,0.044,0.174,0.069,0.012,0.005,0.133,0.169
0.098,0.192,0.009,0.033,0.139,0.035,0.031,0.033,0.159,0.018,0.066,0.105,0.014,0.162,0.149
0.134,0.032,0.078,0.151,0.019,0.053,0.132,0.004,0.007,0.167,0.115,0.054,0.142,0.13,0.063
0.011,0.047,0.213,0.043,0.027,0.03,0.127,0.179,0.188,0.078,0.011,0.041,0.131,0.079,0.001
0.065,0.096,0.14,0.034,0.081,0.035,0.109,0.071,0.065,0.097,0.111,0.054,0.154,0.101,0.108
0.186,0.074,0.025,0.009,0.021,0.059,0.112,0.088,0.071,0.071,0.203,0.077,0.101,0.089,0.014
0.008,0.103,0.045,0.088,0.052,0.003,0.086,0.108,0.055,0.014,0.193,0.289,0.179,0.145,0.267
0.129,0.094,0.098,0.072,0.036,0.047,0.255,0.071,0.115,0.02,0.03,0.023,0.145,0.03,0.071
0.071,0.045,0.153,0.024,0.067,0.076,0.004,0.211,0.044,0.028,0.064,0.085,0.174,0.063,0.174
0.173,0.033,0.091,0.042,0.142,0.03,0.11,0.009,0.03,0.145,0.067,0.093,0.114,0.024,0.063
0.128,0.058,0.012,0.046,0.083,0.192,0.008,0.054,0.063,0.078,0.031,0.077,0.173,0.148,0.009
0.036,0.033,0.212,0.078,0.065,0.066,0.017,0.135,0.018,0.062,0.04,0.101,0.061,0.066,0.245
0.156,0.08,0.078,0.041,0.088,0.032,0.007,0.134,0.081,0.03,0.122,0.148,0.082,0.144,0.093
0.044,0.029,0.064,0.131,0.095,0.014,0.07,0.083,0.167,0.027,0.066,0.099,0.079,0.067,0.209
0.139,0.034,0.125,0.027,0.065,0.139,0.058,0.035,0.044,0.015,0.032,0.021,0.015,0.125,0.095
0.12,0.054,0.006,0.086,0.1,0.229,0.026,0.146,0.042,0.109,0.093,0.081,0.119,0.019,0.188
0.001,0.075,0.033,0.084,0.004,0.231,0.082,0.013,0.02,0.282,0.036,0.078,0.214,0.147,0.076
0.011,0.096,0.079,0.018,0.071,0.074,0.047,0.146,0.075,0.184,0.164,0.086,0.117,0.073,0.147
0.015,0.164,0.126,0.116,0.142,0.059,0.081,0.238,0.017,0.027,0.002,0.042,0.015,0.071,0.075
0.011,0.049,0.075,0.008,0.029,0.021,0.043,0.016,0.142,0.095,0.043,0.123,0.139,0.027,0.015
0.039,0.038,0.161,0.022,0.031,0.083,0.066,0.025,0.009,0.078,0.103,0.016,0.183,0.039,0.101
0.113,0.07,0.001,0.042,0.161,0.03,0.108,0.072,0.082,0.12,0.052,0.11,0.054,0.082,0.007
0.041,0.19,0.009,0.028,0.157,0.071,0.189,0.24,0.072,0.068,0.013,0.004,0.138,0.091,0.119
0.108,0.08,0.091,0.1,0.023,0.046,0.126,0.01,0.227,0.222,0.284,0.182,0.061,0.051,0.033
0.275,0.191,0.057,0.055,0.093,0.095,0.076,0.029,0.034,0.046,0.036,0.169,0.259,0.078,0.105
0.052,0.174,0.023,0.132,0.077,0.037,0.149,0.128,0.044,0.003,0.117,0.025,0.196,0.012,0.052
0.116,0.037,0.047,0.1,0.109,0.053,0.129,0.08,0.146,0.138,0.004,0.286,0.147,0.052,0.054
0.018,0.161,0.005,0.061,0.123,0.039,0.052,0.142,0.02,0.121,0.111,0.176,0.094,0.055,0.125
0.16,0.08,0.077,0.035,0.089,0.096,0.003,0.029,0.002,0.147,0.001,0.012,0.003,0.003,0.127
0.221,0.09,0.015,0.064,0.111,0.076,0.002,0.025,0.002,0.025,0.0,0.021,0.026,0.017,0.029
0.091,0.137,0.039,0.049,0.199,0.046,0.067,0.143,0.026,0.048,0.023,0.151,0.163,0.098,0.016
0.089,0.054,0.017,0.024,0.006,0.106,0.034,0.227,0.046,0.067,0.162,0.061,0.027,0.003,0.152
0.053,0.041,0.025,0.09,0.056,0.076,0.037,0.034,0.045,0.051,0.138,0.02,0.029,0.053,0.034
0.016,0.003,0.08,0.105,0.051,0.154,0.062,0.008,0.118,0.142,0.088,0.071,0.146,0.122,0.047
0.06,0.052,0.133,0.177,0.0,0.028,0.013,0.065,0.082,0.082,0.17,0.062,0.181,0.033,0.004
0.063,0.025,0.041,0.068,0.004,0.149,0.069,0.142,0.034,0.016,0.007,0.025,0.11,0.012,0.067
0.14,0.024,0.108,0.02,0.077,0.04,0.022,0.01,0.011,0.092,0.097,0.055,0.052,0.231,0.049
0.003,0.03,0.131,0.106,0.106,0.147,0.05,0.107,0.055,0.03,0.139,0.048,0.315,0.056,0.069
0.093,0.011,0.043,0.031,0.151,0.001,0.075,0.029,0.035,0.025,0.161,0.073,0.03,0.111,0.056
0.21,0.057,0.149,0.037,0.127,0.073,0.086,0.078,0.086,0.36,0.059,0.069,0.134,0.057,0.053
0.062,0.092,0.149,0.077,0.174,0.067,0.03,0.117,0.144,0.06,0.169,0.172,0.255,0.007,0.063
0.02,0.026,0.054,0.057,0.011,0.127,0.175,0.005,0.087,0.042,0.057,0.018,0.05,0.014,0.13
0.001,0.22,0.12,0.002,0.075,0.063,0.069,0.175,0.144,0.125,0.042,0.134,0.136,0.206,0.048
0.097,0.022,0.062,0.024,0.098,0.094,0.03,0.093,0.115,0.149,0.07,0.016,0.018,0.113,0.17
0.014,0.05,0.151,0.192,0.045,0.121,0.057,0.076,0.082,0.065,0.272,0.075,0.044,0.053,0.195
0.07,0.087,0.008,0.124,0.107,0.122,0.102,0.197,0.0,0.09,0.114,0.108,0.006,0.016,0.168
0.05,0.158,0.012,0.108,0.09,0.105,0.044,0.055,0.018,0.028,0.107,0.074,0.086,0.182,0.069
0.007,0.01,0.074,0.088,0.017,0.075,0.019,0.048,0.112,0.049,0.104,0.005,0.096,0.028,0.233
0.026,0.148,0.107,0.171,0.088,0.083,0.073,0.006,0.083,0.051,0.012,0.041,0.147,0.049,0.176
0.094,0.027,0.148,0.052,0.102,0.028,0.207,0.03,0.109,0.142,0.192,0.124,0.032,0.013,0.28
0.167,0.14,0.074,0.064,0.036,0.094,0.066,0.13,0.027,0.026,0.086,0.138,0.062,0.163,0.004
0.06,0.046,0.169,0.06,0.206,0.048,0.193,0.05,0.082,0.021,0.235,0.037,0.055,0.108,0.091
0.067,0.021,0.007,0.028,0.019,0.064,0.0,0.037,0.018,0.203,0.018,0.075,0.144,0.012,0.131
0.01,0.059,0.074,0.119,0.028,0.054,0.009,0.12,0.107,0.101,0.085,0.014,0.067,0.039,0.006
0.011,0.062,0.012,0.022,0.103,0.015,0.112,0.086,0.093,0.084,0.063,0.052,0.141,0.299,0.048
0.005,0.063,0.08,0.013,0.047,0.039,0.054,0.158,0.126,0.119,0.052,0.009,0.082,0.124,0.182
0.05,0.007,0.179,0.039,0.033,0.028,0.036,0.146,0.111,0.1,0.237,0.062,0.228,0.078,0.006
0.117,0.128,0.006,0.059,0.089,0.054,0.104,0.066,0.048,0.015,0.235,0.033,0.041,0.23,0.01
0.04,0.234,0.096,0.087,0.146,0.139,0.156,0.003,0.023,0.021,0.017,0.14,0.114,0.106,0.139
0.119,0.016,0.019,0.062,0.006,0.314,0.08,0.102,0.005,0.049,0.027,0.088,0.177,0.224,0.086
0.146,0.057,0.151,0.023,0.031,0.037,0.046,0.111,0.069,0.064,0.035,0.147,0.019,0.013,0.169
0.0,0.073,0.194,0.137,0.071,0.055,0.013,0.005,0.111,0.097,0.036,0.096,0.082,0.0,0.244
0.101,0.037,0.022,0.102,0.011,0.034,0.015,0.012,0.079,0.068,0.012,0.12,0.069,0.027,0.023
0.018,0.131,0.058,0.028,0.054,0.066,0.042,0.008,0.038,0.003,0.123,0.095,0.196,0.18,0.065
0.057,0.003,0.018,0.094,0.082,0.035,0.124,0.037,0.108,0.015,0.112,0.118,0.01,0.076,0.151
0.007,0.029,0.007,0.051,0.163,0.022,0.055,0.046,0.161,0.016,0.178,0.133,0.101,0.073,0.136
0.054,0.022,0.035,0.01,0.03,0.004,0.102,0.11,0.078,0.021,0.062,0.082,0.012,0.086,0.047
0.142,0.026,0.049,0.132,0.033,0.012,0.037,0.108,0.182,0.11,0.044,0.012,0.137,0.091,0.062
0.038,0.075,0.028,0.048,0.162,0.075,0.191,0.0,0.059,0.072,0.158,0.034,0.095,0.108,0.318
0.184,0.058,0.11,0.114,0.024,0.057,0.065,0.165,0.067,0.002,0.026,0.027,0.189,0.026,0.013
0.015,0.02,0.004,0.033,0.059,0.116,0.001,0.052,0.161,0.007,0.014,0.017,0.025,0.026,0.083
0.01,0.161,0.008,0.092,0.129,0.079,0.118,0.037,0.132,0.103,0.104,0.045,0.075,0.098,0.106
0.117,0.087,0.02,0.004,0.023,0.011,0.175,0.072,0.145,0.036,0.273,0.004,0.019,0.074,0.245
0.048,0.079,0.037,0.062,0.026,0.089,0.038,0.126,0.062,0.082,0.053,0.07,0.107,0.037,0.022
0.035,0.105,0.124,0.073,0.285,0.094,0.051,0.039,0.062,0.007,0.017,0.085,0.105,0.129,0.05
0.062,0.005,0.123,0.183,0.142,0.026,0.044,0.214,0.107,0.136,0.004,0.106,0.159,0.06,0.069
0.083,0.07,0.115,0.048,0.044,0.146,0.262,0.076,0.044,0.122,0.002,0.046,0.068,0.033,0.071
0.057,0.0,0.09,0.005,0.026,0.149,0.109,0.089,0.071,0.071,0.066,0.024,0.21,0.02,0.11
0.012,0.065,0.042,0.037,0.021,0.063,0.063,0.045,0.039,0.023,0.077,0.052,0.104,0.138,0.064
0.012,0.059,0.173,0.109,0.014,0.043,0.175,0.107,0.029,0.054,0.082,0.001,0.124,0.043,0.03
0.079,0.072,0.026,0.027,0.123,0.05,0.027,0.162,0.059,0.034,0.127,0.126,0.247,0.132,0.005
0.031,0.127,0.006,0.049,0.029,0.109,0.039,0.217,0.044,0.022,0.036,0.092,0.022,0.103,0.207
0.081,0.091,0.069,0.087,0.154,0.043,0.119,0.206,0.082,0.011,0.097,0.058,0.034,0.158,0.128
