@RELATION ItalyPowerDemand

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
0.013,0.049,0.017,0.012,0.01,0.0,0.01,0.002,0.027,0.036,0.011,0.029,0.019,0.02,0.033,0.021,0.061,0.056,0.057,0.004,0.006,0.053,0.04,0.114
0.046,0.05,0.015,0.024,0.024,0.006,0.018,0.093,0.01,0.033,0.017,0.016,0.029,0.031,0.032,0.027,0.01,0.005,0.094,0.02,0.056,0.006,0.04,0.075
0.018,0.003,0.014,0.048,0.004,0.002,0.024,0.038,0.017,0.027,0.102,0.0,0.032,0.007,0.015,0.027,0.037,0.052,0.014,0.012,0.034,0.074,0.034,0.051
0.033,0.038,0.002,0.0,0.016,0.007,0.014,0.021,0.063,0.013,0.026,0.085,0.036,0.003,0.05,0.037,0.099,0.023,0.003,0.018,0.068,0.022,0.125,0.023
0.078,0.057,0.043,0.05,0.01,0.021,0.027,0.037,0.043,0.001,0.028,0.01,0.014,0.022,0.025,0.05,0.055,0.123,0.007,0.027,0.012,0.032,0.021,0.105
0.013,0.056,0.024,0.021,0.031,0.004,0.038,0.016,0.09,0.067,0.115,0.019,0.003,0.033,0.045,0.032,0.026,0.105,0.003,0.087,0.111,0.051,0.099,0.039
0.073,0.011,0.08,0.049,0.049,0.01,0.02,0.019,0.012,0.008,0.012,0.019,0.049,0.02,0.005,0.005,0.005,0.092,0.101,0.009,0.065,0.033,0.069,0.021
0.0,0.047,0.07,0.035,0.006,0.028,0.056,0.036,0.011,0.016,0.014,0.072,0.03,0.053,0.095,0.012,0.005,0.02,0.031,0.006,0.108,0.107,0.041,0.048
0.107,0.013,0.046,0.031,0.025,0.009,0.015,0.037,0.044,0.056,0.002,0.048,0.016,0.026,0.041,0.031,0.012,0.041,0.081,0.016,0.05,0.029,0.043,0.004
0.043,0.017,0.04,0.015,0.0,0.031,0.007,0.056,0.147,0.039,0.017,0.001,0.024,0.003,0.031,0.062,0.063,0.048,0.02,0.102,0.08,0.1,0.066,0.113
0.0,0.067,0.024,0.027,0.012,0.006,0.024,0.044,0.078,0.107,0.003,0.053,0.034,0.045,0.032,0.047,0.021,0.009,0.059,0.02,0.005,0.091,0.094,0.059
0.014,0.005,0.003,0.026,0.023,0.013,0.036,0.023,0.063,0.064,0.063,0.095,0.043,0.002,0.066,0.084,0.005,0.011,0.052,0.004,0.001,0.011,0.031,0.073
0.032,0.047,0.048,0.032,0.024,0.014,0.068,0.047,0.005,0.089,0.01,0.03,0.01,0.05,0.012,0.033,0.048,0.044,0.078,0.014,0.07,0.003,0.043,0.097
0.001,0.08,0.002,0.023,0.004,0.056,0.025,0.042,0.017,0.159,0.014,0.009,0.031,0.011,0.042,0.008,0.016,0.001,0.036,0.012,0.148,0.023,0.155,0.193
0.011,0.006,0.001,0.026,0.006,0.027,0.068,0.009,0.031,0.097,0.028,0.017,0.002,0.02,0.056,0.081,0.054,0.099,0.087,0.135,0.079,0.08,0.136,0.006
0.082,0.062,0.011,0.037,0.033,0.012,0.041,0.032,0.13,0.025,0.047,0.027,0.037,0.02,0.012,0.021,0.013,0.016,0.009,0.051,0.013,0.062,0.07,0.079
0.015,0.047,0.014,0.048,0.017,0.061,0.026,0.033,0.041,0.046,0.005,0.037,0.005,0.002,0.079,0.032,0.014,0.029,0.137,0.043,0.118,0.017,0.014,0.016
0.09,0.043,0.057,0.005,0.017,0.029,0.034,0.031,0.075,0.069,0.006,0.046,0.028,0.037,0.072,0.043,0.02,0.016,0.069,0.054,0.102,0.056,0.054,0.061
0.149,0.027,0.021,0.018,0.038,0.017,0.035,0.092,0.032,0.005,0.037,0.032,0.022,0.002,0.021,0.04,0.046,0.065,0.074,0.14,0.041,0.025,0.062,0.037
0.053,0.065,0.001,0.016,0.005,0.033,0.051,0.044,0.006,0.093,0.052,0.002,0.011,0.028,0.045,0.007,0.047,0.02,0.058,0.062,0.006,0.128,0.024,0.014
0.047,0.041,0.012,0.01,0.013,0.009,0.055,0.051,0.08,0.121,0.017,0.023,0.026,0.017,0.001,0.045,0.032,0.075,0.078,0.086,0.006,0.01,0.017,0.034
0.012,0.044,0.012,0.013,0.015,0.005,0.016,0.01,0.034,0.09,0.083,0.022,0.045,0.036,0.049,0.025,0.042,0.02,0.109,0.002,0.057,0.055,0.01,0.097
0.077,0.035,0.062,0.064,0.019,0.0,0.036,0.005,0.043,0.013,0.005,0.008,0.031,0.017,0.062,0.018,0.053,0.024,0.074,0.017,0.045,0.056,0.036,0.072
0.013,0.021,0.022,0.004,0.028,0.036,0.003,0.078,0.058,0.016,0.049,0.064,0.047,0.015,0.085,0.02,0.038,0.062,0.052,0.113,0.039,0.069,0.086,0.104
0.076,0.019,0.013,0.043,0.021,0.006,0.004,0.085,0.018,0.119,0.013,0.032,0.007,0.018,0.023,0.018,0.009,0.052,0.08,0.062,0.076,0.004,0.014,0.046
0.053,0.004,0.016,0.055,0.003,0.015,0.013,0.063,0.058,0.014,0.028,0.0,0.042,0.035,0.045,0.004,0.032,0.022,0.016,0.036,0.09,0.041,0.038,0.024
0.001,0.075,0.001,0.018,0.0,0.02,0.016,0.062,0.013,0.011,0.021,0.005,0.033,0.004,0.04,0.083,0.027,0.012,0.037,0.01,0.085,0.007,0.055,0.059
0.004,0.022,0.063,0.016,0.011,0.007,0.03,0.038,0.063,0.095,0.003,0.03,0.024,0.033,0.026,0.073,0.072,0.09,0.025,0.075,0.125,0.062,0.107,0.025
0.043,0.006,0.006,0.018,0.016,0.04,0.041,0.038,0.029,0.025,0.003,0.035,0.012,0.024,0.052,0.003,0.069,0.018,0.031,0.008,0.049,0.001,0.03,0.058
0.004,0.029,0.001,0.007,0.033,0.015,0.055,0.022,0.055,0.081,0.019,0.085,0.015,0.031,0.047,0.01,0.11,0.035,0.055,0.068,0.015,0.057,0.02,0.07
0.045,0.017,0.031,0.034,0.003,0.011,0.005,0.045,0.098,0.137,0.013,0.014,0.012,0.025,0.051,0.04,0.006,0.014,0.056,0.015,0.017,0.053,0.056,0.062
0.04,0.014,0.011,0.041,0.023,0.01,0.064,0.0,0.013,0.01,0.026,0.024,0.011,0.042,0.004,0.028,0.077,0.01,0.008,0.079,0.058,0.078,0.028,0.055
0.134,0.045,0.076,0.001,0.035,0.005,0.017,0.051,0.048,0.053,0.009,0.009,0.009,0.012,0.073,0.044,0.062,0.023,0.013,0.026,0.036,0.072,0.044,0.063
0.081,0.035,0.032,0.023,0.033,0.042,0.077,0.015,0.074,0.072,0.032,0.063,0.039,0.016,0.078,0.12,0.004,0.037,0.109,0.009,0.142,0.119,0.089,0.03
0.04,0.036,0.05,0.003,0.028,0.02,0.039,0.022,0.002,0.115,0.034,0.005,0.025,0.015,0.013,0.04,0.044,0.013,0.062,0.009,0.053,0.059,0.119,0.027
0.082,0.022,0.087,0.026,0.008,0.01,0.02,0.046,0.013,0.011,0.026,0.018,0.026,0.031,0.025,0.059,0.006,0.015,0.016,0.035,0.045,0.006,0.032,0.012
0.133,0.078,0.084,0.035,0.004,0.016,0.019,0.016,0.153,0.06,0.031,0.0,0.044,0.021,0.02,0.007,0.049,0.086,0.028,0.015,0.054,0.099,0.048,0.038
0.078,0.124,0.047,0.042,0.036,0.004,0.023,0.016,0.032,0.025,0.002,0.03,0.018,0.011,0.027,0.008,0.021,0.102,0.025,0.044,0.073,0.039,0.031,0.116
0.103,0.013,0.038,0.009,0.007,0.04,0.004,0.047,0.013,0.046,0.051,0.065,0.01,0.042,0.03,0.071,0.003,0.103,0.067,0.055,0.02,0.161,0.011,0.017
0.003,0.047,0.072,0.018,0.034,0.022,0.012,0.028,0.023,0.077,0.028,0.022,0.004,0.032,0.034,0.031,0.087,0.079,0.0,0.036,0.081,0.044,0.031,0.088
0.043,0.004,0.032,0.035,0.009,0.036,0.006,0.003,0.059,0.008,0.023,0.005,0.052,0.013,0.029,0.076,0.026,0.001,0.064,0.021,0.034,0.015,0.046,0.046
0.017,0.054,0.027,0.027,0.015,0.019,0.012,0.026,0.059,0.057,0.032,0.017,0.058,0.003,0.013,0.008,0.056,0.042,0.004,0.145,0.061,0.029,0.068,0.055
0.059,0.062,0.001,0.004,0.012,0.018,0.012,0.06,0.01,0.029,0.002,0.023,0.044,0.01,0.043,0.082,0.027,0.104,0.068,0.012,0.021,0.02,0.057,0.037
0.084,0.027,0.026,0.017,0.008,0.004,0.067,0.054,0.073,0.066,0.027,0.066,0.041,0.053,0.026,0.043,0.076,0.001,0.078,0.054,0.023,0.04,0.08,0.141
0.022,0.038,0.035,0.011,0.02,0.009,0.008,0.055,0.024,0.004,0.035,0.004,0.025,0.055,0.059,0.051,0.017,0.031,0.043,0.07,0.057,0.085,0.104,0.11
0.066,0.034,0.036,0.038,0.038,0.02,0.014,0.061,0.06,0.026,0.011,0.023,0.042,0.016,0.02,0.002,0.034,0.064,0.042,0.082,0.057,0.074,0.02,0.043
