@RELATION ItalyPowerDemand

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE target {1.0, 2.0}

@DATA
-0.965,-1.259,-1.533,-1.614,-1.66,-1.439,-1.018,-0.127,0.751,1.133,1.032,0.891,0.524,0.602,0.401,0.346,0.553,1.32,1.219,0.932,0.628,0.512,-0.189,-0.61,1.0
-0.927,-1.335,-1.488,-1.69,-1.704,-1.515,-1.266,-0.227,0.55,1.16,1.187,1.231,0.865,0.539,0.576,0.64,0.885,0.504,0.247,0.462,0.98,0.684,0.201,-0.261,2.0
-0.94,-1.447,-1.55,-1.632,-1.667,-1.416,-0.969,-0.228,0.657,1.295,1.152,0.976,0.787,0.392,0.378,0.558,0.513,0.456,0.377,1.295,0.806,0.549,0.095,-0.492,1.0
0.584,-0.367,-0.441,-0.857,-0.941,-0.892,-1.848,-1.634,-1.104,-0.258,0.388,0.657,0.853,0.069,-0.077,-0.31,-0.544,-0.23,-0.028,0.43,1.084,2.132,1.573,1.56,2.0
-0.557,-0.798,-1.189,-1.462,-1.771,-1.391,-1.059,-0.394,-0.454,0.122,0.543,0.628,0.501,0.234,-0.088,-0.5,0.012,1.116,1.43,1.58,1.529,1.307,0.716,0.029,1.0
-0.351,-0.694,-1.143,-1.371,-1.483,-1.457,-1.099,-0.832,-0.804,-0.129,0.383,0.672,0.686,-0.098,-0.18,-0.29,-0.248,0.882,1.597,1.729,1.513,1.327,0.924,0.284,1.0
-0.877,-1.229,-1.376,-1.502,-1.521,-1.482,-1.554,-0.64,0.49,1.151,1.17,1.249,1.044,0.68,0.647,0.769,0.758,0.608,0.305,0.345,0.06,0.151,0.36,-0.027,2.0
-1.158,-1.312,-1.44,-1.57,-1.596,-1.5,-1.141,-0.141,0.446,0.97,0.951,0.911,0.689,0.641,0.482,0.516,0.643,1.334,1.078,1.067,0.636,0.322,-0.248,-0.807,1.0
-1.068,-1.326,-1.51,-1.545,-1.564,-1.223,-1.122,-0.278,0.797,1.187,1.165,1.028,0.869,0.464,0.386,0.511,0.713,0.699,1.037,1.008,0.511,0.156,-0.263,-0.586,1.0
-0.817,-1.148,-1.481,-1.557,-1.612,-1.378,-1.102,-0.629,0.624,1.297,1.407,1.364,1.172,0.75,0.68,0.708,0.737,0.312,0.313,0.089,0.007,0.612,0.223,-0.412,2.0
-1.043,-1.351,-1.619,-1.621,-1.611,-1.47,-1.124,0.219,0.849,1.113,1.1,1.032,0.797,0.319,0.446,0.593,0.551,0.356,0.497,1.186,0.774,0.476,0.028,-0.304,1.0
-0.835,-1.152,-1.46,-1.581,-1.71,-1.431,-1.018,-0.492,0.197,0.436,1.089,1.034,0.778,0.449,0.092,0.059,0.168,1.031,1.384,1.481,1.129,0.644,0.061,-0.445,1.0
-0.993,-1.363,-1.56,-1.654,-1.602,-1.469,-1.053,0.073,0.622,1.247,1.246,0.911,0.774,0.36,0.383,0.276,0.387,0.359,0.525,1.383,0.861,0.494,-0.043,-0.464,1.0
-0.457,-0.991,-1.336,-1.427,-1.495,-1.316,-0.879,-0.527,0.773,1.41,1.414,1.209,0.762,0.112,-0.347,-0.348,-0.256,-0.441,-0.155,1.778,1.415,0.948,0.147,-0.212,1.0
-0.922,-1.43,-1.526,-1.593,-1.642,-1.43,-1.016,-0.288,0.595,1.092,1.224,1.194,0.778,0.343,0.376,0.308,0.466,0.409,0.388,1.336,0.985,0.641,-0.08,-0.307,1.0
-0.676,-1.078,-1.4,-1.396,-1.659,-1.425,-0.844,-0.892,0.133,1.073,1.341,1.358,1.266,0.877,0.802,0.911,1.084,0.383,0.391,-0.028,-0.79,0.216,0.221,-0.222,2.0
-0.974,-1.247,-1.538,-1.638,-1.498,-1.511,-1.036,-0.332,0.491,1.363,1.327,1.276,0.866,0.677,0.624,0.72,0.641,0.353,0.304,0.131,0.37,1.105,0.224,-0.246,2.0
-0.834,-1.366,-1.519,-1.618,-1.577,-1.458,-0.999,-0.508,0.513,1.011,1.177,1.031,0.657,0.301,0.445,0.475,0.582,0.441,0.458,1.464,0.954,0.744,0.08,-0.417,1.0
-1.034,-1.344,-1.477,-1.587,-1.635,-1.458,-1.082,-0.214,0.567,0.911,0.977,0.863,0.731,0.387,0.531,0.497,0.766,1.022,1.178,1.008,0.49,0.422,-0.149,-0.582,1.0
0.339,-0.331,-0.686,-0.958,-1.118,-1.106,-0.861,-0.52,-0.951,-0.401,0.278,0.533,0.446,0.129,-0.41,-0.579,-0.72,-0.706,-0.423,0.476,2.391,1.999,1.694,1.169,2.0
-0.751,-1.073,-1.363,-1.495,-1.517,-1.384,-1.471,-0.568,0.403,1.135,1.241,1.308,1.058,0.86,0.845,0.927,0.991,0.728,0.561,0.28,-0.169,-0.177,-0.175,-0.224,2.0
-0.362,-0.807,-1.315,-1.488,-1.49,-1.446,-1.007,-0.697,-0.433,0.021,0.693,0.727,0.753,0.168,-0.417,-0.288,-0.009,1.142,1.583,1.661,1.578,1.085,0.613,-0.009,1.0
0.065,-0.696,-1.121,-1.429,-1.447,-1.266,-1.987,-0.749,0.569,1.132,1.836,1.727,1.272,0.52,-0.124,0.163,0.117,0.067,0.064,0.281,0.277,-0.121,0.48,0.169,2.0
-0.911,-1.234,-1.412,-1.534,-1.491,-1.468,-1.498,-0.753,0.475,1.173,1.173,1.139,1.116,0.756,0.712,0.885,0.794,0.995,0.275,0.405,-0.001,0.07,0.597,-0.066,2.0
-1.153,-1.377,-1.539,-1.573,-1.597,-1.509,-0.963,-0.114,0.557,0.73,0.713,0.933,0.906,0.565,0.561,0.727,0.813,1.113,1.026,1.081,0.612,0.189,-0.094,-0.535,1.0
0.203,-0.588,-1.046,-1.232,-1.312,-1.144,-1.795,-0.776,0.364,1.618,2.242,1.851,1.036,0.207,0.071,0.055,0.006,0.034,-0.194,0.033,-0.026,-0.276,0.741,0.162,2.0
-1.113,-1.402,-1.532,-1.624,-1.582,-1.399,-0.851,-0.471,0.424,1.147,1.101,0.97,0.721,0.417,0.352,0.585,0.594,0.385,0.302,1.309,1.0,0.719,0.035,-0.229,1.0
-0.711,-1.237,-1.438,-1.573,-1.644,-1.518,-1.096,-0.862,0.351,0.782,1.31,1.238,1.17,0.661,0.731,0.829,1.017,0.959,0.375,0.644,0.206,0.469,-0.056,-0.297,2.0
-0.337,-0.661,-1.11,-1.239,-1.409,-1.416,-0.869,-0.648,-0.804,-0.075,0.627,0.767,0.638,0.063,-0.391,-0.499,-0.409,-0.004,1.749,1.994,1.551,1.402,0.654,0.032,1.0
-0.973,-1.372,-1.51,-1.572,-1.619,-1.35,-0.882,-0.105,0.835,1.196,1.104,0.992,0.795,0.355,0.346,0.379,0.565,0.765,1.128,1.162,0.542,0.288,-0.259,-0.692,1.0
-0.898,-1.302,-1.44,-1.529,-1.509,-1.484,-1.186,-0.722,0.226,0.959,1.261,1.272,1.068,0.73,0.804,0.882,0.924,0.61,0.583,0.183,0.093,0.539,0.097,-0.272,2.0
-0.122,-0.672,-1.192,-1.658,-1.465,-1.228,-1.808,-1.231,0.358,1.374,1.68,1.553,0.934,0.401,0.025,0.167,-0.07,0.162,-0.02,0.137,0.105,1.08,0.954,0.423,2.0
-1.032,-1.348,-1.551,-1.608,-1.561,-1.444,-0.909,-0.16,0.571,0.929,0.934,0.788,0.693,0.375,0.401,0.537,0.574,0.584,1.348,1.285,0.841,0.345,-0.094,-0.873,1.0
-0.906,-1.147,-1.373,-1.457,-1.418,-1.378,-1.491,-0.656,0.255,1.19,1.484,1.444,1.292,0.677,0.686,0.869,0.862,0.447,0.313,0.265,0.057,0.04,0.212,-0.25,2.0
0.359,-0.084,-0.545,-0.867,-0.961,-1.015,-0.725,-1.519,-1.16,-0.378,0.241,0.497,0.533,0.083,-0.234,-0.259,-0.656,-0.419,-0.5,0.188,2.316,2.25,1.778,1.241,2.0
-0.76,-1.252,-1.395,-1.61,-1.686,-1.399,-1.481,-0.64,0.558,1.117,1.315,1.243,0.883,0.726,0.718,0.68,0.822,0.611,0.584,0.394,0.161,0.089,0.218,-0.133,2.0
0.506,-0.324,-0.871,-1.277,-1.39,-1.21,-0.934,-1.678,-1.0,-0.022,0.738,0.792,0.78,0.145,-0.371,-0.332,-0.116,-0.378,-0.073,1.025,0.93,2.405,1.406,0.91,2.0
-0.483,-0.896,-1.373,-1.445,-1.47,-1.205,-0.759,-0.48,0.539,1.442,1.486,1.194,0.814,0.199,-0.388,-0.311,-0.499,-0.408,-0.068,1.723,1.353,0.937,0.225,-0.291,1.0
-1.069,-1.367,-1.552,-1.634,-1.598,-1.443,-1.034,-0.395,0.706,1.332,1.074,0.732,0.587,0.365,0.429,0.54,0.257,0.411,0.504,1.33,1.014,0.806,0.101,-0.408,1.0
-0.212,-0.697,-1.193,-1.597,-1.553,-1.501,-1.099,-0.932,-0.246,1.163,1.713,1.494,1.143,1.157,0.048,-0.24,-0.034,-0.041,-0.121,0.023,0.446,1.468,0.498,0.093,2.0
-0.981,-1.352,-1.528,-1.681,-1.599,-1.43,-0.952,-0.453,0.752,1.288,1.4,1.22,0.997,0.771,0.659,0.404,0.704,0.485,0.256,0.154,0.144,0.777,0.252,-0.254,2.0
0.273,-0.482,-1.168,-1.335,-1.246,-1.216,-1.957,-0.843,0.416,1.616,1.988,1.676,1.24,0.546,-0.236,-0.11,0.103,-0.078,-0.01,-0.004,-0.09,-0.217,0.743,0.117,2.0
-0.483,-0.973,-1.452,-1.541,-1.57,-1.357,-0.924,-0.011,0.451,1.278,1.366,1.122,0.581,0.186,-0.315,-0.248,-0.306,-0.261,0.409,1.678,1.824,0.833,0.111,-0.272,1.0
-0.924,-1.651,-1.35,-1.453,-1.439,-1.559,-1.19,-0.248,0.66,1.144,1.243,1.243,0.985,0.611,0.647,0.713,0.93,0.51,0.489,0.276,0.686,0.26,-0.113,-0.49,2.0
-0.771,-1.201,-1.444,-1.619,-1.573,-1.459,-1.443,-0.208,0.702,1.268,1.2,1.25,0.942,0.654,0.647,0.757,0.768,0.609,0.287,0.132,0.108,0.203,0.31,-0.228,2.0
-0.837,-1.351,-1.598,-1.597,-1.542,-1.371,-1.072,-0.226,0.428,0.974,0.988,0.661,0.71,0.583,0.6,0.888,0.76,1.049,1.107,1.028,0.531,0.246,-0.242,-0.652,1.0
-0.059,-0.546,-1.13,-1.385,-1.451,-1.406,-0.988,-0.58,-0.801,-0.166,0.558,0.605,0.547,0.122,-0.364,-0.313,-0.53,0.043,1.485,1.587,1.936,1.457,1.147,0.224,1.0
1.197,0.578,-0.312,-0.339,-0.713,-0.584,-0.342,-1.424,-0.987,-0.456,0.073,0.447,0.275,-0.08,-0.447,-0.721,-0.531,-0.901,-0.749,-0.431,-0.245,2.16,2.2,2.106,2.0
-0.812,-1.04,-1.267,-1.439,-1.521,-1.411,-1.523,-0.708,0.162,1.093,1.35,1.303,1.244,0.822,0.85,0.871,0.99,0.641,0.478,0.363,-0.04,-0.198,0.144,0.011,2.0
-1.287,-1.337,-1.507,-1.51,-1.548,-1.491,-1.008,-0.134,0.586,1.003,1.007,0.912,0.722,0.523,0.508,0.566,0.735,1.096,1.176,0.934,0.566,0.298,-0.169,-0.562,1.0
-1.029,-1.307,-1.464,-1.529,-1.63,-1.549,-1.064,-0.004,1.164,1.204,1.107,1.099,1.028,0.352,0.423,0.458,0.444,0.392,0.457,1.314,0.758,0.312,-0.056,-0.691,1.0
-0.294,-1.099,-1.446,-1.672,-1.753,-1.387,-0.901,-0.896,-0.213,0.882,1.006,1.345,1.206,0.768,0.5,0.811,0.93,0.57,0.134,0.006,-0.373,1.315,1.051,-0.028,2.0
-1.171,-1.285,-1.506,-1.552,-1.61,-1.446,-1.095,-0.121,0.684,1.107,1.17,1.098,1.012,0.811,0.727,0.467,0.43,0.486,0.303,0.865,0.68,0.445,-0.116,-0.561,1.0
-0.731,-1.222,-1.385,-1.496,-1.471,-1.511,-1.047,-1.035,-0.062,1.11,1.434,1.333,1.126,0.682,0.607,1.004,0.946,0.648,0.323,-0.009,0.013,0.609,0.249,-0.09,2.0
1.031,0.226,-0.509,-0.841,-0.958,-0.735,-0.705,-1.783,-0.867,0.499,0.688,0.692,0.723,0.437,-0.554,-0.642,-0.73,-0.661,-0.689,-0.122,0.28,2.514,1.949,1.218,2.0
