@RELATION SonyAIBORobotSurface2

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC

@DATA
0.251,0.696,0.681,0.343,0.378,1.102,0.735,0.429,1.15,0.522,1.424,2.479,1.807,1.849,0.955,0.714,0.214,0.104,0.291,0.92,3.708,0.253,0.4,0.228,0.928,1.645,0.314,0.643,0.49,1.063,0.205,0.592,0.114,0.092,0.39,0.316,0.035,0.221,0.238,0.142,0.284,0.8,0.361,0.439,0.611,0.743,0.939,0.594,1.011,1.844,1.411,0.306,0.726,0.743,0.902,0.093,2.186,0.973,0.541,0.995,2.205,0.293,0.746,2.119,0.805
0.335,0.066,0.132,0.414,0.682,0.076,0.623,0.147,1.82,0.373,1.313,2.077,0.655,0.646,1.452,0.609,2.282,0.644,0.346,1.92,0.446,0.94,1.478,0.27,0.437,0.297,0.707,0.715,0.717,0.044,0.209,0.532,0.338,0.157,0.39,0.074,0.082,0.039,0.42,0.23,0.608,0.219,0.225,0.632,0.861,0.155,0.904,0.173,0.659,2.091,0.795,0.805,1.063,1.573,0.172,1.722,1.023,0.7,0.991,0.448,0.505,1.109,0.291,0.503,0.374
0.322,0.564,0.134,1.053,1.977,0.284,0.316,0.317,0.827,0.651,3.476,0.883,1.265,1.568,1.687,1.038,0.483,0.385,0.167,1.158,2.193,0.25,0.016,1.229,0.143,0.11,1.719,0.986,0.184,1.139,0.55,0.156,0.184,0.286,0.012,0.074,0.282,0.12,0.23,0.36,0.372,0.272,0.546,0.747,0.396,0.414,0.143,0.363,1.098,0.201,2.809,0.426,0.178,1.538,0.454,1.202,0.933,0.205,0.268,2.661,1.424,0.216,0.803,0.784,1.584
0.192,0.319,0.276,0.728,1.093,0.967,0.838,1.067,0.267,0.116,1.889,0.036,0.149,1.215,0.46,0.474,0.098,0.096,0.0,4.54,0.818,2.028,1.191,1.472,0.694,0.294,0.0,0.212,0.189,0.761,0.956,0.065,0.083,0.547,0.111,0.429,0.759,0.139,0.303,0.106,0.395,0.654,0.452,0.458,0.197,0.364,0.157,0.084,0.965,1.17,1.313,0.4,0.04,0.283,0.617,0.02,0.518,1.366,0.28,0.434,0.813,1.587,0.511,0.526,2.06
0.44,0.12,0.056,0.253,2.665,0.757,0.311,1.142,0.677,0.901,0.125,4.945,1.533,0.414,0.772,0.43,0.716,0.356,1.002,2.638,2.314,0.382,0.031,1.722,0.076,0.376,1.259,0.031,0.338,0.029,0.034,0.089,0.425,0.162,0.082,0.291,0.347,0.075,0.34,0.128,0.384,0.088,0.167,1.193,1.328,0.81,0.505,0.072,1.595,0.378,1.782,0.968,0.826,0.162,0.328,1.014,0.761,1.205,1.092,0.457,2.932,1.087,1.454,3.001,1.013
0.442,0.972,0.137,0.204,1.291,1.509,1.558,0.29,1.345,1.731,0.352,0.326,0.234,1.399,1.883,1.224,0.358,1.518,0.138,1.84,0.631,0.003,0.826,0.367,0.34,0.619,1.196,0.412,0.372,0.047,0.174,0.183,0.149,0.302,0.243,0.328,0.226,0.052,0.345,0.017,0.42,0.722,1.005,0.747,0.105,0.739,0.686,0.207,0.014,0.586,2.478,0.75,2.289,0.367,1.274,0.61,0.178,1.033,2.248,2.141,0.018,0.679,0.203,0.677,0.989
0.398,0.587,0.261,0.929,0.579,0.934,0.65,0.871,1.006,0.712,2.529,0.774,0.599,0.656,0.396,0.745,1.577,0.679,0.928,0.55,1.897,1.42,0.384,1.718,0.401,0.383,0.029,0.519,0.025,0.055,0.532,0.087,0.029,0.346,0.018,0.118,0.482,0.452,0.403,0.64,0.081,1.344,0.202,0.529,1.15,0.091,0.366,0.197,0.087,0.088,1.452,1.51,1.133,1.098,1.336,0.578,0.802,1.794,1.52,1.252,0.739,1.871,1.123,0.806,0.532
0.178,0.601,0.083,0.105,1.041,1.079,0.552,0.605,0.548,0.55,0.845,0.755,0.52,2.357,0.244,1.087,0.26,0.589,0.62,0.756,1.783,2.395,0.419,2.325,0.007,2.469,0.037,0.621,0.166,0.185,0.999,0.032,0.074,0.247,0.137,0.257,0.228,0.015,0.12,0.509,0.47,1.165,0.353,0.4,1.07,0.077,0.019,0.924,0.709,1.097,0.848,3.049,0.632,1.796,0.317,0.782,0.349,0.092,0.263,3.215,0.625,1.403,0.689,0.627,0.386
0.4,0.43,0.36,0.157,0.245,2.304,0.318,1.516,0.66,0.544,0.275,0.619,0.456,0.255,0.627,0.943,0.887,0.516,0.32,0.28,2.7,0.869,0.401,0.702,0.038,0.594,0.97,0.41,0.524,0.741,0.202,0.161,0.148,0.408,0.407,0.017,0.015,0.152,0.308,0.019,0.348,0.093,0.262,0.894,0.276,0.188,0.834,0.349,2.02,0.848,0.54,1.519,1.551,0.915,0.013,0.078,0.789,0.86,0.409,0.375,0.592,0.087,0.165,0.51,1.572
0.223,0.157,0.506,0.011,0.324,1.482,0.745,1.04,0.095,0.538,0.217,2.913,0.176,1.243,0.901,0.76,0.973,0.973,1.201,0.597,1.862,0.804,1.751,0.836,0.949,0.946,1.214,0.361,0.127,0.793,0.511,0.216,0.076,0.611,0.771,0.392,0.251,0.259,0.153,0.204,0.04,0.166,0.759,0.402,1.35,1.613,0.334,0.295,0.913,1.104,0.171,1.205,0.61,1.415,0.289,0.699,0.129,0.796,0.939,0.549,1.023,0.928,0.955,2.831,0.275
0.228,0.026,0.616,0.04,1.126,0.073,0.685,0.376,0.006,0.551,1.272,0.675,0.125,0.265,3.57,1.554,0.149,0.592,0.035,2.837,2.023,0.304,0.75,1.703,0.221,0.22,0.059,0.423,0.812,0.702,0.317,0.155,0.284,0.218,0.227,0.35,0.214,0.246,0.182,0.245,0.05,1.206,0.008,1.047,0.108,1.043,0.786,0.308,2.137,0.814,1.287,0.113,0.526,0.556,0.26,1.691,0.315,0.22,0.181,1.369,2.082,0.04,2.374,0.34,0.863
0.774,0.209,0.235,0.842,3.234,1.409,0.246,0.096,1.5,0.183,1.576,1.246,0.347,1.534,0.064,0.15,0.025,0.686,1.402,0.198,0.872,1.093,0.463,1.076,0.311,0.409,0.732,0.221,0.384,0.579,0.219,0.003,0.592,0.268,0.553,0.357,0.155,0.049,0.059,0.313,0.297,0.869,0.067,0.145,0.27,0.228,1.17,0.27,0.544,2.068,0.511,1.704,2.244,1.156,0.611,0.976,0.751,0.366,0.719,0.777,0.184,0.104,0.291,1.471,0.85
