@RELATION SmoothSubspace

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.554,1.044,0.73,0.296,0.274,0.289,1.437,0.179,0.646,1.557,1.438,0.772,0.083,0.47,1.029,1.0
0.49,0.574,1.02,0.758,0.197,0.236,0.485,-0.183,0.585,1.128,0.565,0.988,0.565,0.302,1.655,1.0
0.511,0.42,0.461,0.435,0.704,-0.239,-0.123,0.165,0.897,0.485,0.467,0.116,0.713,1.699,0.147,1.0
-0.065,0.662,0.908,0.89,0.731,0.045,1.264,0.896,0.111,0.797,0.284,0.649,0.483,0.617,0.414,1.0
0.271,0.964,0.453,0.088,-0.247,0.12,0.36,0.406,0.53,0.772,0.699,-0.126,0.604,0.418,0.11,2.0
0.997,0.401,1.273,1.134,0.39,0.299,0.327,0.274,0.421,0.482,0.419,-0.215,0.088,0.891,0.761,2.0
0.586,0.859,0.557,0.299,0.772,0.128,0.196,0.388,0.749,0.35,0.337,1.24,0.322,0.292,0.775,2.0
0.015,0.371,0.602,0.535,0.142,0.253,0.328,0.307,0.462,0.382,-0.808,0.103,0.121,0.935,0.75,2.0
0.022,0.31,-0.41,1.158,0.07,0.008,0.47,0.248,0.277,0.901,1.265,0.573,-0.056,0.612,0.616,2.0
0.63,0.602,0.722,0.81,0.806,0.213,0.002,0.523,0.086,0.546,0.287,0.681,0.408,0.426,0.599,2.0
-0.349,0.068,0.174,0.395,0.595,0.357,0.387,0.384,0.887,-0.117,0.21,-0.361,1.242,0.768,0.378,2.0
0.173,0.036,0.684,0.254,0.191,0.198,0.126,0.301,0.554,0.445,0.959,0.656,-0.048,0.332,1.908,2.0
0.336,0.048,0.541,0.918,0.397,0.022,0.138,-0.303,0.654,0.533,0.786,0.533,0.726,0.694,-0.391,2.0
0.54,0.801,0.395,0.172,1.111,0.128,0.252,0.444,0.261,0.833,0.514,0.7,-0.128,0.71,-0.204,2.0
-0.186,1.066,0.107,0.731,0.809,0.274,0.479,0.44,0.337,1.147,-0.213,0.435,0.789,0.862,0.641,2.0
0.612,0.362,1.024,0.319,0.152,0.489,0.935,0.487,0.204,0.529,0.223,1.025,0.711,0.231,0.002,2.0
-0.841,0.445,0.102,0.387,0.977,0.406,0.539,0.414,1.035,0.242,0.448,0.736,0.68,0.531,-0.009,2.0
0.891,0.908,0.129,-0.17,0.996,0.319,-0.044,-0.059,0.208,0.372,0.975,0.497,0.609,0.681,0.418,2.0
-0.034,0.301,1.008,0.288,0.64,-0.13,0.312,0.39,0.366,0.514,0.985,0.307,-0.197,0.207,0.818,2.0
0.471,0.193,0.045,0.059,0.391,0.676,0.181,0.587,0.291,0.483,0.876,0.434,0.381,0.381,-0.263,2.0
0.261,0.884,0.667,0.649,1.14,0.401,0.382,0.36,0.962,0.115,0.808,1.318,-0.186,1.093,0.115,2.0
0.471,0.328,0.238,0.678,0.864,0.258,0.241,0.393,0.405,0.492,0.401,0.074,0.632,-0.126,1.401,2.0
0.301,0.53,-0.027,1.296,1.121,0.32,-0.255,0.364,0.6,0.317,0.392,0.706,0.114,0.512,-0.141,2.0
0.069,0.683,0.415,0.066,0.259,0.555,0.469,0.335,-0.4,0.197,0.684,0.868,0.69,0.599,0.323,2.0
0.679,0.11,0.362,1.062,0.724,-0.397,0.406,-0.107,0.413,0.582,0.362,0.479,0.6,0.66,0.643,2.0
0.385,0.472,0.21,0.014,0.073,0.686,0.478,0.444,0.243,0.37,0.362,0.894,-0.505,-0.019,1.052,2.0
0.128,0.125,-0.201,0.365,0.113,0.302,-1.034,0.367,0.298,0.591,0.292,1.098,0.396,1.099,0.664,2.0
0.161,0.643,-0.041,0.49,0.511,0.259,0.087,-0.137,0.334,-0.099,0.482,-0.024,0.628,1.006,0.614,2.0
0.491,0.474,-0.263,-0.138,0.747,0.211,-0.246,0.528,-0.375,0.403,0.561,0.612,0.769,-0.112,0.377,2.0
0.529,0.971,0.879,0.958,-0.005,0.386,-1.13,0.256,0.294,0.76,0.961,0.097,0.744,0.222,0.937,2.0
1.375,0.719,0.324,0.481,0.732,0.186,0.526,0.444,0.319,0.206,0.338,0.575,-0.196,0.181,0.231,2.0
1.152,0.025,0.895,0.709,0.819,0.24,0.138,-0.478,0.311,0.256,0.353,0.452,0.354,0.823,0.487,2.0
0.449,1.261,0.721,-0.037,0.591,0.221,0.297,0.706,0.116,0.252,0.073,0.969,0.251,0.611,0.545,2.0
0.271,1.703,0.851,0.248,0.382,0.384,0.076,0.735,0.169,0.259,0.647,0.795,0.007,0.448,0.201,2.0
0.118,0.427,0.489,1.138,-0.093,0.302,0.536,0.397,0.096,0.457,0.62,0.628,0.875,-0.733,0.35,2.0
0.897,0.389,0.892,0.472,0.154,0.324,0.342,0.302,0.454,0.239,0.979,0.974,0.609,0.436,0.149,2.0
0.049,0.506,0.087,0.071,1.061,-0.054,0.114,0.422,0.364,0.468,0.912,0.97,-0.275,0.042,0.554,2.0
0.438,0.342,0.381,0.148,0.97,0.379,-0.725,0.659,0.104,0.014,0.41,0.355,-0.074,0.63,0.202,2.0
-0.017,0.716,0.753,0.916,0.827,0.015,0.902,-0.076,0.671,0.24,0.06,1.459,0.272,0.796,0.803,2.0
-0.19,0.623,0.48,-0.084,0.945,0.195,0.416,0.16,0.318,-0.019,-0.022,1.093,1.05,1.283,1.044,2.0
0.767,0.653,0.237,0.848,-0.08,0.216,0.454,0.082,0.474,0.612,1.12,0.273,0.827,-0.006,-0.733,2.0
-0.14,-0.186,1.102,0.098,0.239,0.177,0.295,0.361,-0.102,0.51,0.441,-0.617,0.637,1.064,1.111,2.0
0.623,0.417,0.878,1.01,0.344,0.236,0.397,-0.137,0.357,0.303,1.877,0.684,0.394,1.11,0.596,2.0
0.184,0.195,0.924,0.814,-0.107,1.553,0.414,0.36,-0.406,0.322,0.365,1.436,0.697,1.5,0.14,2.0
0.503,1.034,0.965,0.708,1.361,0.097,-0.303,0.477,-0.13,0.45,-0.047,0.487,0.537,0.946,0.325,2.0
0.545,0.592,0.421,-0.399,0.317,0.328,0.277,0.919,-0.751,0.35,0.185,0.562,0.253,0.926,1.198,2.0
0.404,-0.619,-0.257,0.927,0.402,-0.123,0.494,0.312,0.133,0.604,1.272,1.843,0.148,0.89,0.578,2.0
0.218,0.857,0.374,0.709,0.328,0.292,-0.758,0.416,0.361,0.431,0.779,0.216,0.61,1.341,-0.132,2.0
0.715,1.013,0.123,0.115,0.493,0.176,0.706,-0.157,0.466,0.52,0.701,0.106,0.562,0.648,0.633,2.0
0.266,0.879,0.063,0.209,0.44,0.121,1.059,0.406,1.047,-0.105,0.454,1.842,1.112,0.111,0.904,2.0
0.785,0.673,0.212,-0.483,0.307,0.316,0.516,0.717,0.003,-0.103,0.609,-0.548,0.414,-0.358,0.316,2.0
0.816,1.161,1.133,-0.134,0.501,0.128,0.1,0.481,0.372,0.492,1.291,-0.053,0.762,-0.029,1.029,2.0
0.119,0.389,0.376,0.178,1.025,0.034,-0.934,0.362,0.216,-0.197,0.336,0.73,-0.014,0.039,0.693,2.0
0.066,1.225,0.42,0.801,-0.025,0.36,0.245,0.163,0.425,0.727,0.09,0.938,0.559,-0.368,0.655,2.0
0.095,0.306,-0.431,1.17,0.356,-0.116,0.481,1.217,0.347,-0.629,1.292,1.729,0.034,1.38,0.892,3.0
0.205,0.026,0.715,0.44,0.259,0.699,0.905,0.886,-0.146,0.114,0.809,0.789,0.908,0.936,0.901,3.0
0.611,0.097,0.467,0.742,1.212,0.911,0.593,0.071,2.124,0.54,0.718,0.399,1.12,0.837,0.895,3.0
0.396,0.963,0.789,0.915,0.363,0.45,0.831,0.838,1.437,0.975,0.532,1.141,0.849,0.528,0.643,3.0
0.278,0.757,0.561,0.649,0.479,0.463,1.091,0.595,0.129,0.262,0.859,1.678,0.966,0.78,0.96,3.0
1.061,1.687,0.027,0.472,0.436,0.522,0.841,0.014,0.629,-0.663,0.694,-0.168,0.978,0.689,0.944,3.0
0.439,0.454,1.128,-0.008,0.471,0.873,0.305,0.135,0.046,0.812,0.899,0.727,1.508,0.125,0.962,3.0
0.564,0.649,0.944,0.523,1.029,1.077,-0.256,0.275,0.971,0.723,0.4,-0.003,0.926,0.664,0.918,3.0
1.338,0.358,0.213,0.383,0.799,0.471,0.231,-0.426,0.062,0.672,2.319,0.919,1.773,0.7,0.341,3.0
1.291,-1.052,0.634,0.064,-0.068,1.162,1.318,0.33,0.457,0.875,1.902,0.567,0.36,0.883,0.93,3.0
0.256,1.086,-0.214,0.376,0.459,0.834,0.77,0.483,0.402,-0.092,0.97,0.954,0.84,1.069,0.654,3.0
-0.152,0.726,1.645,0.21,1.124,1.216,0.903,1.283,-0.566,0.71,1.045,1.08,1.122,0.889,0.89,3.0
0.741,0.181,0.739,-0.159,1.045,-0.058,0.181,0.534,0.308,0.81,0.92,0.335,0.703,0.788,0.939,3.0
0.723,0.632,0.701,0.484,0.022,1.022,0.503,0.384,0.022,1.028,1.504,0.718,0.434,0.617,0.911,3.0
0.148,0.581,0.696,0.562,0.826,0.259,0.474,0.618,0.872,0.738,0.929,0.817,1.296,0.902,0.985,3.0
0.131,0.766,0.57,0.633,-0.073,0.812,1.237,0.061,0.629,0.227,0.939,1.073,0.89,0.863,0.684,3.0
0.172,0.824,0.49,0.911,0.29,0.87,-0.097,-0.14,1.196,0.984,0.862,1.029,0.976,1.663,0.164,3.0
1.144,-0.045,0.679,0.897,1.556,1.106,0.171,0.231,0.168,0.017,1.09,0.84,0.86,0.913,1.031,3.0
0.292,1.128,0.126,0.575,0.166,0.424,1.138,0.167,0.353,0.054,1.092,1.118,1.279,0.603,0.127,3.0
1.029,0.587,0.298,0.828,0.031,0.377,0.858,0.241,1.266,0.749,0.818,0.815,1.46,0.989,1.025,3.0
0.579,0.162,0.156,0.674,0.833,1.011,-0.084,0.442,0.308,0.443,0.096,-0.409,1.226,1.733,1.316,3.0
0.357,0.248,0.541,0.621,0.65,0.128,0.203,0.565,0.136,1.115,0.047,0.661,1.066,1.039,0.906,3.0
0.949,0.743,-0.741,0.311,0.958,0.324,0.515,0.519,0.974,0.245,0.783,0.297,1.488,0.439,0.833,3.0
0.864,0.677,0.734,0.664,0.23,0.416,0.5,0.221,0.069,0.482,0.931,0.753,1.649,0.91,0.896,3.0
-0.466,0.394,-0.001,0.47,0.167,0.934,0.342,-0.0,0.115,0.506,0.902,0.61,0.866,0.883,0.924,3.0
0.652,0.264,0.45,0.239,-0.69,0.738,0.237,0.838,0.616,0.414,0.601,-0.388,0.924,-0.804,1.107,3.0
0.789,0.734,0.482,0.839,-0.737,0.385,1.479,0.777,0.899,0.766,1.143,0.91,0.919,1.131,0.974,3.0
0.414,-0.354,0.164,0.345,0.667,0.262,0.431,1.523,0.87,0.373,0.845,0.979,0.87,-0.016,0.658,3.0
0.65,0.807,0.971,0.904,0.23,0.711,1.016,0.355,0.265,0.555,1.113,0.742,0.675,0.833,1.065,3.0
0.679,0.884,1.664,0.884,0.768,0.386,0.034,0.348,0.143,1.283,0.895,0.398,0.871,0.992,0.903,3.0
0.153,-0.063,0.191,0.923,0.393,0.905,0.36,0.43,0.383,-0.349,0.57,0.312,1.397,0.979,0.92,3.0
0.498,0.596,0.735,0.231,0.542,0.152,0.462,0.698,0.431,0.981,0.782,0.843,0.634,0.96,0.789,3.0
0.951,0.82,0.957,0.119,0.65,0.517,0.571,0.464,-0.366,0.819,0.985,0.89,1.141,1.256,0.856,3.0
0.459,0.686,-0.306,0.383,1.396,-0.439,0.199,0.947,1.486,0.032,0.935,0.967,0.335,0.967,1.457,3.0
-0.086,0.362,0.209,0.184,0.604,0.891,0.179,0.533,0.54,0.856,0.87,0.645,0.88,1.054,1.267,3.0
0.394,0.248,-0.509,0.001,1.212,0.264,0.891,0.761,0.941,0.703,1.12,0.91,0.159,-1.388,0.015,3.0
-0.21,0.594,1.111,0.836,-0.005,1.245,0.628,0.609,0.032,-0.068,0.929,1.036,0.503,0.928,0.56,3.0
-0.061,0.469,-1.544,-0.099,0.143,0.167,0.269,0.122,0.603,0.55,0.741,1.745,0.82,0.128,0.803,3.0
0.571,0.652,0.953,0.712,0.578,0.53,0.321,0.605,0.172,0.515,0.864,0.927,1.129,0.884,0.988,3.0
0.309,0.278,0.307,0.665,1.022,0.592,0.647,0.494,0.651,-0.082,0.665,0.749,0.773,1.064,1.304,3.0
0.975,0.956,0.413,0.626,1.349,0.725,0.578,0.1,0.793,0.348,1.226,0.78,1.007,0.392,1.396,3.0
0.907,0.117,0.706,0.444,0.904,0.688,-0.073,0.626,-0.274,0.954,0.418,0.517,1.028,0.665,1.259,3.0
0.724,0.203,0.355,0.295,0.451,0.362,0.615,0.45,0.122,1.027,0.928,0.732,0.662,0.713,0.791,3.0
0.292,1.099,0.947,-0.134,-0.386,0.76,0.575,0.327,0.338,0.047,0.958,0.734,0.797,0.83,0.387,3.0
0.327,0.432,0.603,0.559,0.068,0.406,1.541,0.02,1.723,0.236,0.952,0.623,0.885,0.093,0.85,3.0
1.157,0.667,1.305,0.843,0.474,0.564,1.197,0.126,0.828,0.135,0.836,0.641,1.203,0.766,0.954,3.0
0.416,0.286,1.767,-0.333,0.413,0.384,0.596,0.894,0.535,0.538,0.784,0.883,-0.034,0.873,0.088,3.0
0.069,0.283,0.074,0.546,0.299,0.436,0.217,0.556,0.825,0.523,1.024,0.553,0.942,0.673,0.497,3.0
0.652,0.562,0.24,0.376,0.657,0.31,2.807,0.587,0.653,0.898,1.218,0.58,1.643,0.453,1.287,3.0
0.24,0.243,0.185,0.46,0.169,0.411,0.303,0.557,0.214,0.649,1.257,1.103,1.079,0.779,2.021,3.0
