@RELATION SmoothSubspace

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC

@DATA
0.283,0.062,0.33,0.37,0.071,0.584,0.341,0.4,0.396,0.26,0.347,0.208,0.382,0.569,0.373
0.191,0.165,0.122,0.088,0.005,0.445,0.033,0.631,0.214,0.027,0.071,0.197,0.651,0.446,0.867
0.073,0.059,0.744,0.579,0.12,0.439,0.503,0.457,0.297,0.148,1.379,0.215,0.265,0.387,0.064
0.06,0.149,0.361,0.396,0.227,0.206,0.284,0.001,0.102,0.012,0.016,0.025,0.554,0.368,0.812
0.118,0.498,0.309,0.059,0.547,0.485,0.147,0.123,0.322,0.037,0.18,0.292,0.237,0.589,0.182
0.089,0.069,0.07,0.355,0.2,0.174,0.177,0.479,0.042,0.158,0.063,0.069,0.399,0.024,1.12
0.024,0.248,0.035,0.461,0.25,0.185,0.247,0.205,0.581,0.522,0.35,0.165,0.108,0.217,0.607
0.021,0.372,0.422,0.308,0.306,0.191,0.454,0.177,0.019,0.546,0.448,0.243,0.172,0.471,0.168
0.278,0.509,0.475,0.276,0.547,0.368,0.561,0.304,0.484,0.293,0.161,0.034,0.135,0.454,0.34
0.598,0.097,0.067,0.101,0.029,0.778,0.151,0.15,0.343,0.69,0.007,0.025,0.579,0.314,0.126
0.539,0.023,0.261,0.593,0.173,0.082,0.674,0.489,0.113,0.091,0.029,0.359,0.33,0.223,0.549
0.052,0.055,0.071,0.582,0.477,0.464,0.317,0.192,0.475,0.681,0.27,0.008,0.502,0.323,0.474
0.705,0.335,0.36,0.297,0.608,0.441,0.252,0.157,0.437,0.307,0.213,0.504,0.277,0.566,0.462
0.051,0.151,0.106,0.4,0.358,0.275,0.391,0.399,0.083,0.232,0.25,0.779,0.147,0.035,0.15
0.239,0.318,0.403,0.235,0.082,0.345,0.307,0.137,0.154,0.139,0.267,0.088,0.519,0.317,0.138
0.288,0.389,0.462,0.016,0.29,0.468,0.338,0.329,0.109,0.348,0.736,0.382,0.204,0.207,0.508
0.263,0.294,0.063,0.32,0.359,0.336,0.634,0.92,0.366,0.057,0.077,0.201,1.319,0.484,0.793
0.27,0.143,0.107,0.193,0.261,0.196,0.172,0.501,0.114,0.212,0.303,0.193,0.177,0.614,0.34
0.055,0.442,0.598,0.355,0.208,0.054,0.222,0.472,0.316,0.183,0.226,0.086,0.398,0.172,0.146
0.253,0.383,0.195,0.118,0.413,0.621,0.855,0.945,0.055,0.015,0.489,0.133,0.051,0.296,0.099
0.32,0.358,0.235,0.425,0.262,0.42,0.801,0.341,0.074,0.994,0.375,0.005,0.078,0.103,0.751
0.233,0.245,0.423,0.173,0.522,0.376,0.153,0.182,0.248,0.564,0.228,0.142,0.303,0.058,0.51
0.147,0.166,0.479,0.315,0.188,0.336,0.542,0.654,0.142,0.206,0.299,0.491,0.103,0.525,0.102
0.319,0.176,0.386,0.685,0.07,0.204,0.518,0.217,0.231,0.477,0.035,0.15,0.285,0.157,0.151
0.214,0.045,0.135,0.558,0.944,0.191,0.003,0.097,0.363,0.652,0.115,0.411,0.289,0.586,0.683
0.706,0.053,0.371,0.368,0.079,0.067,0.304,0.609,0.332,0.075,0.315,0.245,0.678,0.016,0.185
0.195,0.182,0.113,0.178,0.016,0.171,0.257,0.638,0.319,0.03,0.499,0.371,0.151,0.024,0.161
0.204,0.011,0.241,0.206,0.227,0.136,0.015,0.571,0.588,0.136,0.967,0.063,0.376,0.066,0.125
0.492,0.072,0.488,0.312,0.296,0.102,0.161,0.347,0.185,0.394,0.574,0.694,0.665,0.238,0.348
0.174,0.073,0.327,0.276,0.502,0.13,0.303,0.097,0.076,0.488,0.186,0.405,0.289,0.142,0.203
0.33,0.1,0.265,0.175,0.333,0.151,0.03,0.035,0.27,0.244,0.327,0.461,0.178,0.564,0.004
0.095,0.363,0.223,0.038,0.047,0.435,0.062,0.1,0.208,0.036,0.143,0.128,0.19,0.038,0.921
0.039,0.077,0.0,0.05,0.103,0.149,0.082,0.77,0.599,0.254,0.191,0.033,0.203,0.492,0.293
0.148,0.085,0.242,0.07,0.26,0.602,0.094,0.091,0.029,0.198,0.383,0.047,0.674,0.075,0.519
0.261,0.49,0.1,0.121,0.082,0.244,0.157,0.178,0.1,0.431,0.616,0.161,0.336,0.22,0.034
0.195,0.018,0.475,0.165,0.228,0.148,0.385,0.37,0.578,0.102,0.293,0.371,0.2,0.151,0.472
0.491,0.207,0.473,0.246,0.209,0.067,0.452,0.072,0.464,0.141,0.533,0.174,0.077,0.067,0.779
0.241,0.208,0.068,0.374,0.176,0.014,0.343,0.279,0.256,0.491,0.53,0.348,0.483,0.01,0.145
0.193,0.153,0.058,0.397,0.095,0.308,0.024,0.251,0.175,0.122,0.156,0.164,0.793,0.213,0.451
0.095,0.066,0.099,0.458,0.039,0.411,0.593,0.15,0.261,0.327,0.609,0.051,0.816,0.921,0.601
0.06,0.085,0.185,0.068,0.453,0.613,0.041,0.044,0.534,0.303,0.106,0.211,0.182,0.636,0.022
0.04,0.311,0.134,0.086,0.176,0.01,0.046,0.033,0.549,0.398,0.154,0.25,0.083,0.224,0.573
0.606,0.471,0.18,0.418,0.315,0.137,0.245,0.039,0.378,0.449,0.12,0.572,0.388,0.345,0.384
0.222,0.277,0.191,0.079,0.147,0.447,0.48,0.169,0.555,0.338,0.321,0.078,0.249,0.353,0.313
0.544,0.452,0.341,0.119,0.732,0.407,0.175,0.431,0.401,0.571,0.547,0.356,0.183,0.102,0.053
0.321,0.184,0.104,0.319,0.165,0.369,0.102,0.326,0.041,0.417,0.66,0.102,0.631,0.078,0.424
0.339,0.007,0.54,0.232,0.112,0.153,0.608,0.299,0.437,0.259,0.659,0.422,0.285,0.209,0.076
0.216,0.42,0.217,0.234,0.173,0.059,0.159,0.443,0.013,0.311,0.063,0.21,0.291,0.352,0.566
0.018,0.77,0.43,0.654,0.038,0.135,0.244,0.112,0.935,0.08,0.618,0.502,0.172,0.602,0.02
0.277,0.396,0.136,0.135,0.463,0.05,0.529,0.284,0.241,0.884,0.172,0.409,0.25,0.131,0.601
0.328,0.019,0.506,0.633,0.111,0.208,0.632,0.108,0.141,0.336,0.339,0.095,0.557,0.285,0.048
0.374,0.574,0.146,0.185,0.209,0.023,0.191,0.892,0.102,0.166,0.226,0.656,0.213,0.171,0.049
0.117,0.349,0.078,0.438,0.495,0.113,0.286,0.206,0.509,0.1,0.58,0.141,0.115,0.001,0.032
0.369,0.57,0.102,0.034,0.195,0.058,0.239,0.309,0.171,0.121,0.006,0.284,0.014,0.217,0.353
0.467,0.477,0.409,0.239,0.531,0.061,0.087,0.619,0.328,0.406,0.816,0.084,0.215,0.568,0.317
0.299,0.199,0.049,0.122,0.138,0.399,0.048,0.291,0.256,0.261,0.136,0.828,0.23,0.079,0.453
0.086,0.522,0.055,0.337,0.309,0.223,0.261,0.269,0.223,0.13,0.065,0.497,0.201,0.231,0.094
0.099,0.122,0.16,0.082,0.275,0.152,1.281,0.374,0.304,0.322,0.174,0.247,0.381,0.26,0.299
0.116,0.008,0.052,0.262,0.219,0.309,0.518,0.623,0.546,0.359,0.723,0.597,0.554,0.055,0.047
0.117,0.215,0.428,0.354,0.223,0.0,0.082,0.254,0.062,0.321,0.401,0.146,0.208,0.395,0.299
0.475,0.542,0.056,0.435,0.337,0.007,0.369,0.457,0.391,0.419,0.207,0.291,0.113,0.487,0.499
0.225,0.185,0.534,0.047,0.243,0.145,0.024,0.377,0.39,0.071,0.048,0.68,0.496,0.686,0.468
0.703,0.315,0.15,0.257,0.03,0.311,0.118,0.394,0.04,0.326,0.601,0.14,0.109,0.42,0.432
0.098,0.189,0.312,0.002,0.099,0.557,0.116,0.279,0.494,0.068,0.626,0.771,0.572,0.556,0.128
0.434,0.164,0.466,0.308,0.533,0.334,0.415,0.311,0.283,0.131,1.293,0.439,0.211,0.192,0.473
0.04,0.96,0.065,0.23,0.18,0.576,0.152,0.489,0.758,0.107,0.543,0.773,0.754,0.046,0.281
0.023,0.687,0.822,0.347,0.185,0.285,0.131,0.181,0.155,0.16,0.166,0.789,0.201,0.077,0.112
0.224,0.05,0.008,0.128,0.058,0.016,0.916,0.693,0.04,0.04,0.176,0.044,0.733,0.326,0.184
0.028,0.135,0.15,0.131,0.222,0.199,0.172,0.552,0.294,0.526,0.547,0.036,0.266,0.169,0.393
0.044,0.179,0.059,0.269,0.45,0.197,0.652,0.227,0.733,0.641,0.113,0.658,0.513,0.37,0.011
0.066,1.07,0.238,0.393,0.212,0.12,0.221,0.267,0.402,0.435,0.21,0.512,0.564,0.68,1.149
0.055,0.406,0.27,0.367,0.034,0.261,0.112,0.011,0.085,0.034,0.294,0.146,0.363,0.812,0.203
0.016,0.414,0.197,0.432,0.627,0.3,0.946,0.193,0.018,0.251,0.018,0.073,0.729,0.161,0.321
0.298,0.258,0.257,0.002,0.502,0.219,0.039,0.533,0.391,0.194,0.494,0.133,0.227,0.424,0.184
0.311,0.109,0.794,0.256,0.066,0.077,0.253,0.123,0.317,0.28,0.385,0.502,0.586,0.302,0.488
0.467,0.128,0.644,0.216,0.331,0.299,0.023,0.392,0.447,0.027,0.085,0.461,0.012,0.28,0.195
0.182,0.017,0.059,0.165,0.657,0.502,0.078,0.406,1.05,0.175,0.366,0.237,0.244,0.014,0.097
0.02,0.121,0.065,0.308,0.072,0.214,0.241,0.713,0.394,0.073,0.567,0.568,0.158,0.49,0.191
0.077,0.294,0.153,0.166,0.806,0.076,0.337,0.467,0.173,0.526,0.209,0.752,0.221,0.095,0.011
0.467,0.704,0.069,0.333,0.132,0.474,0.06,0.16,0.126,0.537,0.386,0.658,0.065,0.522,0.483
0.069,0.051,0.482,0.224,0.025,0.172,0.122,0.439,0.249,0.116,0.045,0.291,0.536,0.856,0.135
0.191,0.213,0.076,0.413,0.337,0.135,1.077,0.156,0.488,0.193,0.847,0.369,0.017,0.152,0.329
0.469,0.103,0.421,0.339,0.26,0.055,0.061,0.302,0.09,0.561,0.665,0.164,0.525,0.19,0.45
0.474,0.735,0.118,0.48,0.469,0.2,0.5,0.207,0.606,0.03,0.493,0.053,0.435,0.052,0.19
0.203,0.137,0.483,0.164,0.347,0.291,0.689,0.488,0.27,0.544,0.177,0.356,0.054,0.367,0.339
0.566,0.303,0.412,0.111,0.263,0.547,0.21,0.536,0.396,0.042,0.221,0.476,0.219,0.075,0.377
0.008,0.06,0.023,0.289,0.713,0.322,0.327,0.004,0.6,0.28,0.019,0.298,0.315,0.103,0.013
0.265,0.089,0.313,0.109,0.146,0.192,0.469,0.176,0.213,0.234,0.268,0.071,0.415,0.217,0.97
0.099,0.124,0.363,0.205,0.355,0.197,0.024,0.27,0.049,0.324,0.004,0.732,0.311,0.038,0.08
0.248,0.176,0.239,0.146,0.76,0.381,0.47,0.048,0.237,0.029,0.123,0.631,0.028,0.092,0.22
0.06,0.089,0.097,0.138,0.018,0.011,0.288,0.397,0.205,0.22,0.747,0.609,0.053,0.915,0.278
0.266,0.318,0.391,0.046,0.95,0.316,0.008,0.321,0.175,0.055,0.5,0.455,0.23,0.225,0.218
0.053,0.45,0.202,0.12,0.37,0.757,0.274,0.004,0.134,0.418,0.574,0.869,0.338,0.775,0.739
0.251,0.292,0.574,0.169,0.055,0.149,0.193,0.052,0.473,0.709,0.579,0.178,0.447,0.138,0.092
0.182,0.225,0.559,0.309,0.073,0.069,0.553,0.117,0.162,0.505,0.359,0.434,0.486,0.467,0.223
0.074,0.337,0.014,0.224,0.147,0.527,0.319,0.11,0.259,0.248,0.835,0.503,0.12,0.377,0.12
0.015,0.156,0.821,0.136,0.177,0.28,0.465,0.263,0.05,0.472,0.378,0.233,0.523,0.432,0.264
0.005,0.187,0.116,0.122,0.003,0.017,0.234,0.25,0.356,0.075,0.398,0.035,0.862,0.01,0.019
0.452,0.193,0.195,0.084,0.187,0.327,0.163,0.321,0.254,0.177,0.042,0.29,0.06,0.095,0.029
0.338,0.016,0.362,0.005,0.307,0.02,0.239,0.433,0.155,0.246,0.26,0.707,0.058,0.562,0.274
0.54,0.021,0.416,0.17,0.505,0.263,0.321,0.179,0.886,0.149,0.649,0.104,0.008,0.566,0.376
0.389,0.261,0.304,0.046,0.026,0.231,0.365,0.341,0.462,0.323,0.196,0.316,0.318,0.783,0.672
0.014,0.421,0.106,0.141,0.175,0.481,0.463,0.295,0.049,0.488,0.115,0.128,0.19,0.068,0.435
0.207,0.189,0.368,0.361,0.289,0.035,0.598,0.068,0.427,0.512,0.016,0.418,0.179,0.177,0.024
0.069,0.339,0.052,0.04,0.209,0.351,0.079,0.217,0.412,0.668,0.545,0.287,0.23,0.268,0.46
0.433,0.002,0.122,0.302,0.213,0.35,0.193,0.001,0.414,0.034,0.06,0.035,0.331,0.131,0.132
0.086,0.159,0.145,0.443,0.252,0.001,0.203,0.332,0.395,0.078,0.24,0.329,0.395,0.527,0.428
0.201,0.612,0.356,0.183,0.373,0.397,0.749,0.024,0.474,0.394,0.23,0.363,0.716,0.147,0.588
0.163,0.152,0.148,0.032,0.179,0.285,0.016,0.294,0.003,0.265,0.018,0.118,0.017,0.26,0.371
0.041,0.015,0.549,0.254,0.296,0.466,0.006,0.029,0.35,0.264,0.634,0.316,0.748,0.858,0.914
0.142,0.182,0.178,0.162,0.008,0.614,0.422,0.011,0.215,0.089,0.124,0.222,0.482,0.002,0.607
0.082,0.085,0.785,0.819,0.357,0.955,0.01,0.062,0.165,0.226,0.349,0.533,0.557,0.933,0.207
0.187,0.186,0.209,0.428,0.168,0.291,0.119,0.02,0.677,0.256,0.288,0.394,0.17,0.37,0.128
0.022,0.07,0.048,0.383,0.479,0.124,0.086,0.348,0.021,0.402,0.228,0.014,0.201,0.098,0.723
0.247,0.141,0.509,0.113,0.401,0.01,0.281,0.028,0.665,0.008,0.136,0.01,0.121,0.218,0.551
0.07,0.047,0.296,0.034,0.824,0.102,0.123,0.146,0.236,0.033,0.858,0.158,0.303,0.814,0.189
0.102,0.064,0.069,0.223,0.027,0.394,0.059,0.25,0.534,0.384,0.055,0.134,0.197,0.064,0.017
0.366,0.141,0.041,0.361,0.721,0.42,0.28,0.369,0.54,0.306,0.037,0.018,0.261,0.314,0.834
0.423,0.324,0.128,0.197,0.164,0.041,0.43,0.465,0.786,0.116,0.233,0.191,0.049,0.321,0.171
0.188,0.048,0.726,0.044,0.397,0.099,0.445,0.301,0.189,0.021,0.044,0.265,0.102,0.144,0.03
0.23,0.096,0.63,0.265,0.241,0.288,0.392,0.161,0.059,0.012,0.224,0.616,0.684,0.017,0.816
0.417,0.059,0.102,0.257,0.448,0.285,0.108,0.12,0.312,0.259,0.395,0.273,0.254,0.113,0.479
0.207,0.489,0.077,0.003,0.085,0.36,1.109,0.064,0.539,0.052,0.299,0.307,0.856,0.263,0.543
0.196,0.23,0.323,0.171,0.034,0.529,0.377,0.24,0.043,0.332,0.299,0.55,0.176,0.023,0.656
