@RELATION SonyAIBORobotSurface1

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
0.067,1.619,-0.991,2.259,2.751,-0.087,0.215,-1.073,0.026,-0.004,-1.83,-1.443,-1.061,-1.241,-1.865,-1.736,-1.193,-2.766,0.456,0.053,0.46,-0.116,0.273,0.485,0.8,-1.752,0.037,0.49,0.185,0.449,0.506,2.571,0.437,0.732,0.295,1.114,-0.07,-1.09,0.612,-0.253,-0.448,1.517,0.736,0.603,2.06,4.111,1.02,-0.26,-1.924,1.618,0.685,-1.856,-1.831,-1.638,-1.541,-0.811,-1.611,3.724,0.054,0.738,0.181,0.399,0.296,0.731,0.291,0.044,-0.45,-0.423,0.102,-0.126,2.0
1.166,-0.214,0.865,0.697,1.876,1.397,-0.428,-1.122,-1.135,-0.45,1.422,-1.098,-1.129,-2.053,-1.947,-2.035,-1.527,-0.322,-0.345,-0.441,-0.807,0.932,0.615,0.513,1.93,1.171,0.948,0.322,0.211,0.026,-0.044,0.073,-0.149,-0.561,1.602,-0.805,-0.172,-1.691,-0.71,-1.002,0.024,-1.421,4.153,1.942,5.905,1.655,1.723,-0.201,-1.113,-0.943,-0.13,0.15,-1.329,-1.821,-1.903,-2.727,1.754,0.704,1.202,2.004,0.573,-0.052,0.642,1.336,0.681,-0.006,0.036,0.351,0.789,0.53,1.0
1.37,2.606,2.449,2.674,5.264,1.424,2.907,-1.028,-2.342,-2.98,-2.132,-1.272,-1.229,-1.819,-1.034,-0.977,-1.894,-1.413,-1.645,-0.492,-0.353,0.489,0.288,0.143,0.087,0.612,-0.059,-0.807,0.05,0.975,-0.236,-0.328,-0.59,-0.83,-1.118,-0.124,0.414,0.873,0.116,0.505,3.155,3.005,0.099,0.575,-0.369,-0.067,-0.989,-1.276,1.086,-0.485,0.777,-0.998,-1.605,-1.738,-1.204,-0.677,-0.236,0.494,0.204,0.403,0.549,0.421,0.315,0.078,-0.679,-0.02,0.385,0.352,1.002,0.95,2.0
-0.07,-0.154,0.754,2.675,3.134,-0.182,0.921,-0.499,-2.091,-1.404,0.02,-2.694,-1.135,-0.053,-2.3,-0.86,0.247,0.22,-0.521,-0.191,1.245,1.314,0.508,-0.522,2.066,1.2,0.133,1.397,0.595,1.122,0.539,0.762,0.207,-0.179,0.238,1.439,1.155,0.616,0.416,2.031,0.12,1.966,1.286,-0.254,1.097,-0.484,-1.359,-2.333,-1.533,-2.807,-2.088,-0.732,-1.916,-1.929,-3.167,-1.584,-0.701,0.377,1.331,-0.304,0.25,0.062,0.155,0.563,0.538,-0.795,0.106,-0.003,0.66,0.647,2.0
0.267,1.247,0.598,1.585,-1.556,0.291,-0.261,-1.079,-1.609,-0.496,0.456,-2.327,-6.552,-2.138,-1.283,-1.455,0.266,-1.162,-2.949,0.014,-0.18,0.017,0.216,3.138,0.408,0.412,0.224,1.029,1.289,2.904,-0.627,0.378,-0.415,0.606,0.583,-0.085,0.587,0.782,-1.031,-0.032,3.071,2.421,1.598,1.781,2.111,0.022,-1.24,0.785,-1.781,-1.113,-1.849,1.159,-1.451,-2.341,-1.947,-2.965,-3.425,-0.605,-0.391,-0.158,1.605,1.634,0.124,-0.733,1.411,0.069,0.681,1.031,0.369,-0.052,2.0
-1.303,-5.897,0.642,1.1,1.312,0.18,2.518,-0.69,-1.095,-0.648,-0.175,-0.584,-1.362,-1.952,-3.524,-0.986,-0.497,0.214,-0.388,0.429,1.354,-0.036,0.248,-0.138,0.915,-0.375,0.544,0.234,0.824,0.862,0.508,0.854,0.722,0.391,0.007,0.893,1.039,-0.64,1.063,0.731,5.722,0.732,0.923,1.273,0.15,1.938,0.596,0.896,-2.018,1.422,-2.416,-1.788,-1.514,-1.755,-1.713,-2.083,-0.912,-1.433,-0.407,-0.193,-0.087,0.356,0.285,0.098,0.277,-0.386,-0.672,-0.072,0.712,0.129,2.0
-0.669,-1.415,1.203,1.841,1.562,-0.033,0.019,0.419,0.387,-0.727,0.617,-0.955,0.221,0.911,-0.891,-1.347,-1.64,-1.318,-0.675,-0.291,-0.39,-0.123,0.364,0.519,0.078,0.171,-0.368,0.371,-0.166,0.175,0.401,-0.365,1.792,0.84,-0.857,-0.346,0.054,0.186,0.127,0.805,0.691,0.739,1.909,3.666,3.058,5.078,-0.635,-2.104,-2.073,-0.732,-0.102,-2.293,-1.339,-1.623,-3.184,-1.178,-2.692,0.966,-0.598,2.093,-0.518,0.073,0.536,0.815,-0.231,0.812,0.541,0.748,0.499,0.455,1.0
-1.692,-0.024,-0.119,0.221,-1.965,-0.241,0.292,-1.294,-0.256,0.019,-0.178,-0.829,-1.299,-1.685,-1.356,-0.973,0.531,0.31,-0.074,0.151,-1.466,1.093,0.795,1.932,1.947,0.167,1.097,1.385,0.43,0.886,2.579,-0.225,0.465,0.83,1.207,0.425,0.661,0.426,1.013,1.021,1.81,1.803,2.878,2.622,0.763,0.219,-3.787,-2.802,-1.323,-1.98,-1.42,-1.571,-2.086,-2.676,-3.931,-1.36,-0.726,0.12,-0.583,-0.446,-0.488,0.403,0.684,0.637,-0.004,-0.621,-0.098,-0.137,-0.568,0.016,2.0
-0.805,1.963,-1.808,1.974,2.612,0.997,-1.047,-2.808,-1.041,-1.406,-2.036,-1.089,-0.696,-3.184,-1.707,-1.23,0.182,0.517,0.748,0.973,-0.174,-0.416,-0.171,-0.259,-1.386,0.261,0.394,0.883,0.94,0.895,0.385,0.224,0.506,0.917,0.428,0.808,0.313,0.358,1.273,1.225,-0.837,-0.598,-0.703,1.19,2.423,1.234,2.73,-1.596,-0.779,-0.211,-0.767,-0.323,-3.171,-1.805,-0.07,-4.425,0.822,0.786,0.007,-0.142,-0.892,0.344,0.274,0.712,0.698,0.911,0.952,1.153,0.507,1.957,1.0
0.464,9.217,1.011,0.752,0.697,-1.062,-0.706,-0.591,-1.097,0.274,-0.672,-0.437,-2.064,-1.909,-2.326,-1.867,-1.825,-1.683,-0.762,-0.402,-0.872,0.676,1.883,-1.027,0.757,0.007,-0.187,0.215,-0.136,-0.61,-0.096,0.675,-1.44,-0.257,-1.413,-0.049,-0.358,-0.42,-0.46,-1.028,0.044,2.162,3.017,0.773,0.742,-0.517,-1.121,-0.18,-0.222,-0.837,3.041,-0.531,-1.276,-1.744,-1.232,2.145,2.327,0.662,0.444,0.527,0.552,0.468,0.563,0.118,-0.082,-0.506,-0.61,-0.192,1.44,2.639,2.0
