@RELATION SonyAIBORobotSurface1

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC

@DATA
0.938,0.257,3.096,0.452,0.202,1.149,1.023,0.286,0.518,1.404,0.023,1.217,0.503,1.791,0.432,0.385,0.438,1.36,0.961,0.422,0.206,0.715,0.059,0.65,0.463,1.368,0.845,0.192,0.287,1.074,0.731,0.98,0.093,0.539,0.129,1.045,1.263,2.768,0.711,0.942,0.812,1.371,0.388,1.269,0.518,1.792,1.701,0.147,0.999,3.311,2.556,1.806,0.564,0.24,0.626,0.499,1.611,2.703,1.138,0.805,0.118,0.729,0.214,0.875,0.624,0.118,1.008,0.347,0.522,0.278
0.285,0.179,1.941,1.553,1.254,1.503,1.218,0.374,0.387,0.608,2.225,1.024,0.267,0.586,0.342,0.722,1.205,0.644,0.019,0.102,0.814,0.15,0.529,0.823,0.849,0.623,0.201,0.697,0.458,0.93,0.564,0.481,0.083,1.735,1.519,0.231,0.703,0.809,1.053,0.08,1.523,0.358,2.239,0.971,2.839,0.97,1.442,1.088,0.808,0.87,1.546,1.263,0.183,0.107,2.069,1.425,0.661,0.875,0.239,0.546,0.152,0.253,0.306,0.677,0.154,0.591,0.024,0.594,0.441,0.926
1.404,0.706,0.456,0.409,2.944,1.027,2.404,0.268,0.526,1.727,0.499,1.002,0.067,0.81,1.038,0.06,1.115,1.143,0.884,0.393,0.361,0.22,0.46,0.074,0.136,0.198,0.154,0.624,0.261,0.429,1.008,0.396,1.723,0.744,0.835,0.421,0.785,0.737,1.971,0.179,1.935,3.315,1.816,0.867,1.07,0.862,0.112,0.451,0.952,0.184,0.891,1.035,0.373,0.716,0.295,0.709,0.433,0.368,0.307,0.579,0.424,0.302,0.246,0.347,0.773,0.111,1.189,0.834,1.328,0.607
1.019,2.01,1.29,0.227,0.763,1.623,0.348,1.357,0.47,0.035,1.026,1.477,0.78,0.975,0.861,0.878,0.31,0.086,1.907,0.766,0.866,1.642,0.151,0.397,1.052,0.575,0.346,0.737,0.506,0.232,0.812,1.094,0.064,0.439,0.001,1.204,0.341,0.137,1.299,2.538,2.284,0.091,0.436,5.899,0.29,0.313,0.792,0.972,0.441,0.947,1.001,0.421,0.667,0.053,1.459,1.342,0.31,0.472,1.294,0.935,0.117,0.993,0.638,0.121,0.257,1.712,0.221,0.266,0.551,0.315
0.415,0.128,1.876,0.424,1.052,0.693,1.467,0.446,1.493,0.485,2.342,1.026,1.608,0.287,1.08,1.15,2.27,1.089,1.333,1.549,0.457,0.04,0.166,1.43,0.665,0.275,1.0,0.162,0.45,2.119,0.741,0.004,0.971,0.883,0.816,0.726,0.008,0.716,1.602,0.141,2.264,0.977,0.936,0.086,0.813,0.202,2.479,1.139,0.131,0.342,0.796,1.076,0.055,0.17,1.57,1.017,1.201,1.878,0.833,0.411,1.03,1.568,0.397,1.235,0.381,0.154,0.658,0.615,0.478,0.313
2.608,3.019,0.02,1.29,1.685,0.119,1.397,0.893,0.273,0.718,0.096,1.329,0.454,1.217,1.151,0.117,0.139,0.037,0.432,0.036,0.678,0.276,0.14,0.765,0.17,0.429,0.686,0.279,0.456,0.515,1.019,0.835,0.746,0.428,0.606,0.376,0.258,0.364,0.669,0.042,2.159,2.368,2.422,1.421,3.932,0.474,0.516,1.55,0.034,1.382,2.155,0.693,0.012,0.056,0.186,1.003,0.919,0.621,0.75,0.604,0.367,0.112,0.426,0.159,0.132,0.69,1.342,0.005,0.466,1.57
0.257,3.327,1.653,0.399,0.472,0.23,2.187,0.738,0.196,0.435,1.261,0.237,1.177,1.236,0.765,0.001,0.662,0.053,0.886,0.519,0.004,0.218,0.344,0.054,0.219,0.109,1.211,0.1,0.223,0.193,1.27,0.592,0.699,0.418,0.506,0.784,0.442,0.617,0.882,0.569,3.308,1.134,1.075,1.398,2.226,1.963,0.477,1.548,0.721,0.684,0.772,1.647,0.782,0.463,1.019,0.297,2.063,1.287,1.372,1.561,0.494,0.539,0.54,0.171,1.245,0.436,0.173,0.339,0.28,0.47
1.408,2.678,1.03,0.401,1.926,0.283,0.679,0.536,0.223,0.23,0.083,0.718,2.093,0.008,0.175,0.405,0.736,0.234,1.522,0.658,1.286,0.232,0.197,1.022,2.141,0.101,0.882,0.709,0.94,0.162,0.881,0.844,0.278,0.549,0.289,0.123,0.14,0.089,0.874,1.114,0.828,0.397,1.185,0.555,1.451,0.624,1.686,1.287,0.382,2.313,0.818,0.161,0.096,0.075,1.247,0.567,0.656,0.57,0.927,0.209,1.072,0.1,0.06,0.31,0.765,0.978,1.322,0.464,1.454,0.603
0.982,2.887,2.362,0.702,0.996,0.053,1.468,1.148,0.41,0.821,1.134,0.109,2.561,0.802,0.515,1.028,0.108,1.308,1.099,1.205,0.509,0.191,0.188,0.122,1.781,0.544,0.205,0.744,0.802,0.645,0.524,0.615,0.078,0.466,0.268,1.207,0.169,0.366,1.404,0.395,1.763,0.954,1.385,0.972,1.284,0.32,1.196,0.796,0.395,0.226,0.621,0.416,0.85,0.586,0.999,1.194,0.864,0.76,2.478,0.181,0.385,0.278,0.518,0.212,0.996,0.286,0.618,0.909,1.493,1.314
0.933,3.779,2.929,1.241,0.381,1.663,1.022,1.256,0.434,1.119,0.012,0.471,0.515,0.172,0.608,0.464,2.634,1.21,0.154,0.034,0.569,0.134,1.039,0.952,0.135,0.831,0.57,0.044,0.661,0.254,0.257,0.972,0.416,0.363,1.04,0.139,0.52,0.853,1.107,1.566,0.857,1.655,1.553,0.713,1.155,0.514,0.66,0.408,0.296,0.542,1.229,0.445,0.09,0.006,1.058,3.089,1.293,0.222,0.018,0.14,0.116,0.982,0.23,0.04,0.357,0.433,0.331,0.525,0.702,0.752
