@RELATION SonyAIBORobotSurface1

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC

@DATA
0.844,0.232,2.787,0.407,0.182,1.034,0.921,0.257,0.466,1.263,0.021,1.096,0.452,1.612,0.389,0.346,0.394,1.224,0.865,0.38,0.185,0.643,0.053,0.585,0.417,1.231,0.761,0.173,0.258,0.967,0.658,0.882,0.084,0.485,0.116,0.94,1.137,2.491,0.64,0.847,0.731,1.234,0.349,1.142,0.466,1.613,1.531,0.132,0.899,2.98,2.301,1.625,0.508,0.216,0.563,0.449,1.45,2.433,1.025,0.725,0.107,0.656,0.193,0.788,0.561,0.106,0.907,0.313,0.47,0.25
0.256,0.162,1.747,1.397,1.128,1.353,1.096,0.337,0.348,0.547,2.002,0.922,0.241,0.528,0.308,0.65,1.084,0.579,0.017,0.092,0.733,0.135,0.476,0.741,0.764,0.561,0.181,0.627,0.412,0.837,0.507,0.432,0.075,1.562,1.367,0.208,0.633,0.728,0.948,0.072,1.37,0.322,2.015,0.874,2.555,0.873,1.298,0.979,0.727,0.783,1.391,1.137,0.165,0.097,1.862,1.282,0.595,0.787,0.215,0.492,0.137,0.228,0.275,0.609,0.139,0.532,0.022,0.534,0.397,0.834
1.264,0.635,0.411,0.368,2.649,0.924,2.163,0.241,0.473,1.555,0.449,0.902,0.06,0.729,0.934,0.054,1.004,1.028,0.796,0.354,0.325,0.198,0.414,0.067,0.122,0.178,0.139,0.562,0.235,0.387,0.907,0.356,1.55,0.67,0.752,0.379,0.707,0.663,1.774,0.161,1.742,2.983,1.635,0.78,0.963,0.776,0.101,0.406,0.857,0.166,0.802,0.931,0.336,0.645,0.266,0.638,0.39,0.332,0.277,0.521,0.381,0.272,0.221,0.313,0.695,0.1,1.07,0.751,1.195,0.546
0.917,1.809,1.161,0.205,0.687,1.461,0.313,1.222,0.423,0.032,0.924,1.329,0.702,0.878,0.775,0.791,0.279,0.078,1.716,0.689,0.779,1.478,0.136,0.357,0.947,0.517,0.312,0.663,0.455,0.209,0.731,0.984,0.058,0.395,0.0,1.084,0.306,0.123,1.169,2.284,2.055,0.082,0.392,5.31,0.261,0.282,0.713,0.875,0.397,0.852,0.901,0.379,0.601,0.047,1.313,1.208,0.279,0.425,1.165,0.841,0.105,0.893,0.574,0.109,0.231,1.541,0.199,0.239,0.496,0.283
0.373,0.115,1.688,0.382,0.947,0.624,1.32,0.401,1.343,0.436,2.108,0.923,1.448,0.258,0.972,1.035,2.043,0.98,1.199,1.394,0.411,0.036,0.149,1.287,0.598,0.247,0.9,0.145,0.405,1.907,0.667,0.004,0.874,0.795,0.734,0.654,0.007,0.645,1.442,0.126,2.038,0.88,0.842,0.077,0.731,0.182,2.231,1.025,0.118,0.308,0.716,0.969,0.05,0.153,1.413,0.915,1.08,1.69,0.75,0.37,0.927,1.412,0.357,1.111,0.343,0.139,0.592,0.554,0.431,0.282
2.348,2.717,0.018,1.161,1.516,0.107,1.257,0.804,0.246,0.646,0.086,1.196,0.408,1.096,1.036,0.105,0.125,0.033,0.389,0.033,0.61,0.248,0.126,0.688,0.153,0.386,0.618,0.251,0.41,0.463,0.917,0.751,0.672,0.385,0.545,0.338,0.233,0.327,0.602,0.037,1.943,2.131,2.18,1.279,3.539,0.427,0.464,1.395,0.031,1.244,1.94,0.624,0.011,0.05,0.167,0.902,0.827,0.559,0.675,0.543,0.331,0.101,0.384,0.143,0.119,0.621,1.208,0.005,0.419,1.413
0.231,2.994,1.488,0.359,0.425,0.207,1.968,0.664,0.176,0.391,1.135,0.213,1.06,1.112,0.688,0.0,0.595,0.048,0.797,0.467,0.003,0.196,0.31,0.049,0.197,0.098,1.09,0.09,0.2,0.174,1.143,0.533,0.63,0.376,0.455,0.705,0.398,0.555,0.794,0.512,2.977,1.021,0.968,1.258,2.004,1.766,0.429,1.393,0.649,0.615,0.695,1.482,0.703,0.416,0.917,0.267,1.856,1.159,1.235,1.405,0.445,0.485,0.486,0.154,1.12,0.393,0.156,0.305,0.252,0.423
1.267,2.41,0.927,0.361,1.734,0.255,0.611,0.482,0.2,0.207,0.074,0.646,1.883,0.007,0.157,0.365,0.662,0.211,1.37,0.592,1.157,0.209,0.177,0.92,1.927,0.091,0.794,0.638,0.846,0.145,0.793,0.76,0.25,0.494,0.26,0.111,0.126,0.08,0.787,1.003,0.746,0.358,1.067,0.499,1.306,0.562,1.517,1.158,0.343,2.082,0.736,0.145,0.086,0.068,1.122,0.51,0.59,0.513,0.835,0.188,0.965,0.09,0.054,0.279,0.689,0.88,1.189,0.417,1.308,0.543
0.883,2.598,2.126,0.632,0.897,0.048,1.321,1.034,0.369,0.739,1.021,0.098,2.305,0.722,0.463,0.925,0.098,1.177,0.989,1.085,0.458,0.172,0.17,0.109,1.603,0.49,0.185,0.67,0.722,0.581,0.472,0.553,0.07,0.419,0.241,1.086,0.152,0.33,1.264,0.356,1.587,0.859,1.247,0.874,1.155,0.288,1.076,0.716,0.356,0.203,0.559,0.374,0.765,0.527,0.899,1.075,0.778,0.684,2.231,0.162,0.347,0.25,0.466,0.191,0.897,0.258,0.556,0.818,1.344,1.182
0.84,3.401,2.636,1.117,0.343,1.497,0.92,1.131,0.39,1.007,0.011,0.424,0.463,0.155,0.547,0.417,2.371,1.089,0.139,0.031,0.512,0.121,0.935,0.857,0.122,0.748,0.513,0.04,0.595,0.228,0.232,0.875,0.374,0.327,0.936,0.125,0.468,0.768,0.996,1.409,0.771,1.489,1.397,0.642,1.039,0.463,0.594,0.367,0.266,0.488,1.106,0.4,0.081,0.005,0.952,2.78,1.164,0.2,0.016,0.126,0.105,0.884,0.207,0.036,0.321,0.39,0.298,0.473,0.632,0.677
