@RELATION ItalyPowerDemand

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
0.913,0.229,0.155,0.516,0.248,0.071,0.053,1.016,0.219,1.428,0.15,0.38,0.084,0.213,0.279,0.219,0.106,0.62,0.961,0.74,0.91,0.047,0.173,0.551
0.639,0.053,0.19,0.655,0.039,0.18,0.158,0.754,0.696,0.173,0.34,0.002,0.501,0.422,0.536,0.046,0.386,0.263,0.193,0.428,1.079,0.497,0.454,0.294
0.01,0.901,0.008,0.218,0.006,0.236,0.186,0.744,0.153,0.127,0.256,0.059,0.401,0.045,0.481,1.0,0.325,0.149,0.441,0.117,1.015,0.088,0.659,0.702
0.044,0.262,0.756,0.195,0.132,0.084,0.364,0.459,0.758,1.135,0.04,0.355,0.288,0.391,0.306,0.873,0.862,1.077,0.305,0.906,1.498,0.747,1.283,0.294
0.517,0.078,0.075,0.222,0.197,0.483,0.488,0.451,0.35,0.301,0.039,0.42,0.146,0.282,0.629,0.036,0.827,0.22,0.374,0.097,0.59,0.006,0.364,0.693
0.047,0.35,0.012,0.085,0.398,0.176,0.655,0.265,0.663,0.978,0.222,1.023,0.175,0.374,0.567,0.121,1.316,0.416,0.66,0.816,0.179,0.681,0.237,0.845
0.537,0.203,0.378,0.412,0.035,0.131,0.062,0.539,1.174,1.649,0.159,0.163,0.144,0.305,0.611,0.477,0.067,0.166,0.677,0.184,0.207,0.634,0.678,0.741
0.475,0.174,0.131,0.491,0.276,0.121,0.763,0.004,0.151,0.116,0.316,0.286,0.129,0.503,0.043,0.339,0.92,0.125,0.102,0.945,0.693,0.934,0.34,0.658
1.606,0.546,0.909,0.007,0.416,0.062,0.204,0.617,0.573,0.634,0.109,0.112,0.114,0.145,0.88,0.525,0.738,0.279,0.155,0.318,0.433,0.861,0.526,0.75
0.973,0.423,0.384,0.272,0.397,0.51,0.919,0.182,0.883,0.87,0.382,0.759,0.463,0.193,0.94,1.445,0.053,0.444,1.307,0.113,1.7,1.432,1.067,0.354
0.482,0.433,0.6,0.04,0.336,0.239,0.469,0.263,0.025,1.383,0.403,0.065,0.299,0.185,0.156,0.483,0.527,0.161,0.741,0.103,0.637,0.711,1.427,0.324
0.98,0.262,1.048,0.313,0.094,0.118,0.24,0.554,0.153,0.132,0.31,0.222,0.317,0.374,0.301,0.71,0.068,0.185,0.195,0.425,0.545,0.076,0.382,0.144
1.598,0.934,1.007,0.419,0.048,0.192,0.228,0.196,1.841,0.715,0.378,0.003,0.53,0.257,0.236,0.089,0.582,1.033,0.337,0.181,0.646,1.187,0.57,0.452
0.941,1.49,0.566,0.503,0.436,0.043,0.272,0.195,0.387,0.304,0.028,0.358,0.211,0.135,0.321,0.095,0.248,1.222,0.304,0.531,0.87,0.469,0.373,1.387
1.236,0.161,0.453,0.104,0.081,0.484,0.045,0.563,0.161,0.55,0.615,0.785,0.118,0.501,0.362,0.858,0.038,1.236,0.799,0.663,0.242,1.93,0.138,0.206
0.032,0.563,0.867,0.212,0.409,0.27,0.139,0.334,0.278,0.918,0.339,0.267,0.045,0.388,0.403,0.371,1.042,0.949,0.002,0.436,0.976,0.531,0.371,1.051
0.52,0.051,0.386,0.421,0.114,0.434,0.076,0.041,0.704,0.094,0.28,0.063,0.626,0.151,0.354,0.912,0.312,0.016,0.763,0.249,0.406,0.183,0.558,0.557
0.209,0.652,0.323,0.329,0.176,0.231,0.142,0.314,0.707,0.689,0.387,0.198,0.696,0.037,0.151,0.097,0.666,0.5,0.048,1.735,0.734,0.345,0.821,0.655
0.708,0.745,0.01,0.047,0.139,0.212,0.139,0.723,0.122,0.348,0.025,0.277,0.531,0.114,0.514,0.978,0.328,1.25,0.821,0.149,0.247,0.234,0.684,0.449
1.002,0.325,0.31,0.208,0.094,0.045,0.798,0.649,0.881,0.791,0.323,0.792,0.486,0.638,0.308,0.52,0.908,0.018,0.935,0.652,0.279,0.479,0.954,1.697
0.27,0.451,0.424,0.135,0.242,0.11,0.095,0.656,0.291,0.042,0.415,0.051,0.304,0.665,0.707,0.61,0.2,0.368,0.516,0.838,0.679,1.019,1.254,1.317
0.795,0.408,0.438,0.46,0.458,0.245,0.172,0.732,0.718,0.308,0.131,0.282,0.5,0.189,0.236,0.022,0.403,0.77,0.506,0.981,0.689,0.884,0.244,0.522
