@RELATION SmoothSubspace

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.567,0.702,0.771,0.492,0.593,0.701,0.748,0.905,0.481,0.125,0.619,0.343,0.857,0.263,0.156,1.0
0.59,0.594,0.791,0.51,0.645,0.098,0.093,0.456,0.198,0.784,1.098,0.841,0.855,0.391,0.409,1.0
0.56,0.657,0.688,0.534,0.647,0.425,0.494,0.056,0.358,0.537,0.958,0.835,0.554,0.563,0.906,1.0
0.603,0.543,0.771,0.623,0.643,0.79,0.177,0.042,0.87,0.362,0.745,0.456,0.393,0.078,0.239,1.0
0.472,0.606,0.644,0.517,0.648,0.462,0.599,0.089,0.328,0.449,0.097,0.589,0.212,0.298,0.406,1.0
0.509,0.542,0.803,0.479,0.703,0.615,0.744,0.677,0.131,0.753,0.35,0.279,0.954,0.988,0.959,1.0
0.546,0.527,0.823,0.492,0.654,0.974,0.733,0.29,0.133,0.288,0.475,0.652,0.884,0.546,0.456,1.0
0.452,0.59,0.749,0.484,0.641,0.7,0.028,1.009,0.187,0.861,0.935,0.347,0.988,0.348,0.832,1.0
0.671,0.57,0.786,0.503,0.634,0.052,0.857,0.116,0.573,0.843,0.941,0.933,0.183,0.897,0.735,1.0
0.622,0.644,0.77,0.496,0.633,0.176,0.04,0.721,0.626,0.578,0.296,0.017,0.906,0.8,0.944,1.0
0.356,0.644,0.745,0.504,0.416,0.528,0.032,0.274,0.261,0.765,0.456,0.975,0.168,0.446,0.239,1.0
0.563,0.655,0.705,0.37,0.693,0.217,0.478,0.9,0.743,0.21,0.045,0.16,0.603,0.008,0.596,1.0
0.426,0.581,0.674,0.453,0.586,0.509,0.202,0.278,0.105,0.759,0.518,0.056,0.04,0.619,0.097,1.0
0.495,0.553,0.725,0.408,0.606,0.442,0.285,0.301,0.795,0.701,0.68,0.106,0.853,0.344,0.525,1.0
0.695,0.638,0.754,0.549,0.72,0.213,0.507,0.457,0.405,0.647,0.169,0.179,0.097,0.512,0.693,1.0
0.4,0.687,0.778,0.526,0.54,0.572,0.614,0.927,0.743,0.168,0.223,0.238,0.587,0.356,0.714,1.0
0.527,0.688,0.737,0.457,0.713,0.861,0.012,0.548,0.345,0.657,0.747,0.553,0.734,0.848,0.06,1.0
0.55,0.559,0.716,0.483,0.591,0.752,0.645,0.212,0.209,0.357,0.063,0.879,0.154,0.276,0.445,1.0
0.44,0.659,0.837,0.482,0.613,0.162,0.953,0.493,0.636,0.428,0.384,0.777,0.104,0.402,0.674,1.0
0.546,0.605,0.797,0.519,0.695,0.002,0.543,0.069,0.487,0.172,0.789,0.736,0.439,0.388,0.861,1.0
0.536,0.568,0.73,0.594,0.542,0.04,0.325,0.444,0.966,0.677,0.811,0.464,0.745,0.875,0.117,1.0
0.45,0.606,0.681,0.453,0.594,0.312,0.49,0.892,0.114,0.762,0.192,0.54,0.28,0.617,0.577,1.0
0.174,0.933,0.332,0.009,0.281,0.268,0.308,0.379,0.308,0.426,0.747,0.42,0.884,0.358,0.027,2.0
0.026,0.379,0.648,0.885,0.324,0.185,0.259,0.364,0.294,0.345,0.475,0.061,0.738,0.932,0.923,2.0
0.46,0.907,0.449,0.403,0.806,0.137,0.38,0.407,0.351,0.33,0.426,0.889,0.543,0.302,0.677,2.0
0.145,0.343,0.548,0.714,0.57,0.343,0.36,0.451,0.344,0.373,0.627,0.028,0.121,0.991,0.838,2.0
0.626,0.216,0.369,0.838,0.333,0.207,0.321,0.42,0.27,0.399,0.837,0.886,0.847,0.56,0.387,2.0
0.713,0.647,0.59,0.644,0.986,0.224,0.37,0.359,0.263,0.412,0.261,0.742,0.131,0.544,0.557,2.0
0.556,0.079,0.163,0.324,0.756,0.327,0.417,0.382,0.269,0.414,0.247,0.192,0.958,0.457,0.377,2.0
0.265,0.147,0.536,0.181,0.143,0.282,0.254,0.374,0.331,0.399,0.856,0.748,0.331,0.328,0.791,2.0
0.303,0.065,0.531,0.964,0.35,0.196,0.284,0.438,0.2,0.436,0.947,0.425,0.679,0.535,0.064,2.0
0.672,0.821,0.202,0.187,0.75,0.232,0.281,0.382,0.303,0.473,0.285,0.609,0.26,0.731,0.124,2.0
0.156,0.266,0.173,0.591,0.785,0.326,0.311,0.402,0.256,0.427,0.782,0.281,0.801,0.541,0.641,2.0
0.733,0.348,0.416,0.196,0.606,0.27,0.359,0.404,0.34,0.429,0.489,0.345,0.939,0.308,0.41,2.0
0.307,0.557,0.523,0.607,0.775,0.301,0.249,0.384,0.5,0.412,0.646,0.922,0.681,0.636,0.382,2.0
0.576,1.028,0.02,0.066,0.818,0.322,0.288,0.283,0.286,0.44,0.052,0.471,0.489,0.683,0.37,2.0
0.23,0.244,0.992,0.423,0.714,0.224,0.336,0.345,0.353,0.376,0.87,0.437,0.708,0.154,0.768,2.0
0.426,0.159,0.081,-0.037,0.417,0.224,0.304,0.395,0.344,0.318,0.47,0.509,0.301,0.535,0.527,2.0
0.241,0.822,0.474,0.627,0.91,0.336,0.389,0.411,0.354,0.331,0.861,0.977,0.08,0.95,0.088,2.0
0.427,0.593,0.178,0.749,0.879,0.237,0.332,0.382,0.295,0.413,0.639,0.25,0.76,0.139,1.087,2.0
0.924,0.924,0.074,0.854,0.888,0.208,0.345,0.357,0.328,0.46,0.475,0.717,0.506,0.186,0.244,2.0
-0.023,0.583,0.47,0.152,0.224,0.224,0.282,0.325,0.371,0.272,0.754,0.819,0.485,0.463,0.068,2.0
0.95,0.097,0.76,1.012,0.549,0.25,0.296,0.3,0.231,0.411,0.095,0.408,0.672,0.487,0.615,2.0
0.311,0.513,0.229,0.202,0.243,0.261,0.345,0.389,0.198,0.463,0.212,0.785,0.516,0.038,0.469,2.0
0.002,0.13,0.3,0.458,0.17,0.207,0.37,0.467,0.183,0.381,0.231,0.29,0.407,0.956,0.809,2.0
0.187,0.685,0.169,0.39,0.629,0.228,0.388,0.415,0.336,0.431,0.436,0.088,0.467,1.02,0.264,2.0
0.445,0.971,0.361,0.074,0.745,0.266,0.262,0.365,0.304,0.369,0.567,0.78,0.717,0.425,0.373,2.0
0.748,0.529,0.73,0.862,0.638,0.321,0.379,0.343,0.311,0.393,0.832,0.172,0.511,0.28,0.832,2.0
0.757,0.722,0.816,0.683,0.839,0.26,0.382,0.419,0.342,0.561,0.526,0.549,0.508,0.364,0.317,2.0
0.947,0.207,0.966,0.72,0.91,0.308,0.355,0.406,0.324,0.28,0.246,0.188,0.742,0.896,0.465,2.0
0.436,0.739,0.724,0.551,0.243,0.276,0.336,0.425,0.246,0.391,0.741,0.929,0.058,0.605,0.574,2.0
0.348,0.649,0.835,0.226,0.507,0.329,0.372,0.391,0.264,0.365,0.615,0.542,0.02,0.544,0.99,2.0
0.22,0.583,0.79,0.789,0.232,0.284,0.432,0.32,0.315,0.451,0.868,0.653,0.955,0.448,0.37,2.0
0.294,0.061,0.866,0.423,0.138,0.228,0.401,0.393,0.333,0.49,0.984,0.547,0.408,0.357,0.045,2.0
0.001,0.06,0.136,0.482,0.83,0.218,0.347,0.408,0.309,0.487,0.869,0.928,0.111,0.108,0.484,2.0
0.543,0.432,0.533,0.174,0.957,0.352,0.328,0.388,0.343,0.271,0.857,0.656,0.276,0.667,0.401,2.0
0.054,0.714,0.677,0.389,0.634,0.209,0.32,0.373,0.352,0.372,0.871,0.04,0.378,0.641,0.764,2.0
0.075,0.829,0.201,0.856,0.765,0.208,0.303,0.418,0.271,0.364,0.298,0.845,0.897,0.788,0.765,2.0
0.774,0.783,0.186,0.439,0.746,0.21,0.226,0.336,0.408,0.397,0.711,0.426,0.766,0.207,0.253,2.0
0.078,0.211,0.701,0.097,0.145,0.274,0.32,0.33,0.261,0.437,0.427,0.282,0.422,0.711,0.856,2.0
0.648,0.598,0.995,0.724,0.349,0.199,0.29,0.33,0.322,0.502,0.896,0.724,0.484,0.992,0.712,2.0
0.237,0.446,0.674,0.829,0.183,0.191,0.407,0.297,0.343,0.349,0.338,0.898,0.489,0.901,0.227,2.0
0.25,0.971,0.453,0.562,0.884,0.262,0.324,0.328,0.202,0.35,0.076,0.676,0.867,0.996,0.64,2.0
0.387,0.091,0.46,0.112,0.546,0.289,0.309,0.37,0.289,0.442,0.028,0.931,0.493,0.998,0.768,2.0
0.404,0.498,0.49,0.622,0.281,0.16,0.332,0.383,0.207,0.402,0.972,0.284,0.285,0.831,0.76,2.0
0.323,0.909,0.37,0.695,0.383,0.302,0.307,0.334,0.369,0.41,0.601,0.062,0.259,0.803,0.101,2.0
0.697,0.948,0.328,0.358,0.236,0.289,0.391,0.254,0.308,0.512,0.529,0.153,0.578,0.446,0.458,2.0
0.319,0.819,0.154,0.634,0.256,0.212,0.286,0.31,0.212,0.378,0.298,0.83,0.651,0.147,0.892,2.0
0.749,0.238,0.544,0.487,0.328,0.203,0.307,0.285,0.278,0.406,0.835,0.011,0.716,0.849,0.428,2.0
0.772,0.646,0.668,0.384,0.356,0.281,0.227,0.511,0.322,0.489,0.931,0.088,0.881,0.368,0.931,2.0
0.135,0.295,0.485,0.284,0.822,0.184,0.35,0.253,0.238,0.419,0.355,0.657,0.398,0.084,0.724,2.0
0.127,0.978,0.397,0.756,0.001,0.21,0.291,0.368,0.303,0.419,0.907,0.846,0.46,0.058,0.495,2.0
0.278,0.338,0.403,0.908,0.476,-0.055,0.189,0.977,0.289,0.169,0.864,0.773,0.867,0.846,0.951,3.0
0.349,0.24,0.508,0.489,0.124,0.846,0.904,0.921,0.186,0.126,0.926,0.653,0.921,1.004,0.914,3.0
0.576,0.114,0.504,0.645,0.616,0.688,0.631,0.341,0.813,0.392,0.949,0.706,0.911,0.828,0.919,3.0
0.297,0.797,0.817,0.282,0.5,0.301,0.573,0.215,0.845,1.054,0.821,0.741,0.793,0.846,0.875,3.0
0.289,0.542,0.67,0.385,0.111,0.411,0.805,0.883,0.26,0.925,0.953,0.735,0.833,0.74,0.967,3.0
0.436,0.578,0.145,0.365,0.579,0.261,0.905,0.014,0.632,0.075,0.952,0.876,0.986,0.768,1.005,3.0
0.321,0.489,0.438,0.093,0.495,0.837,0.168,0.232,0.281,0.79,0.909,0.685,0.932,0.918,0.996,3.0
0.478,0.47,0.946,0.243,0.993,0.962,0.383,0.381,0.672,0.777,0.952,0.794,0.9,0.82,0.901,3.0
0.516,0.521,0.188,0.701,0.788,0.505,0.132,0.027,0.204,0.173,0.854,0.75,0.925,0.912,0.92,3.0
0.886,0.837,0.87,0.684,0.255,0.9,0.829,0.248,0.012,0.942,0.84,0.631,0.887,0.888,0.972,3.0
0.429,0.864,0.641,0.395,0.459,0.615,0.993,0.175,0.473,0.857,0.929,0.774,0.891,0.772,0.861,3.0
0.29,0.827,0.774,0.417,0.722,0.494,0.874,0.913,0.086,0.686,0.988,0.687,0.88,0.907,0.892,3.0
0.773,0.142,0.731,-0.014,0.565,0.309,0.243,0.516,0.906,0.518,0.9,0.799,0.901,0.717,0.934,3.0
0.886,0.824,0.518,0.749,0.073,0.65,0.077,0.444,0.187,0.794,0.84,0.764,0.907,0.793,0.886,3.0
0.204,0.602,0.878,0.689,0.306,0.166,0.477,0.616,0.832,0.943,0.895,0.716,0.888,0.884,0.941,3.0
0.397,0.437,0.497,0.525,0.245,0.671,0.935,0.081,1.023,0.232,0.864,0.705,0.902,0.848,0.859,3.0
0.185,0.889,0.643,0.75,0.317,0.859,0.339,0.227,0.946,0.622,0.768,0.722,0.943,0.918,0.969,3.0
0.851,0.215,0.762,0.854,0.616,0.311,0.182,0.255,0.013,0.069,0.944,0.74,0.953,0.952,0.901,3.0
0.235,0.999,0.37,0.557,0.384,0.716,0.68,0.161,0.565,0.839,0.923,0.825,0.907,0.77,0.957,3.0
0.746,0.351,0.507,0.581,0.052,0.634,0.763,0.15,0.907,0.729,0.915,0.75,1.031,0.884,0.926,3.0
0.28,0.004,0.776,0.789,0.791,0.982,0.358,0.504,0.397,0.367,0.97,0.744,0.919,0.86,0.998,3.0
0.456,0.585,0.535,0.473,0.755,0.752,0.072,0.636,0.69,0.816,0.884,0.742,1.009,0.821,0.97,3.0
0.916,0.819,0.576,0.528,0.842,0.392,0.372,0.918,0.931,0.51,1.018,0.622,0.885,0.761,0.955,3.0
0.858,0.688,0.882,0.67,0.231,0.387,0.481,0.614,0.11,0.634,0.743,0.768,0.869,0.904,0.919,3.0
0.331,0.197,0.11,0.322,0.15,0.827,0.19,0.173,0.156,0.512,0.809,0.749,0.91,0.945,0.879,3.0
0.431,0.144,0.152,0.251,0.046,0.7,0.45,0.404,0.752,0.4,0.811,0.659,0.949,0.855,0.871,3.0
0.863,0.729,0.203,0.838,0.1,0.104,0.983,0.931,0.654,0.737,0.843,0.787,0.926,1.028,0.875,3.0
0.627,0.024,0.826,0.357,0.677,0.498,0.904,0.986,0.804,0.498,0.887,0.651,0.817,0.889,0.921,3.0
0.644,0.48,0.911,0.736,0.377,0.766,0.778,0.549,0.272,0.141,0.976,0.684,0.902,0.868,0.826,3.0
0.242,0.806,0.831,0.997,0.863,0.367,0.606,0.398,0.145,0.988,0.925,0.782,0.873,0.862,0.889,3.0
0.255,0.106,0.25,0.878,0.489,0.888,0.447,0.329,0.574,0.132,0.915,0.609,0.905,0.913,0.859,3.0
0.479,0.595,0.776,0.335,0.209,0.298,0.631,0.694,0.19,0.934,0.832,0.682,0.906,0.858,0.911,3.0
0.755,0.95,0.871,0.06,0.764,0.526,0.523,0.732,0.077,0.83,0.913,0.719,0.802,0.815,0.968,3.0
0.45,0.806,0.22,0.298,0.648,0.301,0.344,0.919,0.778,0.144,0.887,0.763,0.857,0.773,0.893,3.0
-0.027,0.392,0.31,0.234,0.479,0.861,0.176,0.879,0.572,0.687,0.88,0.728,0.913,0.84,0.856,3.0
0.493,0.24,0.522,0.085,0.903,0.138,0.976,0.752,0.428,0.852,0.919,0.761,0.934,0.861,1.124,3.0
0.08,0.744,0.946,0.945,0.005,0.279,0.947,0.642,0.064,0.009,0.915,0.723,0.875,0.933,0.926,3.0
0.069,0.49,0.43,0.753,0.133,0.298,0.256,0.188,0.783,0.882,0.987,0.717,0.92,0.813,0.887,3.0
0.581,0.897,0.724,0.541,0.316,0.735,0.382,0.61,0.684,0.589,0.907,0.712,0.896,0.889,0.896,3.0
0.282,0.204,0.325,0.923,0.957,0.61,0.633,0.703,0.722,0.117,0.963,0.772,0.814,0.916,1.023,3.0
0.975,0.997,0.7,0.569,0.855,0.737,0.346,0.065,0.208,0.363,0.898,0.75,0.883,0.837,0.945,3.0
0.945,0.02,0.373,0.489,0.536,0.68,0.051,0.381,0.034,0.92,0.921,0.775,0.839,0.866,0.982,3.0
0.822,0.174,0.274,0.309,0.38,0.402,0.694,0.332,0.708,0.447,0.942,0.668,0.928,0.784,0.808,3.0
0.584,0.936,1.003,0.234,0.411,0.641,0.474,0.099,0.167,0.058,1.005,0.693,0.985,0.848,0.909,3.0
0.104,0.81,0.383,0.538,0.231,0.504,0.961,0.057,0.917,0.245,0.917,0.735,0.896,0.856,0.966,3.0
0.861,0.653,0.465,0.845,0.232,0.578,0.414,0.06,0.653,0.168,0.815,0.764,0.957,0.845,0.949,3.0
0.397,0.178,0.295,0.105,0.621,0.153,0.607,0.927,0.634,0.535,0.906,0.764,1.009,0.89,1.016,3.0
0.017,0.287,0.242,0.318,0.627,0.871,0.108,0.607,0.592,0.212,0.905,0.752,0.911,0.837,0.899,3.0
0.531,0.9,0.297,0.363,0.615,0.608,0.87,0.58,0.019,0.858,0.897,0.746,0.948,0.869,1.023,3.0
0.256,0.452,0.127,0.438,0.182,0.683,0.86,0.671,0.188,0.725,0.859,0.835,0.892,0.767,1.004,3.0
