@RELATION ECG200

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE target {-1.0, 1.0}

@DATA
0.705,1.154,2.001,-2.34,5.729,1.641,1.246,0.389,-1.053,-1.132,0.393,0.196,0.071,1.618,-0.362,0.239,-0.527,-0.781,-0.469,-0.266,-0.996,-0.393,-0.567,-0.737,-0.779,-1.115,-0.641,-0.911,-1.261,-1.677,-1.677,-1.897,-2.496,-2.975,-4.358,-2.322,-7.292,-2.237,-1.271,-2.026,-1.625,-0.455,-2.572,-0.414,0.959,-1.136,0.767,-0.274,0.481,-0.46,0.201,2.092,-0.332,0.273,0.283,0.816,0.355,0.58,-0.377,0.575,0.622,0.563,0.563,0.425,0.482,0.147,0.489,0.843,0.88,0.865,0.663,0.423,-0.352,0.705,0.776,1.429,-2.249,0.275,0.91,1.03,-0.312,0.649,0.001,0.035,0.319,-1.017,1.551,-0.043,-2.366,0.703,1.586,-0.068,0.535,0.27,0.282,-0.965,1.0
0.274,2.701,1.059,2.213,1.782,1.664,2.314,0.982,1.211,-0.338,0.069,-2.401,0.351,-1.947,-0.068,-0.7,-0.027,-0.001,-1.969,-0.35,0.319,-1.75,0.043,-0.71,-0.4,-1.212,-1.343,-1.64,-0.181,-1.984,-1.431,-2.011,-2.14,1.37,-0.817,-2.028,-1.146,-2.304,-1.75,-0.625,-1.035,-0.86,-0.753,-0.072,-0.274,0.426,2.65,-0.227,0.57,0.337,-0.618,0.808,0.919,0.878,0.27,0.515,0.585,0.283,0.432,0.333,0.643,0.444,0.431,0.415,0.074,1.015,2.247,0.729,0.657,0.66,0.775,0.68,0.806,1.002,0.573,0.87,1.019,1.02,1.105,1.009,0.921,0.589,0.145,0.851,-0.103,0.436,-0.355,0.354,1.667,0.02,0.282,0.816,-0.328,0.04,0.416,0.01,1.0
-0.934,1.121,0.764,-0.691,0.08,-1.248,-1.266,-1.635,-1.314,-4.319,-1.672,-1.411,0.234,-1.668,-0.608,-2.076,0.449,-1.876,-1.293,-1.595,-0.507,-3.176,-1.516,-1.438,-2.2,-0.565,-2.951,-1.066,2.177,-0.502,-0.41,-1.01,0.097,-0.76,1.109,0.528,-0.845,0.971,-0.225,1.102,0.339,-1.37,2.705,0.024,-0.996,-3.647,-0.048,1.397,0.912,-0.129,0.527,0.439,0.325,0.624,1.646,0.617,0.962,1.727,0.58,0.475,0.447,0.543,0.929,0.419,0.645,0.55,1.203,1.066,1.122,0.999,0.511,0.356,0.727,-0.277,0.335,-0.608,0.408,-1.994,0.416,-0.055,0.288,0.155,0.558,0.393,-0.638,0.704,0.625,1.91,0.521,0.221,3.334,3.352,0.863,4.457,0.349,-3.591,1.0
1.462,2.341,1.886,2.148,2.701,0.831,2.081,1.939,1.147,-0.716,0.486,0.784,0.088,-0.604,-0.21,-0.876,-0.767,-1.028,-1.385,-1.267,-1.077,-1.482,0.235,-1.881,-1.379,-1.51,-0.632,-1.095,-2.154,-2.546,-3.091,-6.426,-2.035,-1.705,-0.561,-4.842,1.628,-0.516,-0.047,0.648,1.725,1.392,-0.393,1.171,0.492,1.215,0.338,1.175,0.235,0.53,0.356,-0.345,1.016,0.065,0.741,1.98,0.583,0.631,0.734,0.572,0.373,1.078,0.892,0.505,0.659,0.075,0.14,-0.043,-0.439,-0.429,0.2,0.72,1.025,-0.124,1.236,0.914,1.107,0.355,0.218,0.102,-0.201,0.348,-0.805,-0.289,0.026,0.145,-0.207,-0.8,-0.533,-0.271,-0.382,-0.312,-0.535,-0.702,0.057,1.856,1.0
1.118,-0.514,-1.163,2.562,1.984,6.863,3.384,2.071,3.516,1.906,3.812,0.954,-0.486,0.274,0.158,0.718,0.399,0.252,-0.266,-0.1,0.158,0.48,-0.164,-0.278,0.492,0.218,-1.16,-0.517,-0.153,0.157,-0.393,-2.625,-2.399,-1.238,-0.25,-1.037,-0.347,-1.257,-1.055,-1.764,-2.442,-1.847,-3.967,-2.789,-1.765,-1.485,0.602,-0.973,-1.12,-1.442,-0.19,-1.769,-0.16,-1.51,-0.494,-0.872,-0.303,-0.48,-0.142,-0.01,-0.202,-0.114,-0.373,0.006,0.216,0.331,0.302,0.11,0.637,1.371,1.581,0.555,1.449,1.804,1.097,1.327,-0.38,1.248,0.605,1.186,0.273,0.082,-1.865,0.12,0.53,0.416,1.252,0.409,0.761,0.855,1.242,0.474,-1.772,0.493,-1.399,-0.132,-1.0
2.483,3.293,2.073,2.599,3.942,-7.12,0.749,0.579,2.225,0.717,-0.199,0.177,-0.317,-0.386,-0.522,1.089,-0.955,-1.672,-0.717,-0.242,-0.126,0.438,-0.764,-0.669,-1.19,-0.63,-1.079,-1.814,-3.059,-4.718,0.918,-1.538,-2.227,-0.178,0.396,-0.995,-5.728,1.068,0.38,1.034,0.509,0.862,2.752,1.152,1.513,0.268,1.382,1.271,-0.48,2.792,1.553,2.043,0.423,0.304,0.524,0.422,0.909,0.361,0.131,0.325,-0.467,0.55,0.219,0.638,0.24,-0.295,0.367,-0.595,0.033,1.467,0.022,0.222,0.018,0.062,0.729,0.404,2.567,0.119,1.128,0.25,0.325,-1.277,-0.7,0.013,-0.111,-0.198,-0.242,0.341,-0.827,2.004,-1.907,1.912,1.751,-2.647,0.041,-0.163,1.0
0.246,2.231,3.49,4.07,2.148,1.667,-1.68,2.322,0.467,0.785,-0.056,-0.56,-0.375,0.12,-0.341,-0.838,0.379,-1.044,-1.354,-1.146,-1.689,-1.793,-3.316,-1.336,-1.461,-3.007,-1.796,-1.648,-1.252,-2.123,-2.51,-1.587,-1.052,-4.18,-7.213,-0.939,0.535,0.393,-2.102,1.094,1.252,1.998,1.051,1.084,3.174,-5.124,0.769,-1.102,-0.135,0.387,1.561,0.417,0.577,0.727,-0.257,0.704,2.04,0.226,0.279,-0.236,1.082,0.528,1.678,0.458,0.557,0.297,0.017,0.122,0.724,0.306,0.016,-0.039,0.738,0.301,0.951,0.05,0.334,0.25,1.667,-0.065,-0.891,0.049,-0.115,-0.285,0.042,-0.993,-1.34,0.95,-0.332,-1.469,-0.239,-2.6,-1.326,0.624,0.488,-0.316,1.0
0.548,-2.655,5.8,0.792,2.495,0.561,-0.872,0.07,1.355,0.139,0.11,-0.461,0.328,-1.919,-0.622,-1.239,0.731,-1.796,-0.603,-1.221,-2.276,-0.13,-1.675,-1.467,-1.306,-1.177,-2.456,-1.854,-0.75,-1.983,-2.724,-1.815,-1.937,-3.525,-3.094,-0.047,-3.622,-0.421,-0.156,-1.673,-1.19,3.891,0.757,0.804,-1.859,0.932,-2.446,2.077,0.88,0.429,1.999,0.601,2.146,0.826,1.387,0.245,1.397,1.024,1.405,0.376,0.373,1.4,0.306,0.316,0.994,0.969,0.403,0.433,0.255,0.425,0.083,0.41,0.252,-0.555,-0.668,0.563,0.656,-0.829,-0.135,-0.357,-0.206,-2.424,-0.305,-1.166,-0.506,-0.548,-0.423,-1.293,-0.495,-0.218,0.267,-0.91,0.14,-1.881,-0.593,-0.859,1.0
1.199,1.595,5.384,4.046,4.139,2.546,1.014,-0.042,0.071,-0.793,-1.169,0.53,-0.994,-1.044,-0.822,-1.187,-1.078,-1.463,-1.519,-2.432,-1.682,-1.132,-1.289,-2.537,0.665,-1.769,-0.972,-2.47,-0.516,-4.343,-1.533,-1.641,0.25,-1.011,-1.646,0.356,-1.151,0.405,-1.587,-0.29,-2.236,-0.032,-1.353,0.838,0.254,1.304,-0.089,0.616,-0.987,0.56,0.21,0.367,1.002,0.261,-0.606,0.567,0.237,0.404,0.223,0.388,0.387,0.602,0.082,0.398,0.367,1.005,0.576,0.944,-0.085,1.199,0.74,-0.266,0.919,0.019,0.755,0.344,0.643,0.313,0.12,0.368,0.537,0.618,0.833,0.203,0.683,0.123,0.785,0.713,0.392,0.986,3.69,2.392,2.059,2.005,1.225,-0.172,-1.0
2.346,1.489,-0.187,1.797,1.779,2.177,1.966,1.676,1.813,0.184,-0.051,-0.24,-0.176,0.155,-0.277,0.685,-0.106,-0.357,-0.162,0.294,-1.143,-2.195,-0.784,-0.009,-0.593,0.137,-1.009,-1.057,-1.148,-2.35,-1.464,-2.559,7.797,-2.894,-1.197,-3.484,-1.684,-1.637,-3.951,-2.012,-1.537,-2.916,1.692,-0.778,-0.2,-0.931,-0.584,-0.197,-0.266,-0.589,-0.445,0.214,0.533,-0.695,0.312,0.288,0.238,0.431,0.406,0.713,-0.33,0.558,0.882,0.214,0.344,0.961,0.424,0.75,0.444,0.505,-0.173,0.409,0.359,0.674,-0.032,0.795,1.055,1.982,0.337,0.58,0.898,1.115,1.139,0.646,0.857,-0.501,-0.838,1.041,0.776,0.488,-2.099,0.199,-0.067,1.127,0.99,0.262,-1.0
0.39,-1.556,-1.093,-0.562,-0.496,-0.441,-2.169,-0.205,-0.611,-1.267,-0.144,-0.51,-3.409,-1.003,-1.719,-1.591,-1.751,-0.454,-1.507,-1.108,-0.153,-1.241,-1.727,-2.853,-1.853,-1.963,-2.117,-1.284,-3.746,-1.508,-1.646,-0.604,-0.526,-1.533,0.302,0.988,1.544,2.48,0.611,0.027,0.676,1.815,-0.25,1.554,2.104,1.03,0.534,0.521,1.921,0.18,0.585,2.178,0.852,0.308,-0.803,0.194,1.355,0.446,0.693,0.252,0.757,0.629,0.767,2.404,1.029,1.368,0.692,1.11,1.287,0.635,0.575,1.196,0.616,1.861,0.726,0.673,0.653,-0.129,0.081,-0.133,-0.039,0.58,-0.121,0.807,2.394,0.459,0.799,0.9,1.304,1.843,4.143,1.948,-1.397,0.355,-0.922,-0.447,1.0
1.895,-6.023,0.855,1.556,2.782,-1.719,-2.48,0.874,-2.793,-1.048,0.616,-1.57,1.746,-1.851,-1.329,-1.114,-0.817,-1.3,-0.789,-1.525,-1.173,-2.937,-0.35,-1.696,-1.303,-1.882,-2.67,-0.477,-1.407,-1.958,-2.165,-4.161,-6.12,-1.327,-1.799,-1.15,-1.937,1.769,1.829,-0.041,2.395,0.522,0.643,1.631,-1.404,-0.472,1.793,1.145,0.372,-0.667,-0.457,0.738,0.175,0.4,-0.937,0.344,0.635,0.714,0.654,-0.266,0.31,0.448,-0.186,0.228,-0.03,1.769,0.837,0.822,0.441,0.073,0.367,0.846,0.244,0.882,0.98,0.586,1.006,0.77,0.838,0.591,0.637,0.982,0.689,0.549,-0.072,1.146,1.108,-3.732,1.022,-0.066,0.449,-1.137,5.56,2.688,-0.08,0.424,1.0
0.975,-0.597,2.696,5.636,2.88,-1.875,-4.125,-1.68,-0.421,-0.49,-0.053,0.413,-0.428,-0.006,-0.379,-0.299,0.241,-1.379,0.042,-0.772,-0.712,-1.251,-1.593,-1.223,-0.061,-2.292,-0.206,-1.899,-1.177,0.031,-0.743,-1.069,-2.616,-1.796,-2.419,-2.752,-0.538,-0.578,1.011,2.791,0.034,0.04,4.429,-1.076,0.924,3.565,-0.1,1.051,0.977,1.261,0.833,1.373,0.863,0.701,0.899,0.775,0.73,0.237,0.422,1.588,0.79,-0.16,1.057,0.259,0.513,0.366,-0.082,0.4,-0.001,0.087,0.281,1.183,0.323,-0.29,1.175,-0.18,0.399,0.712,-0.257,0.366,0.14,0.78,0.521,-0.338,-2.189,-0.951,-0.432,-0.142,-0.34,-0.075,-0.279,1.069,0.919,0.329,-0.097,-0.056,1.0
