@RELATION ItalyPowerDemand

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
0.802,0.204,0.273,0.283,0.091,0.373,0.106,0.456,0.442,0.669,0.305,0.385,0.148,0.025,0.481,0.062,0.244,0.434,0.399,0.122,0.858,0.39,0.563,0.166
0.21,0.038,0.209,0.09,0.047,0.084,0.052,0.244,0.856,0.238,0.301,0.238,0.238,0.099,0.293,0.554,0.346,0.792,0.675,0.242,0.535,1.021,0.611,0.076
0.626,0.053,0.241,0.514,0.44,0.245,0.513,0.212,0.695,0.022,0.126,0.407,0.164,0.298,0.463,0.106,0.459,0.727,0.14,0.09,0.217,0.457,0.445,0.583
0.322,0.614,0.216,0.445,0.329,0.351,0.412,0.304,0.27,0.641,0.054,0.585,0.057,0.115,0.688,0.391,0.288,0.423,1.236,0.011,0.021,0.294,0.681,0.519
0.106,0.394,0.134,0.1,0.083,0.002,0.076,0.019,0.216,0.287,0.086,0.229,0.149,0.16,0.267,0.164,0.491,0.449,0.455,0.028,0.051,0.423,0.319,0.914
0.371,0.401,0.117,0.19,0.196,0.048,0.146,0.742,0.081,0.261,0.138,0.126,0.229,0.251,0.252,0.22,0.081,0.038,0.755,0.164,0.445,0.046,0.321,0.598
0.142,0.023,0.112,0.383,0.034,0.012,0.19,0.307,0.134,0.217,0.816,0.001,0.26,0.059,0.122,0.217,0.293,0.418,0.113,0.094,0.275,0.595,0.273,0.411
0.268,0.305,0.012,0.003,0.127,0.057,0.114,0.17,0.506,0.105,0.21,0.683,0.289,0.022,0.404,0.292,0.793,0.183,0.023,0.142,0.54,0.174,1.001,0.187
0.622,0.458,0.347,0.402,0.079,0.166,0.213,0.296,0.344,0.006,0.223,0.083,0.114,0.179,0.198,0.403,0.44,0.988,0.06,0.213,0.095,0.256,0.168,0.841
0.104,0.445,0.192,0.168,0.249,0.035,0.301,0.13,0.722,0.538,0.917,0.152,0.025,0.263,0.359,0.259,0.211,0.838,0.02,0.693,0.887,0.41,0.792,0.312
0.583,0.09,0.639,0.393,0.393,0.081,0.156,0.155,0.097,0.061,0.097,0.15,0.395,0.163,0.044,0.038,0.042,0.737,0.809,0.069,0.524,0.261,0.549,0.17
0.003,0.375,0.561,0.281,0.045,0.222,0.444,0.292,0.085,0.127,0.115,0.576,0.242,0.428,0.762,0.093,0.036,0.159,0.249,0.044,0.865,0.852,0.328,0.385
0.853,0.107,0.372,0.244,0.197,0.075,0.117,0.293,0.352,0.448,0.015,0.381,0.13,0.205,0.329,0.246,0.095,0.33,0.65,0.127,0.401,0.23,0.342,0.03
0.34,0.135,0.324,0.12,0.003,0.249,0.053,0.445,1.175,0.315,0.134,0.006,0.188,0.024,0.245,0.496,0.507,0.386,0.157,0.816,0.641,0.797,0.528,0.906
0.002,0.538,0.191,0.219,0.097,0.051,0.188,0.351,0.623,0.855,0.021,0.42,0.273,0.362,0.253,0.373,0.171,0.07,0.475,0.159,0.039,0.728,0.749,0.47
0.115,0.041,0.022,0.207,0.183,0.107,0.285,0.185,0.504,0.509,0.506,0.762,0.346,0.016,0.526,0.67,0.041,0.086,0.415,0.034,0.011,0.09,0.249,0.588
0.252,0.373,0.382,0.258,0.192,0.116,0.544,0.373,0.043,0.715,0.084,0.242,0.083,0.398,0.094,0.264,0.381,0.353,0.626,0.115,0.561,0.026,0.344,0.779
0.009,0.637,0.012,0.186,0.029,0.447,0.196,0.332,0.136,1.272,0.113,0.074,0.249,0.09,0.339,0.062,0.13,0.01,0.29,0.099,1.182,0.183,1.239,1.545
0.084,0.05,0.004,0.209,0.048,0.214,0.543,0.071,0.244,0.779,0.224,0.137,0.016,0.164,0.451,0.644,0.428,0.79,0.697,1.078,0.634,0.636,1.085,0.046
0.657,0.493,0.084,0.299,0.265,0.099,0.329,0.256,1.043,0.198,0.374,0.212,0.293,0.156,0.095,0.172,0.106,0.127,0.071,0.41,0.103,0.492,0.563,0.628
0.119,0.379,0.11,0.381,0.137,0.486,0.206,0.263,0.33,0.369,0.039,0.299,0.038,0.018,0.634,0.253,0.113,0.232,1.099,0.341,0.942,0.137,0.109,0.128
0.722,0.346,0.454,0.039,0.135,0.229,0.276,0.246,0.602,0.554,0.051,0.364,0.223,0.293,0.574,0.346,0.161,0.129,0.551,0.428,0.815,0.45,0.433,0.491
1.195,0.214,0.165,0.143,0.308,0.135,0.283,0.738,0.256,0.044,0.298,0.258,0.175,0.017,0.164,0.319,0.366,0.518,0.588,1.118,0.327,0.201,0.492,0.299
0.427,0.518,0.008,0.129,0.037,0.267,0.406,0.351,0.049,0.747,0.416,0.018,0.085,0.226,0.36,0.053,0.378,0.16,0.46,0.498,0.044,1.023,0.192,0.111
0.374,0.329,0.097,0.077,0.102,0.076,0.438,0.41,0.641,0.97,0.138,0.182,0.209,0.137,0.006,0.362,0.257,0.596,0.623,0.686,0.046,0.08,0.136,0.27
0.098,0.35,0.098,0.106,0.121,0.039,0.129,0.083,0.271,0.723,0.665,0.178,0.358,0.292,0.395,0.2,0.338,0.163,0.875,0.017,0.458,0.439,0.076,0.773
0.619,0.283,0.493,0.514,0.149,0.003,0.29,0.04,0.347,0.104,0.036,0.061,0.248,0.135,0.499,0.144,0.427,0.195,0.591,0.14,0.359,0.445,0.284,0.578
0.105,0.165,0.173,0.029,0.227,0.287,0.027,0.625,0.465,0.129,0.391,0.509,0.379,0.118,0.681,0.159,0.306,0.495,0.415,0.901,0.314,0.552,0.686,0.828
0.608,0.153,0.103,0.344,0.165,0.048,0.035,0.677,0.146,0.952,0.1,0.253,0.056,0.142,0.186,0.146,0.07,0.413,0.641,0.493,0.606,0.031,0.116,0.367
0.426,0.035,0.127,0.437,0.026,0.12,0.105,0.503,0.464,0.115,0.227,0.002,0.334,0.281,0.357,0.031,0.257,0.175,0.128,0.285,0.719,0.332,0.303,0.196
0.007,0.601,0.005,0.146,0.004,0.157,0.124,0.496,0.102,0.084,0.171,0.039,0.267,0.03,0.321,0.667,0.217,0.1,0.294,0.078,0.677,0.059,0.44,0.468
0.029,0.174,0.504,0.13,0.088,0.056,0.242,0.306,0.506,0.756,0.026,0.237,0.192,0.261,0.204,0.582,0.575,0.718,0.203,0.604,0.999,0.498,0.855,0.196
0.345,0.052,0.05,0.148,0.131,0.322,0.326,0.301,0.233,0.201,0.026,0.28,0.097,0.188,0.419,0.024,0.551,0.147,0.249,0.064,0.394,0.004,0.243,0.462
0.031,0.233,0.008,0.057,0.265,0.118,0.437,0.177,0.442,0.652,0.148,0.682,0.117,0.249,0.378,0.081,0.877,0.278,0.44,0.544,0.12,0.454,0.158,0.563
0.358,0.135,0.252,0.275,0.023,0.088,0.042,0.359,0.783,1.099,0.106,0.109,0.096,0.203,0.407,0.318,0.044,0.11,0.451,0.123,0.138,0.423,0.452,0.494
0.316,0.116,0.087,0.327,0.184,0.081,0.509,0.003,0.1,0.077,0.211,0.19,0.086,0.335,0.029,0.226,0.613,0.083,0.068,0.63,0.462,0.622,0.227,0.438
1.071,0.364,0.606,0.005,0.278,0.041,0.136,0.411,0.382,0.422,0.073,0.075,0.076,0.097,0.586,0.35,0.492,0.186,0.103,0.212,0.289,0.574,0.351,0.5
0.648,0.282,0.256,0.181,0.264,0.34,0.613,0.121,0.589,0.58,0.255,0.506,0.308,0.128,0.627,0.963,0.035,0.296,0.871,0.075,1.133,0.955,0.711,0.236
0.321,0.288,0.4,0.027,0.224,0.16,0.312,0.175,0.017,0.922,0.269,0.043,0.199,0.123,0.104,0.322,0.351,0.107,0.494,0.068,0.425,0.474,0.952,0.216
0.654,0.175,0.699,0.209,0.063,0.079,0.16,0.369,0.102,0.088,0.207,0.148,0.212,0.249,0.201,0.474,0.046,0.123,0.13,0.284,0.363,0.051,0.254,0.096
1.065,0.622,0.671,0.279,0.032,0.128,0.152,0.13,1.227,0.477,0.252,0.002,0.354,0.171,0.157,0.059,0.388,0.688,0.225,0.121,0.431,0.791,0.38,0.302
0.628,0.993,0.378,0.336,0.29,0.028,0.181,0.13,0.258,0.203,0.019,0.239,0.14,0.09,0.214,0.064,0.165,0.815,0.203,0.354,0.58,0.313,0.248,0.925
0.824,0.107,0.302,0.069,0.054,0.323,0.03,0.375,0.107,0.367,0.41,0.523,0.079,0.334,0.242,0.572,0.026,0.824,0.533,0.442,0.162,1.287,0.092,0.137
0.021,0.376,0.578,0.141,0.273,0.18,0.093,0.223,0.185,0.612,0.226,0.178,0.03,0.259,0.269,0.247,0.695,0.633,0.001,0.291,0.651,0.354,0.248,0.701
0.347,0.034,0.257,0.281,0.076,0.29,0.051,0.027,0.469,0.062,0.186,0.042,0.417,0.1,0.236,0.608,0.208,0.011,0.509,0.166,0.271,0.122,0.372,0.371
0.139,0.435,0.216,0.219,0.117,0.154,0.095,0.209,0.471,0.46,0.258,0.132,0.464,0.025,0.101,0.065,0.444,0.333,0.032,1.157,0.489,0.23,0.547,0.437
0.472,0.497,0.007,0.032,0.093,0.141,0.093,0.482,0.081,0.232,0.016,0.185,0.354,0.076,0.343,0.652,0.219,0.833,0.547,0.1,0.165,0.156,0.456,0.3
0.668,0.217,0.207,0.139,0.063,0.03,0.532,0.433,0.587,0.527,0.215,0.528,0.324,0.425,0.205,0.347,0.605,0.012,0.623,0.434,0.186,0.319,0.636,1.131
0.18,0.3,0.283,0.09,0.161,0.074,0.063,0.438,0.194,0.028,0.277,0.034,0.202,0.443,0.471,0.407,0.133,0.245,0.344,0.559,0.453,0.679,0.836,0.878
0.53,0.272,0.292,0.306,0.306,0.163,0.115,0.488,0.479,0.205,0.087,0.188,0.333,0.126,0.157,0.014,0.269,0.513,0.337,0.654,0.459,0.589,0.162,0.348
