@RELATION SyntheticControl

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC

@DATA
1.637,2.49,1.633,0.557,4.152,0.997,4.457,3.419,1.355,1.208,1.798,1.568,2.398,3.757,0.349,0.595,2.165,0.333,0.223,2.695,1.943,0.7,0.918,0.204,1.657,1.515,1.294,0.074,2.379,0.296,0.427,0.507,3.073,0.49,2.599,1.273,1.364,0.157,1.653,0.082,1.898,0.962,0.491,1.612,1.459,2.121,3.247,0.055,0.327,1.66,0.319,2.356,0.095,1.536,2.476,3.995,1.945,1.215,1.079,0.121
2.692,1.023,0.635,0.433,1.342,0.338,0.159,0.626,0.585,1.16,2.867,0.284,0.011,0.887,1.241,0.117,1.864,2.578,2.611,2.156,1.566,1.167,0.07,0.819,0.741,0.289,1.773,0.304,2.23,0.853,0.329,0.684,0.273,0.937,1.719,2.829,0.932,3.338,2.401,3.289,1.108,0.712,0.334,0.165,3.46,0.974,1.961,0.312,1.667,0.567,0.604,4.269,0.261,5.182,4.908,1.055,0.435,0.258,1.741,0.02
0.153,2.823,1.122,2.343,3.467,0.108,0.404,0.573,1.04,2.866,1.132,1.471,1.281,2.229,1.369,0.39,1.445,1.446,1.461,2.156,3.075,0.951,1.085,3.705,0.087,0.843,0.319,1.024,0.832,0.967,0.357,0.122,0.858,0.703,2.029,0.769,1.11,3.322,0.221,0.161,1.761,1.942,0.13,1.929,0.411,1.279,1.107,0.238,0.268,0.382,0.547,5.192,2.677,1.856,4.365,0.334,2.049,1.713,2.602,2.22
3.451,1.53,3.594,0.871,1.976,1.01,2.196,0.968,4.565,0.422,2.985,0.582,2.619,0.071,0.346,1.063,4.892,1.476,0.928,0.355,0.035,0.276,0.052,1.548,1.215,1.993,0.007,0.637,2.662,0.934,2.893,2.034,0.741,0.714,0.855,1.924,1.911,0.958,0.265,2.481,3.647,2.166,2.055,0.096,0.865,0.821,0.829,1.747,0.933,0.418,1.19,0.547,1.195,2.324,0.3,0.166,0.404,1.304,0.73,0.273
0.87,0.679,2.538,0.613,0.676,0.355,1.782,1.51,2.199,2.107,2.722,2.03,0.771,1.483,0.719,1.199,0.041,1.546,0.717,1.806,0.068,0.377,0.095,0.324,1.106,1.489,1.41,0.769,0.748,0.354,1.466,0.569,1.807,0.535,1.791,2.128,1.358,1.933,1.227,0.671,0.342,0.416,2.079,0.541,1.541,1.348,1.988,1.788,2.759,0.501,0.239,0.911,0.672,1.985,0.418,2.859,3.235,4.101,2.33,0.684
1.979,0.529,6.174,2.284,0.432,2.135,3.362,2.217,2.509,0.181,0.886,1.569,0.497,0.468,0.645,3.546,3.475,0.468,0.712,3.178,0.133,2.648,0.142,1.682,1.336,0.625,0.389,0.568,2.053,0.514,0.173,1.21,3.514,0.213,0.604,1.422,1.933,0.365,0.042,2.046,1.128,1.968,0.055,0.696,2.675,1.706,0.134,2.096,0.985,1.099,3.251,1.443,2.781,1.508,0.231,2.117,0.204,0.068,0.48,3.508
4.118,2.627,0.877,1.062,0.077,0.893,0.186,0.42,3.136,1.422,0.769,1.398,2.11,0.34,2.229,1.916,2.215,0.886,2.417,0.031,4.761,2.386,1.575,0.693,2.991,4.424,0.339,0.389,0.453,2.316,0.654,1.036,0.583,3.974,3.259,0.194,0.094,0.201,2.82,1.71,2.356,0.114,0.846,2.172,1.127,0.438,2.853,0.217,1.46,2.341,2.566,2.578,1.452,1.0,0.599,1.256,2.349,0.066,4.049,1.464
3.576,1.515,2.906,3.895,2.421,2.268,2.441,0.284,3.876,0.201,1.969,0.932,1.831,2.969,1.17,0.772,2.82,1.321,0.422,0.322,2.997,1.642,1.063,0.367,2.817,1.099,0.373,1.875,0.274,1.581,0.268,1.937,0.041,3.77,2.04,0.253,0.063,1.978,0.009,1.172,0.755,0.182,0.941,2.449,0.166,3.802,3.186,0.352,2.879,1.927,1.108,2.506,1.836,1.385,1.486,0.624,2.539,2.277,0.487,0.353
2.494,0.39,1.478,0.892,1.894,0.164,0.639,2.304,0.83,0.822,3.003,0.216,0.208,2.222,4.964,3.247,2.018,1.837,0.299,0.292,0.94,1.905,1.176,0.796,1.047,3.499,2.074,3.585,1.435,0.37,2.131,2.208,0.279,0.512,0.436,1.602,0.869,0.577,1.389,2.706,0.281,0.39,0.172,1.393,0.53,1.53,4.473,2.006,0.501,0.931,3.507,0.172,0.438,1.788,0.443,0.538,1.148,0.847,3.633,3.207
1.556,0.57,0.612,2.265,0.136,1.661,1.822,1.292,0.436,2.891,1.632,0.782,2.31,0.783,0.458,1.255,0.951,1.92,0.884,1.179,0.836,0.547,0.82,0.302,0.248,0.681,1.63,0.774,0.183,0.671,0.331,0.333,0.44,0.31,0.614,0.073,0.901,0.527,1.129,0.334,1.677,0.161,0.38,0.49,1.136,2.285,1.164,1.181,0.45,0.195,0.625,0.144,0.936,2.437,3.41,0.921,1.191,4.255,0.104,0.906
1.852,3.022,0.89,2.598,1.808,2.009,0.233,0.994,0.515,0.766,0.458,0.698,1.952,1.37,1.215,0.503,0.544,0.098,0.18,1.055,1.943,1.04,1.987,1.295,3.157,1.422,0.275,1.826,0.509,1.119,1.035,2.091,1.974,4.512,2.014,1.925,0.229,0.775,0.937,1.67,1.036,1.253,1.056,1.436,0.918,1.258,1.145,1.305,0.544,2.41,1.403,0.53,2.043,3.636,2.283,0.17,2.232,0.397,0.751,4.157
1.043,0.07,1.855,0.536,2.165,2.869,2.778,0.275,0.639,2.287,4.031,1.364,1.088,1.848,0.661,0.181,2.892,0.546,0.773,3.564,1.863,0.218,0.146,0.373,0.238,0.37,1.124,0.416,0.438,1.764,0.816,0.238,2.337,3.72,0.274,2.018,0.389,3.001,0.41,0.083,0.553,2.028,2.062,0.69,0.198,0.982,1.206,1.194,0.229,0.659,1.236,1.934,0.948,0.493,1.15,1.873,0.987,0.994,0.999,1.687
3.482,1.138,4.645,0.792,2.179,1.261,2.65,1.357,1.375,1.143,1.042,0.274,0.24,4.902,0.914,0.877,0.276,1.167,1.109,0.627,0.422,1.22,0.344,1.955,0.732,0.645,2.028,0.108,0.687,2.371,1.062,2.295,0.048,0.369,1.351,0.665,0.171,1.587,1.494,3.355,1.062,0.019,2.152,1.663,1.71,2.0,2.563,0.494,2.155,0.719,1.656,0.283,0.606,0.084,1.479,0.718,4.401,0.846,1.342,2.457
0.18,0.816,1.945,2.382,0.862,0.801,1.679,1.369,0.395,0.242,3.89,0.98,1.213,0.132,0.006,1.456,0.901,1.315,1.375,0.473,1.181,1.498,0.106,1.358,0.162,1.729,1.158,0.989,1.708,0.175,0.821,1.729,2.023,2.24,0.642,1.784,0.608,1.746,0.179,1.387,1.93,1.165,4.381,0.773,1.537,0.195,0.085,2.079,0.168,0.108,2.5,0.85,1.107,0.46,1.033,2.39,1.041,0.441,1.36,2.234
3.215,3.705,1.839,1.402,2.218,1.217,2.385,0.15,0.58,1.529,1.327,0.775,2.148,1.632,0.016,1.424,0.033,1.917,3.086,0.792,0.751,1.462,1.2,0.588,1.202,2.591,0.776,0.301,0.12,0.526,1.695,3.185,1.495,0.985,0.625,2.536,0.366,2.257,1.89,0.718,1.926,1.995,3.49,1.051,2.976,0.884,0.02,0.718,1.618,0.489,1.898,0.908,0.131,2.451,0.352,2.623,0.016,0.178,2.47,1.998
0.708,1.692,0.825,1.652,1.867,0.393,2.454,0.377,4.425,0.668,2.055,0.624,0.289,2.221,0.33,0.373,1.511,0.068,3.312,0.215,0.736,1.198,0.648,2.06,2.182,2.079,0.021,0.013,0.85,0.662,0.341,0.22,0.506,0.564,1.002,1.253,0.057,3.997,0.812,0.909,1.856,1.031,1.254,0.812,1.321,0.51,3.079,0.897,0.192,1.099,0.21,0.183,2.088,4.643,0.536,1.421,0.521,2.782,2.898,1.036
0.551,0.855,1.367,2.205,1.235,0.791,3.719,2.488,1.734,1.03,0.1,1.115,1.945,0.479,0.936,2.454,0.119,1.532,1.126,3.487,4.177,0.426,1.636,1.624,1.456,0.263,0.167,2.621,1.359,0.106,1.012,0.541,0.514,1.329,1.82,1.973,2.442,1.108,0.504,1.803,0.007,1.297,0.024,1.556,0.685,0.293,0.076,2.114,2.228,0.286,1.605,0.445,1.718,0.379,1.574,2.705,0.245,0.908,6.012,2.451
0.015,1.01,1.473,1.319,1.27,0.607,2.302,0.924,1.693,0.268,3.592,2.191,0.836,1.237,1.193,1.181,2.747,1.106,3.309,0.048,0.959,0.221,2.631,1.589,1.058,1.771,0.399,1.902,1.098,0.202,0.33,0.282,3.05,1.8,0.509,1.236,0.959,0.711,0.607,1.619,0.993,0.309,2.087,1.562,0.636,0.441,3.609,1.912,0.128,0.677,3.064,0.447,0.351,2.096,2.027,2.792,1.795,1.954,1.584,1.743
