@RELATION SyntheticControl

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC

@DATA
0.01,0.419,0.399,0.01,1.685,0.03,0.494,1.102,0.175,0.591,0.046,0.418,0.636,0.541,0.308,0.138,0.091,1.035,0.558,0.4,0.069,0.128,1.552,0.82,0.293,0.06,0.397,0.136,0.42,0.488,1.48,0.269,0.354,0.445,0.581,0.242,0.087,0.333,0.525,0.151,0.557,0.335,1.072,0.314,0.21,0.684,1.387,0.603,0.199,0.98,0.571,0.445,0.581,1.004,1.158,1.147,0.995,0.22,0.38,0.994
0.436,1.356,0.134,0.234,0.281,0.079,0.931,1.055,0.08,1.75,0.581,0.707,0.195,0.072,0.477,0.113,0.419,0.678,0.507,0.143,0.777,0.04,1.621,0.312,1.194,0.626,1.154,0.377,0.565,0.555,0.723,0.534,0.571,0.69,0.495,0.642,2.266,1.125,0.673,0.153,1.218,1.395,0.554,0.014,0.146,0.108,0.731,0.222,1.279,0.227,1.353,0.351,0.244,2.329,0.086,0.528,0.357,0.223,0.039,0.99
0.552,0.341,0.242,1.057,0.138,0.962,0.613,0.655,0.574,0.222,0.681,1.347,0.064,0.917,0.422,0.168,1.056,0.794,0.064,1.602,0.621,0.071,0.724,0.078,0.442,0.971,0.825,0.047,0.106,0.332,0.423,1.292,0.474,0.39,0.172,0.104,0.147,1.53,0.338,0.157,1.14,0.511,0.217,0.133,0.284,0.745,1.065,0.094,0.461,0.191,1.459,0.811,0.46,0.14,0.799,1.383,0.316,1.013,0.212,1.008
0.383,0.628,0.612,0.639,0.243,0.733,0.717,0.792,0.28,0.45,1.123,1.918,1.031,0.128,0.786,0.178,0.315,0.495,0.469,0.817,0.054,1.431,0.698,0.133,0.61,0.351,0.461,0.147,0.564,0.265,0.562,0.393,0.83,0.045,0.79,0.266,0.221,0.616,0.206,0.766,1.539,1.545,0.785,0.778,1.147,0.056,0.72,1.016,0.326,0.316,0.072,0.964,0.664,0.329,0.789,0.007,2.091,0.352,0.35,0.231
1.167,0.957,1.374,0.258,0.216,1.479,0.556,0.29,0.379,0.109,0.072,0.466,0.624,0.761,1.063,0.337,0.02,0.446,0.012,0.382,0.443,0.183,0.873,0.167,0.67,0.474,0.31,0.565,0.06,0.029,0.356,0.071,0.103,0.051,0.884,0.755,0.452,0.486,1.272,0.426,0.89,0.135,0.106,0.877,0.245,0.527,0.257,0.707,1.621,0.412,0.517,0.49,0.112,0.586,0.5,0.774,0.118,1.242,1.043,0.298
0.02,0.458,0.826,0.458,0.386,0.041,0.457,0.051,0.175,1.033,0.602,1.255,0.264,0.139,0.211,0.665,0.494,0.61,0.421,0.26,1.39,1.04,0.137,0.813,0.079,0.364,0.135,0.143,0.706,0.229,0.203,0.697,1.21,0.737,1.314,0.53,0.188,1.227,0.386,0.482,0.305,1.222,0.173,1.299,1.292,0.535,0.391,0.946,0.707,0.036,0.676,0.124,0.188,0.626,0.3,0.639,0.674,0.171,0.298,0.755
0.449,0.522,1.475,1.997,0.102,0.006,1.113,0.491,0.299,0.602,2.061,0.591,0.201,1.025,1.086,0.141,0.532,0.327,0.145,0.293,0.82,0.427,0.75,0.077,0.167,0.111,0.371,0.615,0.813,0.774,0.652,0.324,0.524,0.123,0.258,0.121,0.617,0.925,1.266,0.147,0.865,0.024,0.263,1.166,0.583,0.266,0.369,0.609,0.545,0.593,0.674,0.272,0.748,0.728,0.611,0.294,0.335,0.878,0.698,0.674
1.435,0.726,0.753,0.019,1.251,0.175,0.234,1.555,1.167,0.831,0.728,0.906,0.791,0.411,1.032,0.46,0.964,0.726,0.405,1.375,0.577,0.114,1.224,0.955,0.638,0.026,0.593,0.839,1.07,0.469,0.697,0.613,0.167,0.054,0.877,0.255,0.651,0.883,0.786,0.548,0.63,1.106,0.139,0.534,2.319,0.481,0.347,0.423,0.41,0.26,0.836,0.309,1.483,0.161,0.648,0.784,0.643,1.369,0.498,0.422
0.597,1.802,0.143,1.283,1.224,0.495,0.454,0.535,0.069,1.157,0.774,1.37,0.168,1.133,0.555,0.578,0.706,1.117,0.071,0.81,0.851,0.128,0.006,1.106,0.141,0.748,0.631,1.304,0.293,0.27,0.701,0.784,0.706,0.079,1.11,0.037,0.623,0.557,0.358,0.457,0.756,0.332,0.293,1.039,0.102,0.087,2.384,0.552,0.332,0.781,0.369,0.673,0.759,0.218,0.783,0.42,0.588,1.856,0.115,1.503
1.301,0.826,1.026,0.611,0.924,0.163,0.213,0.381,0.018,1.372,0.243,0.421,0.18,0.709,1.339,0.27,0.628,0.614,0.329,0.381,0.365,0.752,0.142,0.053,0.139,0.473,0.212,0.181,0.854,0.003,0.013,0.567,0.894,0.629,0.417,0.369,0.194,0.589,0.313,1.173,0.007,0.542,0.303,0.01,0.52,0.487,0.918,0.488,0.211,0.003,0.428,1.798,0.765,0.943,1.433,1.076,1.3,0.642,0.917,0.322
0.482,0.354,1.893,0.446,0.9,0.016,0.112,0.516,0.63,0.033,1.847,1.2,0.329,0.025,1.01,0.313,2.171,0.566,0.247,0.382,0.784,0.44,0.293,2.014,0.081,0.092,0.711,0.462,0.315,1.186,0.051,0.019,0.258,0.472,1.242,0.298,0.734,0.642,0.588,0.339,1.564,0.263,0.289,0.175,0.866,1.148,1.015,0.373,1.12,1.437,1.015,1.011,0.806,0.176,0.876,0.226,1.047,0.454,1.211,1.101
1.201,0.947,1.073,1.0,0.38,0.449,0.678,0.576,0.473,1.879,1.849,0.437,2.428,0.635,1.013,0.745,0.039,0.671,0.259,0.644,1.352,0.906,0.109,0.567,0.008,0.427,0.423,1.11,0.392,1.327,0.781,0.291,0.198,0.645,0.844,0.251,0.997,0.981,0.304,0.56,0.585,0.604,1.696,0.021,1.031,0.029,0.888,0.86,0.651,0.183,0.114,0.363,0.154,0.261,0.694,0.912,0.705,0.37,1.064,1.879
0.117,1.025,0.437,0.683,0.485,0.113,0.648,0.152,0.523,0.049,0.656,1.636,0.615,0.182,0.97,0.788,1.167,0.07,1.031,2.545,0.415,0.712,0.951,0.769,1.125,0.752,0.562,0.549,1.04,0.477,0.171,1.038,0.147,0.681,0.249,0.127,0.069,1.457,0.209,0.469,0.724,0.589,0.525,0.575,0.949,0.106,0.388,0.132,0.217,0.362,0.087,0.157,0.9,0.582,0.536,0.771,0.311,0.147,0.494,0.684
0.491,0.704,1.117,0.023,0.159,0.373,0.851,0.419,0.437,0.682,0.752,0.429,0.294,0.117,0.216,0.891,1.112,0.127,0.391,1.656,0.424,0.328,0.159,0.431,0.384,0.972,0.34,0.082,0.309,0.331,0.28,0.757,0.19,0.441,0.172,0.183,0.108,0.319,0.464,0.172,0.623,0.53,1.64,0.097,0.095,0.078,0.618,0.673,0.113,0.615,1.067,0.36,0.242,1.01,1.453,1.155,0.407,0.026,1.501,0.096
1.327,2.24,1.058,0.118,0.951,0.694,0.269,0.308,0.403,1.53,1.321,0.409,0.437,0.211,0.927,0.721,0.075,1.129,0.112,1.175,1.501,0.463,0.31,0.219,1.191,0.33,0.276,1.149,0.271,0.912,0.183,0.997,0.237,0.08,0.324,0.484,0.799,0.365,0.011,1.109,1.153,0.834,1.591,0.622,0.361,1.217,1.36,0.061,0.649,1.049,0.334,0.18,0.815,0.545,0.304,0.011,1.756,0.628,1.791,2.037
1.084,1.387,0.692,0.9,1.265,0.078,0.421,0.098,1.212,1.251,1.436,0.088,0.547,0.016,0.763,0.749,0.893,0.571,0.7,0.564,0.878,0.882,0.152,0.758,0.703,0.018,0.559,0.098,0.32,1.701,0.125,0.902,0.593,0.829,0.732,0.496,0.993,0.323,0.179,0.653,0.256,0.9,0.475,0.312,0.027,0.079,1.121,0.493,0.12,0.353,0.532,0.739,0.702,0.621,0.405,1.523,0.173,0.087,1.22,0.717
1.108,0.403,0.925,0.524,0.891,0.049,0.581,0.165,1.296,0.077,0.779,0.205,0.081,1.82,0.594,1.304,1.646,0.53,0.612,0.06,0.029,0.458,0.312,1.691,0.816,0.287,0.46,0.177,0.325,0.307,0.51,0.094,0.306,1.022,0.353,0.242,0.347,0.185,0.367,0.229,0.579,0.289,0.657,1.202,0.71,1.679,0.432,0.083,1.007,0.066,1.473,1.381,0.414,1.372,0.799,0.226,1.586,0.815,0.544,0.062
0.282,0.841,1.626,2.311,1.121,0.203,1.165,0.957,0.952,0.696,0.955,0.103,0.118,0.404,0.349,0.096,0.613,0.877,1.446,0.591,1.069,0.065,0.386,0.234,0.248,1.453,0.104,0.746,0.699,0.08,0.918,0.237,0.153,0.251,0.42,0.102,0.11,0.799,0.155,0.853,0.083,0.006,0.115,1.083,0.535,0.154,0.831,0.414,1.22,0.421,0.515,1.116,1.081,0.256,0.022,0.573,1.442,0.141,1.558,0.888
0.187,1.576,1.246,1.044,0.42,0.001,0.897,0.752,0.183,1.918,0.234,1.214,1.053,1.119,0.2,0.038,0.969,0.343,0.382,0.572,0.334,1.051,0.301,1.505,0.845,0.199,0.915,0.052,0.181,0.643,0.513,0.449,0.044,0.665,0.582,0.822,0.13,1.624,0.425,0.677,0.226,1.371,0.39,0.08,0.906,0.264,0.122,1.044,0.501,0.499,0.925,0.598,0.781,0.585,1.688,0.303,0.456,0.57,1.439,0.976
0.727,1.107,0.726,0.248,1.846,0.443,1.981,1.52,0.602,0.537,0.799,0.697,1.066,1.67,0.155,0.265,0.962,0.148,0.099,1.198,0.864,0.311,0.408,0.091,0.736,0.673,0.575,0.033,1.057,0.132,0.19,0.226,1.366,0.218,1.155,0.566,0.606,0.07,0.735,0.037,0.843,0.427,0.218,0.716,0.648,0.943,1.443,0.025,0.146,0.738,0.142,1.047,0.042,0.683,1.1,1.776,0.864,0.54,0.48,0.054
1.196,0.455,0.282,0.192,0.597,0.15,0.071,0.278,0.26,0.515,1.274,0.126,0.005,0.394,0.552,0.052,0.828,1.146,1.161,0.958,0.696,0.519,0.031,0.364,0.329,0.128,0.788,0.135,0.991,0.379,0.146,0.304,0.121,0.417,0.764,1.257,0.414,1.484,1.067,1.462,0.493,0.316,0.148,0.073,1.538,0.433,0.872,0.138,0.741,0.252,0.269,1.898,0.116,2.303,2.181,0.469,0.193,0.115,0.774,0.009
0.068,1.255,0.499,1.042,1.541,0.048,0.179,0.255,0.462,1.274,0.503,0.654,0.569,0.991,0.609,0.173,0.642,0.643,0.649,0.958,1.366,0.423,0.482,1.647,0.039,0.375,0.142,0.455,0.37,0.43,0.159,0.054,0.381,0.313,0.902,0.342,0.493,1.476,0.098,0.071,0.783,0.863,0.058,0.857,0.183,0.568,0.492,0.106,0.119,0.17,0.243,2.308,1.19,0.825,1.94,0.148,0.911,0.761,1.156,0.987
1.534,0.68,1.597,0.387,0.878,0.449,0.976,0.43,2.029,0.188,1.327,0.259,1.164,0.032,0.154,0.472,2.174,0.656,0.413,0.158,0.016,0.123,0.023,0.688,0.54,0.886,0.003,0.283,1.183,0.415,1.286,0.904,0.329,0.317,0.38,0.855,0.849,0.426,0.118,1.103,1.621,0.963,0.913,0.043,0.385,0.365,0.368,0.776,0.415,0.186,0.529,0.243,0.531,1.033,0.133,0.074,0.18,0.579,0.325,0.122
0.387,0.302,1.128,0.272,0.3,0.158,0.792,0.671,0.977,0.936,1.21,0.902,0.343,0.659,0.319,0.533,0.018,0.687,0.318,0.802,0.03,0.168,0.042,0.144,0.491,0.662,0.627,0.342,0.333,0.157,0.651,0.253,0.803,0.238,0.796,0.946,0.604,0.859,0.545,0.298,0.152,0.185,0.924,0.241,0.685,0.599,0.883,0.795,1.226,0.223,0.106,0.405,0.299,0.882,0.186,1.271,1.438,1.823,1.035,0.304
0.88,0.235,2.744,1.015,0.192,0.949,1.494,0.985,1.115,0.08,0.394,0.697,0.221,0.208,0.287,1.576,1.544,0.208,0.316,1.412,0.059,1.177,0.063,0.748,0.594,0.278,0.173,0.253,0.912,0.229,0.077,0.538,1.562,0.095,0.268,0.632,0.859,0.162,0.019,0.909,0.501,0.875,0.024,0.309,1.189,0.758,0.06,0.931,0.438,0.488,1.445,0.641,1.236,0.67,0.103,0.941,0.091,0.03,0.213,1.559
1.83,1.167,0.39,0.472,0.034,0.397,0.083,0.187,1.394,0.632,0.342,0.621,0.938,0.151,0.991,0.852,0.984,0.394,1.074,0.014,2.116,1.06,0.7,0.308,1.329,1.966,0.151,0.173,0.201,1.029,0.291,0.46,0.259,1.766,1.448,0.086,0.042,0.09,1.253,0.76,1.047,0.051,0.376,0.965,0.501,0.195,1.268,0.096,0.649,1.041,1.141,1.146,0.645,0.445,0.266,0.558,1.044,0.029,1.799,0.651
1.589,0.673,1.292,1.731,1.076,1.008,1.085,0.126,1.723,0.089,0.875,0.414,0.814,1.319,0.52,0.343,1.253,0.587,0.188,0.143,1.332,0.73,0.473,0.163,1.252,0.489,0.166,0.834,0.122,0.702,0.119,0.861,0.018,1.675,0.907,0.112,0.028,0.879,0.004,0.521,0.335,0.081,0.418,1.089,0.074,1.69,1.416,0.157,1.28,0.856,0.492,1.114,0.816,0.615,0.66,0.277,1.128,1.012,0.216,0.157
1.109,0.173,0.657,0.396,0.842,0.073,0.284,1.024,0.369,0.365,1.335,0.096,0.092,0.988,2.206,1.443,0.897,0.816,0.133,0.13,0.418,0.847,0.523,0.354,0.465,1.555,0.922,1.593,0.638,0.164,0.947,0.981,0.124,0.228,0.194,0.712,0.386,0.256,0.617,1.202,0.125,0.173,0.077,0.619,0.236,0.68,1.988,0.892,0.223,0.414,1.559,0.077,0.195,0.795,0.197,0.239,0.51,0.376,1.615,1.425
0.692,0.253,0.272,1.007,0.061,0.738,0.81,0.574,0.194,1.285,0.725,0.348,1.027,0.348,0.204,0.558,0.422,0.853,0.393,0.524,0.372,0.243,0.364,0.134,0.11,0.302,0.725,0.344,0.081,0.298,0.147,0.148,0.196,0.138,0.273,0.032,0.4,0.234,0.502,0.148,0.745,0.072,0.169,0.218,0.505,1.016,0.517,0.525,0.2,0.086,0.278,0.064,0.416,1.083,1.516,0.409,0.529,1.891,0.046,0.403
0.823,1.343,0.395,1.155,0.804,0.893,0.104,0.442,0.229,0.34,0.203,0.31,0.868,0.609,0.54,0.223,0.242,0.044,0.08,0.469,0.864,0.462,0.883,0.576,1.403,0.632,0.122,0.811,0.226,0.497,0.46,0.929,0.877,2.005,0.895,0.856,0.102,0.345,0.416,0.742,0.461,0.557,0.469,0.638,0.408,0.559,0.509,0.58,0.242,1.071,0.624,0.235,0.908,1.616,1.015,0.075,0.992,0.176,0.334,1.848
0.464,0.031,0.825,0.238,0.962,1.275,1.235,0.122,0.284,1.016,1.792,0.606,0.484,0.821,0.294,0.081,1.285,0.243,0.344,1.584,0.828,0.097,0.065,0.166,0.106,0.164,0.5,0.185,0.195,0.784,0.363,0.106,1.039,1.653,0.122,0.897,0.173,1.334,0.182,0.037,0.246,0.901,0.916,0.307,0.088,0.436,0.536,0.531,0.102,0.293,0.549,0.859,0.421,0.219,0.511,0.833,0.439,0.442,0.444,0.75
1.548,0.506,2.064,0.352,0.968,0.561,1.178,0.603,0.611,0.508,0.463,0.122,0.107,2.178,0.406,0.39,0.123,0.519,0.493,0.279,0.187,0.542,0.153,0.869,0.325,0.287,0.901,0.048,0.305,1.054,0.472,1.02,0.021,0.164,0.6,0.295,0.076,0.705,0.664,1.491,0.472,0.009,0.956,0.739,0.76,0.889,1.139,0.219,0.958,0.32,0.736,0.126,0.269,0.037,0.657,0.319,1.956,0.376,0.597,1.092
0.08,0.363,0.864,1.059,0.383,0.356,0.746,0.608,0.175,0.107,1.729,0.436,0.539,0.059,0.003,0.647,0.4,0.584,0.611,0.21,0.525,0.666,0.047,0.604,0.072,0.769,0.514,0.439,0.759,0.078,0.365,0.768,0.899,0.995,0.285,0.793,0.27,0.776,0.08,0.617,0.858,0.518,1.947,0.344,0.683,0.087,0.038,0.924,0.075,0.048,1.111,0.378,0.492,0.204,0.459,1.062,0.463,0.196,0.604,0.993
1.429,1.647,0.817,0.623,0.986,0.541,1.06,0.067,0.258,0.68,0.59,0.344,0.955,0.725,0.007,0.633,0.015,0.852,1.372,0.352,0.334,0.65,0.533,0.261,0.534,1.152,0.345,0.134,0.053,0.234,0.753,1.415,0.664,0.438,0.278,1.127,0.163,1.003,0.84,0.319,0.856,0.887,1.551,0.467,1.323,0.393,0.009,0.319,0.719,0.218,0.844,0.404,0.058,1.09,0.156,1.166,0.007,0.079,1.098,0.888
0.315,0.752,0.367,0.734,0.83,0.175,1.091,0.168,1.967,0.297,0.913,0.277,0.129,0.987,0.147,0.166,0.672,0.03,1.472,0.096,0.327,0.532,0.288,0.915,0.97,0.924,0.01,0.006,0.378,0.294,0.152,0.098,0.225,0.25,0.445,0.557,0.025,1.777,0.361,0.404,0.825,0.458,0.557,0.361,0.587,0.227,1.369,0.399,0.085,0.488,0.093,0.081,0.928,2.063,0.238,0.632,0.231,1.236,1.288,0.461
0.245,0.38,0.608,0.98,0.549,0.352,1.653,1.106,0.771,0.458,0.044,0.495,0.864,0.213,0.416,1.091,0.053,0.681,0.5,1.55,1.856,0.189,0.727,0.722,0.647,0.117,0.074,1.165,0.604,0.047,0.45,0.241,0.228,0.591,0.809,0.877,1.086,0.493,0.224,0.801,0.003,0.577,0.011,0.692,0.305,0.13,0.034,0.94,0.99,0.127,0.714,0.198,0.764,0.168,0.699,1.202,0.109,0.403,2.672,1.09
0.007,0.449,0.655,0.586,0.564,0.27,1.023,0.41,0.753,0.119,1.596,0.974,0.372,0.55,0.53,0.525,1.221,0.492,1.471,0.021,0.426,0.098,1.169,0.706,0.47,0.787,0.177,0.845,0.488,0.09,0.147,0.125,1.356,0.8,0.226,0.55,0.426,0.316,0.27,0.72,0.441,0.137,0.927,0.694,0.283,0.196,1.604,0.85,0.057,0.301,1.362,0.199,0.156,0.931,0.901,1.241,0.798,0.868,0.704,0.774
