@RELATION SyntheticControl

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0, 4.0, 5.0, 6.0}

@DATA
-1.327,1.303,-1.326,-1.591,-0.848,-0.993,-1.572,0.114,-1.232,-0.282,-0.067,-1.054,1.474,0.055,-1.119,0.248,-0.611,0.252,0.561,-0.632,-0.859,-0.058,0.224,1.026,1.156,0.347,-0.313,-1.177,1.797,0.949,-0.386,-1.59,0.627,0.499,-0.123,-0.273,-0.709,1.378,-0.61,1.439,1.262,-1.084,-1.095,0.044,1.395,0.614,-0.573,0.118,1.045,-1.612,1.655,-0.063,-0.996,-1.596,0.942,1.832,0.699,1.005,0.651,-1.104,1.0
0.276,0.502,1.569,1.044,1.111,-0.273,-0.562,-1.175,0.161,1.553,-0.047,-0.789,0.838,-1.272,-1.15,-1.219,-1.172,0.585,0.846,-0.154,1.383,-1.527,1.186,0.408,-0.885,-1.487,-0.4,-0.596,-1.498,-0.993,1.323,-1.177,-0.985,-0.908,-0.153,0.836,-0.947,-1.678,0.692,0.76,-0.783,2.056,1.648,-0.983,1.008,-1.603,-0.536,0.398,1.165,0.088,0.372,1.579,1.494,1.36,0.131,1.146,-1.539,0.82,-1.019,-0.455,1.0
-0.429,0.757,1.125,1.813,0.733,-0.062,-2.138,0.037,1.022,0.844,-0.65,-1.95,-1.393,-0.067,0.089,0.989,-1.213,-1.778,-0.802,-0.081,1.339,-1.182,-0.835,0.457,0.541,0.287,0.988,-0.717,1.249,0.108,-1.192,-1.747,1.281,-0.443,-0.059,0.177,1.547,-1.204,-1.049,-0.591,1.478,1.514,0.751,-0.096,0.469,-0.409,0.184,-1.888,1.11,-1.13,-1.556,0.575,-0.579,0.588,0.324,1.353,0.051,1.071,2.028,0.078,1.0
0.951,1.061,-1.069,-1.137,-1.139,-1.282,0.273,0.766,-1.229,-0.258,-1.101,1.24,-0.62,0.706,1.312,-0.451,0.88,-1.041,0.072,-0.958,-0.307,1.336,1.606,-0.339,-0.899,-1.253,0.625,-0.931,0.37,1.466,0.118,-0.854,1.117,0.275,0.881,1.331,1.472,0.318,-0.289,1.502,-0.61,-0.752,-0.868,-1.288,0.089,-0.978,1.841,-1.557,-0.174,-1.2,0.208,1.688,-0.305,1.095,0.438,1.194,-1.449,-0.331,1.27,-1.735,1.0
1.438,-0.626,0.678,-0.747,0.254,-1.367,-0.034,-1.769,0.799,0.254,0.363,1.433,1.194,0.289,-1.342,-0.936,0.752,-1.138,-0.387,0.421,-0.401,-0.247,0.62,-0.108,-0.838,0.762,-1.756,-1.171,-1.943,0.778,0.282,-1.65,0.122,0.311,1.123,1.419,1.207,1.647,0.652,-0.613,0.338,-0.172,0.923,-1.531,-0.396,0.892,-0.823,0.023,-0.379,-1.223,0.939,-0.105,1.198,1.101,0.33,1.091,-1.34,1.432,-1.304,-1.178,1.0
-0.838,1.455,-0.99,-1.53,-0.656,0.918,-0.37,0.999,-0.023,-0.219,-0.703,-2.0,1.315,-0.638,1.195,-1.485,0.108,1.526,-0.202,-0.8,1.542,-0.025,-0.775,-1.552,-0.16,-0.411,0.112,-1.528,-0.451,1.562,0.226,-1.269,1.028,1.009,0.239,1.328,-1.455,0.614,-1.135,1.138,0.1,-0.283,0.559,0.264,-1.108,-0.459,1.476,-0.839,0.942,1.488,-1.095,-0.287,0.892,0.013,0.342,0.791,0.83,-0.688,-1.594,1.312,1.0
1.328,-1.259,0.698,-0.072,-1.31,1.4,1.113,-1.371,0.937,1.32,0.154,0.211,1.314,0.304,1.141,1.086,-1.008,-1.231,0.02,0.336,-0.18,-1.348,-0.841,1.291,0.669,0.77,-0.924,-0.14,-0.873,1.613,-0.305,0.404,0.067,1.236,-1.054,-1.104,0.278,-0.899,-0.04,-0.478,-1.573,-1.449,-1.203,-0.226,-0.668,-0.563,1.087,-0.767,1.721,-0.486,1.451,-1.198,0.597,-0.862,1.448,0.92,-0.399,-1.19,1.446,-0.644,1.0
-1.306,1.544,-0.649,-1.688,1.044,-0.08,0.788,-0.084,-1.091,0.334,-0.553,0.974,1.0,-1.246,-1.087,1.26,-1.772,-0.775,0.197,-1.822,-0.082,0.008,-0.012,1.452,-1.706,-0.749,-1.061,1.479,0.047,0.126,0.819,-1.292,1.041,0.826,0.872,1.472,0.035,0.967,0.665,0.088,0.986,-1.934,1.337,-0.085,-1.007,-1.11,-0.795,-1.102,-0.358,-0.837,1.294,-0.928,0.48,1.551,0.235,1.107,0.982,-1.059,-0.485,-0.089,1.0
-0.448,0.184,-0.763,0.489,0.037,1.544,-1.685,-0.421,1.115,0.237,-0.76,1.616,-0.474,-0.672,-0.992,-0.453,0.073,-0.232,-0.11,0.577,-0.021,0.89,-1.342,-1.865,0.765,-0.974,-0.416,1.039,-1.474,1.198,0.847,1.017,-1.852,0.381,1.668,-1.874,-1.115,1.183,-0.538,-0.748,0.081,0.707,-0.607,-1.381,0.424,-0.563,1.777,-0.546,0.083,1.024,0.235,-1.187,1.688,1.478,1.846,-1.563,0.453,1.364,-1.372,0.734,1.0
-0.069,-1.097,1.34,0.261,0.733,-1.594,0.998,0.531,1.671,1.234,-0.903,0.173,0.246,1.252,1.046,0.3,-0.559,-1.516,-0.34,1.517,-1.64,0.106,1.672,2.077,-1.141,-0.024,1.291,-1.091,0.693,0.487,-0.279,0.452,-0.254,-1.398,-0.469,-0.792,0.145,-0.906,-1.323,-1.634,-0.46,0.911,0.459,0.625,0.049,0.334,-1.324,-1.275,-0.753,-0.859,-0.184,-0.347,-0.712,-0.866,0.016,1.309,0.96,1.372,1.251,-0.595,1.0
1.508,-0.162,0.353,1.232,1.373,-0.533,0.087,1.216,-0.234,0.884,-0.838,-1.524,-1.006,-0.925,-0.65,-1.736,-1.497,0.763,-0.284,1.277,-0.195,-1.106,-1.182,1.467,-0.925,0.325,-0.254,-1.264,-0.691,0.125,0.984,1.336,-2.088,-0.38,1.413,1.228,-1.343,0.739,1.26,0.78,0.149,1.134,0.4,1.199,-1.03,-1.304,0.876,-0.758,1.292,0.848,0.431,0.483,-1.537,-1.169,0.308,-0.345,0.461,-0.0,1.284,-1.523,1.0
0.744,-0.59,0.557,1.238,0.223,-0.777,0.939,-1.361,0.691,0.171,-0.597,0.69,0.259,1.172,-0.064,0.475,1.689,0.52,-1.187,-1.099,0.975,1.057,0.858,0.083,0.79,-0.281,1.093,-0.224,1.511,-1.425,-0.878,1.187,0.131,0.988,-0.844,-0.678,-0.555,-1.206,0.362,1.77,-0.827,-1.424,0.735,-1.13,-1.783,-1.162,0.839,0.959,0.963,-0.82,-0.019,-1.552,0.869,-0.952,0.521,-1.078,-1.185,-0.705,-1.405,-1.284,1.0
1.11,1.175,1.823,-0.967,-0.897,1.861,-0.459,0.357,-1.307,0.963,-1.423,-0.35,0.733,-0.778,1.38,-1.919,-0.924,-0.754,-0.262,-1.064,-1.712,-0.032,0.187,-1.091,-0.75,0.952,0.878,-0.326,-1.517,-0.32,0.398,0.4,1.047,-0.733,2.17,0.88,0.908,0.193,-1.608,-0.601,-0.219,0.284,0.293,0.171,1.285,0.657,1.07,0.608,1.37,-0.934,0.949,-0.327,-1.387,1.809,1.157,0.518,-1.412,-0.846,-1.627,-1.468,1.0
0.735,0.982,-1.256,-0.338,-0.969,-1.294,-2.05,0.803,0.094,1.531,-0.735,-0.632,0.339,0.468,-0.274,-0.045,-1.566,1.486,-0.154,1.243,-1.787,-1.558,1.049,0.742,-0.313,-0.544,0.059,1.306,1.529,-0.635,0.7,0.944,1.502,-0.314,-1.635,1.872,1.709,-0.631,-1.896,1.498,-0.565,-1.22,-0.515,0.439,-0.269,-0.146,-0.741,0.11,-0.001,-1.16,0.218,-0.953,-0.415,0.213,0.045,0.278,-1.593,0.112,0.742,1.075,1.0
0.014,1.943,-0.78,-0.258,-1.202,-0.002,1.866,1.89,1.847,0.247,-1.354,-1.022,0.415,1.44,0.267,-0.784,0.04,0.026,-0.917,-0.016,0.24,-0.964,0.017,1.264,0.091,-0.196,-1.009,1.055,-1.028,0.753,-1.441,-0.988,0.242,-1.472,-0.741,-0.704,0.052,0.804,-1.399,0.157,0.498,-1.549,0.558,-0.186,-0.173,-0.461,1.183,-0.624,0.803,2.021,-0.944,-1.133,0.173,1.751,-0.551,-0.129,0.597,-1.355,1.181,2.196,1.0
-1.488,-1.115,0.252,-1.276,0.45,0.432,0.269,-0.572,0.172,-1.139,0.035,1.828,-0.766,1.892,-0.108,1.62,-0.086,-0.397,0.74,0.588,-0.669,1.303,-0.992,-1.266,0.525,-1.418,-0.456,1.641,0.368,0.045,-0.837,-0.744,0.376,-0.894,-0.266,-0.4,-1.78,-0.512,-1.426,0.922,0.128,0.75,1.261,-0.659,1.875,-0.529,0.353,0.159,1.157,1.339,-0.333,-1.232,1.779,1.592,-1.112,-1.123,0.846,-0.416,0.783,-1.116,1.0
-0.627,-1.064,0.946,-0.198,-0.044,-2.136,1.574,0.485,0.167,0.949,-1.474,-1.56,1.445,0.553,-1.117,0.31,-0.481,-1.314,0.188,-0.25,0.626,-0.387,0.765,1.364,-0.078,1.6,-0.929,-0.603,0.812,0.162,-1.078,-1.449,1.59,0.468,-0.877,0.679,0.456,0.22,1.168,1.488,-1.462,0.503,-1.468,1.589,-0.195,0.38,-0.595,1.607,-0.556,-1.167,-1.234,0.24,1.111,-0.51,-1.467,1.584,-1.246,1.29,0.411,-0.257,1.0
-1.36,-0.585,0.38,1.275,0.647,-0.697,1.101,1.331,-0.236,-1.558,0.026,0.611,1.24,1.167,-0.035,1.107,1.277,0.718,-1.419,-0.531,1.05,-1.758,-1.368,-1.052,1.157,-0.739,1.402,-0.096,1.413,-0.336,-0.546,1.289,1.212,-0.915,0.826,0.355,-0.632,0.33,-1.471,0.139,1.671,1.107,1.183,0.569,0.537,-0.156,0.897,-1.579,-0.34,-1.549,0.317,-1.158,-1.163,-1.64,-0.854,0.546,-0.358,-1.862,0.553,-1.298,1.0
1.487,-0.579,1.261,-0.546,0.257,-1.13,0.059,0.478,-0.138,-0.354,-0.913,-1.662,1.767,1.06,1.795,-0.773,-0.896,0.34,0.143,0.635,-1.096,-0.52,0.345,-0.036,0.56,-0.649,-1.852,0.474,-0.018,-0.91,1.753,-0.905,-0.219,1.265,0.363,-1.126,-0.281,0.601,0.447,-1.239,-1.256,1.239,0.796,-1.79,1.0,1.558,0.24,0.142,1.381,0.221,0.405,1.686,-0.343,-2.423,0.563,-1.67,-0.532,1.015,-0.32,-1.108,1.0
0.378,-0.005,-1.531,1.346,-1.357,1.399,0.177,-1.325,1.78,-1.526,1.699,0.41,0.007,-0.936,-0.431,1.146,-0.256,0.325,-1.665,0.856,-0.265,1.217,0.888,1.442,-0.12,-0.635,-1.002,-1.273,0.953,-0.629,1.289,-0.111,-0.875,0.62,0.806,1.56,-0.894,0.869,1.148,-1.723,1.467,-1.235,-0.958,-0.615,-0.754,0.427,-1.362,0.098,1.39,0.292,-0.671,1.147,0.775,-0.299,0.802,-0.999,0.166,-0.034,-0.203,-1.61,1.0
1.125,1.243,0.301,-0.896,-0.905,0.784,-2.085,0.192,-0.425,-1.273,0.141,0.056,-1.295,-1.524,-1.454,0.086,-1.038,1.45,1.306,-1.07,1.591,-0.492,1.112,0.539,0.197,-1.19,0.576,-0.206,1.88,-0.243,1.273,0.709,-0.285,-1.392,-0.217,-1.101,1.752,-1.756,0.457,-1.231,0.195,-0.054,0.965,1.807,-0.289,-1.168,0.684,-0.687,-0.456,-0.306,-1.271,1.673,1.752,0.401,-1.118,0.37,1.189,-0.561,-0.548,0.223,1.0
0.579,1.435,-0.814,-1.525,0.376,-0.434,-0.564,-0.137,-0.377,-1.934,0.187,1.492,-1.685,-0.251,-1.637,-0.486,-0.424,-1.299,-0.638,-0.025,1.293,-1.484,0.737,-0.755,1.325,-0.375,-0.98,0.836,-1.092,-0.443,0.141,1.286,-1.045,-0.301,-1.129,0.445,-0.328,1.272,0.287,1.471,1.718,0.631,-1.61,-0.238,-1.802,-0.687,0.208,0.435,1.169,0.283,-1.714,1.559,-0.514,1.12,-0.854,0.37,1.631,1.296,-0.431,1.421,1.0
0.921,-0.756,0.072,-0.927,-1.497,-0.818,0.534,1.556,-1.433,0.248,-0.66,0.845,0.539,-0.122,0.238,-1.266,-1.523,-0.532,1.251,1.516,-1.654,1.521,-0.417,-0.857,0.502,0.435,1.74,-1.339,-1.068,0.212,-1.178,0.045,1.466,-0.248,-0.638,-1.22,0.034,-0.598,0.121,1.094,0.091,-0.267,1.048,-0.209,-0.639,0.07,-0.503,-0.359,-1.196,0.958,-0.11,1.842,-0.885,-1.478,0.695,2.222,1.168,0.056,1.642,-0.997,1.0
-1.064,0.644,-0.719,-0.526,0.14,-0.698,-0.704,-0.478,-1.234,-1.255,2.051,0.079,-0.07,-1.701,-0.991,0.107,-1.239,0.711,-0.928,-1.045,1.944,-0.937,1.213,0.994,-1.389,0.117,-1.236,2.119,0.277,0.163,-0.894,-0.026,0.304,-1.318,0.325,-1.58,2.297,-0.695,1.436,0.99,-0.242,1.3,-0.379,0.022,-0.511,-0.449,0.839,0.35,0.164,0.569,0.691,0.082,1.268,-1.286,0.947,1.211,-0.436,-0.459,0.286,0.404,1.0
-0.636,0.079,0.563,-0.039,-1.284,0.146,-1.307,1.166,1.641,-0.574,2.137,1.58,-0.526,0.128,-0.122,-0.864,1.098,1.435,0.092,0.815,0.546,-0.717,-0.104,0.051,-1.065,-0.976,1.747,0.447,0.859,-1.036,-0.362,-0.352,-0.012,0.108,1.716,-1.653,0.917,1.863,-0.222,-1.568,-0.018,0.724,-0.691,-0.113,-1.472,-1.237,-1.536,-0.035,-0.02,-0.765,0.757,-0.132,0.574,-1.208,-1.321,-0.933,1.942,-1.363,-1.424,1.672,1.0
0.865,0.933,0.391,-1.017,0.079,-1.436,0.505,0.467,-0.436,1.043,0.305,-0.471,0.348,-1.431,-1.612,-1.853,-0.507,1.32,0.132,0.006,0.946,0.905,-0.329,0.889,0.882,-1.128,0.76,1.084,-1.603,1.177,-0.312,-1.35,1.182,0.524,1.2,0.972,0.459,1.315,0.968,-1.358,-0.269,0.602,-0.785,-1.226,-1.444,-1.051,1.31,-1.529,-0.579,0.881,-0.169,0.926,-1.037,-1.177,-0.062,0.293,-1.082,0.221,-0.775,-1.323,1.0
-0.742,1.394,-0.169,1.194,0.741,1.486,-1.104,-0.918,-0.69,-0.516,-0.099,-0.384,-0.176,1.316,-0.451,-0.752,1.749,-0.877,-0.144,1.14,-1.186,-0.385,-1.423,0.432,1.702,0.718,0.581,-0.398,-0.806,0.248,-0.006,-0.914,-1.049,1.199,-0.609,0.825,-1.042,-0.693,2.025,-0.448,1.216,-1.241,-1.312,1.921,0.626,-2.008,0.202,-0.055,1.149,-0.939,0.443,-1.665,0.462,0.3,1.047,1.652,-0.097,-0.036,-2.048,0.02,1.0
-1.532,2.514,-0.647,-0.353,1.421,-1.683,1.557,-0.016,-1.069,0.157,-0.985,0.353,0.233,0.257,-0.385,0.593,0.377,-2.127,0.355,-0.813,0.185,1.198,1.72,0.352,-1.307,0.686,0.929,-0.466,0.239,-0.255,-0.968,0.913,-0.436,0.683,1.216,0.521,1.001,0.08,-1.33,-0.599,-0.429,1.121,-1.443,-0.634,-0.932,-1.527,1.004,0.311,0.024,-0.57,1.579,-0.188,-0.32,1.591,-1.622,-1.418,0.583,0.486,0.891,0.719,1.0
-0.126,0.403,0.163,1.471,-0.162,0.062,0.318,-0.764,0.965,-0.377,-0.366,-0.952,-1.52,-0.254,1.164,-1.878,-0.682,0.722,-1.691,0.922,-0.558,0.801,-0.953,-1.335,0.242,1.691,-0.043,-1.744,0.987,0.57,0.197,-1.441,1.662,1.639,0.656,-1.313,1.441,-1.253,1.725,0.536,-1.045,0.023,0.744,-1.354,-0.929,-0.969,-1.75,0.557,-1.411,0.7,0.477,0.0,-0.136,-0.778,-0.397,1.097,0.444,0.208,0.521,0.822,1.0
0.047,-0.86,-1.693,-1.541,-0.874,-1.357,-0.312,-1.069,-0.384,1.538,-1.197,-0.008,1.559,0.414,-1.398,-1.115,1.118,0.612,0.122,1.14,0.509,0.105,-0.568,1.721,-1.363,1.109,-0.681,-1.442,-0.613,-0.075,-0.543,0.319,0.208,-0.186,-0.891,-1.713,-1.056,0.097,0.776,0.656,0.218,0.964,-0.129,1.189,0.757,0.99,1.242,-0.689,1.826,-1.228,0.581,1.546,-0.504,-1.298,-0.107,1.501,-0.355,-0.641,1.413,-1.34,1.0
0.47,-1.254,-1.058,1.019,-0.393,1.164,-0.409,0.833,1.027,-0.196,-1.364,0.552,1.422,-0.403,-0.918,1.461,0.382,-0.881,-0.058,-1.507,-0.133,0.511,1.219,-0.96,0.112,-1.447,-1.219,0.261,0.162,-1.455,1.406,-1.163,1.476,0.731,-1.517,0.152,1.355,0.796,-1.163,-0.416,-0.262,1.277,-1.269,0.638,-0.218,-0.103,1.156,-0.085,1.382,1.18,1.252,-0.126,1.018,-2.002,0.283,1.195,-0.929,-1.581,0.381,0.01,1.0
