@RELATION SmoothSubspace

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.586,1.152,0.707,0.243,0.179,0.331,1.567,0.096,0.647,1.879,1.739,0.772,0.08,0.488,1.121,1.0
0.477,0.567,1.08,0.826,0.055,0.298,0.47,-0.252,0.613,1.407,0.502,1.061,0.603,0.281,1.881,1.0
0.508,0.38,0.384,0.384,0.751,-0.32,-0.261,0.085,0.877,0.429,0.371,0.01,0.71,1.932,0.155,1.0
-0.212,0.695,0.972,1.005,0.756,-0.042,1.468,0.896,0.111,0.808,0.287,0.691,0.534,0.63,0.341,1.0
0.298,0.973,0.489,0.11,-0.39,0.077,0.359,0.413,0.589,0.868,0.686,-0.283,0.521,0.43,0.117,2.0
1.275,0.405,1.451,1.196,0.409,0.326,0.344,0.252,0.456,0.523,0.405,-0.303,-0.109,0.883,0.714,2.0
0.612,0.845,0.589,0.267,0.762,0.127,0.143,0.383,0.864,0.348,0.312,1.341,0.258,0.289,0.813,2.0
-0.021,0.37,0.616,0.487,0.016,0.231,0.322,0.267,0.495,0.381,-1.218,0.122,0.118,0.917,0.737,2.0
-0.145,0.336,-0.629,1.249,-0.004,-0.069,0.503,0.199,0.274,1.045,1.37,0.467,-0.308,0.63,0.683,2.0
0.606,0.602,0.769,0.859,0.752,0.204,-0.102,0.574,0.04,0.591,0.3,0.656,0.489,0.39,0.68,2.0
-0.607,0.084,0.17,0.407,0.545,0.364,0.382,0.386,1.055,-0.269,0.203,-0.523,1.34,0.857,0.378,2.0
0.147,-0.007,0.727,0.275,0.202,0.174,0.09,0.278,0.621,0.462,0.982,0.636,-0.159,0.331,2.241,2.0
0.35,0.03,0.541,0.907,0.409,-0.031,0.098,-0.516,0.782,0.56,0.732,0.549,0.747,0.729,-0.521,2.0
0.502,0.791,0.451,0.166,1.216,0.098,0.24,0.46,0.249,0.943,0.579,0.726,-0.226,0.702,-0.297,2.0
-0.281,1.298,0.089,0.765,0.817,0.256,0.517,0.455,0.361,1.356,-0.502,0.479,0.775,0.957,0.642,2.0
0.569,0.358,1.199,0.351,0.021,0.547,1.107,0.511,0.174,0.555,0.148,1.22,0.667,0.208,-0.107,2.0
-1.184,0.413,-0.022,0.324,1.043,0.431,0.615,0.423,1.207,0.194,0.391,0.681,0.685,0.503,-0.118,2.0
0.981,0.889,0.161,-0.23,1.053,0.319,-0.139,-0.16,0.18,0.354,1.24,0.505,0.643,0.68,0.429,2.0
-0.109,0.32,1.012,0.246,0.625,-0.233,0.306,0.406,0.371,0.554,1.018,0.271,-0.456,0.211,0.833,2.0
0.482,0.204,0.037,0.075,0.386,0.804,0.157,0.651,0.271,0.532,0.993,0.417,0.41,0.354,-0.489,2.0
0.267,0.905,0.72,0.656,1.2,0.43,0.384,0.348,1.158,0.045,0.807,1.416,-0.261,1.134,0.122,2.0
0.482,0.255,0.251,0.656,0.856,0.258,0.211,0.399,0.434,0.508,0.328,0.022,0.596,-0.202,1.52,2.0
0.127,0.442,-0.056,1.421,1.204,0.351,-0.424,0.364,0.692,0.275,0.366,0.703,0.001,0.598,-0.255,2.0
0.087,0.711,0.399,0.041,0.268,0.647,0.507,0.337,-0.622,0.165,0.666,0.88,0.741,0.633,0.4,2.0
0.6,0.116,0.264,1.08,0.777,-0.582,0.429,-0.22,0.454,0.638,0.439,0.499,0.58,0.707,0.651,2.0
0.399,0.462,0.215,-0.045,0.019,0.81,0.524,0.465,0.25,0.346,0.399,0.927,-0.802,-0.039,1.221,2.0
0.162,0.123,-0.346,0.34,0.097,0.332,-1.445,0.346,0.327,0.654,0.31,1.329,0.39,1.141,0.622,2.0
0.153,0.631,-0.101,0.508,0.48,0.269,0.007,-0.296,0.334,-0.249,0.474,-0.065,0.674,1.007,0.718,2.0
0.481,0.334,-0.442,-0.198,0.747,0.193,-0.395,0.571,-0.564,0.413,0.553,0.562,0.782,-0.267,0.373,2.0
0.462,1.098,0.926,0.987,-0.184,0.4,-1.56,0.239,0.289,0.864,0.997,0.08,0.813,0.204,0.973,2.0
1.554,0.721,0.188,0.421,0.728,0.163,0.575,0.453,0.314,0.121,0.279,0.584,-0.395,0.131,0.206,2.0
1.211,-0.022,0.874,0.7,0.789,0.226,0.076,-0.732,0.299,0.242,0.381,0.524,0.243,0.8,0.493,2.0
0.451,1.408,0.713,-0.201,0.693,0.201,0.285,0.778,0.077,0.214,-0.114,0.975,0.303,0.611,0.539,2.0
0.258,2.006,0.863,0.25,0.342,0.397,-0.009,0.828,0.142,0.229,0.648,0.863,0.008,0.43,-0.021,2.0
0.09,0.386,0.405,1.24,-0.187,0.307,0.571,0.42,0.042,0.457,0.552,0.617,0.858,-1.065,0.379,2.0
1.079,0.482,0.895,0.487,0.161,0.354,0.328,0.276,0.487,0.165,0.98,1.097,0.667,0.46,0.185,2.0
0.062,0.635,0.073,-0.041,1.127,-0.124,0.046,0.443,0.379,0.472,0.927,0.99,-0.375,0.022,0.58,2.0
0.409,0.311,0.338,0.13,0.974,0.39,-1.015,0.737,0.04,-0.085,0.282,0.271,-0.184,0.629,0.145,2.0
-0.036,0.714,0.775,1.066,0.891,-0.048,1.065,-0.202,0.769,0.201,-0.177,1.867,0.25,0.833,0.804,2.0
-0.265,0.562,0.557,-0.359,1.0,0.196,0.45,0.1,0.332,-0.129,-0.113,1.16,1.092,1.428,1.119,2.0
0.765,0.615,0.249,0.966,-0.314,0.217,0.516,0.01,0.517,0.673,1.237,0.224,0.83,-0.068,-1.014,2.0
-0.199,-0.295,1.214,0.099,0.266,0.145,0.287,0.371,-0.205,0.529,0.433,-0.873,0.704,1.163,1.195,2.0
0.617,0.36,0.844,1.091,0.35,0.244,0.429,-0.27,0.361,0.257,2.16,0.68,0.369,1.143,0.563,2.0
0.173,0.122,0.997,0.813,-0.182,1.939,0.406,0.374,-0.605,0.318,0.372,1.589,0.761,1.67,0.105,2.0
0.583,1.05,1.112,0.755,1.497,0.048,-0.478,0.52,-0.249,0.471,-0.084,0.444,0.443,0.934,0.239,2.0
0.558,0.729,0.418,-0.548,0.251,0.346,0.274,1.075,-1.052,0.323,0.229,0.462,0.173,0.91,1.327,2.0
0.404,-0.938,-0.473,1.022,0.428,-0.203,0.533,0.287,0.114,0.662,1.355,2.292,0.094,0.907,0.529,2.0
0.181,0.841,0.376,0.716,0.304,0.291,-1.055,0.442,0.371,0.431,0.83,0.247,0.715,1.492,-0.198,2.0
0.721,1.032,0.065,0.049,0.565,0.142,0.797,-0.293,0.509,0.534,0.761,0.099,0.556,0.708,0.671,2.0
0.263,0.893,0.03,0.09,0.484,0.094,1.28,0.432,1.285,-0.237,0.498,2.13,1.244,0.101,0.907,2.0
0.792,0.788,0.118,-0.756,0.296,0.343,0.576,0.84,-0.075,-0.249,0.544,-0.709,0.328,-0.703,0.286,2.0
0.825,1.301,1.264,-0.28,0.502,0.081,0.067,0.481,0.389,0.495,1.396,-0.096,0.735,-0.148,1.056,2.0
0.117,0.416,0.346,0.147,1.083,-0.019,-1.301,0.378,0.211,-0.37,0.34,0.75,-0.13,0.027,0.686,2.0
0.041,1.293,0.427,0.8,-0.032,0.398,0.234,0.101,0.464,0.811,-0.136,0.965,0.588,-0.482,0.696,2.0
0.043,0.296,-0.67,1.246,0.319,-0.149,0.562,1.286,0.349,-0.841,1.411,1.998,-0.205,1.529,0.873,3.0
0.157,-0.036,0.777,0.449,0.298,0.654,0.904,0.878,-0.235,0.124,0.774,0.828,0.907,0.915,0.897,3.0
0.624,0.092,0.459,0.772,1.383,0.968,0.581,-0.013,2.5,0.58,0.65,0.308,1.179,0.841,0.884,3.0
0.407,1.012,0.789,1.095,0.329,0.494,0.906,1.017,1.604,0.968,0.448,1.252,0.865,0.437,0.575,3.0
0.275,0.82,0.532,0.724,0.586,0.464,1.177,0.512,0.101,0.072,0.848,1.941,1.003,0.787,0.959,3.0
1.249,2.004,-0.005,0.503,0.393,0.596,0.817,0.012,0.63,-0.877,0.609,-0.46,0.975,0.676,0.929,3.0
0.462,0.447,1.337,-0.035,0.468,0.876,0.343,0.11,-0.027,0.806,0.896,0.736,1.67,-0.104,0.954,3.0
0.596,0.691,0.942,0.599,1.04,1.106,-0.438,0.253,1.052,0.709,0.252,-0.22,0.925,0.62,0.916,3.0
1.571,0.312,0.217,0.291,0.802,0.461,0.252,-0.555,0.018,0.814,2.739,0.967,2.014,0.639,0.184,3.0
1.406,-1.595,0.579,-0.114,-0.162,1.239,1.448,0.346,0.586,0.863,2.201,0.528,0.21,0.871,0.923,3.0
0.204,1.148,-0.454,0.369,0.456,0.886,0.708,0.574,0.38,-0.366,0.987,1.007,0.827,1.14,0.589,3.0
-0.278,0.691,1.901,0.164,1.242,1.411,0.909,1.388,-0.749,0.708,1.072,1.203,1.192,0.89,0.889,3.0
0.736,0.192,0.741,-0.207,1.184,-0.161,0.16,0.536,0.137,0.882,0.926,0.2,0.647,0.808,0.942,3.0
0.677,0.598,0.756,0.41,0.004,1.124,0.624,0.365,-0.024,1.094,1.694,0.714,0.295,0.568,0.915,3.0
0.132,0.574,0.649,0.537,0.975,0.277,0.474,0.616,0.863,0.678,0.929,0.846,1.412,0.909,1.003,3.0
0.055,0.856,0.598,0.677,-0.171,0.858,1.326,0.055,0.524,0.227,0.961,1.176,0.881,0.87,0.636,3.0
0.168,0.807,0.459,0.957,0.291,0.874,-0.229,-0.241,1.265,1.081,0.867,1.118,0.984,1.877,-0.067,3.0
1.225,-0.119,0.658,0.913,1.825,1.323,0.171,0.226,0.211,0.003,1.132,0.888,0.84,0.912,1.069,3.0
0.307,1.167,0.059,0.574,0.122,0.337,1.263,0.166,0.29,-0.169,1.144,1.203,1.386,0.541,-0.113,3.0
1.111,0.654,0.238,0.901,0.025,0.31,0.886,0.266,1.368,0.739,0.792,0.826,1.592,1.019,1.047,3.0
0.663,0.207,-0.02,0.665,0.845,1.016,-0.211,0.421,0.286,0.46,-0.155,-0.739,1.317,1.984,1.406,3.0
0.329,0.144,0.544,0.664,0.625,-0.05,0.25,0.538,-0.023,1.197,-0.188,0.631,1.092,1.092,0.887,3.0
0.959,0.719,-1.128,0.249,0.989,0.307,0.553,0.407,0.983,0.161,0.72,0.206,1.661,0.342,0.784,3.0
0.865,0.674,0.686,0.657,0.229,0.422,0.507,0.132,0.065,0.437,0.98,0.752,1.864,0.911,0.889,3.0
-0.676,0.445,-0.033,0.511,0.171,0.965,0.393,-0.051,0.101,0.505,0.913,0.573,0.854,0.881,0.938,3.0
0.716,0.268,0.532,0.241,-0.905,0.734,0.201,0.962,0.577,0.419,0.539,-0.694,0.918,-1.28,1.172,3.0
0.759,0.735,0.561,0.842,-0.976,0.438,1.625,0.718,0.969,0.772,1.23,0.952,0.92,1.194,0.999,3.0
0.35,-0.463,-0.008,0.343,0.662,0.194,0.295,1.676,0.887,0.34,0.832,1.054,0.887,-0.274,0.563,3.0
0.651,0.902,0.972,0.95,0.186,0.694,1.084,0.3,0.256,0.671,1.156,0.766,0.614,0.823,1.115,3.0
0.795,0.905,1.903,0.856,0.741,0.392,-0.128,0.335,0.141,1.372,0.888,0.293,0.869,1.033,0.904,3.0
0.122,-0.128,0.179,0.936,0.364,0.91,0.332,0.458,0.331,-0.486,0.48,0.215,1.538,1.009,0.932,3.0
0.5,0.596,0.725,0.206,0.635,0.113,0.401,0.697,0.506,0.994,0.759,0.874,0.557,0.989,0.761,3.0
1.007,0.784,0.982,0.134,0.605,0.517,0.578,0.391,-0.491,0.817,1.0,0.948,1.234,1.379,0.814,3.0
0.465,0.653,-0.455,0.408,1.611,-0.65,0.166,0.953,1.68,0.001,0.948,1.024,0.185,1.018,1.619,3.0
-0.116,0.354,0.177,0.177,0.639,0.899,0.182,0.437,0.539,0.917,0.869,0.622,0.879,1.115,1.38,3.0
0.366,0.248,-0.805,-0.02,1.307,0.292,0.891,0.764,1.087,0.662,1.17,0.945,-0.054,-2.027,-0.278,3.0
-0.285,0.552,1.159,0.802,-0.01,1.521,0.533,0.611,0.028,-0.089,0.929,1.127,0.397,0.929,0.455,3.0
-0.098,0.463,-2.108,-0.342,0.145,0.14,0.272,0.1,0.554,0.456,0.671,2.037,0.79,-0.068,0.777,3.0
0.569,0.601,1.018,0.771,0.641,0.469,0.307,0.607,0.033,0.496,0.851,0.987,1.2,0.888,1.01,3.0
0.314,0.299,0.302,0.591,1.04,0.588,0.655,0.432,0.65,-0.139,0.6,0.742,0.76,1.11,1.393,3.0
0.971,0.948,0.33,0.648,1.488,0.725,0.644,0.104,0.962,0.344,1.319,0.785,1.044,0.268,1.525,3.0
0.899,0.134,0.798,0.431,1.0,0.683,-0.108,0.696,-0.368,0.963,0.276,0.447,1.078,0.606,1.336,3.0
0.695,0.211,0.374,0.295,0.459,0.35,0.593,0.495,-0.052,1.193,0.923,0.74,0.595,0.693,0.786,3.0
0.214,1.139,0.936,-0.239,-0.615,0.812,0.563,0.39,0.383,0.049,0.945,0.742,0.748,0.828,0.235,3.0
0.389,0.324,0.669,0.564,0.025,0.404,1.718,0.008,1.943,0.243,0.958,0.591,0.892,-0.125,0.822,3.0
1.242,0.666,1.544,0.837,0.54,0.559,1.42,0.141,0.876,0.125,0.837,0.612,1.271,0.745,0.951,3.0
0.421,0.316,2.183,-0.452,0.353,0.449,0.583,0.886,0.507,0.537,0.743,0.918,-0.334,0.869,-0.174,3.0
0.086,0.285,0.027,0.611,0.208,0.308,0.245,0.548,0.895,0.611,1.068,0.511,0.964,0.635,0.383,3.0
0.682,0.473,0.223,0.375,0.668,0.225,3.359,0.583,0.833,0.91,1.31,0.536,1.841,0.336,1.396,3.0
0.236,0.189,0.208,0.464,0.171,0.328,0.148,0.535,0.221,0.628,1.37,1.179,1.131,0.774,2.311,3.0
