@RELATION SmoothSubspace

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC

@DATA
0.364,0.08,0.425,0.476,0.091,0.75,0.438,0.514,0.509,0.335,0.446,0.268,0.492,0.732,0.479
0.246,0.212,0.157,0.114,0.006,0.572,0.042,0.811,0.275,0.035,0.091,0.253,0.838,0.574,1.115
0.094,0.075,0.957,0.745,0.155,0.565,0.647,0.587,0.382,0.19,1.773,0.276,0.341,0.497,0.082
0.077,0.192,0.464,0.509,0.292,0.265,0.366,0.001,0.131,0.016,0.02,0.032,0.712,0.474,1.044
0.152,0.641,0.398,0.076,0.703,0.623,0.189,0.159,0.414,0.048,0.232,0.375,0.305,0.757,0.235
0.114,0.089,0.09,0.456,0.257,0.223,0.228,0.616,0.054,0.203,0.081,0.089,0.513,0.031,1.44
0.031,0.319,0.046,0.592,0.321,0.238,0.318,0.264,0.747,0.672,0.451,0.212,0.139,0.279,0.78
0.027,0.478,0.542,0.396,0.393,0.246,0.583,0.228,0.024,0.702,0.576,0.313,0.221,0.606,0.217
0.357,0.654,0.611,0.354,0.703,0.474,0.721,0.39,0.623,0.377,0.207,0.044,0.174,0.584,0.437
0.768,0.125,0.086,0.13,0.037,1.001,0.194,0.192,0.44,0.887,0.009,0.032,0.744,0.403,0.162
0.693,0.03,0.336,0.763,0.223,0.106,0.866,0.629,0.145,0.117,0.037,0.461,0.425,0.287,0.706
0.067,0.07,0.092,0.748,0.613,0.597,0.408,0.247,0.611,0.876,0.348,0.011,0.645,0.415,0.609
0.906,0.431,0.463,0.382,0.781,0.567,0.324,0.202,0.562,0.395,0.274,0.648,0.357,0.728,0.594
0.065,0.194,0.136,0.514,0.461,0.354,0.502,0.513,0.106,0.299,0.322,1.002,0.189,0.046,0.193
0.307,0.408,0.518,0.303,0.105,0.443,0.394,0.176,0.198,0.179,0.343,0.113,0.667,0.407,0.177
0.371,0.5,0.594,0.021,0.372,0.602,0.435,0.423,0.14,0.447,0.946,0.492,0.262,0.267,0.653
0.338,0.378,0.081,0.412,0.462,0.432,0.815,1.183,0.47,0.073,0.099,0.259,1.695,0.623,1.02
0.347,0.184,0.138,0.248,0.336,0.252,0.221,0.644,0.147,0.273,0.39,0.248,0.227,0.789,0.437
0.07,0.569,0.769,0.456,0.268,0.069,0.285,0.607,0.407,0.235,0.29,0.11,0.511,0.221,0.188
0.326,0.492,0.25,0.151,0.531,0.798,1.1,1.215,0.071,0.019,0.629,0.171,0.065,0.38,0.127
0.412,0.461,0.302,0.547,0.337,0.54,1.029,0.438,0.095,1.278,0.483,0.007,0.1,0.133,0.966
0.299,0.315,0.544,0.222,0.671,0.484,0.196,0.234,0.319,0.725,0.293,0.182,0.39,0.075,0.656
0.189,0.214,0.616,0.405,0.242,0.432,0.697,0.841,0.183,0.265,0.384,0.632,0.132,0.674,0.131
0.411,0.227,0.497,0.881,0.091,0.263,0.667,0.278,0.297,0.613,0.045,0.193,0.367,0.202,0.194
0.276,0.058,0.173,0.718,1.213,0.246,0.004,0.124,0.467,0.839,0.148,0.528,0.371,0.754,0.878
0.908,0.068,0.476,0.474,0.101,0.086,0.391,0.783,0.427,0.096,0.405,0.314,0.872,0.02,0.237
0.251,0.234,0.145,0.229,0.021,0.22,0.33,0.82,0.41,0.039,0.642,0.477,0.194,0.031,0.207
0.263,0.014,0.31,0.264,0.292,0.175,0.019,0.734,0.756,0.175,1.243,0.081,0.484,0.085,0.161
0.633,0.092,0.628,0.401,0.38,0.131,0.207,0.446,0.238,0.506,0.738,0.893,0.856,0.307,0.447
0.224,0.093,0.42,0.355,0.646,0.167,0.39,0.125,0.098,0.627,0.239,0.521,0.371,0.182,0.26
0.424,0.129,0.34,0.225,0.428,0.194,0.038,0.046,0.348,0.314,0.42,0.593,0.229,0.725,0.006
0.123,0.467,0.287,0.049,0.06,0.559,0.08,0.129,0.268,0.047,0.184,0.165,0.244,0.049,1.184
0.05,0.098,0.0,0.064,0.132,0.191,0.105,0.989,0.77,0.327,0.246,0.043,0.26,0.632,0.377
0.191,0.109,0.312,0.09,0.335,0.773,0.121,0.117,0.037,0.255,0.492,0.06,0.866,0.097,0.667
0.336,0.63,0.129,0.156,0.105,0.313,0.201,0.228,0.128,0.555,0.792,0.207,0.432,0.283,0.044
0.251,0.023,0.611,0.212,0.293,0.19,0.495,0.475,0.743,0.132,0.376,0.477,0.257,0.194,0.607
0.632,0.266,0.608,0.316,0.269,0.086,0.582,0.093,0.597,0.181,0.685,0.223,0.099,0.086,1.002
0.31,0.267,0.087,0.48,0.226,0.019,0.441,0.358,0.329,0.631,0.682,0.447,0.621,0.013,0.187
0.248,0.197,0.075,0.51,0.122,0.395,0.03,0.322,0.225,0.157,0.201,0.21,1.02,0.274,0.58
0.122,0.085,0.128,0.589,0.05,0.528,0.762,0.193,0.335,0.42,0.783,0.066,1.049,1.184,0.773
0.077,0.109,0.238,0.087,0.582,0.788,0.053,0.056,0.687,0.39,0.136,0.271,0.234,0.818,0.028
0.051,0.4,0.173,0.111,0.226,0.013,0.059,0.042,0.705,0.511,0.198,0.321,0.107,0.288,0.737
0.779,0.605,0.231,0.537,0.405,0.176,0.315,0.05,0.486,0.577,0.154,0.735,0.499,0.443,0.494
0.285,0.356,0.245,0.102,0.189,0.575,0.617,0.217,0.713,0.434,0.413,0.1,0.32,0.453,0.403
0.7,0.581,0.438,0.153,0.941,0.523,0.225,0.554,0.516,0.734,0.703,0.457,0.235,0.131,0.068
0.413,0.236,0.134,0.41,0.212,0.475,0.131,0.419,0.053,0.536,0.848,0.132,0.812,0.101,0.546
0.436,0.009,0.695,0.299,0.144,0.197,0.782,0.385,0.562,0.333,0.848,0.543,0.366,0.268,0.097
0.278,0.539,0.279,0.3,0.222,0.076,0.204,0.57,0.017,0.4,0.081,0.27,0.374,0.453,0.727
0.024,0.99,0.552,0.841,0.049,0.173,0.313,0.145,1.202,0.103,0.795,0.646,0.221,0.774,0.026
0.356,0.51,0.175,0.173,0.595,0.064,0.681,0.365,0.31,1.136,0.221,0.526,0.322,0.169,0.773
0.422,0.024,0.651,0.814,0.143,0.268,0.812,0.139,0.182,0.433,0.436,0.122,0.716,0.366,0.061
0.481,0.738,0.187,0.238,0.268,0.029,0.245,1.147,0.131,0.214,0.291,0.843,0.274,0.22,0.063
0.15,0.449,0.1,0.563,0.637,0.145,0.368,0.265,0.654,0.129,0.745,0.181,0.148,0.001,0.041
0.474,0.733,0.132,0.043,0.25,0.075,0.307,0.397,0.219,0.156,0.007,0.365,0.018,0.278,0.453
0.601,0.613,0.526,0.308,0.683,0.078,0.111,0.796,0.421,0.521,1.049,0.108,0.277,0.731,0.407
0.385,0.256,0.063,0.157,0.178,0.514,0.062,0.375,0.33,0.335,0.175,1.064,0.296,0.102,0.583
0.11,0.671,0.071,0.433,0.397,0.287,0.335,0.346,0.287,0.168,0.083,0.639,0.258,0.297,0.121
0.127,0.156,0.205,0.106,0.354,0.196,1.647,0.481,0.39,0.414,0.224,0.318,0.49,0.334,0.385
0.149,0.01,0.067,0.337,0.282,0.397,0.667,0.801,0.702,0.461,0.929,0.767,0.712,0.07,0.06
0.15,0.276,0.55,0.456,0.287,0.0,0.105,0.327,0.08,0.413,0.515,0.188,0.268,0.508,0.385
0.611,0.697,0.072,0.56,0.434,0.009,0.474,0.588,0.502,0.539,0.266,0.374,0.145,0.627,0.641
0.289,0.238,0.687,0.06,0.313,0.186,0.031,0.484,0.502,0.091,0.062,0.875,0.638,0.882,0.602
0.904,0.405,0.193,0.331,0.038,0.4,0.152,0.507,0.051,0.419,0.772,0.18,0.14,0.54,0.556
0.126,0.243,0.401,0.002,0.127,0.716,0.149,0.358,0.635,0.087,0.804,0.991,0.736,0.715,0.165
0.558,0.21,0.599,0.395,0.686,0.429,0.533,0.4,0.363,0.168,1.662,0.564,0.272,0.246,0.609
0.052,1.234,0.084,0.296,0.231,0.741,0.196,0.629,0.975,0.137,0.698,0.994,0.969,0.059,0.362
0.029,0.884,1.057,0.446,0.238,0.366,0.168,0.233,0.199,0.206,0.214,1.015,0.258,0.1,0.144
0.287,0.064,0.01,0.165,0.074,0.021,1.178,0.891,0.052,0.051,0.227,0.057,0.943,0.419,0.236
0.036,0.173,0.193,0.169,0.286,0.256,0.221,0.709,0.378,0.676,0.703,0.046,0.342,0.217,0.506
0.056,0.23,0.075,0.346,0.578,0.253,0.838,0.291,0.943,0.824,0.146,0.845,0.66,0.476,0.014
0.085,1.376,0.305,0.506,0.273,0.154,0.284,0.343,0.517,0.559,0.271,0.659,0.725,0.875,1.477
0.07,0.522,0.348,0.472,0.044,0.336,0.144,0.014,0.109,0.044,0.378,0.188,0.466,1.044,0.261
0.021,0.532,0.254,0.555,0.806,0.386,1.217,0.248,0.023,0.323,0.023,0.093,0.937,0.208,0.412
0.383,0.331,0.33,0.002,0.645,0.282,0.05,0.686,0.503,0.25,0.635,0.171,0.292,0.545,0.236
0.399,0.14,1.021,0.33,0.085,0.099,0.326,0.159,0.407,0.361,0.495,0.645,0.753,0.388,0.628
0.6,0.164,0.829,0.278,0.425,0.384,0.03,0.504,0.575,0.035,0.11,0.593,0.015,0.36,0.251
0.234,0.022,0.076,0.213,0.845,0.645,0.1,0.521,1.351,0.224,0.471,0.304,0.314,0.018,0.124
0.026,0.156,0.084,0.395,0.092,0.275,0.31,0.917,0.507,0.093,0.729,0.73,0.204,0.63,0.246
0.098,0.378,0.196,0.214,1.037,0.098,0.433,0.6,0.222,0.677,0.268,0.967,0.284,0.122,0.014
0.6,0.905,0.089,0.428,0.169,0.61,0.077,0.206,0.162,0.691,0.496,0.847,0.084,0.671,0.622
0.089,0.065,0.62,0.288,0.032,0.221,0.157,0.564,0.321,0.15,0.058,0.374,0.689,1.101,0.174
0.246,0.274,0.097,0.531,0.434,0.174,1.385,0.201,0.628,0.248,1.089,0.475,0.022,0.196,0.423
0.604,0.133,0.541,0.436,0.334,0.071,0.078,0.389,0.115,0.722,0.855,0.21,0.675,0.244,0.578
0.609,0.945,0.151,0.618,0.603,0.257,0.643,0.267,0.779,0.039,0.634,0.068,0.559,0.067,0.245
0.261,0.176,0.62,0.211,0.446,0.374,0.886,0.627,0.347,0.7,0.228,0.458,0.069,0.472,0.436
0.728,0.389,0.53,0.143,0.338,0.703,0.269,0.69,0.509,0.053,0.284,0.612,0.282,0.096,0.485
0.01,0.077,0.03,0.371,0.917,0.415,0.421,0.005,0.772,0.36,0.024,0.383,0.405,0.132,0.016
0.341,0.114,0.403,0.141,0.188,0.247,0.602,0.226,0.274,0.301,0.345,0.091,0.534,0.279,1.248
0.128,0.159,0.467,0.264,0.456,0.253,0.031,0.347,0.063,0.417,0.005,0.942,0.4,0.048,0.102
0.319,0.226,0.307,0.188,0.977,0.489,0.604,0.061,0.304,0.038,0.158,0.811,0.035,0.118,0.282
0.077,0.115,0.125,0.178,0.023,0.014,0.37,0.51,0.263,0.283,0.961,0.783,0.068,1.177,0.357
0.342,0.409,0.503,0.059,1.221,0.406,0.01,0.413,0.225,0.071,0.642,0.585,0.296,0.289,0.281
0.068,0.579,0.26,0.154,0.476,0.973,0.353,0.005,0.173,0.538,0.737,1.117,0.435,0.997,0.95
0.323,0.376,0.738,0.217,0.07,0.191,0.248,0.066,0.608,0.912,0.744,0.229,0.575,0.177,0.118
0.234,0.289,0.719,0.398,0.094,0.089,0.711,0.15,0.209,0.649,0.462,0.558,0.625,0.6,0.287
0.096,0.433,0.018,0.288,0.189,0.677,0.41,0.141,0.334,0.319,1.074,0.647,0.154,0.485,0.154
0.019,0.2,1.055,0.175,0.227,0.36,0.598,0.338,0.064,0.606,0.485,0.3,0.673,0.556,0.339
0.007,0.241,0.149,0.156,0.004,0.021,0.3,0.322,0.458,0.097,0.512,0.045,1.108,0.013,0.025
0.581,0.248,0.251,0.108,0.24,0.421,0.21,0.413,0.326,0.228,0.053,0.372,0.077,0.122,0.038
0.434,0.021,0.465,0.007,0.394,0.025,0.307,0.556,0.199,0.316,0.334,0.909,0.074,0.723,0.353
0.695,0.028,0.535,0.218,0.649,0.338,0.413,0.231,1.139,0.192,0.834,0.133,0.011,0.728,0.483
0.5,0.335,0.391,0.059,0.033,0.297,0.469,0.438,0.594,0.416,0.252,0.407,0.408,1.007,0.864
0.018,0.541,0.137,0.181,0.225,0.619,0.595,0.38,0.063,0.627,0.148,0.164,0.245,0.087,0.56
0.266,0.243,0.474,0.464,0.371,0.045,0.769,0.087,0.55,0.659,0.02,0.538,0.231,0.227,0.031
0.088,0.436,0.067,0.051,0.269,0.452,0.102,0.279,0.53,0.859,0.701,0.37,0.296,0.345,0.591
0.556,0.003,0.157,0.388,0.274,0.45,0.248,0.002,0.532,0.044,0.078,0.045,0.426,0.168,0.17
0.11,0.204,0.187,0.569,0.324,0.002,0.261,0.427,0.508,0.1,0.309,0.423,0.508,0.678,0.55
0.258,0.787,0.457,0.235,0.479,0.51,0.962,0.03,0.609,0.507,0.296,0.466,0.921,0.188,0.756
0.209,0.195,0.191,0.041,0.23,0.367,0.021,0.378,0.004,0.34,0.023,0.152,0.022,0.334,0.477
0.053,0.02,0.706,0.327,0.38,0.599,0.008,0.037,0.451,0.34,0.815,0.406,0.962,1.104,1.175
0.182,0.234,0.229,0.208,0.01,0.789,0.543,0.014,0.277,0.115,0.159,0.285,0.619,0.003,0.781
0.106,0.109,1.009,1.053,0.459,1.228,0.012,0.08,0.212,0.29,0.449,0.686,0.716,1.2,0.267
0.241,0.239,0.268,0.55,0.216,0.374,0.153,0.026,0.871,0.329,0.371,0.507,0.218,0.475,0.164
0.028,0.09,0.061,0.493,0.616,0.16,0.111,0.448,0.027,0.517,0.294,0.017,0.258,0.126,0.93
0.318,0.181,0.655,0.145,0.516,0.013,0.361,0.035,0.856,0.011,0.175,0.013,0.156,0.281,0.709
0.09,0.06,0.38,0.043,1.059,0.131,0.158,0.188,0.304,0.043,1.103,0.204,0.39,1.047,0.243
0.131,0.083,0.088,0.287,0.035,0.506,0.076,0.321,0.686,0.494,0.071,0.172,0.253,0.083,0.022
0.471,0.182,0.052,0.464,0.927,0.54,0.36,0.475,0.695,0.393,0.048,0.023,0.336,0.403,1.073
0.544,0.416,0.165,0.253,0.211,0.053,0.553,0.597,1.01,0.149,0.299,0.245,0.062,0.413,0.22
0.241,0.061,0.933,0.057,0.51,0.128,0.572,0.386,0.242,0.027,0.056,0.341,0.131,0.186,0.038
0.295,0.123,0.81,0.341,0.31,0.37,0.505,0.206,0.076,0.015,0.288,0.792,0.88,0.022,1.049
0.536,0.076,0.131,0.33,0.575,0.366,0.139,0.154,0.401,0.333,0.508,0.351,0.327,0.145,0.616
0.267,0.629,0.099,0.004,0.109,0.462,1.426,0.083,0.693,0.066,0.384,0.395,1.1,0.338,0.698
0.251,0.296,0.416,0.22,0.044,0.68,0.484,0.309,0.055,0.426,0.385,0.707,0.226,0.03,0.844
