@RELATION SyntheticControl

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC

@DATA
0.013,0.524,0.499,0.013,2.106,0.038,0.618,1.378,0.218,0.739,0.058,0.522,0.794,0.676,0.385,0.173,0.114,1.293,0.698,0.5,0.086,0.16,1.94,1.025,0.366,0.075,0.496,0.17,0.525,0.61,1.85,0.337,0.442,0.557,0.726,0.303,0.108,0.416,0.657,0.189,0.696,0.419,1.34,0.393,0.262,0.854,1.734,0.754,0.249,1.225,0.713,0.556,0.726,1.254,1.447,1.433,1.244,0.275,0.475,1.243
0.546,1.694,0.168,0.293,0.352,0.099,1.164,1.319,0.1,2.188,0.726,0.884,0.243,0.09,0.596,0.141,0.524,0.848,0.633,0.179,0.971,0.05,2.026,0.39,1.493,0.783,1.442,0.471,0.706,0.694,0.904,0.668,0.713,0.863,0.618,0.803,2.832,1.406,0.841,0.192,1.522,1.744,0.693,0.018,0.183,0.135,0.914,0.278,1.598,0.284,1.692,0.439,0.305,2.911,0.108,0.66,0.446,0.279,0.049,1.237
0.69,0.426,0.303,1.322,0.172,1.202,0.766,0.819,0.718,0.278,0.851,1.684,0.08,1.147,0.527,0.21,1.32,0.993,0.08,2.002,0.777,0.088,0.905,0.098,0.552,1.213,1.031,0.059,0.133,0.415,0.529,1.615,0.593,0.488,0.215,0.129,0.184,1.912,0.422,0.196,1.425,0.639,0.271,0.167,0.355,0.932,1.331,0.117,0.576,0.239,1.824,1.013,0.575,0.175,0.999,1.729,0.395,1.266,0.265,1.26
0.478,0.785,0.765,0.799,0.303,0.916,0.896,0.99,0.349,0.562,1.404,2.397,1.289,0.16,0.983,0.222,0.394,0.619,0.587,1.021,0.068,1.789,0.872,0.166,0.762,0.438,0.577,0.184,0.705,0.331,0.702,0.492,1.038,0.056,0.988,0.333,0.277,0.771,0.257,0.958,1.924,1.931,0.981,0.972,1.434,0.07,0.9,1.27,0.407,0.395,0.09,1.205,0.83,0.411,0.986,0.008,2.614,0.44,0.438,0.289
1.458,1.197,1.718,0.322,0.27,1.848,0.695,0.362,0.474,0.136,0.09,0.582,0.78,0.951,1.329,0.421,0.025,0.558,0.015,0.477,0.554,0.229,1.091,0.209,0.838,0.592,0.388,0.706,0.075,0.036,0.445,0.088,0.128,0.064,1.105,0.943,0.565,0.608,1.59,0.533,1.112,0.169,0.132,1.096,0.306,0.659,0.321,0.883,2.027,0.516,0.646,0.612,0.139,0.733,0.625,0.967,0.148,1.552,1.303,0.373
0.025,0.573,1.033,0.572,0.483,0.051,0.572,0.064,0.219,1.291,0.752,1.568,0.329,0.174,0.264,0.831,0.617,0.763,0.527,0.325,1.737,1.3,0.172,1.017,0.099,0.454,0.169,0.178,0.882,0.286,0.253,0.871,1.513,0.921,1.643,0.663,0.235,1.534,0.483,0.603,0.381,1.527,0.217,1.624,1.614,0.668,0.489,1.183,0.884,0.045,0.845,0.155,0.236,0.782,0.374,0.799,0.843,0.214,0.372,0.943
0.561,0.653,1.844,2.496,0.127,0.007,1.391,0.614,0.374,0.753,2.576,0.738,0.251,1.282,1.357,0.176,0.665,0.409,0.181,0.366,1.025,0.533,0.937,0.096,0.209,0.139,0.463,0.769,1.016,0.968,0.815,0.405,0.655,0.153,0.322,0.152,0.772,1.156,1.583,0.183,1.081,0.03,0.329,1.457,0.729,0.333,0.461,0.761,0.682,0.742,0.842,0.34,0.936,0.911,0.764,0.368,0.419,1.097,0.873,0.843
1.794,0.907,0.941,0.024,1.564,0.219,0.293,1.944,1.459,1.039,0.91,1.133,0.988,0.514,1.29,0.575,1.205,0.908,0.506,1.718,0.722,0.143,1.53,1.193,0.798,0.033,0.742,1.048,1.337,0.586,0.871,0.766,0.209,0.068,1.096,0.319,0.814,1.103,0.983,0.685,0.787,1.382,0.174,0.667,2.898,0.601,0.433,0.529,0.513,0.325,1.045,0.386,1.853,0.202,0.81,0.98,0.804,1.712,0.622,0.527
0.746,2.252,0.178,1.604,1.53,0.619,0.567,0.669,0.086,1.446,0.967,1.712,0.21,1.416,0.694,0.723,0.882,1.396,0.088,1.012,1.063,0.16,0.007,1.383,0.176,0.935,0.789,1.63,0.366,0.338,0.877,0.98,0.883,0.099,1.387,0.046,0.778,0.697,0.448,0.571,0.945,0.415,0.367,1.298,0.127,0.109,2.98,0.691,0.415,0.976,0.462,0.841,0.949,0.273,0.979,0.525,0.735,2.319,0.144,1.878
1.626,1.033,1.282,0.764,1.155,0.203,0.267,0.476,0.023,1.715,0.304,0.527,0.225,0.887,1.674,0.338,0.785,0.767,0.412,0.477,0.456,0.94,0.177,0.066,0.174,0.592,0.265,0.226,1.067,0.004,0.016,0.708,1.118,0.786,0.521,0.461,0.242,0.737,0.391,1.467,0.009,0.678,0.379,0.012,0.65,0.609,1.147,0.609,0.264,0.004,0.535,2.248,0.956,1.178,1.791,1.345,1.625,0.803,1.147,0.403
0.603,0.442,2.367,0.557,1.124,0.02,0.141,0.645,0.787,0.042,2.308,1.499,0.411,0.031,1.263,0.392,2.713,0.707,0.309,0.478,0.98,0.55,0.366,2.517,0.102,0.116,0.888,0.578,0.393,1.483,0.064,0.023,0.322,0.59,1.552,0.372,0.917,0.802,0.735,0.424,1.955,0.329,0.361,0.218,1.083,1.435,1.269,0.467,1.4,1.796,1.269,1.264,1.007,0.22,1.095,0.283,1.308,0.567,1.513,1.376
1.501,1.184,1.341,1.25,0.475,0.561,0.847,0.72,0.591,2.348,2.311,0.546,3.035,0.794,1.266,0.932,0.049,0.839,0.324,0.805,1.69,1.133,0.136,0.708,0.01,0.534,0.529,1.387,0.49,1.659,0.976,0.364,0.247,0.806,1.055,0.314,1.246,1.226,0.38,0.7,0.732,0.755,2.12,0.026,1.288,0.036,1.11,1.075,0.814,0.228,0.143,0.454,0.192,0.326,0.867,1.141,0.881,0.463,1.329,2.349
0.146,1.281,0.547,0.853,0.606,0.141,0.81,0.19,0.654,0.061,0.82,2.045,0.769,0.228,1.213,0.985,1.459,0.088,1.289,3.182,0.519,0.89,1.189,0.962,1.406,0.94,0.703,0.686,1.3,0.596,0.214,1.298,0.184,0.851,0.311,0.159,0.087,1.822,0.261,0.586,0.905,0.736,0.657,0.718,1.186,0.132,0.485,0.165,0.271,0.452,0.109,0.196,1.125,0.728,0.67,0.963,0.389,0.183,0.618,0.855
0.614,0.879,1.396,0.029,0.199,0.467,1.064,0.524,0.546,0.852,0.94,0.536,0.367,0.146,0.27,1.113,1.39,0.158,0.489,2.069,0.53,0.411,0.198,0.539,0.48,1.216,0.425,0.102,0.386,0.414,0.35,0.946,0.237,0.552,0.216,0.229,0.135,0.399,0.58,0.215,0.779,0.663,2.05,0.121,0.118,0.097,0.772,0.841,0.141,0.769,1.334,0.45,0.302,1.263,1.816,1.444,0.508,0.033,1.876,0.12
1.659,2.8,1.322,0.147,1.189,0.867,0.336,0.385,0.504,1.913,1.651,0.511,0.547,0.263,1.158,0.902,0.094,1.411,0.14,1.469,1.876,0.579,0.388,0.274,1.488,0.412,0.345,1.437,0.338,1.14,0.229,1.246,0.296,0.1,0.405,0.605,0.999,0.457,0.014,1.386,1.441,1.043,1.989,0.777,0.452,1.521,1.7,0.076,0.811,1.311,0.417,0.225,1.019,0.681,0.381,0.014,2.195,0.785,2.238,2.546
1.355,1.733,0.865,1.125,1.581,0.097,0.526,0.122,1.515,1.564,1.796,0.109,0.684,0.02,0.953,0.936,1.116,0.714,0.875,0.705,1.097,1.103,0.19,0.948,0.879,0.023,0.699,0.122,0.4,2.126,0.157,1.127,0.742,1.036,0.915,0.62,1.241,0.403,0.223,0.816,0.321,1.124,0.593,0.39,0.034,0.098,1.401,0.616,0.149,0.442,0.666,0.923,0.878,0.777,0.507,1.904,0.217,0.109,1.525,0.897
1.385,0.503,1.156,0.655,1.114,0.061,0.726,0.206,1.62,0.096,0.974,0.256,0.101,2.275,0.742,1.63,2.057,0.663,0.765,0.075,0.037,0.572,0.39,2.114,1.02,0.358,0.574,0.221,0.406,0.384,0.637,0.117,0.382,1.277,0.441,0.302,0.433,0.231,0.459,0.286,0.723,0.361,0.821,1.502,0.887,2.099,0.54,0.103,1.259,0.082,1.841,1.726,0.518,1.715,0.998,0.282,1.982,1.019,0.679,0.078
0.352,1.052,2.033,2.888,1.401,0.254,1.456,1.197,1.189,0.87,1.194,0.129,0.147,0.505,0.436,0.12,0.767,1.096,1.807,0.738,1.336,0.082,0.482,0.293,0.311,1.816,0.13,0.932,0.874,0.1,1.148,0.297,0.192,0.314,0.526,0.128,0.138,0.999,0.194,1.066,0.103,0.007,0.144,1.354,0.669,0.193,1.039,0.518,1.525,0.527,0.644,1.396,1.351,0.32,0.028,0.716,1.803,0.176,1.948,1.11
0.234,1.971,1.558,1.305,0.525,0.001,1.121,0.94,0.229,2.398,0.292,1.518,1.316,1.399,0.251,0.047,1.211,0.429,0.478,0.715,0.418,1.314,0.377,1.881,1.056,0.249,1.144,0.065,0.226,0.804,0.641,0.561,0.055,0.831,0.727,1.028,0.162,2.03,0.531,0.847,0.282,1.714,0.487,0.1,1.132,0.33,0.153,1.305,0.626,0.624,1.156,0.747,0.976,0.731,2.11,0.378,0.57,0.713,1.799,1.22
0.909,1.383,0.907,0.31,2.307,0.554,2.476,1.9,0.753,0.671,0.999,0.871,1.332,2.087,0.194,0.331,1.203,0.185,0.124,1.497,1.08,0.389,0.51,0.113,0.92,0.841,0.719,0.041,1.322,0.164,0.237,0.282,1.707,0.272,1.444,0.707,0.758,0.087,0.918,0.046,1.054,0.534,0.273,0.896,0.81,1.179,1.804,0.031,0.182,0.922,0.177,1.309,0.053,0.853,1.376,2.219,1.08,0.675,0.6,0.067
1.496,0.568,0.353,0.24,0.746,0.188,0.088,0.348,0.325,0.644,1.593,0.158,0.006,0.493,0.69,0.065,1.036,1.432,1.451,1.198,0.87,0.649,0.039,0.455,0.412,0.16,0.985,0.169,1.239,0.474,0.183,0.38,0.152,0.521,0.955,1.572,0.518,1.855,1.334,1.827,0.616,0.395,0.185,0.091,1.922,0.541,1.09,0.173,0.926,0.315,0.336,2.372,0.145,2.879,2.727,0.586,0.242,0.144,0.967,0.011
0.085,1.568,0.623,1.302,1.926,0.06,0.224,0.318,0.578,1.592,0.629,0.817,0.712,1.239,0.761,0.217,0.803,0.804,0.812,1.198,1.708,0.528,0.603,2.058,0.048,0.468,0.177,0.569,0.462,0.537,0.199,0.068,0.477,0.391,1.127,0.427,0.617,1.845,0.123,0.089,0.979,1.079,0.072,1.072,0.228,0.711,0.615,0.132,0.149,0.212,0.304,2.885,1.487,1.031,2.425,0.185,1.138,0.952,1.445,1.233
1.917,0.85,1.997,0.484,1.098,0.561,1.22,0.538,2.536,0.234,1.658,0.323,1.455,0.039,0.192,0.59,2.718,0.82,0.516,0.197,0.019,0.153,0.029,0.86,0.675,1.107,0.004,0.354,1.479,0.519,1.607,1.13,0.411,0.397,0.475,1.069,1.061,0.532,0.147,1.378,2.026,1.203,1.141,0.053,0.481,0.456,0.46,0.971,0.518,0.232,0.661,0.304,0.664,1.291,0.167,0.092,0.225,0.724,0.406,0.152
0.483,0.377,1.41,0.341,0.375,0.197,0.99,0.839,1.222,1.171,1.512,1.128,0.428,0.824,0.399,0.666,0.023,0.859,0.398,1.003,0.038,0.21,0.053,0.18,0.614,0.827,0.783,0.427,0.416,0.196,0.814,0.316,1.004,0.297,0.995,1.182,0.755,1.074,0.682,0.373,0.19,0.231,1.155,0.301,0.856,0.749,1.104,0.993,1.533,0.279,0.133,0.506,0.373,1.103,0.232,1.589,1.797,2.278,1.294,0.38
1.1,0.294,3.43,1.269,0.24,1.186,1.868,1.232,1.394,0.101,0.492,0.872,0.276,0.26,0.358,1.97,1.931,0.26,0.396,1.766,0.074,1.471,0.079,0.934,0.742,0.347,0.216,0.316,1.14,0.286,0.096,0.672,1.952,0.118,0.335,0.79,1.074,0.203,0.023,1.136,0.627,1.094,0.03,0.386,1.486,0.948,0.075,1.164,0.547,0.611,1.806,0.801,1.545,0.838,0.128,1.176,0.113,0.038,0.267,1.949
2.288,1.459,0.487,0.59,0.043,0.496,0.103,0.234,1.742,0.79,0.427,0.776,1.172,0.189,1.238,1.065,1.23,0.492,1.343,0.017,2.645,1.325,0.875,0.385,1.662,2.458,0.188,0.216,0.251,1.287,0.363,0.576,0.324,2.208,1.81,0.108,0.052,0.112,1.567,0.95,1.309,0.063,0.47,1.207,0.626,0.244,1.585,0.12,0.811,1.301,1.426,1.432,0.807,0.556,0.333,0.698,1.305,0.036,2.249,0.813
1.987,0.842,1.615,2.164,1.345,1.26,1.356,0.158,2.153,0.112,1.094,0.518,1.017,1.649,0.65,0.429,1.567,0.734,0.234,0.179,1.665,0.912,0.591,0.204,1.565,0.611,0.207,1.042,0.152,0.878,0.149,1.076,0.023,2.094,1.133,0.14,0.035,1.099,0.005,0.651,0.419,0.101,0.523,1.361,0.092,2.112,1.77,0.196,1.6,1.071,0.615,1.392,1.02,0.769,0.826,0.347,1.41,1.265,0.27,0.196
1.386,0.216,0.821,0.495,1.052,0.091,0.355,1.28,0.461,0.457,1.668,0.12,0.115,1.234,2.758,1.804,1.121,1.02,0.166,0.162,0.522,1.058,0.654,0.442,0.582,1.944,1.152,1.992,0.797,0.206,1.184,1.227,0.155,0.285,0.242,0.89,0.483,0.321,0.772,1.503,0.156,0.217,0.096,0.774,0.294,0.85,2.485,1.115,0.278,0.517,1.948,0.096,0.243,0.993,0.246,0.299,0.638,0.47,2.019,1.782
0.865,0.316,0.34,1.258,0.076,0.923,1.012,0.718,0.242,1.606,0.907,0.434,1.283,0.435,0.255,0.697,0.528,1.067,0.491,0.655,0.464,0.304,0.456,0.168,0.138,0.378,0.906,0.43,0.101,0.373,0.184,0.185,0.245,0.172,0.341,0.04,0.501,0.293,0.627,0.186,0.932,0.09,0.211,0.272,0.631,1.27,0.647,0.656,0.25,0.108,0.347,0.08,0.52,1.354,1.894,0.512,0.662,2.364,0.058,0.503
1.029,1.679,0.494,1.443,1.005,1.116,0.13,0.552,0.286,0.425,0.254,0.388,1.085,0.761,0.675,0.279,0.302,0.055,0.1,0.586,1.079,0.578,1.104,0.719,1.754,0.79,0.153,1.014,0.283,0.622,0.575,1.162,1.097,2.507,1.119,1.069,0.127,0.431,0.52,0.928,0.576,0.696,0.587,0.798,0.51,0.699,0.636,0.725,0.302,1.339,0.78,0.294,1.135,2.02,1.268,0.094,1.24,0.221,0.417,2.31
0.58,0.039,1.031,0.298,1.203,1.594,1.543,0.153,0.355,1.271,2.24,0.758,0.605,1.027,0.367,0.101,1.607,0.303,0.43,1.98,1.035,0.121,0.081,0.207,0.132,0.205,0.625,0.231,0.244,0.98,0.453,0.132,1.299,2.067,0.152,1.121,0.216,1.667,0.228,0.046,0.307,1.127,1.145,0.383,0.11,0.545,0.67,0.663,0.127,0.366,0.687,1.074,0.527,0.274,0.639,1.041,0.549,0.552,0.555,0.937
1.935,0.632,2.58,0.44,1.21,0.701,1.472,0.754,0.764,0.635,0.579,0.152,0.133,2.723,0.508,0.487,0.153,0.648,0.616,0.348,0.234,0.678,0.191,1.086,0.406,0.358,1.127,0.06,0.382,1.317,0.59,1.275,0.027,0.205,0.751,0.369,0.095,0.881,0.83,1.864,0.59,0.011,1.196,0.924,0.95,1.111,1.424,0.274,1.197,0.4,0.92,0.157,0.337,0.047,0.822,0.399,2.445,0.47,0.746,1.365
0.1,0.454,1.08,1.324,0.479,0.445,0.933,0.761,0.219,0.134,2.161,0.545,0.674,0.073,0.003,0.809,0.501,0.73,0.764,0.263,0.656,0.832,0.059,0.755,0.09,0.961,0.643,0.549,0.949,0.097,0.456,0.96,1.124,1.244,0.357,0.991,0.338,0.97,0.1,0.771,1.072,0.647,2.434,0.43,0.854,0.108,0.047,1.155,0.093,0.06,1.389,0.472,0.615,0.256,0.574,1.328,0.578,0.245,0.756,1.241
1.786,2.059,1.022,0.779,1.232,0.676,1.325,0.084,0.322,0.849,0.737,0.43,1.194,0.907,0.009,0.791,0.018,1.065,1.715,0.44,0.417,0.812,0.667,0.327,0.668,1.44,0.431,0.167,0.067,0.292,0.941,1.769,0.83,0.547,0.347,1.409,0.203,1.254,1.05,0.399,1.07,1.108,1.939,0.584,1.653,0.491,0.011,0.399,0.899,0.272,1.054,0.504,0.073,1.362,0.195,1.457,0.009,0.099,1.372,1.11
0.393,0.94,0.458,0.918,1.037,0.218,1.363,0.21,2.459,0.371,1.142,0.347,0.161,1.234,0.184,0.207,0.839,0.038,1.84,0.12,0.409,0.665,0.36,1.144,1.212,1.155,0.012,0.007,0.472,0.368,0.189,0.122,0.281,0.313,0.556,0.696,0.031,2.221,0.451,0.505,1.031,0.573,0.697,0.451,0.734,0.284,1.711,0.498,0.107,0.61,0.116,0.102,1.16,2.579,0.298,0.789,0.289,1.546,1.61,0.576
0.306,0.475,0.759,1.225,0.686,0.44,2.066,1.382,0.963,0.572,0.056,0.619,1.081,0.266,0.52,1.363,0.066,0.851,0.626,1.937,2.321,0.236,0.909,0.902,0.809,0.146,0.093,1.456,0.755,0.059,0.562,0.301,0.286,0.738,1.011,1.096,1.357,0.616,0.28,1.002,0.004,0.721,0.013,0.864,0.381,0.163,0.042,1.174,1.238,0.159,0.892,0.247,0.954,0.21,0.874,1.503,0.136,0.504,3.34,1.362
0.008,0.561,0.818,0.733,0.705,0.337,1.279,0.513,0.941,0.149,1.996,1.217,0.465,0.687,0.663,0.656,1.526,0.615,1.838,0.027,0.533,0.123,1.462,0.883,0.588,0.984,0.222,1.057,0.61,0.112,0.183,0.157,1.695,1.0,0.283,0.687,0.533,0.395,0.337,0.9,0.552,0.171,1.159,0.868,0.353,0.245,2.005,1.062,0.071,0.376,1.702,0.249,0.195,1.164,1.126,1.551,0.997,1.086,0.88,0.968
