@RELATION TwoLeadECG

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC

@DATA
0.799,0.331,0.175,0.019,0.207,0.258,0.052,0.29,0.327,0.085,0.107,0.222,0.356,0.185,0.001,0.029,0.244,0.086,0.468,0.169,0.025,0.369,0.139,0.09,0.162,0.031,0.368,0.158,0.093,0.107,0.407,2.641,0.353,0.113,2.219,0.144,0.149,0.735,0.09,0.058,0.746,0.691,0.403,0.663,1.486,1.304,0.762,1.136,0.914,0.252,0.179,0.3,0.279,0.062,0.046,0.017,0.162,0.002,0.443,0.245,0.007,0.243,0.277,0.062,0.005,0.148,0.083,0.002,0.543,0.076,0.377,0.007,0.401,0.474,0.914,0.401,0.468,0.312,0.397,0.034,0.29,0.412
0.819,0.015,0.177,0.073,0.546,0.255,0.04,0.731,0.259,0.249,0.117,0.254,0.107,0.072,0.201,0.113,0.22,0.017,0.155,0.504,0.19,0.066,0.03,0.106,0.345,0.063,0.007,0.181,0.322,0.291,0.729,1.791,4.16,0.037,0.431,1.005,0.351,0.947,0.35,0.348,0.4,0.168,0.125,0.825,1.238,0.439,0.724,1.483,0.732,0.366,0.468,0.532,0.269,0.085,0.098,0.06,0.636,0.35,0.03,0.323,0.126,0.058,0.099,0.326,0.332,0.077,0.209,0.346,0.057,0.53,0.479,0.139,0.393,0.462,0.288,0.476,0.053,0.097,0.235,0.444,0.102,0.13
1.143,0.136,0.505,0.096,0.182,0.063,0.272,0.011,0.089,0.32,0.314,0.226,0.543,0.211,0.135,0.463,0.359,0.017,0.055,0.051,0.164,0.328,0.026,0.147,0.059,0.324,0.026,0.271,0.12,0.269,0.39,0.581,1.627,2.854,0.364,0.664,0.42,0.89,0.708,0.36,0.293,0.062,0.675,0.022,1.477,0.152,1.548,0.441,0.285,0.243,0.172,0.072,0.083,0.459,0.03,0.166,0.025,0.244,0.138,0.157,0.038,0.184,0.152,0.291,0.146,0.082,0.161,0.089,0.235,0.303,0.481,0.09,0.031,0.184,0.124,0.747,0.772,0.262,0.301,0.085,0.426,0.277
0.613,0.32,0.745,0.092,0.237,0.015,0.279,0.458,0.102,0.002,0.133,0.192,0.292,0.425,0.216,0.352,0.341,0.278,0.162,0.007,0.065,0.21,0.007,0.003,0.056,0.016,0.163,0.198,0.06,0.144,0.174,0.646,2.111,1.4,1.823,0.491,0.485,1.211,1.041,0.205,0.273,0.094,1.201,0.682,1.355,0.797,0.681,0.201,0.279,0.227,0.184,0.079,0.358,0.022,0.233,0.172,0.022,0.212,0.053,0.256,0.1,0.282,0.273,0.098,0.211,0.381,0.305,0.309,0.269,0.076,0.008,0.077,0.727,0.019,0.657,0.606,0.108,0.074,0.079,0.067,0.376,0.381
0.319,0.471,1.108,0.552,0.172,0.549,0.441,0.311,0.721,0.539,0.612,0.129,0.117,0.204,0.153,0.3,0.631,0.181,0.23,0.209,0.056,0.158,0.001,0.323,0.201,0.419,0.011,0.006,0.028,0.305,1.071,0.864,0.041,2.788,0.849,1.201,0.275,0.356,0.558,0.395,0.03,0.393,1.085,0.687,0.388,0.092,0.638,1.116,0.122,0.511,0.007,0.662,0.024,0.001,0.438,0.009,0.384,0.361,0.185,0.041,0.39,0.305,0.153,0.07,0.053,0.277,0.085,0.049,0.178,0.309,0.181,0.397,0.535,0.521,0.022,0.743,1.067,0.398,0.437,0.032,0.515,0.021
0.658,0.331,0.159,0.647,0.421,0.594,0.425,0.808,0.186,0.179,0.254,0.103,0.103,0.026,0.14,0.172,0.085,0.027,0.158,0.133,0.085,0.084,0.332,0.272,0.105,0.19,0.329,0.126,0.189,0.139,1.489,1.972,1.086,1.673,0.671,0.403,0.299,0.957,0.669,0.724,0.01,0.474,0.856,0.355,2.229,0.747,0.971,0.451,0.364,0.243,0.223,0.14,0.012,0.245,0.084,0.087,0.023,0.152,0.319,0.311,0.006,0.286,0.128,0.071,0.199,0.119,0.295,0.113,0.357,0.048,0.607,0.342,0.357,0.548,0.247,0.422,0.26,0.28,0.83,0.0,0.154,0.279
0.598,0.155,0.35,0.157,0.225,0.099,0.142,0.411,0.452,0.121,0.223,0.041,0.075,0.086,0.326,0.389,0.026,0.143,0.199,0.328,0.239,0.112,0.422,0.083,0.041,0.485,0.003,0.01,0.318,0.085,0.235,0.181,1.731,2.114,1.443,0.785,0.629,0.645,0.046,0.471,1.579,0.227,0.225,0.562,0.289,1.417,0.013,1.144,0.278,0.155,0.226,0.091,0.269,0.101,0.041,0.259,0.048,0.046,0.271,0.241,0.339,0.224,0.059,0.487,0.128,0.256,0.033,0.048,0.233,0.534,0.045,0.082,0.194,0.313,0.339,0.139,0.048,0.294,0.031,0.506,0.12,0.049
0.432,0.428,0.407,0.201,0.152,0.139,0.566,0.025,0.304,0.003,0.222,0.267,0.117,0.039,0.024,0.218,0.004,0.031,0.451,0.034,0.199,0.176,0.053,0.237,0.008,0.243,0.292,0.334,0.108,0.444,1.909,2.184,0.812,0.778,1.404,0.002,0.792,0.077,0.838,0.584,0.445,1.631,0.893,1.054,0.565,1.015,0.852,1.214,0.127,0.661,0.123,0.189,0.014,0.147,0.145,0.089,0.374,0.216,0.35,0.237,0.268,0.222,0.155,0.41,0.311,0.107,0.063,0.051,0.546,0.02,0.601,0.047,1.634,0.692,0.335,0.128,0.102,0.463,0.136,0.354,0.789,0.112
0.315,0.013,0.007,0.442,0.038,0.144,0.114,0.114,0.155,0.321,0.303,0.525,0.376,0.329,0.01,0.219,0.043,0.109,0.059,0.43,0.002,0.063,0.548,0.053,0.145,0.124,0.205,0.183,0.43,0.496,1.131,0.52,0.4,4.625,1.078,0.602,0.077,0.845,0.571,0.242,0.093,0.435,0.454,0.341,0.158,1.147,1.595,0.799,0.829,0.152,0.045,0.483,0.093,0.146,0.103,0.203,0.358,0.205,0.065,0.027,0.45,0.314,0.255,0.104,0.001,0.133,0.18,0.214,0.416,0.111,0.416,0.33,0.232,0.121,0.197,0.817,0.594,0.319,0.244,0.343,0.268,0.194
0.945,0.136,0.7,0.247,0.159,0.014,0.61,0.597,0.411,0.05,0.389,0.442,0.13,0.107,0.299,0.228,0.158,0.041,0.097,0.199,0.127,0.094,0.129,0.167,0.104,0.44,0.063,0.017,0.271,0.294,0.488,1.74,0.622,0.105,0.945,0.111,0.663,0.198,0.993,0.775,0.409,0.03,0.498,1.49,1.895,1.048,0.533,0.403,0.982,0.073,0.515,0.495,0.053,0.044,0.11,0.112,0.072,0.155,0.111,0.139,0.214,0.002,0.208,0.148,0.061,0.036,0.586,0.422,0.249,0.031,0.19,0.049,0.596,0.441,0.161,0.17,0.143,0.231,0.021,0.049,0.195,0.485
0.542,0.275,0.342,0.535,0.517,0.227,0.474,0.952,0.163,0.126,0.26,0.128,0.232,0.117,0.216,0.042,0.38,0.03,0.213,0.458,0.129,0.279,0.4,0.154,0.166,0.207,0.219,0.26,0.168,0.274,1.434,0.16,0.011,1.365,1.096,0.212,0.92,0.196,0.982,0.666,0.576,0.575,0.274,0.159,1.061,0.096,0.791,0.354,0.027,1.037,0.031,0.309,0.467,0.074,0.16,0.078,0.045,0.063,0.083,0.351,0.209,0.716,0.228,0.181,0.352,0.376,0.367,0.064,0.004,0.158,0.443,0.11,0.267,0.189,0.341,0.839,0.253,0.235,0.092,0.434,0.263,0.096
0.994,0.732,0.026,0.091,0.341,0.09,0.173,0.143,0.572,0.155,0.126,0.44,0.078,0.259,0.308,0.266,0.113,0.101,0.07,0.023,0.035,0.097,0.311,0.152,0.176,0.09,0.243,0.372,0.473,0.476,0.477,1.15,0.309,3.429,0.966,0.098,0.945,0.734,0.888,0.634,0.974,0.907,0.997,0.544,1.0,1.748,0.318,1.87,0.575,0.285,0.178,0.144,0.159,0.077,0.166,0.201,0.007,0.248,0.066,0.06,0.076,0.124,0.005,0.046,0.362,0.159,0.001,0.039,0.3,0.47,0.433,0.187,0.586,0.564,0.271,0.51,1.386,0.137,0.418,0.458,0.002,0.547
0.433,0.285,0.196,0.3,0.451,0.559,0.688,0.574,0.051,0.237,0.052,0.013,0.061,0.318,0.015,0.108,0.027,0.226,0.032,0.118,0.236,0.255,0.117,0.035,0.141,0.068,0.247,0.201,0.163,0.203,1.221,0.501,0.59,1.576,0.495,0.699,0.158,0.545,0.276,0.619,0.832,0.815,1.04,0.4,0.614,1.423,0.001,0.083,0.454,0.261,0.713,0.457,0.297,0.066,0.211,0.112,0.226,0.111,0.234,0.232,0.203,0.341,0.282,0.508,0.335,0.294,0.369,0.103,0.475,0.269,0.881,0.38,0.03,0.051,0.12,0.399,0.198,0.191,0.085,0.115,0.204,0.239
