@RELATION SonyAIBORobotSurface1

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
0.353,1.564,0.277,2.227,2.592,0.68,0.512,-0.819,-0.439,-0.597,-1.832,-1.53,-1.231,-1.269,-1.643,-1.636,-1.31,-2.114,0.098,0.066,0.31,0.034,0.268,0.464,0.654,-0.878,0.126,0.398,0.215,0.303,0.407,1.646,0.366,0.543,0.281,0.772,-0.078,-0.83,0.401,-0.188,-0.165,1.153,0.964,1.093,1.967,2.919,0.786,-0.262,-1.469,0.516,0.026,-1.568,-1.693,-1.647,-1.519,-0.941,-1.142,2.338,0.206,0.547,0.143,0.273,0.281,0.612,0.208,0.061,-0.306,-0.22,0.165,0.098,2.0
1.132,-0.117,0.446,1.019,2.232,1.271,-0.33,-1.084,-1.176,-0.512,0.948,-0.816,-1.256,-1.98,-1.916,-1.632,-1.074,-0.351,-0.365,-0.422,-0.389,0.907,0.717,0.74,1.59,1.219,1.085,0.625,0.39,0.195,0.069,0.054,-0.163,-0.41,0.888,-0.725,-0.345,-1.425,-0.752,-1.012,-0.649,-1.516,2.418,1.682,4.228,1.257,0.876,-0.447,-1.079,-0.724,0.017,0.101,-1.208,-1.84,-1.974,-2.047,1.147,1.023,1.238,1.55,0.523,-0.02,0.48,1.065,0.672,0.176,0.032,0.39,0.737,0.666,1.0
1.166,2.415,2.574,2.793,4.009,1.283,1.666,-0.864,-1.906,-2.289,-1.696,-1.264,-1.238,-1.677,-1.121,-1.003,-1.468,-1.18,-1.488,-0.542,-0.29,0.384,0.264,0.176,0.058,0.458,-0.029,-0.478,0.036,0.506,-0.136,-0.106,-0.348,-0.492,-0.581,-0.153,0.255,0.783,0.329,0.562,2.406,2.485,0.741,0.774,-0.215,-0.288,-1.01,-1.266,0.235,-0.454,0.472,-0.847,-1.717,-1.797,-1.223,-0.569,-0.136,0.471,0.298,0.332,0.42,0.427,0.364,0.053,-0.402,-0.006,0.237,0.386,0.861,0.829,2.0
0.137,0.503,1.298,2.534,2.476,0.153,0.565,-0.705,-1.826,-1.414,-0.393,-2.105,-1.336,-0.687,-1.868,-0.754,0.077,0.228,-0.218,-0.103,0.676,0.884,0.4,-0.301,1.252,0.815,0.175,1.1,0.702,1.102,0.669,0.636,0.219,-0.012,0.238,0.959,0.788,0.548,0.595,1.397,0.5,1.942,1.45,0.61,1.087,-0.278,-1.22,-2.055,-1.658,-2.173,-1.658,-0.844,-1.804,-1.896,-2.555,-1.355,-0.659,0.071,0.727,-0.254,0.162,0.133,0.272,0.516,0.418,-0.382,0.159,0.094,0.408,0.4,2.0
0.226,1.233,1.012,1.772,-0.364,0.408,-0.259,-1.001,-1.486,-0.735,0.004,-1.834,-4.536,-1.888,-1.291,-1.142,0.142,-0.632,-1.703,0.074,-0.126,-0.008,0.195,1.949,0.311,0.481,0.536,1.019,1.175,2.06,-0.143,0.377,-0.099,0.513,0.583,0.183,0.586,0.703,-0.301,0.047,2.328,2.19,1.863,1.805,1.584,-0.005,-1.097,-0.218,-1.674,-1.273,-1.547,0.342,-1.475,-2.177,-1.941,-2.468,-2.409,-0.633,-0.42,-0.197,0.945,1.046,0.224,-0.29,0.996,0.107,0.558,0.685,0.288,-0.049,2.0
-1.0,-3.47,0.645,1.206,1.238,0.272,1.388,-0.728,-0.971,-0.607,-0.228,-0.473,-1.131,-1.676,-2.715,-1.001,-0.517,0.196,-0.069,0.421,0.881,0.047,0.217,0.081,0.713,-0.061,0.49,0.4,0.85,0.872,0.66,0.963,0.692,0.494,0.168,0.795,0.883,-0.22,0.897,0.698,3.693,1.081,1.291,1.597,1.019,1.709,0.426,0.128,-2.003,-0.13,-2.337,-1.769,-1.51,-1.749,-1.724,-1.755,-0.957,-1.174,-0.463,-0.239,-0.079,0.282,0.239,0.127,0.235,-0.068,-0.335,-0.07,0.4,0.05,2.0
-0.684,-0.877,0.95,1.716,1.804,0.081,-0.144,0.224,0.205,-0.719,0.215,-0.728,0.105,0.392,-0.818,-1.347,-1.523,-1.329,-0.688,-0.33,-0.389,-0.101,0.319,0.54,0.147,0.203,-0.12,0.323,-0.127,0.205,0.341,0.009,1.304,0.732,-0.414,-0.107,0.005,0.212,0.049,0.839,1.026,1.311,2.012,3.067,2.702,3.275,-0.792,-1.673,-1.783,-0.85,-0.472,-2.042,-1.47,-1.896,-2.96,-1.373,-1.643,0.68,-0.514,1.229,-0.21,0.272,0.55,0.717,-0.038,0.716,0.553,0.677,0.4,0.373,1.0
-0.949,0.513,0.363,0.383,-1.113,-0.171,0.057,-0.895,-0.18,0.077,-0.225,-0.892,-1.359,-1.683,-1.393,-0.794,0.384,0.252,-0.071,0.156,-0.814,0.998,0.819,1.317,1.234,0.166,0.724,0.989,0.6,0.874,1.89,0.116,0.529,0.84,1.067,0.505,0.647,0.413,0.858,0.863,1.705,1.793,2.438,2.469,0.984,0.197,-2.575,-2.261,-1.373,-1.583,-1.155,-1.522,-2.108,-2.646,-3.307,-1.58,-1.015,-0.231,-0.653,-0.386,-0.319,0.4,0.661,0.632,0.063,-0.307,0.007,-0.108,-0.367,-0.017,2.0
-0.822,1.215,-0.671,1.974,2.169,1.012,-0.591,-2.117,-1.057,-0.994,-1.466,-1.086,-1.32,-3.001,-1.739,-0.888,0.241,0.63,0.674,0.621,-0.255,-0.306,-0.159,-0.118,-0.794,0.194,0.274,0.567,0.695,0.762,0.457,0.36,0.529,0.682,0.388,0.71,0.319,0.44,1.084,1.055,-0.371,-0.509,-0.478,1.316,2.243,1.248,1.863,-1.108,-0.9,-0.371,-0.516,-0.344,-2.335,-1.891,-1.133,-3.652,0.06,0.321,-0.052,-0.142,-0.591,0.338,0.296,0.747,0.739,0.867,0.891,1.011,0.624,1.494,1.0
0.781,6.469,1.545,1.281,0.921,-0.571,-0.901,-0.941,-1.027,-0.095,-0.663,-0.849,-1.934,-1.841,-2.2,-1.816,-1.573,-1.27,-0.717,-0.392,-0.565,0.581,1.415,-0.332,0.739,0.18,0.064,0.196,-0.123,-0.517,-0.209,0.254,-0.906,-0.305,-0.89,-0.071,-0.366,-0.294,-0.427,-0.55,0.311,1.908,2.639,1.184,0.73,-0.352,-0.933,-0.368,-0.284,-0.653,1.783,-0.579,-1.243,-1.742,-1.217,1.136,1.463,0.682,0.443,0.492,0.507,0.457,0.514,0.138,-0.091,-0.345,-0.299,0.17,1.367,2.195,2.0
