@RELATION SonyAIBORobotSurface1

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC

@DATA
0.563,0.154,1.858,0.271,0.121,0.689,0.614,0.171,0.311,0.842,0.014,0.73,0.302,1.075,0.259,0.231,0.263,0.816,0.577,0.253,0.124,0.429,0.035,0.39,0.278,0.821,0.507,0.115,0.172,0.644,0.438,0.588,0.056,0.323,0.078,0.627,0.758,1.661,0.426,0.565,0.487,0.823,0.233,0.761,0.311,1.075,1.02,0.088,0.599,1.987,1.534,1.084,0.339,0.144,0.375,0.3,0.967,1.622,0.683,0.483,0.071,0.437,0.128,0.525,0.374,0.071,0.605,0.208,0.313,0.167
0.171,0.108,1.165,0.932,0.752,0.902,0.731,0.225,0.232,0.365,1.335,0.615,0.16,0.352,0.205,0.433,0.723,0.386,0.012,0.061,0.489,0.09,0.317,0.494,0.509,0.374,0.121,0.418,0.275,0.558,0.338,0.288,0.05,1.041,0.912,0.139,0.422,0.485,0.632,0.048,0.914,0.215,1.343,0.582,1.704,0.582,0.865,0.653,0.485,0.522,0.927,0.758,0.11,0.064,1.242,0.855,0.397,0.525,0.143,0.328,0.091,0.152,0.183,0.406,0.093,0.355,0.014,0.356,0.265,0.556
0.842,0.424,0.274,0.245,1.766,0.616,1.442,0.161,0.316,1.036,0.299,0.601,0.04,0.486,0.623,0.036,0.669,0.686,0.53,0.236,0.217,0.132,0.276,0.044,0.082,0.119,0.093,0.374,0.156,0.258,0.605,0.238,1.034,0.446,0.501,0.253,0.471,0.442,1.183,0.107,1.161,1.989,1.09,0.52,0.642,0.517,0.067,0.27,0.571,0.111,0.535,0.621,0.224,0.43,0.177,0.426,0.26,0.221,0.184,0.347,0.254,0.181,0.148,0.208,0.464,0.066,0.713,0.5,0.797,0.364
0.611,1.206,0.774,0.136,0.458,0.974,0.209,0.814,0.282,0.021,0.616,0.886,0.468,0.585,0.517,0.527,0.186,0.052,1.144,0.459,0.519,0.985,0.091,0.238,0.631,0.345,0.208,0.442,0.304,0.139,0.487,0.656,0.038,0.264,0.0,0.723,0.204,0.082,0.78,1.523,1.37,0.055,0.262,3.54,0.174,0.188,0.475,0.583,0.265,0.568,0.6,0.252,0.4,0.032,0.876,0.805,0.186,0.283,0.777,0.561,0.07,0.596,0.383,0.073,0.154,1.027,0.133,0.16,0.331,0.189
0.249,0.077,1.126,0.254,0.631,0.416,0.88,0.267,0.896,0.291,1.405,0.615,0.965,0.172,0.648,0.69,1.362,0.654,0.8,0.929,0.274,0.024,0.1,0.858,0.399,0.165,0.6,0.097,0.27,1.271,0.445,0.003,0.583,0.53,0.489,0.436,0.005,0.43,0.961,0.084,1.358,0.586,0.562,0.052,0.488,0.121,1.487,0.683,0.079,0.205,0.478,0.646,0.033,0.102,0.942,0.61,0.72,1.127,0.5,0.247,0.618,0.941,0.238,0.741,0.228,0.093,0.395,0.369,0.287,0.188
1.565,1.812,0.012,0.774,1.011,0.071,0.838,0.536,0.164,0.431,0.057,0.797,0.272,0.73,0.691,0.07,0.083,0.022,0.259,0.022,0.407,0.166,0.084,0.459,0.102,0.257,0.412,0.167,0.274,0.309,0.611,0.501,0.448,0.257,0.364,0.225,0.155,0.218,0.401,0.025,1.295,1.421,1.453,0.853,2.359,0.285,0.309,0.93,0.021,0.829,1.293,0.416,0.007,0.033,0.111,0.602,0.551,0.372,0.45,0.362,0.22,0.067,0.256,0.095,0.079,0.414,0.805,0.003,0.279,0.942
0.154,1.996,0.992,0.24,0.283,0.138,1.312,0.443,0.117,0.261,0.757,0.142,0.706,0.741,0.459,0.0,0.397,0.032,0.531,0.311,0.002,0.131,0.206,0.032,0.132,0.066,0.727,0.06,0.134,0.116,0.762,0.355,0.42,0.251,0.304,0.47,0.265,0.37,0.529,0.341,1.985,0.681,0.645,0.839,1.336,1.178,0.286,0.929,0.433,0.41,0.463,0.988,0.469,0.278,0.612,0.178,1.238,0.772,0.823,0.937,0.296,0.324,0.324,0.103,0.747,0.262,0.104,0.203,0.168,0.282
0.845,1.607,0.618,0.241,1.156,0.17,0.407,0.321,0.134,0.138,0.05,0.431,1.256,0.005,0.105,0.243,0.441,0.14,0.913,0.395,0.771,0.139,0.118,0.613,1.285,0.061,0.529,0.425,0.564,0.097,0.529,0.507,0.167,0.33,0.173,0.074,0.084,0.053,0.524,0.669,0.497,0.238,0.711,0.333,0.87,0.375,1.012,0.772,0.229,1.388,0.491,0.097,0.058,0.045,0.748,0.34,0.393,0.342,0.556,0.126,0.643,0.06,0.036,0.186,0.459,0.587,0.793,0.278,0.872,0.362
0.589,1.732,1.417,0.421,0.598,0.032,0.881,0.689,0.246,0.492,0.681,0.066,1.537,0.481,0.309,0.617,0.065,0.785,0.659,0.723,0.306,0.115,0.113,0.073,1.068,0.326,0.123,0.446,0.481,0.387,0.314,0.369,0.047,0.279,0.161,0.724,0.101,0.22,0.843,0.237,1.058,0.573,0.831,0.583,0.77,0.192,0.718,0.477,0.237,0.135,0.373,0.25,0.51,0.351,0.599,0.717,0.519,0.456,1.487,0.108,0.231,0.167,0.311,0.127,0.598,0.172,0.371,0.545,0.896,0.788
0.56,2.268,1.757,0.745,0.228,0.998,0.613,0.754,0.26,0.671,0.007,0.283,0.309,0.103,0.365,0.278,1.581,0.726,0.092,0.021,0.342,0.081,0.623,0.571,0.081,0.499,0.342,0.027,0.396,0.152,0.154,0.583,0.25,0.218,0.624,0.083,0.312,0.512,0.664,0.939,0.514,0.993,0.932,0.428,0.693,0.309,0.396,0.245,0.178,0.325,0.737,0.267,0.054,0.003,0.635,1.854,0.776,0.133,0.011,0.084,0.07,0.589,0.138,0.024,0.214,0.26,0.199,0.315,0.421,0.451
