@RELATION SmoothSubspace

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.725,0.618,0.95,0.611,0.712,0.567,0.011,0.336,0.999,1.261,0.322,0.208,-0.015,0.871,0.836,1.0
0.432,0.872,0.748,0.665,1.161,0.328,1.117,-0.291,0.564,0.659,2.138,0.591,3.471,0.225,0.386,1.0
0.98,0.24,0.772,0.353,-0.004,0.456,0.219,0.584,0.853,0.836,0.359,0.616,0.498,0.503,0.357,1.0
0.382,1.351,-0.177,0.383,0.402,0.403,-1.789,0.41,0.431,0.419,0.348,0.376,1.003,0.561,0.585,1.0
-0.244,0.77,0.9,0.809,0.411,0.823,0.152,0.063,0.398,0.671,0.986,0.963,0.328,-0.041,1.095,1.0
0.468,0.859,0.313,0.489,0.534,0.286,1.075,0.724,0.999,1.396,0.533,0.625,-0.183,0.64,0.012,1.0
0.727,0.875,0.595,0.413,0.436,-0.236,1.715,0.162,-0.707,0.775,0.587,1.213,0.348,0.567,0.073,1.0
0.397,0.576,0.908,0.456,0.23,-0.491,0.938,0.751,0.337,0.82,0.505,0.431,0.326,0.773,0.045,1.0
0.487,0.773,0.75,0.638,0.599,0.508,1.021,0.139,0.439,0.79,0.654,0.845,0.237,-0.433,0.607,1.0
0.611,0.712,0.368,0.515,0.218,-0.419,0.395,-0.682,0.901,0.832,0.303,0.358,-0.128,0.42,0.725,1.0
-0.329,0.267,0.657,0.797,0.506,0.726,1.041,0.448,0.705,0.989,0.76,0.635,0.772,-1.291,0.315,1.0
0.781,0.71,0.542,0.101,0.628,-0.22,0.413,0.217,0.326,1.031,0.181,-1.26,0.497,0.835,0.93,1.0
0.372,0.75,0.887,0.165,0.583,0.303,1.37,0.532,0.737,0.623,0.833,0.681,-0.087,-1.042,0.414,1.0
0.312,0.689,0.891,0.668,0.554,0.941,0.132,-0.061,0.506,0.215,0.889,1.091,-1.015,0.073,-0.22,1.0
0.539,0.696,-0.576,0.281,0.403,1.144,0.83,0.943,0.836,0.148,2.554,0.082,0.795,0.923,0.083,1.0
0.685,0.594,0.931,0.264,-0.123,0.421,-0.313,0.485,0.169,0.818,0.985,0.871,0.129,0.401,0.257,1.0
0.652,1.425,1.561,0.545,0.26,0.067,0.635,-0.041,0.849,0.56,0.687,0.908,0.811,0.288,0.922,1.0
0.675,0.615,0.77,0.642,0.912,0.764,0.29,0.278,0.928,0.622,0.813,0.527,0.195,0.117,2.371,1.0
0.477,0.929,0.625,0.122,0.534,0.206,0.976,0.192,-0.106,1.259,0.452,0.799,0.151,0.38,-0.726,1.0
0.478,0.485,0.43,0.112,1.242,0.435,0.313,0.539,0.083,1.483,0.044,-0.168,1.258,0.753,1.021,1.0
1.157,0.505,2.154,0.44,0.163,1.166,0.817,0.279,1.51,0.149,0.453,0.696,1.023,0.167,0.446,1.0
-0.077,0.446,0.793,0.581,0.538,0.739,0.047,1.183,0.507,0.781,0.935,0.358,-0.303,0.259,0.922,1.0
0.948,0.613,0.354,1.53,0.636,-0.037,-0.052,0.12,0.783,0.875,0.913,0.551,0.015,0.869,0.038,1.0
0.58,0.619,0.715,-0.669,1.661,0.437,-0.277,0.752,0.564,0.398,0.489,0.028,0.175,0.313,0.863,1.0
0.324,0.224,0.668,0.736,0.44,1.26,0.255,0.11,-0.279,0.701,0.563,0.994,0.205,0.203,0.063,1.0
0.597,0.596,0.793,0.242,0.193,-0.143,0.591,1.59,0.609,0.203,-0.138,0.667,0.695,-0.049,0.603,1.0
0.296,0.959,0.138,0.326,0.402,0.401,1.04,0.237,0.026,0.684,0.812,0.292,0.693,0.987,-0.194,1.0
0.802,0.061,1.068,0.51,0.963,0.003,0.699,0.273,0.864,0.71,-0.011,-0.161,1.222,0.313,0.183,1.0
1.117,0.722,0.771,-0.161,0.767,0.539,0.923,0.983,0.618,0.659,0.166,0.538,0.336,1.259,0.508,1.0
1.015,0.536,0.678,0.452,0.591,0.592,0.52,1.712,0.948,-0.05,0.04,0.491,0.521,2.515,0.564,1.0
0.367,-0.349,0.412,-0.424,1.238,0.888,0.441,0.053,-0.365,0.663,0.893,0.592,0.478,0.682,-0.077,1.0
0.469,-0.017,0.704,0.566,0.776,0.816,0.109,0.717,0.203,0.382,-0.782,1.049,0.109,0.834,0.415,1.0
0.57,1.098,0.719,0.269,0.226,0.31,1.502,0.137,0.647,1.718,1.588,0.772,0.081,0.479,1.075,1.0
0.484,0.571,1.05,0.792,0.126,0.267,0.478,-0.218,0.599,1.268,0.533,1.025,0.584,0.292,1.768,1.0
0.51,0.4,0.422,0.41,0.728,-0.28,-0.192,0.125,0.887,0.457,0.419,0.063,0.711,1.816,0.151,1.0
-0.139,0.678,0.94,0.947,0.744,0.002,1.366,0.896,0.111,0.803,0.286,0.67,0.509,0.623,0.377,1.0
0.284,0.969,0.471,0.099,-0.318,0.098,0.36,0.41,0.56,0.82,0.693,-0.205,0.563,0.424,0.114,2.0
1.136,0.403,1.362,1.165,0.4,0.312,0.336,0.263,0.439,0.503,0.412,-0.259,-0.01,0.887,0.738,2.0
0.599,0.852,0.573,0.283,0.767,0.127,0.17,0.386,0.807,0.349,0.324,1.291,0.29,0.29,0.794,2.0
-0.003,0.37,0.609,0.511,0.079,0.242,0.325,0.287,0.478,0.381,-1.013,0.113,0.119,0.926,0.744,2.0
-0.061,0.323,-0.52,1.204,0.033,-0.031,0.486,0.223,0.276,0.973,1.317,0.52,-0.182,0.621,0.65,2.0
0.618,0.602,0.746,0.835,0.779,0.208,-0.05,0.549,0.063,0.568,0.294,0.669,0.448,0.408,0.64,2.0
-0.478,0.076,0.172,0.401,0.57,0.361,0.384,0.385,0.971,-0.193,0.206,-0.442,1.291,0.813,0.378,2.0
0.16,0.015,0.705,0.264,0.197,0.186,0.108,0.29,0.588,0.454,0.97,0.646,-0.104,0.331,2.075,2.0
0.343,0.039,0.541,0.912,0.403,-0.004,0.118,-0.41,0.718,0.546,0.759,0.541,0.736,0.712,-0.456,2.0
0.521,0.796,0.423,0.169,1.164,0.113,0.246,0.452,0.255,0.888,0.546,0.713,-0.177,0.706,-0.251,2.0
-0.233,1.182,0.098,0.748,0.813,0.265,0.498,0.448,0.349,1.251,-0.358,0.457,0.782,0.909,0.641,2.0
0.59,0.36,1.111,0.335,0.086,0.518,1.021,0.499,0.189,0.542,0.186,1.122,0.689,0.219,-0.052,2.0
-1.012,0.429,0.04,0.355,1.01,0.418,0.577,0.419,1.121,0.218,0.419,0.708,0.683,0.517,-0.063,2.0
0.936,0.898,0.145,-0.2,1.024,0.319,-0.091,-0.109,0.194,0.363,1.107,0.501,0.626,0.68,0.423,2.0
-0.072,0.311,1.01,0.267,0.633,-0.181,0.309,0.398,0.369,0.534,1.001,0.289,-0.327,0.209,0.826,2.0
0.476,0.198,0.041,0.067,0.389,0.74,0.169,0.619,0.281,0.508,0.934,0.425,0.396,0.367,-0.376,2.0
0.264,0.894,0.694,0.653,1.17,0.415,0.383,0.354,1.06,0.08,0.807,1.367,-0.223,1.114,0.118,2.0
0.476,0.292,0.245,0.667,0.86,0.258,0.226,0.396,0.419,0.5,0.364,0.048,0.614,-0.164,1.461,2.0
0.214,0.486,-0.042,1.359,1.163,0.336,-0.339,0.364,0.646,0.296,0.379,0.704,0.058,0.555,-0.198,2.0
0.078,0.697,0.407,0.053,0.263,0.601,0.488,0.336,-0.511,0.181,0.675,0.874,0.716,0.616,0.362,2.0
0.64,0.113,0.313,1.071,0.751,-0.489,0.418,-0.164,0.434,0.61,0.4,0.489,0.59,0.683,0.647,2.0
0.392,0.467,0.213,-0.015,0.046,0.748,0.501,0.454,0.247,0.358,0.381,0.911,-0.653,-0.029,1.137,2.0
0.145,0.124,-0.274,0.353,0.105,0.317,-1.239,0.356,0.313,0.623,0.301,1.213,0.393,1.12,0.643,2.0
0.157,0.637,-0.071,0.499,0.496,0.264,0.047,-0.217,0.334,-0.174,0.478,-0.044,0.651,1.007,0.666,2.0
0.486,0.404,-0.352,-0.168,0.747,0.202,-0.32,0.549,-0.469,0.408,0.557,0.587,0.775,-0.189,0.375,2.0
0.495,1.035,0.903,0.973,-0.094,0.393,-1.345,0.247,0.292,0.812,0.979,0.089,0.778,0.213,0.955,2.0
1.464,0.72,0.256,0.451,0.73,0.175,0.551,0.449,0.316,0.163,0.309,0.58,-0.295,0.156,0.219,2.0
1.182,0.002,0.885,0.704,0.804,0.233,0.107,-0.605,0.305,0.249,0.367,0.488,0.299,0.811,0.49,2.0
0.45,1.335,0.717,-0.119,0.642,0.211,0.291,0.742,0.097,0.233,-0.02,0.972,0.277,0.611,0.542,2.0
0.265,1.854,0.857,0.249,0.362,0.39,0.033,0.782,0.155,0.244,0.647,0.829,0.008,0.439,0.09,2.0
0.104,0.406,0.447,1.189,-0.14,0.304,0.554,0.409,0.069,0.457,0.586,0.622,0.867,-0.899,0.365,2.0
0.988,0.436,0.893,0.48,0.157,0.339,0.335,0.289,0.471,0.202,0.979,1.036,0.638,0.448,0.167,2.0
0.055,0.571,0.08,0.015,1.094,-0.089,0.08,0.432,0.371,0.47,0.92,0.98,-0.325,0.032,0.567,2.0
0.423,0.326,0.359,0.139,0.972,0.384,-0.87,0.698,0.072,-0.036,0.346,0.313,-0.129,0.63,0.173,2.0
-0.027,0.715,0.764,0.991,0.859,-0.016,0.984,-0.139,0.72,0.22,-0.059,1.663,0.261,0.815,0.804,2.0
-0.228,0.593,0.519,-0.221,0.973,0.195,0.433,0.13,0.325,-0.074,-0.068,1.127,1.071,1.355,1.082,2.0
0.766,0.634,0.243,0.907,-0.197,0.217,0.485,0.046,0.496,0.642,1.179,0.248,0.828,-0.037,-0.873,2.0
-0.169,-0.24,1.158,0.099,0.252,0.161,0.291,0.366,-0.153,0.519,0.437,-0.745,0.67,1.114,1.153,2.0
0.62,0.389,0.861,1.051,0.347,0.24,0.413,-0.203,0.359,0.28,2.019,0.682,0.381,1.127,0.579,2.0
0.178,0.159,0.96,0.814,-0.145,1.746,0.41,0.367,-0.505,0.32,0.368,1.512,0.729,1.585,0.123,2.0
0.543,1.042,1.039,0.731,1.429,0.072,-0.39,0.498,-0.189,0.461,-0.066,0.466,0.49,0.94,0.282,2.0
0.551,0.661,0.42,-0.474,0.284,0.337,0.275,0.997,-0.901,0.336,0.207,0.512,0.213,0.918,1.262,2.0
0.404,-0.779,-0.365,0.975,0.415,-0.163,0.513,0.299,0.124,0.633,1.313,2.068,0.121,0.899,0.554,2.0
0.199,0.849,0.375,0.712,0.316,0.292,-0.906,0.429,0.366,0.431,0.805,0.232,0.663,1.416,-0.165,2.0
0.718,1.023,0.094,0.082,0.529,0.159,0.751,-0.225,0.488,0.527,0.731,0.103,0.559,0.678,0.652,2.0
0.264,0.886,0.046,0.15,0.462,0.108,1.169,0.419,1.166,-0.171,0.476,1.986,1.178,0.106,0.905,2.0
0.789,0.73,0.165,-0.62,0.301,0.33,0.546,0.778,-0.036,-0.176,0.576,-0.629,0.371,-0.531,0.301,2.0
0.821,1.231,1.198,-0.207,0.501,0.105,0.083,0.481,0.38,0.494,1.343,-0.075,0.748,-0.089,1.042,2.0
0.118,0.403,0.361,0.162,1.054,0.007,-1.118,0.37,0.214,-0.283,0.338,0.74,-0.072,0.033,0.69,2.0
0.054,1.259,0.424,0.8,-0.029,0.379,0.24,0.132,0.444,0.769,-0.023,0.952,0.573,-0.425,0.676,2.0
0.069,0.301,-0.55,1.208,0.338,-0.133,0.522,1.252,0.348,-0.735,1.351,1.863,-0.086,1.454,0.883,3.0
0.181,-0.005,0.746,0.444,0.279,0.677,0.904,0.882,-0.19,0.119,0.791,0.809,0.907,0.925,0.899,3.0
0.617,0.094,0.463,0.757,1.298,0.94,0.587,0.029,2.312,0.56,0.684,0.354,1.15,0.839,0.889,3.0
0.401,0.988,0.789,1.005,0.346,0.472,0.868,0.927,1.52,0.971,0.49,1.197,0.857,0.483,0.609,3.0
0.277,0.789,0.547,0.687,0.532,0.463,1.134,0.554,0.115,0.167,0.853,1.809,0.985,0.784,0.959,3.0
1.155,1.845,0.011,0.487,0.414,0.559,0.829,0.013,0.629,-0.77,0.652,-0.314,0.977,0.683,0.936,3.0
0.45,0.451,1.232,-0.022,0.47,0.875,0.324,0.123,0.009,0.809,0.897,0.732,1.589,0.011,0.958,3.0
0.58,0.67,0.943,0.561,1.034,1.091,-0.347,0.264,1.011,0.716,0.326,-0.112,0.925,0.642,0.917,3.0
1.455,0.335,0.215,0.337,0.801,0.466,0.242,-0.49,0.04,0.743,2.529,0.943,1.894,0.67,0.262,3.0
1.348,-1.324,0.606,-0.025,-0.115,1.2,1.383,0.338,0.521,0.869,2.052,0.547,0.285,0.877,0.926,3.0
0.23,1.117,-0.334,0.373,0.458,0.86,0.739,0.529,0.391,-0.229,0.979,0.981,0.833,1.104,0.622,3.0
-0.215,0.709,1.773,0.187,1.183,1.313,0.906,1.335,-0.657,0.709,1.059,1.142,1.157,0.89,0.889,3.0
0.738,0.186,0.74,-0.183,1.115,-0.109,0.17,0.535,0.222,0.846,0.923,0.268,0.675,0.798,0.941,3.0
0.7,0.615,0.728,0.447,0.013,1.073,0.564,0.375,-0.001,1.061,1.599,0.716,0.364,0.593,0.913,3.0
0.14,0.578,0.673,0.55,0.9,0.268,0.474,0.617,0.867,0.708,0.929,0.832,1.354,0.905,0.994,3.0
0.093,0.811,0.584,0.655,-0.122,0.835,1.281,0.058,0.576,0.227,0.95,1.124,0.886,0.867,0.66,3.0
0.17,0.816,0.474,0.934,0.29,0.872,-0.163,-0.191,1.23,1.032,0.865,1.074,0.98,1.77,0.048,3.0
1.184,-0.082,0.669,0.905,1.69,1.215,0.171,0.229,0.189,0.01,1.111,0.864,0.85,0.912,1.05,3.0
0.299,1.148,0.092,0.575,0.144,0.38,1.2,0.167,0.322,-0.057,1.118,1.16,1.333,0.572,0.007,3.0
1.07,0.621,0.268,0.864,0.028,0.343,0.872,0.253,1.317,0.744,0.805,0.82,1.526,1.004,1.036,3.0
0.621,0.184,0.068,0.67,0.839,1.013,-0.147,0.432,0.297,0.452,-0.029,-0.574,1.271,1.859,1.361,3.0
0.343,0.196,0.543,0.643,0.637,0.039,0.227,0.551,0.056,1.156,-0.07,0.646,1.079,1.066,0.897,3.0
0.954,0.731,-0.934,0.28,0.973,0.316,0.534,0.463,0.979,0.203,0.752,0.251,1.574,0.39,0.809,3.0
0.865,0.676,0.71,0.66,0.23,0.419,0.504,0.176,0.067,0.459,0.955,0.752,1.757,0.91,0.892,3.0
-0.571,0.419,-0.017,0.491,0.169,0.949,0.368,-0.026,0.108,0.506,0.908,0.592,0.86,0.882,0.931,3.0
0.684,0.266,0.491,0.24,-0.798,0.736,0.219,0.9,0.597,0.416,0.57,-0.541,0.921,-1.042,1.139,3.0
0.774,0.735,0.522,0.841,-0.856,0.412,1.552,0.747,0.934,0.769,1.187,0.931,0.919,1.163,0.987,3.0
0.382,-0.409,0.078,0.344,0.665,0.228,0.363,1.6,0.879,0.357,0.838,1.016,0.879,-0.145,0.61,3.0
0.651,0.854,0.972,0.927,0.208,0.702,1.05,0.328,0.26,0.613,1.135,0.754,0.645,0.828,1.09,3.0
0.737,0.895,1.783,0.87,0.755,0.389,-0.047,0.342,0.142,1.327,0.892,0.346,0.87,1.012,0.904,3.0
0.138,-0.096,0.185,0.93,0.378,0.908,0.346,0.444,0.357,-0.418,0.525,0.264,1.468,0.994,0.926,3.0
0.499,0.596,0.73,0.218,0.589,0.133,0.431,0.698,0.468,0.987,0.771,0.858,0.596,0.975,0.775,3.0
0.979,0.802,0.969,0.127,0.628,0.517,0.575,0.428,-0.429,0.818,0.992,0.919,1.188,1.318,0.835,3.0
0.462,0.669,-0.38,0.395,1.503,-0.545,0.183,0.95,1.583,0.016,0.941,0.995,0.26,0.993,1.538,3.0
-0.101,0.358,0.193,0.181,0.622,0.895,0.18,0.485,0.539,0.886,0.87,0.633,0.879,1.084,1.324,3.0
0.38,0.248,-0.657,-0.01,1.26,0.278,0.891,0.763,1.014,0.683,1.145,0.927,0.052,-1.708,-0.131,3.0
-0.248,0.573,1.135,0.819,-0.008,1.383,0.581,0.61,0.03,-0.078,0.929,1.081,0.45,0.929,0.507,3.0
-0.079,0.466,-1.826,-0.22,0.144,0.154,0.27,0.111,0.578,0.503,0.706,1.891,0.805,0.03,0.79,3.0
0.57,0.626,0.986,0.741,0.61,0.499,0.314,0.606,0.102,0.505,0.857,0.957,1.165,0.886,0.999,3.0
0.311,0.289,0.305,0.628,1.031,0.59,0.651,0.463,0.651,-0.111,0.633,0.745,0.766,1.087,1.349,3.0
0.973,0.952,0.372,0.637,1.418,0.725,0.611,0.102,0.878,0.346,1.272,0.783,1.026,0.33,1.46,3.0
0.903,0.125,0.752,0.438,0.952,0.685,-0.091,0.661,-0.321,0.958,0.347,0.482,1.053,0.635,1.297,3.0
0.71,0.207,0.364,0.295,0.455,0.356,0.604,0.473,0.035,1.11,0.926,0.736,0.628,0.703,0.789,3.0
0.253,1.119,0.942,-0.186,-0.5,0.786,0.569,0.358,0.36,0.048,0.952,0.738,0.773,0.829,0.311,3.0
0.358,0.378,0.636,0.561,0.046,0.405,1.629,0.014,1.833,0.24,0.955,0.607,0.888,-0.016,0.836,3.0
1.2,0.667,1.424,0.84,0.507,0.561,1.309,0.134,0.852,0.13,0.836,0.627,1.237,0.756,0.952,3.0
0.418,0.301,1.975,-0.393,0.383,0.417,0.59,0.89,0.521,0.537,0.764,0.901,-0.184,0.871,-0.043,3.0
0.078,0.284,0.05,0.578,0.253,0.372,0.231,0.552,0.86,0.567,1.046,0.532,0.953,0.654,0.44,3.0
0.667,0.517,0.231,0.376,0.663,0.267,3.083,0.585,0.743,0.904,1.264,0.558,1.742,0.394,1.342,3.0
0.238,0.216,0.197,0.462,0.17,0.37,0.225,0.546,0.217,0.639,1.313,1.141,1.105,0.777,2.166,3.0
