@RELATION SmoothSubspace

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.537,0.681,0.529,0.473,0.431,-0.134,0.512,-0.305,0.843,0.787,0.276,0.395,-0.041,0.373,0.613,1.0
0.076,0.458,0.699,0.661,0.588,0.624,0.921,0.368,0.786,0.93,0.747,0.629,0.791,-0.204,0.236,1.0
0.649,0.685,0.628,0.249,0.666,0.086,0.638,0.407,0.429,0.983,0.282,-0.315,0.521,0.667,0.882,1.0
0.44,0.682,0.759,0.326,0.605,0.179,1.106,0.737,0.68,0.745,0.78,0.744,-0.008,-0.224,0.387,1.0
0.415,0.613,0.818,0.59,0.558,0.839,0.139,0.198,0.308,0.189,0.939,0.902,-0.365,0.095,-0.1,1.0
0.539,0.695,0.107,0.396,0.51,0.92,0.8,0.928,0.66,0.137,1.591,0.197,0.863,0.599,0.096,1.0
0.634,0.601,0.861,0.394,0.26,0.256,-0.141,0.485,0.177,0.816,0.978,0.864,0.489,0.398,0.332,1.0
0.605,1.049,1.146,0.526,0.452,0.245,0.567,0.003,0.622,0.55,0.786,0.87,0.686,0.425,0.915,1.0
0.625,0.586,0.772,0.633,0.767,0.777,0.234,0.191,0.91,0.507,0.766,0.489,0.284,0.091,1.305,1.0
0.461,0.775,0.636,0.32,0.585,0.35,0.812,0.14,0.104,0.851,0.289,0.693,0.179,0.319,-0.161,1.0
0.486,0.519,0.604,0.287,0.948,0.474,0.525,0.616,0.091,1.117,0.228,0.057,1.101,0.875,0.982,1.0
0.849,0.507,1.468,0.476,0.409,1.078,0.773,0.284,0.822,0.203,0.491,0.68,0.954,0.369,0.443,1.0
0.191,0.515,0.765,0.535,0.557,0.711,0.045,1.089,0.347,0.838,0.937,0.35,0.341,0.292,0.877,1.0
0.801,0.598,0.583,1.013,0.628,0.014,0.396,0.11,0.69,0.854,0.919,0.743,0.123,0.884,0.385,1.0
0.6,0.642,0.738,-0.085,1.145,0.302,-0.112,0.73,0.598,0.488,0.392,0.03,0.536,0.586,0.901,1.0
0.34,0.432,0.685,0.619,0.473,0.923,0.143,0.176,0.006,0.722,0.507,0.996,0.2,0.33,0.14,1.0
0.584,0.619,0.749,0.31,0.44,0.05,0.54,1.244,0.652,0.208,-0.054,0.402,0.639,-0.015,0.601,1.0
0.371,0.771,0.402,0.384,0.502,0.461,0.625,0.225,0.065,0.724,0.671,0.173,0.374,0.798,-0.058,1.0
0.648,0.314,0.896,0.495,0.788,0.222,0.49,0.285,0.831,0.706,0.336,-0.018,1.031,0.328,0.352,1.0
0.899,0.717,0.746,0.192,0.722,0.379,0.711,0.724,0.492,0.672,0.172,0.357,0.21,0.909,0.602,1.0
0.703,0.583,0.727,0.488,0.566,0.568,0.566,1.35,0.844,0.052,0.112,0.357,0.554,1.452,0.642,1.0
0.453,0.166,0.566,0.016,0.972,0.874,0.229,0.308,-0.036,0.658,0.819,0.551,0.607,0.755,-0.013,1.0
0.523,0.255,0.709,0.525,0.681,0.794,0.368,0.446,0.204,0.371,-0.368,0.972,0.131,0.559,0.423,1.0
0.506,0.882,0.763,0.374,0.416,0.224,1.242,0.303,0.644,1.074,0.986,0.772,0.088,0.443,0.89,1.0
0.509,0.584,0.929,0.655,0.411,0.143,0.508,-0.078,0.543,0.711,0.659,0.878,0.509,0.334,1.316,1.0
0.514,0.479,0.575,0.511,0.635,-0.118,0.085,0.283,0.926,0.569,0.612,0.274,0.717,1.35,0.137,1.0
0.156,0.612,0.81,0.719,0.694,0.175,0.959,0.895,0.111,0.781,0.28,0.586,0.406,0.599,0.523,1.0
0.229,0.951,0.4,0.054,-0.032,0.183,0.361,0.397,0.441,0.628,0.719,0.108,0.729,0.399,0.099,2.0
0.581,0.397,1.006,1.04,0.362,0.258,0.301,0.308,0.369,0.421,0.44,-0.084,0.384,0.905,0.83,2.0
0.547,0.879,0.508,0.345,0.786,0.131,0.276,0.396,0.577,0.354,0.374,1.089,0.417,0.296,0.717,2.0
0.068,0.372,0.581,0.606,0.331,0.286,0.336,0.368,0.412,0.384,-0.193,0.074,0.126,0.962,0.769,2.0
0.274,0.272,-0.082,1.023,0.179,0.123,0.42,0.321,0.282,0.685,1.107,0.732,0.323,0.586,0.517,2.0
0.667,0.601,0.652,0.737,0.885,0.226,0.16,0.446,0.155,0.479,0.269,0.72,0.286,0.482,0.477,2.0
0.037,0.043,0.179,0.377,0.67,0.347,0.394,0.381,0.635,0.109,0.22,-0.119,1.095,0.634,0.378,2.0
0.213,0.1,0.619,0.223,0.176,0.234,0.181,0.334,0.454,0.418,0.924,0.685,0.118,0.335,1.407,2.0
0.315,0.075,0.541,0.934,0.38,0.101,0.199,0.016,0.462,0.492,0.866,0.509,0.694,0.642,-0.196,2.0
0.597,0.817,0.31,0.181,0.954,0.173,0.269,0.42,0.278,0.67,0.415,0.661,0.019,0.722,-0.065,2.0
-0.043,0.719,0.134,0.679,0.797,0.3,0.422,0.419,0.301,0.834,0.221,0.369,0.81,0.72,0.639,2.0
0.676,0.367,0.763,0.272,0.348,0.402,0.678,0.452,0.249,0.491,0.337,0.731,0.777,0.264,0.164,2.0
-0.326,0.493,0.288,0.481,0.879,0.369,0.425,0.401,0.777,0.315,0.534,0.817,0.672,0.573,0.154,2.0
0.756,0.935,0.081,-0.078,0.911,0.319,0.098,0.094,0.249,0.4,0.579,0.486,0.557,0.681,0.401,2.0
0.078,0.273,1.001,0.352,0.663,0.026,0.32,0.366,0.36,0.453,0.937,0.361,0.191,0.201,0.796,2.0
0.453,0.175,0.059,0.034,0.398,0.482,0.217,0.491,0.32,0.411,0.7,0.458,0.337,0.421,0.076,2.0
0.253,0.852,0.587,0.638,1.05,0.358,0.379,0.377,0.667,0.221,0.811,1.171,-0.073,1.033,0.105,2.0
0.454,0.438,0.22,0.711,0.876,0.257,0.285,0.383,0.362,0.467,0.509,0.151,0.687,-0.011,1.221,2.0
0.562,0.662,0.016,1.108,0.997,0.273,-0.002,0.365,0.463,0.38,0.431,0.709,0.283,0.384,0.031,2.0
0.044,0.641,0.439,0.105,0.244,0.417,0.412,0.331,-0.068,0.245,0.712,0.851,0.613,0.547,0.208,2.0
0.798,0.102,0.509,1.035,0.646,-0.119,0.371,0.063,0.351,0.499,0.248,0.449,0.629,0.589,0.631,2.0
0.362,0.486,0.203,0.102,0.154,0.501,0.408,0.412,0.233,0.406,0.306,0.843,-0.059,0.012,0.799,2.0
0.076,0.128,0.018,0.404,0.136,0.258,-0.419,0.397,0.256,0.497,0.265,0.75,0.407,1.035,0.728,2.0
0.173,0.662,0.05,0.464,0.557,0.245,0.207,0.101,0.333,0.127,0.493,0.038,0.56,1.003,0.457,2.0
0.505,0.683,0.006,-0.049,0.747,0.237,-0.023,0.464,-0.091,0.389,0.572,0.687,0.749,0.121,0.382,2.0
0.629,0.78,0.808,0.915,0.264,0.365,-0.484,0.282,0.302,0.603,0.907,0.123,0.642,0.248,0.883,2.0
1.106,0.715,0.528,0.571,0.738,0.22,0.454,0.432,0.326,0.333,0.427,0.561,0.101,0.257,0.269,2.0
1.064,0.096,0.927,0.721,0.866,0.259,0.23,-0.097,0.327,0.277,0.312,0.346,0.521,0.858,0.478,2.0
0.446,1.041,0.733,0.209,0.438,0.252,0.315,0.599,0.174,0.31,0.352,0.96,0.172,0.61,0.553,2.0
0.291,1.248,0.833,0.245,0.443,0.365,0.202,0.594,0.209,0.304,0.646,0.694,0.006,0.475,0.534,2.0
0.161,0.49,0.614,0.985,0.047,0.295,0.484,0.363,0.176,0.457,0.724,0.644,0.901,-0.237,0.307,2.0
0.622,0.248,0.887,0.449,0.144,0.279,0.363,0.341,0.404,0.35,0.976,0.79,0.521,0.399,0.095,2.0
0.029,0.314,0.107,0.24,0.963,0.051,0.217,0.389,0.341,0.461,0.89,0.94,-0.124,0.071,0.517,2.0
0.483,0.389,0.445,0.174,0.965,0.362,-0.291,0.543,0.2,0.162,0.602,0.48,0.089,0.631,0.286,2.0
0.011,0.72,0.721,0.692,0.731,0.111,0.659,0.114,0.526,0.298,0.414,0.846,0.305,0.741,0.802,2.0
-0.077,0.715,0.363,0.328,0.864,0.195,0.366,0.25,0.297,0.145,0.115,0.993,0.985,1.065,0.932,2.0
0.769,0.712,0.22,0.672,0.272,0.213,0.361,0.191,0.41,0.521,0.945,0.346,0.823,0.088,-0.31,2.0
-0.051,-0.024,0.935,0.096,0.198,0.225,0.307,0.346,0.053,0.48,0.453,-0.233,0.536,0.917,0.985,2.0
0.633,0.502,0.928,0.889,0.335,0.224,0.348,0.061,0.353,0.371,1.454,0.69,0.43,1.06,0.646,2.0
0.2,0.304,0.816,0.814,0.006,0.975,0.425,0.339,-0.107,0.328,0.354,1.206,0.602,1.245,0.192,2.0
0.382,1.011,0.745,0.637,1.157,0.171,-0.039,0.412,0.05,0.418,0.009,0.552,0.677,0.964,0.455,2.0
0.527,0.385,0.426,-0.175,0.415,0.301,0.281,0.685,-0.3,0.391,0.119,0.712,0.372,0.95,1.005,2.0
0.403,-0.141,0.066,0.784,0.362,-0.004,0.434,0.35,0.161,0.518,1.147,1.168,0.228,0.864,0.65,2.0
0.273,0.88,0.372,0.699,0.365,0.293,-0.312,0.377,0.345,0.431,0.703,0.171,0.452,1.114,-0.033,2.0
0.706,0.985,0.21,0.214,0.386,0.226,0.568,0.048,0.4,0.5,0.61,0.118,0.571,0.558,0.574,2.0
0.272,0.857,0.113,0.387,0.374,0.161,0.728,0.366,0.689,0.094,0.387,1.409,0.915,0.126,0.899,2.0
0.775,0.5,0.354,-0.075,0.324,0.274,0.427,0.533,0.121,0.115,0.706,-0.307,0.543,0.159,0.361,2.0
0.803,0.951,0.938,0.085,0.5,0.199,0.151,0.48,0.346,0.487,1.135,0.012,0.802,0.15,0.987,2.0
0.121,0.347,0.42,0.223,0.938,0.114,-0.384,0.339,0.223,0.063,0.33,0.699,0.159,0.058,0.704,2.0
0.104,1.124,0.41,0.802,-0.014,0.303,0.261,0.255,0.368,0.6,0.428,0.899,0.515,-0.197,0.593,2.0
0.173,0.319,-0.071,1.055,0.413,-0.066,0.359,1.113,0.343,-0.312,1.113,1.327,0.393,1.156,0.922,3.0
0.276,0.118,0.624,0.426,0.201,0.768,0.906,0.898,-0.012,0.1,0.862,0.729,0.91,0.967,0.906,3.0
0.592,0.104,0.48,0.696,0.956,0.827,0.611,0.195,1.56,0.479,0.819,0.535,1.031,0.832,0.912,3.0
0.379,0.89,0.789,0.643,0.413,0.385,0.72,0.57,1.185,0.984,0.657,0.974,0.825,0.664,0.745,3.0
0.284,0.663,0.605,0.538,0.318,0.462,0.963,0.719,0.171,0.545,0.876,1.283,0.911,0.769,0.961,3.0
0.779,1.21,0.076,0.424,0.499,0.41,0.877,0.018,0.628,-0.341,0.822,0.27,0.981,0.708,0.966,3.0
0.403,0.466,0.813,0.031,0.476,0.869,0.247,0.172,0.155,0.821,0.903,0.715,1.266,0.468,0.976,3.0
0.516,0.585,0.946,0.407,1.012,1.034,0.018,0.309,0.85,0.744,0.623,0.323,0.928,0.73,0.92,3.0
0.987,0.426,0.207,0.521,0.795,0.486,0.2,-0.232,0.129,0.459,1.688,0.846,1.412,0.79,0.575,3.0
1.117,-0.237,0.718,0.33,0.072,1.046,1.123,0.306,0.263,0.894,1.453,0.624,0.586,0.901,0.941,3.0
0.335,0.992,0.146,0.386,0.465,0.755,0.863,0.347,0.436,0.32,0.946,0.875,0.859,0.962,0.753,3.0
0.038,0.78,1.262,0.281,0.948,0.922,0.895,1.125,-0.29,0.714,1.003,0.895,1.018,0.888,0.89,3.0
0.749,0.165,0.736,-0.088,0.836,0.095,0.212,0.532,0.564,0.701,0.911,0.539,0.788,0.757,0.935,3.0
0.792,0.683,0.62,0.594,0.048,0.869,0.322,0.412,0.09,0.929,1.221,0.724,0.642,0.692,0.904,3.0
0.172,0.591,0.768,0.6,0.603,0.233,0.473,0.62,0.885,0.826,0.929,0.774,1.123,0.893,0.959,3.0
0.244,0.632,0.529,0.568,0.073,0.743,1.104,0.07,0.787,0.227,0.907,0.917,0.904,0.853,0.756,3.0
0.177,0.851,0.535,0.842,0.287,0.865,0.101,0.012,1.093,0.838,0.854,0.895,0.963,1.341,0.51,3.0
1.023,0.066,0.711,0.873,1.153,0.781,0.171,0.239,0.103,0.039,1.026,0.768,0.892,0.914,0.975,3.0
0.27,1.07,0.225,0.577,0.232,0.554,0.951,0.169,0.447,0.388,1.015,0.992,1.119,0.696,0.486,3.0
0.906,0.486,0.387,0.719,0.04,0.477,0.818,0.203,1.113,0.765,0.857,0.799,1.261,0.944,0.992,3.0
0.452,0.093,0.421,0.689,0.814,1.003,0.107,0.473,0.34,0.417,0.472,0.086,1.089,1.358,1.18,3.0
0.4,0.405,0.538,0.556,0.687,0.395,0.133,0.605,0.374,0.992,0.399,0.707,1.028,0.96,0.934,3.0
0.935,0.778,-0.16,0.405,0.911,0.35,0.459,0.686,0.96,0.372,0.877,0.434,1.23,0.583,0.907,3.0
0.863,0.682,0.806,0.674,0.232,0.407,0.49,0.355,0.075,0.55,0.856,0.755,1.327,0.908,0.906,3.0
-0.151,0.318,0.047,0.409,0.161,0.887,0.267,0.075,0.135,0.507,0.886,0.667,0.884,0.886,0.903,3.0
0.557,0.257,0.328,0.237,-0.369,0.743,0.29,0.652,0.674,0.407,0.693,0.071,0.934,-0.09,1.01,3.0
0.836,0.732,0.364,0.836,-0.377,0.305,1.259,0.865,0.794,0.758,1.013,0.847,0.918,1.037,0.937,3.0
0.511,-0.19,0.423,0.349,0.674,0.364,0.634,1.294,0.844,0.424,0.865,0.866,0.845,0.371,0.801,3.0
0.647,0.664,0.97,0.836,0.296,0.735,0.913,0.438,0.279,0.381,1.049,0.706,0.767,0.848,0.991,3.0
0.503,0.852,1.307,0.927,0.807,0.375,0.277,0.369,0.146,1.149,0.905,0.556,0.874,0.931,0.901,3.0
0.199,0.033,0.21,0.904,0.436,0.897,0.402,0.387,0.461,-0.143,0.705,0.457,1.185,0.935,0.901,3.0
0.494,0.596,0.75,0.268,0.403,0.21,0.553,0.699,0.317,0.96,0.818,0.796,0.75,0.916,0.832,3.0
0.866,0.874,0.92,0.097,0.718,0.518,0.56,0.574,-0.179,0.821,0.963,0.802,1.001,1.072,0.918,3.0
0.449,0.736,-0.081,0.347,1.075,-0.122,0.249,0.938,1.194,0.078,0.916,0.882,0.559,0.891,1.214,3.0
-0.04,0.374,0.258,0.195,0.551,0.878,0.175,0.676,0.541,0.764,0.871,0.68,0.881,0.961,1.097,3.0
0.437,0.249,-0.067,0.032,1.07,0.224,0.889,0.757,0.722,0.764,1.045,0.856,0.477,-0.431,0.453,3.0
-0.096,0.655,1.04,0.887,0.001,0.831,0.771,0.606,0.04,-0.035,0.929,0.9,0.662,0.927,0.716,3.0
-0.006,0.477,-0.698,0.265,0.139,0.206,0.263,0.155,0.676,0.691,0.847,1.307,0.864,0.421,0.842,3.0
0.574,0.729,0.855,0.625,0.483,0.622,0.342,0.603,0.382,0.543,0.883,0.837,1.023,0.879,0.956,3.0
0.3,0.246,0.314,0.775,0.995,0.598,0.635,0.586,0.654,0.003,0.763,0.759,0.792,0.996,1.172,3.0
0.981,0.968,0.539,0.593,1.14,0.725,0.479,0.093,0.54,0.353,1.088,0.772,0.953,0.577,1.204,3.0
0.92,0.09,0.567,0.462,0.762,0.695,-0.021,0.521,-0.132,0.94,0.63,0.622,0.953,0.753,1.143,3.0
0.768,0.191,0.325,0.297,0.44,0.378,0.648,0.382,0.382,0.776,0.935,0.72,0.761,0.743,0.799,3.0
0.409,1.039,0.964,0.025,-0.044,0.683,0.593,0.231,0.271,0.044,0.978,0.722,0.871,0.834,0.616,3.0
0.234,0.594,0.506,0.55,0.134,0.408,1.274,0.039,1.392,0.226,0.942,0.671,0.874,0.42,0.893,3.0
1.03,0.667,0.947,0.851,0.374,0.572,0.863,0.102,0.755,0.149,0.833,0.686,1.099,0.797,0.959,3.0
0.408,0.24,1.142,-0.154,0.503,0.285,0.616,0.907,0.578,0.539,0.846,0.832,0.416,0.88,0.482,3.0
0.042,0.279,0.145,0.448,0.435,0.628,0.176,0.569,0.72,0.392,0.959,0.615,0.908,0.729,0.669,3.0
0.608,0.696,0.265,0.378,0.641,0.437,1.979,0.594,0.383,0.879,1.08,0.646,1.346,0.628,1.124,3.0
0.245,0.324,0.152,0.454,0.164,0.536,0.536,0.59,0.203,0.681,1.087,0.988,1.002,0.787,1.585,3.0
