@RELATION SmoothSubspace

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC

@DATA
0.117,0.006,0.138,0.117,0.13,0.078,0.009,0.326,0.336,0.078,0.553,0.036,0.215,0.038,0.072
0.281,0.041,0.279,0.178,0.169,0.058,0.092,0.198,0.106,0.225,0.328,0.397,0.38,0.136,0.199
0.099,0.042,0.187,0.158,0.287,0.074,0.173,0.055,0.044,0.279,0.106,0.232,0.165,0.081,0.116
0.188,0.057,0.151,0.1,0.19,0.086,0.017,0.02,0.155,0.14,0.187,0.264,0.102,0.322,0.003
0.055,0.207,0.128,0.022,0.027,0.248,0.036,0.057,0.119,0.021,0.082,0.073,0.109,0.022,0.526
0.022,0.044,0.0,0.029,0.059,0.085,0.047,0.44,0.342,0.145,0.109,0.019,0.116,0.281,0.168
0.085,0.048,0.138,0.04,0.149,0.344,0.054,0.052,0.017,0.113,0.219,0.027,0.385,0.043,0.296
0.149,0.28,0.057,0.069,0.047,0.139,0.089,0.101,0.057,0.246,0.352,0.092,0.192,0.126,0.02
0.112,0.01,0.271,0.094,0.13,0.084,0.22,0.211,0.33,0.059,0.167,0.212,0.114,0.086,0.27
0.281,0.118,0.27,0.14,0.12,0.038,0.259,0.041,0.265,0.081,0.304,0.099,0.044,0.038,0.445
0.138,0.119,0.039,0.214,0.101,0.008,0.196,0.159,0.146,0.28,0.303,0.199,0.276,0.006,0.083
0.11,0.088,0.033,0.227,0.054,0.176,0.014,0.143,0.1,0.07,0.089,0.094,0.453,0.122,0.258
0.054,0.038,0.057,0.262,0.022,0.235,0.339,0.086,0.149,0.187,0.348,0.029,0.466,0.526,0.343
0.034,0.048,0.106,0.039,0.259,0.35,0.023,0.025,0.305,0.173,0.061,0.12,0.104,0.364,0.012
0.023,0.178,0.077,0.049,0.1,0.006,0.026,0.019,0.314,0.227,0.088,0.143,0.048,0.128,0.328
0.346,0.269,0.103,0.239,0.18,0.078,0.14,0.022,0.216,0.256,0.069,0.327,0.222,0.197,0.219
0.127,0.158,0.109,0.045,0.084,0.256,0.274,0.096,0.317,0.193,0.184,0.045,0.142,0.202,0.179
0.311,0.258,0.195,0.068,0.418,0.232,0.1,0.246,0.229,0.326,0.313,0.203,0.105,0.058,0.03
0.184,0.105,0.06,0.182,0.094,0.211,0.058,0.186,0.024,0.238,0.377,0.058,0.361,0.045,0.243
0.194,0.004,0.309,0.133,0.064,0.088,0.348,0.171,0.25,0.148,0.377,0.241,0.163,0.119,0.043
0.123,0.24,0.124,0.134,0.099,0.034,0.091,0.253,0.008,0.178,0.036,0.12,0.166,0.201,0.323
0.01,0.44,0.245,0.374,0.022,0.077,0.139,0.064,0.534,0.046,0.353,0.287,0.098,0.344,0.012
0.158,0.226,0.078,0.077,0.265,0.028,0.303,0.162,0.138,0.505,0.098,0.234,0.143,0.075,0.344
0.188,0.011,0.289,0.362,0.064,0.119,0.361,0.062,0.081,0.192,0.194,0.054,0.318,0.163,0.027
0.214,0.328,0.083,0.106,0.119,0.013,0.109,0.51,0.058,0.095,0.129,0.375,0.122,0.098,0.028
0.067,0.199,0.045,0.25,0.283,0.064,0.163,0.118,0.291,0.057,0.331,0.08,0.066,0.001,0.018
0.211,0.326,0.059,0.019,0.111,0.033,0.137,0.176,0.097,0.069,0.003,0.162,0.008,0.124,0.201
0.267,0.273,0.234,0.137,0.303,0.035,0.049,0.354,0.187,0.232,0.466,0.048,0.123,0.325,0.181
0.171,0.114,0.028,0.07,0.079,0.228,0.028,0.167,0.147,0.149,0.078,0.473,0.131,0.045,0.259
0.049,0.298,0.032,0.193,0.176,0.128,0.149,0.154,0.128,0.074,0.037,0.284,0.115,0.132,0.054
0.056,0.069,0.091,0.047,0.157,0.087,0.732,0.214,0.173,0.184,0.099,0.141,0.218,0.148,0.171
0.066,0.005,0.03,0.15,0.125,0.177,0.296,0.356,0.312,0.205,0.413,0.341,0.317,0.031,0.027
0.067,0.123,0.245,0.203,0.128,0.0,0.047,0.145,0.035,0.183,0.229,0.084,0.119,0.226,0.171
0.271,0.31,0.032,0.249,0.193,0.004,0.211,0.261,0.223,0.239,0.118,0.166,0.064,0.279,0.285
0.128,0.106,0.305,0.027,0.139,0.083,0.014,0.215,0.223,0.041,0.027,0.389,0.284,0.392,0.268
0.402,0.18,0.086,0.147,0.017,0.178,0.068,0.225,0.023,0.186,0.343,0.08,0.062,0.24,0.247
0.056,0.108,0.178,0.001,0.056,0.318,0.066,0.159,0.282,0.039,0.358,0.44,0.327,0.318,0.073
0.248,0.093,0.266,0.176,0.305,0.191,0.237,0.178,0.161,0.075,0.739,0.251,0.121,0.109,0.271
0.023,0.548,0.037,0.132,0.103,0.329,0.087,0.28,0.433,0.061,0.31,0.442,0.431,0.026,0.161
0.013,0.393,0.47,0.198,0.106,0.163,0.075,0.104,0.089,0.092,0.095,0.451,0.115,0.044,0.064
0.128,0.029,0.004,0.073,0.033,0.009,0.523,0.396,0.023,0.023,0.101,0.025,0.419,0.186,0.105
0.016,0.077,0.086,0.075,0.127,0.114,0.098,0.315,0.168,0.301,0.313,0.02,0.152,0.096,0.225
0.025,0.102,0.034,0.154,0.257,0.113,0.372,0.129,0.419,0.366,0.065,0.376,0.293,0.211,0.006
0.038,0.612,0.136,0.225,0.121,0.068,0.126,0.152,0.23,0.248,0.12,0.293,0.322,0.389,0.656
0.031,0.232,0.155,0.21,0.02,0.149,0.064,0.006,0.048,0.02,0.168,0.084,0.207,0.464,0.116
0.009,0.236,0.113,0.247,0.358,0.172,0.541,0.11,0.01,0.143,0.01,0.042,0.417,0.092,0.183
0.17,0.147,0.147,0.001,0.287,0.125,0.022,0.305,0.224,0.111,0.282,0.076,0.13,0.242,0.105
0.178,0.062,0.454,0.146,0.038,0.044,0.145,0.07,0.181,0.16,0.22,0.287,0.335,0.173,0.279
0.267,0.073,0.368,0.123,0.189,0.171,0.013,0.224,0.256,0.015,0.049,0.263,0.007,0.16,0.111
0.104,0.01,0.034,0.095,0.376,0.287,0.044,0.232,0.6,0.1,0.209,0.135,0.14,0.008,0.055
0.012,0.069,0.037,0.176,0.041,0.122,0.138,0.407,0.225,0.042,0.324,0.325,0.091,0.28,0.109
0.044,0.168,0.087,0.095,0.461,0.044,0.193,0.267,0.099,0.301,0.119,0.43,0.126,0.054,0.006
0.267,0.402,0.039,0.19,0.075,0.271,0.034,0.092,0.072,0.307,0.22,0.376,0.037,0.298,0.276
0.04,0.029,0.276,0.128,0.014,0.098,0.07,0.251,0.142,0.066,0.026,0.166,0.306,0.489,0.077
0.109,0.122,0.043,0.236,0.193,0.077,0.616,0.089,0.279,0.11,0.484,0.211,0.01,0.087,0.188
0.268,0.059,0.24,0.194,0.149,0.031,0.035,0.173,0.051,0.321,0.38,0.094,0.3,0.108,0.257
0.271,0.42,0.067,0.275,0.268,0.114,0.286,0.119,0.346,0.017,0.282,0.03,0.249,0.03,0.109
0.116,0.078,0.276,0.094,0.198,0.166,0.394,0.279,0.154,0.311,0.101,0.203,0.031,0.21,0.194
0.324,0.173,0.236,0.064,0.15,0.313,0.12,0.307,0.226,0.024,0.126,0.272,0.125,0.043,0.216
0.004,0.034,0.013,0.165,0.407,0.184,0.187,0.002,0.343,0.16,0.011,0.17,0.18,0.059,0.007
0.151,0.051,0.179,0.062,0.084,0.11,0.268,0.1,0.122,0.134,0.153,0.04,0.237,0.124,0.555
0.057,0.071,0.208,0.117,0.203,0.113,0.014,0.154,0.028,0.185,0.002,0.419,0.178,0.021,0.045
0.142,0.1,0.136,0.084,0.434,0.218,0.269,0.027,0.135,0.017,0.07,0.361,0.016,0.052,0.126
0.034,0.051,0.055,0.079,0.01,0.006,0.165,0.227,0.117,0.126,0.427,0.348,0.03,0.523,0.159
0.152,0.182,0.224,0.026,0.543,0.18,0.004,0.184,0.1,0.031,0.286,0.26,0.131,0.129,0.125
0.03,0.257,0.116,0.069,0.211,0.433,0.157,0.002,0.077,0.239,0.328,0.496,0.193,0.443,0.422
0.144,0.167,0.328,0.097,0.031,0.085,0.11,0.03,0.27,0.405,0.331,0.102,0.255,0.079,0.053
0.104,0.128,0.32,0.177,0.042,0.039,0.316,0.067,0.093,0.289,0.205,0.248,0.278,0.267,0.128
0.043,0.193,0.008,0.128,0.084,0.301,0.182,0.063,0.148,0.142,0.477,0.287,0.069,0.216,0.069
0.008,0.089,0.469,0.078,0.101,0.16,0.266,0.15,0.028,0.269,0.216,0.133,0.299,0.247,0.151
0.003,0.107,0.066,0.069,0.002,0.01,0.133,0.143,0.203,0.043,0.227,0.02,0.493,0.006,0.011
0.258,0.11,0.111,0.048,0.107,0.187,0.093,0.184,0.145,0.101,0.024,0.165,0.034,0.054,0.017
0.193,0.009,0.207,0.003,0.175,0.011,0.136,0.247,0.088,0.141,0.148,0.404,0.033,0.321,0.157
0.309,0.012,0.238,0.097,0.289,0.15,0.184,0.103,0.506,0.085,0.371,0.059,0.005,0.324,0.215
0.222,0.149,0.174,0.026,0.015,0.132,0.208,0.195,0.264,0.185,0.112,0.181,0.181,0.448,0.384
0.008,0.241,0.061,0.08,0.1,0.275,0.264,0.169,0.028,0.279,0.066,0.073,0.109,0.039,0.249
0.118,0.108,0.211,0.206,0.165,0.02,0.342,0.039,0.244,0.293,0.009,0.239,0.102,0.101,0.014
0.039,0.194,0.03,0.023,0.12,0.201,0.045,0.124,0.236,0.382,0.311,0.164,0.132,0.153,0.263
0.247,0.001,0.07,0.172,0.122,0.2,0.11,0.001,0.236,0.02,0.034,0.02,0.189,0.075,0.076
0.049,0.091,0.083,0.253,0.144,0.001,0.116,0.19,0.226,0.045,0.137,0.188,0.226,0.301,0.245
0.115,0.35,0.203,0.105,0.213,0.227,0.428,0.014,0.271,0.225,0.131,0.207,0.409,0.084,0.336
0.093,0.087,0.085,0.018,0.102,0.163,0.009,0.168,0.002,0.151,0.01,0.067,0.01,0.149,0.212
0.024,0.009,0.314,0.145,0.169,0.266,0.004,0.017,0.2,0.151,0.362,0.181,0.427,0.49,0.522
0.081,0.104,0.102,0.093,0.004,0.351,0.241,0.006,0.123,0.051,0.071,0.127,0.275,0.001,0.347
0.047,0.048,0.448,0.468,0.204,0.546,0.005,0.035,0.094,0.129,0.2,0.305,0.318,0.533,0.118
0.107,0.106,0.119,0.245,0.096,0.166,0.068,0.012,0.387,0.146,0.165,0.225,0.097,0.211,0.073
0.012,0.04,0.027,0.219,0.274,0.071,0.049,0.199,0.012,0.23,0.131,0.008,0.115,0.056,0.413
0.141,0.081,0.291,0.064,0.229,0.006,0.161,0.016,0.38,0.005,0.078,0.006,0.069,0.125,0.315
0.04,0.027,0.169,0.019,0.471,0.058,0.07,0.084,0.135,0.019,0.49,0.091,0.173,0.465,0.108
0.058,0.037,0.039,0.128,0.016,0.225,0.034,0.143,0.305,0.219,0.032,0.076,0.113,0.037,0.01
0.209,0.081,0.023,0.206,0.412,0.24,0.16,0.211,0.309,0.175,0.021,0.01,0.149,0.179,0.477
0.242,0.185,0.073,0.112,0.094,0.023,0.246,0.266,0.449,0.066,0.133,0.109,0.028,0.184,0.098
0.107,0.027,0.415,0.025,0.227,0.057,0.254,0.172,0.108,0.012,0.025,0.152,0.058,0.082,0.017
0.131,0.055,0.36,0.152,0.138,0.164,0.224,0.092,0.034,0.007,0.128,0.352,0.391,0.01,0.466
0.238,0.034,0.058,0.147,0.256,0.163,0.062,0.068,0.178,0.148,0.226,0.156,0.145,0.065,0.274
0.118,0.28,0.044,0.002,0.049,0.206,0.634,0.037,0.308,0.029,0.171,0.176,0.489,0.15,0.31
0.112,0.131,0.185,0.098,0.02,0.302,0.215,0.137,0.024,0.189,0.171,0.314,0.101,0.013,0.375
