@RELATION ItalyPowerDemand

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
0.117,0.154,0.0,0.016,0.036,0.026,0.002,0.147,0.079,0.047,0.012,0.055,0.04,0.088,0.1,0.027,0.061,0.039,0.036,0.263,0.156,0.067,0.082,0.137
0.031,0.077,0.072,0.041,0.013,0.032,0.012,0.058,0.006,0.201,0.035,0.06,0.022,0.084,0.115,0.11,0.101,0.111,0.118,0.116,0.065,0.113,0.065,0.183
0.312,0.009,0.026,0.07,0.02,0.011,0.07,0.215,0.06,0.159,0.015,0.025,0.079,0.106,0.022,0.003,0.008,0.05,0.036,0.053,0.179,0.085,0.161,0.121
0.174,0.022,0.001,0.024,0.018,0.02,0.004,0.157,0.134,0.012,0.048,0.044,0.102,0.052,0.076,0.047,0.118,0.12,0.038,0.099,0.033,0.038,0.116,0.055
0.2,0.051,0.068,0.071,0.023,0.093,0.027,0.114,0.11,0.167,0.076,0.096,0.037,0.006,0.12,0.015,0.061,0.109,0.1,0.031,0.215,0.098,0.141,0.041
0.053,0.01,0.052,0.022,0.012,0.021,0.013,0.061,0.214,0.06,0.075,0.059,0.06,0.025,0.073,0.138,0.086,0.198,0.169,0.061,0.134,0.255,0.153,0.019
0.156,0.013,0.06,0.129,0.11,0.061,0.128,0.053,0.174,0.005,0.032,0.102,0.041,0.075,0.116,0.027,0.115,0.182,0.035,0.022,0.054,0.114,0.111,0.146
0.081,0.154,0.054,0.111,0.082,0.088,0.103,0.076,0.067,0.16,0.013,0.146,0.014,0.029,0.172,0.098,0.072,0.106,0.309,0.003,0.005,0.073,0.17,0.13
0.027,0.099,0.033,0.025,0.021,0.001,0.019,0.005,0.054,0.072,0.022,0.057,0.037,0.04,0.067,0.041,0.123,0.112,0.114,0.007,0.013,0.106,0.08,0.228
0.093,0.1,0.029,0.048,0.049,0.012,0.036,0.186,0.02,0.065,0.034,0.032,0.057,0.063,0.063,0.055,0.02,0.009,0.189,0.041,0.111,0.011,0.08,0.15
0.035,0.006,0.028,0.096,0.009,0.003,0.047,0.077,0.034,0.054,0.204,0.0,0.065,0.015,0.031,0.054,0.073,0.104,0.028,0.024,0.069,0.149,0.068,0.103
0.067,0.076,0.003,0.001,0.032,0.014,0.029,0.042,0.126,0.026,0.053,0.171,0.072,0.006,0.101,0.073,0.198,0.046,0.006,0.036,0.135,0.043,0.25,0.047
0.155,0.114,0.087,0.1,0.02,0.042,0.053,0.074,0.086,0.002,0.056,0.021,0.028,0.045,0.049,0.101,0.11,0.247,0.015,0.053,0.024,0.064,0.042,0.21
0.026,0.111,0.048,0.042,0.062,0.009,0.075,0.032,0.181,0.134,0.229,0.038,0.006,0.066,0.09,0.065,0.053,0.209,0.005,0.173,0.222,0.102,0.198,0.078
0.146,0.023,0.16,0.098,0.098,0.02,0.039,0.039,0.024,0.015,0.024,0.038,0.099,0.041,0.011,0.01,0.011,0.184,0.202,0.017,0.131,0.065,0.137,0.043
0.001,0.094,0.14,0.07,0.011,0.055,0.111,0.073,0.021,0.032,0.029,0.144,0.06,0.107,0.191,0.023,0.009,0.04,0.062,0.011,0.216,0.213,0.082,0.096
0.213,0.027,0.093,0.061,0.049,0.019,0.029,0.073,0.088,0.112,0.004,0.095,0.032,0.051,0.082,0.061,0.024,0.083,0.163,0.032,0.1,0.058,0.085,0.007
0.085,0.034,0.081,0.03,0.001,0.062,0.013,0.111,0.294,0.079,0.034,0.001,0.047,0.006,0.061,0.124,0.127,0.097,0.039,0.204,0.16,0.199,0.132,0.227
0.0,0.134,0.048,0.055,0.024,0.013,0.047,0.088,0.156,0.214,0.005,0.105,0.068,0.09,0.063,0.093,0.043,0.018,0.119,0.04,0.01,0.182,0.187,0.117
0.029,0.01,0.006,0.052,0.046,0.027,0.071,0.046,0.126,0.127,0.127,0.19,0.087,0.004,0.132,0.168,0.01,0.021,0.104,0.009,0.003,0.022,0.062,0.147
0.063,0.093,0.095,0.064,0.048,0.029,0.136,0.093,0.011,0.179,0.021,0.06,0.021,0.099,0.023,0.066,0.095,0.088,0.156,0.029,0.14,0.007,0.086,0.195
0.002,0.159,0.003,0.046,0.007,0.112,0.049,0.083,0.034,0.318,0.028,0.019,0.062,0.022,0.085,0.016,0.032,0.003,0.072,0.025,0.295,0.046,0.31,0.386
0.021,0.012,0.001,0.052,0.012,0.054,0.136,0.018,0.061,0.195,0.056,0.034,0.004,0.041,0.113,0.161,0.107,0.198,0.174,0.269,0.158,0.159,0.271,0.012
0.164,0.123,0.021,0.075,0.066,0.025,0.082,0.064,0.261,0.05,0.094,0.053,0.073,0.039,0.024,0.043,0.026,0.032,0.018,0.102,0.026,0.123,0.141,0.157
0.03,0.095,0.028,0.095,0.034,0.122,0.052,0.066,0.083,0.092,0.01,0.075,0.009,0.005,0.158,0.063,0.028,0.058,0.275,0.085,0.235,0.034,0.027,0.032
0.18,0.087,0.113,0.01,0.034,0.057,0.069,0.061,0.15,0.139,0.013,0.091,0.056,0.073,0.143,0.086,0.04,0.032,0.138,0.107,0.204,0.112,0.108,0.123
0.299,0.053,0.041,0.036,0.077,0.034,0.071,0.185,0.064,0.011,0.075,0.064,0.044,0.004,0.041,0.08,0.092,0.13,0.147,0.279,0.082,0.05,0.123,0.075
0.107,0.13,0.002,0.032,0.009,0.067,0.102,0.088,0.012,0.187,0.104,0.005,0.021,0.056,0.09,0.013,0.095,0.04,0.115,0.125,0.011,0.256,0.048,0.028
0.094,0.082,0.024,0.019,0.026,0.019,0.11,0.103,0.16,0.242,0.034,0.046,0.052,0.034,0.002,0.091,0.064,0.149,0.156,0.172,0.011,0.02,0.034,0.068
0.025,0.088,0.024,0.026,0.03,0.01,0.032,0.021,0.068,0.181,0.166,0.045,0.09,0.073,0.099,0.05,0.085,0.041,0.219,0.004,0.115,0.11,0.019,0.193
0.155,0.071,0.123,0.128,0.037,0.001,0.072,0.01,0.087,0.026,0.009,0.015,0.062,0.034,0.125,0.036,0.107,0.049,0.148,0.035,0.09,0.111,0.071,0.145
0.026,0.041,0.043,0.007,0.057,0.072,0.007,0.156,0.116,0.032,0.098,0.127,0.095,0.029,0.17,0.04,0.077,0.124,0.104,0.225,0.078,0.138,0.171,0.207
0.152,0.038,0.026,0.086,0.041,0.012,0.009,0.169,0.037,0.238,0.025,0.063,0.014,0.035,0.047,0.036,0.018,0.103,0.16,0.123,0.152,0.008,0.029,0.092
0.106,0.009,0.032,0.109,0.007,0.03,0.026,0.126,0.116,0.029,0.057,0.0,0.083,0.07,0.089,0.008,0.064,0.044,0.032,0.071,0.18,0.083,0.076,0.049
0.002,0.15,0.001,0.036,0.001,0.039,0.031,0.124,0.026,0.021,0.043,0.01,0.067,0.007,0.08,0.167,0.054,0.025,0.073,0.019,0.169,0.015,0.11,0.117
0.007,0.044,0.126,0.033,0.022,0.014,0.061,0.076,0.126,0.189,0.007,0.059,0.048,0.065,0.051,0.145,0.144,0.179,0.051,0.151,0.25,0.124,0.214,0.049
0.086,0.013,0.013,0.037,0.033,0.08,0.081,0.075,0.058,0.05,0.007,0.07,0.024,0.047,0.105,0.006,0.138,0.037,0.062,0.016,0.098,0.001,0.061,0.115
0.008,0.058,0.002,0.014,0.066,0.029,0.109,0.044,0.11,0.163,0.037,0.171,0.029,0.062,0.095,0.02,0.219,0.069,0.11,0.136,0.03,0.114,0.04,0.141
0.089,0.034,0.063,0.069,0.006,0.022,0.01,0.09,0.196,0.275,0.027,0.027,0.024,0.051,0.102,0.079,0.011,0.028,0.113,0.031,0.034,0.106,0.113,0.124
0.079,0.029,0.022,0.082,0.046,0.02,0.127,0.001,0.025,0.019,0.053,0.048,0.022,0.084,0.007,0.056,0.153,0.021,0.017,0.158,0.115,0.156,0.057,0.11
0.268,0.091,0.152,0.001,0.069,0.01,0.034,0.103,0.095,0.106,0.018,0.019,0.019,0.024,0.147,0.088,0.123,0.047,0.026,0.053,0.072,0.143,0.088,0.125
0.162,0.07,0.064,0.045,0.066,0.085,0.153,0.03,0.147,0.145,0.064,0.126,0.077,0.032,0.157,0.241,0.009,0.074,0.218,0.019,0.283,0.239,0.178,0.059
0.08,0.072,0.1,0.007,0.056,0.04,0.078,0.044,0.004,0.231,0.067,0.011,0.05,0.031,0.026,0.081,0.088,0.027,0.123,0.017,0.106,0.118,0.238,0.054
0.163,0.044,0.175,0.052,0.016,0.02,0.04,0.092,0.026,0.022,0.052,0.037,0.053,0.062,0.05,0.118,0.011,0.031,0.033,0.071,0.091,0.013,0.064,0.024
0.266,0.156,0.168,0.07,0.008,0.032,0.038,0.033,0.307,0.119,0.063,0.0,0.088,0.043,0.039,0.015,0.097,0.172,0.056,0.03,0.108,0.198,0.095,0.075
0.157,0.248,0.094,0.084,0.073,0.007,0.045,0.032,0.065,0.051,0.005,0.06,0.035,0.023,0.053,0.016,0.041,0.204,0.051,0.089,0.145,0.078,0.062,0.231
0.206,0.027,0.075,0.017,0.013,0.081,0.008,0.094,0.027,0.092,0.102,0.131,0.02,0.083,0.06,0.143,0.006,0.206,0.133,0.111,0.04,0.322,0.023,0.034
0.005,0.094,0.144,0.035,0.068,0.045,0.023,0.056,0.046,0.153,0.056,0.044,0.007,0.065,0.067,0.062,0.174,0.158,0.0,0.073,0.163,0.089,0.062,0.175
0.087,0.009,0.064,0.07,0.019,0.072,0.013,0.007,0.117,0.016,0.047,0.01,0.104,0.025,0.059,0.152,0.052,0.003,0.127,0.042,0.068,0.031,0.093,0.093
0.035,0.109,0.054,0.055,0.029,0.039,0.024,0.052,0.118,0.115,0.065,0.033,0.116,0.006,0.025,0.016,0.111,0.083,0.008,0.289,0.122,0.058,0.137,0.109
0.118,0.124,0.002,0.008,0.023,0.035,0.023,0.12,0.02,0.058,0.004,0.046,0.088,0.019,0.086,0.163,0.055,0.208,0.137,0.025,0.041,0.039,0.114,0.075
0.167,0.054,0.052,0.035,0.016,0.007,0.133,0.108,0.147,0.132,0.054,0.132,0.081,0.106,0.051,0.087,0.151,0.003,0.156,0.109,0.047,0.08,0.159,0.283
0.045,0.075,0.071,0.022,0.04,0.018,0.016,0.109,0.049,0.007,0.069,0.008,0.051,0.111,0.118,0.102,0.033,0.061,0.086,0.14,0.113,0.17,0.209,0.219
0.133,0.068,0.073,0.077,0.076,0.041,0.029,0.122,0.12,0.051,0.022,0.047,0.083,0.031,0.039,0.004,0.067,0.128,0.084,0.163,0.115,0.147,0.041,0.087
