@RELATION ItalyPowerDemand

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
0.415,1.461,0.011,0.725,0.347,0.295,0.336,0.681,1.449,0.771,0.843,0.508,0.305,0.264,0.856,1.18,1.211,0.367,0.001,0.289,0.887,0.968,0.132,0.85
0.159,1.524,0.187,0.042,1.069,0.738,0.432,0.03,0.573,0.124,1.332,0.002,0.397,0.051,0.387,0.44,0.157,0.457,1.432,1.513,0.099,1.511,0.632,0.231
2.123,0.133,0.647,0.093,0.737,0.587,0.022,0.281,1.31,2.789,1.221,0.112,0.447,1.202,0.43,0.711,0.223,0.65,0.007,0.886,1.808,0.62,1.082,0.296
0.94,1.235,0.002,0.127,0.285,0.21,0.018,1.177,0.631,0.374,0.097,0.438,0.319,0.703,0.796,0.215,0.484,0.309,0.289,2.104,1.25,0.54,0.656,1.095
0.245,0.614,0.578,0.33,0.107,0.254,0.093,0.468,0.05,1.609,0.282,0.481,0.172,0.672,0.923,0.876,0.806,0.886,0.946,0.928,0.521,0.902,0.516,1.465
2.495,0.074,0.209,0.558,0.157,0.091,0.559,1.723,0.48,1.275,0.12,0.204,0.628,0.844,0.173,0.022,0.062,0.399,0.286,0.421,1.433,0.68,1.285,0.97
1.389,0.177,0.011,0.196,0.143,0.159,0.032,1.256,1.07,0.097,0.384,0.352,0.82,0.413,0.61,0.373,0.946,0.96,0.302,0.789,0.264,0.306,0.929,0.443
1.604,0.407,0.547,0.566,0.182,0.745,0.212,0.911,0.883,1.339,0.609,0.77,0.296,0.05,0.962,0.124,0.487,0.869,0.797,0.244,1.717,0.78,1.126,0.332
0.421,0.077,0.419,0.18,0.094,0.168,0.105,0.488,1.711,0.476,0.601,0.475,0.476,0.199,0.586,1.108,0.692,1.585,1.349,0.485,1.071,2.041,1.221,0.152
1.251,0.107,0.481,1.029,0.88,0.49,1.025,0.425,1.389,0.044,0.252,0.815,0.327,0.596,0.927,0.212,0.917,1.454,0.28,0.179,0.434,0.914,0.89,1.167
0.645,1.229,0.433,0.89,0.658,0.703,0.823,0.608,0.539,1.282,0.108,1.169,0.113,0.229,1.376,0.782,0.575,0.846,2.471,0.022,0.041,0.587,1.363,1.037
0.213,0.789,0.267,0.199,0.167,0.004,0.153,0.038,0.432,0.574,0.173,0.459,0.298,0.32,0.534,0.328,0.981,0.898,0.91,0.057,0.102,0.846,0.638,1.828
0.743,0.803,0.234,0.38,0.391,0.096,0.291,1.484,0.162,0.523,0.275,0.252,0.457,0.501,0.504,0.44,0.161,0.076,1.511,0.328,0.889,0.092,0.642,1.196
0.283,0.046,0.225,0.765,0.068,0.024,0.379,0.614,0.269,0.434,1.632,0.002,0.519,0.118,0.245,0.433,0.585,0.836,0.227,0.188,0.551,1.19,0.546,0.822
0.535,0.609,0.025,0.005,0.253,0.114,0.228,0.339,1.011,0.21,0.421,1.367,0.577,0.044,0.807,0.585,1.586,0.366,0.046,0.284,1.08,0.347,2.003,0.374
1.243,0.916,0.694,0.803,0.157,0.333,0.426,0.592,0.688,0.012,0.445,0.166,0.228,0.358,0.395,0.806,0.88,1.976,0.119,0.425,0.191,0.512,0.336,1.682
0.207,0.891,0.383,0.336,0.497,0.069,0.602,0.26,1.445,1.076,1.833,0.305,0.049,0.525,0.718,0.518,0.421,1.675,0.041,1.387,1.774,0.819,1.583,0.623
1.166,0.18,1.279,0.787,0.786,0.161,0.312,0.31,0.193,0.122,0.193,0.3,0.791,0.326,0.087,0.077,0.085,1.473,1.618,0.138,1.048,0.522,1.098,0.34
0.006,0.75,1.123,0.561,0.091,0.444,0.888,0.583,0.17,0.254,0.231,1.152,0.484,0.856,1.525,0.187,0.073,0.319,0.499,0.089,1.729,1.704,0.656,0.77
1.706,0.213,0.744,0.489,0.394,0.149,0.234,0.585,0.704,0.896,0.029,0.763,0.259,0.409,0.658,0.491,0.191,0.661,1.3,0.254,0.802,0.461,0.683,0.06
0.681,0.27,0.648,0.239,0.006,0.499,0.105,0.89,2.35,0.629,0.269,0.011,0.376,0.047,0.489,0.991,1.013,0.773,0.315,1.632,1.281,1.594,1.056,1.812
0.004,1.075,0.382,0.439,0.194,0.102,0.377,0.702,1.247,1.71,0.042,0.84,0.546,0.723,0.507,0.746,0.343,0.141,0.95,0.317,0.078,1.457,1.499,0.939
0.229,0.083,0.045,0.413,0.366,0.214,0.569,0.37,1.008,1.018,1.012,1.523,0.692,0.031,1.053,1.34,0.082,0.171,0.831,0.069,0.023,0.179,0.498,1.176
0.504,0.745,0.764,0.515,0.383,0.232,1.087,0.746,0.087,1.429,0.168,0.484,0.166,0.795,0.188,0.528,0.762,0.707,1.251,0.23,1.121,0.053,0.687,1.558
0.019,1.274,0.024,0.371,0.058,0.894,0.393,0.665,0.272,2.544,0.225,0.149,0.499,0.18,0.679,0.125,0.259,0.02,0.579,0.199,2.364,0.366,2.478,3.089
0.169,0.099,0.009,0.417,0.096,0.428,1.085,0.142,0.488,1.558,0.447,0.275,0.032,0.327,0.902,1.289,0.857,1.58,1.394,2.156,1.267,1.273,2.169,0.093
1.314,0.986,0.169,0.597,0.529,0.198,0.658,0.512,2.086,0.396,0.749,0.425,0.585,0.312,0.191,0.344,0.211,0.253,0.143,0.82,0.207,0.984,1.126,1.257
0.239,0.758,0.221,0.762,0.274,0.973,0.413,0.527,0.66,0.739,0.078,0.598,0.076,0.037,1.268,0.507,0.226,0.464,2.197,0.683,1.883,0.275,0.218,0.256
1.443,0.692,0.908,0.079,0.269,0.458,0.552,0.491,1.204,1.109,0.102,0.729,0.446,0.585,1.147,0.691,0.321,0.258,1.102,0.857,1.629,0.899,0.865,0.981
2.39,0.428,0.33,0.286,0.615,0.27,0.565,1.476,0.513,0.087,0.596,0.515,0.35,0.034,0.328,0.638,0.733,1.037,1.176,2.236,0.654,0.402,0.984,0.599
0.853,1.036,0.015,0.258,0.074,0.533,0.813,0.702,0.098,1.495,0.833,0.037,0.17,0.451,0.72,0.107,0.756,0.32,0.92,0.997,0.089,2.047,0.384,0.221
0.749,0.657,0.194,0.155,0.205,0.152,0.876,0.821,1.281,1.939,0.275,0.365,0.417,0.274,0.013,0.725,0.514,1.192,1.247,1.372,0.091,0.16,0.272,0.54
0.196,0.7,0.196,0.211,0.242,0.079,0.258,0.167,0.542,1.446,1.33,0.357,0.717,0.584,0.791,0.4,0.676,0.326,1.751,0.033,0.916,0.877,0.153,1.547
1.238,0.567,0.985,1.028,0.298,0.007,0.58,0.081,0.694,0.208,0.072,0.122,0.495,0.27,0.999,0.289,0.855,0.389,1.183,0.279,0.717,0.89,0.568,1.156
0.211,0.33,0.345,0.057,0.454,0.574,0.053,1.249,0.929,0.259,0.782,1.018,0.757,0.236,1.361,0.318,0.613,0.99,0.831,1.801,0.627,1.105,1.371,1.656
1.217,0.305,0.206,0.688,0.33,0.095,0.071,1.354,0.292,1.904,0.2,0.506,0.111,0.284,0.372,0.292,0.141,0.826,1.281,0.986,1.213,0.063,0.231,0.735
0.852,0.071,0.253,0.873,0.052,0.241,0.211,1.005,0.927,0.23,0.453,0.003,0.667,0.563,0.714,0.062,0.515,0.351,0.257,0.571,1.438,0.663,0.606,0.391
0.013,1.202,0.01,0.291,0.008,0.315,0.248,0.993,0.204,0.169,0.342,0.078,0.534,0.06,0.642,1.333,0.433,0.199,0.588,0.156,1.354,0.117,0.879,0.936
0.059,0.349,1.008,0.261,0.175,0.112,0.485,0.612,1.011,1.513,0.053,0.473,0.385,0.521,0.409,1.163,1.149,1.436,0.407,1.207,1.998,0.995,1.71,0.392
0.69,0.104,0.101,0.295,0.262,0.644,0.651,0.602,0.466,0.401,0.052,0.56,0.194,0.376,0.839,0.048,1.102,0.293,0.498,0.129,0.787,0.008,0.485,0.924
0.063,0.466,0.016,0.113,0.531,0.235,0.874,0.354,0.883,1.304,0.296,1.364,0.234,0.499,0.756,0.162,1.754,0.555,0.879,1.087,0.239,0.908,0.316,1.126
0.716,0.27,0.504,0.55,0.047,0.175,0.083,0.718,1.565,2.198,0.212,0.218,0.192,0.406,0.814,0.636,0.089,0.221,0.902,0.245,0.276,0.845,0.904,0.989
0.633,0.232,0.174,0.655,0.368,0.161,1.017,0.005,0.201,0.155,0.422,0.381,0.172,0.67,0.058,0.452,1.227,0.167,0.135,1.261,0.923,1.245,0.453,0.877
2.142,0.728,1.212,0.009,0.555,0.083,0.272,0.822,0.764,0.845,0.146,0.149,0.152,0.193,1.173,0.7,0.984,0.372,0.207,0.424,0.577,1.147,0.701,1.001
1.297,0.563,0.512,0.363,0.529,0.68,1.225,0.243,1.177,1.159,0.51,1.012,0.617,0.257,1.253,1.926,0.07,0.592,1.742,0.15,2.266,1.91,1.423,0.472
0.642,0.577,0.8,0.054,0.449,0.319,0.625,0.351,0.033,1.844,0.537,0.086,0.399,0.247,0.208,0.644,0.703,0.214,0.988,0.137,0.849,0.947,1.903,0.432
1.307,0.35,1.398,0.417,0.126,0.158,0.32,0.739,0.205,0.177,0.413,0.296,0.423,0.499,0.401,0.947,0.091,0.246,0.26,0.567,0.726,0.102,0.509,0.192
2.131,1.245,1.342,0.558,0.064,0.256,0.303,0.261,2.454,0.954,0.504,0.004,0.707,0.342,0.315,0.118,0.776,1.377,0.45,0.241,0.862,1.582,0.761,0.603
1.255,1.987,0.755,0.671,0.581,0.057,0.362,0.26,0.516,0.406,0.037,0.477,0.281,0.18,0.428,0.127,0.33,1.63,0.405,0.708,1.16,0.626,0.497,1.849
1.648,0.215,0.604,0.138,0.108,0.645,0.06,0.75,0.215,0.733,0.82,1.047,0.158,0.667,0.483,1.143,0.051,1.648,1.065,0.884,0.323,2.574,0.184,0.274
0.043,0.751,1.156,0.282,0.546,0.36,0.185,0.446,0.37,1.225,0.452,0.355,0.06,0.517,0.538,0.494,1.39,1.265,0.003,0.581,1.301,0.708,0.495,1.402
0.694,0.068,0.514,0.561,0.152,0.579,0.101,0.054,0.939,0.125,0.373,0.084,0.834,0.201,0.472,1.215,0.416,0.021,1.017,0.332,0.542,0.244,0.744,0.743
0.278,0.87,0.431,0.439,0.235,0.309,0.19,0.419,0.943,0.919,0.517,0.264,0.928,0.049,0.201,0.13,0.888,0.667,0.065,2.314,0.979,0.46,1.095,0.873
0.944,0.994,0.014,0.063,0.185,0.283,0.185,0.964,0.163,0.465,0.033,0.37,0.708,0.152,0.685,1.305,0.438,1.666,1.095,0.199,0.33,0.312,0.912,0.599
1.336,0.433,0.413,0.278,0.126,0.06,1.064,0.866,1.174,1.055,0.43,1.056,0.648,0.85,0.411,0.694,1.211,0.023,1.247,0.869,0.372,0.639,1.272,2.262
0.36,0.601,0.566,0.18,0.323,0.147,0.126,0.875,0.388,0.057,0.553,0.068,0.405,0.887,0.943,0.813,0.267,0.491,0.688,1.117,0.905,1.359,1.671,1.756
1.06,0.543,0.583,0.613,0.611,0.326,0.229,0.976,0.958,0.411,0.174,0.376,0.667,0.251,0.314,0.029,0.537,1.026,0.675,1.308,0.919,1.178,0.325,0.696
