@RELATION SyntheticControl

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0, 4.0, 5.0, 6.0}

@DATA
-1.403,1.348,-1.334,-1.597,-0.859,-0.841,-1.703,0.122,-1.208,-0.442,0.014,-0.799,1.412,-0.133,-1.072,0.141,-0.55,0.199,0.519,-0.48,-0.849,-0.044,0.223,1.021,1.178,0.377,-0.314,-1.112,1.799,0.951,-0.387,-1.708,0.63,0.432,-0.196,-0.251,-0.742,1.374,-0.613,1.431,1.234,-1.045,-1.328,0.202,1.46,0.618,-0.702,0.079,1.05,-2.06,1.655,0.085,-1.112,-1.649,0.788,1.834,0.699,1.001,0.638,-1.231,1.0
0.157,0.544,1.75,1.052,1.015,-0.32,-0.589,-1.051,0.128,1.56,-0.069,-0.654,1.052,-1.207,-1.218,-1.849,-1.179,0.452,0.823,0.13,1.427,-1.592,1.347,0.438,-0.914,-1.776,-0.361,-0.625,-1.503,-0.793,1.348,-1.137,-1.094,-0.914,-0.153,0.825,-0.91,-1.877,0.685,0.717,-0.643,2.282,1.703,-1.005,1.334,-1.753,-0.559,0.392,1.316,0.273,0.343,1.587,1.49,1.327,0.129,1.137,-1.663,0.77,-0.983,-0.583,1.0
-0.505,0.737,1.122,1.951,0.877,-0.065,-2.145,0.211,1.213,0.832,-0.678,-1.983,-1.447,-0.164,0.01,1.064,-1.076,-1.784,-0.874,-0.077,1.323,-1.239,-0.707,0.457,0.37,0.303,1.074,-0.724,1.239,0.276,-1.329,-1.745,1.396,-0.467,-0.097,0.177,1.546,-1.229,-1.156,-0.628,1.621,1.564,0.812,-0.099,0.505,-0.61,0.185,-1.895,1.058,-1.097,-1.562,0.539,-0.583,0.337,0.317,1.543,0.241,1.108,2.398,0.133,1.0
0.958,1.147,-1.174,-1.189,-1.116,-1.281,0.231,0.938,-1.166,-0.058,-1.091,1.132,-0.666,0.717,1.372,-0.509,0.827,-0.952,0.143,-0.877,-0.286,1.32,1.654,-0.198,-0.894,-1.273,0.665,-0.943,0.365,1.41,0.115,-1.005,1.123,0.386,0.881,1.302,1.587,0.272,-0.312,1.566,-0.614,-0.75,-0.806,-1.315,0.073,-1.07,1.941,-1.629,-0.081,-1.213,0.163,1.746,-0.384,1.108,0.392,1.231,-1.436,-0.238,1.259,-1.854,1.0
1.575,-0.666,0.676,-0.748,0.256,-1.367,-0.064,-1.918,0.803,0.17,0.365,1.416,1.204,0.224,-1.327,-0.953,0.895,-1.164,-0.382,0.445,-0.395,-0.245,0.614,-0.133,-0.737,0.829,-1.781,-1.208,-1.932,0.779,0.285,-1.585,0.118,0.333,1.127,1.447,1.206,1.631,0.654,-0.646,0.272,-0.169,0.929,-1.474,-0.544,0.949,-0.822,0.117,-0.594,-1.176,1.042,-0.175,1.15,1.059,0.311,0.859,-1.335,1.447,-1.029,-1.307,1.0
-0.824,1.455,-1.073,-1.507,-0.574,0.893,-0.304,0.992,-0.023,-0.263,-0.671,-2.216,1.309,-0.656,1.328,-1.485,0.107,1.573,-0.415,-0.738,1.591,0.043,-0.782,-1.662,-0.138,-0.676,0.115,-1.54,-0.538,1.565,0.175,-1.306,1.02,0.83,0.225,1.36,-1.505,0.605,-1.119,1.143,0.239,-0.343,0.498,0.255,-0.988,-0.527,1.611,-0.689,0.665,1.495,-1.024,-0.328,0.957,0.03,0.348,1.038,0.826,-0.441,-1.591,1.289,1.0
1.305,-1.25,0.719,-0.073,-1.311,1.474,1.228,-1.507,1.051,1.198,0.161,0.243,1.423,0.227,1.146,1.088,-1.03,-1.338,-0.023,0.34,-0.157,-1.414,-0.796,1.212,0.668,0.53,-0.942,-0.096,-0.88,1.615,-0.138,0.43,0.156,1.238,-0.985,-0.897,0.267,-0.897,-0.04,-0.468,-1.595,-1.404,-1.208,-0.225,-0.802,-0.484,0.852,-0.74,1.955,-0.556,1.405,-1.253,0.71,-0.891,1.445,1.046,-0.26,-1.207,1.397,-0.615,1.0
-1.329,1.583,-0.699,-1.69,1.07,-0.227,0.818,-0.11,-1.081,0.392,-0.582,1.065,1.019,-1.357,-1.214,1.208,-1.835,-0.877,0.272,-1.883,-0.137,0.063,0.008,1.449,-1.727,-0.781,-1.077,1.459,0.134,0.059,0.836,-1.087,1.032,0.847,0.869,1.512,0.045,0.968,0.664,0.184,0.994,-2.123,1.36,-0.046,-1.117,-1.123,-0.834,-1.253,-0.395,-0.802,1.277,-0.945,0.399,1.553,0.237,1.041,0.71,-1.028,-0.432,-0.089,1.0
-0.0,0.181,-0.686,0.486,0.029,1.653,-1.785,-0.404,1.343,0.246,-0.826,1.612,-0.55,-0.691,-1.201,-0.43,0.031,-0.234,-0.12,0.612,-0.042,0.861,-1.344,-1.894,0.78,-1.027,-0.434,1.055,-1.485,1.202,0.86,1.012,-1.894,0.392,1.628,-1.891,-1.432,1.338,-0.538,-0.808,0.178,0.569,-0.778,-1.35,0.406,-0.58,1.837,-0.526,0.083,1.022,0.264,-1.312,2.009,1.485,1.891,-1.537,0.475,1.404,-1.38,0.694,1.0
0.251,-0.998,1.312,0.26,0.759,-1.623,0.988,0.571,1.65,1.234,-0.878,0.571,0.173,1.269,1.065,0.324,-0.409,-1.59,-0.31,1.537,-1.644,0.079,1.726,2.212,-1.142,-0.07,1.386,-0.958,0.847,0.486,-0.274,0.451,-0.242,-1.393,-0.581,-0.886,0.224,-0.948,-1.224,-1.664,-0.442,0.679,0.46,0.658,0.05,0.232,-1.204,-1.294,-0.747,-0.935,-0.202,-0.385,-0.996,-0.875,-0.061,1.261,0.953,1.309,1.258,-0.596,1.0
1.763,-0.248,0.504,1.232,1.436,-0.615,0.079,1.373,-0.219,0.901,-0.792,-1.401,-0.97,-0.766,-0.632,-1.754,-1.487,0.68,-0.271,1.329,-0.3,-1.101,-1.091,1.517,-0.937,0.224,-0.41,-1.285,-0.697,0.115,0.987,1.336,-2.21,-0.379,1.48,1.256,-1.576,0.84,1.29,0.795,0.14,1.033,0.388,1.229,-1.25,-1.309,0.875,-0.622,1.255,0.843,0.374,0.489,-1.535,-1.173,0.308,-0.338,0.462,0.174,1.322,-1.566,1.0
0.851,-0.551,0.558,1.269,0.21,-0.969,0.779,-1.325,0.651,0.181,-0.598,0.732,0.325,1.232,-0.026,0.56,1.686,0.528,-1.237,-1.123,0.939,1.014,0.697,0.062,0.825,-0.309,1.054,-0.266,1.637,-1.526,-0.931,1.119,0.162,0.925,-0.85,-0.658,-0.594,-1.233,0.233,1.776,-0.835,-1.496,0.704,-0.973,-1.875,-1.169,0.802,0.952,0.545,-0.848,-0.08,-1.539,0.866,-0.922,0.573,-1.051,-1.059,-0.69,-1.428,-1.341,1.0
1.06,1.083,1.871,-0.809,-1.166,1.946,-0.434,0.591,-1.301,1.061,-1.429,-0.37,0.595,-0.715,1.37,-2.091,-0.921,-0.743,-0.27,-1.369,-1.892,0.053,0.211,-1.097,-0.74,0.928,0.87,-0.334,-1.612,-0.304,0.428,0.341,1.076,-0.787,2.498,0.859,0.967,0.158,-1.643,-0.604,-0.224,0.298,0.323,0.175,1.395,0.657,1.127,0.614,1.243,-1.015,0.954,-0.412,-1.404,1.958,1.23,0.52,-1.426,-0.818,-1.693,-1.478,1.0
0.74,0.977,-1.338,-0.559,-1.113,-1.337,-2.115,0.783,0.085,1.549,-0.745,-0.827,-0.044,0.464,-0.273,-0.123,-1.656,1.476,-0.156,1.238,-1.701,-1.561,1.149,0.585,-0.277,-0.712,0.124,1.347,1.54,-0.606,0.689,1.049,1.558,-0.337,-1.681,1.968,1.734,-0.654,-1.936,1.43,-0.543,-1.216,-0.577,0.418,-0.253,-0.052,-0.815,0.362,-0.074,-1.134,0.15,-0.945,-0.466,0.186,0.035,0.34,-1.608,0.09,0.749,1.053,1.0
0.155,1.959,-0.596,-0.237,-1.237,-0.105,2.34,2.019,1.8,0.336,-1.372,-0.97,0.38,1.542,0.229,-0.783,0.024,0.078,-0.959,-0.013,0.283,-0.927,0.032,1.272,0.094,-0.119,-1.008,1.061,-1.023,0.739,-1.345,-0.961,0.243,-1.428,-1.053,-0.528,0.038,0.824,-1.445,0.188,0.526,-1.583,0.54,-0.266,-0.038,-0.592,1.199,-0.606,0.803,2.038,-0.835,-1.179,0.189,1.773,-0.561,-0.164,0.574,-1.393,1.148,2.27,1.0
-1.49,-1.28,0.287,-1.269,0.453,0.523,0.296,-0.582,0.155,-1.288,0.045,1.804,-0.697,1.898,-0.102,1.487,0.029,-0.59,0.705,0.603,-0.406,1.481,-0.886,-1.319,0.554,-1.476,-0.426,1.687,0.205,0.015,-0.829,-0.684,0.343,-0.87,-0.142,-0.358,-1.982,-0.541,-1.45,0.952,0.101,0.758,1.301,-0.404,1.883,-0.561,0.336,0.143,1.157,1.428,-0.356,-1.26,1.798,1.565,-1.093,-1.13,0.856,-0.449,0.706,-1.102,1.0
-0.306,-1.074,0.947,-0.258,-0.014,-2.477,1.602,0.484,0.152,0.932,-1.509,-1.612,1.451,0.561,-1.152,0.407,-0.46,-1.304,0.297,-0.2,0.619,-0.287,0.867,1.29,-0.077,1.6,-0.858,-0.596,0.791,0.189,-1.063,-1.403,1.62,0.474,-0.917,0.72,0.498,0.194,1.448,1.48,-1.433,0.479,-1.469,1.559,-0.261,0.39,-0.615,1.577,-0.772,-1.095,-1.531,0.213,1.221,-0.509,-1.45,1.649,-1.226,1.307,0.465,-0.194,1.0
-1.367,-0.281,0.349,1.287,0.95,-0.692,1.107,1.491,-0.203,-1.553,0.004,0.601,1.238,1.172,-0.079,1.112,1.345,0.765,-1.443,-0.561,0.872,-1.786,-1.366,-1.133,1.045,-0.768,1.4,-0.033,1.37,-0.456,-0.574,1.226,1.23,-1.034,0.849,0.368,-0.603,0.18,-1.494,0.127,2.241,1.102,1.369,0.576,0.519,-0.131,0.862,-1.726,-0.285,-1.489,0.356,-1.104,-1.233,-1.558,-0.8,0.459,-0.386,-2.03,0.614,-1.803,1.0
1.332,-0.593,1.443,-0.559,0.277,-0.942,0.158,0.323,-0.269,-0.366,-0.659,-1.68,1.796,1.118,1.779,-0.727,-0.902,0.382,0.212,0.6,-1.206,-0.439,0.345,0.046,0.644,-0.636,-1.861,0.497,-0.009,-0.954,1.762,-0.91,-0.231,1.284,0.376,-1.122,-0.261,0.603,0.42,-1.181,-1.34,1.163,0.748,-1.816,0.997,1.62,0.246,0.183,1.293,0.177,0.351,1.752,-0.178,-3.195,0.593,-1.67,-0.541,1.115,-0.021,-1.285,1.0
0.529,-0.008,-1.526,1.4,-1.286,1.478,0.219,-1.423,1.981,-1.525,1.838,0.397,0.038,-0.908,-0.467,1.077,-0.221,0.318,-1.664,0.868,-0.263,1.206,0.896,1.442,-0.188,-0.519,-0.986,-1.295,0.952,-0.606,1.287,-0.074,-0.847,0.521,0.789,1.634,-0.984,0.91,1.044,-1.734,1.658,-1.276,-0.619,-0.648,-0.7,0.419,-1.527,0.017,1.357,0.157,-0.442,1.218,0.807,-0.253,0.777,-1.213,0.149,0.048,-0.163,-1.7,1.0
1.107,1.251,0.438,-0.887,-0.905,0.774,-2.474,0.194,-0.267,-1.294,0.319,0.054,-1.275,-1.506,-1.402,0.26,-1.16,1.556,1.284,-1.082,1.535,-0.497,1.111,0.58,0.19,-1.372,0.553,-0.387,1.942,-0.309,1.247,0.746,-0.358,-1.39,-0.385,-1.07,1.769,-1.828,0.447,-1.34,0.281,-0.055,0.97,1.909,-0.208,-1.169,0.681,-0.69,-0.478,-0.151,-1.24,1.701,1.81,0.287,-1.235,0.377,1.175,-0.433,-0.747,0.288,1.0
0.576,1.443,-0.844,-1.576,0.386,-0.441,-0.554,-0.285,-0.328,-2.111,0.197,1.491,-1.824,-0.253,-1.66,-0.486,-0.527,-1.192,-0.641,0.027,1.288,-1.504,0.649,-0.793,1.33,-0.379,-0.797,0.864,-1.155,-0.469,0.184,1.293,-1.358,-0.319,-1.147,0.444,-0.243,1.345,0.272,1.426,1.702,0.634,-1.608,-0.284,-1.876,-0.705,0.19,0.389,1.155,0.281,-1.839,1.608,-0.527,1.087,-1.392,0.303,1.641,1.272,-0.463,1.584,1.0
0.926,-0.782,0.05,-0.853,-1.477,-0.837,0.522,1.511,-1.475,0.158,-0.718,0.898,0.77,0.002,0.192,-1.399,-1.498,-0.527,1.244,1.577,-1.675,1.315,-0.501,-0.852,0.503,0.419,1.758,-1.359,-1.071,0.13,-1.189,0.054,1.466,-0.283,-0.682,-1.196,-0.028,-0.637,0.243,1.112,0.149,-0.274,1.049,-0.216,-0.629,0.084,-0.521,-0.367,-1.33,0.81,-0.101,1.849,-0.846,-1.719,0.672,2.394,1.075,0.343,1.643,-0.941,1.0
-1.092,0.668,-1.061,-0.412,0.139,-1.222,-0.75,-0.194,-1.226,-1.298,2.01,0.033,-0.033,-1.791,-1.002,0.064,-1.266,0.718,-0.9,-0.905,1.946,-0.89,1.177,1.117,-1.464,-0.063,-1.167,2.212,0.267,0.151,-0.982,-0.052,0.436,-1.291,0.324,-1.58,2.379,-0.399,1.428,1.032,-0.256,1.234,-0.368,0.027,-0.495,-0.443,0.861,0.355,0.141,0.618,0.635,0.166,1.28,-1.231,0.884,1.247,-0.454,-0.456,0.259,0.271,1.0
-0.687,-0.114,0.561,-0.007,-1.219,0.282,-1.318,1.173,1.67,-0.568,2.321,1.568,-0.672,0.063,-0.165,-0.986,1.127,1.558,0.102,0.767,0.547,-0.705,-0.049,0.038,-1.07,-1.002,1.813,0.336,0.847,-1.045,-0.365,-0.369,-0.066,0.225,1.702,-1.804,0.916,2.06,-0.27,-1.567,-0.026,0.714,-0.682,-0.086,-1.472,-1.212,-1.641,-0.034,0.01,-0.773,0.665,-0.118,0.283,-1.44,-1.192,-1.035,2.075,-1.364,-1.372,1.742,1.0
0.896,0.97,0.002,-1.0,-0.208,-1.38,0.502,0.468,-0.479,1.059,0.277,-0.62,0.304,-1.418,-1.671,-2.0,-0.501,1.337,0.0,0.02,1.043,0.995,-0.31,0.866,0.768,-1.136,0.791,0.981,-1.791,0.938,-0.135,-1.356,1.153,0.565,1.185,0.892,0.376,1.187,0.919,-1.402,-0.16,0.49,-0.783,-1.259,-1.474,-1.182,1.186,-1.694,-0.519,0.908,-0.059,0.919,-1.029,-1.157,-0.021,0.422,-1.085,0.262,-0.85,-1.197,1.0
-0.649,1.654,-0.129,1.18,0.773,1.398,-1.102,-0.965,-0.574,-0.518,-0.134,-0.547,-0.171,1.241,-0.685,-0.797,1.745,-0.861,-0.166,1.159,-0.972,-0.385,-1.31,0.366,1.688,0.9,0.843,-0.195,-0.759,0.291,-0.01,-0.915,-1.294,1.017,-0.629,0.676,-1.054,-0.585,2.505,-0.541,1.27,-1.24,-1.329,2.006,0.678,-2.189,0.176,-0.053,1.294,-0.96,0.45,-1.665,0.012,0.295,1.06,1.663,-0.092,-0.057,-2.282,0.086,1.0
-1.601,3.012,-0.482,-0.36,1.341,-1.686,1.554,-0.004,-1.275,0.131,-1.045,0.348,0.311,0.307,-0.441,0.585,0.337,-2.298,0.346,-0.812,0.208,1.099,1.78,0.404,-1.309,0.706,0.703,-0.463,0.117,-0.231,-0.612,0.889,-0.422,0.729,1.222,0.51,1.011,0.097,-1.504,-0.576,-0.408,1.107,-1.424,-0.709,-0.873,-1.447,0.981,0.308,0.025,-0.034,1.586,-0.191,-0.297,1.705,-1.648,-1.41,0.547,0.403,0.972,0.877,1.0
-0.127,0.407,0.136,1.456,-0.188,-0.045,0.285,-0.79,0.92,-0.373,-0.386,-0.937,-1.564,-0.176,1.197,-1.94,-0.628,0.746,-1.703,0.916,-0.543,0.781,-0.944,-1.324,0.246,1.707,-0.053,-1.749,0.802,0.582,0.154,-1.519,1.645,1.641,0.652,-1.294,1.642,-1.398,1.743,0.555,-1.025,0.092,0.389,-1.349,-0.941,-0.983,-1.885,0.49,-1.334,0.626,0.403,-0.041,-0.152,-0.948,-0.396,1.082,0.4,0.182,0.641,0.842,1.0
-0.11,-0.801,-1.842,-1.546,-0.908,-1.369,-0.447,-1.091,-0.374,1.489,-0.988,-0.057,1.59,0.415,-1.527,-1.093,1.157,0.607,-0.081,1.144,0.444,0.06,-0.548,1.735,-1.398,1.098,-0.803,-1.503,-0.665,-0.067,-0.766,0.24,0.237,-0.327,-0.924,-1.706,-1.122,-0.007,0.775,0.887,0.203,0.959,-0.119,1.146,0.649,1.019,1.267,-0.678,1.958,-1.249,0.28,1.537,-0.514,-1.286,-0.081,1.43,-0.366,-0.673,1.599,-1.318,1.0
0.473,-1.079,-1.085,1.033,-0.286,1.091,-0.482,0.976,0.995,-0.165,-1.383,0.598,1.406,-0.381,-0.927,1.558,0.45,-0.782,-0.128,-1.528,-0.096,0.558,1.307,-0.961,-0.046,-1.479,-1.264,0.258,0.16,-1.465,1.42,-1.063,1.49,0.79,-1.508,0.121,1.382,0.802,-1.15,-0.438,0.179,1.302,-1.321,0.684,-0.191,0.309,1.224,-0.089,1.381,1.199,1.254,-0.169,0.919,-2.281,0.4,1.195,-0.913,-1.632,0.107,-0.041,1.0
