@RELATION SmoothSubspace

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.939,0.766,-0.354,0.374,0.926,0.342,0.477,0.63,0.965,0.33,0.846,0.388,1.316,0.535,0.882,3.0
0.864,0.681,0.782,0.67,0.232,0.41,0.493,0.31,0.073,0.527,0.881,0.755,1.434,0.909,0.903,3.0
-0.256,0.343,0.031,0.429,0.163,0.902,0.292,0.05,0.128,0.507,0.892,0.648,0.878,0.885,0.91,3.0
0.589,0.259,0.369,0.237,-0.476,0.741,0.272,0.714,0.655,0.409,0.662,-0.082,0.931,-0.328,1.042,3.0
0.82,0.733,0.404,0.837,-0.497,0.332,1.332,0.836,0.829,0.76,1.056,0.868,0.919,1.069,0.95,3.0
0.479,-0.245,0.336,0.348,0.672,0.33,0.566,1.37,0.852,0.407,0.858,0.903,0.853,0.242,0.753,3.0
0.648,0.712,0.97,0.859,0.274,0.727,0.947,0.41,0.274,0.439,1.07,0.718,0.736,0.843,1.016,3.0
0.562,0.862,1.426,0.913,0.794,0.379,0.196,0.362,0.145,1.194,0.902,0.503,0.873,0.951,0.902,3.0
0.184,0.001,0.203,0.91,0.421,0.9,0.388,0.401,0.435,-0.212,0.66,0.408,1.256,0.95,0.908,3.0
0.495,0.596,0.745,0.256,0.45,0.191,0.523,0.699,0.355,0.967,0.806,0.812,0.712,0.931,0.817,3.0
0.894,0.856,0.933,0.104,0.696,0.517,0.564,0.538,-0.241,0.82,0.97,0.831,1.048,1.133,0.897,3.0
0.452,0.719,-0.156,0.359,1.182,-0.227,0.232,0.941,1.291,0.062,0.922,0.91,0.484,0.917,1.295,3.0
-0.055,0.37,0.241,0.191,0.569,0.882,0.176,0.628,0.54,0.795,0.871,0.668,0.881,0.992,1.154,3.0
0.423,0.249,-0.214,0.021,1.118,0.237,0.89,0.759,0.795,0.744,1.07,0.874,0.371,-0.75,0.307,3.0
-0.134,0.635,1.063,0.87,-0.001,0.969,0.723,0.607,0.037,-0.046,0.929,0.945,0.609,0.927,0.664,3.0
-0.024,0.474,-0.98,0.144,0.14,0.193,0.265,0.144,0.652,0.644,0.812,1.453,0.849,0.323,0.829,3.0
0.573,0.703,0.888,0.654,0.514,0.591,0.335,0.604,0.312,0.534,0.877,0.867,1.059,0.881,0.966,3.0
0.303,0.256,0.312,0.738,1.004,0.596,0.639,0.555,0.653,-0.025,0.73,0.756,0.786,1.019,1.216,3.0
0.979,0.964,0.497,0.604,1.209,0.725,0.512,0.095,0.625,0.351,1.134,0.775,0.971,0.515,1.268,3.0
0.916,0.099,0.613,0.456,0.809,0.692,-0.038,0.556,-0.179,0.945,0.559,0.587,0.978,0.723,1.182,3.0
0.754,0.195,0.335,0.296,0.444,0.373,0.637,0.405,0.295,0.86,0.932,0.724,0.728,0.733,0.796,3.0
0.37,1.059,0.959,-0.028,-0.158,0.709,0.587,0.263,0.294,0.045,0.972,0.726,0.846,0.833,0.54,3.0
0.265,0.54,0.538,0.553,0.112,0.407,1.363,0.033,1.502,0.23,0.945,0.655,0.878,0.311,0.879,3.0
1.072,0.667,1.066,0.848,0.407,0.569,0.974,0.11,0.779,0.144,0.834,0.671,1.134,0.787,0.957,3.0
0.41,0.255,1.35,-0.214,0.473,0.318,0.61,0.903,0.564,0.538,0.825,0.849,0.266,0.878,0.35,3.0
0.051,0.281,0.121,0.481,0.39,0.564,0.19,0.565,0.755,0.435,0.981,0.595,0.92,0.71,0.612,3.0
0.622,0.651,0.256,0.378,0.647,0.394,2.255,0.591,0.473,0.885,1.126,0.624,1.445,0.569,1.178,3.0
0.243,0.297,0.163,0.456,0.166,0.495,0.458,0.579,0.207,0.671,1.143,1.026,1.028,0.784,1.73,3.0
