@RELATION SmoothSubspace

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC

@DATA
0.181,0.274,0.139,0.084,0.295,0.443,0.611,0.675,0.039,0.011,0.349,0.095,0.036,0.211,0.071
0.229,0.256,0.168,0.304,0.187,0.3,0.572,0.243,0.053,0.71,0.268,0.004,0.056,0.074,0.537
0.166,0.175,0.302,0.123,0.373,0.269,0.109,0.13,0.177,0.403,0.163,0.101,0.217,0.042,0.364
0.105,0.119,0.342,0.225,0.134,0.24,0.387,0.467,0.102,0.147,0.213,0.351,0.073,0.375,0.073
0.228,0.126,0.276,0.489,0.05,0.146,0.37,0.155,0.165,0.341,0.025,0.107,0.204,0.112,0.108
0.153,0.032,0.096,0.399,0.674,0.137,0.002,0.069,0.26,0.466,0.082,0.293,0.206,0.419,0.488
0.504,0.038,0.265,0.263,0.056,0.048,0.217,0.435,0.237,0.053,0.225,0.175,0.485,0.011,0.132
0.139,0.13,0.08,0.127,0.012,0.122,0.184,0.456,0.228,0.022,0.356,0.265,0.108,0.017,0.115
0.146,0.008,0.172,0.147,0.162,0.097,0.011,0.408,0.42,0.097,0.691,0.045,0.269,0.047,0.089
0.352,0.051,0.349,0.223,0.211,0.073,0.115,0.248,0.132,0.281,0.41,0.496,0.475,0.17,0.248
0.124,0.052,0.234,0.197,0.359,0.093,0.217,0.069,0.055,0.349,0.133,0.29,0.206,0.101,0.145
0.236,0.072,0.189,0.125,0.238,0.108,0.021,0.025,0.193,0.174,0.233,0.329,0.127,0.403,0.003
0.068,0.259,0.159,0.027,0.033,0.311,0.045,0.072,0.149,0.026,0.102,0.092,0.136,0.027,0.658
0.028,0.055,0.0,0.036,0.073,0.106,0.058,0.55,0.428,0.182,0.137,0.024,0.145,0.351,0.209
0.106,0.061,0.173,0.05,0.186,0.43,0.067,0.065,0.021,0.142,0.273,0.033,0.481,0.054,0.37
0.186,0.35,0.072,0.086,0.058,0.174,0.112,0.127,0.071,0.308,0.44,0.115,0.24,0.157,0.025
0.14,0.013,0.339,0.118,0.163,0.106,0.275,0.264,0.413,0.073,0.209,0.265,0.143,0.108,0.337
0.351,0.148,0.338,0.175,0.149,0.048,0.323,0.051,0.332,0.101,0.38,0.124,0.055,0.048,0.557
0.172,0.148,0.048,0.267,0.126,0.01,0.245,0.199,0.183,0.351,0.379,0.248,0.345,0.007,0.104
0.138,0.11,0.041,0.283,0.068,0.22,0.017,0.179,0.125,0.087,0.112,0.117,0.567,0.152,0.322
0.068,0.047,0.071,0.327,0.028,0.294,0.423,0.107,0.186,0.233,0.435,0.037,0.583,0.658,0.429
0.043,0.061,0.132,0.048,0.324,0.438,0.029,0.031,0.382,0.217,0.076,0.15,0.13,0.455,0.016
0.028,0.222,0.096,0.062,0.126,0.007,0.033,0.023,0.392,0.284,0.11,0.178,0.06,0.16,0.41
0.433,0.336,0.129,0.298,0.225,0.098,0.175,0.028,0.27,0.321,0.086,0.408,0.277,0.246,0.274
0.159,0.198,0.136,0.057,0.105,0.32,0.343,0.121,0.396,0.241,0.229,0.056,0.178,0.252,0.224
0.389,0.323,0.244,0.085,0.523,0.291,0.125,0.308,0.287,0.408,0.391,0.254,0.131,0.073,0.038
0.23,0.131,0.075,0.228,0.118,0.264,0.073,0.233,0.029,0.298,0.471,0.073,0.451,0.056,0.303
0.242,0.005,0.386,0.166,0.08,0.11,0.434,0.214,0.312,0.185,0.471,0.301,0.203,0.149,0.054
0.154,0.3,0.155,0.167,0.123,0.042,0.113,0.317,0.009,0.222,0.045,0.15,0.208,0.252,0.404
0.013,0.55,0.307,0.467,0.027,0.096,0.174,0.08,0.668,0.057,0.441,0.359,0.123,0.43,0.014
0.198,0.283,0.097,0.096,0.331,0.036,0.378,0.203,0.172,0.631,0.123,0.292,0.179,0.094,0.429
0.234,0.013,0.362,0.452,0.079,0.149,0.451,0.077,0.101,0.24,0.242,0.068,0.398,0.203,0.034
0.267,0.41,0.104,0.132,0.149,0.016,0.136,0.637,0.073,0.119,0.162,0.469,0.152,0.122,0.035
0.083,0.249,0.056,0.313,0.354,0.08,0.204,0.147,0.364,0.071,0.414,0.1,0.082,0.001,0.023
0.263,0.407,0.073,0.024,0.139,0.042,0.171,0.221,0.122,0.087,0.004,0.203,0.01,0.155,0.252
0.334,0.341,0.292,0.171,0.379,0.044,0.062,0.442,0.234,0.29,0.583,0.06,0.154,0.406,0.226
0.214,0.142,0.035,0.087,0.099,0.285,0.034,0.208,0.183,0.186,0.097,0.591,0.164,0.057,0.324
0.061,0.373,0.039,0.241,0.221,0.16,0.186,0.192,0.159,0.093,0.046,0.355,0.143,0.165,0.067
0.07,0.087,0.114,0.059,0.196,0.109,0.915,0.267,0.217,0.23,0.124,0.177,0.272,0.186,0.214
0.083,0.006,0.037,0.187,0.156,0.221,0.37,0.445,0.39,0.256,0.516,0.426,0.396,0.039,0.034
0.084,0.154,0.306,0.253,0.159,0.0,0.059,0.181,0.044,0.229,0.286,0.105,0.149,0.282,0.214
0.339,0.387,0.04,0.311,0.241,0.005,0.264,0.327,0.279,0.299,0.148,0.208,0.081,0.348,0.356
0.16,0.132,0.382,0.033,0.174,0.103,0.017,0.269,0.279,0.051,0.034,0.486,0.355,0.49,0.335
0.502,0.225,0.107,0.184,0.021,0.222,0.085,0.281,0.029,0.233,0.429,0.1,0.078,0.3,0.309
0.07,0.135,0.223,0.001,0.07,0.398,0.083,0.199,0.353,0.049,0.447,0.55,0.409,0.397,0.092
0.31,0.117,0.333,0.22,0.381,0.238,0.296,0.222,0.202,0.093,0.924,0.313,0.151,0.137,0.338
0.029,0.685,0.046,0.164,0.129,0.412,0.109,0.349,0.541,0.076,0.388,0.552,0.538,0.033,0.201
0.016,0.491,0.587,0.248,0.132,0.203,0.094,0.129,0.111,0.115,0.119,0.564,0.143,0.055,0.08
0.16,0.036,0.006,0.092,0.041,0.011,0.654,0.495,0.029,0.028,0.126,0.032,0.524,0.233,0.131
0.02,0.096,0.107,0.094,0.159,0.142,0.123,0.394,0.21,0.376,0.391,0.025,0.19,0.12,0.281
0.031,0.128,0.042,0.192,0.321,0.141,0.466,0.162,0.524,0.458,0.081,0.47,0.367,0.264,0.008
0.047,0.764,0.17,0.281,0.152,0.086,0.158,0.191,0.287,0.311,0.15,0.366,0.403,0.486,0.821
0.039,0.29,0.193,0.262,0.024,0.187,0.08,0.008,0.06,0.024,0.21,0.104,0.259,0.58,0.145
0.012,0.296,0.141,0.308,0.448,0.214,0.676,0.138,0.013,0.179,0.013,0.052,0.521,0.115,0.229
0.213,0.184,0.183,0.001,0.358,0.156,0.028,0.381,0.279,0.139,0.353,0.095,0.162,0.303,0.131
0.222,0.078,0.567,0.183,0.047,0.055,0.181,0.088,0.226,0.2,0.275,0.359,0.418,0.216,0.349
0.333,0.091,0.46,0.154,0.236,0.214,0.016,0.28,0.32,0.019,0.061,0.329,0.008,0.2,0.139
0.13,0.012,0.042,0.118,0.47,0.359,0.056,0.29,0.75,0.125,0.262,0.169,0.175,0.01,0.069
0.014,0.087,0.047,0.22,0.051,0.153,0.172,0.509,0.281,0.052,0.405,0.406,0.113,0.35,0.136
0.055,0.21,0.109,0.119,0.576,0.055,0.241,0.334,0.123,0.376,0.149,0.537,0.158,0.068,0.008
0.333,0.503,0.049,0.238,0.094,0.339,0.043,0.114,0.09,0.384,0.276,0.47,0.047,0.373,0.345
0.049,0.036,0.345,0.16,0.018,0.123,0.087,0.314,0.178,0.083,0.032,0.208,0.383,0.612,0.097
0.137,0.152,0.054,0.295,0.241,0.097,0.77,0.112,0.349,0.138,0.605,0.264,0.012,0.109,0.235
0.335,0.074,0.301,0.242,0.186,0.039,0.043,0.216,0.064,0.401,0.475,0.117,0.375,0.135,0.321
0.338,0.525,0.084,0.343,0.335,0.143,0.357,0.148,0.433,0.022,0.352,0.038,0.311,0.037,0.136
0.145,0.098,0.345,0.117,0.248,0.208,0.492,0.348,0.193,0.389,0.127,0.254,0.039,0.262,0.242
0.405,0.216,0.295,0.08,0.188,0.391,0.15,0.383,0.283,0.03,0.158,0.34,0.157,0.053,0.27
0.005,0.043,0.017,0.206,0.509,0.23,0.234,0.003,0.429,0.2,0.014,0.213,0.225,0.074,0.009
0.189,0.063,0.224,0.078,0.104,0.137,0.335,0.126,0.152,0.167,0.192,0.05,0.297,0.155,0.693
0.071,0.089,0.259,0.147,0.253,0.141,0.017,0.193,0.035,0.232,0.003,0.523,0.222,0.027,0.057
0.177,0.126,0.171,0.105,0.543,0.272,0.336,0.034,0.169,0.021,0.088,0.451,0.02,0.065,0.157
0.043,0.064,0.069,0.099,0.013,0.008,0.206,0.283,0.146,0.157,0.534,0.435,0.038,0.654,0.199
0.19,0.227,0.279,0.033,0.678,0.226,0.006,0.23,0.125,0.039,0.357,0.325,0.164,0.161,0.156
0.038,0.322,0.145,0.086,0.264,0.541,0.196,0.003,0.096,0.299,0.41,0.62,0.242,0.554,0.528
0.18,0.209,0.41,0.121,0.039,0.106,0.138,0.037,0.338,0.507,0.414,0.127,0.319,0.098,0.066
0.13,0.16,0.4,0.221,0.052,0.049,0.395,0.084,0.116,0.361,0.257,0.31,0.347,0.333,0.16
0.053,0.241,0.01,0.16,0.105,0.376,0.228,0.079,0.185,0.177,0.597,0.359,0.086,0.27,0.086
0.01,0.111,0.586,0.097,0.126,0.2,0.332,0.188,0.035,0.337,0.27,0.167,0.374,0.309,0.189
0.004,0.134,0.083,0.087,0.002,0.012,0.167,0.179,0.254,0.054,0.284,0.025,0.616,0.007,0.014
0.323,0.138,0.139,0.06,0.134,0.234,0.116,0.23,0.181,0.126,0.03,0.207,0.043,0.068,0.021
0.241,0.012,0.258,0.004,0.219,0.014,0.17,0.309,0.11,0.176,0.185,0.505,0.041,0.401,0.196
0.386,0.015,0.297,0.121,0.361,0.188,0.23,0.128,0.633,0.107,0.463,0.074,0.006,0.405,0.269
0.278,0.186,0.217,0.033,0.018,0.165,0.261,0.243,0.33,0.231,0.14,0.226,0.227,0.559,0.48
0.01,0.301,0.076,0.1,0.125,0.344,0.331,0.211,0.035,0.348,0.082,0.091,0.136,0.048,0.311
0.148,0.135,0.263,0.258,0.206,0.025,0.427,0.048,0.305,0.366,0.011,0.299,0.128,0.126,0.017
0.049,0.242,0.037,0.028,0.149,0.251,0.057,0.155,0.295,0.477,0.389,0.205,0.164,0.191,0.328
0.309,0.001,0.087,0.216,0.152,0.25,0.138,0.001,0.296,0.024,0.043,0.025,0.237,0.093,0.094
0.061,0.114,0.104,0.316,0.18,0.001,0.145,0.237,0.282,0.056,0.171,0.235,0.282,0.377,0.306
0.143,0.437,0.254,0.131,0.266,0.284,0.535,0.017,0.338,0.281,0.164,0.259,0.512,0.105,0.42
0.116,0.108,0.106,0.023,0.128,0.204,0.011,0.21,0.002,0.189,0.013,0.084,0.012,0.186,0.265
0.029,0.011,0.392,0.182,0.211,0.333,0.005,0.021,0.25,0.189,0.453,0.226,0.534,0.613,0.653
0.101,0.13,0.127,0.116,0.005,0.438,0.302,0.008,0.154,0.064,0.089,0.158,0.344,0.001,0.434
0.059,0.06,0.561,0.585,0.255,0.682,0.007,0.044,0.118,0.161,0.249,0.381,0.398,0.666,0.148
0.134,0.133,0.149,0.306,0.12,0.208,0.085,0.014,0.484,0.183,0.206,0.282,0.121,0.264,0.091
0.015,0.05,0.034,0.274,0.342,0.089,0.062,0.249,0.015,0.287,0.163,0.01,0.143,0.07,0.517
0.177,0.101,0.364,0.081,0.287,0.007,0.201,0.02,0.475,0.006,0.097,0.007,0.086,0.156,0.394
0.05,0.033,0.211,0.024,0.588,0.073,0.088,0.104,0.169,0.024,0.613,0.113,0.217,0.582,0.135
0.073,0.046,0.049,0.159,0.02,0.281,0.042,0.178,0.381,0.274,0.039,0.096,0.141,0.046,0.012
0.262,0.101,0.029,0.258,0.515,0.3,0.2,0.264,0.386,0.218,0.027,0.013,0.187,0.224,0.596
0.302,0.231,0.091,0.141,0.117,0.029,0.307,0.332,0.561,0.083,0.166,0.136,0.035,0.229,0.122
0.134,0.034,0.518,0.032,0.284,0.071,0.318,0.215,0.135,0.015,0.031,0.189,0.073,0.103,0.021
0.164,0.069,0.45,0.19,0.172,0.206,0.28,0.115,0.042,0.008,0.16,0.44,0.489,0.012,0.583
0.298,0.042,0.073,0.183,0.32,0.204,0.077,0.086,0.223,0.185,0.282,0.195,0.182,0.081,0.342
0.148,0.35,0.055,0.002,0.061,0.257,0.792,0.046,0.385,0.037,0.214,0.22,0.611,0.188,0.388
0.14,0.164,0.231,0.122,0.024,0.378,0.269,0.172,0.031,0.237,0.214,0.393,0.126,0.017,0.469
