@RELATION ItalyPowerDemand

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
0.441,0.652,0.668,0.451,0.335,0.203,0.951,0.653,0.076,1.251,0.147,0.423,0.146,0.696,0.164,0.462,0.667,0.618,1.095,0.201,0.981,0.046,0.602,1.363
0.016,1.114,0.021,0.325,0.051,0.782,0.344,0.582,0.238,2.226,0.197,0.13,0.437,0.157,0.594,0.109,0.227,0.018,0.507,0.174,2.068,0.32,2.168,2.703
0.148,0.087,0.008,0.365,0.084,0.375,0.95,0.124,0.427,1.364,0.391,0.24,0.028,0.286,0.79,1.128,0.75,1.383,1.22,1.886,1.109,1.114,1.898,0.081
1.149,0.863,0.148,0.523,0.463,0.173,0.576,0.448,1.825,0.347,0.655,0.372,0.512,0.273,0.167,0.301,0.185,0.222,0.125,0.717,0.181,0.861,0.985,1.1
0.209,0.663,0.193,0.667,0.24,0.851,0.361,0.461,0.578,0.647,0.068,0.523,0.066,0.032,1.109,0.443,0.198,0.406,1.922,0.597,1.648,0.24,0.191,0.224
1.263,0.606,0.794,0.069,0.236,0.4,0.483,0.43,1.053,0.97,0.089,0.638,0.39,0.512,1.004,0.605,0.281,0.226,0.965,0.75,1.426,0.787,0.757,0.858
2.091,0.374,0.289,0.25,0.538,0.236,0.495,1.292,0.449,0.076,0.522,0.451,0.306,0.03,0.287,0.558,0.641,0.907,1.029,1.956,0.572,0.351,0.861,0.524
0.746,0.907,0.013,0.226,0.064,0.467,0.711,0.614,0.086,1.308,0.729,0.032,0.149,0.395,0.63,0.093,0.662,0.28,0.805,0.872,0.078,1.791,0.336,0.194
0.655,0.575,0.17,0.135,0.179,0.133,0.767,0.718,1.121,1.697,0.241,0.319,0.365,0.239,0.011,0.634,0.45,1.043,1.091,1.201,0.08,0.14,0.238,0.473
0.172,0.613,0.171,0.185,0.212,0.069,0.226,0.146,0.474,1.265,1.164,0.312,0.627,0.511,0.692,0.35,0.592,0.285,1.532,0.029,0.802,0.768,0.134,1.354
1.084,0.496,0.862,0.899,0.261,0.006,0.507,0.071,0.608,0.182,0.063,0.107,0.433,0.237,0.874,0.253,0.748,0.34,1.035,0.244,0.628,0.779,0.497,1.012
0.185,0.289,0.302,0.05,0.397,0.502,0.047,1.093,0.813,0.226,0.684,0.891,0.663,0.206,1.191,0.278,0.536,0.866,0.727,1.576,0.549,0.967,1.2,1.449
1.065,0.267,0.18,0.602,0.289,0.083,0.062,1.185,0.256,1.666,0.175,0.443,0.097,0.248,0.326,0.255,0.123,0.723,1.121,0.863,1.061,0.055,0.202,0.643
0.745,0.062,0.222,0.764,0.046,0.211,0.184,0.88,0.812,0.201,0.396,0.003,0.584,0.492,0.625,0.054,0.45,0.307,0.225,0.499,1.258,0.58,0.53,0.343
0.012,1.051,0.009,0.255,0.007,0.275,0.217,0.869,0.179,0.148,0.299,0.069,0.468,0.052,0.561,1.166,0.379,0.174,0.514,0.136,1.185,0.102,0.769,0.819
0.051,0.305,0.882,0.228,0.153,0.098,0.424,0.535,0.885,1.324,0.046,0.414,0.337,0.456,0.358,1.018,1.006,1.256,0.356,1.057,1.748,0.871,1.497,0.343
0.603,0.091,0.088,0.258,0.23,0.563,0.57,0.526,0.408,0.351,0.046,0.49,0.17,0.329,0.734,0.042,0.965,0.257,0.436,0.113,0.689,0.007,0.425,0.808
0.055,0.408,0.014,0.099,0.464,0.206,0.764,0.31,0.773,1.141,0.259,1.194,0.205,0.436,0.662,0.142,1.535,0.486,0.77,0.951,0.209,0.795,0.277,0.986
0.626,0.236,0.441,0.481,0.041,0.153,0.073,0.629,1.37,1.924,0.186,0.191,0.168,0.355,0.712,0.556,0.078,0.193,0.789,0.215,0.241,0.739,0.791,0.865
0.554,0.203,0.152,0.573,0.322,0.141,0.89,0.005,0.176,0.136,0.369,0.333,0.151,0.587,0.05,0.395,1.073,0.146,0.118,1.103,0.808,1.089,0.397,0.767
1.874,0.637,1.061,0.008,0.486,0.072,0.238,0.719,0.668,0.739,0.128,0.13,0.133,0.169,1.026,0.613,0.861,0.326,0.181,0.371,0.505,1.004,0.614,0.876
1.135,0.493,0.448,0.317,0.463,0.595,1.072,0.212,1.03,1.014,0.446,0.885,0.54,0.225,1.097,1.685,0.062,0.518,1.524,0.132,1.983,1.671,1.245,0.413
0.562,0.505,0.7,0.047,0.392,0.279,0.547,0.307,0.029,1.614,0.47,0.075,0.349,0.216,0.182,0.564,0.615,0.187,0.864,0.12,0.743,0.829,1.665,0.378
1.144,0.306,1.223,0.365,0.11,0.138,0.28,0.647,0.179,0.154,0.362,0.259,0.37,0.437,0.351,0.829,0.08,0.216,0.228,0.496,0.636,0.089,0.445,0.168
1.865,1.089,1.174,0.488,0.056,0.224,0.266,0.228,2.148,0.835,0.441,0.003,0.619,0.299,0.275,0.103,0.679,1.205,0.394,0.211,0.754,1.384,0.666,0.528
1.098,1.738,0.661,0.587,0.508,0.05,0.317,0.227,0.452,0.355,0.033,0.417,0.246,0.158,0.374,0.111,0.289,1.426,0.354,0.62,1.015,0.548,0.435,1.618
1.442,0.188,0.528,0.121,0.094,0.565,0.053,0.656,0.188,0.641,0.717,0.916,0.138,0.584,0.423,1.0,0.045,1.442,0.932,0.774,0.283,2.252,0.161,0.24
0.038,0.657,1.011,0.247,0.477,0.315,0.162,0.39,0.324,1.071,0.395,0.311,0.052,0.453,0.471,0.432,1.216,1.107,0.002,0.509,1.139,0.62,0.433,1.227
0.607,0.06,0.45,0.491,0.133,0.507,0.089,0.047,0.821,0.109,0.326,0.073,0.73,0.176,0.413,1.063,0.364,0.019,0.89,0.291,0.474,0.214,0.651,0.65
0.243,0.761,0.377,0.384,0.205,0.27,0.166,0.366,0.825,0.804,0.452,0.231,0.812,0.043,0.176,0.114,0.777,0.584,0.056,2.025,0.857,0.403,0.958,0.764
0.826,0.87,0.012,0.055,0.162,0.248,0.162,0.843,0.143,0.406,0.029,0.323,0.619,0.133,0.599,1.142,0.383,1.458,0.958,0.174,0.289,0.273,0.798,0.524
1.169,0.379,0.362,0.243,0.11,0.052,0.931,0.757,1.028,0.923,0.376,0.924,0.567,0.744,0.359,0.607,1.059,0.02,1.091,0.76,0.326,0.559,1.113,1.98
0.315,0.526,0.495,0.157,0.282,0.129,0.11,0.766,0.34,0.049,0.484,0.059,0.354,0.776,0.825,0.712,0.234,0.429,0.602,0.978,0.792,1.189,1.462,1.536
0.928,0.475,0.51,0.536,0.535,0.285,0.2,0.854,0.838,0.36,0.153,0.329,0.583,0.22,0.275,0.025,0.47,0.898,0.59,1.144,0.804,1.031,0.284,0.609
