@RELATION SonyAIBORobotSurface1

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC

@DATA
0.469,0.129,1.548,0.226,0.101,0.575,0.511,0.143,0.259,0.702,0.011,0.609,0.251,0.896,0.216,0.192,0.219,0.68,0.481,0.211,0.103,0.357,0.029,0.325,0.232,0.684,0.423,0.096,0.143,0.537,0.365,0.49,0.047,0.269,0.065,0.522,0.631,1.384,0.355,0.471,0.406,0.685,0.194,0.634,0.259,0.896,0.85,0.073,0.499,1.655,1.278,0.903,0.282,0.12,0.313,0.25,0.806,1.351,0.569,0.403,0.059,0.364,0.107,0.438,0.312,0.059,0.504,0.174,0.261,0.139
0.142,0.09,0.971,0.776,0.627,0.752,0.609,0.187,0.193,0.304,1.112,0.512,0.134,0.293,0.171,0.361,0.602,0.322,0.01,0.051,0.407,0.075,0.264,0.412,0.424,0.311,0.101,0.348,0.229,0.465,0.282,0.24,0.042,0.868,0.76,0.116,0.352,0.404,0.526,0.04,0.761,0.179,1.119,0.485,1.42,0.485,0.721,0.544,0.404,0.435,0.773,0.632,0.091,0.054,1.035,0.712,0.33,0.437,0.119,0.273,0.076,0.126,0.153,0.338,0.077,0.296,0.012,0.297,0.22,0.463
0.702,0.353,0.228,0.205,1.472,0.514,1.202,0.134,0.263,0.864,0.249,0.501,0.033,0.405,0.519,0.03,0.558,0.571,0.442,0.196,0.181,0.11,0.23,0.037,0.068,0.099,0.077,0.312,0.13,0.215,0.504,0.198,0.861,0.372,0.418,0.21,0.393,0.368,0.986,0.089,0.968,1.657,0.908,0.433,0.535,0.431,0.056,0.225,0.476,0.092,0.446,0.517,0.186,0.358,0.148,0.355,0.217,0.184,0.154,0.289,0.212,0.151,0.123,0.174,0.386,0.055,0.594,0.417,0.664,0.303
0.509,1.005,0.645,0.114,0.382,0.811,0.174,0.679,0.235,0.018,0.513,0.738,0.39,0.488,0.431,0.439,0.155,0.043,0.953,0.383,0.433,0.821,0.076,0.198,0.526,0.287,0.173,0.368,0.253,0.116,0.406,0.547,0.032,0.22,0.0,0.602,0.17,0.068,0.65,1.269,1.142,0.046,0.218,2.95,0.145,0.157,0.396,0.486,0.221,0.473,0.5,0.21,0.334,0.026,0.73,0.671,0.155,0.236,0.647,0.467,0.058,0.496,0.319,0.061,0.128,0.856,0.111,0.133,0.276,0.157
0.207,0.064,0.938,0.212,0.526,0.347,0.733,0.223,0.746,0.242,1.171,0.513,0.804,0.143,0.54,0.575,1.135,0.545,0.666,0.774,0.229,0.02,0.083,0.715,0.332,0.137,0.5,0.081,0.225,1.06,0.371,0.002,0.485,0.442,0.408,0.363,0.004,0.358,0.801,0.07,1.132,0.489,0.468,0.043,0.406,0.101,1.239,0.57,0.066,0.171,0.398,0.538,0.028,0.085,0.785,0.508,0.6,0.939,0.417,0.206,0.515,0.784,0.199,0.617,0.19,0.077,0.329,0.308,0.239,0.157
1.304,1.51,0.01,0.645,0.842,0.059,0.699,0.446,0.137,0.359,0.048,0.664,0.227,0.609,0.576,0.059,0.07,0.018,0.216,0.018,0.339,0.138,0.07,0.382,0.085,0.214,0.343,0.139,0.228,0.257,0.509,0.417,0.373,0.214,0.303,0.188,0.129,0.182,0.335,0.021,1.079,1.184,1.211,0.711,1.966,0.237,0.258,0.775,0.017,0.691,1.078,0.346,0.006,0.028,0.093,0.501,0.459,0.31,0.375,0.302,0.184,0.056,0.213,0.08,0.066,0.345,0.671,0.003,0.233,0.785
0.129,1.663,0.826,0.2,0.236,0.115,1.093,0.369,0.098,0.217,0.631,0.119,0.589,0.618,0.382,0.0,0.331,0.027,0.443,0.259,0.002,0.109,0.172,0.027,0.11,0.055,0.606,0.05,0.111,0.097,0.635,0.296,0.35,0.209,0.253,0.392,0.221,0.308,0.441,0.285,1.654,0.567,0.538,0.699,1.113,0.981,0.238,0.774,0.36,0.342,0.386,0.824,0.391,0.231,0.51,0.148,1.031,0.644,0.686,0.78,0.247,0.27,0.27,0.086,0.622,0.218,0.087,0.169,0.14,0.235
0.704,1.339,0.515,0.201,0.963,0.142,0.339,0.268,0.111,0.115,0.041,0.359,1.046,0.004,0.087,0.203,0.368,0.117,0.761,0.329,0.643,0.116,0.099,0.511,1.071,0.051,0.441,0.355,0.47,0.081,0.441,0.422,0.139,0.275,0.144,0.062,0.07,0.045,0.437,0.557,0.414,0.199,0.593,0.277,0.725,0.312,0.843,0.643,0.191,1.157,0.409,0.081,0.048,0.038,0.623,0.283,0.328,0.285,0.464,0.105,0.536,0.05,0.03,0.155,0.383,0.489,0.661,0.232,0.727,0.302
0.491,1.444,1.181,0.351,0.498,0.026,0.734,0.574,0.205,0.41,0.567,0.055,1.28,0.401,0.257,0.514,0.054,0.654,0.549,0.603,0.255,0.096,0.094,0.061,0.89,0.272,0.103,0.372,0.401,0.323,0.262,0.307,0.039,0.233,0.134,0.603,0.084,0.183,0.702,0.198,0.882,0.477,0.693,0.486,0.642,0.16,0.598,0.398,0.198,0.113,0.311,0.208,0.425,0.293,0.5,0.597,0.432,0.38,1.239,0.09,0.193,0.139,0.259,0.106,0.498,0.143,0.309,0.454,0.747,0.657
0.466,1.89,1.464,0.621,0.19,0.832,0.511,0.628,0.217,0.559,0.006,0.235,0.257,0.086,0.304,0.232,1.317,0.605,0.077,0.017,0.285,0.067,0.519,0.476,0.068,0.416,0.285,0.022,0.33,0.127,0.129,0.486,0.208,0.182,0.52,0.07,0.26,0.427,0.553,0.783,0.428,0.827,0.776,0.357,0.577,0.257,0.33,0.204,0.148,0.271,0.614,0.222,0.045,0.003,0.529,1.545,0.647,0.111,0.009,0.07,0.058,0.491,0.115,0.02,0.178,0.217,0.166,0.263,0.351,0.376
