@RELATION SonyAIBORobotSurface1

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
0.425,1.55,0.594,2.219,2.552,0.871,0.586,-0.756,-0.555,-0.745,-1.832,-1.552,-1.273,-1.276,-1.588,-1.611,-1.339,-1.951,0.009,0.069,0.272,0.071,0.266,0.459,0.617,-0.659,0.148,0.375,0.222,0.267,0.382,1.415,0.348,0.496,0.277,0.687,-0.08,-0.765,0.349,-0.171,-0.095,1.062,1.021,1.216,1.944,2.621,0.727,-0.262,-1.356,0.241,-0.139,-1.496,-1.658,-1.649,-1.513,-0.974,-1.025,1.992,0.244,0.499,0.133,0.242,0.278,0.582,0.188,0.065,-0.27,-0.169,0.181,0.154,2.0
1.123,-0.093,0.341,1.1,2.321,1.239,-0.306,-1.074,-1.186,-0.527,0.83,-0.746,-1.288,-1.961,-1.908,-1.531,-0.961,-0.358,-0.37,-0.418,-0.285,0.901,0.743,0.797,1.505,1.231,1.12,0.701,0.435,0.237,0.097,0.05,-0.167,-0.372,0.709,-0.705,-0.389,-1.359,-0.763,-1.014,-0.817,-1.54,1.985,1.617,3.809,1.157,0.664,-0.508,-1.07,-0.669,0.054,0.089,-1.178,-1.845,-1.992,-1.877,0.996,1.103,1.247,1.437,0.511,-0.012,0.44,0.998,0.67,0.221,0.032,0.4,0.724,0.7,1.0
1.115,2.367,2.605,2.823,3.695,1.248,1.355,-0.823,-1.797,-2.116,-1.586,-1.262,-1.241,-1.641,-1.143,-1.009,-1.362,-1.122,-1.449,-0.555,-0.274,0.358,0.257,0.185,0.051,0.419,-0.022,-0.396,0.033,0.389,-0.11,-0.051,-0.287,-0.407,-0.446,-0.16,0.215,0.761,0.382,0.577,2.218,2.355,0.902,0.823,-0.177,-0.343,-1.015,-1.264,0.022,-0.446,0.396,-0.809,-1.746,-1.812,-1.228,-0.542,-0.11,0.466,0.321,0.315,0.388,0.429,0.376,0.047,-0.332,-0.002,0.2,0.395,0.825,0.799,2.0
0.188,0.667,1.434,2.498,2.311,0.236,0.476,-0.756,-1.76,-1.416,-0.496,-1.958,-1.386,-0.845,-1.76,-0.728,0.034,0.229,-0.142,-0.081,0.533,0.776,0.373,-0.246,1.048,0.719,0.186,1.026,0.729,1.097,0.701,0.604,0.223,0.03,0.238,0.839,0.697,0.531,0.64,1.239,0.596,1.936,1.491,0.826,1.084,-0.227,-1.186,-1.985,-1.689,-2.014,-1.55,-0.872,-1.777,-1.887,-2.402,-1.298,-0.648,-0.005,0.576,-0.241,0.14,0.15,0.301,0.505,0.388,-0.279,0.172,0.118,0.345,0.338,2.0
0.216,1.23,1.115,1.818,-0.066,0.437,-0.258,-0.981,-1.456,-0.794,-0.109,-1.71,-4.032,-1.825,-1.293,-1.064,0.11,-0.499,-1.392,0.089,-0.112,-0.014,0.19,1.651,0.286,0.498,0.614,1.016,1.146,1.849,-0.022,0.376,-0.02,0.49,0.583,0.25,0.585,0.683,-0.119,0.067,2.142,2.132,1.929,1.811,1.453,-0.012,-1.062,-0.469,-1.647,-1.313,-1.471,0.138,-1.482,-2.136,-1.939,-2.344,-2.154,-0.639,-0.428,-0.206,0.78,0.899,0.249,-0.179,0.893,0.117,0.528,0.598,0.267,-0.049,2.0
-0.924,-2.863,0.645,1.233,1.219,0.295,1.105,-0.738,-0.94,-0.597,-0.241,-0.446,-1.073,-1.607,-2.513,-1.005,-0.522,0.192,0.011,0.419,0.763,0.068,0.209,0.136,0.662,0.017,0.477,0.441,0.856,0.875,0.698,0.99,0.685,0.52,0.208,0.771,0.844,-0.115,0.856,0.69,3.185,1.168,1.383,1.678,1.236,1.652,0.384,-0.064,-1.999,-0.518,-2.318,-1.764,-1.508,-1.748,-1.727,-1.673,-0.968,-1.109,-0.477,-0.25,-0.077,0.264,0.228,0.134,0.224,0.012,-0.25,-0.07,0.322,0.03,2.0
-0.688,-0.742,0.887,1.685,1.865,0.109,-0.184,0.175,0.159,-0.717,0.115,-0.672,0.076,0.262,-0.799,-1.347,-1.493,-1.332,-0.691,-0.34,-0.389,-0.096,0.308,0.545,0.165,0.211,-0.058,0.311,-0.117,0.213,0.326,0.103,1.181,0.705,-0.303,-0.048,-0.007,0.219,0.029,0.847,1.11,1.454,2.038,2.917,2.613,2.824,-0.831,-1.566,-1.71,-0.88,-0.564,-1.98,-1.503,-1.964,-2.904,-1.422,-1.38,0.609,-0.493,1.012,-0.133,0.322,0.553,0.693,0.01,0.691,0.556,0.659,0.375,0.353,1.0
-0.764,0.647,0.484,0.423,-0.9,-0.154,-0.002,-0.795,-0.161,0.092,-0.237,-0.908,-1.374,-1.683,-1.402,-0.75,0.348,0.237,-0.07,0.158,-0.651,0.975,0.826,1.164,1.056,0.166,0.631,0.89,0.643,0.871,1.718,0.201,0.545,0.843,1.032,0.525,0.644,0.41,0.819,0.823,1.679,1.791,2.328,2.431,1.04,0.192,-2.272,-2.125,-1.386,-1.484,-1.089,-1.51,-2.113,-2.639,-3.151,-1.635,-1.087,-0.319,-0.67,-0.371,-0.277,0.399,0.655,0.631,0.08,-0.228,0.033,-0.101,-0.317,-0.025,2.0
-0.826,1.028,-0.387,1.974,2.058,1.015,-0.477,-1.945,-1.061,-0.891,-1.323,-1.085,-1.476,-2.955,-1.747,-0.803,0.256,0.658,0.656,0.533,-0.275,-0.279,-0.156,-0.082,-0.646,0.177,0.244,0.488,0.634,0.729,0.475,0.394,0.535,0.623,0.379,0.686,0.321,0.461,1.036,1.012,-0.254,-0.487,-0.422,1.347,2.199,1.251,1.647,-0.986,-0.93,-0.411,-0.454,-0.349,-2.126,-1.913,-1.399,-3.458,-0.13,0.205,-0.067,-0.142,-0.516,0.337,0.301,0.755,0.749,0.855,0.876,0.976,0.653,1.378,1.0
0.86,5.781,1.679,1.413,0.977,-0.448,-0.95,-1.029,-1.01,-0.188,-0.661,-0.952,-1.902,-1.824,-2.168,-1.803,-1.51,-1.166,-0.706,-0.389,-0.489,0.558,1.298,-0.158,0.735,0.223,0.126,0.191,-0.12,-0.493,-0.237,0.149,-0.773,-0.317,-0.759,-0.077,-0.368,-0.262,-0.419,-0.43,0.378,1.845,2.545,1.287,0.727,-0.311,-0.885,-0.415,-0.299,-0.607,1.468,-0.59,-1.235,-1.742,-1.213,0.884,1.247,0.687,0.442,0.483,0.496,0.454,0.501,0.143,-0.093,-0.305,-0.221,0.26,1.348,2.084,2.0
