@RELATION SonyAIBORobotSurface1

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC

@DATA
0.75,0.206,2.477,0.362,0.162,0.919,0.818,0.229,0.415,1.123,0.018,0.974,0.402,1.433,0.346,0.308,0.35,1.088,0.769,0.338,0.165,0.572,0.047,0.52,0.371,1.094,0.676,0.154,0.229,0.859,0.585,0.784,0.075,0.431,0.104,0.836,1.01,2.214,0.568,0.753,0.65,1.097,0.31,1.015,0.414,1.434,1.361,0.118,0.799,2.649,2.045,1.445,0.451,0.192,0.501,0.399,1.289,2.162,0.911,0.644,0.095,0.583,0.171,0.7,0.499,0.094,0.806,0.278,0.417,0.222
0.228,0.144,1.553,1.242,1.003,1.203,0.974,0.299,0.31,0.486,1.78,0.82,0.214,0.469,0.274,0.578,0.964,0.515,0.015,0.082,0.651,0.12,0.423,0.659,0.679,0.498,0.161,0.557,0.367,0.744,0.451,0.384,0.067,1.388,1.215,0.185,0.563,0.647,0.842,0.064,1.218,0.287,1.791,0.777,2.271,0.776,1.154,0.87,0.646,0.696,1.236,1.011,0.146,0.086,1.655,1.14,0.529,0.7,0.191,0.437,0.122,0.202,0.245,0.541,0.123,0.473,0.019,0.475,0.353,0.741
1.123,0.565,0.365,0.327,2.355,0.822,1.923,0.214,0.421,1.382,0.399,0.802,0.053,0.648,0.83,0.048,0.892,0.914,0.707,0.314,0.289,0.176,0.368,0.059,0.109,0.159,0.123,0.499,0.209,0.344,0.806,0.317,1.378,0.595,0.668,0.337,0.628,0.589,1.577,0.143,1.548,2.652,1.453,0.693,0.856,0.69,0.09,0.361,0.761,0.148,0.713,0.828,0.298,0.573,0.236,0.567,0.347,0.295,0.246,0.463,0.339,0.241,0.197,0.278,0.618,0.088,0.951,0.667,1.062,0.486
0.815,1.608,1.032,0.182,0.61,1.298,0.279,1.086,0.376,0.028,0.821,1.181,0.624,0.78,0.689,0.703,0.248,0.069,1.525,0.612,0.693,1.314,0.121,0.317,0.841,0.46,0.277,0.589,0.405,0.185,0.65,0.875,0.051,0.351,0.0,0.964,0.272,0.11,1.04,2.03,1.827,0.073,0.349,4.72,0.232,0.25,0.634,0.778,0.353,0.757,0.8,0.337,0.534,0.042,1.167,1.074,0.248,0.377,1.036,0.748,0.094,0.794,0.51,0.097,0.205,1.37,0.177,0.213,0.441,0.252
0.332,0.102,1.501,0.339,0.842,0.555,1.173,0.357,1.194,0.388,1.874,0.82,1.287,0.229,0.864,0.92,1.816,0.871,1.066,1.239,0.366,0.032,0.133,1.144,0.532,0.22,0.8,0.129,0.36,1.695,0.593,0.003,0.777,0.707,0.653,0.581,0.006,0.573,1.282,0.112,1.811,0.782,0.749,0.069,0.65,0.162,1.983,0.911,0.105,0.273,0.637,0.861,0.044,0.136,1.256,0.814,0.96,1.503,0.667,0.329,0.824,1.255,0.318,0.988,0.304,0.123,0.526,0.492,0.383,0.251
2.087,2.415,0.016,1.032,1.348,0.095,1.118,0.714,0.218,0.574,0.077,1.063,0.363,0.974,0.921,0.094,0.111,0.03,0.346,0.029,0.542,0.221,0.112,0.612,0.136,0.343,0.549,0.223,0.365,0.412,0.815,0.668,0.597,0.342,0.485,0.3,0.207,0.291,0.535,0.033,1.727,1.894,1.938,1.137,3.146,0.379,0.412,1.24,0.028,1.106,1.724,0.554,0.01,0.045,0.149,0.802,0.735,0.496,0.6,0.483,0.294,0.089,0.341,0.127,0.105,0.552,1.074,0.004,0.373,1.256
0.206,2.662,1.322,0.319,0.378,0.184,1.749,0.59,0.156,0.348,1.009,0.19,0.942,0.988,0.612,0.0,0.529,0.043,0.709,0.415,0.003,0.174,0.275,0.043,0.175,0.087,0.969,0.08,0.178,0.155,1.016,0.474,0.56,0.334,0.405,0.627,0.353,0.493,0.706,0.455,2.646,0.908,0.86,1.118,1.781,1.57,0.382,1.238,0.577,0.547,0.618,1.318,0.625,0.37,0.815,0.238,1.65,1.03,1.098,1.249,0.395,0.432,0.432,0.137,0.996,0.349,0.138,0.271,0.224,0.376
1.126,2.142,0.824,0.321,1.541,0.227,0.543,0.429,0.178,0.184,0.066,0.574,1.674,0.006,0.14,0.324,0.588,0.187,1.217,0.527,1.029,0.185,0.158,0.818,1.713,0.081,0.706,0.567,0.752,0.129,0.705,0.676,0.223,0.439,0.231,0.099,0.112,0.071,0.699,0.891,0.663,0.318,0.948,0.444,1.161,0.5,1.349,1.03,0.305,1.851,0.654,0.129,0.077,0.06,0.997,0.453,0.525,0.456,0.742,0.167,0.858,0.08,0.048,0.248,0.612,0.782,1.057,0.371,1.163,0.483
0.785,2.31,1.889,0.562,0.797,0.042,1.174,0.919,0.328,0.656,0.908,0.088,2.049,0.642,0.412,0.822,0.087,1.046,0.879,0.964,0.407,0.153,0.151,0.097,1.425,0.435,0.164,0.595,0.641,0.516,0.419,0.492,0.062,0.372,0.214,0.966,0.135,0.293,1.123,0.316,1.411,0.763,1.108,0.777,1.027,0.256,0.957,0.637,0.316,0.18,0.497,0.333,0.68,0.469,0.799,0.955,0.691,0.608,1.983,0.144,0.308,0.222,0.415,0.17,0.797,0.229,0.494,0.727,1.195,1.051
0.746,3.023,2.343,0.993,0.305,1.33,0.818,1.005,0.347,0.895,0.01,0.377,0.412,0.137,0.486,0.371,2.108,0.968,0.123,0.027,0.456,0.107,0.831,0.761,0.108,0.665,0.456,0.035,0.529,0.203,0.206,0.778,0.333,0.29,0.832,0.111,0.416,0.683,0.885,1.252,0.685,1.324,1.242,0.571,0.924,0.411,0.528,0.326,0.237,0.434,0.983,0.356,0.072,0.005,0.846,2.471,1.035,0.178,0.015,0.112,0.093,0.786,0.184,0.032,0.285,0.346,0.265,0.42,0.562,0.601
