@RELATION SmoothSubspace

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.705,0.741,0.651,0.654,0.975,0.185,0.369,0.39,0.295,0.458,0.295,0.68,0.146,0.523,1.04,2.0
0.562,0.216,0.114,0.263,0.73,0.314,0.444,0.392,0.209,0.418,0.275,0.169,1.076,0.46,0.375,2.0
0.265,0.069,0.543,0.179,0.12,0.282,0.254,0.364,0.351,0.431,0.813,0.797,0.315,0.308,0.892,2.0
0.333,-0.024,0.513,0.98,0.336,0.175,0.292,0.431,0.186,0.432,0.898,0.322,0.733,0.463,0.064,2.0
0.67,0.786,0.21,0.174,0.761,0.231,0.26,0.37,0.306,0.517,0.288,0.608,0.351,0.715,0.132,2.0
0.172,0.286,0.18,0.552,0.793,0.31,0.239,0.425,0.265,0.446,0.748,0.283,0.724,0.561,0.65,2.0
0.673,0.293,0.421,0.17,0.599,0.238,0.407,0.403,0.403,0.408,0.491,0.357,1.088,0.305,0.47,2.0
0.199,0.557,0.498,0.606,0.83,0.267,0.201,0.384,0.634,0.412,0.641,0.915,0.718,0.651,0.406,2.0
0.575,1.137,0.025,0.112,0.86,0.325,0.29,0.254,0.253,0.444,0.056,0.469,0.49,0.684,0.35,2.0
0.233,0.262,0.99,0.395,0.755,0.206,0.344,0.366,0.356,0.383,0.864,0.446,0.705,0.076,0.768,2.0
0.417,0.172,0.091,-0.114,0.438,0.223,0.38,0.46,0.314,0.328,0.476,0.544,0.346,0.656,0.528,2.0
0.24,0.844,0.463,0.633,0.872,0.408,0.417,0.432,0.516,0.27,0.953,0.98,0.087,0.947,0.081,2.0
0.416,0.608,0.144,0.739,0.854,0.198,0.309,0.408,0.275,0.372,0.61,0.241,0.758,0.134,1.299,2.0
0.951,1.097,0.076,0.847,1.0,0.201,0.363,0.34,0.423,0.451,0.461,0.722,0.502,0.133,0.212,2.0
-0.09,0.58,0.467,0.145,0.222,0.204,0.173,0.323,0.362,0.196,0.765,0.801,0.435,0.431,0.096,2.0
0.939,0.112,0.871,1.038,0.564,0.247,0.241,0.322,0.157,0.457,0.094,0.407,0.678,0.472,0.615,2.0
0.269,0.526,0.298,0.164,0.204,0.277,0.405,0.428,0.157,0.481,0.173,0.805,0.479,0.01,0.485,2.0
-0.01,0.128,0.283,0.463,0.175,0.225,0.304,0.529,0.151,0.401,0.233,0.296,0.382,0.967,0.801,2.0
0.182,0.682,0.168,0.311,0.651,0.23,0.433,0.406,0.343,0.439,0.294,0.023,0.463,1.061,0.295,2.0
0.288,0.988,0.356,0.079,0.744,0.253,0.24,0.336,0.34,0.365,0.526,0.768,0.705,0.411,0.339,2.0
0.721,0.538,0.766,0.871,0.669,0.289,0.381,0.398,0.306,0.392,0.824,0.202,0.525,0.274,0.873,2.0
0.775,0.746,0.847,0.667,1.025,0.248,0.43,0.428,0.354,0.676,0.487,0.562,0.527,0.377,0.312,2.0
0.948,0.239,0.96,0.683,0.875,0.353,0.36,0.399,0.272,0.231,0.225,0.157,0.738,0.876,0.464,2.0
0.424,0.724,0.674,0.578,0.262,0.242,0.332,0.363,0.236,0.399,0.773,0.89,0.037,0.598,0.594,2.0
0.408,0.663,0.886,0.197,0.476,0.308,0.374,0.359,0.268,0.369,0.556,0.507,0.051,0.608,1.015,2.0
0.225,0.603,0.807,0.805,0.229,0.279,0.47,0.328,0.38,0.438,0.88,0.625,0.995,0.492,0.613,2.0
0.369,0.061,0.836,0.432,0.155,0.247,0.419,0.39,0.327,0.476,1.008,0.55,0.417,0.37,0.09,2.0
-0.003,0.066,0.14,0.516,0.827,0.27,0.333,0.532,0.302,0.557,0.888,0.985,0.178,0.105,0.52,2.0
0.544,0.393,0.537,0.106,0.955,0.377,0.409,0.389,0.375,0.094,0.855,0.675,0.211,0.737,0.408,2.0
0.065,0.693,0.673,0.38,0.699,0.152,0.291,0.386,0.393,0.366,0.84,0.06,0.437,0.589,0.689,2.0
0.077,0.811,0.188,0.812,0.784,0.233,0.313,0.511,0.275,0.361,0.298,0.816,0.89,0.812,0.729,2.0
0.777,0.768,0.167,0.444,0.759,0.209,0.202,0.334,0.572,0.394,0.709,0.391,0.662,0.194,0.253,2.0
0.096,0.247,0.679,0.104,0.146,0.242,0.313,0.339,0.266,0.43,0.341,0.287,0.463,0.691,0.934,2.0
0.653,0.565,0.994,0.717,0.401,0.184,0.303,0.338,0.275,0.579,0.912,0.775,0.493,0.991,0.71,2.0
0.269,0.437,0.679,0.859,0.236,0.165,0.342,0.269,0.447,0.373,0.333,0.896,0.519,0.892,0.161,2.0
0.307,0.955,0.457,0.599,0.881,0.245,0.348,0.331,0.027,0.299,0.06,0.752,0.871,1.012,0.666,2.0
0.158,0.054,0.517,0.087,0.546,0.34,0.351,0.363,0.263,0.434,0.02,0.971,0.416,1.031,0.809,2.0
0.407,0.5,0.473,0.678,0.225,0.167,0.285,0.349,0.223,0.403,0.954,0.314,0.184,0.834,0.788,2.0
0.276,0.903,0.373,0.715,0.319,0.317,0.355,0.353,0.46,0.371,0.6,-0.033,0.295,0.786,0.105,2.0
0.703,0.948,0.329,0.38,0.222,0.282,0.402,0.123,0.298,0.587,0.607,0.193,0.566,0.462,0.379,2.0
0.398,0.802,0.103,0.651,0.194,0.207,0.286,0.305,0.212,0.415,0.297,0.824,0.651,0.149,0.888,2.0
0.723,0.175,0.546,0.521,0.29,0.172,0.307,0.281,0.279,0.409,0.835,0.005,0.719,0.847,0.442,2.0
0.746,0.596,0.651,0.398,0.074,0.257,0.246,0.576,0.344,0.509,0.939,0.066,0.93,0.325,0.93,2.0
0.159,0.303,0.497,0.285,0.823,0.11,0.354,0.142,0.25,0.439,0.421,0.654,0.417,0.083,0.735,2.0
0.073,0.958,0.4,0.662,0.002,0.178,0.309,0.348,0.326,0.394,0.961,0.846,0.467,0.113,0.464,2.0
0.278,0.339,0.395,0.921,0.454,-0.168,0.173,0.983,0.19,0.287,0.843,0.737,0.858,0.821,0.929,3.0
0.305,0.237,0.522,0.652,0.124,0.821,0.894,0.935,0.228,0.218,0.913,0.659,0.938,0.992,0.915,3.0
0.594,0.114,0.52,0.665,0.618,0.635,0.622,0.3,0.822,0.38,0.94,0.685,0.906,0.834,0.888,3.0
0.18,0.806,0.873,0.284,0.541,0.309,0.576,0.219,0.836,1.168,0.814,0.723,0.794,0.847,0.862,3.0
0.286,0.549,0.683,0.377,0.125,0.313,0.833,0.881,0.325,0.926,1.063,0.692,0.827,0.711,0.975,3.0
0.504,0.583,0.153,0.371,0.57,0.261,0.866,-0.003,0.642,0.051,0.872,0.918,0.986,0.837,1.021,3.0
0.25,0.504,0.527,0.109,0.519,0.785,0.164,0.251,0.241,0.704,0.909,0.661,0.911,0.902,1.0,3.0
0.53,0.408,0.937,0.222,0.998,0.934,0.384,0.434,0.639,0.786,1.018,0.87,0.84,0.824,0.857,3.0
0.509,0.529,0.167,0.696,0.784,0.501,0.078,0.028,0.174,0.17,0.869,0.751,0.914,0.915,0.985,3.0
0.886,0.814,0.952,0.682,0.249,0.918,0.759,0.196,0.026,0.987,0.81,0.493,0.887,0.814,1.005,3.0
0.407,0.857,0.672,0.386,0.432,0.545,1.007,0.193,0.456,0.834,0.959,0.785,0.904,0.677,0.814,3.0
0.288,0.78,0.821,0.501,0.743,0.42,0.853,0.91,0.103,0.619,1.069,0.763,0.882,0.948,0.893,3.0
0.799,0.137,0.73,-0.054,0.583,0.328,0.222,0.492,0.906,0.439,0.903,0.774,0.903,0.719,0.943,3.0
0.889,0.97,0.529,0.764,0.053,0.62,0.068,0.434,0.2,0.786,0.835,0.828,0.88,0.795,0.868,3.0
0.204,0.597,0.907,0.768,0.309,0.102,0.487,0.6,0.69,0.941,0.827,0.714,0.88,0.893,0.976,3.0
0.401,0.407,0.545,0.613,0.198,0.712,0.951,0.078,1.074,0.241,0.864,0.694,0.862,0.865,0.872,3.0
0.187,0.895,0.738,0.752,0.383,0.861,0.289,0.253,0.927,0.578,0.616,0.734,0.939,0.932,0.963,3.0
0.829,0.218,0.781,0.877,0.617,0.237,0.202,0.266,0.007,0.072,0.95,0.877,0.992,1.024,0.903,3.0
0.224,1.01,0.394,0.513,0.512,0.692,0.638,0.141,0.552,0.849,0.946,0.831,0.911,0.671,0.943,3.0
0.752,0.35,0.507,0.594,0.052,0.682,0.763,0.145,0.904,0.615,0.927,0.698,1.1,0.883,0.885,3.0
0.273,0.007,0.78,0.95,0.792,0.961,0.351,0.484,0.424,0.337,0.963,0.74,0.944,0.865,0.996,3.0
0.456,0.528,0.536,0.483,0.792,0.755,0.136,0.589,0.688,0.791,0.915,0.693,1.074,0.756,0.965,3.0
0.917,0.807,0.5,0.524,0.832,0.407,0.35,0.934,0.91,0.45,1.049,0.632,0.883,0.731,0.853,3.0
0.85,0.687,0.842,0.634,0.224,0.371,0.49,0.775,0.165,0.621,0.716,0.788,0.812,0.9,0.917,3.0
0.454,0.159,0.109,0.313,0.144,0.833,0.239,0.168,0.146,0.518,0.698,0.762,0.913,1.055,0.886,3.0
0.431,-0.063,0.126,0.287,0.017,0.601,0.629,0.402,0.753,0.405,0.802,0.61,0.953,0.841,0.851,3.0
0.795,0.728,0.196,0.852,0.095,-0.083,1.016,0.826,0.655,0.719,0.851,0.836,0.943,1.259,0.848,3.0
0.602,0.018,0.944,0.364,0.662,0.495,0.902,0.982,0.794,0.515,0.877,0.523,0.829,0.894,0.78,3.0
0.644,0.492,0.795,0.718,0.362,0.763,0.785,0.552,0.221,0.123,1.003,0.737,0.926,0.868,0.692,3.0
0.186,0.799,0.834,1.021,0.871,0.378,0.615,0.404,0.134,1.021,0.937,0.814,0.862,0.888,0.87,3.0
0.245,-0.006,0.28,0.879,0.482,0.891,0.424,0.327,0.593,0.133,0.975,0.527,0.91,0.985,0.824,3.0
0.458,0.594,0.788,0.369,0.192,0.319,0.542,0.681,0.236,0.936,0.765,0.578,0.908,0.859,0.957,3.0
0.756,0.956,0.87,0.045,0.672,0.542,0.477,0.754,0.089,0.842,0.871,0.786,0.775,0.795,0.903,3.0
0.476,0.814,0.221,0.299,0.652,0.3,0.403,0.904,0.725,0.154,0.882,0.75,0.856,0.74,0.899,3.0
-0.122,0.396,0.284,0.285,0.476,0.862,0.19,0.903,0.632,0.776,0.896,0.733,0.975,0.844,0.825,3.0
0.49,0.219,0.519,0.11,0.946,0.076,1.153,0.752,0.425,0.865,0.869,0.713,0.997,0.893,1.297,3.0
0.128,0.756,0.95,0.923,-0.004,0.28,0.92,0.722,0.092,0.009,0.887,0.733,0.877,0.95,0.927,3.0
0.071,0.494,0.429,0.755,0.132,0.378,0.256,0.166,0.802,0.887,0.985,0.706,0.917,0.814,0.876,3.0
0.587,1.03,0.724,0.606,0.238,0.716,0.405,0.628,0.73,0.606,0.902,0.703,0.925,0.92,0.865,3.0
0.27,0.207,0.328,0.924,0.953,0.62,0.661,0.69,0.85,0.115,1.105,0.77,0.805,0.938,1.076,3.0
0.946,1.023,0.687,0.612,0.844,0.76,0.347,0.025,0.218,0.366,0.887,0.728,0.888,0.861,0.94,3.0
0.96,-0.05,0.355,0.492,0.465,0.631,0.055,0.381,-0.012,0.916,0.936,0.801,0.812,0.858,0.969,3.0
0.811,0.176,0.249,0.33,0.292,0.404,0.697,0.413,0.665,0.456,0.94,0.597,0.995,0.786,0.806,3.0
0.622,0.887,1.035,0.23,0.407,0.761,0.186,0.087,0.136,0.096,1.004,0.664,1.018,0.865,0.886,3.0
0.092,0.81,0.398,0.536,0.252,0.69,1.043,0.045,0.85,0.309,0.893,0.736,0.967,0.853,0.996,3.0
0.864,0.624,0.457,0.812,0.212,0.571,0.409,0.039,0.644,0.168,0.786,0.804,0.949,0.858,0.915,3.0
0.397,0.177,0.267,0.146,0.618,0.154,0.534,0.931,0.635,0.524,0.862,0.764,0.994,0.894,1.033,3.0
0.039,0.31,0.247,0.318,0.645,0.846,0.082,0.649,0.614,0.203,0.97,0.859,1.004,0.902,0.9,3.0
0.496,0.954,0.294,0.327,0.607,0.611,0.858,0.535,0.012,0.866,0.9,0.767,0.945,0.883,1.257,3.0
0.265,0.494,0.168,0.422,0.228,0.644,0.887,0.744,0.186,0.727,0.856,0.832,0.879,0.709,1.002,3.0
