@RELATION SmoothSubspace

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC

@DATA
0.148,0.088,0.012,0.001,0.102,0.022,0.05,0.036,0.017,0.0,0.035,0.077,0.045,0.041,0.044
0.005,0.048,0.072,0.062,0.105,0.05,0.015,0.134,0.035,0.097,0.064,0.033,0.088,0.07,0.173
0.012,0.113,0.036,0.063,0.049,0.025,0.179,0.048,0.059,0.116,0.114,0.033,0.087,0.022,0.003
0.031,0.067,0.021,0.038,0.091,0.029,0.111,0.03,0.011,0.099,0.097,0.115,0.021,0.09,0.013
0.008,0.054,0.143,0.063,0.115,0.111,0.045,0.022,0.006,0.168,0.142,0.117,0.036,0.095,0.084
0.093,0.029,0.057,0.042,0.081,0.061,0.044,0.072,0.048,0.01,0.114,0.101,0.163,0.014,0.19
0.021,0.04,0.008,0.032,0.031,0.047,0.148,0.105,0.091,0.072,0.266,0.038,0.035,0.03,0.007
0.024,0.039,0.079,0.052,0.015,0.019,0.028,0.116,0.077,0.02,0.167,0.002,0.071,0.005,0.006
0.111,0.036,0.079,0.028,0.067,0.017,0.002,0.082,0.055,0.193,0.038,0.039,0.054,0.031,0.003
0.062,0.024,0.124,0.004,0.08,0.059,0.103,0.042,0.128,0.08,0.053,0.008,0.071,0.172,0.003
0.034,0.083,0.061,0.034,0.146,0.143,0.042,0.027,0.085,0.01,0.074,0.005,0.032,0.06,0.045
0.067,0.1,0.061,0.075,0.006,0.154,0.019,0.008,0.087,0.054,0.137,0.076,0.018,0.081,0.046
0.017,0.012,0.104,0.042,0.083,0.091,0.047,0.116,0.004,0.087,0.013,0.047,0.06,0.07,0.028
0.023,0.041,0.178,0.014,0.078,0.099,0.047,0.052,0.055,0.039,0.055,0.012,0.114,0.07,0.006
0.113,0.149,0.044,0.008,0.032,0.036,0.048,0.083,0.022,0.005,0.015,0.09,0.032,0.168,0.015
0.0,0.06,0.062,0.011,0.116,0.079,0.006,0.108,0.121,0.092,0.019,0.064,0.078,0.077,0.034
0.112,0.154,0.0,0.023,0.089,0.05,0.051,0.093,0.072,0.008,0.09,0.033,0.061,0.111,0.12
0.043,0.014,0.037,0.023,0.031,0.013,0.141,0.146,0.001,0.026,0.058,0.004,0.079,0.046,0.083
0.096,0.035,0.054,0.166,0.017,0.006,0.044,0.022,0.026,0.029,0.028,0.028,0.028,0.026,0.031
0.102,0.117,0.13,0.028,0.099,0.023,0.041,0.056,0.09,0.093,0.124,0.027,0.079,0.08,0.014
0.086,0.077,0.11,0.017,0.001,0.092,0.007,0.105,0.066,0.104,0.093,0.113,0.044,0.121,0.041
0.095,0.043,0.046,0.012,0.011,0.002,0.014,0.064,0.144,0.014,0.003,0.091,0.025,0.088,0.058
0.041,0.043,0.023,0.002,0.008,0.043,0.076,0.072,0.036,0.037,0.073,0.05,0.096,0.014,0.027
0.008,0.082,0.099,0.01,0.038,0.039,0.089,0.081,0.066,0.016,0.006,0.029,0.032,0.054,0.088
0.096,0.021,0.019,0.006,0.041,0.059,0.024,0.029,0.055,0.121,0.026,0.062,0.069,0.104,0.019
0.074,0.048,0.012,0.121,0.076,0.065,0.107,0.02,0.006,0.01,0.06,0.075,0.097,0.024,0.012
0.001,0.125,0.035,0.058,0.096,0.073,0.115,0.027,0.046,0.007,0.172,0.04,0.06,0.135,0.179
0.003,0.0,0.011,0.0,0.036,0.001,0.106,0.016,0.107,0.024,0.005,0.019,0.019,0.056,0.155
0.004,0.05,0.109,0.084,0.007,0.049,0.067,0.128,0.039,0.244,0.025,0.051,0.068,0.024,0.051
0.096,0.007,0.029,0.046,0.009,0.013,0.022,0.058,0.039,0.06,0.014,0.018,0.034,0.001,0.07
0.07,0.067,0.005,0.107,0.038,0.092,0.056,0.024,0.009,0.039,0.015,0.093,0.048,0.011,0.106
0.077,0.054,0.085,0.031,0.027,0.158,0.072,0.005,0.062,0.23,0.111,0.105,0.03,0.026,0.075
0.011,0.076,0.101,0.013,0.013,0.044,0.015,0.1,0.039,0.06,0.051,0.072,0.017,0.055,0.305
0.142,0.107,0.05,0.094,0.038,0.016,0.021,0.011,0.142,0.011,0.095,0.032,0.097,0.003,0.001
0.0,0.102,0.015,0.004,0.049,0.036,0.009,0.073,0.025,0.066,0.105,0.04,0.013,0.037,0.064
0.121,0.097,0.022,0.027,0.055,0.098,0.113,0.038,0.067,0.06,0.129,0.143,0.087,0.115,0.001
0.003,0.077,0.014,0.053,0.008,0.023,0.106,0.083,0.013,0.061,0.023,0.008,0.124,0.025,0.017
0.045,0.036,0.038,0.09,0.012,0.105,0.068,0.036,0.042,0.073,0.03,0.026,0.056,0.076,0.056
0.109,0.085,0.09,0.021,0.016,0.029,0.038,0.004,0.091,0.053,0.003,0.021,0.12,0.01,0.13
0.067,0.007,0.062,0.027,0.044,0.108,0.053,0.002,0.126,0.014,0.048,0.06,0.074,0.018,0.018
0.005,0.115,0.159,0.035,0.078,0.025,0.034,0.02,0.033,0.038,0.005,0.053,0.003,0.002,0.017
0.058,0.021,0.045,0.027,0.046,0.031,0.027,0.022,0.046,0.055,0.05,0.009,0.005,0.055,0.036
0.053,0.03,0.168,0.08,0.033,0.019,0.124,0.091,0.125,0.041,0.005,0.065,0.081,0.17,0.066
0.014,0.04,0.02,0.024,0.097,0.102,0.039,0.017,0.15,0.096,0.143,0.06,0.045,0.022,0.025
0.053,0.021,0.094,0.008,0.025,0.065,0.092,0.043,0.033,0.13,0.051,0.009,0.004,0.1,0.127
0.074,0.144,0.006,0.025,0.104,0.026,0.023,0.025,0.119,0.013,0.05,0.079,0.01,0.122,0.111
0.101,0.024,0.059,0.113,0.014,0.04,0.099,0.003,0.006,0.126,0.086,0.041,0.106,0.098,0.047
0.008,0.035,0.159,0.032,0.02,0.023,0.095,0.134,0.141,0.059,0.008,0.031,0.099,0.059,0.001
0.049,0.072,0.105,0.026,0.061,0.026,0.081,0.053,0.049,0.073,0.083,0.04,0.116,0.076,0.081
0.14,0.055,0.019,0.007,0.016,0.044,0.084,0.066,0.053,0.053,0.152,0.058,0.076,0.067,0.011
0.006,0.077,0.034,0.066,0.039,0.003,0.064,0.081,0.041,0.01,0.145,0.217,0.135,0.108,0.2
0.096,0.071,0.074,0.054,0.027,0.035,0.191,0.054,0.086,0.015,0.023,0.017,0.109,0.022,0.054
0.053,0.034,0.114,0.018,0.05,0.057,0.003,0.158,0.033,0.021,0.048,0.064,0.131,0.047,0.131
0.129,0.024,0.068,0.031,0.106,0.023,0.082,0.006,0.022,0.109,0.051,0.07,0.086,0.018,0.047
0.096,0.044,0.009,0.034,0.062,0.144,0.006,0.04,0.048,0.059,0.023,0.058,0.13,0.111,0.007
0.027,0.024,0.159,0.059,0.049,0.05,0.013,0.101,0.013,0.046,0.03,0.075,0.046,0.049,0.184
0.117,0.06,0.058,0.03,0.066,0.024,0.005,0.101,0.061,0.023,0.091,0.111,0.062,0.108,0.07
0.033,0.021,0.048,0.098,0.071,0.011,0.053,0.063,0.125,0.021,0.05,0.074,0.059,0.05,0.157
0.104,0.025,0.094,0.02,0.048,0.105,0.044,0.026,0.033,0.011,0.024,0.016,0.011,0.094,0.071
0.09,0.041,0.004,0.064,0.075,0.172,0.02,0.109,0.031,0.082,0.07,0.061,0.089,0.014,0.141
0.001,0.056,0.024,0.063,0.003,0.173,0.061,0.01,0.015,0.212,0.027,0.059,0.161,0.11,0.057
0.009,0.072,0.059,0.014,0.054,0.056,0.035,0.11,0.056,0.138,0.123,0.064,0.088,0.055,0.11
0.012,0.123,0.095,0.087,0.107,0.044,0.06,0.179,0.013,0.02,0.002,0.031,0.011,0.053,0.057
0.009,0.037,0.056,0.006,0.021,0.015,0.032,0.012,0.106,0.071,0.032,0.092,0.104,0.02,0.011
0.029,0.028,0.121,0.017,0.023,0.062,0.05,0.019,0.006,0.059,0.077,0.012,0.137,0.029,0.075
0.085,0.052,0.001,0.032,0.121,0.022,0.081,0.054,0.062,0.09,0.039,0.082,0.041,0.062,0.005
0.031,0.143,0.007,0.021,0.118,0.054,0.142,0.18,0.054,0.051,0.01,0.003,0.103,0.068,0.089
0.081,0.06,0.068,0.075,0.017,0.034,0.094,0.008,0.17,0.167,0.213,0.137,0.046,0.038,0.024
0.206,0.143,0.043,0.041,0.07,0.071,0.057,0.022,0.026,0.034,0.027,0.127,0.194,0.058,0.078
0.039,0.13,0.018,0.099,0.058,0.028,0.112,0.096,0.033,0.002,0.088,0.019,0.147,0.009,0.039
0.087,0.028,0.035,0.075,0.082,0.04,0.097,0.06,0.109,0.104,0.003,0.214,0.11,0.039,0.041
0.013,0.121,0.004,0.045,0.092,0.029,0.039,0.107,0.015,0.09,0.083,0.132,0.071,0.041,0.094
0.12,0.06,0.058,0.026,0.067,0.072,0.002,0.022,0.002,0.11,0.001,0.009,0.003,0.002,0.095
0.166,0.067,0.012,0.048,0.083,0.057,0.001,0.019,0.002,0.019,0.0,0.016,0.02,0.013,0.021
0.068,0.103,0.03,0.036,0.149,0.034,0.05,0.107,0.02,0.036,0.018,0.113,0.122,0.073,0.012
0.066,0.041,0.013,0.018,0.005,0.079,0.025,0.17,0.035,0.05,0.122,0.046,0.021,0.003,0.114
0.039,0.031,0.019,0.068,0.042,0.057,0.028,0.025,0.034,0.039,0.103,0.015,0.021,0.039,0.026
0.012,0.002,0.06,0.079,0.038,0.116,0.046,0.006,0.088,0.107,0.066,0.053,0.11,0.091,0.035
0.045,0.039,0.1,0.132,0.0,0.021,0.01,0.049,0.062,0.062,0.128,0.047,0.136,0.025,0.003
0.047,0.019,0.031,0.051,0.003,0.112,0.052,0.107,0.025,0.012,0.005,0.019,0.082,0.009,0.051
0.105,0.018,0.081,0.015,0.057,0.03,0.017,0.008,0.008,0.069,0.073,0.041,0.039,0.173,0.037
0.002,0.022,0.098,0.08,0.079,0.11,0.038,0.08,0.041,0.022,0.105,0.036,0.236,0.042,0.052
0.07,0.008,0.032,0.024,0.113,0.001,0.056,0.022,0.026,0.019,0.121,0.054,0.022,0.083,0.042
0.157,0.043,0.112,0.028,0.095,0.054,0.065,0.058,0.064,0.27,0.044,0.052,0.1,0.043,0.039
0.046,0.069,0.112,0.058,0.131,0.05,0.023,0.087,0.108,0.045,0.126,0.129,0.191,0.005,0.047
0.015,0.02,0.041,0.043,0.009,0.095,0.131,0.004,0.065,0.032,0.043,0.013,0.038,0.011,0.097
0.001,0.165,0.09,0.002,0.056,0.047,0.051,0.132,0.108,0.094,0.032,0.101,0.102,0.154,0.036
0.073,0.017,0.046,0.018,0.073,0.07,0.022,0.07,0.086,0.112,0.053,0.012,0.014,0.085,0.127
0.011,0.038,0.114,0.144,0.034,0.091,0.043,0.057,0.062,0.049,0.204,0.056,0.033,0.04,0.146
0.052,0.065,0.006,0.093,0.081,0.092,0.077,0.148,0.0,0.067,0.086,0.081,0.005,0.012,0.126
0.037,0.118,0.009,0.081,0.068,0.079,0.033,0.042,0.013,0.021,0.08,0.056,0.064,0.137,0.052
0.005,0.008,0.055,0.066,0.013,0.056,0.014,0.036,0.084,0.037,0.078,0.004,0.072,0.021,0.175
0.02,0.111,0.08,0.128,0.066,0.062,0.055,0.005,0.062,0.038,0.009,0.031,0.11,0.037,0.132
0.071,0.02,0.111,0.039,0.077,0.021,0.155,0.023,0.082,0.106,0.144,0.093,0.024,0.009,0.21
0.125,0.105,0.056,0.048,0.027,0.071,0.049,0.097,0.02,0.019,0.064,0.103,0.047,0.122,0.003
0.045,0.035,0.127,0.045,0.155,0.036,0.144,0.037,0.062,0.016,0.176,0.028,0.041,0.081,0.068
0.05,0.016,0.005,0.021,0.014,0.048,0.0,0.028,0.014,0.152,0.013,0.056,0.108,0.009,0.099
0.007,0.044,0.056,0.089,0.021,0.04,0.007,0.09,0.08,0.075,0.064,0.01,0.051,0.029,0.004
0.008,0.046,0.009,0.016,0.078,0.011,0.084,0.064,0.07,0.063,0.047,0.039,0.106,0.224,0.036
0.004,0.047,0.06,0.01,0.035,0.029,0.041,0.119,0.094,0.09,0.039,0.007,0.061,0.093,0.136
0.038,0.006,0.134,0.029,0.025,0.021,0.027,0.109,0.083,0.075,0.177,0.046,0.171,0.059,0.005
0.088,0.096,0.004,0.044,0.066,0.041,0.078,0.049,0.036,0.012,0.176,0.024,0.031,0.173,0.008
0.03,0.176,0.072,0.065,0.11,0.104,0.117,0.002,0.017,0.015,0.013,0.105,0.086,0.079,0.104
0.089,0.012,0.014,0.046,0.004,0.235,0.06,0.076,0.004,0.037,0.02,0.066,0.133,0.168,0.064
0.109,0.043,0.114,0.017,0.023,0.028,0.034,0.083,0.052,0.048,0.026,0.111,0.015,0.01,0.127
0.0,0.055,0.145,0.103,0.053,0.041,0.01,0.004,0.083,0.073,0.027,0.072,0.062,0.0,0.183
0.076,0.028,0.016,0.076,0.008,0.026,0.011,0.009,0.059,0.051,0.009,0.09,0.052,0.02,0.017
0.014,0.098,0.044,0.021,0.04,0.05,0.032,0.006,0.029,0.002,0.092,0.071,0.147,0.135,0.048
0.042,0.002,0.013,0.071,0.062,0.026,0.093,0.028,0.081,0.011,0.084,0.088,0.007,0.057,0.113
0.005,0.022,0.005,0.038,0.122,0.017,0.041,0.035,0.12,0.012,0.134,0.1,0.075,0.055,0.102
0.041,0.017,0.026,0.007,0.022,0.003,0.077,0.082,0.059,0.016,0.047,0.061,0.009,0.064,0.035
0.106,0.019,0.037,0.099,0.025,0.009,0.028,0.081,0.137,0.082,0.033,0.009,0.102,0.068,0.046
0.029,0.056,0.021,0.036,0.122,0.056,0.143,0.0,0.044,0.054,0.118,0.026,0.071,0.081,0.239
0.138,0.043,0.082,0.086,0.018,0.043,0.049,0.124,0.05,0.002,0.019,0.02,0.142,0.02,0.01
0.011,0.015,0.003,0.025,0.044,0.087,0.001,0.039,0.121,0.005,0.011,0.013,0.019,0.02,0.062
0.007,0.12,0.006,0.069,0.097,0.06,0.088,0.027,0.099,0.077,0.078,0.034,0.056,0.074,0.08
0.088,0.066,0.015,0.003,0.017,0.008,0.131,0.054,0.109,0.027,0.205,0.003,0.014,0.055,0.184
0.036,0.06,0.028,0.046,0.02,0.067,0.028,0.095,0.046,0.061,0.039,0.052,0.08,0.028,0.016
0.026,0.079,0.093,0.055,0.213,0.071,0.038,0.029,0.047,0.005,0.013,0.064,0.079,0.097,0.038
0.046,0.004,0.092,0.137,0.107,0.019,0.033,0.161,0.081,0.102,0.003,0.08,0.119,0.045,0.052
0.063,0.053,0.086,0.036,0.033,0.109,0.197,0.057,0.033,0.092,0.002,0.034,0.051,0.024,0.053
0.043,0.0,0.068,0.004,0.019,0.111,0.082,0.067,0.054,0.053,0.05,0.018,0.158,0.015,0.083
0.009,0.049,0.031,0.027,0.015,0.047,0.047,0.034,0.029,0.018,0.057,0.039,0.078,0.104,0.048
0.009,0.044,0.13,0.082,0.01,0.032,0.132,0.081,0.021,0.041,0.061,0.001,0.093,0.032,0.023
0.059,0.054,0.02,0.02,0.093,0.037,0.021,0.121,0.044,0.025,0.095,0.095,0.186,0.099,0.004
0.023,0.095,0.005,0.037,0.022,0.082,0.03,0.162,0.033,0.017,0.027,0.069,0.017,0.078,0.155
0.061,0.068,0.052,0.065,0.116,0.032,0.089,0.154,0.061,0.009,0.072,0.044,0.026,0.118,0.096
