@RELATION ItalyPowerDemand

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
0.156,0.548,0.004,0.272,0.13,0.111,0.126,0.255,0.544,0.289,0.316,0.191,0.114,0.099,0.321,0.442,0.454,0.137,0.0,0.108,0.333,0.363,0.05,0.319
0.06,0.571,0.07,0.016,0.401,0.277,0.162,0.011,0.215,0.047,0.5,0.001,0.149,0.019,0.145,0.165,0.059,0.171,0.537,0.567,0.037,0.566,0.237,0.087
0.796,0.05,0.243,0.035,0.276,0.22,0.008,0.105,0.491,1.046,0.458,0.042,0.168,0.451,0.161,0.267,0.084,0.244,0.003,0.332,0.678,0.232,0.406,0.111
0.352,0.463,0.001,0.048,0.107,0.079,0.007,0.441,0.237,0.14,0.036,0.164,0.12,0.264,0.299,0.081,0.182,0.116,0.108,0.789,0.469,0.202,0.246,0.411
0.092,0.23,0.217,0.124,0.04,0.095,0.035,0.175,0.019,0.603,0.106,0.18,0.065,0.252,0.346,0.329,0.302,0.332,0.355,0.348,0.195,0.338,0.194,0.549
0.936,0.028,0.078,0.209,0.059,0.034,0.21,0.646,0.18,0.478,0.045,0.076,0.236,0.317,0.065,0.008,0.023,0.15,0.107,0.158,0.537,0.255,0.482,0.364
0.521,0.066,0.004,0.073,0.054,0.06,0.012,0.471,0.401,0.036,0.144,0.132,0.307,0.155,0.229,0.14,0.355,0.36,0.113,0.296,0.099,0.115,0.348,0.166
0.601,0.153,0.205,0.212,0.068,0.279,0.08,0.342,0.331,0.502,0.229,0.289,0.111,0.019,0.361,0.046,0.183,0.326,0.299,0.092,0.644,0.293,0.422,0.124
0.158,0.029,0.157,0.067,0.035,0.063,0.039,0.183,0.642,0.179,0.225,0.178,0.179,0.075,0.22,0.415,0.259,0.594,0.506,0.182,0.401,0.765,0.458,0.057
0.469,0.04,0.181,0.386,0.33,0.184,0.384,0.159,0.521,0.016,0.095,0.306,0.123,0.224,0.348,0.08,0.344,0.545,0.105,0.067,0.163,0.343,0.334,0.437
0.242,0.461,0.162,0.334,0.247,0.263,0.309,0.228,0.202,0.481,0.04,0.439,0.043,0.086,0.516,0.293,0.216,0.317,0.927,0.008,0.016,0.22,0.511,0.389
0.08,0.296,0.1,0.075,0.063,0.002,0.057,0.014,0.162,0.215,0.065,0.172,0.112,0.12,0.2,0.123,0.368,0.337,0.341,0.021,0.038,0.317,0.239,0.685
0.279,0.301,0.088,0.143,0.147,0.036,0.109,0.557,0.061,0.196,0.103,0.095,0.171,0.188,0.189,0.165,0.06,0.028,0.566,0.123,0.333,0.034,0.241,0.449
0.106,0.017,0.084,0.287,0.026,0.009,0.142,0.23,0.101,0.163,0.612,0.001,0.195,0.044,0.092,0.162,0.219,0.313,0.085,0.071,0.207,0.446,0.205,0.308
0.201,0.228,0.009,0.002,0.095,0.043,0.086,0.127,0.379,0.079,0.158,0.513,0.216,0.017,0.303,0.219,0.595,0.137,0.017,0.107,0.405,0.13,0.751,0.14
0.466,0.343,0.26,0.301,0.059,0.125,0.16,0.222,0.258,0.005,0.167,0.062,0.085,0.134,0.148,0.302,0.33,0.741,0.045,0.159,0.071,0.192,0.126,0.631
0.078,0.334,0.144,0.126,0.186,0.026,0.226,0.097,0.542,0.403,0.688,0.114,0.018,0.197,0.269,0.194,0.158,0.628,0.015,0.52,0.665,0.307,0.594,0.234
0.437,0.068,0.48,0.295,0.295,0.06,0.117,0.116,0.072,0.046,0.072,0.113,0.297,0.122,0.033,0.029,0.032,0.552,0.607,0.052,0.393,0.196,0.412,0.128
0.002,0.281,0.421,0.21,0.034,0.166,0.333,0.219,0.064,0.095,0.086,0.432,0.181,0.321,0.572,0.07,0.027,0.119,0.187,0.033,0.649,0.639,0.246,0.289
0.64,0.08,0.279,0.183,0.148,0.056,0.088,0.22,0.264,0.336,0.011,0.286,0.097,0.153,0.247,0.184,0.072,0.248,0.488,0.095,0.301,0.173,0.256,0.022
0.255,0.101,0.243,0.09,0.002,0.187,0.039,0.334,0.881,0.236,0.101,0.004,0.141,0.018,0.183,0.372,0.38,0.29,0.118,0.612,0.481,0.598,0.396,0.68
0.001,0.403,0.143,0.165,0.073,0.038,0.141,0.263,0.468,0.641,0.016,0.315,0.205,0.271,0.19,0.28,0.129,0.053,0.356,0.119,0.029,0.546,0.562,0.352
0.086,0.031,0.017,0.155,0.137,0.08,0.213,0.139,0.378,0.382,0.38,0.571,0.26,0.012,0.395,0.503,0.031,0.064,0.311,0.026,0.009,0.067,0.187,0.441
0.189,0.28,0.286,0.193,0.144,0.087,0.408,0.28,0.033,0.536,0.063,0.181,0.062,0.298,0.07,0.198,0.286,0.265,0.469,0.086,0.42,0.02,0.258,0.584
0.007,0.478,0.009,0.139,0.022,0.335,0.147,0.249,0.102,0.954,0.084,0.056,0.187,0.067,0.255,0.047,0.097,0.008,0.217,0.075,0.886,0.137,0.929,1.158
0.063,0.037,0.003,0.156,0.036,0.161,0.407,0.053,0.183,0.584,0.168,0.103,0.012,0.123,0.338,0.483,0.321,0.593,0.523,0.808,0.475,0.477,0.814,0.035
0.493,0.37,0.063,0.224,0.198,0.074,0.247,0.192,0.782,0.149,0.281,0.159,0.219,0.117,0.072,0.129,0.079,0.095,0.054,0.307,0.078,0.369,0.422,0.471
0.09,0.284,0.083,0.286,0.103,0.365,0.155,0.198,0.248,0.277,0.029,0.224,0.028,0.014,0.475,0.19,0.085,0.174,0.824,0.256,0.706,0.103,0.082,0.096
0.541,0.26,0.34,0.03,0.101,0.172,0.207,0.184,0.451,0.416,0.038,0.273,0.167,0.219,0.43,0.259,0.121,0.097,0.413,0.321,0.611,0.337,0.324,0.368
0.896,0.16,0.124,0.107,0.231,0.101,0.212,0.554,0.192,0.033,0.224,0.193,0.131,0.013,0.123,0.239,0.275,0.389,0.441,0.838,0.245,0.151,0.369,0.224
0.32,0.389,0.006,0.097,0.028,0.2,0.305,0.263,0.037,0.56,0.312,0.014,0.064,0.169,0.27,0.04,0.284,0.12,0.345,0.374,0.033,0.768,0.144,0.083
0.281,0.246,0.073,0.058,0.077,0.057,0.329,0.308,0.48,0.727,0.103,0.137,0.156,0.103,0.005,0.272,0.193,0.447,0.467,0.515,0.034,0.06,0.102,0.203
0.074,0.263,0.073,0.079,0.091,0.03,0.097,0.063,0.203,0.542,0.499,0.134,0.269,0.219,0.297,0.15,0.254,0.122,0.657,0.012,0.344,0.329,0.057,0.58
0.464,0.212,0.369,0.385,0.112,0.003,0.217,0.03,0.26,0.078,0.027,0.046,0.186,0.101,0.374,0.108,0.321,0.146,0.444,0.105,0.269,0.334,0.213,0.434
0.079,0.124,0.129,0.021,0.17,0.215,0.02,0.468,0.348,0.097,0.293,0.382,0.284,0.088,0.51,0.119,0.23,0.371,0.312,0.676,0.235,0.414,0.514,0.621
0.456,0.115,0.077,0.258,0.124,0.036,0.027,0.508,0.11,0.714,0.075,0.19,0.042,0.106,0.14,0.109,0.053,0.31,0.48,0.37,0.455,0.024,0.087,0.276
0.319,0.026,0.095,0.327,0.02,0.09,0.079,0.377,0.348,0.086,0.17,0.001,0.25,0.211,0.268,0.023,0.193,0.132,0.096,0.214,0.539,0.249,0.227,0.147
0.005,0.451,0.004,0.109,0.003,0.118,0.093,0.372,0.077,0.063,0.128,0.029,0.2,0.022,0.241,0.5,0.163,0.075,0.22,0.058,0.508,0.044,0.33,0.351
0.022,0.131,0.378,0.098,0.066,0.042,0.182,0.229,0.379,0.567,0.02,0.177,0.144,0.195,0.153,0.436,0.431,0.538,0.153,0.453,0.749,0.373,0.641,0.147
0.259,0.039,0.038,0.111,0.098,0.241,0.244,0.226,0.175,0.15,0.02,0.21,0.073,0.141,0.314,0.018,0.413,0.11,0.187,0.048,0.295,0.003,0.182,0.346
0.023,0.175,0.006,0.042,0.199,0.088,0.328,0.133,0.331,0.489,0.111,0.512,0.088,0.187,0.284,0.061,0.658,0.208,0.33,0.408,0.09,0.341,0.119,0.422
0.268,0.101,0.189,0.206,0.018,0.066,0.031,0.269,0.587,0.824,0.08,0.082,0.072,0.152,0.305,0.238,0.033,0.083,0.338,0.092,0.103,0.317,0.339,0.371
0.237,0.087,0.065,0.246,0.138,0.061,0.381,0.002,0.075,0.058,0.158,0.143,0.065,0.251,0.022,0.169,0.46,0.063,0.051,0.473,0.346,0.467,0.17,0.329
0.803,0.273,0.455,0.004,0.208,0.031,0.102,0.308,0.286,0.317,0.055,0.056,0.057,0.072,0.44,0.263,0.369,0.14,0.077,0.159,0.216,0.43,0.263,0.375
0.486,0.211,0.192,0.136,0.198,0.255,0.459,0.091,0.441,0.435,0.191,0.379,0.231,0.096,0.47,0.722,0.026,0.222,0.653,0.056,0.85,0.716,0.534,0.177
0.241,0.216,0.3,0.02,0.168,0.12,0.234,0.132,0.013,0.692,0.201,0.032,0.15,0.092,0.078,0.242,0.264,0.08,0.37,0.051,0.319,0.355,0.714,0.162
0.49,0.131,0.524,0.157,0.047,0.059,0.12,0.277,0.077,0.066,0.155,0.111,0.159,0.187,0.151,0.355,0.034,0.092,0.098,0.213,0.272,0.038,0.191,0.072
0.799,0.467,0.503,0.209,0.024,0.096,0.114,0.098,0.92,0.358,0.189,0.001,0.265,0.128,0.118,0.044,0.291,0.516,0.169,0.091,0.323,0.593,0.285,0.226
0.471,0.745,0.283,0.252,0.218,0.021,0.136,0.097,0.194,0.152,0.014,0.179,0.105,0.068,0.16,0.048,0.124,0.611,0.152,0.266,0.435,0.235,0.186,0.694
0.618,0.08,0.226,0.052,0.04,0.242,0.023,0.281,0.081,0.275,0.307,0.393,0.059,0.25,0.181,0.429,0.019,0.618,0.399,0.332,0.121,0.965,0.069,0.103
0.016,0.282,0.433,0.106,0.205,0.135,0.069,0.167,0.139,0.459,0.169,0.133,0.022,0.194,0.202,0.185,0.521,0.474,0.001,0.218,0.488,0.266,0.186,0.526
0.26,0.026,0.193,0.21,0.057,0.217,0.038,0.02,0.352,0.047,0.14,0.031,0.313,0.075,0.177,0.456,0.156,0.008,0.381,0.125,0.203,0.092,0.279,0.279
0.104,0.326,0.162,0.165,0.088,0.116,0.071,0.157,0.353,0.345,0.194,0.099,0.348,0.019,0.075,0.049,0.333,0.25,0.024,0.868,0.367,0.173,0.411,0.328
0.354,0.373,0.005,0.024,0.069,0.106,0.07,0.361,0.061,0.174,0.012,0.139,0.265,0.057,0.257,0.489,0.164,0.625,0.41,0.075,0.124,0.117,0.342,0.225
0.501,0.162,0.155,0.104,0.047,0.022,0.399,0.325,0.44,0.395,0.161,0.396,0.243,0.319,0.154,0.26,0.454,0.009,0.468,0.326,0.14,0.24,0.477,0.848
0.135,0.225,0.212,0.067,0.121,0.055,0.047,0.328,0.146,0.021,0.208,0.025,0.152,0.332,0.354,0.305,0.1,0.184,0.258,0.419,0.339,0.509,0.627,0.658
0.398,0.204,0.219,0.23,0.229,0.122,0.086,0.366,0.359,0.154,0.065,0.141,0.25,0.094,0.118,0.011,0.201,0.385,0.253,0.49,0.345,0.442,0.122,0.261
