@RELATION SonyAIBORobotSurface1

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
0.639,1.508,1.544,2.194,2.432,1.446,0.809,-0.566,-0.904,-1.189,-1.833,-1.616,-1.4,-1.297,-1.422,-1.535,-1.427,-1.462,-0.26,0.078,0.16,0.184,0.262,0.444,0.507,-0.004,0.215,0.305,0.244,0.158,0.308,0.722,0.295,0.354,0.266,0.43,-0.086,-0.569,0.19,-0.122,0.118,0.79,1.192,1.584,1.875,1.727,0.551,-0.263,-1.015,-0.585,-0.633,-1.28,-1.554,-1.655,-1.496,-1.071,-0.673,0.952,0.358,0.355,0.104,0.148,0.267,0.493,0.126,0.077,-0.162,-0.017,0.228,0.322,2.0
1.098,-0.021,0.026,1.341,2.588,1.144,-0.233,-1.046,-1.217,-0.574,0.475,-0.535,-1.384,-1.906,-1.885,-1.228,-0.621,-0.38,-0.385,-0.404,0.029,0.882,0.819,0.967,1.251,1.267,1.223,0.929,0.57,0.364,0.181,0.036,-0.177,-0.259,0.173,-0.645,-0.519,-1.159,-0.795,-1.022,-1.322,-1.611,0.684,1.422,2.551,0.858,0.029,-0.693,-1.044,-0.504,0.164,0.052,-1.087,-1.86,-2.045,-1.367,0.541,1.342,1.274,1.097,0.473,0.011,0.319,0.795,0.664,0.358,0.029,0.429,0.685,0.802,1.0
0.962,2.223,2.699,2.912,2.755,1.142,0.425,-0.7,-1.47,-1.598,-1.259,-1.256,-1.248,-1.535,-1.209,-1.028,-1.043,-0.947,-1.331,-0.593,-0.227,0.279,0.239,0.21,0.029,0.303,0.0,-0.149,0.022,0.038,-0.035,0.115,-0.106,-0.154,-0.043,-0.182,0.095,0.694,0.542,0.62,1.657,1.965,1.384,0.972,-0.062,-0.508,-1.031,-1.257,-0.616,-0.423,0.168,-0.695,-1.83,-1.856,-1.243,-0.461,-0.035,0.449,0.391,0.262,0.291,0.434,0.413,0.028,-0.124,0.008,0.089,0.42,0.719,0.709,2.0
0.343,1.16,1.842,2.393,1.818,0.488,0.208,-0.91,-1.562,-1.424,-0.806,-1.515,-1.537,-1.321,-1.437,-0.648,-0.094,0.235,0.086,-0.014,0.106,0.453,0.292,-0.081,0.437,0.43,0.217,0.803,0.81,1.082,0.799,0.51,0.232,0.155,0.238,0.478,0.422,0.481,0.774,0.763,0.881,1.918,1.615,1.474,1.077,-0.073,-1.082,-1.777,-1.783,-1.538,-1.227,-0.956,-1.693,-1.862,-1.944,-1.127,-0.616,-0.234,0.123,-0.204,0.074,0.203,0.388,0.47,0.298,0.031,0.212,0.19,0.156,0.153,2.0
0.185,1.22,1.425,1.958,0.827,0.525,-0.256,-0.923,-1.364,-0.974,-0.448,-1.34,-2.52,-1.638,-1.299,-0.83,0.017,-0.101,-0.458,0.135,-0.072,-0.032,0.175,0.759,0.213,0.55,0.847,1.008,1.06,1.216,0.342,0.375,0.217,0.421,0.584,0.45,0.585,0.624,0.429,0.125,1.585,1.958,2.129,1.83,1.057,-0.032,-0.955,-1.221,-1.566,-1.433,-1.244,-0.475,-1.5,-2.014,-1.935,-1.971,-1.392,-0.66,-0.45,-0.235,0.285,0.459,0.324,0.153,0.582,0.146,0.436,0.338,0.206,-0.046,2.0
-0.697,-1.043,0.647,1.312,1.164,0.364,0.258,-0.766,-0.847,-0.567,-0.281,-0.363,-0.9,-1.401,-1.906,-1.016,-0.536,0.179,0.25,0.413,0.407,0.129,0.186,0.3,0.511,0.253,0.436,0.566,0.875,0.882,0.812,1.072,0.663,0.597,0.329,0.697,0.727,0.2,0.732,0.665,1.663,1.43,1.659,1.921,1.887,1.48,0.256,-0.64,-1.988,-1.682,-2.258,-1.75,-1.505,-1.744,-1.735,-1.427,-1.002,-0.915,-0.518,-0.284,-0.072,0.208,0.194,0.156,0.192,0.25,0.002,-0.069,0.088,-0.029,2.0
-0.7,-0.338,0.697,1.592,2.047,0.194,-0.307,0.029,0.023,-0.712,-0.187,-0.501,-0.011,-0.128,-0.744,-1.347,-1.405,-1.341,-0.701,-0.369,-0.388,-0.079,0.274,0.56,0.217,0.235,0.127,0.275,-0.088,0.236,0.281,0.383,0.815,0.624,0.029,0.132,-0.044,0.238,-0.029,0.873,1.361,1.882,2.116,2.468,2.346,1.472,-0.949,-1.243,-1.492,-0.968,-0.842,-1.792,-1.601,-2.169,-2.737,-1.568,-0.593,0.394,-0.43,0.364,0.097,0.471,0.564,0.619,0.155,0.619,0.565,0.606,0.301,0.292,1.0
-0.207,1.049,0.846,0.545,-0.261,-0.101,-0.179,-0.496,-0.104,0.136,-0.273,-0.956,-1.419,-1.681,-1.43,-0.616,0.238,0.194,-0.067,0.162,-0.161,0.904,0.844,0.703,0.521,0.165,0.351,0.593,0.771,0.862,1.201,0.456,0.594,0.851,0.926,0.586,0.633,0.401,0.703,0.705,1.6,1.783,1.998,2.316,1.206,0.176,-1.363,-1.72,-1.424,-1.186,-0.89,-1.473,-2.13,-2.617,-2.683,-1.8,-1.304,-0.582,-0.723,-0.326,-0.15,0.397,0.637,0.628,0.131,0.007,0.112,-0.08,-0.166,-0.049,2.0
-0.838,0.468,0.466,1.974,1.726,1.027,-0.134,-1.427,-1.073,-0.582,-0.896,-1.083,-1.944,-2.818,-1.771,-0.547,0.3,0.743,0.601,0.27,-0.336,-0.196,-0.147,0.023,-0.202,0.127,0.154,0.252,0.451,0.63,0.528,0.496,0.553,0.447,0.349,0.613,0.326,0.523,0.894,0.884,0.096,-0.42,-0.253,1.441,2.064,1.262,0.997,-0.62,-1.021,-0.531,-0.266,-0.365,-1.499,-1.978,-2.195,-2.878,-0.701,-0.144,-0.111,-0.141,-0.291,0.332,0.318,0.782,0.779,0.822,0.83,0.87,0.741,1.031,1.0
1.098,3.72,2.079,1.809,1.144,-0.079,-1.097,-1.291,-0.957,-0.465,-0.654,-1.261,-1.804,-1.773,-2.074,-1.765,-1.32,-0.856,-0.672,-0.382,-0.258,0.487,0.946,0.364,0.721,0.353,0.314,0.177,-0.111,-0.424,-0.321,-0.167,-0.372,-0.353,-0.367,-0.094,-0.373,-0.168,-0.394,-0.072,0.578,1.655,2.262,1.595,0.718,-0.187,-0.744,-0.556,-0.346,-0.469,0.524,-0.626,-1.211,-1.74,-1.202,0.127,0.599,0.702,0.441,0.457,0.462,0.445,0.464,0.157,-0.1,-0.185,0.012,0.531,1.293,1.751,2.0
