@RELATION TwoLeadECG

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
1.466,0.617,0.047,-0.044,0.193,-0.528,0.207,0.654,-0.405,0.309,0.36,0.074,-0.574,-0.087,-0.046,-0.085,-0.654,0.002,1.061,-0.169,-0.267,-0.588,-0.031,-0.393,-0.032,-0.238,-0.562,0.048,-0.209,0.169,-0.374,-2.081,-2.21,-2.741,1.305,-2.616,-2.235,-1.831,-2.075,-1.794,-0.232,-1.131,-1.71,-1.571,-1.875,-0.542,0.439,-0.966,-1.154,0.237,0.434,1.073,1.046,0.649,0.711,0.83,0.866,0.917,0.599,1.052,1.119,1.689,1.058,1.215,1.31,1.408,1.512,1.346,0.608,1.228,0.966,1.077,0.52,-0.541,2.836,0.098,-0.059,0.106,0.767,0.188,-0.495,0.498,1.0
-1.262,0.12,0.359,0.109,0.766,0.589,0.259,1.061,0.313,-0.033,0.238,0.227,0.275,0.067,-0.214,-0.011,-0.248,0.011,-0.168,-0.623,-0.033,-0.151,-0.198,-0.238,0.182,-0.177,-0.226,-0.288,0.087,-0.742,-0.698,-1.907,-7.002,-3.128,-2.098,-3.912,-1.827,-2.674,-1.803,-2.203,-0.628,-0.339,-0.207,-1.235,-0.188,-0.53,0.713,1.12,-0.187,0.73,1.429,0.561,1.401,1.095,0.854,0.978,-0.405,0.868,1.033,0.774,1.113,1.148,1.24,1.639,1.046,1.098,1.193,0.475,0.835,2.051,0.467,0.48,0.332,0.448,0.363,-0.32,0.022,0.03,-0.251,-0.431,-0.115,-0.193,2.0
1.397,0.441,0.767,0.128,-0.042,0.047,0.213,0.219,-0.004,0.309,-0.106,0.483,0.379,-0.194,0.02,-0.167,0.547,0.029,0.172,-0.002,-0.081,0.223,-0.122,0.115,-0.329,-0.765,-0.191,-0.53,-0.286,-0.183,0.022,-0.799,1.692,5.438,-1.028,-2.397,-2.338,-1.673,-2.959,-2.961,-2.393,-1.965,-2.279,-1.775,-3.686,-1.226,-1.043,-1.302,-0.486,0.014,0.325,0.113,0.601,0.352,0.71,0.415,0.759,1.362,0.912,0.739,0.931,0.644,1.025,0.591,1.164,1.204,1.025,1.22,1.447,1.274,2.726,1.011,1.108,0.957,0.681,1.147,1.013,0.204,0.481,0.348,0.718,0.485,1.0
0.023,0.668,0.038,0.388,-0.163,0.257,-0.001,0.311,0.186,0.465,0.071,0.462,-0.109,0.318,-0.02,0.108,0.029,-0.179,0.478,0.009,-0.067,0.017,-0.12,-0.121,-0.16,-0.12,-0.46,-0.054,-0.254,-0.223,-0.146,0.529,-1.15,-0.464,-1.456,-3.266,-2.489,-2.716,-1.673,-2.06,-1.874,-1.793,-3.386,-1.88,-0.034,-1.965,-0.34,-0.53,-0.664,-0.191,-0.161,0.649,1.419,0.68,1.005,0.224,0.608,0.505,0.781,0.735,0.665,1.048,1.017,1.07,1.5,1.842,0.559,1.106,1.16,1.176,1.208,1.153,2.379,1.071,1.717,0.166,0.737,0.397,0.644,0.241,1.193,0.06,1.0
-0.033,-0.557,0.554,0.525,0.34,-0.508,-0.191,0.165,0.021,-0.616,0.281,0.23,0.24,-0.494,-0.137,-0.335,1.268,-0.164,-1.155,-0.392,-0.32,-0.08,-0.233,-0.249,-0.446,-0.386,-0.243,0.05,0.147,-0.997,-1.893,-2.101,-2.591,-5.019,-2.217,-0.959,-2.171,-2.857,-2.307,-2.361,-1.654,-0.75,-0.246,0.416,-1.217,-0.199,-0.483,-3.103,0.748,0.232,0.692,0.345,0.735,0.763,2.086,0.869,0.007,1.598,1.429,1.06,1.249,1.668,1.149,1.148,1.19,1.256,1.563,1.32,1.41,1.238,0.642,0.491,1.725,1.05,0.589,0.254,1.074,1.003,0.027,0.059,0.137,-0.008,1.0
-0.225,-0.564,-0.049,-1.362,0.641,-1.178,0.303,2.128,0.108,-0.105,0.334,-0.049,0.145,-0.028,-0.166,-0.024,0.003,-0.033,0.234,-0.155,-0.086,-0.106,-0.1,-0.547,0.004,-0.156,-0.028,-0.243,-0.25,-0.201,-2.147,-4.156,-1.249,-4.025,-3.163,-2.151,-2.198,-1.051,-2.156,-1.219,-1.076,-0.071,-1.26,0.119,-4.721,0.537,0.285,0.02,0.44,0.784,0.381,0.966,0.862,0.753,0.789,1.14,1.056,1.198,1.163,1.491,1.253,1.521,0.966,1.273,1.486,1.169,1.199,0.799,1.095,0.635,-0.553,0.535,0.844,0.251,-0.161,0.094,0.138,-0.169,0.569,-0.054,-0.026,-0.085,2.0
-0.133,-0.037,-0.485,0.126,0.831,0.585,0.41,0.687,-0.087,0.217,-0.569,0.363,0.145,0.142,-0.224,-0.338,0.035,-0.022,0.238,-0.587,-0.118,-0.38,0.422,-0.079,-0.159,-0.306,-0.241,-0.123,0.873,0.119,-0.761,-1.974,-3.416,-3.2,-4.208,-2.607,-2.432,-3.839,-1.894,-1.66,1.348,-1.305,-1.242,-0.258,-0.403,-0.599,-0.038,4.025,-0.371,0.345,0.823,0.629,1.448,0.579,0.813,0.391,0.87,0.889,0.596,0.87,0.79,0.59,1.099,1.413,1.467,0.976,1.078,1.183,1.471,1.544,0.961,0.618,0.689,0.397,0.699,0.293,0.212,-0.392,0.064,-0.746,-0.289,-0.115,1.0
0.081,0.214,0.192,0.641,0.194,0.568,-0.113,0.638,0.673,0.401,0.428,-0.145,0.244,0.35,0.215,0.107,0.286,0.237,0.1,0.122,-0.077,0.276,-0.016,0.455,0.018,0.114,0.118,0.005,0.078,-0.445,0.088,-2.967,-3.181,-3.924,-1.653,-2.837,-2.727,-2.264,-2.162,-1.613,-1.402,-4.694,-2.905,-1.076,0.237,-3.062,1.59,0.912,0.429,0.513,0.984,0.626,0.656,0.439,0.791,0.968,0.213,0.527,1.579,0.832,1.058,1.057,0.865,0.692,0.737,0.935,0.937,1.012,-0.541,0.938,-0.459,0.805,0.31,0.054,-0.118,0.237,0.258,-0.415,-0.011,-0.902,-0.498,-0.077,2.0
-0.212,-0.145,-0.057,-0.209,-0.024,0.156,-0.05,-0.235,-0.214,-0.246,-0.492,0.231,-0.426,-0.26,-0.191,-0.278,-0.181,-0.219,-0.342,-0.81,-0.26,-0.251,-0.713,-0.291,-0.039,-0.32,0.163,0.183,0.754,-1.507,-2.498,-3.666,-2.634,-2.931,-2.867,-2.151,-1.862,-1.375,-2.097,-0.776,-0.943,-0.597,-0.805,-0.028,-0.092,0.607,2.33,1.063,0.068,0.916,0.778,0.098,0.839,0.706,1.071,0.574,1.314,1.136,1.185,1.15,0.491,1.065,1.033,1.144,1.422,1.407,1.517,1.155,1.149,0.984,1.093,0.537,0.437,0.744,-0.332,0.008,0.606,-0.284,0.326,0.575,0.604,0.231,2.0
-1.824,0.421,-0.09,-0.604,0.129,0.1,0.115,-0.082,0.749,0.32,-0.426,0.965,-0.197,0.146,-0.098,0.126,-0.015,-0.05,0.129,-0.233,-0.381,-0.278,-0.424,-0.631,-0.195,0.168,-0.448,-0.375,-0.26,-0.479,-0.685,0.393,-0.554,-1.046,-3.302,-2.267,-2.077,-2.68,-2.168,-1.981,-1.375,-1.806,-1.096,-0.148,-0.359,-1.414,-0.825,-0.357,0.351,-0.07,0.387,-0.278,0.519,0.586,0.616,0.771,0.836,0.815,0.908,0.59,0.784,1.153,1.507,1.318,1.393,1.483,2.295,1.019,1.394,1.493,2.001,1.067,1.181,2.1,0.924,0.757,0.787,0.693,0.417,0.382,0.423,0.346,1.0
0.75,-0.116,0.059,-0.054,-0.741,-0.121,-0.512,-2.531,0.291,0.065,0.241,0.115,-0.021,0.118,0.107,0.012,0.124,-0.017,0.383,1.555,0.144,-0.038,-0.993,-0.181,-0.058,-0.132,0.061,-0.167,-0.099,-0.411,0.413,-2.624,-3.122,-5.14,-3.956,-2.255,-2.342,-1.665,-1.392,-2.101,-1.7,-1.457,-0.186,-0.438,0.252,0.067,-0.731,0.76,0.601,-1.357,0.763,0.955,0.924,0.671,0.708,0.917,0.914,0.868,0.86,0.206,0.863,2.951,1.105,0.911,0.57,0.998,0.999,0.984,1.003,0.68,0.961,0.471,0.03,0.271,0.215,0.333,-0.284,-0.22,-0.044,-0.476,0.157,-0.316,2.0
2.971,0.146,0.153,0.094,0.062,0.196,0.077,-0.127,-0.547,0.484,0.328,0.122,0.4,0.686,-0.097,-0.062,0.199,0.143,-0.032,0.068,0.086,-0.072,0.214,0.126,-0.114,-0.087,-0.31,-0.485,0.756,-0.448,0.182,2.534,0.419,-1.011,0.327,-1.203,-3.091,-1.608,-3.215,-2.129,-4.114,-1.218,-1.249,-1.472,-3.751,-5.555,-1.194,-3.166,0.153,-0.085,-0.344,-0.08,0.338,0.442,0.382,0.963,0.586,0.698,0.714,0.628,0.752,0.683,0.787,0.847,0.695,0.931,1.017,1.06,1.752,0.683,1.521,0.939,1.763,1.791,1.503,0.741,1.182,0.55,1.491,0.993,0.301,-0.597,2.0
1.079,0.556,0.328,0.048,-0.118,-1.166,0.11,0.185,0.343,0.311,0.446,0.46,0.286,-0.186,0.304,0.13,0.169,-0.2,0.141,0.205,0.136,-0.154,0.197,0.013,-0.221,-0.013,0.289,-0.179,-0.223,-0.649,1.188,-0.599,-1.086,-1.577,-2.074,-3.36,-2.79,-3.506,-2.7,-0.864,-3.209,-4.283,-0.08,-2.258,-1.988,-1.117,-0.465,-0.337,-0.94,-0.015,0.719,-0.274,0.667,0.638,0.956,0.589,0.742,0.783,0.65,0.842,1.151,1.915,0.847,-0.676,1.645,1.442,1.283,1.16,1.421,1.109,0.477,1.614,0.882,0.753,0.855,0.346,-0.221,0.181,0.286,-0.034,0.174,0.519,2.0
