@RELATION SmoothSubspace

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.177,0.506,0.71,0.627,0.609,0.599,0.891,0.348,0.806,0.915,0.744,0.628,0.796,0.068,0.216,1.0
0.616,0.679,0.65,0.286,0.676,0.163,0.694,0.455,0.454,0.971,0.307,-0.079,0.527,0.624,0.87,1.0
0.457,0.665,0.727,0.366,0.611,0.148,1.04,0.789,0.666,0.775,0.766,0.759,0.012,-0.02,0.381,1.0
0.441,0.594,0.8,0.57,0.559,0.813,0.141,0.262,0.259,0.183,0.952,0.855,-0.202,0.1,-0.07,1.0
0.539,0.695,0.278,0.424,0.536,0.864,0.792,0.924,0.616,0.134,1.35,0.226,0.879,0.518,0.099,1.0
0.621,0.603,0.843,0.427,0.356,0.214,-0.098,0.485,0.179,0.816,0.976,0.862,0.579,0.397,0.35,1.0
0.594,0.955,1.042,0.521,0.5,0.29,0.55,0.014,0.566,0.548,0.811,0.861,0.655,0.459,0.913,1.0
0.612,0.579,0.772,0.631,0.731,0.78,0.22,0.17,0.906,0.478,0.755,0.48,0.306,0.084,1.039,1.0
0.457,0.737,0.639,0.37,0.598,0.386,0.771,0.127,0.156,0.75,0.248,0.667,0.186,0.304,-0.02,1.0
0.487,0.527,0.648,0.331,0.874,0.484,0.578,0.635,0.093,1.026,0.274,0.113,1.062,0.905,0.972,1.0
0.772,0.507,1.297,0.485,0.471,1.056,0.762,0.285,0.65,0.217,0.5,0.675,0.936,0.42,0.443,1.0
0.258,0.532,0.758,0.524,0.562,0.704,0.044,1.066,0.307,0.852,0.938,0.349,0.502,0.3,0.866,1.0
0.765,0.594,0.64,0.884,0.626,0.026,0.509,0.108,0.667,0.848,0.92,0.79,0.15,0.888,0.471,1.0
0.605,0.647,0.744,0.061,1.016,0.268,-0.071,0.724,0.606,0.51,0.368,0.031,0.626,0.655,0.91,1.0
0.344,0.484,0.689,0.59,0.481,0.839,0.116,0.193,0.078,0.727,0.494,0.996,0.199,0.362,0.16,1.0
0.581,0.625,0.738,0.327,0.502,0.098,0.528,1.157,0.663,0.209,-0.033,0.336,0.625,-0.007,0.601,1.0
0.389,0.724,0.468,0.399,0.526,0.475,0.521,0.222,0.075,0.734,0.636,0.144,0.294,0.751,-0.024,1.0
0.61,0.377,0.853,0.491,0.744,0.277,0.438,0.288,0.823,0.705,0.423,0.018,0.983,0.332,0.394,1.0
0.845,0.715,0.739,0.28,0.711,0.339,0.657,0.659,0.461,0.676,0.173,0.312,0.178,0.821,0.625,1.0
0.624,0.595,0.739,0.497,0.559,0.562,0.578,1.26,0.818,0.078,0.13,0.324,0.562,1.186,0.661,1.0
0.475,0.294,0.605,0.126,0.905,0.871,0.176,0.371,0.047,0.657,0.801,0.541,0.639,0.773,0.003,1.0
0.537,0.323,0.71,0.515,0.658,0.788,0.432,0.379,0.205,0.368,-0.265,0.953,0.136,0.491,0.425,1.0
0.49,0.828,0.775,0.401,0.463,0.203,1.177,0.344,0.644,0.913,0.835,0.772,0.089,0.434,0.844,1.0
0.515,0.588,0.899,0.621,0.482,0.112,0.516,-0.043,0.529,0.571,0.69,0.841,0.49,0.344,1.203,1.0
0.516,0.499,0.614,0.536,0.612,-0.077,0.155,0.323,0.935,0.597,0.66,0.327,0.718,1.234,0.133,1.0
0.229,0.596,0.778,0.662,0.681,0.218,0.857,0.895,0.112,0.776,0.279,0.565,0.381,0.593,0.56,1.0
0.215,0.946,0.382,0.043,0.04,0.204,0.362,0.394,0.411,0.58,0.726,0.186,0.77,0.393,0.096,2.0
0.442,0.395,0.917,1.009,0.353,0.245,0.292,0.32,0.352,0.4,0.447,-0.04,0.483,0.909,0.853,2.0
0.534,0.886,0.491,0.361,0.791,0.131,0.302,0.399,0.52,0.355,0.387,1.038,0.449,0.298,0.698,2.0
0.086,0.373,0.574,0.63,0.394,0.298,0.339,0.388,0.395,0.384,0.013,0.064,0.127,0.971,0.776,2.0
0.357,0.259,0.028,0.977,0.216,0.161,0.403,0.345,0.284,0.613,1.054,0.785,0.449,0.578,0.484,2.0
0.68,0.601,0.629,0.713,0.912,0.231,0.212,0.42,0.178,0.456,0.263,0.733,0.245,0.5,0.437,2.0
0.166,0.035,0.181,0.372,0.695,0.344,0.397,0.38,0.551,0.185,0.223,-0.038,1.046,0.59,0.378,2.0
0.226,0.122,0.597,0.213,0.171,0.246,0.199,0.345,0.421,0.409,0.912,0.694,0.173,0.335,1.24,2.0
0.308,0.083,0.541,0.94,0.374,0.127,0.22,0.123,0.398,0.479,0.892,0.501,0.684,0.624,-0.131,2.0
0.616,0.822,0.282,0.184,0.902,0.188,0.275,0.412,0.283,0.615,0.382,0.648,0.068,0.727,-0.019,2.0
0.005,0.603,0.143,0.662,0.793,0.308,0.404,0.412,0.288,0.73,0.365,0.346,0.818,0.673,0.639,2.0
0.698,0.369,0.675,0.256,0.414,0.373,0.592,0.44,0.264,0.478,0.374,0.633,0.799,0.275,0.218,2.0
-0.154,0.509,0.35,0.513,0.846,0.356,0.387,0.397,0.691,0.34,0.562,0.844,0.67,0.587,0.208,2.0
0.711,0.945,0.065,-0.048,0.882,0.319,0.145,0.145,0.262,0.41,0.446,0.483,0.54,0.682,0.396,2.0
0.116,0.264,0.999,0.373,0.67,0.077,0.323,0.358,0.358,0.433,0.921,0.379,0.32,0.199,0.789,2.0
0.448,0.169,0.063,0.026,0.4,0.418,0.229,0.458,0.33,0.386,0.642,0.466,0.323,0.434,0.188,2.0
0.25,0.842,0.56,0.635,1.02,0.343,0.378,0.383,0.568,0.256,0.812,1.123,-0.036,1.013,0.102,2.0
0.448,0.475,0.214,0.722,0.88,0.257,0.299,0.379,0.348,0.459,0.545,0.177,0.706,0.027,1.161,2.0
0.649,0.705,0.03,1.045,0.956,0.257,0.082,0.365,0.417,0.401,0.443,0.711,0.339,0.341,0.088,2.0
0.035,0.627,0.447,0.117,0.239,0.371,0.393,0.33,0.043,0.262,0.721,0.845,0.587,0.53,0.169,2.0
0.838,0.099,0.558,1.026,0.619,-0.026,0.359,0.119,0.331,0.471,0.21,0.438,0.639,0.565,0.627,2.0
0.355,0.491,0.201,0.132,0.182,0.439,0.385,0.401,0.229,0.418,0.287,0.826,0.089,0.022,0.715,2.0
0.059,0.129,0.091,0.417,0.144,0.243,-0.213,0.407,0.242,0.465,0.256,0.635,0.41,1.014,0.749,2.0
0.177,0.668,0.08,0.455,0.572,0.241,0.246,0.181,0.333,0.202,0.497,0.059,0.537,1.002,0.405,2.0
0.51,0.753,0.096,-0.019,0.746,0.246,0.051,0.443,0.003,0.385,0.576,0.712,0.742,0.199,0.384,2.0
0.662,0.716,0.784,0.9,0.354,0.358,-0.268,0.29,0.305,0.55,0.889,0.131,0.607,0.257,0.865,2.0
1.016,0.714,0.596,0.601,0.74,0.232,0.43,0.427,0.328,0.376,0.457,0.557,0.2,0.282,0.281,2.0
1.035,0.12,0.937,0.726,0.881,0.266,0.26,0.03,0.333,0.284,0.298,0.31,0.577,0.87,0.475,2.0
0.445,0.967,0.737,0.291,0.387,0.262,0.321,0.563,0.193,0.329,0.445,0.957,0.146,0.609,0.556,2.0
0.298,1.097,0.827,0.244,0.463,0.358,0.244,0.547,0.222,0.318,0.646,0.661,0.006,0.485,0.645,2.0
0.175,0.511,0.656,0.934,0.094,0.293,0.466,0.351,0.202,0.457,0.758,0.65,0.909,-0.071,0.292,2.0
0.531,0.201,0.885,0.442,0.14,0.264,0.37,0.355,0.387,0.387,0.975,0.729,0.491,0.387,0.077,2.0
0.023,0.25,0.114,0.296,0.93,0.086,0.251,0.379,0.334,0.459,0.882,0.93,-0.074,0.08,0.504,2.0
0.498,0.405,0.467,0.182,0.963,0.356,-0.147,0.504,0.232,0.212,0.666,0.521,0.144,0.631,0.314,2.0
0.02,0.721,0.711,0.617,0.698,0.143,0.578,0.177,0.477,0.317,0.532,0.642,0.316,0.722,0.802,2.0
-0.039,0.745,0.324,0.465,0.837,0.195,0.349,0.28,0.29,0.2,0.161,0.96,0.964,0.993,0.895,2.0
0.77,0.731,0.214,0.613,0.389,0.213,0.33,0.227,0.389,0.49,0.887,0.37,0.822,0.119,-0.169,2.0
-0.021,0.031,0.879,0.095,0.184,0.241,0.311,0.341,0.104,0.47,0.457,-0.105,0.502,0.868,0.943,2.0
0.636,0.53,0.945,0.848,0.332,0.219,0.332,0.127,0.351,0.394,1.312,0.692,0.443,1.043,0.663,2.0
0.205,0.341,0.78,0.814,0.044,0.782,0.428,0.332,-0.007,0.331,0.351,1.13,0.57,1.16,0.209,2.0
0.342,1.003,0.672,0.614,1.089,0.196,0.049,0.391,0.11,0.408,0.028,0.573,0.724,0.97,0.498,2.0
0.52,0.316,0.427,-0.1,0.448,0.292,0.283,0.608,-0.149,0.405,0.097,0.762,0.412,0.958,0.941,2.0
0.403,0.018,0.174,0.737,0.349,0.036,0.414,0.363,0.171,0.489,1.105,0.943,0.255,0.855,0.674,2.0
0.292,0.888,0.371,0.695,0.378,0.293,-0.163,0.364,0.34,0.43,0.678,0.155,0.399,1.038,-0.0,2.0
0.703,0.976,0.24,0.247,0.35,0.243,0.522,0.116,0.378,0.494,0.58,0.121,0.575,0.528,0.555,2.0
0.274,0.85,0.129,0.447,0.353,0.174,0.617,0.353,0.57,0.16,0.365,1.265,0.849,0.131,0.898,2.0
0.772,0.443,0.401,0.062,0.33,0.26,0.397,0.472,0.16,0.187,0.738,-0.227,0.586,0.332,0.376,2.0
0.798,0.881,0.872,0.158,0.499,0.222,0.167,0.48,0.337,0.485,1.083,0.034,0.816,0.21,0.973,2.0
0.121,0.333,0.434,0.238,0.909,0.141,-0.201,0.332,0.226,0.149,0.328,0.689,0.216,0.065,0.707,2.0
0.116,1.09,0.406,0.802,-0.011,0.284,0.266,0.286,0.348,0.558,0.541,0.886,0.5,-0.14,0.572,2.0
0.199,0.324,0.048,1.016,0.432,-0.049,0.318,1.078,0.342,-0.207,1.053,1.193,0.512,1.082,0.932,3.0
0.3,0.149,0.593,0.421,0.182,0.79,0.907,0.902,0.032,0.095,0.879,0.709,0.91,0.978,0.908,3.0
0.586,0.106,0.484,0.681,0.871,0.799,0.617,0.237,1.372,0.459,0.853,0.581,1.002,0.83,0.918,3.0
0.373,0.865,0.789,0.553,0.43,0.363,0.682,0.481,1.101,0.987,0.699,0.918,0.817,0.709,0.779,3.0
0.286,0.632,0.619,0.5,0.264,0.462,0.92,0.76,0.185,0.64,0.882,1.151,0.892,0.766,0.962,3.0
0.685,1.051,0.092,0.409,0.52,0.373,0.889,0.019,0.628,-0.234,0.865,0.417,0.983,0.715,0.974,3.0
0.392,0.47,0.708,0.045,0.478,0.867,0.228,0.185,0.191,0.824,0.905,0.71,1.185,0.583,0.98,3.0
0.5,0.564,0.947,0.369,1.007,1.02,0.109,0.32,0.809,0.751,0.697,0.431,0.928,0.752,0.921,3.0
0.87,0.448,0.205,0.566,0.794,0.492,0.19,-0.167,0.151,0.388,1.477,0.822,1.292,0.82,0.653,3.0
1.059,0.034,0.745,0.419,0.118,1.007,1.058,0.298,0.198,0.901,1.304,0.643,0.661,0.907,0.944,3.0
0.361,0.961,0.266,0.389,0.467,0.729,0.893,0.302,0.447,0.457,0.938,0.848,0.865,0.926,0.786,3.0
0.101,0.797,1.134,0.304,0.889,0.824,0.892,1.072,-0.198,0.716,0.989,0.833,0.983,0.887,0.89,3.0
0.752,0.16,0.735,-0.065,0.766,0.146,0.222,0.531,0.65,0.665,0.908,0.607,0.816,0.747,0.934,3.0
0.815,0.7,0.593,0.631,0.057,0.818,0.262,0.421,0.112,0.897,1.126,0.726,0.712,0.717,0.902,3.0
0.18,0.594,0.792,0.612,0.528,0.224,0.473,0.621,0.89,0.856,0.929,0.76,1.065,0.889,0.95,3.0
0.282,0.587,0.515,0.546,0.122,0.72,1.06,0.073,0.839,0.227,0.896,0.866,0.909,0.85,0.78,3.0
0.179,0.86,0.55,0.818,0.286,0.863,0.167,0.063,1.058,0.79,0.852,0.85,0.958,1.233,0.626,3.0
0.983,0.103,0.721,0.866,1.019,0.673,0.171,0.241,0.081,0.046,1.005,0.744,0.902,0.915,0.956,3.0
0.263,1.051,0.259,0.578,0.254,0.598,0.888,0.17,0.478,0.5,0.989,0.949,1.065,0.727,0.606,3.0
0.865,0.452,0.417,0.683,0.043,0.51,0.804,0.19,1.062,0.77,0.87,0.793,1.195,0.929,0.981,3.0
0.41,0.07,0.51,0.694,0.808,1.001,0.17,0.483,0.351,0.409,0.597,0.251,1.044,1.233,1.134,3.0
0.414,0.457,0.537,0.534,0.699,0.484,0.11,0.618,0.453,0.952,0.516,0.722,1.015,0.933,0.944,3.0
0.93,0.79,0.033,0.437,0.895,0.359,0.44,0.742,0.955,0.414,0.909,0.48,1.144,0.632,0.932,3.0
0.863,0.684,0.83,0.677,0.233,0.404,0.487,0.399,0.077,0.573,0.831,0.756,1.219,0.908,0.909,3.0
-0.046,0.292,0.063,0.388,0.159,0.871,0.241,0.1,0.141,0.508,0.881,0.685,0.89,0.887,0.896,3.0
0.526,0.254,0.287,0.236,-0.262,0.745,0.308,0.59,0.693,0.404,0.723,0.224,0.937,0.148,0.977,3.0
0.851,0.731,0.325,0.835,-0.257,0.278,1.186,0.895,0.759,0.755,0.969,0.826,0.918,1.006,0.925,3.0
0.543,-0.136,0.509,0.35,0.677,0.398,0.702,1.217,0.835,0.44,0.872,0.828,0.836,0.5,0.849,3.0
0.647,0.616,0.97,0.813,0.319,0.744,0.878,0.465,0.284,0.324,1.028,0.694,0.798,0.853,0.967,3.0
0.445,0.841,1.187,0.942,0.82,0.372,0.358,0.375,0.147,1.105,0.909,0.609,0.875,0.91,0.9,3.0
0.214,0.066,0.216,0.898,0.45,0.895,0.416,0.373,0.487,-0.075,0.75,0.505,1.114,0.921,0.895,3.0
0.493,0.596,0.755,0.28,0.357,0.229,0.584,0.699,0.28,0.953,0.83,0.781,0.789,0.901,0.846,3.0
0.838,0.893,0.908,0.089,0.741,0.518,0.557,0.611,-0.116,0.822,0.955,0.773,0.955,1.01,0.939,3.0
0.446,0.752,-0.006,0.334,0.967,-0.016,0.265,0.935,1.097,0.093,0.909,0.854,0.634,0.866,1.133,3.0
-0.025,0.378,0.274,0.198,0.534,0.874,0.174,0.724,0.541,0.734,0.871,0.691,0.882,0.931,1.041,3.0
0.452,0.25,0.081,0.042,1.023,0.21,0.889,0.756,0.649,0.784,1.02,0.839,0.584,-0.112,0.599,3.0
-0.058,0.676,1.016,0.905,0.003,0.693,0.818,0.605,0.042,-0.024,0.929,0.854,0.715,0.926,0.768,3.0
0.013,0.48,-0.416,0.387,0.137,0.219,0.262,0.166,0.701,0.738,0.882,1.161,0.878,0.519,0.854,3.0
0.575,0.754,0.822,0.596,0.451,0.652,0.349,0.602,0.451,0.553,0.89,0.807,0.988,0.878,0.945,3.0
0.297,0.235,0.316,0.812,0.986,0.6,0.631,0.617,0.655,0.032,0.795,0.763,0.799,0.974,1.128,3.0
0.984,0.972,0.581,0.582,1.07,0.725,0.446,0.091,0.456,0.355,1.042,0.769,0.934,0.639,1.14,3.0
0.925,0.081,0.52,0.468,0.714,0.697,-0.003,0.486,-0.084,0.936,0.701,0.657,0.928,0.782,1.105,3.0
0.783,0.186,0.316,0.297,0.436,0.384,0.659,0.359,0.469,0.693,0.937,0.715,0.794,0.753,0.802,3.0
0.448,1.019,0.97,0.078,0.071,0.658,0.599,0.2,0.249,0.043,0.985,0.719,0.896,0.835,0.692,3.0
0.203,0.648,0.473,0.548,0.156,0.409,1.186,0.045,1.282,0.223,0.938,0.687,0.871,0.53,0.907,3.0
0.987,0.668,0.827,0.854,0.341,0.574,0.751,0.094,0.731,0.154,0.832,0.7,1.065,0.808,0.961,3.0
0.405,0.225,0.934,-0.095,0.533,0.252,0.623,0.912,0.592,0.539,0.866,0.815,0.567,0.882,0.613,3.0
0.033,0.278,0.169,0.416,0.481,0.692,0.162,0.573,0.686,0.348,0.937,0.636,0.897,0.748,0.726,3.0
0.593,0.74,0.273,0.379,0.636,0.479,1.703,0.596,0.292,0.872,1.034,0.669,1.247,0.686,1.07,3.0
0.246,0.351,0.141,0.452,0.163,0.578,0.613,0.601,0.2,0.692,1.03,0.95,0.976,0.789,1.44,3.0
