@RELATION SmoothSubspace

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC

@DATA
0.102,0.136,0.173,0.101,0.035,0.148,0.131,0.059,0.066,0.06,0.114,0.038,0.222,0.136,0.059
0.124,0.167,0.198,0.007,0.124,0.201,0.145,0.141,0.047,0.149,0.315,0.164,0.087,0.089,0.218
0.113,0.126,0.027,0.137,0.154,0.144,0.272,0.394,0.157,0.024,0.033,0.086,0.565,0.208,0.34
0.116,0.061,0.046,0.083,0.112,0.084,0.074,0.215,0.049,0.091,0.13,0.083,0.076,0.263,0.146
0.023,0.19,0.256,0.152,0.089,0.023,0.095,0.202,0.136,0.078,0.097,0.037,0.17,0.074,0.063
0.109,0.164,0.083,0.05,0.177,0.266,0.367,0.405,0.024,0.006,0.21,0.057,0.022,0.127,0.042
0.137,0.154,0.101,0.182,0.112,0.18,0.343,0.146,0.032,0.426,0.161,0.002,0.033,0.044,0.322
0.1,0.105,0.181,0.074,0.224,0.161,0.065,0.078,0.106,0.242,0.098,0.061,0.13,0.025,0.219
0.063,0.071,0.205,0.135,0.081,0.144,0.232,0.28,0.061,0.088,0.128,0.211,0.044,0.225,0.044
0.137,0.076,0.166,0.294,0.03,0.088,0.222,0.093,0.099,0.204,0.015,0.064,0.122,0.067,0.065
0.092,0.019,0.058,0.239,0.404,0.082,0.001,0.041,0.156,0.28,0.049,0.176,0.124,0.251,0.293
0.303,0.023,0.159,0.158,0.034,0.029,0.13,0.261,0.142,0.032,0.135,0.105,0.291,0.007,0.079
0.084,0.078,0.048,0.076,0.007,0.073,0.11,0.273,0.137,0.013,0.214,0.159,0.065,0.01,0.069
0.088,0.005,0.103,0.088,0.097,0.058,0.006,0.245,0.252,0.058,0.414,0.027,0.161,0.028,0.054
0.211,0.031,0.209,0.134,0.127,0.044,0.069,0.149,0.079,0.169,0.246,0.298,0.285,0.102,0.149
0.075,0.031,0.14,0.118,0.215,0.056,0.13,0.042,0.033,0.209,0.08,0.174,0.124,0.061,0.087
0.141,0.043,0.113,0.075,0.143,0.065,0.013,0.015,0.116,0.105,0.14,0.198,0.076,0.242,0.002
0.041,0.156,0.096,0.016,0.02,0.186,0.027,0.043,0.089,0.016,0.061,0.055,0.081,0.016,0.395
0.017,0.033,0.0,0.021,0.044,0.064,0.035,0.33,0.257,0.109,0.082,0.014,0.087,0.211,0.126
0.064,0.036,0.104,0.03,0.112,0.258,0.04,0.039,0.012,0.085,0.164,0.02,0.289,0.032,0.222
0.112,0.21,0.043,0.052,0.035,0.104,0.067,0.076,0.043,0.185,0.264,0.069,0.144,0.094,0.015
0.084,0.008,0.204,0.071,0.098,0.063,0.165,0.158,0.248,0.044,0.125,0.159,0.086,0.065,0.202
0.211,0.089,0.203,0.105,0.09,0.029,0.194,0.031,0.199,0.06,0.228,0.074,0.033,0.029,0.334
0.103,0.089,0.029,0.16,0.075,0.006,0.147,0.119,0.11,0.21,0.227,0.149,0.207,0.004,0.062
0.083,0.066,0.025,0.17,0.041,0.132,0.01,0.107,0.075,0.052,0.067,0.07,0.34,0.091,0.193
0.041,0.028,0.043,0.196,0.017,0.176,0.254,0.064,0.112,0.14,0.261,0.022,0.35,0.395,0.258
0.026,0.036,0.079,0.029,0.194,0.263,0.018,0.019,0.229,0.13,0.045,0.09,0.078,0.273,0.009
0.017,0.133,0.058,0.037,0.075,0.004,0.02,0.014,0.235,0.17,0.066,0.107,0.036,0.096,0.246
0.26,0.202,0.077,0.179,0.135,0.059,0.105,0.017,0.162,0.192,0.051,0.245,0.166,0.148,0.165
0.095,0.119,0.082,0.034,0.063,0.192,0.206,0.072,0.238,0.145,0.138,0.033,0.107,0.151,0.134
0.233,0.194,0.146,0.051,0.314,0.174,0.075,0.185,0.172,0.245,0.234,0.152,0.078,0.044,0.023
0.138,0.079,0.045,0.137,0.071,0.158,0.044,0.14,0.018,0.179,0.283,0.044,0.271,0.034,0.182
0.145,0.003,0.232,0.1,0.048,0.066,0.261,0.128,0.187,0.111,0.283,0.181,0.122,0.089,0.032
0.093,0.18,0.093,0.1,0.074,0.025,0.068,0.19,0.006,0.133,0.027,0.09,0.125,0.151,0.242
0.008,0.33,0.184,0.28,0.016,0.058,0.104,0.048,0.401,0.034,0.265,0.215,0.074,0.258,0.009
0.119,0.17,0.058,0.058,0.198,0.021,0.227,0.122,0.103,0.379,0.074,0.175,0.107,0.056,0.258
0.141,0.008,0.217,0.271,0.048,0.089,0.271,0.046,0.061,0.144,0.145,0.041,0.239,0.122,0.02
0.16,0.246,0.062,0.079,0.089,0.01,0.082,0.382,0.044,0.071,0.097,0.281,0.091,0.073,0.021
0.05,0.15,0.033,0.188,0.212,0.048,0.123,0.088,0.218,0.043,0.248,0.06,0.049,0.0,0.014
0.158,0.244,0.044,0.014,0.083,0.025,0.102,0.132,0.073,0.052,0.002,0.122,0.006,0.093,0.151
0.2,0.204,0.175,0.103,0.228,0.026,0.037,0.265,0.14,0.174,0.35,0.036,0.092,0.244,0.136
0.128,0.085,0.021,0.052,0.059,0.171,0.021,0.125,0.11,0.112,0.058,0.355,0.099,0.034,0.194
0.037,0.224,0.024,0.144,0.132,0.096,0.112,0.115,0.096,0.056,0.028,0.213,0.086,0.099,0.04
0.042,0.052,0.068,0.035,0.118,0.065,0.549,0.16,0.13,0.138,0.075,0.106,0.163,0.111,0.128
0.05,0.003,0.022,0.112,0.094,0.132,0.222,0.267,0.234,0.154,0.31,0.256,0.237,0.023,0.02
0.05,0.092,0.183,0.152,0.096,0.0,0.035,0.109,0.027,0.138,0.172,0.063,0.089,0.169,0.128
0.204,0.232,0.024,0.187,0.145,0.003,0.158,0.196,0.167,0.18,0.089,0.125,0.048,0.209,0.214
0.096,0.079,0.229,0.02,0.104,0.062,0.01,0.161,0.167,0.03,0.021,0.292,0.213,0.294,0.201
0.301,0.135,0.064,0.11,0.013,0.133,0.051,0.169,0.017,0.14,0.257,0.06,0.047,0.18,0.185
0.042,0.081,0.134,0.001,0.042,0.239,0.05,0.119,0.212,0.029,0.268,0.33,0.245,0.238,0.055
0.186,0.07,0.2,0.132,0.229,0.143,0.178,0.133,0.121,0.056,0.554,0.188,0.091,0.082,0.203
0.017,0.411,0.028,0.099,0.077,0.247,0.065,0.21,0.325,0.046,0.233,0.331,0.323,0.02,0.121
0.01,0.295,0.352,0.149,0.079,0.122,0.056,0.078,0.066,0.069,0.071,0.338,0.086,0.033,0.048
0.096,0.021,0.003,0.055,0.025,0.007,0.393,0.297,0.017,0.017,0.076,0.019,0.314,0.14,0.079
0.012,0.058,0.064,0.056,0.095,0.085,0.074,0.236,0.126,0.225,0.234,0.015,0.114,0.072,0.169
0.019,0.077,0.025,0.115,0.193,0.084,0.279,0.097,0.314,0.275,0.049,0.282,0.22,0.159,0.005
0.028,0.459,0.102,0.169,0.091,0.051,0.095,0.114,0.172,0.186,0.09,0.22,0.242,0.292,0.492
0.023,0.174,0.116,0.157,0.015,0.112,0.048,0.005,0.036,0.015,0.126,0.063,0.155,0.348,0.087
0.007,0.177,0.085,0.185,0.269,0.129,0.406,0.083,0.008,0.108,0.008,0.031,0.312,0.069,0.137
0.128,0.11,0.11,0.001,0.215,0.094,0.017,0.229,0.168,0.083,0.212,0.057,0.097,0.182,0.079
0.133,0.047,0.34,0.11,0.028,0.033,0.109,0.053,0.136,0.12,0.165,0.215,0.251,0.129,0.209
0.2,0.055,0.276,0.093,0.142,0.128,0.01,0.168,0.192,0.012,0.037,0.198,0.005,0.12,0.084
0.078,0.007,0.025,0.071,0.282,0.215,0.033,0.174,0.45,0.075,0.157,0.101,0.105,0.006,0.041
0.009,0.052,0.028,0.132,0.031,0.092,0.103,0.306,0.169,0.031,0.243,0.243,0.068,0.21,0.082
0.033,0.126,0.065,0.071,0.346,0.033,0.144,0.2,0.074,0.226,0.089,0.322,0.095,0.041,0.005
0.2,0.302,0.03,0.143,0.056,0.203,0.026,0.069,0.054,0.23,0.165,0.282,0.028,0.224,0.207
0.03,0.022,0.207,0.096,0.011,0.074,0.052,0.188,0.107,0.05,0.019,0.125,0.23,0.367,0.058
0.082,0.091,0.032,0.177,0.145,0.058,0.462,0.067,0.209,0.083,0.363,0.158,0.007,0.065,0.141
0.201,0.044,0.18,0.145,0.111,0.024,0.026,0.13,0.038,0.241,0.285,0.07,0.225,0.081,0.193
0.203,0.315,0.05,0.206,0.201,0.086,0.214,0.089,0.26,0.013,0.211,0.023,0.186,0.022,0.082
0.087,0.059,0.207,0.07,0.149,0.125,0.295,0.209,0.116,0.233,0.076,0.153,0.023,0.157,0.145
0.243,0.13,0.177,0.048,0.113,0.234,0.09,0.23,0.17,0.018,0.095,0.204,0.094,0.032,0.162
0.003,0.026,0.01,0.124,0.306,0.138,0.14,0.002,0.257,0.12,0.008,0.128,0.135,0.044,0.005
0.114,0.038,0.134,0.047,0.063,0.082,0.201,0.075,0.091,0.1,0.115,0.03,0.178,0.093,0.416
0.043,0.053,0.156,0.088,0.152,0.084,0.01,0.116,0.021,0.139,0.002,0.314,0.133,0.016,0.034
0.106,0.075,0.102,0.063,0.326,0.163,0.201,0.02,0.101,0.013,0.053,0.27,0.012,0.039,0.094
0.026,0.038,0.042,0.059,0.008,0.005,0.123,0.17,0.088,0.094,0.32,0.261,0.023,0.392,0.119
0.114,0.136,0.168,0.02,0.407,0.135,0.003,0.138,0.075,0.024,0.214,0.195,0.099,0.096,0.094
0.023,0.193,0.087,0.051,0.159,0.324,0.118,0.002,0.058,0.179,0.246,0.372,0.145,0.332,0.317
0.108,0.125,0.246,0.072,0.023,0.064,0.083,0.022,0.203,0.304,0.248,0.076,0.192,0.059,0.039
0.078,0.096,0.24,0.133,0.031,0.03,0.237,0.05,0.07,0.216,0.154,0.186,0.208,0.2,0.096
0.032,0.144,0.006,0.096,0.063,0.226,0.137,0.047,0.111,0.106,0.358,0.216,0.051,0.162,0.051
0.006,0.067,0.352,0.058,0.076,0.12,0.199,0.113,0.021,0.202,0.162,0.1,0.224,0.185,0.113
0.002,0.08,0.05,0.052,0.001,0.007,0.1,0.107,0.153,0.032,0.171,0.015,0.369,0.004,0.008
0.194,0.083,0.084,0.036,0.08,0.14,0.07,0.138,0.109,0.076,0.018,0.124,0.026,0.041,0.013
0.145,0.007,0.155,0.002,0.131,0.008,0.102,0.185,0.066,0.105,0.111,0.303,0.025,0.241,0.118
0.232,0.009,0.178,0.073,0.216,0.113,0.138,0.077,0.38,0.064,0.278,0.044,0.004,0.243,0.161
0.167,0.112,0.13,0.02,0.011,0.099,0.156,0.146,0.198,0.139,0.084,0.136,0.136,0.336,0.288
0.006,0.18,0.046,0.06,0.075,0.206,0.198,0.127,0.021,0.209,0.049,0.055,0.082,0.029,0.187
0.089,0.081,0.158,0.155,0.124,0.015,0.256,0.029,0.183,0.22,0.007,0.179,0.077,0.076,0.01
0.029,0.145,0.022,0.017,0.09,0.151,0.034,0.093,0.177,0.286,0.234,0.123,0.099,0.115,0.197
0.185,0.001,0.052,0.129,0.091,0.15,0.083,0.001,0.177,0.015,0.026,0.015,0.142,0.056,0.057
0.037,0.068,0.062,0.19,0.108,0.001,0.087,0.142,0.169,0.033,0.103,0.141,0.169,0.226,0.183
0.086,0.262,0.152,0.078,0.16,0.17,0.321,0.01,0.203,0.169,0.099,0.155,0.307,0.063,0.252
0.07,0.065,0.064,0.014,0.077,0.122,0.007,0.126,0.001,0.113,0.008,0.051,0.007,0.111,0.159
0.018,0.007,0.235,0.109,0.127,0.2,0.003,0.012,0.15,0.113,0.272,0.135,0.321,0.368,0.392
0.061,0.078,0.076,0.069,0.003,0.263,0.181,0.005,0.092,0.038,0.053,0.095,0.206,0.001,0.26
0.035,0.036,0.336,0.351,0.153,0.409,0.004,0.027,0.071,0.097,0.15,0.229,0.239,0.4,0.089
0.08,0.08,0.089,0.183,0.072,0.125,0.051,0.009,0.29,0.11,0.124,0.169,0.073,0.158,0.055
0.009,0.03,0.02,0.164,0.205,0.053,0.037,0.149,0.009,0.172,0.098,0.006,0.086,0.042,0.31
0.106,0.06,0.218,0.048,0.172,0.004,0.12,0.012,0.285,0.004,0.058,0.004,0.052,0.094,0.236
0.03,0.02,0.127,0.014,0.353,0.044,0.053,0.063,0.101,0.014,0.368,0.068,0.13,0.349,0.081
0.044,0.028,0.029,0.096,0.012,0.169,0.025,0.107,0.229,0.165,0.024,0.057,0.084,0.028,0.007
0.157,0.061,0.017,0.155,0.309,0.18,0.12,0.158,0.232,0.131,0.016,0.008,0.112,0.134,0.358
0.181,0.139,0.055,0.084,0.07,0.018,0.184,0.199,0.337,0.05,0.1,0.082,0.021,0.138,0.073
0.08,0.02,0.311,0.019,0.17,0.043,0.191,0.129,0.081,0.009,0.019,0.114,0.044,0.062,0.013
0.098,0.041,0.27,0.114,0.103,0.123,0.168,0.069,0.025,0.005,0.096,0.264,0.293,0.007,0.35
0.179,0.025,0.044,0.11,0.192,0.122,0.046,0.051,0.134,0.111,0.169,0.117,0.109,0.048,0.205
0.089,0.21,0.033,0.001,0.036,0.154,0.475,0.028,0.231,0.022,0.128,0.132,0.367,0.113,0.233
0.084,0.099,0.139,0.073,0.015,0.227,0.161,0.103,0.018,0.142,0.128,0.236,0.075,0.01,0.281
