@RELATION ItalyPowerDemand

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
0.403,0.768,0.27,0.556,0.411,0.439,0.515,0.38,0.337,0.801,0.067,0.731,0.071,0.143,0.86,0.489,0.359,0.529,1.544,0.014,0.026,0.367,0.852,0.648
0.133,0.493,0.167,0.125,0.104,0.003,0.096,0.024,0.27,0.358,0.108,0.287,0.186,0.2,0.334,0.205,0.613,0.561,0.569,0.035,0.064,0.529,0.399,1.142
0.464,0.502,0.146,0.238,0.245,0.06,0.182,0.928,0.101,0.327,0.172,0.158,0.286,0.313,0.315,0.275,0.101,0.047,0.944,0.205,0.556,0.057,0.401,0.748
0.177,0.029,0.14,0.478,0.043,0.015,0.237,0.384,0.168,0.271,1.02,0.001,0.325,0.074,0.153,0.271,0.366,0.522,0.142,0.118,0.344,0.743,0.341,0.514
0.335,0.381,0.016,0.003,0.158,0.071,0.143,0.212,0.632,0.131,0.263,0.854,0.361,0.028,0.505,0.365,0.991,0.229,0.029,0.178,0.675,0.217,1.252,0.234
0.777,0.572,0.434,0.502,0.098,0.208,0.266,0.37,0.43,0.008,0.278,0.104,0.142,0.224,0.247,0.504,0.55,1.235,0.074,0.266,0.119,0.32,0.21,1.051
0.13,0.557,0.239,0.21,0.311,0.043,0.376,0.162,0.903,0.672,1.146,0.19,0.031,0.328,0.448,0.324,0.263,1.047,0.025,0.867,1.108,0.512,0.99,0.389
0.729,0.113,0.799,0.492,0.491,0.101,0.195,0.194,0.121,0.076,0.121,0.188,0.494,0.204,0.054,0.048,0.053,0.921,1.011,0.086,0.655,0.326,0.687,0.213
0.004,0.468,0.702,0.351,0.057,0.277,0.555,0.365,0.106,0.159,0.144,0.72,0.302,0.535,0.953,0.117,0.046,0.199,0.312,0.055,1.081,1.065,0.41,0.481
1.066,0.133,0.465,0.305,0.246,0.093,0.146,0.366,0.44,0.56,0.018,0.477,0.162,0.256,0.411,0.307,0.119,0.413,0.813,0.159,0.501,0.288,0.427,0.037
0.425,0.169,0.405,0.149,0.004,0.312,0.066,0.556,1.469,0.393,0.168,0.007,0.235,0.03,0.306,0.619,0.633,0.483,0.197,1.02,0.801,0.996,0.66,1.133
0.002,0.672,0.239,0.274,0.121,0.064,0.236,0.439,0.779,1.068,0.026,0.525,0.341,0.452,0.317,0.466,0.214,0.088,0.594,0.198,0.049,0.911,0.937,0.587
0.143,0.052,0.028,0.258,0.229,0.134,0.356,0.231,0.63,0.636,0.633,0.952,0.433,0.02,0.658,0.838,0.051,0.107,0.519,0.043,0.014,0.112,0.311,0.735
0.315,0.466,0.477,0.322,0.24,0.145,0.68,0.466,0.054,0.893,0.105,0.302,0.104,0.497,0.117,0.33,0.476,0.442,0.782,0.144,0.701,0.033,0.43,0.974
0.012,0.796,0.015,0.232,0.036,0.559,0.245,0.416,0.17,1.59,0.141,0.093,0.312,0.112,0.424,0.078,0.162,0.013,0.362,0.124,1.477,0.229,1.549,1.931
0.105,0.062,0.005,0.261,0.06,0.268,0.678,0.089,0.305,0.974,0.28,0.172,0.02,0.205,0.564,0.806,0.535,0.988,0.871,1.347,0.792,0.795,1.356,0.058
0.821,0.616,0.106,0.373,0.331,0.123,0.411,0.32,1.304,0.248,0.468,0.266,0.366,0.195,0.119,0.215,0.132,0.158,0.089,0.512,0.129,0.615,0.704,0.785
0.149,0.474,0.138,0.476,0.171,0.608,0.258,0.329,0.413,0.462,0.049,0.374,0.047,0.023,0.792,0.317,0.141,0.29,1.373,0.427,1.177,0.172,0.136,0.16
0.902,0.433,0.567,0.049,0.168,0.286,0.345,0.307,0.752,0.693,0.063,0.455,0.279,0.366,0.717,0.432,0.201,0.161,0.689,0.535,1.018,0.562,0.541,0.613
1.494,0.267,0.206,0.179,0.384,0.169,0.353,0.923,0.32,0.054,0.373,0.322,0.219,0.021,0.205,0.399,0.458,0.648,0.735,1.397,0.408,0.251,0.615,0.374
0.533,0.648,0.01,0.161,0.046,0.333,0.508,0.439,0.061,0.934,0.52,0.023,0.106,0.282,0.45,0.067,0.473,0.2,0.575,0.623,0.055,1.279,0.24,0.138
0.468,0.411,0.121,0.097,0.128,0.095,0.548,0.513,0.801,1.212,0.172,0.228,0.261,0.171,0.008,0.453,0.321,0.745,0.779,0.858,0.057,0.1,0.17,0.338
0.123,0.438,0.122,0.132,0.151,0.049,0.161,0.104,0.339,0.903,0.831,0.223,0.448,0.365,0.494,0.25,0.423,0.204,1.094,0.021,0.573,0.548,0.095,0.967
0.774,0.354,0.616,0.642,0.186,0.004,0.362,0.051,0.434,0.13,0.045,0.076,0.31,0.169,0.624,0.181,0.534,0.243,0.739,0.174,0.448,0.556,0.355,0.723
0.132,0.206,0.216,0.036,0.284,0.359,0.033,0.781,0.581,0.162,0.488,0.636,0.473,0.147,0.851,0.199,0.383,0.619,0.519,1.126,0.392,0.69,0.857,1.035
0.76,0.191,0.129,0.43,0.206,0.06,0.044,0.846,0.183,1.19,0.125,0.317,0.07,0.177,0.233,0.182,0.088,0.516,0.801,0.616,0.758,0.039,0.144,0.459
0.532,0.044,0.158,0.546,0.033,0.15,0.132,0.628,0.58,0.144,0.283,0.002,0.417,0.352,0.446,0.039,0.322,0.219,0.161,0.357,0.899,0.415,0.378,0.245
0.008,0.751,0.006,0.182,0.005,0.197,0.155,0.62,0.128,0.105,0.214,0.049,0.334,0.037,0.401,0.833,0.271,0.125,0.367,0.097,0.846,0.073,0.549,0.585
0.037,0.218,0.63,0.163,0.11,0.07,0.303,0.382,0.632,0.946,0.033,0.296,0.24,0.326,0.255,0.727,0.718,0.897,0.254,0.755,1.249,0.622,1.069,0.245
0.431,0.065,0.063,0.185,0.164,0.402,0.407,0.376,0.291,0.251,0.033,0.35,0.121,0.235,0.524,0.03,0.689,0.183,0.311,0.08,0.492,0.005,0.303,0.577
0.039,0.291,0.01,0.071,0.332,0.147,0.546,0.221,0.552,0.815,0.185,0.853,0.146,0.312,0.473,0.101,1.096,0.347,0.55,0.68,0.15,0.568,0.198,0.704
0.447,0.169,0.315,0.344,0.029,0.11,0.052,0.449,0.978,1.374,0.133,0.136,0.12,0.254,0.509,0.397,0.056,0.138,0.564,0.153,0.172,0.528,0.565,0.618
0.396,0.145,0.109,0.409,0.23,0.101,0.636,0.003,0.126,0.097,0.264,0.238,0.108,0.419,0.036,0.282,0.767,0.104,0.085,0.788,0.577,0.778,0.283,0.548
1.339,0.455,0.758,0.006,0.347,0.052,0.17,0.514,0.477,0.528,0.091,0.093,0.095,0.121,0.733,0.438,0.615,0.233,0.129,0.265,0.361,0.717,0.438,0.625
0.811,0.352,0.32,0.227,0.33,0.425,0.766,0.152,0.736,0.725,0.319,0.632,0.386,0.16,0.783,1.204,0.044,0.37,1.089,0.094,1.416,1.194,0.889,0.295
0.401,0.361,0.5,0.034,0.28,0.199,0.39,0.219,0.021,1.153,0.336,0.054,0.249,0.154,0.13,0.403,0.439,0.134,0.617,0.085,0.531,0.592,1.189,0.27
0.817,0.219,0.874,0.261,0.079,0.099,0.2,0.462,0.128,0.11,0.258,0.185,0.265,0.312,0.251,0.592,0.057,0.154,0.163,0.354,0.454,0.063,0.318,0.12
1.332,0.778,0.839,0.349,0.04,0.16,0.19,0.163,1.534,0.596,0.315,0.002,0.442,0.214,0.197,0.074,0.485,0.861,0.281,0.151,0.538,0.989,0.475,0.377
0.784,1.242,0.472,0.419,0.363,0.036,0.226,0.162,0.323,0.253,0.023,0.298,0.176,0.113,0.267,0.08,0.206,1.019,0.253,0.443,0.725,0.391,0.311,1.156
1.03,0.134,0.377,0.086,0.067,0.403,0.038,0.469,0.134,0.458,0.512,0.654,0.099,0.417,0.302,0.715,0.032,1.03,0.666,0.553,0.202,1.609,0.115,0.171
0.027,0.469,0.722,0.176,0.341,0.225,0.116,0.279,0.231,0.765,0.282,0.222,0.037,0.323,0.336,0.309,0.869,0.791,0.002,0.363,0.813,0.443,0.31,0.876
0.434,0.043,0.322,0.351,0.095,0.362,0.063,0.034,0.587,0.078,0.233,0.052,0.521,0.125,0.295,0.76,0.26,0.013,0.636,0.208,0.339,0.153,0.465,0.464
0.174,0.543,0.269,0.274,0.147,0.193,0.119,0.262,0.589,0.574,0.323,0.165,0.58,0.031,0.126,0.081,0.555,0.417,0.04,1.446,0.612,0.288,0.684,0.546
0.59,0.621,0.009,0.039,0.116,0.177,0.116,0.602,0.102,0.29,0.021,0.231,0.442,0.095,0.428,0.815,0.274,1.041,0.684,0.125,0.206,0.195,0.57,0.374
0.835,0.271,0.258,0.174,0.079,0.037,0.665,0.541,0.734,0.659,0.269,0.66,0.405,0.532,0.257,0.434,0.757,0.015,0.779,0.543,0.233,0.399,0.795,1.414
0.225,0.376,0.354,0.112,0.202,0.092,0.079,0.547,0.243,0.035,0.346,0.042,0.253,0.554,0.589,0.508,0.167,0.307,0.43,0.698,0.566,0.849,1.045,1.097
0.663,0.34,0.365,0.383,0.382,0.204,0.143,0.61,0.599,0.257,0.109,0.235,0.417,0.157,0.196,0.018,0.336,0.642,0.422,0.817,0.574,0.736,0.203,0.435
