@RELATION SmoothSubspace

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC

@DATA
0.246,0.183,0.16,0.073,0.41,0.388,0.144,0.265,0.047,0.589,0.222,0.036,0.111,0.648,0.32
0.688,0.207,0.321,0.455,0.241,0.491,0.208,0.124,0.179,0.179,0.044,0.105,0.022,0.664,0.565
0.113,0.232,0.074,0.333,0.263,0.418,0.131,0.355,0.269,0.066,0.963,0.581,0.256,0.122,0.783
0.243,0.053,0.283,0.317,0.061,0.5,0.292,0.343,0.34,0.223,0.297,0.179,0.328,0.488,0.319
0.164,0.141,0.104,0.076,0.004,0.381,0.028,0.541,0.183,0.023,0.061,0.169,0.558,0.383,0.743
0.063,0.05,0.638,0.496,0.103,0.377,0.431,0.391,0.254,0.126,1.182,0.184,0.227,0.331,0.055
0.052,0.128,0.309,0.339,0.195,0.176,0.244,0.001,0.087,0.011,0.014,0.022,0.475,0.316,0.696
0.101,0.427,0.265,0.051,0.469,0.416,0.126,0.106,0.276,0.032,0.154,0.25,0.203,0.505,0.156
0.076,0.059,0.06,0.304,0.172,0.149,0.152,0.411,0.036,0.136,0.054,0.059,0.342,0.021,0.96
0.02,0.213,0.03,0.395,0.214,0.159,0.212,0.176,0.498,0.448,0.3,0.142,0.093,0.186,0.52
0.018,0.319,0.361,0.264,0.262,0.164,0.389,0.152,0.016,0.468,0.384,0.208,0.147,0.404,0.144
0.238,0.436,0.407,0.236,0.468,0.316,0.481,0.26,0.415,0.252,0.138,0.029,0.116,0.389,0.291
0.512,0.083,0.057,0.087,0.025,0.667,0.13,0.128,0.294,0.592,0.006,0.021,0.496,0.269,0.108
0.462,0.02,0.224,0.508,0.149,0.071,0.577,0.419,0.097,0.078,0.025,0.307,0.283,0.191,0.471
0.045,0.047,0.061,0.499,0.409,0.398,0.272,0.165,0.407,0.584,0.232,0.007,0.43,0.277,0.406
0.604,0.287,0.308,0.255,0.521,0.378,0.216,0.134,0.374,0.263,0.182,0.432,0.238,0.485,0.396
0.043,0.129,0.091,0.343,0.307,0.236,0.335,0.342,0.071,0.199,0.215,0.668,0.126,0.03,0.128
0.205,0.272,0.345,0.202,0.07,0.296,0.263,0.117,0.132,0.119,0.229,0.075,0.445,0.272,0.118
0.247,0.333,0.396,0.014,0.248,0.401,0.29,0.282,0.094,0.298,0.631,0.328,0.175,0.178,0.435
0.225,0.252,0.054,0.275,0.308,0.288,0.543,0.789,0.314,0.048,0.066,0.173,1.13,0.415,0.68
0.231,0.123,0.092,0.165,0.224,0.168,0.147,0.429,0.098,0.182,0.26,0.165,0.152,0.526,0.291
0.047,0.379,0.513,0.304,0.179,0.046,0.19,0.405,0.271,0.156,0.193,0.073,0.341,0.147,0.125
0.217,0.328,0.167,0.101,0.354,0.532,0.733,0.81,0.047,0.013,0.419,0.114,0.043,0.253,0.085
0.274,0.307,0.201,0.365,0.225,0.36,0.686,0.292,0.063,0.852,0.322,0.005,0.067,0.089,0.644
0.2,0.21,0.363,0.148,0.447,0.322,0.131,0.156,0.213,0.484,0.195,0.121,0.26,0.05,0.437
0.126,0.142,0.411,0.27,0.161,0.288,0.465,0.561,0.122,0.177,0.256,0.421,0.088,0.45,0.087
0.274,0.151,0.331,0.587,0.06,0.175,0.444,0.186,0.198,0.409,0.03,0.129,0.244,0.134,0.129
0.184,0.039,0.116,0.478,0.809,0.164,0.003,0.083,0.312,0.559,0.098,0.352,0.248,0.502,0.585
0.605,0.045,0.318,0.316,0.067,0.057,0.261,0.522,0.285,0.064,0.27,0.21,0.581,0.014,0.158
0.167,0.156,0.097,0.152,0.014,0.146,0.22,0.547,0.273,0.026,0.428,0.318,0.129,0.02,0.138
0.175,0.009,0.207,0.176,0.194,0.117,0.013,0.489,0.504,0.116,0.829,0.054,0.323,0.057,0.107
0.422,0.062,0.419,0.267,0.254,0.087,0.138,0.298,0.159,0.337,0.492,0.595,0.57,0.204,0.298
0.149,0.062,0.28,0.237,0.431,0.111,0.26,0.083,0.066,0.418,0.16,0.347,0.247,0.122,0.174
0.283,0.086,0.227,0.15,0.285,0.129,0.025,0.03,0.232,0.209,0.28,0.395,0.153,0.484,0.004
0.082,0.311,0.191,0.032,0.04,0.373,0.053,0.086,0.179,0.031,0.123,0.11,0.163,0.032,0.79
0.033,0.066,0.0,0.043,0.088,0.127,0.07,0.66,0.513,0.218,0.164,0.029,0.174,0.422,0.251
0.127,0.073,0.208,0.06,0.223,0.516,0.081,0.078,0.025,0.17,0.328,0.04,0.578,0.065,0.444
0.224,0.42,0.086,0.104,0.07,0.209,0.134,0.152,0.085,0.37,0.528,0.138,0.288,0.189,0.029
0.167,0.015,0.407,0.141,0.195,0.127,0.33,0.317,0.495,0.088,0.251,0.318,0.171,0.129,0.405
0.421,0.178,0.405,0.211,0.179,0.058,0.388,0.062,0.398,0.121,0.456,0.149,0.066,0.058,0.668
0.207,0.178,0.058,0.32,0.151,0.012,0.294,0.239,0.219,0.421,0.455,0.298,0.414,0.009,0.124
0.165,0.132,0.05,0.34,0.081,0.264,0.02,0.215,0.15,0.104,0.134,0.14,0.68,0.183,0.387
0.081,0.056,0.085,0.393,0.033,0.352,0.508,0.129,0.223,0.28,0.522,0.044,0.699,0.789,0.515
0.051,0.073,0.159,0.058,0.388,0.526,0.035,0.037,0.458,0.26,0.091,0.18,0.156,0.546,0.019
0.034,0.267,0.115,0.074,0.151,0.008,0.04,0.028,0.47,0.341,0.132,0.214,0.071,0.192,0.491
0.519,0.403,0.154,0.358,0.27,0.117,0.21,0.033,0.324,0.385,0.103,0.49,0.333,0.296,0.329
0.19,0.237,0.163,0.068,0.126,0.383,0.411,0.145,0.476,0.289,0.275,0.067,0.213,0.302,0.268
0.466,0.387,0.292,0.102,0.627,0.349,0.15,0.369,0.344,0.49,0.469,0.305,0.157,0.088,0.045
0.276,0.157,0.09,0.273,0.141,0.316,0.087,0.279,0.035,0.357,0.565,0.088,0.541,0.067,0.364
0.291,0.006,0.463,0.199,0.096,0.131,0.521,0.256,0.375,0.222,0.565,0.362,0.244,0.179,0.065
0.185,0.36,0.186,0.2,0.148,0.05,0.136,0.38,0.011,0.267,0.054,0.18,0.249,0.302,0.485
0.016,0.66,0.368,0.56,0.032,0.116,0.209,0.096,0.801,0.068,0.53,0.43,0.148,0.516,0.017
0.237,0.34,0.117,0.115,0.397,0.043,0.454,0.243,0.207,0.757,0.147,0.351,0.214,0.113,0.515
0.281,0.016,0.434,0.542,0.095,0.178,0.541,0.093,0.121,0.288,0.291,0.082,0.477,0.244,0.041
0.321,0.492,0.125,0.159,0.179,0.019,0.164,0.765,0.087,0.142,0.194,0.562,0.182,0.146,0.042
0.1,0.299,0.067,0.375,0.425,0.097,0.245,0.177,0.436,0.086,0.497,0.12,0.099,0.001,0.028
0.316,0.489,0.088,0.029,0.167,0.05,0.205,0.265,0.146,0.104,0.005,0.243,0.012,0.186,0.302
0.401,0.409,0.35,0.205,0.455,0.052,0.074,0.531,0.281,0.348,0.7,0.072,0.184,0.487,0.272
0.256,0.171,0.042,0.105,0.119,0.342,0.041,0.25,0.22,0.223,0.117,0.71,0.197,0.068,0.388
0.074,0.447,0.047,0.289,0.265,0.191,0.224,0.23,0.191,0.112,0.055,0.426,0.172,0.198,0.08
0.084,0.104,0.137,0.071,0.236,0.13,1.098,0.32,0.26,0.276,0.149,0.212,0.327,0.223,0.257
0.1,0.007,0.044,0.225,0.188,0.265,0.444,0.534,0.468,0.307,0.62,0.511,0.475,0.047,0.04
0.1,0.184,0.367,0.304,0.191,0.0,0.07,0.218,0.053,0.275,0.343,0.125,0.179,0.338,0.257
0.407,0.465,0.048,0.373,0.289,0.006,0.316,0.392,0.335,0.359,0.178,0.249,0.097,0.418,0.428
0.193,0.159,0.458,0.04,0.209,0.124,0.021,0.323,0.335,0.061,0.041,0.583,0.425,0.588,0.401
0.603,0.27,0.129,0.221,0.025,0.266,0.101,0.338,0.034,0.279,0.515,0.12,0.094,0.36,0.37
0.084,0.162,0.267,0.002,0.085,0.477,0.099,0.239,0.424,0.058,0.536,0.661,0.49,0.477,0.11
0.372,0.14,0.399,0.264,0.457,0.286,0.355,0.266,0.242,0.112,1.108,0.376,0.181,0.164,0.406
0.034,0.823,0.056,0.197,0.154,0.494,0.13,0.419,0.65,0.091,0.466,0.663,0.646,0.04,0.241
0.019,0.589,0.705,0.297,0.159,0.244,0.112,0.155,0.133,0.137,0.142,0.677,0.172,0.066,0.096
0.192,0.043,0.007,0.11,0.049,0.014,0.785,0.594,0.034,0.034,0.151,0.038,0.629,0.279,0.157
0.024,0.116,0.129,0.112,0.19,0.171,0.148,0.473,0.252,0.451,0.469,0.03,0.228,0.145,0.337
0.038,0.153,0.05,0.231,0.385,0.169,0.559,0.194,0.628,0.55,0.097,0.564,0.44,0.317,0.009
0.056,0.917,0.204,0.337,0.182,0.103,0.19,0.229,0.345,0.373,0.18,0.439,0.483,0.583,0.985
0.047,0.348,0.232,0.314,0.029,0.224,0.096,0.009,0.073,0.029,0.252,0.125,0.311,0.696,0.174
0.014,0.355,0.169,0.37,0.538,0.257,0.811,0.165,0.015,0.215,0.016,0.062,0.625,0.138,0.275
0.255,0.221,0.22,0.001,0.43,0.188,0.033,0.457,0.335,0.167,0.423,0.114,0.195,0.363,0.158
0.266,0.093,0.68,0.22,0.057,0.066,0.217,0.106,0.272,0.24,0.33,0.43,0.502,0.259,0.419
0.4,0.109,0.552,0.185,0.284,0.256,0.02,0.336,0.384,0.023,0.073,0.395,0.01,0.24,0.167
0.156,0.015,0.051,0.142,0.563,0.43,0.067,0.348,0.9,0.15,0.314,0.203,0.209,0.012,0.083
0.017,0.104,0.056,0.264,0.061,0.183,0.207,0.611,0.338,0.062,0.486,0.487,0.136,0.42,0.164
0.066,0.252,0.131,0.143,0.691,0.065,0.289,0.4,0.148,0.451,0.179,0.645,0.189,0.081,0.009
0.4,0.603,0.059,0.286,0.113,0.406,0.051,0.137,0.108,0.46,0.331,0.564,0.056,0.447,0.414
0.059,0.043,0.414,0.192,0.021,0.147,0.104,0.376,0.214,0.1,0.039,0.249,0.459,0.734,0.116
0.164,0.183,0.065,0.354,0.289,0.116,0.923,0.134,0.418,0.165,0.726,0.316,0.015,0.131,0.282
0.402,0.088,0.361,0.29,0.223,0.047,0.052,0.259,0.077,0.481,0.57,0.14,0.45,0.162,0.385
0.406,0.63,0.101,0.412,0.402,0.172,0.429,0.178,0.519,0.026,0.423,0.045,0.373,0.045,0.163
0.174,0.117,0.414,0.141,0.297,0.25,0.591,0.418,0.231,0.466,0.152,0.305,0.046,0.314,0.29
0.485,0.26,0.353,0.095,0.226,0.469,0.18,0.46,0.339,0.036,0.189,0.408,0.188,0.064,0.323
0.006,0.051,0.02,0.247,0.611,0.276,0.281,0.003,0.515,0.24,0.016,0.256,0.27,0.088,0.011
0.227,0.076,0.268,0.094,0.125,0.165,0.402,0.151,0.183,0.201,0.23,0.061,0.356,0.186,0.832
0.085,0.106,0.311,0.176,0.304,0.169,0.021,0.231,0.042,0.278,0.003,0.628,0.267,0.032,0.068
0.213,0.151,0.205,0.126,0.651,0.326,0.403,0.041,0.203,0.025,0.105,0.541,0.024,0.079,0.188
0.052,0.077,0.083,0.118,0.015,0.01,0.247,0.34,0.176,0.189,0.641,0.522,0.045,0.785,0.238
0.228,0.273,0.335,0.04,0.814,0.271,0.007,0.275,0.15,0.047,0.428,0.39,0.197,0.193,0.187
0.045,0.386,0.173,0.103,0.317,0.649,0.235,0.003,0.115,0.359,0.492,0.745,0.29,0.664,0.633
0.215,0.251,0.492,0.145,0.047,0.127,0.166,0.044,0.406,0.608,0.496,0.152,0.383,0.118,0.079
0.156,0.193,0.48,0.265,0.063,0.059,0.474,0.1,0.139,0.433,0.308,0.372,0.417,0.4,0.191
0.064,0.289,0.012,0.192,0.126,0.452,0.273,0.094,0.222,0.213,0.716,0.431,0.103,0.324,0.103
0.013,0.133,0.704,0.117,0.152,0.24,0.398,0.225,0.042,0.404,0.324,0.2,0.449,0.371,0.226
0.004,0.161,0.099,0.104,0.003,0.014,0.2,0.214,0.305,0.064,0.341,0.03,0.739,0.008,0.017
0.387,0.165,0.167,0.072,0.16,0.281,0.14,0.276,0.217,0.152,0.036,0.248,0.051,0.082,0.025
0.289,0.014,0.31,0.004,0.263,0.017,0.205,0.371,0.133,0.211,0.223,0.606,0.049,0.482,0.235
0.463,0.018,0.357,0.146,0.433,0.225,0.276,0.154,0.759,0.128,0.556,0.089,0.007,0.486,0.322
0.333,0.224,0.261,0.039,0.022,0.198,0.313,0.292,0.396,0.277,0.168,0.271,0.272,0.671,0.576
0.012,0.361,0.091,0.121,0.15,0.413,0.397,0.253,0.042,0.418,0.099,0.11,0.163,0.058,0.373
0.177,0.162,0.316,0.309,0.247,0.03,0.512,0.058,0.366,0.439,0.014,0.359,0.154,0.152,0.02
0.059,0.29,0.045,0.034,0.179,0.301,0.068,0.186,0.353,0.573,0.467,0.246,0.197,0.23,0.394
0.371,0.002,0.105,0.259,0.183,0.3,0.165,0.001,0.355,0.029,0.052,0.03,0.284,0.112,0.113
0.073,0.136,0.125,0.379,0.216,0.001,0.174,0.285,0.338,0.067,0.206,0.282,0.339,0.452,0.367
0.172,0.525,0.305,0.157,0.319,0.34,0.642,0.02,0.406,0.338,0.197,0.311,0.614,0.126,0.504
0.139,0.13,0.127,0.027,0.153,0.244,0.014,0.252,0.003,0.227,0.015,0.101,0.015,0.223,0.318
0.035,0.013,0.471,0.218,0.254,0.4,0.005,0.025,0.3,0.226,0.543,0.271,0.641,0.736,0.784
0.122,0.156,0.153,0.139,0.007,0.526,0.362,0.009,0.185,0.076,0.106,0.19,0.413,0.002,0.521
0.07,0.073,0.673,0.702,0.306,0.819,0.008,0.053,0.141,0.194,0.299,0.457,0.477,0.8,0.178
0.161,0.159,0.179,0.367,0.144,0.249,0.102,0.017,0.581,0.219,0.247,0.338,0.145,0.317,0.109
0.019,0.06,0.041,0.329,0.411,0.106,0.074,0.299,0.018,0.345,0.196,0.012,0.172,0.084,0.62
0.212,0.121,0.436,0.097,0.344,0.008,0.241,0.024,0.57,0.007,0.116,0.009,0.104,0.187,0.473
0.06,0.04,0.254,0.029,0.706,0.088,0.105,0.125,0.202,0.029,0.735,0.136,0.26,0.698,0.162
0.087,0.055,0.059,0.191,0.024,0.337,0.051,0.214,0.457,0.329,0.047,0.115,0.169,0.055,0.015
0.314,0.121,0.035,0.309,0.618,0.36,0.24,0.316,0.463,0.262,0.032,0.015,0.224,0.269,0.715
0.362,0.277,0.11,0.169,0.14,0.035,0.369,0.398,0.674,0.099,0.2,0.163,0.042,0.275,0.147
0.161,0.041,0.622,0.038,0.34,0.085,0.381,0.258,0.162,0.018,0.037,0.227,0.087,0.124,0.025
0.197,0.082,0.54,0.227,0.207,0.247,0.336,0.138,0.05,0.01,0.192,0.528,0.587,0.014,0.699
0.357,0.051,0.087,0.22,0.384,0.244,0.093,0.103,0.267,0.222,0.339,0.234,0.218,0.097,0.41
0.178,0.419,0.066,0.003,0.073,0.308,0.951,0.055,0.462,0.044,0.256,0.263,0.733,0.225,0.466
0.168,0.197,0.277,0.147,0.029,0.453,0.323,0.206,0.037,0.284,0.256,0.471,0.151,0.02,0.562
