@RELATION SmoothSubspace

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.363,0.651,0.854,0.629,0.556,0.89,0.136,0.068,0.407,0.202,0.914,0.997,-0.69,0.084,-0.16,1.0
0.539,0.695,-0.234,0.338,0.457,1.032,0.815,0.935,0.748,0.142,2.072,0.14,0.829,0.761,0.09,1.0
0.659,0.597,0.896,0.329,0.068,0.338,-0.227,0.485,0.173,0.817,0.981,0.867,0.309,0.4,0.294,1.0
0.629,1.237,1.354,0.535,0.356,0.156,0.601,-0.019,0.735,0.555,0.737,0.889,0.749,0.356,0.919,1.0
0.65,0.6,0.771,0.638,0.84,0.77,0.262,0.235,0.919,0.564,0.79,0.508,0.239,0.104,1.838,1.0
0.469,0.852,0.631,0.221,0.56,0.278,0.894,0.166,-0.001,1.055,0.37,0.746,0.165,0.35,-0.443,1.0
0.482,0.502,0.517,0.199,1.095,0.454,0.419,0.578,0.087,1.3,0.136,-0.056,1.18,0.814,1.001,1.0
1.003,0.506,1.811,0.458,0.286,1.122,0.795,0.281,1.166,0.176,0.472,0.688,0.988,0.268,0.445,1.0
0.057,0.481,0.779,0.558,0.547,0.725,0.046,1.136,0.427,0.81,0.936,0.354,0.019,0.276,0.899,1.0
0.875,0.606,0.468,1.272,0.632,-0.011,0.172,0.115,0.736,0.864,0.916,0.647,0.069,0.876,0.211,1.0
0.59,0.63,0.727,-0.377,1.403,0.37,-0.195,0.741,0.581,0.443,0.441,0.029,0.356,0.45,0.882,1.0
0.332,0.328,0.676,0.678,0.456,1.092,0.199,0.143,-0.136,0.711,0.535,0.995,0.203,0.267,0.102,1.0
0.591,0.608,0.771,0.276,0.316,-0.046,0.566,1.417,0.63,0.205,-0.096,0.535,0.667,-0.032,0.602,1.0
0.333,0.865,0.27,0.355,0.452,0.431,0.832,0.231,0.046,0.704,0.742,0.233,0.534,0.893,-0.126,1.0
0.725,0.187,0.982,0.502,0.875,0.113,0.595,0.279,0.847,0.708,0.162,-0.09,1.127,0.321,0.267,1.0
1.008,0.72,0.758,0.015,0.745,0.459,0.817,0.854,0.555,0.666,0.169,0.447,0.273,1.084,0.555,1.0
0.859,0.56,0.702,0.47,0.579,0.58,0.543,1.531,0.896,0.001,0.076,0.424,0.538,1.984,0.603,1.0
0.41,-0.091,0.489,-0.204,1.105,0.881,0.335,0.18,-0.2,0.661,0.856,0.571,0.543,0.718,-0.045,1.0
0.496,0.119,0.706,0.546,0.728,0.805,0.239,0.581,0.203,0.376,-0.575,1.01,0.12,0.696,0.419,1.0
0.538,0.99,0.741,0.322,0.321,0.267,1.372,0.22,0.646,1.396,1.287,0.772,0.085,0.461,0.983,1.0
0.496,0.578,0.99,0.724,0.268,0.205,0.493,-0.148,0.571,0.989,0.596,0.951,0.546,0.313,1.542,1.0
0.512,0.44,0.499,0.46,0.681,-0.199,-0.053,0.204,0.906,0.513,0.515,0.169,0.714,1.583,0.144,1.0
0.008,0.645,0.875,0.833,0.719,0.088,1.163,0.896,0.111,0.792,0.283,0.628,0.457,0.611,0.45,1.0
0.257,0.96,0.435,0.076,-0.175,0.141,0.36,0.403,0.5,0.724,0.706,-0.048,0.646,0.411,0.107,2.0
0.858,0.4,1.184,1.103,0.381,0.285,0.318,0.286,0.404,0.462,0.426,-0.171,0.187,0.896,0.784,2.0
0.573,0.865,0.54,0.314,0.776,0.129,0.223,0.391,0.692,0.352,0.349,1.19,0.353,0.293,0.756,2.0
0.032,0.371,0.595,0.559,0.205,0.264,0.33,0.327,0.445,0.382,-0.603,0.093,0.123,0.944,0.756,2.0
0.106,0.298,-0.301,1.113,0.106,0.046,0.453,0.272,0.279,0.829,1.212,0.626,0.07,0.604,0.583,2.0
0.643,0.602,0.699,0.786,0.832,0.217,0.055,0.497,0.109,0.523,0.281,0.694,0.367,0.445,0.559,2.0
-0.221,0.06,0.176,0.389,0.62,0.354,0.389,0.383,0.803,-0.042,0.213,-0.281,1.193,0.724,0.378,2.0
0.186,0.057,0.662,0.244,0.186,0.21,0.144,0.312,0.521,0.436,0.947,0.665,0.007,0.333,1.741,2.0
0.329,0.057,0.541,0.923,0.391,0.048,0.159,-0.197,0.59,0.519,0.812,0.525,0.715,0.677,-0.326,2.0
0.559,0.806,0.367,0.175,1.059,0.143,0.258,0.436,0.266,0.779,0.481,0.687,-0.079,0.714,-0.158,2.0
-0.138,0.95,0.116,0.714,0.805,0.282,0.46,0.433,0.325,1.043,-0.068,0.413,0.796,0.815,0.64,2.0
0.633,0.363,0.937,0.303,0.217,0.46,0.85,0.475,0.219,0.516,0.261,0.927,0.733,0.242,0.056,2.0
-0.669,0.461,0.164,0.418,0.945,0.394,0.501,0.41,0.949,0.267,0.476,0.763,0.678,0.545,0.045,2.0
0.846,0.917,0.113,-0.139,0.968,0.319,0.003,-0.008,0.221,0.382,0.843,0.494,0.591,0.681,0.412,2.0
0.003,0.292,1.005,0.31,0.648,-0.078,0.314,0.382,0.364,0.494,0.969,0.325,-0.068,0.205,0.811,2.0
0.465,0.187,0.05,0.05,0.393,0.611,0.193,0.555,0.3,0.459,0.817,0.442,0.366,0.394,-0.15,2.0
0.258,0.873,0.64,0.645,1.11,0.387,0.381,0.366,0.863,0.15,0.809,1.269,-0.148,1.073,0.112,2.0
0.465,0.365,0.232,0.689,0.868,0.257,0.255,0.389,0.391,0.483,0.437,0.099,0.651,-0.087,1.341,2.0
0.388,0.574,-0.013,1.233,1.08,0.304,-0.171,0.364,0.554,0.338,0.405,0.707,0.17,0.47,-0.083,2.0
0.061,0.669,0.423,0.079,0.254,0.509,0.45,0.334,-0.29,0.213,0.693,0.862,0.664,0.582,0.285,2.0
0.719,0.107,0.411,1.053,0.698,-0.304,0.394,-0.051,0.392,0.555,0.324,0.469,0.61,0.636,0.639,2.0
0.377,0.477,0.208,0.044,0.1,0.625,0.454,0.433,0.24,0.382,0.343,0.877,-0.356,-0.008,0.968,2.0
0.11,0.126,-0.128,0.378,0.121,0.287,-0.829,0.377,0.284,0.56,0.283,0.982,0.4,1.078,0.686,2.0
0.165,0.65,-0.011,0.482,0.526,0.255,0.127,-0.058,0.334,-0.024,0.486,-0.003,0.606,1.005,0.562,2.0
0.496,0.544,-0.173,-0.108,0.747,0.22,-0.172,0.507,-0.28,0.399,0.565,0.637,0.762,-0.034,0.378,2.0
0.562,0.907,0.855,0.944,0.085,0.379,-0.914,0.265,0.297,0.707,0.943,0.106,0.71,0.23,0.919,2.0
1.285,0.717,0.392,0.511,0.734,0.198,0.502,0.44,0.321,0.248,0.368,0.571,-0.097,0.207,0.244,2.0
1.123,0.049,0.906,0.713,0.835,0.246,0.168,-0.351,0.316,0.263,0.339,0.417,0.41,0.835,0.484,2.0
0.448,1.188,0.725,0.045,0.54,0.232,0.303,0.671,0.135,0.272,0.166,0.966,0.225,0.61,0.548,2.0
0.278,1.551,0.845,0.247,0.402,0.377,0.118,0.688,0.182,0.274,0.647,0.762,0.007,0.457,0.312,2.0
0.132,0.448,0.531,1.087,-0.046,0.3,0.519,0.386,0.122,0.457,0.655,0.633,0.884,-0.568,0.336,2.0
0.805,0.342,0.89,0.465,0.151,0.309,0.349,0.315,0.437,0.276,0.978,0.913,0.579,0.423,0.131,2.0
0.042,0.442,0.093,0.127,1.028,-0.019,0.148,0.411,0.356,0.466,0.905,0.96,-0.225,0.051,0.542,2.0
0.453,0.358,0.402,0.156,0.968,0.373,-0.581,0.62,0.136,0.063,0.474,0.396,-0.02,0.63,0.23,2.0
-0.008,0.718,0.743,0.842,0.795,0.047,0.821,-0.012,0.623,0.259,0.178,1.255,0.283,0.778,0.803,2.0
-0.152,0.654,0.441,0.053,0.918,0.195,0.4,0.19,0.311,0.036,0.024,1.06,1.028,1.21,1.007,2.0
0.768,0.673,0.231,0.789,0.037,0.215,0.423,0.119,0.453,0.582,1.062,0.297,0.826,0.026,-0.592,2.0
-0.11,-0.132,1.046,0.097,0.225,0.193,0.299,0.356,-0.05,0.5,0.445,-0.489,0.603,1.015,1.069,2.0
0.626,0.445,0.895,0.97,0.341,0.232,0.38,-0.071,0.356,0.325,1.736,0.686,0.406,1.093,0.613,2.0
0.189,0.232,0.888,0.814,-0.069,1.361,0.417,0.353,-0.306,0.324,0.361,1.359,0.665,1.415,0.157,2.0
0.462,1.026,0.892,0.684,1.293,0.122,-0.215,0.455,-0.07,0.44,-0.028,0.509,0.584,0.952,0.368,2.0
0.539,0.523,0.423,-0.324,0.35,0.319,0.278,0.841,-0.601,0.364,0.163,0.612,0.293,0.934,1.134,2.0
0.404,-0.46,-0.149,0.88,0.389,-0.083,0.474,0.325,0.143,0.575,1.23,1.618,0.174,0.881,0.602,2.0
0.236,0.865,0.374,0.706,0.341,0.292,-0.609,0.403,0.355,0.431,0.754,0.201,0.557,1.265,-0.099,2.0
0.712,1.004,0.152,0.148,0.457,0.192,0.66,-0.088,0.444,0.514,0.671,0.11,0.565,0.618,0.613,2.0
0.268,0.872,0.08,0.268,0.418,0.134,0.948,0.392,0.927,-0.038,0.432,1.698,1.046,0.116,0.902,2.0
0.782,0.615,0.26,-0.347,0.313,0.302,0.486,0.656,0.043,-0.031,0.641,-0.468,0.457,-0.186,0.331,2.0
0.812,1.091,1.068,-0.061,0.501,0.152,0.117,0.48,0.363,0.49,1.239,-0.031,0.775,0.031,1.015,2.0
0.119,0.375,0.39,0.193,0.996,0.061,-0.751,0.355,0.218,-0.11,0.334,0.719,0.043,0.046,0.697,2.0
0.079,1.191,0.417,0.801,-0.022,0.341,0.25,0.194,0.406,0.684,0.203,0.925,0.544,-0.311,0.634,2.0
0.121,0.31,-0.311,1.131,0.375,-0.099,0.44,1.182,0.346,-0.524,1.232,1.595,0.154,1.305,0.902,3.0
0.229,0.057,0.685,0.435,0.24,0.722,0.905,0.89,-0.101,0.109,0.826,0.769,0.909,0.946,0.903,3.0
0.605,0.099,0.472,0.726,1.127,0.883,0.599,0.112,1.936,0.52,0.751,0.444,1.091,0.835,0.901,3.0
0.39,0.939,0.789,0.824,0.379,0.428,0.794,0.749,1.353,0.978,0.574,1.085,0.841,0.573,0.677,3.0
0.28,0.726,0.576,0.612,0.425,0.463,1.048,0.636,0.143,0.356,0.865,1.546,0.948,0.777,0.96,3.0
0.967,1.528,0.044,0.456,0.457,0.485,0.853,0.015,0.629,-0.556,0.737,-0.022,0.979,0.695,0.951,3.0
0.427,0.458,1.023,0.005,0.473,0.872,0.286,0.147,0.082,0.815,0.9,0.723,1.427,0.239,0.967,3.0
0.548,0.627,0.944,0.484,1.023,1.063,-0.164,0.287,0.93,0.73,0.474,0.105,0.927,0.686,0.918,3.0
1.221,0.38,0.211,0.429,0.798,0.476,0.221,-0.361,0.085,0.601,2.108,0.895,1.653,0.73,0.419,3.0
1.233,-0.781,0.662,0.152,-0.022,1.123,1.253,0.322,0.392,0.882,1.753,0.586,0.436,0.889,0.934,3.0
0.282,1.055,-0.094,0.379,0.461,0.807,0.801,0.438,0.413,0.045,0.962,0.928,0.846,1.033,0.687,3.0
-0.089,0.744,1.517,0.234,1.065,1.118,0.9,1.23,-0.474,0.712,1.031,1.018,1.087,0.889,0.89,3.0
0.744,0.176,0.738,-0.136,0.975,-0.007,0.191,0.533,0.393,0.773,0.917,0.403,0.731,0.777,0.938,3.0
0.746,0.649,0.674,0.52,0.031,0.971,0.443,0.393,0.044,0.995,1.41,0.72,0.503,0.642,0.908,3.0
0.156,0.584,0.72,0.575,0.752,0.251,0.474,0.619,0.876,0.767,0.929,0.803,1.239,0.899,0.976,3.0
0.168,0.721,0.556,0.611,-0.025,0.789,1.193,0.064,0.682,0.227,0.928,1.021,0.895,0.86,0.708,3.0
0.173,0.833,0.505,0.888,0.289,0.869,-0.031,-0.089,1.162,0.935,0.859,0.984,0.971,1.555,0.279,3.0
1.104,-0.008,0.69,0.889,1.422,0.998,0.171,0.234,0.146,0.025,1.068,0.816,0.871,0.913,1.013,3.0
0.285,1.109,0.159,0.576,0.188,0.467,1.075,0.168,0.384,0.166,1.066,1.076,1.226,0.634,0.246,3.0
0.988,0.553,0.328,0.792,0.034,0.41,0.845,0.228,1.215,0.755,0.831,0.81,1.393,0.974,1.014,3.0
0.536,0.139,0.245,0.679,0.827,1.008,-0.02,0.452,0.318,0.434,0.221,-0.244,1.18,1.608,1.27,3.0
0.371,0.3,0.54,0.599,0.662,0.217,0.18,0.578,0.215,1.074,0.164,0.677,1.054,1.013,0.916,3.0
0.944,0.755,-0.547,0.343,0.942,0.333,0.496,0.574,0.969,0.287,0.814,0.343,1.402,0.487,0.858,3.0
0.864,0.679,0.758,0.667,0.231,0.413,0.497,0.265,0.071,0.505,0.906,0.754,1.542,0.909,0.899,3.0
-0.361,0.368,0.015,0.45,0.165,0.918,0.317,0.025,0.121,0.507,0.897,0.629,0.872,0.884,0.917,3.0
0.621,0.261,0.41,0.238,-0.583,0.74,0.254,0.776,0.635,0.411,0.631,-0.235,0.927,-0.566,1.075,3.0
0.805,0.733,0.443,0.838,-0.617,0.358,1.406,0.806,0.864,0.763,1.1,0.889,0.919,1.1,0.962,3.0
0.446,-0.3,0.25,0.346,0.67,0.296,0.498,1.447,0.861,0.39,0.852,0.941,0.862,0.113,0.706,3.0
0.649,0.759,0.971,0.882,0.252,0.719,0.981,0.383,0.27,0.497,1.092,0.73,0.706,0.838,1.041,3.0
0.62,0.873,1.545,0.899,0.781,0.382,0.115,0.355,0.144,1.238,0.899,0.451,0.872,0.972,0.902,3.0
0.168,-0.031,0.197,0.917,0.407,0.902,0.374,0.415,0.409,-0.28,0.615,0.36,1.326,0.965,0.914,3.0
0.497,0.596,0.74,0.243,0.496,0.171,0.492,0.698,0.393,0.974,0.794,0.827,0.673,0.945,0.803,3.0
0.923,0.838,0.945,0.112,0.673,0.517,0.567,0.501,-0.304,0.82,0.978,0.861,1.094,1.195,0.876,3.0
0.456,0.702,-0.231,0.371,1.289,-0.333,0.216,0.944,1.389,0.047,0.928,0.939,0.409,0.942,1.376,3.0
-0.07,0.366,0.225,0.188,0.587,0.887,0.178,0.58,0.54,0.825,0.87,0.656,0.88,1.023,1.21,3.0
0.409,0.249,-0.362,0.011,1.165,0.251,0.89,0.76,0.868,0.723,1.095,0.892,0.265,-1.069,0.161,3.0
-0.172,0.614,1.087,0.853,-0.003,1.107,0.676,0.608,0.035,-0.057,0.929,0.99,0.556,0.928,0.612,3.0
-0.043,0.472,-1.262,0.023,0.141,0.18,0.267,0.133,0.627,0.597,0.776,1.599,0.834,0.226,0.816,3.0
0.572,0.677,0.92,0.683,0.546,0.56,0.328,0.605,0.242,0.524,0.87,0.897,1.094,0.883,0.977,3.0
0.306,0.267,0.309,0.702,1.013,0.594,0.643,0.524,0.652,-0.054,0.698,0.752,0.779,1.042,1.26,3.0
0.977,0.96,0.455,0.615,1.279,0.725,0.545,0.098,0.709,0.349,1.18,0.777,0.989,0.454,1.332,3.0
0.912,0.108,0.659,0.45,0.857,0.69,-0.056,0.591,-0.226,0.949,0.489,0.552,1.003,0.694,1.22,3.0
0.739,0.199,0.345,0.296,0.447,0.367,0.626,0.427,0.209,0.943,0.93,0.728,0.695,0.723,0.794,3.0
0.331,1.079,0.953,-0.081,-0.272,0.735,0.581,0.295,0.316,0.046,0.965,0.73,0.822,0.831,0.464,3.0
0.296,0.486,0.571,0.556,0.09,0.407,1.452,0.027,1.612,0.233,0.948,0.639,0.881,0.202,0.864,3.0
1.115,0.667,1.186,0.846,0.44,0.567,1.086,0.118,0.804,0.139,0.835,0.656,1.168,0.776,0.956,3.0
0.413,0.271,1.558,-0.273,0.443,0.351,0.603,0.899,0.549,0.538,0.805,0.866,0.116,0.876,0.219,3.0
0.06,0.282,0.098,0.513,0.344,0.5,0.204,0.56,0.79,0.479,1.002,0.574,0.931,0.692,0.555,3.0
0.637,0.607,0.248,0.377,0.652,0.352,2.531,0.589,0.563,0.891,1.172,0.602,1.544,0.511,1.233,3.0
0.241,0.27,0.174,0.458,0.167,0.453,0.381,0.568,0.21,0.66,1.2,1.065,1.054,0.782,1.876,3.0
