@RELATION SonyAIBORobotSurface2

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC

@DATA
0.161,0.282,0.067,0.527,0.988,0.142,0.158,0.159,0.413,0.326,1.738,0.441,0.633,0.784,0.843,0.519,0.242,0.192,0.084,0.579,1.097,0.125,0.008,0.614,0.072,0.055,0.859,0.493,0.092,0.57,0.275,0.078,0.092,0.143,0.006,0.037,0.141,0.06,0.115,0.18,0.186,0.136,0.273,0.373,0.198,0.207,0.072,0.181,0.549,0.1,1.405,0.213,0.089,0.769,0.227,0.601,0.466,0.102,0.134,1.331,0.712,0.108,0.402,0.392,0.792
0.096,0.159,0.138,0.364,0.547,0.484,0.419,0.534,0.133,0.058,0.945,0.018,0.074,0.607,0.23,0.237,0.049,0.048,0.0,2.27,0.409,1.014,0.595,0.736,0.347,0.147,0.0,0.106,0.095,0.38,0.478,0.033,0.041,0.273,0.055,0.214,0.38,0.07,0.151,0.053,0.197,0.327,0.226,0.229,0.099,0.182,0.078,0.042,0.483,0.585,0.657,0.2,0.02,0.142,0.309,0.01,0.259,0.683,0.14,0.217,0.406,0.793,0.255,0.263,1.03
0.22,0.06,0.028,0.126,1.333,0.379,0.156,0.571,0.338,0.451,0.062,2.472,0.766,0.207,0.386,0.215,0.358,0.178,0.501,1.319,1.157,0.191,0.016,0.861,0.038,0.188,0.63,0.016,0.169,0.014,0.017,0.044,0.213,0.081,0.041,0.146,0.174,0.038,0.17,0.064,0.192,0.044,0.084,0.597,0.664,0.405,0.253,0.036,0.798,0.189,0.891,0.484,0.413,0.081,0.164,0.507,0.38,0.603,0.546,0.228,1.466,0.543,0.727,1.501,0.507
0.221,0.486,0.068,0.102,0.646,0.755,0.779,0.145,0.673,0.865,0.176,0.163,0.117,0.699,0.942,0.612,0.179,0.759,0.069,0.92,0.315,0.001,0.413,0.184,0.17,0.31,0.598,0.206,0.186,0.024,0.087,0.092,0.075,0.151,0.122,0.164,0.113,0.026,0.172,0.009,0.21,0.361,0.503,0.373,0.053,0.369,0.343,0.104,0.007,0.293,1.239,0.375,1.144,0.184,0.637,0.305,0.089,0.517,1.124,1.07,0.009,0.339,0.101,0.339,0.494
0.199,0.293,0.13,0.465,0.289,0.467,0.325,0.435,0.503,0.356,1.265,0.387,0.3,0.328,0.198,0.372,0.788,0.339,0.464,0.275,0.948,0.71,0.192,0.859,0.2,0.192,0.015,0.26,0.013,0.028,0.266,0.044,0.015,0.173,0.009,0.059,0.241,0.226,0.202,0.32,0.04,0.672,0.101,0.264,0.575,0.045,0.183,0.099,0.044,0.044,0.726,0.755,0.567,0.549,0.668,0.289,0.401,0.897,0.76,0.626,0.369,0.935,0.562,0.403,0.266
0.089,0.3,0.042,0.052,0.521,0.539,0.276,0.303,0.274,0.275,0.423,0.377,0.26,1.179,0.122,0.543,0.13,0.295,0.31,0.378,0.892,1.198,0.209,1.163,0.004,1.234,0.018,0.31,0.083,0.093,0.499,0.016,0.037,0.124,0.069,0.128,0.114,0.007,0.06,0.254,0.235,0.583,0.177,0.2,0.535,0.039,0.009,0.462,0.355,0.548,0.424,1.524,0.316,0.898,0.159,0.391,0.175,0.046,0.132,1.607,0.312,0.701,0.344,0.314,0.193
0.2,0.215,0.18,0.078,0.123,1.152,0.159,0.758,0.33,0.272,0.137,0.31,0.228,0.127,0.314,0.471,0.443,0.258,0.16,0.14,1.35,0.435,0.2,0.351,0.019,0.297,0.485,0.205,0.262,0.371,0.101,0.08,0.074,0.204,0.203,0.008,0.008,0.076,0.154,0.01,0.174,0.046,0.131,0.447,0.138,0.094,0.417,0.174,1.01,0.424,0.27,0.76,0.775,0.457,0.007,0.039,0.394,0.43,0.205,0.187,0.296,0.044,0.083,0.255,0.786
0.111,0.078,0.253,0.006,0.162,0.741,0.372,0.52,0.047,0.269,0.108,1.456,0.088,0.622,0.45,0.38,0.487,0.486,0.6,0.298,0.931,0.402,0.876,0.418,0.475,0.473,0.607,0.181,0.064,0.396,0.256,0.108,0.038,0.305,0.386,0.196,0.125,0.13,0.076,0.102,0.02,0.083,0.38,0.201,0.675,0.807,0.167,0.148,0.457,0.552,0.086,0.602,0.305,0.707,0.144,0.35,0.065,0.398,0.47,0.274,0.511,0.464,0.478,1.415,0.137
0.114,0.013,0.308,0.02,0.563,0.036,0.342,0.188,0.003,0.275,0.636,0.337,0.063,0.132,1.785,0.777,0.074,0.296,0.018,1.419,1.012,0.152,0.375,0.852,0.111,0.11,0.029,0.212,0.406,0.351,0.158,0.078,0.142,0.109,0.114,0.175,0.107,0.123,0.091,0.122,0.025,0.603,0.004,0.524,0.054,0.522,0.393,0.154,1.069,0.407,0.643,0.057,0.263,0.278,0.13,0.845,0.157,0.11,0.091,0.684,1.041,0.02,1.187,0.17,0.431
0.387,0.104,0.117,0.421,1.617,0.705,0.123,0.048,0.75,0.092,0.788,0.623,0.174,0.767,0.032,0.075,0.012,0.343,0.701,0.099,0.436,0.547,0.232,0.538,0.155,0.204,0.366,0.111,0.192,0.289,0.11,0.002,0.296,0.134,0.276,0.178,0.078,0.025,0.03,0.156,0.149,0.434,0.034,0.073,0.135,0.114,0.585,0.135,0.272,1.034,0.256,0.852,1.122,0.578,0.305,0.488,0.376,0.183,0.36,0.389,0.092,0.052,0.145,0.735,0.425
