@RELATION ECG200

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE target {-1.0, 1.0}

@DATA
0.581,1.061,1.691,0.175,3.945,1.773,1.161,0.369,-0.631,-0.567,0.353,0.201,0.087,0.847,-0.023,0.21,-0.339,-0.647,-0.463,-0.429,-0.82,-0.47,-0.561,-0.721,-0.786,-0.945,-0.781,-1.062,-1.334,-1.536,-1.664,-1.874,-2.149,-2.579,-3.3,-2.259,-4.495,-2.205,-1.656,-1.923,-1.569,-0.956,-1.709,-0.447,0.235,-0.601,0.455,0.044,0.391,0.123,0.524,1.293,0.213,0.575,0.56,0.791,0.616,0.635,0.131,0.553,0.59,0.558,0.519,0.432,0.439,0.285,0.485,0.662,0.656,0.684,0.645,0.531,0.213,0.794,0.961,1.323,-0.394,0.59,0.923,0.954,0.089,0.455,0.2,0.11,0.301,-0.273,0.708,-0.015,-1.083,0.142,0.667,0.095,0.276,0.153,0.24,-0.355,1.0
0.274,1.468,0.981,1.838,1.929,1.988,2.074,1.116,0.861,-0.158,0.072,-0.887,0.1,-0.959,-0.029,-0.349,-0.162,-0.486,-1.411,-0.511,-0.402,-1.374,-0.449,-0.959,-0.878,-1.198,-1.405,-1.669,-1.137,-1.816,-1.509,-2.014,-2.141,-0.517,-1.468,-1.91,-1.658,-2.232,-1.661,-1.04,-1.153,-0.872,-0.716,-0.255,-0.233,0.149,1.195,-0.056,0.372,0.336,-0.009,0.658,0.681,0.678,0.416,0.498,0.532,0.409,0.427,0.423,0.677,0.509,0.436,0.508,0.374,0.805,1.369,0.677,0.653,0.686,0.768,0.722,0.794,0.956,0.788,0.895,1.007,1.021,0.953,0.868,0.82,0.558,0.31,0.66,0.203,0.432,0.085,0.347,0.952,0.213,0.266,0.525,0.02,0.194,0.42,0.15,1.0
-0.808,0.373,0.46,-0.484,-0.325,-1.232,-1.409,-1.564,-1.446,-2.809,-1.681,-1.403,-0.713,-1.62,-0.997,-1.657,-0.534,-1.608,-1.263,-1.441,-1.019,-2.15,-1.429,-1.39,-1.783,-1.043,-2.033,-1.088,0.428,-0.661,-0.407,-0.578,0.005,-0.257,0.728,0.531,-0.177,0.725,0.157,0.692,0.325,-0.622,1.337,0.009,-0.438,-1.607,-0.047,0.796,0.527,0.113,0.529,0.427,0.414,0.593,1.123,0.65,0.779,1.216,0.635,0.53,0.583,0.635,0.792,0.523,0.633,0.543,0.976,1.089,1.063,1.096,0.605,0.475,0.591,0.063,0.38,-0.124,0.329,-0.775,0.313,0.157,0.241,0.17,0.377,0.389,-0.136,0.45,0.465,0.916,0.416,0.455,2.333,3.226,2.235,3.455,0.797,-1.8,1.0
1.199,2.604,2.977,2.277,2.145,0.413,0.593,1.321,0.994,0.132,0.684,0.685,0.089,-0.597,-0.449,-0.714,-0.908,-0.942,-1.159,-1.168,-1.068,-1.344,-0.672,-1.625,-1.327,-1.571,-1.213,-1.321,-1.883,-2.163,-2.444,-3.704,-1.8,-1.681,-0.928,-2.725,0.411,-0.308,-0.046,0.514,1.124,0.911,0.361,1.141,0.7,1.156,0.677,1.026,0.554,0.715,0.585,0.168,0.917,0.263,0.64,1.293,0.565,0.572,0.681,0.519,0.386,0.782,0.582,0.428,0.541,0.077,0.177,0.167,-0.135,-0.189,0.104,0.48,0.59,0.331,0.924,0.679,0.774,0.214,0.239,0.001,-0.316,0.06,-0.603,-0.307,-0.196,-0.172,-0.226,-0.74,-0.461,-0.284,-0.481,-0.247,-0.549,-0.705,-0.145,0.701,1.0
0.775,0.177,-0.054,1.836,1.994,4.441,2.867,2.154,2.742,1.912,2.462,0.833,-0.093,0.095,0.103,0.525,0.374,0.081,-0.268,-0.061,0.173,0.232,-0.176,-0.222,0.141,-0.091,-0.829,-0.525,-0.29,-0.192,-0.563,-1.647,-1.58,-1.061,-0.601,-0.985,-0.822,-1.375,-1.3,-1.569,-1.956,-1.883,-2.873,-2.205,-1.663,-1.613,-0.731,-1.338,-1.304,-1.434,-0.875,-1.515,-0.7,-1.188,-0.619,-0.687,-0.366,-0.377,-0.138,-0.021,-0.116,-0.084,-0.117,0.167,0.294,0.317,0.334,0.347,0.62,0.899,0.976,0.56,0.949,1.057,0.783,1.008,0.301,0.974,0.658,0.937,0.488,0.291,-0.593,0.373,0.546,0.381,0.755,0.518,0.733,0.724,0.866,0.52,-0.475,0.585,-0.266,0.076,-1.0
2.353,3.427,2.526,2.667,2.231,-2.956,1.244,0.97,1.632,0.977,0.242,0.05,-0.382,-0.382,-0.523,0.085,-0.821,-1.199,-0.796,-0.667,-0.686,-0.401,-0.966,-1.028,-1.363,-1.116,-1.399,-1.851,-2.365,-3.142,-0.695,-1.784,-1.972,-0.875,-0.518,-0.956,-2.822,0.391,0.278,0.66,0.518,0.818,1.699,0.994,1.132,0.553,1.017,0.927,0.151,1.532,1.006,1.308,0.506,0.414,0.508,0.474,0.691,0.386,0.293,0.373,-0.03,0.42,0.268,0.424,0.161,-0.098,0.241,-0.223,0.021,0.662,0.043,0.096,-0.014,0.075,0.453,0.393,1.365,0.271,0.635,0.141,0.136,-0.676,-0.418,-0.188,-0.29,-0.216,-0.263,-0.07,-0.566,0.751,-1.024,0.654,0.638,-1.329,-0.144,-0.186,1.0
0.287,2.154,3.464,3.05,2.234,1.086,-1.239,1.17,0.484,0.295,-0.042,-0.057,-0.383,-0.291,-0.732,-0.951,-0.175,-1.119,-1.267,-1.114,-1.518,-1.518,-2.21,-1.428,-1.573,-2.355,-1.806,-1.662,-1.589,-2.054,-2.252,-1.759,-1.376,-2.604,-3.854,-0.921,-0.041,0.095,-0.821,0.86,0.948,1.242,1.088,0.854,2.044,-1.586,0.774,0.031,0.333,0.666,1.205,0.6,0.622,0.548,0.347,0.729,1.229,0.449,0.391,0.21,0.852,0.551,0.996,0.458,0.459,0.326,0.229,0.181,0.401,0.197,0.121,0.039,0.478,0.386,0.806,0.539,0.429,0.313,0.989,0.132,-0.374,-0.091,-0.098,-0.215,-0.005,-0.549,-0.685,0.307,-0.24,-0.756,-0.209,-1.17,-0.743,0.206,0.193,-0.239,1.0
0.594,0.038,4.534,1.869,2.297,0.561,-0.765,0.441,1.229,0.404,0.581,0.266,0.143,-1.125,-0.574,-0.971,-0.154,-1.31,-0.778,-1.117,-1.616,-0.673,-1.398,-1.395,-1.449,-1.324,-1.939,-1.828,-1.405,-1.964,-2.222,-1.783,-1.823,-2.497,-2.099,-0.599,-2.034,-0.376,-0.16,-0.61,-0.355,2.027,0.942,0.82,-0.371,0.916,-0.647,1.417,0.82,0.606,1.258,0.556,1.343,0.826,0.986,0.344,1.001,0.888,0.827,0.532,0.671,1.026,0.365,0.275,0.673,0.611,0.332,0.306,0.237,0.365,0.084,0.379,0.321,0.12,0.157,0.628,0.464,-0.483,-0.043,-0.107,-0.148,-1.238,-0.283,-0.603,-0.49,-0.368,-0.34,-0.844,-0.507,-0.416,0.04,-0.653,-0.348,-1.057,-0.535,-0.511,1.0
1.137,1.578,3.153,2.493,2.668,2.066,1.132,0.173,-0.155,-0.757,-1.047,-0.329,-1.034,-1.11,-1.036,-1.213,-1.215,-1.409,-1.415,-1.834,-1.509,-1.244,-1.339,-1.903,-0.483,-1.615,-1.267,-1.961,-1.118,-2.744,-1.524,-1.644,-0.727,-1.227,-1.502,-0.522,-1.087,-0.314,-1.078,-0.407,-1.163,-0.038,-0.595,0.429,0.256,0.656,0.018,0.418,-0.278,0.458,0.347,0.3,0.538,0.306,-0.124,0.374,0.308,0.34,0.259,0.396,0.375,0.507,0.301,0.366,0.433,0.858,0.593,0.778,0.452,0.925,0.641,0.181,0.645,0.34,0.769,0.56,0.632,0.412,0.297,0.305,0.348,0.497,0.509,0.206,0.506,0.127,0.485,0.642,0.479,1.046,2.835,2.388,2.023,1.869,1.25,0.145,-1.0
1.335,1.222,0.911,2.109,2.069,2.127,1.967,1.586,1.223,0.146,-0.149,-0.218,-0.078,0.019,-0.325,0.063,-0.281,-0.372,-0.207,-0.032,-0.841,-1.416,-0.79,-0.416,-0.653,-0.406,-1.066,-1.13,-1.161,-1.785,-1.491,-2.004,2.56,-2.26,-1.541,-2.558,-1.759,-1.744,-2.762,-1.838,-1.542,-2.105,-0.046,-1.129,-0.79,-0.922,-0.552,-0.308,-0.397,-0.512,-0.271,0.134,0.262,-0.239,0.285,0.263,0.277,0.447,0.347,0.371,0.032,0.554,0.59,0.204,0.384,0.745,0.417,0.517,0.449,0.479,0.145,0.456,0.497,0.651,0.316,0.649,0.805,1.263,0.453,0.58,0.922,1.061,1.0,0.859,0.958,0.21,0.061,0.936,0.711,0.568,-0.471,0.548,0.381,0.959,0.888,0.392,-1.0
-0.031,-1.037,-0.82,-0.599,-0.56,-0.414,-1.143,-0.413,-0.769,-1.116,-0.515,-0.639,-2.079,-1.042,-1.24,-1.315,-1.62,-0.976,-1.331,-1.349,-1.116,-1.53,-1.832,-2.422,-1.788,-1.938,-2.162,-1.547,-2.509,-1.551,-1.506,-0.826,-0.617,-0.953,0.069,0.579,0.771,1.18,0.577,0.316,0.478,1.089,0.236,1.023,1.276,0.724,0.498,0.587,1.127,0.268,0.544,1.292,0.657,0.384,-0.084,0.403,0.908,0.544,0.699,0.505,0.801,0.822,0.921,1.68,1.117,1.322,1.002,1.141,1.141,0.733,0.64,0.848,0.601,1.218,0.702,0.631,0.422,0.006,0.256,0.135,0.199,0.511,0.032,0.459,1.268,0.37,0.664,0.938,1.332,2.036,3.211,1.781,-0.109,0.308,-0.682,-0.45,1.0
0.891,-1.981,1.475,1.656,2.011,-0.92,-1.303,0.845,-1.209,-0.455,0.395,-1.08,0.256,-1.373,-1.194,-1.136,-1.053,-1.299,-1.081,-1.431,-1.341,-2.134,-1.005,-1.695,-1.569,-1.833,-2.228,-1.337,-1.743,-1.989,-2.166,-3.014,-3.746,-1.566,-1.652,-1.147,-1.307,0.547,0.745,0.087,1.314,0.516,0.646,1.139,-0.26,0.117,1.135,0.876,0.399,-0.06,0.133,0.618,0.395,0.502,-0.097,0.479,0.634,0.64,0.565,0.135,0.44,0.491,0.13,0.346,0.28,1.065,0.605,0.577,0.43,0.244,0.408,0.682,0.366,0.63,0.839,0.738,1.007,0.911,0.853,0.751,0.667,0.79,0.696,0.552,0.16,0.818,0.904,-1.409,0.72,0.287,0.563,-0.21,2.827,1.605,0.253,0.548,1.0
0.695,0.387,2.432,4.674,2.829,-0.273,-2.159,-1.366,-0.257,-0.153,0.088,-0.031,-0.306,0.141,-0.332,-0.189,-0.141,-1.136,-0.378,-0.792,-0.85,-1.125,-1.379,-1.233,-0.769,-1.864,-0.957,-1.72,-1.487,-1.073,-1.291,-1.641,-2.115,-1.784,-2.006,-1.962,-0.947,-0.626,0.065,1.1,0.058,0.041,2.232,-0.032,0.921,2.2,0.387,1.052,0.997,0.963,0.9,0.965,0.83,0.761,0.594,0.674,0.777,0.46,0.444,1.481,0.485,-0.038,0.915,0.149,0.541,0.377,0.024,0.439,0.092,0.143,0.364,0.711,0.314,0.321,1.162,0.221,0.681,0.726,-0.083,0.277,0.053,0.397,0.108,-0.306,-1.222,-0.446,-0.171,-0.17,-0.335,-0.065,-0.148,0.357,0.327,0.065,0.005,-0.107,1.0
