@RELATION TwoLeadECG

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE target {2.0, 1.0}

@DATA
0.449,0.166,-0.031,-0.031,0.086,-0.108,0.152,0.385,0.04,0.232,0.226,0.108,-0.169,0.001,-0.047,-0.068,-0.28,-0.085,0.238,-0.195,-0.258,-0.365,-0.172,-0.301,-0.196,-0.272,-0.38,-0.169,-0.255,0.078,-0.111,-1.239,-1.895,-2.47,-1.252,-2.605,-2.424,-2.068,-2.018,-1.871,-1.258,-1.489,-1.529,-1.283,-1.186,-0.534,-0.069,-0.384,-0.255,0.377,0.565,0.847,0.861,0.713,0.765,0.835,0.885,0.918,0.842,1.032,1.115,1.351,1.156,1.239,1.309,1.342,1.399,1.344,1.083,1.236,1.103,1.071,0.785,0.363,1.389,0.422,0.301,0.272,0.439,0.23,-0.066,0.226,1.0
-0.348,0.1,0.18,0.135,0.392,0.37,0.298,0.591,0.241,0.112,0.203,0.136,0.139,0.057,-0.074,0.006,-0.073,0.001,-0.084,-0.274,-0.09,-0.129,-0.157,-0.158,-0.043,-0.163,-0.217,-0.175,0.039,-0.554,-1.196,-2.396,-4.41,-3.119,-2.712,-3.039,-1.901,-2.083,-1.615,-1.521,-0.882,-0.584,-0.363,-0.566,-0.078,-0.117,0.437,0.737,0.428,0.759,0.992,0.715,1.033,0.944,0.876,0.942,0.532,0.982,1.062,1.014,1.152,1.189,1.245,1.378,1.167,1.147,1.103,0.787,0.857,1.174,0.545,0.473,0.335,0.311,0.219,-0.072,0.017,-0.044,-0.162,-0.172,-0.079,-0.13,2.0
0.549,0.221,0.355,0.134,0.069,0.107,0.196,0.215,0.166,0.338,0.251,0.388,0.362,0.154,0.132,0.078,0.248,0.05,0.081,-0.02,-0.038,0.013,-0.161,-0.083,-0.239,-0.393,-0.21,-0.323,-0.259,-0.241,-0.181,-0.302,0.757,1.675,-1.236,-2.32,-2.512,-2.333,-2.753,-2.525,-2.166,-1.964,-1.983,-1.756,-2.325,-1.302,-1.037,-0.911,-0.478,-0.167,0.106,0.222,0.563,0.556,0.71,0.629,0.768,1.004,0.879,0.83,0.945,0.925,1.069,0.959,1.192,1.231,1.188,1.262,1.354,1.297,1.755,1.116,1.08,0.936,0.751,0.813,0.692,0.312,0.319,0.216,0.229,0.117,1.0
0.148,0.363,0.145,0.261,0.11,0.258,0.245,0.365,0.364,0.465,0.253,0.343,0.071,0.157,0.077,0.112,0.077,0.008,0.203,0.006,-0.076,-0.064,-0.118,-0.118,-0.147,-0.142,-0.247,-0.128,-0.203,-0.217,-0.054,0.341,-0.55,-1.016,-1.895,-2.749,-2.611,-2.735,-2.186,-2.097,-1.962,-1.903,-2.361,-1.803,-0.985,-1.427,-0.643,-0.537,-0.477,-0.133,0.119,0.575,0.888,0.658,0.766,0.53,0.658,0.648,0.756,0.773,0.79,0.934,0.964,1.022,1.181,1.336,0.94,1.139,1.189,1.194,1.213,1.187,1.547,1.062,1.197,0.583,0.676,0.45,0.476,0.221,0.457,0.015,1.0
-0.04,-0.183,0.211,0.249,0.235,0.031,0.097,0.192,0.12,-0.155,0.136,0.087,0.059,-0.21,-0.099,-0.172,0.322,-0.202,-0.549,-0.302,-0.278,-0.19,-0.233,-0.247,-0.336,-0.3,-0.253,0.043,0.115,-0.805,-1.816,-2.273,-2.555,-3.396,-2.359,-1.718,-2.051,-2.232,-1.977,-1.964,-1.609,-1.086,-0.665,-0.247,-0.656,-0.167,-0.04,-0.723,0.632,0.523,0.692,0.576,0.738,0.763,1.236,0.854,0.59,1.168,1.144,1.052,1.155,1.334,1.208,1.232,1.254,1.308,1.426,1.329,1.319,1.207,0.921,0.799,1.116,0.811,0.579,0.38,0.582,0.479,0.107,0.078,0.064,-0.008,1.0
-0.06,-0.185,-0.001,-0.413,0.293,-0.274,0.258,0.892,0.141,0.045,0.178,-0.014,0.038,-0.02,-0.091,-0.005,-0.035,-0.047,0.016,-0.139,-0.129,-0.122,-0.133,-0.282,-0.099,-0.152,-0.135,-0.168,-0.093,-0.385,-1.816,-3.294,-2.402,-3.289,-2.912,-2.305,-2.039,-1.566,-1.768,-1.263,-1.075,-0.496,-0.7,-0.086,-1.571,0.284,0.316,0.407,0.65,0.803,0.681,0.889,0.88,0.87,0.881,1.037,1.048,1.133,1.147,1.282,1.254,1.369,1.171,1.287,1.345,1.201,1.121,0.923,0.919,0.676,0.203,0.502,0.515,0.253,0.052,0.085,0.074,-0.067,0.141,-0.054,-0.044,-0.077,2.0
0.048,0.113,-0.061,0.2,0.468,0.46,0.451,0.494,0.203,0.296,-0.023,0.329,0.182,0.115,-0.032,-0.07,0.014,-0.03,0.015,-0.268,-0.145,-0.224,0.044,-0.132,-0.166,-0.166,-0.243,-0.113,0.515,0.132,-0.762,-1.816,-2.799,-2.941,-3.359,-2.694,-2.348,-2.701,-1.905,-1.712,-0.618,-1.33,-1.177,-0.578,-0.478,-0.346,-0.027,1.492,0.24,0.471,0.671,0.68,0.962,0.664,0.816,0.617,0.868,0.866,0.842,0.942,0.965,0.972,1.101,1.263,1.314,1.15,1.143,1.202,1.2,1.175,0.923,0.726,0.643,0.447,0.514,0.314,0.204,-0.121,0.048,-0.247,-0.185,-0.119,1.0
0.279,0.324,0.332,0.498,0.364,0.552,0.341,0.654,0.603,0.402,0.442,0.204,0.286,0.306,0.214,0.241,0.285,0.205,0.16,0.12,0.038,0.124,0.026,0.183,0.022,0.007,0.024,-0.046,-0.021,-0.117,-0.018,-1.556,-2.463,-3.294,-2.568,-2.837,-2.627,-2.346,-2.202,-1.861,-1.602,-2.542,-1.804,-0.957,-0.346,-1.273,0.372,0.289,0.317,0.486,0.77,0.682,0.644,0.604,0.705,0.811,0.544,0.649,1.047,0.845,0.936,0.951,0.903,0.908,0.923,1.005,1.022,1.031,0.498,0.943,0.399,0.757,0.498,0.302,0.197,0.221,0.149,-0.17,-0.082,-0.411,-0.355,-0.23,2.0
-0.163,-0.128,-0.059,-0.083,0.018,0.065,-0.017,-0.158,-0.137,-0.174,-0.323,-0.055,-0.287,-0.219,-0.183,-0.225,-0.206,-0.258,-0.312,-0.442,-0.258,-0.255,-0.436,-0.255,-0.171,-0.292,-0.078,-0.032,-0.012,-1.267,-2.335,-3.054,-2.736,-2.664,-2.511,-2.075,-1.899,-1.605,-1.661,-1.089,-0.96,-0.634,-0.559,-0.155,-0.057,0.347,1.079,0.828,0.55,0.832,0.786,0.586,0.859,0.789,0.923,0.837,1.097,1.077,1.133,1.147,0.967,1.211,1.253,1.317,1.423,1.378,1.388,1.215,1.16,1.013,0.957,0.719,0.593,0.603,0.153,0.227,0.386,-0.016,0.24,0.27,0.254,0.129,2.0
-0.525,0.215,0.044,-0.19,0.09,0.099,0.122,0.029,0.369,0.298,0.104,0.505,0.099,0.204,0.096,0.071,-0.084,-0.006,0.099,-0.166,-0.324,-0.28,-0.329,-0.506,-0.325,-0.213,-0.418,-0.367,-0.392,-0.483,-0.47,0.16,-0.309,-1.132,-2.39,-2.271,-2.298,-2.562,-2.274,-1.995,-1.748,-1.828,-1.519,-1.176,-1.048,-1.237,-0.842,-0.469,-0.161,-0.03,0.312,0.207,0.527,0.577,0.614,0.729,0.769,0.798,0.883,0.822,0.932,1.154,1.299,1.236,1.306,1.436,1.706,1.299,1.379,1.475,1.581,1.17,1.164,1.388,0.897,0.76,0.644,0.585,0.43,0.364,0.27,0.208,1.0
0.369,0.067,0.125,0.128,-0.074,0.146,0.043,-0.684,0.23,0.141,0.145,0.076,0.058,0.05,0.06,0.001,0.039,-0.008,0.084,0.448,0.005,-0.056,-0.401,-0.117,-0.09,-0.141,-0.077,-0.072,-0.022,-0.491,-0.948,-2.678,-3.114,-3.679,-3.203,-2.527,-2.164,-1.789,-1.495,-1.569,-1.3,-1.003,-0.416,-0.352,0.0,0.02,-0.084,0.548,0.631,0.005,0.712,0.816,0.806,0.749,0.748,0.845,0.911,0.909,0.907,0.756,1.016,1.725,1.151,1.1,1.013,1.156,1.115,1.07,1.008,0.82,0.846,0.615,0.373,0.358,0.259,0.244,-0.002,-0.035,-0.017,-0.175,0.023,-0.216,2.0
2.237,0.106,0.124,0.12,0.094,0.154,0.114,0.092,-0.063,0.327,0.291,0.269,0.346,0.348,0.072,0.037,0.123,0.089,-0.031,0.064,0.055,-0.029,0.082,0.022,-0.089,-0.049,-0.201,-0.197,0.232,-0.247,-0.021,0.762,0.088,-0.295,-0.082,-1.15,-2.539,-2.479,-3.045,-2.513,-3.081,-1.93,-1.832,-1.736,-2.247,-2.709,-1.147,-1.602,-0.326,-0.25,-0.259,-0.0,0.356,0.499,0.526,0.735,0.594,0.646,0.652,0.639,0.711,0.719,0.785,0.851,0.832,0.941,1.016,1.093,1.354,0.998,1.278,1.068,1.343,1.29,1.132,0.8,0.87,0.597,0.833,0.59,0.297,-0.08,2.0
0.526,0.326,0.263,0.169,0.088,-0.248,0.203,0.241,0.332,0.334,0.418,0.448,0.3,0.143,0.306,0.184,0.158,0.035,0.123,0.157,0.108,0.025,0.09,-0.023,-0.113,-0.044,0.044,-0.151,-0.192,-0.359,0.266,-0.291,-0.44,-0.926,-1.774,-2.962,-3.029,-3.242,-2.884,-2.027,-2.448,-2.69,-1.096,-1.616,-1.436,-0.888,-0.465,-0.268,-0.379,0.045,0.432,0.242,0.607,0.61,0.742,0.633,0.684,0.71,0.705,0.794,0.923,1.229,0.912,0.443,1.216,1.213,1.199,1.145,1.219,1.128,0.878,1.206,0.872,0.765,0.734,0.474,0.195,0.265,0.236,0.052,0.07,0.133,2.0
