@RELATION ItalyPowerDemand

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
0.1,0.114,0.005,0.001,0.047,0.021,0.043,0.064,0.19,0.039,0.079,0.256,0.108,0.008,0.151,0.11,0.297,0.069,0.009,0.053,0.203,0.065,0.376,0.07
0.233,0.172,0.13,0.151,0.03,0.062,0.08,0.111,0.129,0.002,0.084,0.031,0.043,0.067,0.074,0.151,0.165,0.37,0.022,0.08,0.036,0.096,0.063,0.315
0.039,0.167,0.072,0.063,0.093,0.013,0.113,0.049,0.271,0.202,0.344,0.057,0.009,0.098,0.135,0.097,0.079,0.314,0.008,0.26,0.333,0.154,0.297,0.117
0.219,0.034,0.24,0.148,0.147,0.03,0.059,0.058,0.036,0.023,0.036,0.056,0.148,0.061,0.016,0.014,0.016,0.276,0.303,0.026,0.196,0.098,0.206,0.064
0.001,0.141,0.211,0.105,0.017,0.083,0.167,0.109,0.032,0.048,0.043,0.216,0.091,0.16,0.286,0.035,0.014,0.06,0.093,0.017,0.324,0.32,0.123,0.144
0.32,0.04,0.139,0.092,0.074,0.028,0.044,0.11,0.132,0.168,0.005,0.143,0.049,0.077,0.123,0.092,0.036,0.124,0.244,0.048,0.15,0.086,0.128,0.011
0.128,0.051,0.121,0.045,0.001,0.094,0.02,0.167,0.441,0.118,0.05,0.002,0.071,0.009,0.092,0.186,0.19,0.145,0.059,0.306,0.24,0.299,0.198,0.34
0.001,0.202,0.072,0.082,0.036,0.019,0.071,0.132,0.234,0.321,0.008,0.158,0.102,0.136,0.095,0.14,0.064,0.026,0.178,0.059,0.015,0.273,0.281,0.176
0.043,0.016,0.008,0.077,0.069,0.04,0.107,0.069,0.189,0.191,0.19,0.286,0.13,0.006,0.197,0.251,0.015,0.032,0.156,0.013,0.004,0.034,0.093,0.22
0.095,0.14,0.143,0.097,0.072,0.043,0.204,0.14,0.016,0.268,0.031,0.091,0.031,0.149,0.035,0.099,0.143,0.133,0.235,0.043,0.21,0.01,0.129,0.292
0.003,0.239,0.005,0.07,0.011,0.168,0.074,0.125,0.051,0.477,0.042,0.028,0.094,0.034,0.127,0.023,0.049,0.004,0.109,0.037,0.443,0.069,0.465,0.579
0.032,0.019,0.002,0.078,0.018,0.08,0.203,0.027,0.092,0.292,0.084,0.052,0.006,0.061,0.169,0.242,0.161,0.296,0.261,0.404,0.238,0.239,0.407,0.017
0.246,0.185,0.032,0.112,0.099,0.037,0.123,0.096,0.391,0.074,0.14,0.08,0.11,0.059,0.036,0.064,0.04,0.047,0.027,0.154,0.039,0.185,0.211,0.236
0.045,0.142,0.041,0.143,0.051,0.182,0.077,0.099,0.124,0.139,0.015,0.112,0.014,0.007,0.238,0.095,0.042,0.087,0.412,0.128,0.353,0.052,0.041,0.048
0.271,0.13,0.17,0.015,0.051,0.086,0.103,0.092,0.226,0.208,0.019,0.137,0.084,0.11,0.215,0.13,0.06,0.048,0.207,0.161,0.306,0.169,0.162,0.184
0.448,0.08,0.062,0.054,0.115,0.051,0.106,0.277,0.096,0.016,0.112,0.097,0.066,0.006,0.062,0.12,0.137,0.194,0.221,0.419,0.123,0.075,0.185,0.112
0.16,0.194,0.003,0.048,0.014,0.1,0.152,0.132,0.018,0.28,0.156,0.007,0.032,0.085,0.135,0.02,0.142,0.06,0.173,0.187,0.017,0.384,0.072,0.042
0.14,0.123,0.036,0.029,0.038,0.028,0.164,0.154,0.24,0.364,0.052,0.068,0.078,0.051,0.002,0.136,0.096,0.224,0.234,0.257,0.017,0.03,0.051,0.101
0.037,0.131,0.037,0.04,0.045,0.015,0.048,0.031,0.102,0.271,0.249,0.067,0.134,0.109,0.148,0.075,0.127,0.061,0.328,0.006,0.172,0.165,0.029,0.29
0.232,0.106,0.185,0.193,0.056,0.001,0.109,0.015,0.13,0.039,0.014,0.023,0.093,0.051,0.187,0.054,0.16,0.073,0.222,0.052,0.134,0.167,0.107,0.217
0.04,0.062,0.065,0.011,0.085,0.108,0.01,0.234,0.174,0.049,0.147,0.191,0.142,0.044,0.255,0.06,0.115,0.186,0.156,0.338,0.118,0.207,0.257,0.311
0.228,0.057,0.039,0.129,0.062,0.018,0.013,0.254,0.055,0.357,0.038,0.095,0.021,0.053,0.07,0.055,0.026,0.155,0.24,0.185,0.227,0.012,0.043,0.138
0.16,0.013,0.047,0.164,0.01,0.045,0.039,0.188,0.174,0.043,0.085,0.001,0.125,0.106,0.134,0.012,0.097,0.066,0.048,0.107,0.27,0.124,0.114,0.073
0.003,0.225,0.002,0.055,0.001,0.059,0.047,0.186,0.038,0.032,0.064,0.015,0.1,0.011,0.12,0.25,0.081,0.037,0.11,0.029,0.254,0.022,0.165,0.176
0.011,0.065,0.189,0.049,0.033,0.021,0.091,0.115,0.19,0.284,0.01,0.089,0.072,0.098,0.077,0.218,0.216,0.269,0.076,0.226,0.375,0.187,0.321,0.074
0.129,0.019,0.019,0.055,0.049,0.121,0.122,0.113,0.087,0.075,0.01,0.105,0.036,0.071,0.157,0.009,0.207,0.055,0.093,0.024,0.148,0.002,0.091,0.173
0.012,0.087,0.003,0.021,0.099,0.044,0.164,0.066,0.166,0.244,0.056,0.256,0.044,0.094,0.142,0.03,0.329,0.104,0.165,0.204,0.045,0.17,0.059,0.211
0.134,0.051,0.094,0.103,0.009,0.033,0.016,0.135,0.294,0.412,0.04,0.041,0.036,0.076,0.153,0.119,0.017,0.041,0.169,0.046,0.052,0.158,0.169,0.185
0.119,0.043,0.033,0.123,0.069,0.03,0.191,0.001,0.038,0.029,0.079,0.071,0.032,0.126,0.011,0.085,0.23,0.031,0.025,0.236,0.173,0.233,0.085,0.164
0.402,0.136,0.227,0.002,0.104,0.016,0.051,0.154,0.143,0.158,0.027,0.028,0.028,0.036,0.22,0.131,0.185,0.07,0.039,0.079,0.108,0.215,0.132,0.188
0.243,0.106,0.096,0.068,0.099,0.127,0.23,0.045,0.221,0.217,0.096,0.19,0.116,0.048,0.235,0.361,0.013,0.111,0.327,0.028,0.425,0.358,0.267,0.089
0.12,0.108,0.15,0.01,0.084,0.06,0.117,0.066,0.006,0.346,0.101,0.016,0.075,0.046,0.039,0.121,0.132,0.04,0.185,0.026,0.159,0.178,0.357,0.081
0.245,0.066,0.262,0.078,0.024,0.03,0.06,0.139,0.038,0.033,0.077,0.055,0.079,0.094,0.075,0.178,0.017,0.046,0.049,0.106,0.136,0.019,0.095,0.036
0.4,0.233,0.252,0.105,0.012,0.048,0.057,0.049,0.46,0.179,0.094,0.001,0.133,0.064,0.059,0.022,0.146,0.258,0.084,0.045,0.162,0.297,0.143,0.113
0.235,0.372,0.142,0.126,0.109,0.011,0.068,0.049,0.097,0.076,0.007,0.089,0.053,0.034,0.08,0.024,0.062,0.306,0.076,0.133,0.218,0.117,0.093,0.347
0.309,0.04,0.113,0.026,0.02,0.121,0.011,0.141,0.04,0.137,0.154,0.196,0.03,0.125,0.091,0.214,0.01,0.309,0.2,0.166,0.061,0.483,0.034,0.051
0.008,0.141,0.217,0.053,0.102,0.067,0.035,0.084,0.069,0.23,0.085,0.067,0.011,0.097,0.101,0.093,0.261,0.237,0.001,0.109,0.244,0.133,0.093,0.263
0.13,0.013,0.096,0.105,0.028,0.109,0.019,0.01,0.176,0.023,0.07,0.016,0.156,0.038,0.088,0.228,0.078,0.004,0.191,0.062,0.102,0.046,0.139,0.139
0.052,0.163,0.081,0.082,0.044,0.058,0.036,0.079,0.177,0.172,0.097,0.05,0.174,0.009,0.038,0.024,0.167,0.125,0.012,0.434,0.184,0.086,0.205,0.164
0.177,0.186,0.003,0.012,0.035,0.053,0.035,0.181,0.031,0.087,0.006,0.069,0.133,0.029,0.128,0.245,0.082,0.312,0.205,0.037,0.062,0.059,0.171,0.112
0.251,0.081,0.077,0.052,0.024,0.011,0.2,0.162,0.22,0.198,0.081,0.198,0.122,0.159,0.077,0.13,0.227,0.004,0.234,0.163,0.07,0.12,0.239,0.424
0.067,0.113,0.106,0.034,0.061,0.028,0.024,0.164,0.073,0.011,0.104,0.013,0.076,0.166,0.177,0.153,0.05,0.092,0.129,0.21,0.17,0.255,0.313,0.329
0.199,0.102,0.109,0.115,0.115,0.061,0.043,0.183,0.18,0.077,0.033,0.07,0.125,0.047,0.059,0.005,0.101,0.192,0.126,0.245,0.172,0.221,0.061,0.13
