@RELATION SmoothSubspace

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC

@DATA
0.365,1.249,0.113,0.334,0.545,0.458,0.06,0.626,0.153,0.849,0.402,0.248,0.391,0.113,0.407
0.048,0.366,0.464,0.24,0.404,0.05,1.304,0.822,0.525,0.296,0.044,0.591,0.395,0.336,0.039
0.57,0.389,0.556,0.387,0.138,0.49,0.128,0.099,0.152,0.047,0.124,0.513,0.7,0.086,0.531
0.04,0.175,0.688,0.029,0.049,0.235,0.068,0.104,0.513,0.521,0.034,0.034,1.488,0.307,0.775
0.225,0.176,0.364,0.286,0.913,0.431,1.147,0.071,0.697,0.254,0.112,0.378,0.168,0.582,0.868
0.523,0.137,0.501,0.007,0.535,0.442,0.052,1.248,0.176,0.192,0.353,0.318,0.304,0.6,0.46
0.785,0.605,0.064,0.183,0.094,0.445,0.269,0.46,0.261,1.062,0.462,0.75,0.635,0.385,0.088
0.409,0.306,0.267,0.122,0.683,0.646,0.241,0.442,0.079,0.981,0.369,0.06,0.186,1.079,0.533
1.147,0.344,0.535,0.759,0.402,0.818,0.346,0.206,0.298,0.298,0.073,0.175,0.037,1.107,0.941
0.188,0.386,0.124,0.556,0.438,0.697,0.218,0.591,0.449,0.111,1.605,0.969,0.426,0.204,1.305
0.404,0.089,0.472,0.528,0.101,0.834,0.487,0.572,0.566,0.372,0.496,0.298,0.546,0.813,0.532
0.273,0.235,0.174,0.126,0.007,0.635,0.047,0.901,0.306,0.038,0.101,0.281,0.931,0.638,1.239
0.105,0.084,1.063,0.827,0.172,0.628,0.719,0.652,0.424,0.211,1.97,0.307,0.379,0.552,0.091
0.086,0.213,0.516,0.566,0.324,0.294,0.406,0.001,0.145,0.018,0.023,0.036,0.791,0.526,1.16
0.169,0.712,0.442,0.085,0.781,0.693,0.21,0.176,0.46,0.054,0.257,0.417,0.339,0.841,0.261
0.127,0.099,0.101,0.507,0.286,0.248,0.253,0.685,0.06,0.226,0.09,0.099,0.57,0.035,1.6
0.034,0.355,0.051,0.658,0.357,0.264,0.354,0.293,0.83,0.746,0.501,0.236,0.155,0.31,0.867
0.03,0.531,0.602,0.44,0.437,0.273,0.648,0.253,0.027,0.78,0.64,0.347,0.246,0.673,0.241
0.397,0.726,0.678,0.394,0.781,0.526,0.801,0.434,0.692,0.419,0.23,0.049,0.193,0.649,0.485
0.854,0.139,0.096,0.144,0.041,1.112,0.216,0.214,0.489,0.986,0.01,0.035,0.827,0.448,0.18
0.77,0.034,0.373,0.847,0.248,0.118,0.962,0.698,0.162,0.13,0.042,0.512,0.472,0.319,0.785
0.074,0.078,0.102,0.831,0.681,0.663,0.453,0.275,0.679,0.973,0.386,0.012,0.717,0.461,0.677
1.007,0.479,0.514,0.424,0.868,0.63,0.36,0.224,0.624,0.439,0.304,0.72,0.396,0.808,0.66
0.072,0.215,0.151,0.571,0.512,0.393,0.558,0.57,0.118,0.332,0.358,1.113,0.21,0.051,0.214
0.341,0.454,0.575,0.336,0.116,0.493,0.438,0.196,0.22,0.199,0.381,0.126,0.742,0.453,0.197
0.412,0.555,0.661,0.023,0.414,0.669,0.483,0.47,0.156,0.497,1.051,0.546,0.291,0.296,0.725
0.376,0.421,0.09,0.458,0.513,0.48,0.905,1.314,0.523,0.081,0.11,0.288,1.884,0.692,1.133
0.386,0.204,0.153,0.275,0.373,0.28,0.245,0.716,0.163,0.303,0.433,0.275,0.253,0.877,0.485
0.078,0.632,0.854,0.507,0.298,0.077,0.317,0.675,0.452,0.261,0.322,0.122,0.568,0.246,0.209
0.362,0.547,0.278,0.168,0.59,0.887,1.222,1.35,0.079,0.021,0.699,0.19,0.072,0.422,0.141
0.457,0.512,0.335,0.608,0.375,0.601,1.144,0.487,0.106,1.42,0.536,0.008,0.111,0.148,1.073
0.333,0.35,0.604,0.247,0.745,0.537,0.218,0.26,0.355,0.806,0.326,0.202,0.433,0.083,0.729
0.21,0.237,0.684,0.45,0.269,0.48,0.775,0.934,0.204,0.295,0.427,0.702,0.147,0.749,0.145
0.456,0.252,0.552,0.979,0.101,0.292,0.741,0.309,0.331,0.682,0.05,0.215,0.407,0.224,0.215
0.306,0.065,0.193,0.797,1.348,0.273,0.005,0.138,0.519,0.932,0.164,0.587,0.413,0.837,0.976
1.008,0.075,0.529,0.526,0.112,0.096,0.435,0.87,0.475,0.107,0.451,0.349,0.969,0.023,0.264
0.278,0.26,0.161,0.254,0.023,0.244,0.367,0.912,0.455,0.043,0.713,0.53,0.215,0.034,0.23
0.292,0.015,0.344,0.294,0.324,0.195,0.022,0.816,0.84,0.194,1.382,0.09,0.538,0.095,0.179
0.703,0.103,0.698,0.445,0.423,0.146,0.23,0.496,0.265,0.562,0.82,0.992,0.951,0.341,0.497
0.248,0.104,0.467,0.395,0.718,0.185,0.433,0.138,0.109,0.697,0.266,0.579,0.412,0.203,0.289
0.471,0.143,0.378,0.25,0.475,0.215,0.042,0.051,0.386,0.349,0.467,0.659,0.255,0.806,0.006
0.136,0.519,0.319,0.054,0.067,0.621,0.089,0.144,0.298,0.052,0.205,0.183,0.271,0.054,1.316
0.056,0.109,0.0,0.071,0.147,0.212,0.117,1.099,0.855,0.364,0.273,0.048,0.289,0.703,0.419
0.212,0.121,0.346,0.099,0.372,0.859,0.134,0.13,0.042,0.283,0.547,0.067,0.963,0.108,0.741
0.373,0.7,0.143,0.173,0.117,0.348,0.224,0.254,0.142,0.616,0.88,0.23,0.48,0.314,0.049
0.279,0.025,0.679,0.236,0.325,0.211,0.55,0.528,0.825,0.146,0.418,0.53,0.286,0.215,0.674
0.702,0.296,0.675,0.351,0.299,0.096,0.646,0.103,0.663,0.201,0.761,0.248,0.11,0.096,1.113
0.345,0.297,0.097,0.534,0.251,0.021,0.489,0.398,0.366,0.701,0.758,0.497,0.69,0.014,0.207
0.276,0.219,0.083,0.567,0.135,0.439,0.034,0.358,0.25,0.174,0.223,0.234,1.133,0.305,0.645
0.136,0.094,0.142,0.655,0.056,0.587,0.846,0.214,0.372,0.467,0.869,0.073,1.166,1.315,0.858
0.085,0.121,0.265,0.097,0.647,0.876,0.058,0.062,0.763,0.433,0.151,0.301,0.261,0.909,0.031
0.057,0.444,0.192,0.123,0.251,0.014,0.066,0.047,0.784,0.568,0.22,0.357,0.119,0.32,0.819
0.866,0.672,0.257,0.596,0.45,0.195,0.35,0.056,0.54,0.641,0.172,0.817,0.555,0.493,0.549
0.317,0.395,0.272,0.113,0.21,0.639,0.685,0.241,0.793,0.482,0.459,0.111,0.355,0.504,0.447
0.777,0.645,0.487,0.17,1.046,0.581,0.25,0.616,0.573,0.816,0.781,0.508,0.262,0.146,0.076
0.459,0.262,0.149,0.456,0.236,0.527,0.145,0.466,0.059,0.595,0.942,0.146,0.902,0.112,0.606
0.484,0.01,0.772,0.332,0.16,0.219,0.869,0.427,0.625,0.37,0.942,0.603,0.407,0.298,0.108
0.309,0.599,0.309,0.334,0.247,0.084,0.226,0.633,0.019,0.445,0.09,0.3,0.416,0.503,0.808
0.026,1.1,0.614,0.934,0.054,0.193,0.348,0.161,1.335,0.114,0.883,0.717,0.246,0.86,0.029
0.395,0.566,0.194,0.192,0.662,0.071,0.756,0.405,0.345,1.262,0.246,0.584,0.357,0.188,0.859
0.469,0.027,0.723,0.904,0.159,0.297,0.902,0.155,0.202,0.481,0.485,0.136,0.795,0.407,0.068
0.534,0.82,0.208,0.265,0.298,0.032,0.273,1.274,0.145,0.237,0.323,0.937,0.304,0.244,0.071
0.167,0.498,0.112,0.626,0.708,0.161,0.409,0.294,0.727,0.143,0.828,0.201,0.165,0.002,0.046
0.527,0.814,0.146,0.048,0.278,0.083,0.342,0.441,0.244,0.173,0.008,0.406,0.02,0.309,0.504
0.668,0.682,0.584,0.342,0.759,0.087,0.124,0.884,0.468,0.579,1.166,0.12,0.307,0.812,0.453
0.427,0.284,0.07,0.175,0.198,0.571,0.069,0.416,0.366,0.372,0.195,1.183,0.328,0.114,0.647
0.123,0.746,0.079,0.481,0.441,0.319,0.373,0.384,0.319,0.186,0.092,0.71,0.287,0.33,0.134
0.141,0.174,0.228,0.118,0.393,0.217,1.83,0.534,0.434,0.46,0.249,0.353,0.544,0.371,0.428
0.166,0.012,0.074,0.375,0.313,0.442,0.741,0.89,0.78,0.512,1.033,0.852,0.792,0.078,0.067
0.167,0.307,0.612,0.506,0.319,0.0,0.117,0.363,0.088,0.458,0.572,0.209,0.298,0.564,0.428
0.678,0.775,0.08,0.622,0.482,0.01,0.527,0.653,0.558,0.598,0.296,0.415,0.161,0.696,0.713
0.321,0.265,0.763,0.067,0.348,0.206,0.035,0.538,0.558,0.102,0.069,0.972,0.709,0.979,0.669
1.005,0.45,0.214,0.368,0.042,0.444,0.169,0.563,0.057,0.465,0.858,0.2,0.156,0.6,0.617
0.14,0.27,0.445,0.003,0.141,0.796,0.166,0.398,0.706,0.097,0.894,1.101,0.817,0.794,0.183
0.62,0.234,0.665,0.439,0.762,0.477,0.592,0.444,0.404,0.187,1.847,0.627,0.302,0.274,0.676
0.057,1.371,0.093,0.329,0.257,0.823,0.217,0.699,1.083,0.152,0.776,1.105,1.077,0.066,0.402
0.032,0.982,1.175,0.495,0.264,0.407,0.187,0.259,0.221,0.229,0.237,1.128,0.287,0.111,0.16
0.319,0.072,0.011,0.183,0.082,0.023,1.308,0.99,0.057,0.057,0.252,0.063,1.048,0.466,0.262
0.041,0.193,0.214,0.187,0.317,0.285,0.246,0.788,0.42,0.752,0.781,0.051,0.38,0.241,0.562
0.063,0.255,0.084,0.384,0.642,0.281,0.931,0.324,1.047,0.916,0.162,0.939,0.733,0.528,0.015
0.094,1.529,0.339,0.562,0.304,0.171,0.316,0.381,0.574,0.621,0.301,0.732,0.805,0.972,1.641
0.078,0.58,0.386,0.524,0.049,0.373,0.16,0.015,0.121,0.049,0.42,0.209,0.518,1.16,0.29
0.023,0.591,0.282,0.617,0.896,0.429,1.352,0.276,0.025,0.359,0.026,0.104,1.041,0.231,0.458
0.426,0.368,0.367,0.002,0.716,0.313,0.056,0.762,0.559,0.278,0.706,0.19,0.325,0.605,0.263
0.444,0.156,1.134,0.366,0.095,0.109,0.362,0.176,0.453,0.401,0.55,0.717,0.837,0.432,0.698
0.667,0.182,0.921,0.308,0.473,0.427,0.033,0.56,0.639,0.039,0.122,0.658,0.017,0.4,0.279
0.259,0.024,0.085,0.236,0.939,0.717,0.111,0.579,1.501,0.249,0.523,0.338,0.349,0.02,0.138
0.029,0.173,0.094,0.439,0.102,0.306,0.345,1.019,0.563,0.104,0.81,0.812,0.226,0.7,0.273
0.109,0.42,0.218,0.238,1.152,0.109,0.481,0.667,0.247,0.752,0.298,1.075,0.316,0.135,0.015
0.667,1.006,0.098,0.476,0.188,0.677,0.086,0.229,0.18,0.767,0.551,0.941,0.093,0.746,0.691
0.099,0.072,0.689,0.32,0.035,0.245,0.174,0.627,0.356,0.166,0.065,0.415,0.765,1.223,0.193
0.273,0.305,0.108,0.59,0.482,0.193,1.539,0.223,0.697,0.276,1.21,0.527,0.024,0.218,0.47
0.671,0.147,0.601,0.484,0.371,0.079,0.087,0.432,0.128,0.802,0.95,0.234,0.75,0.271,0.642
0.677,1.05,0.168,0.686,0.67,0.286,0.714,0.296,0.865,0.043,0.704,0.075,0.621,0.075,0.272
0.29,0.195,0.689,0.235,0.496,0.416,0.984,0.697,0.385,0.777,0.253,0.509,0.077,0.524,0.484
0.809,0.433,0.589,0.159,0.376,0.781,0.299,0.766,0.565,0.059,0.315,0.68,0.313,0.107,0.539
0.011,0.085,0.033,0.412,1.019,0.461,0.468,0.005,0.858,0.4,0.027,0.426,0.45,0.147,0.018
0.379,0.127,0.447,0.156,0.209,0.275,0.669,0.251,0.304,0.334,0.383,0.101,0.593,0.31,1.386
0.142,0.177,0.519,0.293,0.507,0.281,0.035,0.386,0.07,0.463,0.005,1.046,0.445,0.054,0.114
0.355,0.251,0.341,0.209,1.085,0.544,0.672,0.068,0.338,0.042,0.175,0.902,0.039,0.131,0.314
0.086,0.128,0.139,0.197,0.025,0.016,0.411,0.567,0.293,0.314,1.068,0.87,0.075,1.308,0.397
0.38,0.454,0.559,0.066,1.357,0.451,0.011,0.459,0.25,0.079,0.714,0.651,0.329,0.321,0.312
0.075,0.644,0.289,0.171,0.529,1.081,0.392,0.005,0.192,0.598,0.819,1.241,0.484,1.107,1.055
0.359,0.418,0.82,0.241,0.078,0.212,0.276,0.074,0.676,1.013,0.827,0.254,0.638,0.197,0.131
0.26,0.321,0.799,0.442,0.105,0.098,0.79,0.167,0.232,0.722,0.513,0.62,0.695,0.667,0.319
0.106,0.482,0.02,0.32,0.21,0.753,0.455,0.157,0.371,0.355,1.193,0.718,0.171,0.539,0.171
0.021,0.222,1.173,0.195,0.253,0.4,0.664,0.376,0.071,0.674,0.539,0.333,0.748,0.618,0.377
0.007,0.268,0.165,0.174,0.004,0.024,0.334,0.357,0.509,0.107,0.568,0.05,1.231,0.014,0.028
0.645,0.276,0.279,0.12,0.267,0.468,0.233,0.459,0.362,0.253,0.059,0.414,0.085,0.136,0.042
0.482,0.023,0.517,0.007,0.438,0.028,0.341,0.618,0.221,0.351,0.371,1.01,0.082,0.803,0.392
0.772,0.031,0.594,0.243,0.721,0.375,0.459,0.256,1.265,0.213,0.927,0.148,0.012,0.809,0.537
0.555,0.373,0.435,0.066,0.037,0.329,0.521,0.487,0.661,0.462,0.281,0.452,0.454,1.119,0.96
0.019,0.601,0.152,0.201,0.25,0.688,0.661,0.422,0.07,0.697,0.164,0.183,0.272,0.097,0.622
0.296,0.271,0.526,0.516,0.412,0.05,0.854,0.096,0.611,0.732,0.023,0.598,0.256,0.253,0.034
0.098,0.484,0.075,0.057,0.299,0.502,0.113,0.31,0.589,0.955,0.778,0.411,0.329,0.383,0.657
0.618,0.003,0.174,0.431,0.304,0.5,0.275,0.002,0.591,0.049,0.086,0.05,0.473,0.187,0.189
0.122,0.227,0.208,0.632,0.36,0.002,0.29,0.474,0.564,0.111,0.343,0.47,0.565,0.753,0.612
0.287,0.875,0.508,0.261,0.532,0.567,1.069,0.034,0.677,0.563,0.329,0.518,1.023,0.209,0.84
0.232,0.217,0.212,0.045,0.255,0.407,0.023,0.42,0.004,0.378,0.025,0.168,0.025,0.372,0.53
0.059,0.022,0.784,0.363,0.423,0.666,0.009,0.042,0.501,0.377,0.906,0.452,1.068,1.226,1.306
0.203,0.26,0.255,0.231,0.011,0.877,0.604,0.016,0.308,0.127,0.177,0.317,0.688,0.003,0.868
0.117,0.121,1.121,1.17,0.51,1.365,0.014,0.088,0.236,0.323,0.499,0.762,0.795,1.333,0.296
0.268,0.266,0.298,0.611,0.24,0.415,0.17,0.029,0.968,0.366,0.412,0.563,0.242,0.528,0.182
0.031,0.1,0.068,0.548,0.684,0.177,0.123,0.498,0.03,0.574,0.326,0.019,0.287,0.14,1.033
0.353,0.202,0.727,0.161,0.573,0.014,0.402,0.039,0.951,0.012,0.194,0.015,0.173,0.312,0.788
0.1,0.067,0.423,0.048,1.177,0.146,0.175,0.209,0.337,0.048,1.225,0.226,0.433,1.163,0.269
0.145,0.092,0.098,0.319,0.039,0.562,0.084,0.356,0.762,0.549,0.079,0.191,0.281,0.092,0.024
0.523,0.202,0.058,0.516,1.03,0.6,0.4,0.527,0.772,0.437,0.054,0.025,0.373,0.448,1.192
0.604,0.462,0.183,0.281,0.234,0.058,0.615,0.664,1.123,0.166,0.333,0.272,0.069,0.459,0.245
0.268,0.068,1.036,0.063,0.567,0.142,0.635,0.429,0.269,0.03,0.062,0.379,0.145,0.206,0.042
0.328,0.137,0.9,0.379,0.345,0.411,0.561,0.229,0.084,0.017,0.32,0.88,0.978,0.024,1.165
0.596,0.085,0.145,0.366,0.639,0.407,0.155,0.171,0.445,0.37,0.564,0.39,0.363,0.162,0.684
0.296,0.699,0.11,0.004,0.122,0.514,1.585,0.092,0.77,0.074,0.427,0.439,1.222,0.375,0.776
0.279,0.329,0.462,0.244,0.049,0.756,0.538,0.343,0.061,0.474,0.427,0.785,0.251,0.033,0.937
