@RELATION SyntheticControl

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC

@DATA
0.026,1.048,0.997,0.026,4.212,0.075,1.236,2.756,0.437,1.478,0.115,1.045,1.589,1.353,0.77,0.346,0.229,2.586,1.395,1.001,0.173,0.319,3.88,2.051,0.731,0.15,0.992,0.339,1.05,1.221,3.7,0.673,0.884,1.114,1.452,0.606,0.217,0.832,1.314,0.377,1.393,0.837,2.681,0.786,0.524,1.709,3.469,1.508,0.498,2.451,1.427,1.113,1.452,2.509,2.894,2.866,2.488,0.551,0.95,2.485
1.091,3.389,0.336,0.586,0.703,0.198,2.327,2.638,0.2,4.376,1.451,1.769,0.486,0.181,1.192,0.282,1.049,1.696,1.267,0.358,1.943,0.1,4.052,0.781,2.986,1.565,2.885,0.942,1.412,1.388,1.808,1.336,1.426,1.726,1.237,1.606,5.664,2.812,1.681,0.383,3.044,3.489,1.386,0.036,0.366,0.27,1.828,0.555,3.197,0.568,3.383,0.877,0.611,5.823,0.215,1.321,0.892,0.557,0.098,2.474
1.381,0.852,0.605,2.644,0.345,2.405,1.531,1.638,1.436,0.556,1.702,3.368,0.16,2.293,1.055,0.419,2.64,1.985,0.159,4.005,1.553,0.177,1.81,0.196,1.105,2.427,2.063,0.118,0.265,0.83,1.059,3.231,1.185,0.976,0.429,0.259,0.369,3.824,0.844,0.392,2.85,1.278,0.543,0.333,0.709,1.863,2.662,0.234,1.153,0.478,3.648,2.027,1.15,0.349,1.998,3.458,0.791,2.533,0.529,2.521
0.957,1.57,1.531,1.597,0.607,1.832,1.793,1.98,0.699,1.124,2.808,4.794,2.578,0.321,1.966,0.444,0.787,1.237,1.174,2.042,0.135,3.578,1.744,0.332,1.525,0.877,1.154,0.367,1.41,0.662,1.404,0.983,2.076,0.112,1.976,0.665,0.553,1.541,0.514,1.915,3.848,3.862,1.963,1.944,2.869,0.139,1.801,2.541,0.815,0.79,0.18,2.409,1.661,0.822,1.973,0.017,5.227,0.879,0.876,0.578
2.916,2.393,3.436,0.644,0.539,3.697,1.391,0.724,0.948,0.272,0.181,1.164,1.559,1.903,2.658,0.842,0.049,1.115,0.031,0.954,1.107,0.458,2.182,0.419,1.675,1.184,0.776,1.412,0.15,0.072,0.89,0.177,0.257,0.129,2.209,1.887,1.129,1.216,3.179,1.065,2.225,0.338,0.264,2.193,0.613,1.319,0.642,1.766,4.054,1.031,1.292,1.225,0.279,1.466,1.25,1.935,0.295,3.104,2.607,0.745
0.051,1.145,2.065,1.144,0.966,0.103,1.143,0.128,0.437,2.582,1.504,3.137,0.659,0.348,0.527,1.662,1.234,1.526,1.053,0.651,3.475,2.599,0.343,2.033,0.197,0.909,0.338,0.356,1.765,0.572,0.507,1.742,3.025,1.843,3.286,1.326,0.469,3.068,0.965,1.206,0.762,3.054,0.433,3.248,3.229,1.337,0.977,2.366,1.768,0.09,1.69,0.309,0.471,1.564,0.749,1.597,1.686,0.429,0.744,1.887
1.123,1.306,3.688,4.991,0.254,0.014,2.782,1.227,0.747,1.506,5.152,1.477,0.502,2.564,2.715,0.352,1.331,0.818,0.362,0.732,2.05,1.067,1.874,0.193,0.418,0.278,0.927,1.537,2.033,1.936,1.629,0.81,1.311,0.306,0.644,0.303,1.543,2.311,3.166,0.366,2.162,0.061,0.659,2.914,1.458,0.666,0.923,1.522,1.364,1.484,1.684,0.68,1.871,1.821,1.527,0.736,0.837,2.195,1.746,1.685
3.587,1.815,1.882,0.048,3.127,0.438,0.585,3.889,2.917,2.078,1.819,2.266,1.976,1.028,2.579,1.15,2.41,1.816,1.013,3.437,1.443,0.285,3.06,2.387,1.595,0.066,1.483,2.096,2.674,1.173,1.742,1.531,0.417,0.136,2.191,0.637,1.627,2.206,1.966,1.37,1.574,2.764,0.348,1.334,5.797,1.202,0.866,1.057,1.026,0.651,2.089,0.772,3.707,0.403,1.62,1.961,1.607,3.424,1.245,1.054
1.492,4.505,0.357,3.209,3.06,1.238,1.134,1.338,0.173,2.892,1.935,3.424,0.42,2.832,1.387,1.446,1.764,2.791,0.177,2.025,2.126,0.319,0.015,2.765,0.352,1.87,1.577,3.261,0.733,0.676,1.753,1.959,1.765,0.198,2.775,0.093,1.556,1.394,0.896,1.142,1.89,0.83,0.733,2.597,0.254,0.218,5.959,1.381,0.831,1.951,0.923,1.681,1.898,0.545,1.958,1.05,1.47,4.639,0.289,3.757
3.252,2.066,2.564,1.528,2.309,0.406,0.533,0.953,0.046,3.43,0.607,1.053,0.451,1.773,3.349,0.676,1.57,1.534,0.823,0.953,0.912,1.881,0.355,0.132,0.347,1.184,0.531,0.451,2.134,0.009,0.032,1.417,2.236,1.572,1.043,0.923,0.485,1.474,0.783,2.933,0.017,1.356,0.757,0.024,1.3,1.219,2.294,1.219,0.528,0.008,1.069,4.496,1.912,2.357,3.582,2.689,3.249,1.605,2.293,0.805
1.206,0.884,4.734,1.114,2.249,0.04,0.281,1.29,1.574,0.083,4.616,2.999,0.821,0.063,2.525,0.783,5.427,1.415,0.618,0.956,1.96,1.099,0.731,5.035,0.203,0.231,1.777,1.156,0.786,2.966,0.128,0.047,0.644,1.18,3.104,0.744,1.834,1.604,1.471,0.848,3.909,0.659,0.723,0.437,2.166,2.87,2.538,0.933,2.8,3.592,2.538,2.527,2.015,0.44,2.189,0.566,2.617,1.135,3.027,2.752
3.002,2.369,2.682,2.5,0.95,1.122,1.694,1.439,1.182,4.697,4.622,1.091,6.07,1.587,2.532,1.863,0.098,1.678,0.648,1.609,3.38,2.265,0.273,1.417,0.02,1.067,1.057,2.774,0.98,3.317,1.952,0.729,0.495,1.611,2.111,0.628,2.492,2.453,0.761,1.4,1.463,1.51,4.241,0.053,2.577,0.073,2.219,2.15,1.627,0.456,0.285,0.907,0.384,0.652,1.734,2.281,1.762,0.925,2.659,4.698
0.292,2.562,1.093,1.707,1.212,0.281,1.621,0.38,1.307,0.122,1.641,4.091,1.538,0.456,2.426,1.97,2.917,0.176,2.578,6.363,1.038,1.78,2.377,1.923,2.811,1.881,1.405,1.372,2.601,1.193,0.428,2.595,0.369,1.703,0.623,0.319,0.174,3.643,0.523,1.172,1.81,1.471,1.314,1.437,2.372,0.264,0.97,0.331,0.541,0.904,0.218,0.391,2.25,1.455,1.34,1.927,0.778,0.367,1.236,1.709
1.228,1.759,2.791,0.057,0.397,0.933,2.129,1.047,1.093,1.704,1.88,1.073,0.735,0.293,0.541,2.227,2.779,0.316,0.977,4.139,1.059,0.821,0.397,1.078,0.96,2.431,0.849,0.204,0.772,0.828,0.699,1.893,0.474,1.103,0.431,0.459,0.269,0.798,1.159,0.43,1.557,1.325,4.099,0.243,0.236,0.194,1.545,1.682,0.283,1.539,2.667,0.901,0.604,2.525,3.631,2.889,1.017,0.066,3.751,0.24
3.317,5.601,2.644,0.295,2.377,1.735,0.672,0.77,1.007,3.826,3.302,1.022,1.093,0.526,2.316,1.803,0.188,2.821,0.28,2.938,3.752,1.157,0.775,0.549,2.977,0.825,0.69,2.874,0.677,2.28,0.458,2.492,0.591,0.2,0.809,1.21,1.997,0.913,0.029,2.771,2.882,2.086,3.978,1.554,0.904,3.041,3.4,0.152,1.621,2.623,0.835,0.45,2.038,1.363,0.761,0.028,4.389,1.569,4.476,5.092
2.711,3.467,1.729,2.251,3.161,0.195,1.052,0.245,3.031,3.127,3.591,0.219,1.367,0.04,1.907,1.872,2.232,1.428,1.751,1.41,2.194,2.206,0.38,1.896,1.757,0.046,1.397,0.245,0.8,4.252,0.314,2.255,1.483,2.073,1.831,1.24,2.482,0.807,0.447,1.633,0.641,2.249,1.186,0.781,0.068,0.197,2.802,1.232,0.299,0.883,1.331,1.847,1.756,1.553,1.013,3.809,0.433,0.217,3.05,1.794
2.77,1.006,2.313,1.311,2.228,0.122,1.453,0.412,3.241,0.192,1.948,0.513,0.201,4.55,1.484,3.26,4.114,1.325,1.53,0.149,0.073,1.144,0.78,4.228,2.039,0.716,1.149,0.441,0.813,0.767,1.274,0.235,0.765,2.554,0.882,0.605,0.866,0.463,0.918,0.572,1.447,0.723,1.643,3.005,1.775,4.198,1.08,0.207,2.518,0.165,3.682,3.453,1.036,3.43,1.996,0.565,3.964,2.037,1.359,0.156
0.704,2.104,4.066,5.777,2.802,0.507,2.912,2.393,2.379,1.74,2.387,0.257,0.295,1.011,0.872,0.241,1.534,2.193,3.614,1.476,2.673,0.163,0.964,0.586,0.621,3.632,0.259,1.865,1.748,0.199,2.295,0.593,0.383,0.628,1.051,0.256,0.275,1.998,0.387,2.132,0.206,0.014,0.288,2.708,1.337,0.386,2.078,1.035,3.049,1.053,1.288,2.791,2.702,0.64,0.055,1.432,3.605,0.352,3.895,2.219
0.468,3.941,3.115,2.61,1.051,0.003,2.243,1.881,0.457,4.796,0.584,3.036,2.632,2.799,0.501,0.095,2.422,0.858,0.955,1.43,0.835,2.628,0.753,3.762,2.113,0.499,2.288,0.131,0.453,1.607,1.282,1.123,0.111,1.662,1.455,2.056,0.325,4.061,1.062,1.693,0.565,3.428,0.974,0.2,2.265,0.66,0.305,2.61,1.251,1.248,2.312,1.495,1.953,1.462,4.22,0.757,1.14,1.426,3.598,2.44
1.819,2.767,1.815,0.619,4.614,1.108,4.953,3.799,1.505,1.342,1.998,1.742,2.664,4.175,0.388,0.662,2.406,0.37,0.247,2.994,2.159,0.778,1.02,0.226,1.841,1.683,1.437,0.083,2.644,0.329,0.475,0.564,3.414,0.545,2.887,1.414,1.516,0.175,1.837,0.091,2.108,1.069,0.545,1.791,1.621,2.357,3.608,0.062,0.364,1.844,0.355,2.617,0.106,1.707,2.751,4.439,2.161,1.35,1.199,0.135
2.991,1.137,0.705,0.481,1.491,0.376,0.177,0.695,0.65,1.288,3.186,0.316,0.012,0.986,1.379,0.131,2.071,2.864,2.901,2.396,1.74,1.297,0.078,0.91,0.823,0.321,1.97,0.338,2.477,0.948,0.366,0.76,0.303,1.041,1.91,3.144,1.036,3.709,2.667,3.654,1.231,0.791,0.371,0.183,3.845,1.082,2.179,0.346,1.852,0.63,0.671,4.744,0.289,5.758,5.454,1.173,0.484,0.287,1.934,0.022
0.17,3.137,1.247,2.604,3.852,0.12,0.449,0.637,1.155,3.184,1.258,1.635,1.424,2.477,1.521,0.433,1.606,1.607,1.623,2.396,3.416,1.057,1.206,4.117,0.097,0.937,0.354,1.138,0.925,1.074,0.397,0.136,0.953,0.781,2.255,0.855,1.234,3.691,0.245,0.178,1.957,2.158,0.145,2.143,0.457,1.421,1.23,0.265,0.298,0.424,0.608,5.769,2.974,2.062,4.85,0.371,2.277,1.903,2.891,2.467
3.834,1.7,3.994,0.968,2.195,1.122,2.44,1.075,5.072,0.469,3.316,0.647,2.91,0.079,0.384,1.181,5.436,1.64,1.031,0.394,0.039,0.307,0.058,1.72,1.35,2.215,0.008,0.708,2.958,1.038,3.215,2.26,0.823,0.793,0.95,2.138,2.123,1.065,0.295,2.756,4.052,2.407,2.283,0.107,0.962,0.912,0.921,1.941,1.037,0.464,1.322,0.607,1.328,2.583,0.334,0.184,0.449,1.448,0.811,0.304
0.967,0.754,2.82,0.681,0.751,0.394,1.98,1.678,2.443,2.341,3.024,2.256,0.857,1.647,0.799,1.333,0.046,1.718,0.796,2.006,0.075,0.419,0.106,0.36,1.228,1.654,1.567,0.854,0.831,0.393,1.629,0.632,2.008,0.594,1.99,2.364,1.509,2.147,1.364,0.746,0.38,0.462,2.31,0.602,1.712,1.498,2.209,1.987,3.065,0.557,0.266,1.012,0.747,2.205,0.464,3.177,3.594,4.557,2.589,0.76
2.199,0.588,6.86,2.538,0.48,2.372,3.735,2.463,2.787,0.201,0.985,1.744,0.553,0.52,0.717,3.94,3.861,0.52,0.791,3.531,0.148,2.943,0.158,1.869,1.485,0.694,0.432,0.631,2.281,0.571,0.192,1.344,3.904,0.237,0.671,1.58,2.147,0.406,0.047,2.273,1.253,2.187,0.061,0.773,2.972,1.895,0.149,2.328,1.095,1.221,3.613,1.603,3.09,1.675,0.256,2.352,0.227,0.076,0.533,3.897
4.576,2.918,0.974,1.18,0.085,0.992,0.207,0.467,3.485,1.58,0.854,1.553,2.344,0.378,2.476,2.129,2.461,0.985,2.686,0.035,5.29,2.651,1.75,0.77,3.323,4.915,0.377,0.432,0.503,2.574,0.727,1.151,0.648,4.416,3.621,0.216,0.104,0.224,3.133,1.9,2.618,0.127,0.94,2.414,1.253,0.487,3.17,0.241,1.622,2.602,2.851,2.864,1.613,1.111,0.665,1.395,2.61,0.073,4.499,1.627
3.973,1.684,3.229,4.328,2.69,2.52,2.712,0.315,4.307,0.224,2.188,1.036,2.034,3.298,1.3,0.858,3.134,1.468,0.469,0.358,3.33,1.825,1.182,0.408,3.13,1.221,0.415,2.084,0.304,1.756,0.298,2.152,0.046,4.188,2.266,0.281,0.07,2.197,0.01,1.303,0.839,0.202,1.046,2.722,0.184,4.225,3.54,0.392,3.199,2.141,1.231,2.785,2.04,1.539,1.651,0.694,2.821,2.53,0.541,0.392
2.772,0.433,1.642,0.991,2.105,0.182,0.71,2.56,0.922,0.914,3.337,0.24,0.231,2.469,5.516,3.608,2.242,2.041,0.332,0.324,1.044,2.117,1.307,0.885,1.164,3.888,2.304,3.983,1.595,0.411,2.368,2.453,0.31,0.569,0.485,1.78,0.966,0.641,1.543,3.006,0.312,0.433,0.191,1.548,0.589,1.7,4.97,2.229,0.557,1.035,3.897,0.191,0.486,1.987,0.492,0.597,1.275,0.941,4.037,3.564
1.729,0.633,0.68,2.516,0.151,1.845,2.025,1.436,0.485,3.212,1.814,0.869,2.567,0.87,0.509,1.394,1.056,2.133,0.982,1.31,0.929,0.607,0.911,0.335,0.275,0.756,1.811,0.86,0.203,0.746,0.368,0.37,0.489,0.344,0.682,0.081,1.001,0.586,1.254,0.371,1.863,0.179,0.423,0.544,1.263,2.539,1.293,1.312,0.5,0.216,0.695,0.16,1.04,2.708,3.789,1.024,1.323,4.728,0.115,1.007
2.058,3.358,0.989,2.886,2.009,2.232,0.259,1.105,0.572,0.851,0.509,0.775,2.169,1.523,1.35,0.559,0.604,0.109,0.2,1.172,2.159,1.156,2.208,1.439,3.508,1.58,0.305,2.028,0.566,1.244,1.15,2.323,2.193,5.013,2.238,2.139,0.254,0.862,1.041,1.856,1.152,1.393,1.173,1.596,1.02,1.398,1.272,1.45,0.605,2.677,1.559,0.589,2.27,4.041,2.537,0.189,2.48,0.441,0.834,4.619
1.159,0.077,2.062,0.595,2.406,3.188,3.087,0.306,0.71,2.541,4.479,1.516,1.209,2.053,0.734,0.201,3.213,0.607,0.859,3.96,2.07,0.242,0.162,0.414,0.264,0.411,1.249,0.462,0.487,1.96,0.906,0.264,2.597,4.133,0.305,2.242,0.433,3.334,0.456,0.092,0.615,2.253,2.291,0.766,0.22,1.091,1.34,1.327,0.255,0.733,1.373,2.148,1.054,0.547,1.278,2.082,1.097,1.105,1.111,1.875
3.869,1.264,5.161,0.88,2.421,1.402,2.945,1.508,1.528,1.27,1.158,0.305,0.267,5.446,1.016,0.975,0.307,1.297,1.232,0.696,0.468,1.356,0.383,2.172,0.813,0.716,2.253,0.12,0.764,2.635,1.18,2.55,0.053,0.41,1.501,0.739,0.19,1.763,1.66,3.728,1.18,0.021,2.391,1.847,1.9,2.222,2.848,0.549,2.394,0.799,1.84,0.314,0.674,0.093,1.643,0.798,4.89,0.94,1.492,2.73
0.2,0.907,2.161,2.647,0.958,0.89,1.865,1.521,0.439,0.268,4.322,1.089,1.348,0.147,0.007,1.618,1.001,1.461,1.528,0.525,1.312,1.664,0.117,1.509,0.18,1.921,1.286,1.099,1.897,0.195,0.912,1.921,2.248,2.488,0.714,1.982,0.675,1.94,0.199,1.542,2.145,1.294,4.867,0.859,1.708,0.217,0.094,2.311,0.186,0.12,2.778,0.944,1.231,0.511,1.148,2.655,1.156,0.49,1.511,2.482
3.572,4.117,2.043,1.558,2.464,1.352,2.649,0.167,0.645,1.699,1.475,0.861,2.387,1.814,0.017,1.582,0.037,2.129,3.429,0.88,0.834,1.624,1.333,0.653,1.335,2.879,0.862,0.335,0.133,0.585,1.883,3.539,1.661,1.094,0.694,2.818,0.407,2.508,2.1,0.798,2.14,2.217,3.877,1.167,3.306,0.982,0.022,0.798,1.798,0.544,2.109,1.009,0.145,2.724,0.391,2.915,0.018,0.198,2.744,2.22
0.787,1.88,0.917,1.835,2.074,0.437,2.726,0.419,4.917,0.743,2.283,0.693,0.321,2.467,0.367,0.414,1.679,0.075,3.68,0.239,0.818,1.331,0.72,2.289,2.425,2.31,0.024,0.014,0.944,0.735,0.379,0.244,0.562,0.626,1.113,1.392,0.063,4.442,0.903,1.01,2.062,1.145,1.393,0.902,1.468,0.567,3.421,0.996,0.213,1.221,0.233,0.203,2.32,5.159,0.596,1.579,0.579,3.091,3.22,1.151
0.612,0.95,1.519,2.45,1.372,0.879,4.132,2.765,1.927,1.145,0.111,1.238,2.161,0.532,1.04,2.727,0.132,1.702,1.251,3.875,4.641,0.473,1.817,1.804,1.618,0.293,0.186,2.912,1.51,0.117,1.125,0.602,0.571,1.477,2.022,2.192,2.714,1.231,0.56,2.003,0.007,1.441,0.026,1.729,0.762,0.326,0.085,2.349,2.475,0.318,1.784,0.494,1.909,0.421,1.748,3.006,0.272,1.009,6.68,2.724
0.016,1.122,1.636,1.466,1.411,0.674,2.557,1.026,1.881,0.297,3.991,2.435,0.929,1.374,1.326,1.312,3.053,1.229,3.676,0.053,1.066,0.246,2.923,1.766,1.176,1.968,0.444,2.114,1.22,0.225,0.367,0.314,3.389,2.0,0.566,1.374,1.066,0.79,0.674,1.799,1.104,0.343,2.319,1.735,0.707,0.49,4.01,2.124,0.142,0.752,3.405,0.497,0.39,2.328,2.253,3.102,1.994,2.171,1.76,1.936
