@RELATION SyntheticControl

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0, 4.0, 5.0, 6.0}

@DATA
-1.179,0.175,-2.394,-1.565,-3.024,-1.359,-0.53,2.122,-1.493,-0.506,-0.399,-1.783,2.336,0.887,-1.089,0.831,-0.737,0.692,0.659,-1.193,-0.903,0.16,2.94,5.073,1.289,0.241,1.335,-1.682,2.201,0.501,-5.352,-1.512,1.651,0.492,-0.412,0.868,-0.352,1.363,-2.611,1.605,0.6,-0.908,-2.49,-0.444,1.581,1.743,-3.138,0.674,1.101,-3.571,-0.362,-0.051,-3.51,-1.312,3.743,-3.251,3.611,0.863,0.662,-1.678,1.0
0.964,3.519,1.602,0.826,1.077,-0.198,0.056,-1.316,0.093,-0.369,-0.051,-2.004,0.247,-1.124,-0.156,0.067,-2.611,0.305,0.196,-1.123,2.169,-1.442,2.192,1.09,0.763,0.632,-3.798,-0.236,-0.5,-2.996,3.071,-2.793,-0.253,-1.217,-1.582,0.292,13.533,-2.577,-1.826,1.045,1.483,-4.212,0.77,-0.857,0.54,-1.108,-0.977,0.315,0.243,-1.317,2.559,1.426,1.713,2.742,0.496,3.001,-1.993,1.514,-1.157,-0.801,1.0
0.866,1.063,1.684,2.302,1.098,0.399,-0.239,-1.337,-0.814,1.89,-1.201,-2.615,-1.407,0.41,-0.514,0.778,-3.313,-3.297,-0.353,-5.381,-0.766,-1.198,1.467,0.842,1.097,3.898,-2.643,-0.848,0.866,-1.904,0.678,-0.266,0.126,-1.465,-0.116,0.199,1.342,-4.198,-1.673,-0.432,4.34,2.609,1.12,-0.003,0.671,0.264,1.486,-1.934,0.779,-0.728,2.231,-0.943,0.278,0.934,-1.401,3.126,0.924,1.09,1.254,-1.52,1.0
2.619,0.923,1.539,2.929,-1.585,0.055,2.776,-2.109,-0.863,-0.024,-3.362,2.966,-1.14,0.569,2.194,-0.563,1.138,-1.54,1.61,0.72,-0.266,-5.281,-0.151,-0.938,-4.996,-0.612,0.781,-0.765,1.876,2.605,0.304,-0.623,2.771,0.063,-0.806,0.511,2.389,1.529,-0.104,0.493,4.218,1.38,-2.419,-1.21,3.441,-0.728,1.796,1.096,-2.076,-0.464,0.414,1.831,-1.528,1.138,3.773,1.127,4.529,-0.366,1.706,-1.596,1.0
0.114,2.998,-2.02,-1.293,-0.456,0.047,-1.088,-1.6,0.506,0.51,0.464,0.449,0.535,1.807,-1.394,-1.446,0.457,-2.908,-0.361,0.899,0.885,0.009,3.138,0.103,-3.184,2.551,-3.256,-0.247,-1.758,0.729,1.719,-1.283,0.337,0.162,-4.005,0.398,1.331,3.067,-3.095,2.251,-0.201,-0.104,1.021,0.095,0.137,2.435,-0.177,-0.637,7.581,-0.493,0.692,-1.084,1.488,1.723,-0.419,-1.805,-1.467,-1.247,-3.311,-2.062,1.0
-0.906,2.825,-1.559,-2.184,-0.824,0.726,-1.062,1.062,0.049,1.963,0.869,-3.219,0.812,-0.523,0.55,-5.449,1.925,1.94,3.666,0.212,0.276,-1.628,-0.482,-1.844,0.063,0.493,0.389,-1.46,0.806,1.325,1.023,-4.016,-0.543,-0.365,2.716,2.609,-0.655,3.731,-0.42,1.408,1.209,4.854,1.115,3.781,0.634,1.943,2.541,-2.597,5.01,1.352,-3.226,-0.163,-0.012,0.696,0.54,-2.671,2.208,-1.146,-2.285,2.592,1.0
-1.021,-1.164,2.858,-5.5,-1.218,1.237,3.817,-2.544,2.131,-1.054,7.152,1.849,0.651,-1.569,3.655,1.24,-1.593,-2.415,-0.052,-0.9,-1.348,0.228,-0.365,1.31,0.474,1.893,-0.387,2.097,-0.508,1.515,-1.105,-0.262,-0.641,1.147,0.161,-1.749,-2.039,5.396,-1.415,0.297,-3.109,-1.401,-1.413,0.335,0.442,-1.636,1.598,-0.791,-0.325,-0.99,1.44,-1.95,1.223,-4.821,0.107,-0.433,-2.328,3.264,-0.016,0.774,1.0
0.702,0.794,-1.467,-1.67,-0.376,0.099,1.611,3.425,-0.933,2.039,0.938,-0.326,-0.888,-0.956,-7.533,4.059,-3.762,0.602,0.605,0.37,-1.042,-0.047,3.631,2.616,-1.288,-0.659,-0.788,4.868,2.821,1.383,3.373,-4.614,1.419,0.602,1.11,1.926,-3.836,2.582,3.305,0.774,0.614,-2.724,1.67,-0.875,-4.397,-1.879,-0.609,1.7,1.378,-0.792,0.127,-0.108,-2.02,2.297,-2.206,1.333,1.936,-4.636,-0.774,-1.862,1.0
1.919,-1.954,-1.651,0.22,3.229,0.057,0.354,-1.641,0.623,-2.543,1.986,5.603,0.197,-5.036,2.352,-1.059,-1.43,-1.02,-0.261,0.276,1.659,0.283,-1.335,-4.881,0.629,-0.595,1.618,-2.037,-2.209,-0.091,-0.51,0.21,0.419,0.403,2.651,-2.03,-0.689,-0.297,2.149,-1.697,2.798,1.612,1.161,0.27,0.536,-0.594,4.605,-2.074,-0.996,-0.278,-0.224,-2.715,1.967,1.69,-0.929,-1.309,2.28,-0.753,-1.203,0.445,1.0
-6.75,-2.998,-0.09,2.834,2.083,-1.726,0.447,1.178,1.727,4.122,-1.726,-0.251,0.507,-2.439,-0.346,-0.69,-1.835,-3.149,0.518,2.73,-2.703,-0.036,2.221,1.898,-0.869,-0.718,1.388,-1.173,-1.189,0.484,-0.287,1.17,0.774,-0.46,-0.863,-0.988,0.467,-2.695,-1.463,-3.812,-0.463,2.042,-0.23,0.518,1.206,-0.557,-1.228,-0.048,-0.32,-0.706,-0.225,4.333,0.323,-3.58,-0.1,2.059,-0.222,3.336,2.334,-1.753,1.0
0.782,0.114,-3.109,0.832,1.029,-0.366,-0.155,2.672,0.478,0.857,4.341,-5.501,0.352,-1.294,-0.024,-2.733,-3.577,2.444,0.248,1.927,0.722,-1.665,-2.552,-5.006,-0.945,0.72,-1.189,-1.325,-1.138,-1.789,1.181,1.341,-1.809,0.962,-0.319,0.489,1.415,1.316,3.931,0.815,-0.027,0.773,0.514,1.208,0.473,1.969,0.361,-1.216,-3.458,-1.662,1.209,-5.399,-2.788,-1.062,-1.47,-0.926,-3.987,0.735,4.844,-0.447,1.0
-1.904,-4.55,0.909,4.157,0.529,-0.277,4.585,-3.799,1.619,-2.36,-3.67,2.034,-3.133,3.315,2.751,-0.75,1.681,-0.879,-1.411,-3.393,3.22,-2.517,1.31,1.919,0.727,-1.618,0.917,-2.105,-0.429,-4.545,1.608,0.81,0.405,-1.877,-2.27,-0.728,-2.177,-1.57,0.182,0.198,-0.97,-1.935,-5.476,-1.384,-2.459,-1.092,3.406,0.001,-0.799,-0.988,0.405,-2.101,0.57,-0.752,1.612,-1.565,-2.856,-0.992,-1.772,-0.71,1.0
1.937,-1.816,1.288,0.359,-2.211,1.301,-1.669,0.29,-4.175,0.881,-1.336,-1.444,2.642,0.032,3.148,-4.901,-1.343,-0.729,1.657,-7.02,-2.729,0.414,1.562,-2.618,-4.231,2.942,-0.146,-1.824,1.362,-0.352,-0.108,6.404,0.989,2.63,1.604,0.705,0.44,4.981,-1.198,-2.439,2.666,0.75,0.393,-0.514,2.74,0.875,0.674,0.137,0.637,-0.521,1.044,-0.237,-1.607,2.075,1.56,-1.918,-1.701,-1.124,1.819,-3.08,1.0
0.113,-2.238,-3.596,0.126,-0.784,-0.792,0.756,2.155,-1.058,0.606,-3.861,1.436,1.446,-0.177,-0.171,-0.63,-4.42,1.65,0.573,2.405,-2.806,-0.923,1.058,1.412,0.743,0.716,-0.038,1.245,0.908,0.404,1.007,-0.066,1.143,-0.656,-2.081,1.685,1.374,-0.147,-1.136,1.249,1.332,-2.885,6.453,0.41,-0.191,-0.534,-0.29,-0.613,0.02,-1.957,1.856,-0.303,-0.252,0.704,-7.24,-0.112,-1.914,0.096,1.197,1.175,1.0
7.137,11.589,-1.342,-0.282,0.091,-0.786,1.385,0.613,2.963,-1.043,2.894,-1.002,0.088,1.422,-0.798,-1.048,-0.007,0.772,-1.448,-4.547,-2.766,1.53,-0.412,2.092,-5.558,-0.467,-0.323,0.125,0.128,-0.512,-1.87,1.554,-0.168,-1.482,-0.198,-1.138,1.663,0.849,-1.323,5.046,3.059,1.991,3.103,1.17,-0.978,-0.605,-3.949,-1.008,3.102,2.317,-1.913,-0.663,1.813,1.319,-0.116,-0.105,-3.918,-1.403,0.081,2.291,1.0
-1.083,-0.021,1.651,-1.793,5.924,0.016,0.644,-0.669,-0.974,2.495,6.508,2.062,-3.1,1.889,1.286,1.033,-0.155,-1.127,0.57,-0.364,0.083,0.175,-1.883,0.181,1.721,-1.344,-0.65,1.296,-0.714,5.264,-1.017,1.282,-0.947,-2.448,0.624,-0.71,-5.242,-0.002,-0.872,2.311,0.818,4.318,1.244,-1.922,1.918,-0.345,1.915,-1.315,0.925,1.279,1.534,-2.099,3.516,1.415,-0.637,-3.654,1.206,-0.128,5.441,0.275,1.0
-5.935,-0.496,3.237,-1.17,-2.992,-1.394,1.39,0.901,3.611,1.115,2.127,-1.433,1.449,-0.321,-0.136,-4.177,3.264,0.002,1.166,-0.302,0.723,-2.491,1.274,-3.234,0.044,1.88,-0.03,-0.98,0.289,0.294,0.002,-1.617,2.324,2.88,-1.846,0.722,-0.106,0.233,0.005,1.384,-3.503,0.283,-1.737,1.009,1.205,1.651,-1.008,1.531,4.012,-1.439,2.689,-2.214,0.653,6.649,-3.018,1.375,-1.977,2.094,0.91,-0.463,1.0
-1.546,0.215,-3.45,7.499,-0.603,-1.481,1.013,3.938,2.748,2.447,-0.432,0.114,1.484,1.285,0.443,0.665,2.79,1.58,0.73,-0.018,2.496,-1.706,-1.3,-0.413,1.242,5.684,1.421,-3.089,1.376,-0.08,-0.343,1.947,1.314,-1.006,-0.311,0.444,-0.78,0.865,-1.999,-3.19,0.559,1.112,0.821,-3.756,0.429,0.022,-2.228,-2.283,3.49,-2.284,0.432,-7.179,1.67,-1.977,-0.95,-1.189,-2.581,-0.853,-0.644,-0.494,1.0
1.778,-3.456,-0.081,-2.559,-1.033,-1.505,-3.008,0.464,-0.172,-3.631,-1.12,-2.94,0.476,-1.416,1.812,-0.827,-1.476,-1.661,1.088,-0.289,-0.522,3.461,0.485,0.042,2.583,-0.741,-3.09,0.245,0.496,-1.899,2.682,-0.614,0.091,2.194,-1.05,-4.786,-0.199,4.789,0.975,-0.498,-0.939,3.483,0.34,-1.815,0.706,2.43,0.066,-2.587,0.686,-0.475,4.053,1.593,0.515,-0.834,-5.737,-0.674,-0.183,0.311,1.401,-0.978,1.0
2.965,1.912,-1.01,0.763,6.967,-1.246,0.095,2.771,1.309,-1.739,0.693,-1.929,-0.23,1.094,0.058,1.275,0.924,0.736,-1.346,2.381,5.776,1.011,-0.102,1.854,0.3,0.437,-0.421,-1.149,-1.484,-0.736,1.437,0.092,2.459,1.033,2.221,-1.309,-0.307,0.942,0.509,-1.477,7.322,-1.752,-1.869,1.765,-2.805,-1.241,-4.472,0.241,1.67,-0.982,-1.124,0.559,0.766,-0.752,4.093,1.816,-1.957,0.189,-0.121,-1.149,1.0
0.14,2.155,-1.072,-0.909,-1.723,0.815,-1.148,0.359,-1.098,-0.298,0.707,-0.014,-1.327,-1.134,-2.228,-0.059,-3.002,2.735,-3.831,-0.236,6.363,2.311,1.152,0.789,0.336,-0.993,1.923,0.17,-1.505,-0.145,1.023,2.017,-0.126,-2.728,-1.304,-10.253,2.428,2.825,5.43,-3.437,1.481,0.301,0.996,1.446,-0.874,-0.228,4.924,-0.823,0.034,-0.178,-1.646,1.983,2.079,-5.828,3.177,-0.39,1.049,-1.165,2.973,0.085,1.0
0.557,0.073,-0.896,1.876,6.413,-0.462,-0.734,-0.604,-2.57,-0.646,1.903,3.612,0.072,-1.461,-1.601,0.267,0.72,-2.159,0.762,-3.861,4.491,-2.849,-0.674,6.653,1.374,-0.008,-1.707,0.283,-1.583,-1.858,0.126,1.411,-0.268,0.017,-3.755,-0.033,-0.427,-1.497,0.306,1.674,-2.858,-1.18,-1.528,-3.115,-1.415,-1.826,1.079,0.704,0.754,0.108,-1.359,8.127,-1.962,3.18,1.057,1.029,-0.121,2.079,-4.637,1.713,1.0
-0.349,-1.253,-4.752,-1.831,-3.843,-1.189,1.963,2.639,-9.208,0.135,-1.763,0.597,-0.031,-0.368,-0.127,-1.499,4.606,-0.969,4.375,1.903,-1.569,2.221,-0.231,-1.182,1.078,-4.772,1.705,-0.922,-3.861,1.841,2.087,1.131,1.145,-1.049,-0.523,-2.145,-2.723,-0.45,0.003,2.509,-3.443,1.328,-0.099,-0.262,-2.047,0.473,-0.647,0.003,-0.068,1.369,1.197,1.463,-1.365,-2.289,1.147,1.709,1.648,-0.067,2.221,-1.128,1.0
-1.699,0.925,-1.997,-1.235,0.483,0.273,3.051,0.861,-0.166,-1.408,-0.87,-2.277,-1.182,-2.365,-1.74,0.477,-1.211,1.614,0.246,-1.726,1.839,-1.082,1.307,0.859,-2.035,1.964,-2.013,1.007,0.188,-0.334,0.533,-0.451,0.698,-0.879,-0.664,-5.99,1.531,1.361,0.664,-0.085,-0.156,1.197,-1.76,-0.274,1.393,0.013,0.731,1.716,-5.074,-0.274,0.95,0.56,2.454,-2.97,0.413,10.885,1.42,-2.862,4.211,0.555,1.0
-0.791,0.985,-8.06,3.783,-1.191,0.796,4.854,0.769,4.188,-0.359,2.969,0.154,-0.103,0.191,-0.214,-0.277,1.546,1.187,-0.142,1.463,0.483,-0.481,-0.143,1.186,-2.758,-1.096,2.069,0.605,-0.707,-0.529,-0.665,-0.146,-2.946,-0.079,1.714,-1.661,0.861,2.0,-0.226,1.414,-0.667,-0.133,-0.819,-0.842,-1.225,-2.901,-1.31,-4.02,0.472,-0.053,0.65,0.721,3.148,-1.071,-1.548,-2.292,1.247,-1.393,-2.029,3.322,1.0
-8.306,-1.508,0.645,0.132,0.593,-0.555,0.36,0.133,-0.398,1.734,0.224,-0.038,-1.643,-1.073,-0.114,-4.686,2.237,1.47,0.238,0.0,1.234,4.485,0.467,1.817,1.73,-1.061,1.213,0.619,-0.911,6.488,-0.006,-2.896,1.141,-2.585,4.637,1.248,0.598,1.316,1.316,-2.894,-4.192,0.722,-1.206,-2.343,-0.406,-0.765,3.718,-1.212,2.562,-0.521,0.142,-1.672,-1.62,-1.148,-0.069,0.401,-0.857,0.142,8.298,0.293,1.0
-0.024,1.704,0.08,-0.556,-1.49,3.513,3.778,-1.43,1.842,-0.649,1.0,-1.319,1.383,9.659,-2.088,-0.016,2.765,-0.994,-0.523,0.618,-0.63,-0.896,-2.363,0.551,0.474,0.344,0.765,3.623,-0.798,-1.353,0.136,-5.078,-0.509,11.872,0.639,0.538,-0.898,3.669,1.08,-0.218,2.303,-1.433,-2.337,2.148,0.588,-2.351,-3.317,-0.061,-3.2,-2.292,0.547,0.834,2.218,-1.963,1.106,2.125,3.329,-2.481,-1.255,0.225,1.0
-3.68,1.702,-1.903,-2.082,4.481,-1.742,2.571,1.328,-0.559,-0.351,-4.052,0.659,0.376,-3.44,9.65,3.622,1.856,-1.672,0.379,-1.204,-1.505,-0.275,1.127,-0.779,-2.301,-4.321,0.428,-5.332,0.068,-0.936,-0.275,-2.203,-1.179,1.108,2.071,1.366,0.542,0.144,-3.848,0.801,-0.569,1.205,-1.477,0.218,-0.539,0.17,3.039,0.64,-0.4,-1.813,3.475,-0.491,-0.891,2.583,-2.109,-1.946,-0.798,0.259,2.105,0.155,1.0
-1.021,1.368,1.149,1.03,-0.078,1.483,0.111,0.503,1.908,-4.821,-0.564,-0.545,-0.899,-0.529,1.161,-0.993,-1.134,0.411,-0.911,1.324,-0.886,0.225,-0.207,-1.319,0.303,0.435,-2.295,-2.201,1.697,0.494,0.301,-1.081,1.262,2.022,-0.55,-1.355,-0.326,-0.598,0.799,0.038,-2.373,-0.085,1.433,-1.091,1.172,-3.754,-2.675,2.391,-1.663,0.866,0.116,0.059,-1.514,-2.328,-4.961,0.687,0.956,-0.663,0.325,0.715,1.0
0.979,2.969,-1.923,1.836,-0.4,-1.343,-0.005,-1.417,0.183,1.646,-1.568,0.446,-2.35,2.13,0.448,-2.058,1.048,0.692,0.843,0.346,-0.507,-0.376,-1.008,2.475,-3.922,2.721,-0.031,0.005,-1.232,0.161,-3.702,1.385,-1.179,5.926,-1.361,-2.109,-0.511,0.44,-0.019,0.954,0.374,1.855,0.223,2.561,0.827,2.191,0.48,-1.353,1.399,-1.602,0.303,0.411,-1.035,-6.494,0.033,1.488,-0.74,-0.226,0.614,0.225,1.0
0.171,-1.575,-2.203,-0.143,0.779,4.304,-1.72,0.772,2.319,-0.143,5.375,-1.809,2.469,0.821,-0.776,1.25,3.08,-1.132,0.428,-5.476,1.816,0.032,0.929,-1.498,0.305,-1.432,-2.283,-0.31,0.128,-2.798,1.42,-1.275,0.426,0.539,-1.363,1.018,1.158,0.268,-0.885,-0.411,-0.075,-6.073,-0.025,0.498,-0.258,0.398,1.088,2.633,1.23,1.692,0.533,0.85,3.043,-1.604,-1.57,3.309,1.008,-1.912,0.169,-1.31,1.0
