@RELATION ItalyPowerDemand

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
0.008,0.937,1.403,0.702,0.113,0.555,1.111,0.729,0.213,0.318,0.288,1.44,0.605,1.07,1.906,0.233,0.091,0.398,0.623,0.111,2.162,2.13,0.82,0.963
2.133,0.266,0.929,0.611,0.492,0.186,0.292,0.732,0.88,1.121,0.036,0.954,0.324,0.511,0.822,0.614,0.239,0.826,1.625,0.318,1.003,0.576,0.854,0.075
0.851,0.338,0.81,0.299,0.008,0.623,0.131,1.113,2.937,0.786,0.336,0.014,0.47,0.059,0.611,1.239,1.267,0.966,0.393,2.04,1.602,1.992,1.32,2.265
0.005,1.344,0.478,0.549,0.243,0.127,0.471,0.878,1.559,2.137,0.053,1.05,0.682,0.904,0.633,0.933,0.429,0.176,1.187,0.397,0.098,1.821,1.873,1.174
0.287,0.104,0.056,0.516,0.457,0.268,0.711,0.463,1.26,1.272,1.265,1.904,0.865,0.039,1.316,1.675,0.102,0.214,1.038,0.086,0.028,0.224,0.623,1.47
0.631,0.932,0.954,0.644,0.479,0.29,1.359,0.932,0.109,1.786,0.21,0.604,0.208,0.994,0.235,0.66,0.953,0.883,1.564,0.288,1.401,0.066,0.859,1.947
0.023,1.592,0.03,0.464,0.072,1.118,0.491,0.831,0.339,3.18,0.281,0.186,0.624,0.224,0.849,0.156,0.324,0.026,0.724,0.249,2.955,0.458,3.097,3.862
0.211,0.124,0.011,0.522,0.12,0.535,1.357,0.178,0.61,1.948,0.559,0.343,0.04,0.409,1.128,1.611,1.071,1.975,1.742,2.694,1.584,1.591,2.712,0.116
1.642,1.232,0.211,0.747,0.661,0.247,0.823,0.64,2.607,0.495,0.936,0.531,0.731,0.39,0.238,0.43,0.264,0.317,0.179,1.025,0.258,1.23,1.407,1.571
0.299,0.947,0.276,0.953,0.342,1.216,0.516,0.659,0.825,0.924,0.097,0.748,0.095,0.046,1.585,0.634,0.282,0.581,2.746,0.853,2.354,0.343,0.272,0.32
1.804,0.865,1.135,0.099,0.337,0.572,0.689,0.614,1.505,1.386,0.127,0.911,0.557,0.732,1.434,0.864,0.402,0.323,1.378,1.071,2.037,1.124,1.081,1.226
2.987,0.535,0.413,0.358,0.769,0.337,0.707,1.845,0.641,0.109,0.745,0.644,0.438,0.042,0.41,0.798,0.916,1.296,1.47,2.794,0.817,0.502,1.23,0.748
1.066,1.295,0.019,0.323,0.092,0.666,1.016,0.878,0.122,1.868,1.041,0.046,0.212,0.564,0.9,0.133,0.945,0.399,1.15,1.246,0.111,2.559,0.481,0.277
0.936,0.821,0.243,0.193,0.256,0.19,1.095,1.026,1.602,2.424,0.344,0.456,0.521,0.342,0.016,0.906,0.643,1.49,1.558,1.715,0.114,0.2,0.34,0.675
0.245,0.875,0.245,0.264,0.303,0.098,0.323,0.208,0.677,1.807,1.663,0.446,0.896,0.73,0.989,0.5,0.845,0.407,2.189,0.042,1.145,1.097,0.191,1.934
1.548,0.708,1.232,1.285,0.372,0.008,0.725,0.101,0.868,0.26,0.09,0.152,0.619,0.338,1.248,0.361,1.068,0.486,1.479,0.349,0.897,1.113,0.71,1.445
0.264,0.413,0.431,0.072,0.568,0.717,0.067,1.561,1.161,0.323,0.977,1.272,0.947,0.295,1.701,0.397,0.766,1.238,1.039,2.252,0.784,1.381,1.714,2.07
1.521,0.382,0.258,0.86,0.413,0.119,0.089,1.693,0.365,2.38,0.25,0.633,0.139,0.355,0.465,0.365,0.176,1.033,1.602,1.233,1.516,0.079,0.289,0.918
1.065,0.088,0.316,1.091,0.065,0.301,0.263,1.257,1.159,0.288,0.566,0.004,0.834,0.703,0.893,0.077,0.643,0.438,0.321,0.713,1.798,0.829,0.757,0.489
0.017,1.502,0.013,0.364,0.01,0.393,0.31,1.241,0.256,0.211,0.427,0.098,0.668,0.074,0.802,1.666,0.542,0.249,0.735,0.195,1.692,0.146,1.099,1.17
0.073,0.436,1.26,0.326,0.219,0.14,0.606,0.765,1.264,1.891,0.066,0.591,0.481,0.651,0.511,1.454,1.437,1.795,0.509,1.509,2.497,1.244,2.138,0.49
0.862,0.13,0.126,0.369,0.328,0.805,0.814,0.752,0.583,0.502,0.065,0.7,0.243,0.47,1.048,0.06,1.378,0.367,0.623,0.161,0.984,0.01,0.607,1.155
0.078,0.583,0.02,0.141,0.663,0.294,1.092,0.442,1.104,1.629,0.37,1.705,0.292,0.624,0.945,0.202,2.193,0.694,1.099,1.359,0.299,1.135,0.395,1.408
0.895,0.338,0.629,0.687,0.059,0.219,0.104,0.898,1.957,2.748,0.265,0.272,0.24,0.508,1.018,0.795,0.111,0.276,1.128,0.307,0.345,1.056,1.13,1.236
0.791,0.289,0.218,0.819,0.46,0.202,1.271,0.007,0.251,0.194,0.527,0.476,0.215,0.838,0.072,0.565,1.533,0.208,0.169,1.576,1.154,1.556,0.566,1.096
2.677,0.91,1.515,0.012,0.694,0.103,0.34,1.028,0.955,1.056,0.182,0.186,0.189,0.242,1.466,0.875,1.23,0.466,0.258,0.529,0.721,1.434,0.877,1.251
1.621,0.704,0.64,0.454,0.661,0.849,1.531,0.303,1.471,1.449,0.637,1.264,0.771,0.321,1.567,2.408,0.088,0.741,2.178,0.188,2.833,2.387,1.778,0.59
0.803,0.721,1.0,0.067,0.561,0.399,0.781,0.439,0.042,2.305,0.671,0.108,0.499,0.308,0.26,0.805,0.879,0.268,1.235,0.171,1.062,1.184,2.379,0.541
1.634,0.437,1.747,0.522,0.157,0.197,0.4,0.924,0.256,0.221,0.517,0.37,0.529,0.624,0.502,1.184,0.114,0.308,0.325,0.709,0.908,0.127,0.636,0.24
2.664,1.556,1.678,0.698,0.08,0.32,0.379,0.326,3.068,1.192,0.63,0.005,0.884,0.428,0.393,0.148,0.971,1.721,0.562,0.302,1.077,1.978,0.951,0.754
1.569,2.483,0.944,0.839,0.726,0.071,0.453,0.325,0.645,0.507,0.047,0.596,0.351,0.225,0.535,0.159,0.413,2.037,0.506,0.885,1.45,0.782,0.621,2.312
2.06,0.268,0.755,0.173,0.134,0.806,0.076,0.938,0.269,0.916,1.025,1.309,0.197,0.834,0.604,1.429,0.064,2.06,1.331,1.105,0.404,3.217,0.23,0.343
0.054,0.939,1.445,0.353,0.682,0.45,0.231,0.557,0.463,1.531,0.565,0.444,0.074,0.646,0.672,0.618,1.737,1.581,0.003,0.727,1.627,0.885,0.619,1.752
0.867,0.085,0.643,0.702,0.19,0.724,0.126,0.068,1.173,0.156,0.466,0.104,1.043,0.251,0.59,1.519,0.52,0.027,1.272,0.415,0.677,0.305,0.929,0.929
0.348,1.087,0.539,0.549,0.293,0.386,0.237,0.523,1.178,1.149,0.646,0.33,1.16,0.062,0.251,0.162,1.11,0.834,0.081,2.892,1.224,0.576,1.369,1.092
1.18,1.242,0.017,0.079,0.231,0.354,0.232,1.205,0.204,0.581,0.041,0.462,0.884,0.19,0.856,1.631,0.547,2.083,1.368,0.249,0.412,0.39,1.139,0.749
1.67,0.541,0.517,0.347,0.157,0.075,1.331,1.082,1.468,1.318,0.538,1.32,0.81,1.063,0.513,0.867,1.513,0.029,1.558,1.086,0.465,0.798,1.59,2.828
0.45,0.751,0.707,0.225,0.403,0.184,0.158,1.094,0.485,0.071,0.692,0.085,0.506,1.108,1.178,1.017,0.334,0.613,0.861,1.397,1.131,1.698,2.089,2.195
1.325,0.679,0.729,0.766,0.764,0.408,0.286,1.22,1.197,0.514,0.218,0.47,0.833,0.314,0.393,0.036,0.672,1.283,0.843,1.635,1.148,1.473,0.406,0.87
