@RELATION SyntheticControl

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC

@DATA
0.018,0.734,0.698,0.018,2.948,0.053,0.865,1.929,0.306,1.035,0.081,0.731,1.112,0.947,0.539,0.242,0.16,1.811,0.977,0.701,0.121,0.224,2.716,1.436,0.512,0.105,0.694,0.237,0.735,0.855,2.59,0.471,0.619,0.78,1.016,0.424,0.152,0.583,0.92,0.264,0.975,0.586,1.877,0.55,0.367,1.196,2.428,1.056,0.349,1.716,0.999,0.779,1.016,1.756,2.026,2.007,1.741,0.385,0.665,1.74
0.764,2.372,0.235,0.41,0.492,0.139,1.629,1.847,0.14,3.063,1.016,1.238,0.34,0.126,0.834,0.197,0.734,1.187,0.887,0.251,1.36,0.07,2.836,0.546,2.09,1.096,2.019,0.66,0.989,0.971,1.265,0.935,0.998,1.208,0.866,1.124,3.965,1.968,1.177,0.268,2.131,2.442,0.97,0.025,0.256,0.189,1.279,0.389,2.238,0.398,2.368,0.614,0.428,4.076,0.151,0.924,0.624,0.39,0.069,1.732
0.967,0.596,0.424,1.851,0.241,1.683,1.072,1.147,1.005,0.389,1.191,2.358,0.112,1.605,0.738,0.294,1.848,1.39,0.111,2.803,1.087,0.124,1.267,0.137,0.773,1.699,1.444,0.083,0.186,0.581,0.741,2.262,0.83,0.683,0.301,0.181,0.258,2.677,0.591,0.274,1.995,0.895,0.38,0.233,0.496,1.304,1.863,0.164,0.807,0.335,2.554,1.419,0.805,0.244,1.399,2.42,0.554,1.773,0.37,1.764
0.67,1.099,1.071,1.118,0.425,1.282,1.255,1.386,0.489,0.787,1.965,3.356,1.805,0.224,1.376,0.311,0.551,0.866,0.822,1.43,0.095,2.504,1.221,0.233,1.067,0.614,0.808,0.257,0.987,0.464,0.983,0.688,1.453,0.078,1.383,0.466,0.387,1.079,0.36,1.341,2.693,2.703,1.374,1.361,2.008,0.098,1.261,1.778,0.57,0.553,0.126,1.686,1.163,0.575,1.381,0.012,3.659,0.615,0.613,0.405
2.041,1.675,2.405,0.451,0.377,2.588,0.973,0.507,0.663,0.19,0.127,0.815,1.092,1.332,1.86,0.589,0.034,0.781,0.022,0.668,0.775,0.32,1.528,0.293,1.173,0.829,0.543,0.989,0.105,0.051,0.623,0.124,0.18,0.09,1.547,1.321,0.79,0.851,2.225,0.746,1.557,0.237,0.185,1.535,0.429,0.923,0.449,1.236,2.838,0.722,0.904,0.857,0.195,1.026,0.875,1.354,0.207,2.173,1.825,0.522
0.036,0.802,1.446,0.801,0.676,0.072,0.8,0.089,0.306,1.807,1.053,2.196,0.461,0.243,0.369,1.163,0.864,1.068,0.737,0.455,2.432,1.82,0.24,1.423,0.138,0.636,0.237,0.25,1.235,0.4,0.355,1.22,2.118,1.29,2.3,0.928,0.329,2.147,0.676,0.844,0.533,2.138,0.303,2.274,2.26,0.936,0.684,1.656,1.238,0.063,1.183,0.216,0.33,1.095,0.524,1.118,1.18,0.3,0.521,1.321
0.786,0.914,2.582,3.494,0.178,0.01,1.947,0.859,0.523,1.054,3.606,1.034,0.352,1.795,1.9,0.247,0.932,0.573,0.253,0.512,1.435,0.747,1.312,0.135,0.293,0.195,0.649,1.076,1.423,1.355,1.141,0.567,0.918,0.214,0.451,0.212,1.08,1.618,2.216,0.257,1.513,0.043,0.461,2.04,1.021,0.466,0.646,1.066,0.955,1.039,1.179,0.476,1.31,1.275,1.069,0.515,0.586,1.536,1.222,1.18
2.511,1.27,1.317,0.034,2.189,0.307,0.41,2.722,2.042,1.454,1.274,1.586,1.383,0.719,1.805,0.805,1.687,1.271,0.709,2.406,1.01,0.2,2.142,1.671,1.117,0.046,1.038,1.467,1.872,0.821,1.219,1.072,0.292,0.095,1.534,0.446,1.139,1.545,1.376,0.959,1.102,1.935,0.244,0.934,4.058,0.842,0.607,0.74,0.718,0.455,1.462,0.541,2.595,0.282,1.134,1.373,1.125,2.397,0.871,0.738
1.044,3.153,0.25,2.246,2.142,0.866,0.794,0.936,0.121,2.024,1.354,2.397,0.294,1.982,0.971,1.012,1.235,1.954,0.124,1.417,1.489,0.224,0.01,1.936,0.246,1.309,1.104,2.282,0.513,0.473,1.227,1.372,1.236,0.139,1.942,0.065,1.09,0.976,0.627,0.8,1.323,0.581,0.513,1.818,0.178,0.153,4.171,0.967,0.581,1.366,0.646,1.177,1.329,0.382,1.371,0.735,1.029,3.247,0.202,2.63
2.277,1.446,1.795,1.07,1.617,0.285,0.373,0.667,0.032,2.401,0.425,0.737,0.316,1.241,2.344,0.473,1.099,1.074,0.576,0.667,0.638,1.317,0.248,0.092,0.243,0.829,0.372,0.316,1.494,0.006,0.023,0.992,1.565,1.101,0.73,0.646,0.339,1.032,0.548,2.053,0.012,0.949,0.53,0.017,0.91,0.853,1.606,0.853,0.37,0.006,0.749,3.147,1.338,1.65,2.507,1.882,2.275,1.124,1.605,0.564
0.844,0.619,3.314,0.78,1.574,0.028,0.197,0.903,1.102,0.058,3.232,2.099,0.575,0.044,1.768,0.548,3.799,0.99,0.433,0.669,1.372,0.77,0.512,3.524,0.142,0.162,1.244,0.809,0.551,2.076,0.089,0.033,0.451,0.826,2.173,0.521,1.284,1.123,1.03,0.593,2.736,0.461,0.506,0.306,1.516,2.009,1.776,0.653,1.96,2.515,1.776,1.769,1.41,0.308,1.533,0.396,1.832,0.794,2.119,1.926
2.102,1.658,1.878,1.75,0.665,0.785,1.186,1.008,0.827,3.288,3.236,0.764,4.249,1.111,1.772,1.304,0.068,1.175,0.453,1.126,2.366,1.586,0.191,0.992,0.014,0.747,0.74,1.942,0.686,2.322,1.367,0.51,0.346,1.128,1.478,0.44,1.744,1.717,0.532,0.98,1.024,1.057,2.969,0.037,1.804,0.051,1.553,1.505,1.139,0.319,0.2,0.635,0.269,0.457,1.214,1.597,1.233,0.648,1.861,3.289
0.204,1.793,0.765,1.195,0.849,0.197,1.134,0.266,0.915,0.086,1.148,2.864,1.076,0.319,1.698,1.379,2.042,0.123,1.804,4.454,0.726,1.246,1.664,1.346,1.968,1.316,0.984,0.96,1.821,0.835,0.3,1.817,0.258,1.192,0.436,0.223,0.121,2.55,0.366,0.82,1.267,1.03,0.92,1.006,1.66,0.185,0.679,0.231,0.379,0.633,0.153,0.274,1.575,1.019,0.938,1.349,0.545,0.257,0.865,1.197
0.86,1.231,1.954,0.04,0.278,0.653,1.49,0.733,0.765,1.193,1.316,0.751,0.514,0.205,0.378,1.559,1.945,0.222,0.684,2.897,0.742,0.575,0.278,0.755,0.672,1.702,0.594,0.143,0.54,0.579,0.489,1.325,0.332,0.772,0.302,0.321,0.188,0.559,0.811,0.301,1.09,0.928,2.869,0.17,0.165,0.136,1.081,1.177,0.198,1.077,1.867,0.631,0.423,1.768,2.542,2.022,0.712,0.046,2.626,0.168
2.322,3.921,1.851,0.206,1.664,1.214,0.471,0.539,0.705,2.678,2.311,0.715,0.765,0.369,1.621,1.262,0.131,1.975,0.196,2.057,2.626,0.81,0.543,0.384,2.084,0.577,0.483,2.011,0.474,1.596,0.321,1.744,0.414,0.14,0.567,0.847,1.398,0.639,0.02,1.94,2.018,1.46,2.785,1.088,0.633,2.129,2.38,0.107,1.135,1.836,0.584,0.315,1.427,0.954,0.533,0.019,3.072,1.099,3.133,3.565
1.898,2.427,1.21,1.575,2.213,0.136,0.736,0.171,2.122,2.189,2.514,0.153,0.957,0.028,1.335,1.311,1.563,1.0,1.225,0.987,1.536,1.544,0.266,1.327,1.23,0.032,0.978,0.171,0.56,2.976,0.219,1.578,1.038,1.451,1.282,0.868,1.737,0.565,0.313,1.143,0.449,1.574,0.831,0.547,0.047,0.138,1.961,0.862,0.209,0.618,0.932,1.293,1.229,1.087,0.709,2.666,0.303,0.152,2.135,1.256
1.939,0.705,1.619,0.917,1.56,0.086,1.017,0.288,2.269,0.134,1.363,0.359,0.141,3.185,1.039,2.282,2.88,0.928,1.071,0.105,0.051,0.801,0.546,2.96,1.427,0.501,0.804,0.309,0.569,0.537,0.892,0.164,0.535,1.788,0.617,0.423,0.606,0.324,0.643,0.401,1.013,0.506,1.15,2.103,1.242,2.939,0.756,0.145,1.762,0.115,2.578,2.417,0.725,2.401,1.398,0.395,2.775,1.426,0.951,0.109
0.493,1.473,2.846,4.044,1.961,0.355,2.038,1.675,1.665,1.218,1.671,0.18,0.206,0.708,0.61,0.168,1.074,1.535,2.53,1.033,1.871,0.114,0.675,0.41,0.435,2.543,0.181,1.305,1.224,0.139,1.607,0.415,0.268,0.44,0.736,0.179,0.193,1.399,0.271,1.492,0.144,0.01,0.202,1.896,0.936,0.27,1.455,0.725,2.134,0.737,0.902,1.954,1.892,0.448,0.039,1.002,2.524,0.246,2.727,1.553
0.328,2.759,2.181,1.827,0.736,0.002,1.57,1.317,0.32,3.357,0.409,2.125,1.842,1.959,0.351,0.066,1.695,0.601,0.669,1.001,0.585,1.84,0.527,2.633,1.479,0.349,1.601,0.092,0.317,1.125,0.897,0.786,0.078,1.163,1.018,1.439,0.227,2.843,0.743,1.185,0.395,2.4,0.682,0.14,1.585,0.462,0.214,1.827,0.876,0.874,1.618,1.046,1.367,1.023,2.954,0.53,0.798,0.998,2.519,1.708
1.273,1.937,1.27,0.433,3.23,0.776,3.467,2.66,1.054,0.939,1.399,1.219,1.865,2.922,0.271,0.463,1.684,0.259,0.173,2.096,1.511,0.545,0.714,0.159,1.288,1.178,1.006,0.058,1.851,0.23,0.332,0.395,2.39,0.381,2.021,0.99,1.061,0.122,1.286,0.064,1.476,0.748,0.382,1.254,1.134,1.65,2.526,0.043,0.255,1.291,0.248,1.832,0.074,1.195,1.926,3.107,1.513,0.945,0.839,0.094
2.094,0.796,0.494,0.336,1.044,0.263,0.124,0.487,0.455,0.902,2.23,0.221,0.008,0.69,0.965,0.091,1.45,2.005,2.031,1.677,1.218,0.908,0.055,0.637,0.576,0.225,1.379,0.237,1.734,0.663,0.256,0.532,0.212,0.729,1.337,2.2,0.725,2.597,1.867,2.558,0.862,0.554,0.26,0.128,2.691,0.757,1.525,0.242,1.297,0.441,0.47,3.321,0.203,4.03,3.817,0.821,0.339,0.201,1.354,0.016
0.119,2.196,0.873,1.823,2.696,0.084,0.314,0.446,0.809,2.229,0.88,1.144,0.997,1.734,1.065,0.303,1.124,1.125,1.136,1.677,2.391,0.74,0.844,2.882,0.068,0.656,0.248,0.796,0.647,0.752,0.278,0.095,0.667,0.547,1.578,0.598,0.863,2.583,0.172,0.125,1.37,1.51,0.101,1.5,0.32,0.995,0.861,0.185,0.208,0.297,0.425,4.038,2.082,1.444,3.395,0.26,1.594,1.332,2.024,1.727
2.684,1.19,2.796,0.677,1.537,0.785,1.708,0.753,3.551,0.328,2.321,0.453,2.037,0.055,0.269,0.827,3.805,1.148,0.722,0.276,0.027,0.215,0.04,1.204,0.945,1.55,0.005,0.496,2.071,0.726,2.25,1.582,0.576,0.555,0.665,1.496,1.486,0.745,0.206,1.929,2.837,1.685,1.598,0.075,0.673,0.638,0.645,1.359,0.726,0.325,0.926,0.425,0.93,1.808,0.233,0.129,0.314,1.014,0.568,0.213
0.677,0.528,1.974,0.477,0.525,0.276,1.386,1.174,1.71,1.639,2.117,1.579,0.6,1.153,0.559,0.933,0.032,1.203,0.557,1.404,0.053,0.293,0.074,0.252,0.86,1.158,1.097,0.598,0.582,0.275,1.14,0.442,1.406,0.416,1.393,1.655,1.056,1.503,0.955,0.522,0.266,0.323,1.617,0.421,1.198,1.049,1.546,1.391,2.146,0.39,0.186,0.709,0.523,1.544,0.325,2.224,2.516,3.19,1.812,0.532
1.539,0.412,4.802,1.777,0.336,1.661,2.615,1.724,1.951,0.141,0.689,1.221,0.387,0.364,0.502,2.758,2.703,0.364,0.554,2.472,0.103,2.06,0.111,1.308,1.039,0.486,0.303,0.442,1.596,0.4,0.134,0.941,2.733,0.166,0.469,1.106,1.503,0.284,0.033,1.591,0.877,1.531,0.043,0.541,2.081,1.327,0.104,1.63,0.766,0.855,2.529,1.122,2.163,1.173,0.179,1.646,0.159,0.053,0.373,2.728
3.203,2.043,0.682,0.826,0.06,0.694,0.145,0.327,2.439,1.106,0.598,1.087,1.641,0.264,1.733,1.49,1.722,0.689,1.88,0.024,3.703,1.856,1.225,0.539,2.326,3.441,0.264,0.303,0.352,1.802,0.509,0.806,0.454,3.091,2.535,0.151,0.073,0.157,2.193,1.33,1.833,0.089,0.658,1.69,0.877,0.341,2.219,0.169,1.135,1.821,1.996,2.005,1.129,0.778,0.466,0.977,1.827,0.051,3.149,1.139
2.781,1.179,2.261,3.03,1.883,1.764,1.899,0.221,3.015,0.157,1.531,0.725,1.424,2.309,0.91,0.601,2.193,1.027,0.328,0.251,2.331,1.277,0.827,0.286,2.191,0.855,0.29,1.459,0.213,1.229,0.209,1.506,0.032,2.932,1.587,0.197,0.049,1.538,0.007,0.912,0.587,0.141,0.732,1.905,0.129,2.957,2.478,0.274,2.239,1.499,0.862,1.949,1.428,1.077,1.156,0.485,1.975,1.771,0.378,0.274
1.94,0.303,1.149,0.693,1.473,0.127,0.497,1.792,0.646,0.64,2.336,0.168,0.162,1.728,3.861,2.525,1.569,1.429,0.233,0.227,0.731,1.482,0.915,0.619,0.815,2.721,1.613,2.788,1.116,0.288,1.658,1.717,0.217,0.399,0.339,1.246,0.676,0.449,1.08,2.104,0.218,0.303,0.134,1.083,0.412,1.19,3.479,1.56,0.39,0.724,2.728,0.134,0.341,1.391,0.344,0.418,0.893,0.658,2.826,2.494
1.21,0.443,0.476,1.761,0.106,1.292,1.417,1.005,0.339,2.248,1.269,0.608,1.797,0.609,0.357,0.976,0.739,1.493,0.688,0.917,0.65,0.425,0.638,0.235,0.193,0.529,1.268,0.602,0.142,0.522,0.258,0.259,0.342,0.241,0.477,0.056,0.701,0.41,0.878,0.26,1.304,0.125,0.296,0.381,0.884,1.777,0.905,0.918,0.35,0.151,0.486,0.112,0.728,1.895,2.652,0.717,0.926,3.309,0.081,0.705
1.441,2.351,0.692,2.02,1.406,1.562,0.181,0.773,0.401,0.596,0.356,0.543,1.518,1.066,0.945,0.391,0.423,0.076,0.14,0.82,1.511,0.809,1.546,1.007,2.456,1.106,0.214,1.42,0.396,0.87,0.805,1.626,1.535,3.509,1.567,1.497,0.178,0.603,0.729,1.299,0.806,0.975,0.821,1.117,0.714,0.978,0.89,1.015,0.423,1.874,1.092,0.412,1.589,2.828,1.776,0.132,1.736,0.309,0.584,3.233
0.811,0.054,1.443,0.417,1.684,2.231,2.161,0.214,0.497,1.779,3.135,1.061,0.846,1.437,0.514,0.141,2.249,0.425,0.602,2.772,1.449,0.17,0.113,0.29,0.185,0.287,0.874,0.323,0.341,1.372,0.634,0.185,1.818,2.893,0.213,1.569,0.303,2.334,0.319,0.064,0.43,1.577,1.603,0.536,0.154,0.764,0.938,0.929,0.178,0.513,0.961,1.504,0.738,0.383,0.895,1.457,0.768,0.773,0.777,1.312
2.709,0.885,3.613,0.616,1.695,0.981,2.061,1.056,1.07,0.889,0.81,0.213,0.187,3.812,0.711,0.682,0.215,0.908,0.863,0.487,0.328,0.949,0.268,1.521,0.569,0.501,1.577,0.084,0.535,1.844,0.826,1.785,0.037,0.287,1.051,0.517,0.133,1.234,1.162,2.609,0.826,0.015,1.674,1.293,1.33,1.555,1.993,0.384,1.676,0.56,1.288,0.22,0.472,0.065,1.15,0.559,3.423,0.658,1.044,1.911
0.14,0.635,1.512,1.853,0.671,0.623,1.306,1.065,0.307,0.188,3.026,0.762,0.944,0.103,0.005,1.133,0.701,1.022,1.069,0.368,0.918,1.165,0.082,1.056,0.126,1.345,0.9,0.769,1.328,0.136,0.638,1.344,1.574,1.742,0.499,1.387,0.473,1.358,0.14,1.079,1.501,0.906,3.407,0.601,1.195,0.152,0.066,1.617,0.13,0.084,1.945,0.661,0.861,0.358,0.804,1.859,0.81,0.343,1.058,1.738
2.5,2.882,1.43,1.09,1.725,0.946,1.855,0.117,0.451,1.189,1.032,0.603,1.671,1.27,0.012,1.107,0.026,1.491,2.4,0.616,0.584,1.137,0.933,0.457,0.935,2.016,0.603,0.234,0.093,0.409,1.318,2.477,1.163,0.766,0.486,1.972,0.285,1.756,1.47,0.559,1.498,1.552,2.714,0.817,2.314,0.688,0.015,0.559,1.258,0.381,1.476,0.706,0.102,1.907,0.273,2.04,0.013,0.139,1.921,1.554
0.551,1.316,0.642,1.285,1.452,0.306,1.908,0.293,3.442,0.52,1.598,0.485,0.225,1.727,0.257,0.29,1.175,0.053,2.576,0.167,0.572,0.932,0.504,1.602,1.697,1.617,0.017,0.01,0.661,0.515,0.265,0.171,0.394,0.438,0.779,0.974,0.044,3.109,0.632,0.707,1.444,0.802,0.975,0.631,1.028,0.397,2.395,0.697,0.149,0.854,0.163,0.142,1.624,3.611,0.417,1.105,0.405,2.164,2.254,0.806
0.428,0.665,1.063,1.715,0.96,0.615,2.893,1.935,1.349,0.801,0.078,0.867,1.513,0.372,0.728,1.909,0.093,1.191,0.876,2.712,3.249,0.331,1.272,1.263,1.133,0.205,0.13,2.038,1.057,0.082,0.787,0.421,0.4,1.034,1.416,1.534,1.9,0.862,0.392,1.402,0.005,1.009,0.018,1.21,0.533,0.228,0.059,1.644,1.733,0.223,1.249,0.346,1.336,0.294,1.224,2.104,0.19,0.706,4.676,1.907
0.011,0.785,1.145,1.026,0.988,0.472,1.79,0.718,1.317,0.208,2.794,1.704,0.651,0.962,0.928,0.918,2.137,0.86,2.573,0.037,0.746,0.172,2.046,1.236,0.823,1.378,0.31,1.48,0.854,0.157,0.257,0.22,2.373,1.4,0.396,0.962,0.746,0.553,0.472,1.259,0.772,0.24,1.623,1.215,0.495,0.343,2.807,1.487,0.1,0.526,2.383,0.348,0.273,1.63,1.577,2.172,1.396,1.52,1.232,1.355
