@RELATION SyntheticControl

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0, 4.0, 5.0, 6.0}

@DATA
-1.177,0.902,-1.637,-1.574,-1.486,-1.316,-1.076,0.704,-1.343,-0.126,-0.28,-1.629,1.819,0.568,-1.175,0.572,-0.735,0.459,0.648,-1.013,-0.887,-0.011,1.04,2.247,1.166,0.273,0.184,-1.418,1.916,0.811,-1.873,-1.402,0.929,0.591,-0.107,0.038,-0.557,1.378,-1.206,1.501,1.103,-1.086,-1.187,-0.324,1.359,0.948,-1.162,0.339,1.054,-1.574,1.049,-0.266,-1.588,-1.436,1.998,0.304,1.573,0.966,0.673,-1.099,1.0
0.648,1.349,1.326,0.968,1.236,-0.184,-0.339,-1.391,0.187,0.966,-0.018,-1.341,0.36,-1.318,-0.758,0.048,-1.593,0.686,0.683,-0.842,1.557,-1.411,1.263,0.57,-0.35,-0.448,-1.474,-0.448,-1.193,-1.873,1.813,-1.717,-0.613,-0.992,-0.582,0.687,3.345,-1.668,-0.054,0.904,-0.298,-0.141,1.307,-0.915,0.411,-1.244,-0.636,0.381,0.678,-0.592,1.07,1.521,1.566,1.821,0.243,1.715,-1.501,1.098,-1.11,-0.38,1.0
0.067,0.877,1.296,1.766,0.641,0.08,-1.559,-0.619,0.204,1.175,-0.778,-2.104,-1.322,0.211,0.019,0.821,-2.035,-2.225,-0.567,-1.677,0.729,-1.107,-0.325,0.573,0.947,1.349,-0.223,-0.746,1.147,-0.731,-0.438,-1.306,0.773,-0.715,-0.023,0.185,1.487,-2.068,-1.086,-0.492,2.137,1.773,0.775,-0.064,0.48,0.075,0.574,-1.893,1.083,-1.056,-0.412,0.171,-0.315,1.043,-0.183,1.62,0.047,1.025,1.278,-0.48,1.0
1.441,0.899,-0.139,0.155,-1.305,-0.882,1.083,-0.338,-1.208,-0.468,-1.795,1.908,-0.71,0.648,1.493,-0.404,1.032,-1.315,0.434,-0.568,-0.324,-0.626,1.012,-0.716,-2.136,-1.033,0.617,-0.865,0.829,1.887,0.179,-0.573,1.604,0.055,0.374,1.126,1.585,0.745,-0.201,1.109,0.843,-0.115,-1.42,-1.227,1.118,-0.774,1.687,-0.661,-0.874,-0.961,0.333,1.649,-0.562,1.091,1.503,1.123,0.327,-0.471,1.416,-1.527,1.0
0.849,0.518,-0.128,-0.91,0.038,-0.943,-0.308,-1.509,0.704,0.448,0.391,1.162,0.982,0.835,-1.378,-1.064,0.464,-1.634,-0.386,0.529,-0.023,-0.174,1.384,-0.009,-1.683,1.205,-2.172,-0.841,-1.903,0.761,0.71,-1.63,0.192,0.235,-0.421,1.073,1.245,2.096,-0.474,0.293,0.269,-0.155,0.944,-1.123,-0.03,1.274,-0.631,-0.307,2.31,-1.071,0.72,-0.3,1.352,1.346,0.132,0.547,-1.384,0.608,-2.291,-1.262,1.0
-0.877,1.866,-1.043,-1.76,-0.821,0.894,-0.671,1.029,-0.0,0.497,-0.275,-2.064,1.174,-0.579,0.815,-2.674,0.654,1.586,1.256,-0.583,1.093,-0.6,-0.676,-1.485,-0.123,0.231,0.192,-1.49,0.048,1.486,0.536,-2.04,0.568,0.849,1.001,1.668,-1.145,1.562,-0.943,1.212,0.238,1.342,0.81,1.331,-0.753,0.357,1.607,-1.577,2.55,1.437,-1.833,-0.194,0.529,0.195,0.392,-0.594,1.248,-1.171,-1.806,1.728,1.0
0.655,-1.242,1.316,-1.699,-1.281,1.247,1.763,-1.533,1.136,0.779,2.243,0.658,0.963,-0.151,1.888,1.129,-1.153,-1.436,0.058,-0.04,-0.563,-0.782,-0.762,1.408,0.611,1.444,-0.738,0.47,-0.753,1.581,-0.779,0.169,-0.269,1.207,-0.786,-1.588,-0.401,0.987,-0.452,-0.261,-2.002,-1.498,-1.258,-0.058,-0.147,-0.996,1.571,-0.812,0.78,-0.541,1.512,-1.346,0.628,-2.009,1.05,0.337,-1.172,0.171,1.074,-0.258,1.0
-0.672,1.265,-0.824,-1.68,0.58,0.179,0.993,1.004,-1.058,0.765,-0.066,0.456,0.408,-1.003,-2.842,2.172,-2.28,-0.22,0.215,-1.079,-0.294,-0.086,1.053,1.806,-1.551,-0.678,-0.957,2.523,0.758,0.597,1.562,-2.575,1.167,0.729,0.947,1.552,-1.14,1.449,1.457,0.159,0.863,-1.906,1.404,-0.375,-1.871,-1.323,-0.685,-0.05,0.214,-0.872,0.967,-0.659,-0.158,1.772,-0.5,1.268,1.65,-2.174,-0.645,-0.621,1.0
-0.365,-0.453,-1.136,0.412,1.006,0.944,-0.933,-0.811,0.649,-0.61,0.156,2.818,-0.167,-1.955,0.302,-0.668,-0.319,-0.467,-0.143,0.438,0.514,0.749,-1.338,-2.728,0.705,-0.785,0.219,0.094,-1.678,0.806,0.422,0.783,-1.113,0.372,2.019,-1.896,-0.544,0.522,0.267,-0.949,0.761,1.173,0.163,-0.93,0.482,-0.549,2.54,-1.031,-0.24,0.636,0.058,-1.47,1.322,1.532,0.95,-1.524,0.97,0.674,-1.309,0.702,1.0
-2.523,-1.805,0.949,1.035,1.103,-1.593,0.848,0.669,1.717,2.099,-1.186,-0.511,0.427,0.122,0.603,-0.031,-1.152,-1.902,-0.125,1.852,-1.952,0.1,1.76,1.834,-1.058,-0.168,1.187,-1.302,-0.088,0.489,-0.288,0.668,0.037,-1.123,-0.43,-0.72,0.131,-1.384,-1.504,-2.246,-0.486,1.576,0.251,0.548,0.396,0.21,-1.464,-0.879,-0.632,-0.706,-0.171,1.111,-0.004,-1.669,0.089,1.603,0.616,2.049,1.566,-0.941,1.0
0.933,0.042,-0.897,1.112,1.182,-0.367,0.026,1.433,-0.04,0.852,0.652,-2.89,-0.65,-1.258,-0.488,-2.011,-2.135,1.384,-0.143,1.399,0.227,-1.282,-1.721,-0.545,-0.915,0.584,-0.317,-1.253,-0.816,-0.434,1.039,1.337,-1.833,0.023,0.799,0.967,-0.189,0.771,2.018,0.77,0.109,1.167,0.45,1.161,-0.272,-0.316,0.723,-1.086,-0.081,0.102,0.743,-1.29,-1.916,-1.131,-0.225,-0.529,-0.876,-0.024,2.298,-1.139,1.0
-0.2,-1.833,0.661,2.07,0.332,-0.358,2.258,-2.143,1.026,-0.602,-1.518,1.034,-0.852,1.731,0.727,-0.012,1.691,0.09,-1.185,-1.755,1.699,0.044,1.218,0.664,0.722,-0.644,1.095,-0.731,0.753,-2.22,-0.058,1.169,0.17,0.216,-1.263,-0.719,-0.986,-1.277,0.489,1.29,-0.858,-1.477,-1.086,-1.426,-1.858,-1.13,1.66,0.681,1.02,-0.832,0.192,-1.735,0.783,-0.934,0.775,-1.262,-1.863,-0.811,-1.484,-1.032,1.0
1.428,0.406,1.596,-0.791,-0.913,1.575,-0.858,0.009,-2.175,0.802,-1.389,-0.65,1.501,-0.622,1.923,-2.573,-1.054,-0.762,0.324,-2.425,-1.766,-0.017,0.565,-1.541,-1.808,1.583,0.582,-0.764,-0.52,-0.352,0.203,2.283,0.989,0.351,1.541,0.857,0.685,1.677,-1.436,-1.147,0.653,0.404,0.28,-0.04,1.569,0.722,0.87,0.459,1.329,-0.696,0.97,-0.181,-1.429,1.681,1.177,-0.216,-1.478,-0.969,-0.501,-1.936,1.0
0.541,0.023,-1.842,0.11,-0.712,-1.084,-1.117,1.237,-0.239,1.227,-1.659,0.262,1.208,0.281,-0.245,-0.111,-2.296,1.549,0.067,1.599,-2.213,-1.363,0.912,1.163,-0.046,0.069,-0.06,1.231,1.327,-0.364,0.807,0.494,1.316,-0.385,-1.705,1.682,1.574,-0.453,-1.613,1.518,-0.028,-1.724,1.663,0.461,-0.268,-0.394,-0.503,-0.459,0.107,-1.435,0.805,-0.769,-0.295,0.397,-2.127,0.075,-1.668,0.138,0.868,1.137,1.0
1.953,4.815,-1.206,-0.294,-0.765,-0.094,1.058,1.327,2.248,-0.266,-0.055,-1.088,0.366,1.292,0.0,-0.865,0.048,0.178,-1.017,-1.38,-0.722,-0.267,-0.134,1.501,-1.608,-0.385,-0.804,0.768,-0.689,0.393,-1.703,-0.264,0.117,-1.536,-0.141,-1.082,0.554,0.791,-1.312,1.58,1.227,-0.438,1.346,0.333,-0.604,-0.32,-0.379,-0.765,1.492,2.086,-1.388,-0.929,0.642,1.59,-0.406,-0.073,-0.724,-1.318,0.898,2.121,1.0
-1.364,-0.556,0.623,-1.442,2.089,0.18,0.344,-0.587,-0.148,0.16,1.963,1.931,-1.562,1.883,0.302,1.629,-0.268,-0.346,0.739,0.282,-0.811,0.716,-1.407,-0.758,0.843,-1.315,-0.557,1.473,0.271,1.654,-0.902,-0.22,0.025,-1.394,-0.173,-0.551,-2.535,-0.318,-1.227,1.296,0.374,1.809,1.2,-1.394,1.876,-0.43,0.846,-0.261,1.087,1.198,0.26,-1.453,2.274,1.577,-0.996,-1.872,0.941,-0.284,2.288,-0.719,1.0
-2.669,-0.879,1.633,-0.406,-0.971,-1.435,1.48,0.612,1.221,1.022,-0.343,-1.45,1.437,0.28,-0.774,-1.172,0.613,-0.934,0.329,-0.336,0.664,-1.159,0.776,0.088,-0.042,1.684,-0.758,-0.725,0.685,0.164,-0.775,-1.564,1.769,1.184,-1.112,0.635,0.228,0.259,0.426,1.468,-2.114,0.47,-1.547,1.457,0.318,0.748,-0.692,1.626,1.116,-1.349,0.359,-0.458,0.821,1.636,-1.957,1.431,-1.494,1.506,0.484,-0.408,1.0
-1.406,-0.77,-0.726,3.126,-0.153,-0.939,1.066,1.889,0.612,-0.364,-0.08,0.477,1.317,1.195,0.169,0.967,1.636,0.911,-0.74,-0.334,1.732,-1.703,-1.349,-0.746,1.34,1.228,1.411,-1.082,1.462,-0.091,-0.447,1.575,1.217,-0.774,0.452,0.363,-0.716,0.701,-1.598,-0.844,0.54,1.116,0.814,-0.737,0.53,-0.138,0.009,-1.583,0.733,-1.854,0.298,-3.041,-0.215,-1.857,-0.958,0.149,-0.986,-1.323,0.107,-0.35,1.0
1.793,-1.423,0.604,-1.132,-0.159,-1.506,-1.0,0.69,0.035,-1.32,-1.33,-2.02,1.339,0.236,1.822,-0.853,-1.06,-0.319,0.331,0.407,-0.77,0.562,0.388,-0.127,1.048,-0.696,-2.211,0.374,0.122,-1.145,2.019,-0.811,-0.109,1.517,-0.08,-2.229,-0.284,1.856,0.642,-1.097,-1.043,2.018,0.727,-1.761,0.917,1.734,0.179,-0.733,1.296,0.073,1.575,1.567,-0.317,-0.867,-1.369,-1.371,-0.415,0.665,-0.222,-0.823,1.0
0.942,0.575,-1.381,1.096,1.041,0.495,0.094,0.041,1.357,-1.59,1.202,-0.274,-0.108,-0.366,-0.235,1.281,0.049,0.458,-1.569,1.297,1.545,1.17,0.579,1.566,0.1,-0.474,-0.851,-1.205,0.223,-0.693,1.337,-0.103,0.084,0.883,1.255,0.595,-0.593,0.834,1.101,-1.633,2.956,-1.332,-1.707,0.145,-1.445,-0.063,-2.065,0.254,1.52,0.099,-1.129,0.871,0.728,-0.5,1.826,0.143,-0.447,-0.083,-0.234,-1.345,1.0
0.854,1.506,-0.303,-0.912,-1.151,0.807,-1.259,0.239,-0.848,-0.95,0.062,0.039,-1.333,-1.431,-1.76,-0.2,-1.456,1.687,-0.205,-0.802,3.101,0.356,1.125,0.556,0.248,-0.877,1.012,0.159,0.779,-0.12,1.233,1.05,-0.135,-1.794,-0.308,-3.888,1.931,-0.282,1.963,-1.74,0.462,0.055,0.966,1.557,-0.577,-0.884,1.96,-0.724,-0.278,-0.483,-1.427,1.728,1.77,-1.307,0.334,0.133,1.166,-0.922,0.786,0.09,1.0
0.577,1.016,-0.797,-0.434,2.173,-0.432,-0.629,-0.07,-1.104,-1.299,0.687,2.129,-0.964,-0.612,-1.595,-0.259,0.064,-1.706,-0.214,-1.25,2.259,-1.865,0.438,1.52,1.334,-0.26,-1.454,0.63,-1.152,-0.832,0.077,1.315,-0.375,-0.18,-1.893,0.303,-0.478,0.339,0.313,1.595,0.367,0.083,-1.587,-1.037,-1.583,-1.003,0.494,0.581,1.064,0.234,-1.433,3.461,-0.932,1.785,0.472,0.66,1.091,1.565,-1.649,1.28,1.0
0.532,-0.868,-1.344,-1.302,-2.228,-0.902,0.98,1.943,-3.707,0.341,-0.909,0.695,0.046,-0.37,0.193,-1.15,0.28,-0.67,2.199,1.548,-1.599,2.019,-0.243,-0.961,0.673,-1.105,1.705,-1.186,-1.903,0.815,-0.183,0.358,1.37,-0.439,-0.542,-1.531,-0.706,-0.499,-0.086,1.493,-1.05,0.221,0.703,-0.215,-1.076,0.17,-0.521,-0.239,-0.671,1.287,0.27,1.718,-1.082,-1.384,0.862,1.826,1.443,-0.383,1.816,-1.114,1.0
-1.214,0.696,-0.623,-0.897,0.243,0.328,0.486,-0.475,-0.924,-1.242,1.233,-0.564,-0.456,-1.773,-1.2,0.279,-1.194,0.973,-0.616,-1.445,1.909,-1.048,1.292,0.783,-1.477,0.925,-1.566,1.656,0.265,0.032,-0.342,-0.115,0.237,-1.225,0.03,-2.902,1.952,-0.493,1.215,0.608,-0.197,1.361,-0.808,-0.074,0.037,-0.318,0.777,0.753,-1.376,0.247,0.848,0.109,1.608,-1.868,0.873,4.063,0.146,-1.184,1.501,0.636,1.0
-0.612,0.621,-2.021,1.063,-1.348,0.151,0.556,1.037,2.365,-0.517,2.13,1.17,-0.195,0.238,-0.09,-0.518,1.192,1.189,0.007,1.078,0.525,-0.663,-0.193,0.411,-1.566,-0.976,1.751,0.651,0.407,-0.873,-0.449,-0.268,-0.818,-0.113,1.736,-1.444,0.901,1.628,-0.156,-0.676,-0.202,0.481,-0.743,-0.37,-1.398,-1.772,-1.321,-1.231,0.085,-0.54,0.852,0.105,1.754,-0.841,-1.569,-1.198,1.546,-1.371,-1.679,2.07,1.0
-1.931,0.148,1.011,-0.695,0.634,-1.25,0.466,0.366,-0.365,1.228,0.32,-0.133,-0.187,-1.341,-1.081,-2.498,0.308,1.341,0.348,-0.016,0.898,1.854,-0.116,1.2,1.297,-1.097,0.853,1.088,-1.132,3.104,-0.468,-1.806,1.211,-0.467,2.252,1.166,0.616,1.496,1.14,-1.758,-1.6,0.795,-0.914,-1.515,-1.09,-0.783,2.205,-1.202,0.279,0.422,-0.229,0.156,-1.223,-1.197,-0.121,0.145,-1.012,0.141,2.052,-1.014,1.0
-0.657,1.123,-0.15,0.689,0.026,2.217,0.359,-1.007,-0.093,-0.553,0.281,-0.435,0.284,3.924,-0.614,-0.468,2.059,-0.934,-0.227,0.957,-1.318,-0.539,-1.864,0.559,1.353,0.351,0.27,0.524,-0.869,-0.291,0.042,-2.162,-0.544,4.656,-0.207,0.947,-0.982,0.465,1.071,-0.249,1.465,-1.299,-1.597,1.87,0.542,-1.857,-0.817,-0.059,-0.359,-1.315,0.465,-0.914,1.619,-0.372,1.047,1.778,0.923,-0.739,-1.483,-0.012,1.0
-2.079,1.572,-1.255,-0.861,2.45,-1.697,1.866,0.37,-0.628,0.041,-1.822,0.453,0.168,-0.922,2.704,1.512,0.878,-1.752,0.375,-0.931,-0.354,0.894,1.459,-0.06,-1.601,-0.845,1.094,-1.93,0.359,-0.492,-1.258,0.012,-0.678,0.746,1.464,0.79,0.85,0.075,-1.842,-0.212,-0.499,1.165,-1.479,-0.274,-0.897,-1.131,1.646,0.414,-0.105,-1.693,2.138,-0.275,-0.523,1.729,-1.731,-1.587,0.219,0.535,1.141,0.329,1.0
-0.394,0.688,0.497,1.359,-0.1,0.639,0.302,-0.347,1.311,-1.715,-0.397,-0.851,-1.273,-0.445,1.117,-1.526,-0.893,0.595,-1.439,1.052,-0.677,0.657,-0.741,-1.345,0.254,1.292,-0.704,-1.873,1.459,0.531,0.288,-1.224,1.566,1.75,0.3,-1.353,0.63,-0.854,1.422,0.36,-1.471,-0.106,1.447,-1.283,-0.282,-1.786,-1.839,1.2,-1.595,0.854,0.472,0.076,-0.528,-1.006,-1.767,0.995,0.659,-0.016,0.295,0.762,1.0
0.546,0.204,-1.553,-0.521,-0.684,-1.337,-0.03,-1.144,-0.227,1.639,-1.601,0.197,0.342,0.927,-0.663,-1.429,1.042,0.643,0.623,0.895,0.296,0.025,-0.728,1.928,-2.081,1.609,-0.314,-0.923,-0.726,-0.016,-1.179,0.75,-0.248,1.846,-0.986,-1.841,-0.801,0.345,0.539,0.422,0.287,1.24,-0.037,1.661,0.928,1.308,0.98,-0.903,1.513,-1.311,0.919,1.217,-0.649,-2.874,-0.101,1.598,-0.456,-0.472,0.913,-0.902,1.0
0.377,-1.594,-1.364,0.649,-0.191,2.209,-0.7,0.614,1.459,-0.223,0.683,-0.22,1.758,-0.067,-0.863,1.261,1.097,-1.095,0.186,-2.668,0.4,0.301,1.009,-1.12,0.391,-1.397,-1.474,0.092,0.155,-1.844,1.391,-1.336,1.142,0.592,-1.484,0.455,1.257,0.629,-1.099,-0.383,-0.823,-0.962,-0.824,0.532,-0.268,-0.528,1.04,0.735,1.337,1.308,1.033,0.227,1.763,-1.492,-0.437,1.829,-0.372,-1.608,0.701,-0.314,1.0
