@RELATION SyntheticControl

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC

@DATA
0.016,0.629,0.598,0.016,2.527,0.045,0.741,1.653,0.262,0.887,0.069,0.627,0.953,0.812,0.462,0.208,0.137,1.552,0.837,0.6,0.104,0.192,2.328,1.23,0.439,0.09,0.595,0.204,0.63,0.733,2.22,0.404,0.53,0.668,0.871,0.363,0.13,0.499,0.788,0.226,0.836,0.502,1.608,0.471,0.314,1.025,2.081,0.905,0.299,1.471,0.856,0.668,0.871,1.505,1.736,1.72,1.493,0.33,0.57,1.491
0.655,2.033,0.202,0.351,0.422,0.119,1.396,1.583,0.12,2.625,0.871,1.061,0.292,0.108,0.715,0.169,0.629,1.018,0.76,0.215,1.166,0.06,2.431,0.468,1.792,0.939,1.731,0.565,0.847,0.833,1.085,0.802,0.856,1.036,0.742,0.963,3.399,1.687,1.009,0.23,1.826,2.093,0.831,0.022,0.22,0.162,1.097,0.333,1.918,0.341,2.03,0.526,0.367,3.494,0.129,0.792,0.535,0.334,0.059,1.485
0.828,0.511,0.363,1.586,0.207,1.443,0.919,0.983,0.862,0.333,1.021,2.021,0.096,1.376,0.633,0.252,1.584,1.191,0.096,2.403,0.932,0.106,1.086,0.117,0.663,1.456,1.238,0.071,0.159,0.498,0.635,1.939,0.711,0.585,0.258,0.155,0.221,2.295,0.507,0.235,1.71,0.767,0.326,0.2,0.425,1.118,1.597,0.14,0.692,0.287,2.189,1.216,0.69,0.21,1.199,2.075,0.474,1.52,0.317,1.512
0.574,0.942,0.918,0.958,0.364,1.099,1.076,1.188,0.419,0.675,1.685,2.877,1.547,0.192,1.18,0.266,0.472,0.742,0.704,1.225,0.081,2.147,1.046,0.199,0.915,0.526,0.692,0.22,0.846,0.397,0.843,0.59,1.246,0.067,1.186,0.399,0.332,0.925,0.308,1.149,2.309,2.317,1.178,1.167,1.721,0.084,1.081,1.524,0.489,0.474,0.108,1.445,0.997,0.493,1.184,0.01,3.136,0.528,0.525,0.347
1.75,1.436,2.062,0.386,0.323,2.218,0.834,0.435,0.569,0.163,0.109,0.699,0.936,1.142,1.595,0.505,0.029,0.669,0.018,0.573,0.664,0.275,1.309,0.251,1.005,0.71,0.466,0.847,0.09,0.043,0.534,0.106,0.154,0.077,1.326,1.132,0.678,0.729,1.908,0.639,1.335,0.203,0.158,1.316,0.368,0.791,0.385,1.06,2.432,0.619,0.775,0.735,0.167,0.879,0.75,1.161,0.177,1.862,1.564,0.447
0.031,0.687,1.239,0.686,0.58,0.062,0.686,0.077,0.262,1.549,0.902,1.882,0.395,0.209,0.316,0.997,0.741,0.916,0.632,0.39,2.085,1.56,0.206,1.22,0.118,0.545,0.203,0.214,1.059,0.343,0.304,1.045,1.815,1.106,1.971,0.796,0.282,1.841,0.579,0.723,0.457,1.833,0.26,1.949,1.937,0.802,0.586,1.42,1.061,0.054,1.014,0.185,0.283,0.939,0.449,0.958,1.012,0.257,0.447,1.132
0.674,0.783,2.213,2.995,0.152,0.009,1.669,0.736,0.448,0.903,3.091,0.886,0.301,1.538,1.629,0.211,0.799,0.491,0.217,0.439,1.23,0.64,1.124,0.116,0.251,0.167,0.556,0.922,1.22,1.162,0.978,0.486,0.786,0.184,0.386,0.182,0.926,1.387,1.899,0.22,1.297,0.037,0.395,1.748,0.875,0.399,0.554,0.913,0.818,0.89,1.011,0.408,1.123,1.093,0.916,0.442,0.502,1.317,1.048,1.011
2.152,1.089,1.129,0.029,1.876,0.263,0.351,2.333,1.75,1.247,1.092,1.36,1.186,0.617,1.547,0.69,1.446,1.09,0.608,2.062,0.866,0.171,1.836,1.432,0.957,0.04,0.89,1.258,1.604,0.704,1.045,0.919,0.25,0.081,1.315,0.382,0.976,1.324,1.18,0.822,0.944,1.659,0.209,0.801,3.478,0.721,0.52,0.634,0.616,0.39,1.253,0.463,2.224,0.242,0.972,1.177,0.964,2.054,0.747,0.633
0.895,2.703,0.214,1.925,1.836,0.743,0.68,0.803,0.104,1.735,1.161,2.054,0.252,1.699,0.832,0.868,1.058,1.675,0.106,1.215,1.276,0.192,0.009,1.659,0.211,1.122,0.946,1.956,0.44,0.405,1.052,1.176,1.059,0.119,1.665,0.056,0.934,0.836,0.538,0.685,1.134,0.498,0.44,1.558,0.152,0.131,3.575,0.829,0.498,1.171,0.554,1.009,1.139,0.327,1.175,0.63,0.882,2.783,0.173,2.254
1.951,1.239,1.539,0.917,1.386,0.244,0.32,0.572,0.027,2.058,0.364,0.632,0.27,1.064,2.009,0.405,0.942,0.92,0.494,0.572,0.547,1.128,0.213,0.079,0.208,0.71,0.319,0.271,1.28,0.005,0.019,0.85,1.342,0.943,0.626,0.554,0.291,0.884,0.47,1.76,0.01,0.814,0.454,0.015,0.78,0.731,1.377,0.731,0.317,0.005,0.642,2.697,1.147,1.414,2.149,1.613,1.95,0.963,1.376,0.483
0.724,0.53,2.84,0.669,1.349,0.024,0.169,0.774,0.945,0.05,2.77,1.799,0.493,0.038,1.515,0.47,3.256,0.849,0.371,0.574,1.176,0.66,0.439,3.021,0.122,0.139,1.066,0.693,0.472,1.78,0.077,0.028,0.386,0.708,1.863,0.447,1.1,0.962,0.883,0.509,2.346,0.395,0.434,0.262,1.3,1.722,1.523,0.56,1.68,2.155,1.523,1.516,1.209,0.264,1.314,0.339,1.57,0.681,1.816,1.651
1.801,1.421,1.609,1.5,0.57,0.673,1.016,0.864,0.709,2.818,2.773,0.655,3.642,0.952,1.519,1.118,0.059,1.007,0.389,0.966,2.028,1.359,0.164,0.85,0.012,0.64,0.634,1.665,0.588,1.99,1.171,0.437,0.297,0.967,1.267,0.377,1.495,1.472,0.456,0.84,0.878,0.906,2.545,0.032,1.546,0.044,1.331,1.29,0.976,0.274,0.171,0.544,0.23,0.391,1.041,1.369,1.057,0.555,1.595,2.819
0.175,1.537,0.656,1.024,0.727,0.169,0.972,0.228,0.784,0.073,0.984,2.454,0.923,0.274,1.455,1.182,1.75,0.106,1.547,3.818,0.623,1.068,1.426,1.154,1.687,1.128,0.843,0.823,1.56,0.716,0.257,1.557,0.221,1.022,0.374,0.191,0.104,2.186,0.314,0.703,1.086,0.883,0.788,0.862,1.423,0.158,0.582,0.198,0.325,0.542,0.131,0.235,1.35,0.873,0.804,1.156,0.467,0.22,0.742,1.026
0.737,1.055,1.675,0.034,0.238,0.56,1.277,0.628,0.656,1.023,1.128,0.644,0.441,0.176,0.324,1.336,1.667,0.19,0.586,2.483,0.636,0.493,0.238,0.647,0.576,1.459,0.51,0.123,0.463,0.497,0.419,1.136,0.284,0.662,0.259,0.275,0.161,0.479,0.695,0.258,0.934,0.795,2.459,0.146,0.142,0.116,0.927,1.009,0.17,0.923,1.6,0.541,0.362,1.515,2.179,1.733,0.61,0.04,2.251,0.144
1.99,3.361,1.587,0.177,1.426,1.041,0.403,0.462,0.604,2.296,1.981,0.613,0.656,0.316,1.39,1.082,0.113,1.693,0.168,1.763,2.251,0.694,0.465,0.329,1.786,0.495,0.414,1.724,0.406,1.368,0.275,1.495,0.355,0.12,0.486,0.726,1.198,0.548,0.017,1.663,1.729,1.252,2.387,0.932,0.542,1.825,2.04,0.091,0.973,1.574,0.501,0.27,1.223,0.818,0.457,0.017,2.633,0.942,2.686,3.055
1.627,2.08,1.037,1.35,1.897,0.117,0.631,0.147,1.818,1.876,2.155,0.131,0.82,0.024,1.144,1.123,1.339,0.857,1.05,0.846,1.316,1.323,0.228,1.137,1.054,0.028,0.838,0.147,0.48,2.551,0.188,1.353,0.89,1.244,1.099,0.744,1.489,0.484,0.268,0.98,0.385,1.349,0.712,0.468,0.041,0.118,1.681,0.739,0.179,0.53,0.799,1.108,1.054,0.932,0.608,2.285,0.26,0.13,1.83,1.076
1.662,0.604,1.388,0.786,1.337,0.073,0.872,0.247,1.945,0.115,1.169,0.308,0.121,2.73,0.89,1.956,2.468,0.795,0.918,0.09,0.044,0.686,0.468,2.537,1.223,0.43,0.689,0.265,0.488,0.46,0.764,0.141,0.459,1.532,0.529,0.363,0.52,0.278,0.551,0.343,0.868,0.434,0.986,1.803,1.065,2.519,0.648,0.124,1.511,0.099,2.209,2.072,0.622,2.058,1.198,0.339,2.378,1.222,0.815,0.094
0.422,1.262,2.439,3.466,1.681,0.304,1.747,1.436,1.427,1.044,1.432,0.154,0.177,0.607,0.523,0.144,0.92,1.316,2.169,0.886,1.604,0.098,0.578,0.352,0.373,2.179,0.156,1.119,1.049,0.12,1.377,0.356,0.23,0.377,0.631,0.154,0.165,1.199,0.232,1.279,0.124,0.008,0.173,1.625,0.802,0.231,1.247,0.621,1.83,0.632,0.773,1.675,1.621,0.384,0.033,0.859,2.163,0.211,2.337,1.331
0.281,2.365,1.869,1.566,0.631,0.002,1.346,1.129,0.274,2.877,0.35,1.822,1.579,1.679,0.301,0.057,1.453,0.515,0.573,0.858,0.501,1.577,0.452,2.257,1.268,0.299,1.373,0.078,0.272,0.964,0.769,0.674,0.066,0.997,0.873,1.234,0.195,2.436,0.637,1.016,0.339,2.057,0.585,0.12,1.359,0.396,0.183,1.566,0.751,0.749,1.387,0.897,1.172,0.877,2.532,0.454,0.684,0.855,2.159,1.464
1.091,1.66,1.089,0.371,2.768,0.665,2.972,2.28,0.903,0.805,1.199,1.045,1.599,2.505,0.233,0.397,1.443,0.222,0.148,1.797,1.296,0.467,0.612,0.136,1.104,1.01,0.862,0.05,1.586,0.197,0.285,0.338,2.048,0.327,1.732,0.848,0.91,0.105,1.102,0.055,1.265,0.641,0.327,1.075,0.972,1.414,2.165,0.037,0.218,1.107,0.213,1.57,0.064,1.024,1.651,2.663,1.297,0.81,0.719,0.081
1.795,0.682,0.423,0.288,0.895,0.226,0.106,0.417,0.39,0.773,1.912,0.19,0.007,0.591,0.827,0.078,1.243,1.719,1.741,1.438,1.044,0.778,0.047,0.546,0.494,0.193,1.182,0.203,1.486,0.569,0.22,0.456,0.182,0.625,1.146,1.886,0.621,2.226,1.6,2.193,0.739,0.474,0.222,0.11,2.307,0.649,1.307,0.208,1.111,0.378,0.403,2.846,0.174,3.455,3.272,0.704,0.29,0.172,1.161,0.013
0.102,1.882,0.748,1.562,2.311,0.072,0.269,0.382,0.693,1.911,0.755,0.981,0.854,1.486,0.913,0.26,0.963,0.964,0.974,1.437,2.05,0.634,0.724,2.47,0.058,0.562,0.213,0.683,0.555,0.644,0.238,0.082,0.572,0.469,1.353,0.513,0.74,2.214,0.147,0.107,1.174,1.295,0.087,1.286,0.274,0.853,0.738,0.159,0.179,0.255,0.365,3.462,1.785,1.237,2.91,0.223,1.366,1.142,1.734,1.48
2.301,1.02,2.396,0.581,1.317,0.673,1.464,0.645,3.043,0.281,1.99,0.388,1.746,0.047,0.231,0.708,3.262,0.984,0.619,0.237,0.023,0.184,0.035,1.032,0.81,1.329,0.005,0.425,1.775,0.623,1.929,1.356,0.494,0.476,0.57,1.283,1.274,0.639,0.177,1.654,2.431,1.444,1.37,0.064,0.577,0.547,0.552,1.165,0.622,0.279,0.793,0.364,0.797,1.55,0.2,0.11,0.269,0.869,0.487,0.182
0.58,0.452,1.692,0.409,0.45,0.236,1.188,1.007,1.466,1.405,1.815,1.353,0.514,0.988,0.479,0.8,0.028,1.031,0.478,1.204,0.045,0.251,0.064,0.216,0.737,0.992,0.94,0.512,0.499,0.236,0.977,0.379,1.205,0.357,1.194,1.418,0.905,1.288,0.818,0.448,0.228,0.277,1.386,0.361,1.027,0.899,1.325,1.192,1.839,0.334,0.16,0.607,0.448,1.323,0.278,1.906,2.157,2.734,1.553,0.456
1.319,0.353,4.116,1.523,0.288,1.423,2.241,1.478,1.672,0.121,0.591,1.046,0.332,0.312,0.43,2.364,2.317,0.312,0.475,2.119,0.089,1.766,0.095,1.121,0.891,0.416,0.259,0.379,1.368,0.343,0.115,0.807,2.343,0.142,0.402,0.948,1.288,0.244,0.028,1.364,0.752,1.312,0.036,0.464,1.783,1.137,0.089,1.397,0.657,0.733,2.168,0.962,1.854,1.005,0.154,1.411,0.136,0.045,0.32,2.338
2.746,1.751,0.584,0.708,0.051,0.595,0.124,0.28,2.091,0.948,0.512,0.932,1.406,0.227,1.486,1.277,1.476,0.591,1.612,0.021,3.174,1.591,1.05,0.462,1.994,2.949,0.226,0.259,0.302,1.544,0.436,0.691,0.389,2.65,2.172,0.13,0.062,0.134,1.88,1.14,1.571,0.076,0.564,1.448,0.752,0.292,1.902,0.144,0.973,1.561,1.711,1.718,0.968,0.667,0.399,0.837,1.566,0.044,2.699,0.976
2.384,1.01,1.938,2.597,1.614,1.512,1.627,0.189,2.584,0.134,1.313,0.622,1.221,1.979,0.78,0.515,1.88,0.881,0.281,0.215,1.998,1.095,0.709,0.245,1.878,0.733,0.249,1.25,0.182,1.054,0.179,1.291,0.028,2.513,1.36,0.169,0.042,1.318,0.006,0.782,0.503,0.121,0.627,1.633,0.11,2.535,2.124,0.235,1.919,1.285,0.739,1.671,1.224,0.923,0.991,0.416,1.693,1.518,0.324,0.235
1.663,0.26,0.985,0.594,1.263,0.109,0.426,1.536,0.553,0.548,2.002,0.144,0.139,1.481,3.31,2.165,1.345,1.225,0.199,0.195,0.626,1.27,0.784,0.531,0.698,2.333,1.382,2.39,0.957,0.247,1.421,1.472,0.186,0.342,0.291,1.068,0.579,0.385,0.926,1.804,0.187,0.26,0.115,0.929,0.353,1.02,2.982,1.338,0.334,0.621,2.338,0.115,0.292,1.192,0.295,0.358,0.765,0.564,2.422,2.138
1.038,0.38,0.408,1.51,0.091,1.107,1.215,0.862,0.291,1.927,1.088,0.521,1.54,0.522,0.306,0.837,0.634,1.28,0.589,0.786,0.557,0.364,0.547,0.201,0.165,0.454,1.087,0.516,0.122,0.447,0.221,0.222,0.294,0.206,0.409,0.048,0.601,0.351,0.752,0.223,1.118,0.108,0.254,0.327,0.758,1.523,0.776,0.787,0.3,0.13,0.417,0.096,0.624,1.625,2.273,0.614,0.794,2.837,0.069,0.604
1.235,2.015,0.593,1.732,1.205,1.339,0.155,0.663,0.343,0.511,0.305,0.465,1.302,0.914,0.81,0.335,0.362,0.065,0.12,0.703,1.295,0.694,1.325,0.863,2.105,0.948,0.183,1.217,0.34,0.746,0.69,1.394,1.316,3.008,1.343,1.283,0.153,0.517,0.624,1.113,0.691,0.836,0.704,0.957,0.612,0.839,0.763,0.87,0.363,1.606,0.936,0.353,1.362,2.424,1.522,0.113,1.488,0.265,0.5,2.771
0.695,0.046,1.237,0.357,1.443,1.913,1.852,0.183,0.426,1.525,2.687,0.909,0.725,1.232,0.44,0.121,1.928,0.364,0.516,2.376,1.242,0.145,0.097,0.249,0.159,0.246,0.749,0.277,0.292,1.176,0.544,0.158,1.558,2.48,0.183,1.345,0.26,2.0,0.273,0.055,0.369,1.352,1.374,0.46,0.132,0.654,0.804,0.796,0.153,0.44,0.824,1.289,0.632,0.328,0.767,1.249,0.658,0.663,0.666,1.125
2.322,0.758,3.097,0.528,1.453,0.841,1.767,0.905,0.917,0.762,0.695,0.183,0.16,3.268,0.609,0.585,0.184,0.778,0.739,0.418,0.281,0.814,0.23,1.303,0.488,0.43,1.352,0.072,0.458,1.581,0.708,1.53,0.032,0.246,0.901,0.443,0.114,1.058,0.996,2.237,0.708,0.013,1.435,1.108,1.14,1.333,1.709,0.329,1.437,0.48,1.104,0.188,0.404,0.056,0.986,0.479,2.934,0.564,0.895,1.638
0.12,0.544,1.296,1.588,0.575,0.534,1.119,0.913,0.263,0.161,2.593,0.654,0.809,0.088,0.004,0.971,0.601,0.876,0.917,0.315,0.787,0.998,0.07,0.906,0.108,1.153,0.772,0.659,1.138,0.117,0.547,1.152,1.349,1.493,0.428,1.189,0.405,1.164,0.12,0.925,1.287,0.776,2.92,0.516,1.025,0.13,0.057,1.386,0.112,0.072,1.667,0.567,0.738,0.307,0.689,1.593,0.694,0.294,0.907,1.489
2.143,2.47,1.226,0.935,1.478,0.811,1.59,0.1,0.387,1.019,0.885,0.517,1.432,1.088,0.01,0.949,0.022,1.278,2.057,0.528,0.5,0.974,0.8,0.392,0.801,1.728,0.517,0.201,0.08,0.351,1.13,2.123,0.996,0.657,0.417,1.691,0.244,1.505,1.26,0.479,1.284,1.33,2.326,0.7,1.984,0.589,0.013,0.479,1.079,0.326,1.265,0.605,0.087,1.634,0.234,1.749,0.011,0.119,1.647,1.332
0.472,1.128,0.55,1.101,1.245,0.262,1.636,0.252,2.95,0.446,1.37,0.416,0.193,1.48,0.22,0.248,1.007,0.045,2.208,0.144,0.491,0.798,0.432,1.373,1.455,1.386,0.014,0.009,0.567,0.441,0.227,0.147,0.337,0.376,0.668,0.835,0.038,2.665,0.542,0.606,1.237,0.687,0.836,0.541,0.881,0.34,2.053,0.598,0.128,0.732,0.14,0.122,1.392,3.095,0.357,0.947,0.347,1.855,1.932,0.691
0.367,0.57,0.911,1.47,0.823,0.527,2.479,1.659,1.156,0.687,0.067,0.743,1.297,0.319,0.624,1.636,0.079,1.021,0.751,2.325,2.785,0.284,1.09,1.082,0.971,0.176,0.112,1.747,0.906,0.07,0.675,0.361,0.343,0.886,1.213,1.315,1.628,0.739,0.336,1.202,0.004,0.865,0.016,1.037,0.457,0.196,0.051,1.409,1.485,0.191,1.07,0.297,1.145,0.252,1.049,1.803,0.163,0.605,4.008,1.634
0.01,0.673,0.982,0.879,0.847,0.404,1.534,0.616,1.129,0.178,2.395,1.461,0.558,0.825,0.795,0.787,1.832,0.738,2.206,0.032,0.639,0.147,1.754,1.059,0.705,1.181,0.266,1.268,0.732,0.135,0.22,0.188,2.034,1.2,0.339,0.824,0.639,0.474,0.404,1.08,0.662,0.206,1.391,1.041,0.424,0.294,2.406,1.275,0.085,0.451,2.043,0.298,0.234,1.397,1.352,1.861,1.196,1.303,1.056,1.162
