@RELATION SyntheticControl

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0, 4.0, 5.0, 6.0}

@DATA
-1.478,1.393,-1.341,-1.603,-0.871,-0.689,-1.835,0.131,-1.185,-0.602,0.096,-0.544,1.35,-0.321,-1.026,0.034,-0.488,0.145,0.478,-0.329,-0.838,-0.031,0.222,1.016,1.2,0.408,-0.315,-1.048,1.801,0.954,-0.389,-1.826,0.634,0.365,-0.27,-0.229,-0.774,1.371,-0.616,1.423,1.205,-1.006,-1.561,0.36,1.526,0.621,-0.831,0.041,1.055,-2.507,1.655,0.233,-1.228,-1.702,0.635,1.836,0.699,0.998,0.625,-1.358,1.0
0.039,0.585,1.93,1.06,0.919,-0.368,-0.615,-0.927,0.095,1.568,-0.09,-0.52,1.267,-1.143,-1.286,-2.478,-1.187,0.32,0.8,0.414,1.471,-1.656,1.507,0.468,-0.943,-2.064,-0.323,-0.653,-1.507,-0.594,1.373,-1.097,-1.203,-0.92,-0.153,0.815,-0.872,-2.077,0.678,0.675,-0.504,2.508,1.759,-1.027,1.661,-1.903,-0.582,0.386,1.466,0.458,0.314,1.596,1.486,1.295,0.127,1.127,-1.788,0.72,-0.947,-0.711,1.0
-0.582,0.716,1.12,2.089,1.022,-0.067,-2.152,0.384,1.404,0.82,-0.705,-2.016,-1.501,-0.26,-0.069,1.139,-0.939,-1.79,-0.946,-0.073,1.308,-1.296,-0.578,0.457,0.199,0.319,1.161,-0.731,1.23,0.444,-1.467,-1.742,1.511,-0.492,-0.135,0.176,1.545,-1.254,-1.263,-0.665,1.764,1.614,0.874,-0.102,0.541,-0.811,0.186,-1.901,1.006,-1.063,-1.568,0.502,-0.588,0.087,0.309,1.732,0.431,1.144,2.768,0.189,1.0
0.966,1.232,-1.279,-1.24,-1.093,-1.279,0.189,1.11,-1.102,0.142,-1.08,1.025,-0.713,0.729,1.432,-0.567,0.774,-0.864,0.214,-0.796,-0.265,1.303,1.702,-0.057,-0.889,-1.293,0.705,-0.954,0.361,1.353,0.111,-1.156,1.129,0.498,0.882,1.272,1.703,0.226,-0.334,1.63,-0.618,-0.749,-0.744,-1.342,0.057,-1.163,2.041,-1.7,0.012,-1.226,0.118,1.805,-0.463,1.12,0.346,1.267,-1.424,-0.145,1.248,-1.973,1.0
1.712,-0.707,0.674,-0.749,0.259,-1.366,-0.094,-2.067,0.808,0.087,0.367,1.398,1.214,0.16,-1.313,-0.971,1.038,-1.189,-0.377,0.47,-0.39,-0.242,0.607,-0.158,-0.636,0.896,-1.805,-1.246,-1.92,0.781,0.287,-1.521,0.114,0.356,1.132,1.476,1.205,1.614,0.656,-0.679,0.206,-0.166,0.936,-1.417,-0.691,1.007,-0.821,0.212,-0.809,-1.128,1.146,-0.246,1.102,1.017,0.292,0.627,-1.331,1.462,-0.755,-1.436,1.0
-0.811,1.455,-1.157,-1.483,-0.492,0.868,-0.237,0.984,-0.024,-0.307,-0.64,-2.432,1.302,-0.674,1.461,-1.485,0.106,1.619,-0.628,-0.676,1.64,0.111,-0.789,-1.772,-0.117,-0.941,0.117,-1.552,-0.625,1.568,0.124,-1.344,1.012,0.65,0.212,1.392,-1.555,0.595,-1.103,1.148,0.378,-0.402,0.438,0.246,-0.868,-0.595,1.745,-0.538,0.388,1.502,-0.953,-0.368,1.023,0.047,0.354,1.285,0.823,-0.195,-1.587,1.266,1.0
1.282,-1.242,0.74,-0.075,-1.312,1.548,1.342,-1.642,1.165,1.076,0.168,0.275,1.531,0.15,1.152,1.09,-1.052,-1.445,-0.067,0.344,-0.134,-1.48,-0.751,1.132,0.668,0.289,-0.96,-0.052,-0.887,1.616,0.029,0.455,0.244,1.24,-0.916,-0.689,0.255,-0.895,-0.04,-0.457,-1.617,-1.36,-1.213,-0.225,-0.936,-0.404,0.616,-0.713,2.188,-0.625,1.359,-1.309,0.822,-0.919,1.442,1.172,-0.121,-1.225,1.349,-0.587,1.0
-1.351,1.622,-0.75,-1.692,1.097,-0.373,0.848,-0.135,-1.07,0.45,-0.611,1.156,1.038,-1.469,-1.342,1.157,-1.898,-0.978,0.348,-1.944,-0.191,0.118,0.027,1.447,-1.748,-0.813,-1.093,1.439,0.221,-0.008,0.853,-0.882,1.023,0.869,0.867,1.552,0.054,0.969,0.664,0.28,1.002,-2.312,1.383,-0.008,-1.226,-1.136,-0.872,-1.404,-0.432,-0.768,1.261,-0.962,0.319,1.554,0.238,0.974,0.437,-0.998,-0.38,-0.09,1.0
0.447,0.178,-0.61,0.484,0.021,1.763,-1.885,-0.387,1.57,0.255,-0.892,1.607,-0.625,-0.71,-1.409,-0.406,-0.011,-0.235,-0.129,0.646,-0.064,0.832,-1.346,-1.924,0.794,-1.081,-0.452,1.071,-1.497,1.206,0.873,1.006,-1.935,0.403,1.588,-1.909,-1.748,1.493,-0.537,-0.868,0.275,0.431,-0.949,-1.319,0.389,-0.596,1.898,-0.507,0.083,1.02,0.292,-1.437,2.33,1.491,1.937,-1.511,0.498,1.443,-1.389,0.655,1.0
0.572,-0.899,1.285,0.258,0.784,-1.652,0.977,0.611,1.629,1.235,-0.852,0.969,0.099,1.286,1.083,0.348,-0.258,-1.665,-0.28,1.558,-1.649,0.053,1.781,2.347,-1.143,-0.116,1.481,-0.826,1.001,0.484,-0.269,0.45,-0.23,-1.388,-0.693,-0.979,0.303,-0.989,-1.125,-1.694,-0.423,0.446,0.461,0.69,0.051,0.129,-1.084,-1.314,-0.741,-1.012,-0.221,-0.424,-1.28,-0.883,-0.138,1.212,0.945,1.246,1.266,-0.597,1.0
2.018,-0.335,0.654,1.232,1.498,-0.698,0.071,1.53,-0.205,0.918,-0.746,-1.278,-0.934,-0.607,-0.614,-1.771,-1.477,0.597,-0.257,1.38,-0.405,-1.095,-1.0,1.568,-0.948,0.124,-0.566,-1.306,-0.703,0.104,0.99,1.336,-2.332,-0.379,1.548,1.284,-1.81,0.94,1.321,0.81,0.131,0.932,0.377,1.259,-1.47,-1.314,0.874,-0.485,1.218,0.838,0.318,0.495,-1.532,-1.177,0.308,-0.331,0.463,0.349,1.361,-1.61,1.0
0.958,-0.512,0.559,1.301,0.198,-1.161,0.618,-1.289,0.61,0.191,-0.599,0.774,0.392,1.292,0.012,0.646,1.682,0.536,-1.286,-1.146,0.903,0.971,0.537,0.041,0.86,-0.336,1.016,-0.307,1.763,-1.627,-0.985,1.051,0.192,0.863,-0.857,-0.639,-0.634,-1.26,0.104,1.782,-0.843,-1.567,0.674,-0.816,-1.967,-1.177,0.766,0.946,0.126,-0.875,-0.14,-1.526,0.864,-0.893,0.626,-1.024,-0.932,-0.676,-1.45,-1.398,1.0
1.01,0.992,1.919,-0.65,-1.436,2.03,-0.408,0.825,-1.295,1.158,-1.435,-0.39,0.456,-0.653,1.361,-2.263,-0.918,-0.732,-0.277,-1.673,-2.072,0.138,0.236,-1.103,-0.729,0.904,0.862,-0.342,-1.707,-0.287,0.458,0.283,1.105,-0.84,2.826,0.838,1.026,0.124,-1.678,-0.608,-0.229,0.312,0.353,0.179,1.504,0.656,1.185,0.62,1.115,-1.097,0.959,-0.498,-1.421,2.106,1.302,0.522,-1.441,-0.79,-1.758,-1.489,1.0
0.745,0.971,-1.421,-0.779,-1.257,-1.38,-2.18,0.763,0.075,1.568,-0.755,-1.022,-0.427,0.46,-0.272,-0.201,-1.747,1.466,-0.159,1.233,-1.615,-1.564,1.248,0.427,-0.24,-0.879,0.188,1.388,1.551,-0.576,0.679,1.154,1.614,-0.359,-1.726,2.064,1.759,-0.678,-1.975,1.363,-0.521,-1.213,-0.64,0.396,-0.238,0.042,-0.888,0.614,-0.147,-1.109,0.082,-0.937,-0.517,0.16,0.025,0.401,-1.623,0.068,0.757,1.03,1.0
0.297,1.975,-0.412,-0.217,-1.272,-0.208,2.815,2.147,1.753,0.426,-1.391,-0.919,0.345,1.644,0.191,-0.781,0.008,0.13,-1.001,-0.01,0.325,-0.891,0.048,1.28,0.097,-0.042,-1.008,1.067,-1.017,0.726,-1.25,-0.933,0.245,-1.384,-1.366,-0.351,0.025,0.843,-1.491,0.22,0.555,-1.618,0.523,-0.346,0.098,-0.723,1.215,-0.588,0.803,2.055,-0.726,-1.224,0.206,1.795,-0.571,-0.199,0.551,-1.43,1.115,2.343,1.0
-1.492,-1.445,0.322,-1.262,0.456,0.614,0.324,-0.592,0.138,-1.437,0.054,1.781,-0.628,1.905,-0.096,1.355,0.144,-0.783,0.669,0.617,-0.143,1.659,-0.78,-1.372,0.583,-1.533,-0.396,1.733,0.043,-0.016,-0.822,-0.625,0.31,-0.845,-0.017,-0.316,-2.184,-0.57,-1.474,0.982,0.073,0.767,1.341,-0.15,1.891,-0.593,0.319,0.127,1.157,1.516,-0.38,-1.287,1.817,1.538,-1.074,-1.138,0.866,-0.481,0.628,-1.087,1.0
0.016,-1.084,0.947,-0.318,0.016,-2.818,1.63,0.483,0.138,0.914,-1.545,-1.663,1.458,0.569,-1.188,0.504,-0.439,-1.294,0.406,-0.15,0.613,-0.187,0.968,1.216,-0.077,1.6,-0.787,-0.59,0.77,0.216,-1.048,-1.357,1.649,0.479,-0.956,0.761,0.54,0.169,1.729,1.472,-1.405,0.456,-1.47,1.53,-0.326,0.399,-0.635,1.548,-0.987,-1.024,-1.828,0.186,1.33,-0.507,-1.432,1.714,-1.206,1.325,0.52,-0.13,1.0
-1.374,0.023,0.319,1.299,1.254,-0.687,1.114,1.65,-0.169,-1.548,-0.018,0.591,1.235,1.177,-0.122,1.117,1.413,0.812,-1.467,-0.592,0.695,-1.814,-1.365,-1.214,0.933,-0.797,1.398,0.031,1.328,-0.576,-0.602,1.163,1.249,-1.154,0.873,0.381,-0.575,0.029,-1.517,0.116,2.81,1.097,1.555,0.583,0.501,-0.106,0.826,-1.874,-0.231,-1.429,0.394,-1.049,-1.303,-1.475,-0.747,0.371,-0.414,-2.198,0.676,-2.308,1.0
1.176,-0.606,1.625,-0.571,0.297,-0.754,0.257,0.168,-0.4,-0.378,-0.406,-1.698,1.826,1.176,1.763,-0.681,-0.909,0.425,0.28,0.565,-1.315,-0.359,0.344,0.127,0.728,-0.622,-1.87,0.52,0.001,-0.998,1.771,-0.915,-0.243,1.303,0.39,-1.118,-0.241,0.604,0.394,-1.124,-1.424,1.087,0.7,-1.843,0.993,1.681,0.252,0.223,1.205,0.133,0.297,1.817,-0.012,-3.966,0.623,-1.67,-0.551,1.214,0.278,-1.461,1.0
0.68,-0.011,-1.521,1.454,-1.216,1.558,0.261,-1.521,2.182,-1.525,1.978,0.385,0.069,-0.881,-0.502,1.008,-0.186,0.311,-1.664,0.879,-0.261,1.195,0.905,1.442,-0.255,-0.404,-0.969,-1.318,0.951,-0.584,1.285,-0.036,-0.818,0.421,0.772,1.709,-1.074,0.951,0.941,-1.746,1.849,-1.317,-0.279,-0.681,-0.646,0.411,-1.691,-0.063,1.324,0.023,-0.212,1.289,0.84,-0.207,0.751,-1.426,0.132,0.131,-0.124,-1.79,1.0
1.089,1.259,0.575,-0.878,-0.905,0.764,-2.863,0.196,-0.109,-1.316,0.497,0.051,-1.255,-1.489,-1.349,0.434,-1.282,1.662,1.263,-1.095,1.479,-0.502,1.11,0.622,0.184,-1.553,0.53,-0.567,2.003,-0.376,1.222,0.782,-0.431,-1.389,-0.553,-1.04,1.787,-1.899,0.437,-1.449,0.366,-0.056,0.976,2.011,-0.128,-1.17,0.678,-0.693,-0.5,0.003,-1.208,1.728,1.867,0.172,-1.352,0.384,1.162,-0.304,-0.945,0.354,1.0
0.573,1.451,-0.873,-1.627,0.396,-0.448,-0.545,-0.432,-0.279,-2.288,0.208,1.49,-1.962,-0.254,-1.682,-0.487,-0.631,-1.085,-0.644,0.08,1.283,-1.524,0.561,-0.831,1.334,-0.382,-0.614,0.892,-1.217,-0.495,0.226,1.299,-1.67,-0.338,-1.165,0.444,-0.157,1.418,0.258,1.381,1.686,0.637,-1.607,-0.33,-1.949,-0.724,0.173,0.343,1.141,0.279,-1.964,1.657,-0.539,1.053,-1.93,0.237,1.651,1.248,-0.494,1.747,1.0
0.932,-0.809,0.028,-0.78,-1.458,-0.857,0.51,1.466,-1.517,0.067,-0.776,0.952,1.0,0.126,0.147,-1.532,-1.473,-0.522,1.237,1.637,-1.697,1.109,-0.586,-0.848,0.505,0.403,1.776,-1.379,-1.073,0.049,-1.2,0.063,1.466,-0.318,-0.726,-1.172,-0.091,-0.676,0.365,1.13,0.207,-0.281,1.05,-0.223,-0.618,0.099,-0.539,-0.375,-1.464,0.663,-0.092,1.856,-0.808,-1.96,0.65,2.567,0.981,0.63,1.643,-0.885,1.0
-1.121,0.691,-1.404,-0.299,0.139,-1.747,-0.795,0.091,-1.218,-1.34,1.969,-0.012,0.005,-1.882,-1.013,0.021,-1.292,0.724,-0.871,-0.765,1.948,-0.842,1.14,1.239,-1.54,-0.244,-1.098,2.305,0.257,0.138,-1.071,-0.079,0.569,-1.263,0.322,-1.581,2.461,-0.102,1.421,1.074,-0.269,1.169,-0.358,0.032,-0.478,-0.438,0.882,0.36,0.119,0.668,0.578,0.249,1.291,-1.176,0.822,1.283,-0.471,-0.452,0.231,0.138,1.0
-0.737,-0.306,0.558,0.025,-1.153,0.417,-1.329,1.18,1.698,-0.563,2.504,1.555,-0.819,-0.002,-0.208,-1.108,1.155,1.681,0.113,0.718,0.548,-0.693,0.006,0.024,-1.075,-1.028,1.879,0.224,0.834,-1.053,-0.368,-0.385,-0.119,0.343,1.687,-1.955,0.915,2.258,-0.318,-1.566,-0.034,0.703,-0.673,-0.058,-1.472,-1.187,-1.746,-0.034,0.041,-0.78,0.574,-0.105,-0.009,-1.673,-1.064,-1.137,2.209,-1.364,-1.321,1.811,1.0
0.928,1.007,-0.387,-0.984,-0.494,-1.323,0.499,0.468,-0.522,1.075,0.249,-0.768,0.259,-1.406,-1.729,-2.146,-0.495,1.355,-0.131,0.034,1.139,1.085,-0.291,0.843,0.654,-1.144,0.821,0.879,-1.978,0.7,0.042,-1.362,1.124,0.606,1.17,0.812,0.293,1.058,0.871,-1.446,-0.05,0.378,-0.78,-1.292,-1.504,-1.312,1.063,-1.86,-0.459,0.936,0.05,0.913,-1.021,-1.136,0.02,0.55,-1.087,0.302,-0.925,-1.072,1.0
-0.556,1.914,-0.089,1.165,0.805,1.31,-1.101,-1.011,-0.459,-0.52,-0.17,-0.711,-0.165,1.166,-0.92,-0.842,1.742,-0.845,-0.188,1.178,-0.759,-0.385,-1.197,0.301,1.674,1.082,1.104,0.008,-0.713,0.333,-0.014,-0.916,-1.539,0.835,-0.648,0.528,-1.066,-0.478,2.985,-0.633,1.325,-1.239,-1.345,2.091,0.73,-2.37,0.149,-0.051,1.438,-0.982,0.457,-1.666,-0.439,0.29,1.073,1.674,-0.086,-0.078,-2.515,0.153,1.0
-1.67,3.511,-0.317,-0.367,1.262,-1.689,1.551,0.009,-1.482,0.105,-1.105,0.343,0.388,0.357,-0.498,0.577,0.296,-2.469,0.337,-0.812,0.232,1.001,1.84,0.456,-1.312,0.727,0.478,-0.459,-0.005,-0.208,-0.256,0.865,-0.408,0.776,1.228,0.499,1.02,0.114,-1.678,-0.553,-0.388,1.094,-1.406,-0.784,-0.814,-1.366,0.958,0.305,0.026,0.502,1.593,-0.194,-0.275,1.819,-1.675,-1.403,0.51,0.319,1.053,1.035,1.0
-0.127,0.411,0.108,1.441,-0.214,-0.153,0.251,-0.817,0.875,-0.37,-0.406,-0.922,-1.608,-0.098,1.23,-2.002,-0.574,0.769,-1.716,0.91,-0.529,0.76,-0.936,-1.313,0.25,1.723,-0.063,-1.755,0.617,0.593,0.112,-1.597,1.628,1.644,0.648,-1.275,1.843,-1.543,1.761,0.574,-1.005,0.16,0.034,-1.343,-0.953,-0.996,-2.019,0.424,-1.256,0.552,0.329,-0.083,-0.167,-1.118,-0.395,1.066,0.356,0.155,0.76,0.863,1.0
-0.266,-0.741,-1.992,-1.551,-0.942,-1.38,-0.582,-1.112,-0.364,1.44,-0.779,-0.106,1.621,0.417,-1.656,-1.07,1.196,0.602,-0.284,1.149,0.378,0.014,-0.528,1.748,-1.434,1.086,-0.926,-1.563,-0.717,-0.058,-0.988,0.161,0.265,-0.469,-0.957,-1.7,-1.188,-0.11,0.774,1.118,0.187,0.953,-0.108,1.103,0.542,1.049,1.291,-0.667,2.09,-1.27,-0.022,1.529,-0.524,-1.274,-0.056,1.358,-0.377,-0.704,1.785,-1.297,1.0
0.476,-0.905,-1.111,1.048,-0.18,1.018,-0.556,1.12,0.963,-0.134,-1.401,0.644,1.39,-0.359,-0.935,1.655,0.517,-0.683,-0.198,-1.549,-0.059,0.606,1.395,-0.963,-0.204,-1.511,-1.31,0.256,0.158,-1.474,1.433,-0.963,1.503,0.849,-1.499,0.09,1.41,0.808,-1.136,-0.461,0.62,1.326,-1.373,0.731,-0.165,0.72,1.293,-0.092,1.381,1.217,1.256,-0.212,0.821,-2.56,0.517,1.195,-0.896,-1.683,-0.167,-0.092,1.0
