@RELATION SmoothSubspace

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC

@DATA
0.009,0.081,0.003,0.03,0.062,0.019,0.026,0.071,0.01,0.06,0.055,0.088,0.047,0.028,0.063
0.08,0.04,0.039,0.018,0.044,0.048,0.002,0.015,0.001,0.074,0.001,0.006,0.002,0.001,0.063
0.111,0.045,0.008,0.032,0.055,0.038,0.001,0.012,0.001,0.013,0.0,0.011,0.013,0.008,0.014
0.045,0.068,0.02,0.024,0.1,0.023,0.034,0.071,0.013,0.024,0.012,0.075,0.081,0.049,0.008
0.044,0.027,0.009,0.012,0.003,0.053,0.017,0.114,0.023,0.033,0.081,0.031,0.014,0.002,0.076
0.026,0.02,0.012,0.045,0.028,0.038,0.019,0.017,0.023,0.026,0.069,0.01,0.014,0.026,0.017
0.008,0.001,0.04,0.052,0.025,0.077,0.031,0.004,0.059,0.071,0.044,0.036,0.073,0.061,0.023
0.03,0.026,0.066,0.088,0.0,0.014,0.007,0.033,0.041,0.041,0.085,0.031,0.091,0.016,0.002
0.031,0.012,0.021,0.034,0.002,0.074,0.035,0.071,0.017,0.008,0.003,0.012,0.055,0.006,0.034
0.07,0.012,0.054,0.01,0.038,0.02,0.011,0.005,0.006,0.046,0.048,0.027,0.026,0.115,0.025
0.002,0.015,0.065,0.053,0.053,0.073,0.025,0.054,0.027,0.015,0.07,0.024,0.157,0.028,0.034
0.047,0.005,0.022,0.016,0.075,0.0,0.037,0.015,0.018,0.012,0.081,0.036,0.015,0.055,0.028
0.105,0.028,0.074,0.018,0.064,0.036,0.043,0.039,0.043,0.18,0.03,0.035,0.067,0.028,0.026
0.031,0.046,0.074,0.039,0.087,0.034,0.015,0.058,0.072,0.03,0.084,0.086,0.127,0.004,0.031
0.01,0.013,0.027,0.029,0.006,0.064,0.088,0.002,0.044,0.021,0.028,0.009,0.025,0.007,0.065
0.0,0.11,0.06,0.001,0.038,0.031,0.034,0.088,0.072,0.063,0.021,0.067,0.068,0.103,0.024
0.048,0.011,0.031,0.012,0.049,0.047,0.015,0.046,0.057,0.075,0.035,0.008,0.009,0.056,0.085
0.007,0.025,0.076,0.096,0.022,0.061,0.029,0.038,0.041,0.033,0.136,0.037,0.022,0.027,0.097
0.035,0.044,0.004,0.062,0.054,0.061,0.051,0.099,0.0,0.045,0.057,0.054,0.003,0.008,0.084
0.025,0.079,0.006,0.054,0.045,0.052,0.022,0.028,0.009,0.014,0.053,0.037,0.043,0.091,0.034
0.003,0.005,0.037,0.044,0.009,0.037,0.009,0.024,0.056,0.024,0.052,0.003,0.048,0.014,0.116
0.013,0.074,0.054,0.086,0.044,0.041,0.037,0.003,0.041,0.026,0.006,0.021,0.074,0.025,0.088
0.047,0.013,0.074,0.026,0.051,0.014,0.103,0.015,0.055,0.071,0.096,0.062,0.016,0.006,0.14
0.084,0.07,0.037,0.032,0.018,0.047,0.033,0.065,0.014,0.013,0.043,0.069,0.031,0.082,0.002
0.03,0.023,0.084,0.03,0.103,0.024,0.096,0.025,0.041,0.011,0.117,0.019,0.028,0.054,0.045
0.033,0.011,0.004,0.014,0.009,0.032,0.0,0.019,0.009,0.101,0.009,0.037,0.072,0.006,0.066
0.005,0.03,0.037,0.059,0.014,0.027,0.005,0.06,0.053,0.05,0.043,0.007,0.034,0.019,0.003
0.006,0.031,0.006,0.011,0.052,0.007,0.056,0.043,0.047,0.042,0.031,0.026,0.07,0.149,0.024
0.002,0.031,0.04,0.006,0.024,0.019,0.027,0.079,0.063,0.06,0.026,0.004,0.041,0.062,0.091
0.025,0.004,0.089,0.019,0.016,0.014,0.018,0.073,0.056,0.05,0.118,0.031,0.114,0.039,0.003
0.058,0.064,0.003,0.029,0.044,0.027,0.052,0.033,0.024,0.008,0.117,0.016,0.02,0.115,0.005
0.02,0.117,0.048,0.044,0.073,0.07,0.078,0.001,0.011,0.01,0.009,0.07,0.057,0.053,0.07
0.059,0.008,0.01,0.031,0.003,0.157,0.04,0.051,0.003,0.025,0.013,0.044,0.088,0.112,0.043
0.073,0.028,0.076,0.011,0.015,0.018,0.023,0.056,0.034,0.032,0.018,0.074,0.01,0.006,0.084
0.0,0.037,0.097,0.069,0.035,0.028,0.006,0.003,0.056,0.049,0.018,0.048,0.041,0.0,0.122
0.051,0.018,0.011,0.051,0.005,0.017,0.008,0.006,0.039,0.034,0.006,0.06,0.034,0.013,0.011
0.009,0.066,0.029,0.014,0.027,0.033,0.021,0.004,0.019,0.001,0.062,0.047,0.098,0.09,0.032
0.028,0.002,0.009,0.047,0.041,0.017,0.062,0.018,0.054,0.007,0.056,0.059,0.005,0.038,0.076
0.003,0.014,0.003,0.026,0.081,0.011,0.027,0.023,0.08,0.008,0.089,0.066,0.05,0.037,0.068
0.027,0.011,0.018,0.005,0.015,0.002,0.051,0.055,0.039,0.011,0.031,0.041,0.006,0.043,0.023
0.071,0.013,0.025,0.066,0.016,0.006,0.019,0.054,0.091,0.055,0.022,0.006,0.068,0.045,0.031
0.019,0.037,0.014,0.024,0.081,0.037,0.096,0.0,0.029,0.036,0.079,0.017,0.048,0.054,0.159
0.092,0.029,0.055,0.057,0.012,0.029,0.033,0.082,0.033,0.001,0.013,0.014,0.094,0.013,0.006
0.008,0.01,0.002,0.016,0.029,0.058,0.0,0.026,0.081,0.004,0.007,0.009,0.013,0.013,0.042
0.005,0.08,0.004,0.046,0.065,0.04,0.059,0.018,0.066,0.052,0.052,0.022,0.038,0.049,0.053
0.059,0.044,0.01,0.002,0.011,0.005,0.087,0.036,0.073,0.018,0.137,0.002,0.01,0.037,0.123
0.024,0.04,0.019,0.031,0.013,0.044,0.019,0.063,0.031,0.041,0.026,0.035,0.054,0.019,0.011
0.018,0.052,0.062,0.037,0.142,0.047,0.025,0.019,0.031,0.003,0.008,0.042,0.053,0.064,0.025
0.031,0.002,0.061,0.091,0.071,0.013,0.022,0.107,0.054,0.068,0.002,0.053,0.08,0.03,0.034
0.042,0.035,0.057,0.024,0.022,0.073,0.131,0.038,0.022,0.061,0.001,0.023,0.034,0.016,0.035
0.029,0.0,0.045,0.003,0.013,0.074,0.054,0.044,0.036,0.035,0.033,0.012,0.105,0.01,0.055
0.006,0.033,0.021,0.018,0.01,0.031,0.031,0.023,0.019,0.012,0.038,0.026,0.052,0.069,0.032
0.006,0.03,0.087,0.054,0.007,0.021,0.088,0.054,0.014,0.027,0.041,0.0,0.062,0.021,0.015
0.039,0.036,0.013,0.013,0.062,0.025,0.014,0.081,0.03,0.017,0.064,0.063,0.124,0.066,0.002
0.016,0.064,0.003,0.025,0.015,0.055,0.02,0.108,0.022,0.011,0.018,0.046,0.011,0.052,0.103
0.041,0.045,0.034,0.044,0.077,0.021,0.06,0.103,0.041,0.006,0.048,0.029,0.017,0.079,0.064
