@RELATION SmoothSubspace

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.446,0.782,0.689,0.634,0.658,0.182,0.951,0.036,0.194,0.719,0.707,0.627,0.568,0.327,0.808,1.0
0.426,0.647,0.807,0.456,0.641,0.112,0.843,0.871,0.291,0.991,0.345,0.285,0.407,0.607,0.117,1.0
0.548,0.624,0.798,0.52,0.651,0.41,1.027,0.328,0.364,0.496,0.579,0.645,0.443,0.502,0.556,1.0
0.616,0.722,0.697,0.431,0.802,0.14,0.61,0.054,0.78,0.741,0.247,0.398,0.052,0.329,0.516,1.0
0.476,0.603,0.74,0.535,0.606,0.52,0.809,0.307,0.884,0.937,0.778,0.638,0.788,0.878,0.124,1.0
0.512,0.686,0.707,0.452,0.74,0.402,0.844,0.561,0.551,0.842,0.408,0.638,0.542,0.488,0.834,1.0
0.479,0.648,0.628,0.495,0.821,0.069,0.895,0.96,0.628,0.891,0.662,0.839,0.062,0.616,0.36,1.0
0.515,0.573,0.899,0.539,0.593,0.767,0.156,0.421,0.106,0.314,1.101,0.766,0.244,0.186,-0.037,1.0
0.596,0.71,0.753,0.474,0.569,0.705,0.727,0.899,0.478,0.126,0.611,0.375,0.785,0.251,0.203,1.0
0.598,0.58,0.791,0.495,0.646,0.106,0.156,0.427,0.212,0.753,1.224,0.826,0.86,0.388,0.411,1.0
0.562,0.641,0.647,0.561,0.651,0.425,0.489,0.066,0.321,0.533,1.031,0.836,0.547,0.563,0.904,1.0
0.632,0.529,0.768,0.622,0.663,0.79,0.176,-0.022,0.846,0.332,0.77,0.461,0.414,0.091,0.239,1.0
0.499,0.59,0.64,0.516,0.661,0.43,0.55,0.09,0.343,0.455,0.069,0.59,0.218,0.337,0.409,1.0
0.525,0.532,0.828,0.495,0.751,0.715,0.75,0.661,0.164,0.755,0.289,0.277,0.964,0.979,0.977,1.0
0.553,0.545,0.864,0.472,0.654,0.959,0.737,0.292,0.133,0.318,0.421,0.641,0.883,0.52,0.471,1.0
0.444,0.596,0.761,0.478,0.706,0.716,0.014,1.022,0.187,0.828,0.93,0.351,0.992,0.372,0.831,1.0
0.687,0.556,0.76,0.509,0.647,0.041,0.87,0.132,0.549,0.854,0.957,0.932,0.135,0.895,0.738,1.0
0.623,0.623,0.779,0.493,0.637,0.185,0.029,0.734,0.619,0.579,0.296,0.003,0.916,0.741,0.949,1.0
0.356,0.649,0.787,0.507,0.328,0.469,0.033,0.305,0.231,0.786,0.46,0.952,0.141,0.435,0.26,1.0
0.554,0.668,0.705,0.362,0.698,0.192,0.467,0.903,0.791,0.208,0.061,0.182,0.623,-0.002,0.592,1.0
0.407,0.578,0.682,0.463,0.572,0.498,0.194,0.344,0.105,0.755,0.506,0.057,0.025,0.628,0.116,1.0
0.495,0.539,0.725,0.337,0.599,0.442,0.289,0.306,0.792,0.699,0.676,0.087,0.868,0.345,0.529,1.0
0.708,0.565,0.788,0.554,0.763,0.208,0.517,0.449,0.443,0.608,0.161,0.181,0.111,0.466,0.692,1.0
0.41,0.743,0.78,0.528,0.54,0.599,0.616,0.866,0.746,0.181,0.262,0.251,0.587,0.323,0.707,1.0
0.514,0.696,0.753,0.457,0.721,0.861,0.007,0.534,0.397,0.661,0.748,0.595,0.732,0.869,0.069,1.0
0.522,0.591,0.718,0.483,0.595,0.731,0.664,0.249,0.213,0.353,0.081,0.862,0.156,0.268,0.459,1.0
0.438,0.652,0.866,0.484,0.621,0.185,0.924,0.518,0.631,0.427,0.383,0.782,0.113,0.397,0.643,1.0
0.558,0.612,0.786,0.519,0.694,-0.015,0.548,0.076,0.486,0.191,0.794,0.742,0.445,0.401,0.859,1.0
0.554,0.577,0.732,0.577,0.542,0.035,0.287,0.446,0.967,0.673,0.817,0.442,0.768,0.866,0.111,1.0
0.45,0.665,0.681,0.416,0.545,0.277,0.429,0.889,0.116,0.764,0.11,0.579,0.255,0.66,0.484,1.0
0.173,0.933,0.336,0.009,0.307,0.268,0.254,0.374,0.293,0.415,0.747,0.419,0.873,0.343,-0.032,2.0
0.026,0.367,0.646,0.856,0.323,0.167,0.253,0.374,0.289,0.351,0.483,0.03,0.698,0.942,0.923,2.0
0.424,0.909,0.456,0.398,0.807,0.141,0.378,0.407,0.354,0.301,0.428,0.891,0.541,0.302,0.714,2.0
0.152,0.312,0.543,0.726,0.557,0.356,0.372,0.454,0.343,0.359,0.625,0.02,0.109,0.984,0.881,2.0
0.643,0.21,0.381,0.834,0.341,0.137,0.289,0.422,0.251,0.4,0.777,0.828,0.865,0.568,0.391,2.0
0.709,0.694,0.62,0.649,0.981,0.205,0.37,0.374,0.279,0.435,0.278,0.711,0.138,0.534,0.798,2.0
0.559,0.148,0.138,0.294,0.743,0.321,0.431,0.387,0.239,0.416,0.261,0.181,1.017,0.458,0.376,2.0
0.265,0.108,0.539,0.18,0.132,0.282,0.254,0.369,0.341,0.415,0.835,0.772,0.323,0.318,0.842,2.0
0.318,0.021,0.522,0.972,0.343,0.186,0.288,0.435,0.193,0.434,0.923,0.374,0.706,0.499,0.064,2.0
0.671,0.803,0.206,0.18,0.756,0.231,0.27,0.376,0.305,0.495,0.286,0.608,0.306,0.723,0.128,2.0
0.164,0.276,0.176,0.572,0.789,0.318,0.275,0.414,0.261,0.437,0.765,0.282,0.762,0.551,0.646,2.0
0.703,0.32,0.419,0.183,0.603,0.254,0.383,0.403,0.372,0.418,0.49,0.351,1.013,0.306,0.44,2.0
0.253,0.557,0.51,0.607,0.803,0.284,0.225,0.384,0.567,0.412,0.643,0.918,0.699,0.643,0.394,2.0
0.575,1.082,0.022,0.089,0.839,0.324,0.289,0.269,0.269,0.442,0.054,0.47,0.489,0.684,0.36,2.0
0.231,0.253,0.991,0.409,0.734,0.215,0.34,0.356,0.355,0.38,0.867,0.442,0.707,0.115,0.768,2.0
0.422,0.166,0.086,-0.076,0.428,0.224,0.342,0.427,0.329,0.323,0.473,0.527,0.324,0.595,0.527,2.0
0.241,0.833,0.469,0.63,0.891,0.372,0.403,0.422,0.435,0.3,0.907,0.979,0.084,0.949,0.084,2.0
0.422,0.6,0.161,0.744,0.867,0.217,0.32,0.395,0.285,0.393,0.624,0.245,0.759,0.136,1.193,2.0
0.937,1.01,0.075,0.851,0.944,0.204,0.354,0.349,0.376,0.455,0.468,0.719,0.504,0.16,0.228,2.0
-0.057,0.581,0.468,0.149,0.223,0.214,0.227,0.324,0.366,0.234,0.76,0.81,0.46,0.447,0.082,2.0
0.945,0.105,0.816,1.025,0.556,0.249,0.269,0.311,0.194,0.434,0.094,0.407,0.675,0.479,0.615,2.0
0.29,0.519,0.263,0.183,0.224,0.269,0.375,0.408,0.177,0.472,0.192,0.795,0.498,0.024,0.477,2.0
-0.004,0.129,0.292,0.46,0.173,0.216,0.337,0.498,0.167,0.391,0.232,0.293,0.394,0.961,0.805,2.0
0.184,0.684,0.169,0.35,0.64,0.229,0.411,0.41,0.34,0.435,0.365,0.055,0.465,1.04,0.28,2.0
0.367,0.98,0.358,0.076,0.745,0.26,0.251,0.351,0.322,0.367,0.546,0.774,0.711,0.418,0.356,2.0
0.735,0.533,0.748,0.866,0.654,0.305,0.38,0.37,0.308,0.392,0.828,0.187,0.518,0.277,0.853,2.0
0.766,0.734,0.832,0.675,0.932,0.254,0.406,0.423,0.348,0.619,0.507,0.556,0.517,0.371,0.314,2.0
0.947,0.223,0.963,0.702,0.892,0.331,0.357,0.403,0.298,0.256,0.235,0.172,0.74,0.886,0.465,2.0
0.43,0.732,0.699,0.565,0.252,0.259,0.334,0.394,0.241,0.395,0.757,0.91,0.048,0.601,0.584,2.0
0.378,0.656,0.86,0.212,0.492,0.319,0.373,0.375,0.266,0.367,0.586,0.524,0.035,0.576,1.002,2.0
0.223,0.593,0.798,0.797,0.231,0.281,0.451,0.324,0.347,0.444,0.874,0.639,0.975,0.47,0.492,2.0
0.332,0.061,0.851,0.428,0.146,0.237,0.41,0.391,0.33,0.483,0.996,0.548,0.412,0.364,0.068,2.0
-0.001,0.063,0.138,0.499,0.828,0.244,0.34,0.47,0.306,0.522,0.878,0.956,0.145,0.106,0.502,2.0
0.543,0.412,0.535,0.14,0.956,0.364,0.369,0.389,0.359,0.183,0.856,0.665,0.243,0.702,0.404,2.0
0.06,0.703,0.675,0.384,0.667,0.181,0.306,0.38,0.372,0.369,0.856,0.05,0.407,0.615,0.726,2.0
0.076,0.82,0.195,0.834,0.775,0.221,0.308,0.464,0.273,0.362,0.298,0.831,0.893,0.8,0.747,2.0
0.775,0.775,0.177,0.442,0.753,0.209,0.214,0.335,0.49,0.396,0.71,0.408,0.714,0.2,0.253,2.0
0.087,0.229,0.69,0.1,0.146,0.258,0.316,0.335,0.264,0.434,0.384,0.284,0.443,0.701,0.895,2.0
0.651,0.582,0.995,0.721,0.375,0.192,0.296,0.334,0.299,0.54,0.904,0.749,0.488,0.992,0.711,2.0
0.253,0.441,0.677,0.844,0.209,0.178,0.374,0.283,0.395,0.361,0.336,0.897,0.504,0.896,0.194,2.0
0.278,0.963,0.455,0.58,0.882,0.253,0.336,0.33,0.115,0.325,0.068,0.714,0.869,1.004,0.653,2.0
0.272,0.073,0.489,0.099,0.546,0.315,0.33,0.367,0.276,0.438,0.024,0.951,0.454,1.014,0.788,2.0
0.405,0.499,0.481,0.65,0.253,0.164,0.308,0.366,0.215,0.403,0.963,0.299,0.235,0.832,0.774,2.0
0.3,0.906,0.371,0.705,0.351,0.31,0.331,0.344,0.415,0.391,0.601,0.014,0.277,0.795,0.103,2.0
0.7,0.948,0.328,0.369,0.229,0.286,0.396,0.188,0.303,0.549,0.568,0.173,0.572,0.454,0.418,2.0
0.358,0.811,0.129,0.642,0.225,0.209,0.286,0.308,0.212,0.396,0.298,0.827,0.651,0.148,0.89,2.0
0.736,0.207,0.545,0.504,0.309,0.188,0.307,0.283,0.278,0.407,0.835,0.008,0.718,0.848,0.435,2.0
0.759,0.621,0.66,0.391,0.215,0.269,0.237,0.543,0.333,0.499,0.935,0.077,0.905,0.347,0.93,2.0
0.147,0.299,0.491,0.284,0.822,0.147,0.352,0.198,0.244,0.429,0.388,0.655,0.408,0.083,0.729,2.0
0.1,0.968,0.398,0.709,0.001,0.194,0.3,0.358,0.314,0.407,0.934,0.846,0.463,0.086,0.479,2.0
0.278,0.339,0.399,0.914,0.465,-0.112,0.181,0.98,0.239,0.228,0.853,0.755,0.862,0.833,0.94,3.0
0.327,0.238,0.515,0.57,0.124,0.834,0.899,0.928,0.207,0.172,0.919,0.656,0.929,0.998,0.915,3.0
0.585,0.114,0.512,0.655,0.617,0.662,0.627,0.321,0.818,0.386,0.944,0.696,0.909,0.831,0.903,3.0
0.239,0.801,0.845,0.283,0.52,0.305,0.574,0.217,0.841,1.111,0.818,0.732,0.794,0.847,0.868,3.0
0.288,0.545,0.677,0.381,0.118,0.362,0.819,0.882,0.293,0.926,1.008,0.713,0.83,0.726,0.971,3.0
0.47,0.58,0.149,0.368,0.574,0.261,0.885,0.006,0.637,0.063,0.912,0.897,0.986,0.802,1.013,3.0
0.286,0.496,0.483,0.101,0.507,0.811,0.166,0.242,0.261,0.747,0.909,0.673,0.922,0.91,0.998,3.0
0.504,0.439,0.941,0.232,0.995,0.948,0.384,0.407,0.656,0.782,0.985,0.832,0.87,0.822,0.879,3.0
0.513,0.525,0.178,0.699,0.786,0.503,0.105,0.028,0.189,0.171,0.862,0.75,0.919,0.914,0.953,3.0
0.886,0.826,0.911,0.683,0.252,0.909,0.794,0.222,0.019,0.965,0.825,0.562,0.887,0.851,0.989,3.0
0.418,0.861,0.657,0.39,0.445,0.58,1.0,0.184,0.464,0.845,0.944,0.779,0.897,0.725,0.837,3.0
0.289,0.803,0.797,0.459,0.732,0.457,0.863,0.911,0.095,0.652,1.029,0.725,0.881,0.927,0.893,3.0
0.786,0.139,0.731,-0.034,0.574,0.319,0.232,0.504,0.906,0.478,0.901,0.787,0.902,0.718,0.939,3.0
0.887,0.897,0.524,0.757,0.063,0.635,0.072,0.439,0.193,0.79,0.837,0.796,0.894,0.794,0.877,3.0
0.204,0.599,0.893,0.729,0.308,0.134,0.482,0.608,0.761,0.942,0.861,0.715,0.884,0.889,0.959,3.0
0.399,0.422,0.521,0.569,0.221,0.692,0.943,0.079,1.049,0.237,0.864,0.699,0.882,0.857,0.865,3.0
0.186,0.892,0.69,0.751,0.35,0.86,0.314,0.24,0.936,0.6,0.692,0.728,0.941,0.925,0.966,3.0
0.84,0.216,0.772,0.865,0.617,0.274,0.192,0.26,0.01,0.071,0.947,0.808,0.973,0.988,0.902,3.0
0.23,1.004,0.382,0.535,0.448,0.704,0.659,0.151,0.559,0.844,0.935,0.828,0.909,0.721,0.95,3.0
0.749,0.351,0.507,0.588,0.052,0.658,0.763,0.148,0.906,0.672,0.921,0.724,1.066,0.883,0.906,3.0
0.277,0.005,0.778,0.87,0.791,0.972,0.354,0.494,0.411,0.352,0.966,0.742,0.932,0.863,0.997,3.0
0.456,0.556,0.536,0.478,0.774,0.754,0.104,0.612,0.689,0.803,0.9,0.718,1.042,0.788,0.967,3.0
0.916,0.813,0.538,0.526,0.837,0.4,0.361,0.926,0.92,0.48,1.034,0.627,0.884,0.746,0.904,3.0
0.854,0.688,0.862,0.652,0.227,0.379,0.485,0.695,0.138,0.628,0.73,0.778,0.84,0.902,0.918,3.0
0.393,0.178,0.109,0.318,0.147,0.83,0.214,0.171,0.151,0.515,0.754,0.755,0.911,1.0,0.883,3.0
0.431,0.041,0.139,0.269,0.031,0.651,0.54,0.403,0.753,0.402,0.806,0.634,0.951,0.848,0.861,3.0
0.829,0.728,0.2,0.845,0.097,0.011,1.0,0.878,0.655,0.728,0.847,0.812,0.934,1.143,0.861,3.0
0.615,0.021,0.885,0.361,0.669,0.497,0.903,0.984,0.799,0.507,0.882,0.587,0.823,0.892,0.851,3.0
0.644,0.486,0.853,0.727,0.37,0.765,0.782,0.551,0.247,0.132,0.99,0.711,0.914,0.868,0.759,3.0
0.214,0.803,0.832,1.009,0.867,0.373,0.61,0.401,0.139,1.005,0.931,0.798,0.868,0.875,0.879,3.0
0.25,0.05,0.265,0.878,0.486,0.89,0.436,0.328,0.584,0.132,0.945,0.568,0.908,0.949,0.842,3.0
0.469,0.595,0.782,0.352,0.2,0.308,0.587,0.687,0.213,0.935,0.798,0.63,0.907,0.858,0.934,3.0
0.755,0.953,0.87,0.052,0.718,0.534,0.5,0.743,0.083,0.836,0.892,0.752,0.788,0.805,0.936,3.0
0.463,0.81,0.22,0.299,0.65,0.301,0.373,0.912,0.752,0.149,0.885,0.756,0.856,0.757,0.896,3.0
-0.075,0.394,0.297,0.26,0.478,0.862,0.183,0.891,0.602,0.731,0.888,0.731,0.944,0.842,0.84,3.0
0.491,0.23,0.52,0.098,0.925,0.107,1.064,0.752,0.427,0.858,0.894,0.737,0.965,0.877,1.211,3.0
0.104,0.75,0.948,0.934,0.0,0.28,0.934,0.682,0.078,0.009,0.901,0.728,0.876,0.942,0.926,3.0
0.07,0.492,0.429,0.754,0.132,0.338,0.256,0.177,0.793,0.884,0.986,0.712,0.918,0.813,0.881,3.0
0.584,0.963,0.724,0.574,0.277,0.725,0.393,0.619,0.707,0.598,0.904,0.707,0.91,0.904,0.881,3.0
0.276,0.206,0.327,0.923,0.955,0.615,0.647,0.697,0.786,0.116,1.034,0.771,0.81,0.927,1.05,3.0
0.961,1.01,0.694,0.59,0.85,0.748,0.347,0.045,0.213,0.365,0.893,0.739,0.885,0.849,0.942,3.0
0.953,-0.015,0.364,0.49,0.5,0.655,0.053,0.381,0.011,0.918,0.929,0.788,0.826,0.862,0.976,3.0
0.817,0.175,0.262,0.32,0.336,0.403,0.695,0.373,0.686,0.452,0.941,0.633,0.962,0.785,0.807,3.0
0.603,0.912,1.019,0.232,0.409,0.701,0.33,0.093,0.151,0.077,1.004,0.678,1.002,0.857,0.897,3.0
0.098,0.81,0.39,0.537,0.242,0.597,1.002,0.051,0.884,0.277,0.905,0.735,0.932,0.854,0.981,3.0
0.863,0.639,0.461,0.829,0.222,0.574,0.412,0.05,0.648,0.168,0.8,0.784,0.953,0.852,0.932,3.0
0.397,0.178,0.281,0.125,0.62,0.154,0.571,0.929,0.635,0.53,0.884,0.764,1.002,0.892,1.024,3.0
0.028,0.299,0.244,0.318,0.636,0.859,0.095,0.628,0.603,0.207,0.937,0.805,0.957,0.87,0.899,3.0
0.513,0.927,0.296,0.345,0.611,0.61,0.864,0.557,0.015,0.862,0.899,0.756,0.947,0.876,1.14,3.0
0.26,0.473,0.148,0.43,0.205,0.663,0.873,0.707,0.187,0.726,0.857,0.834,0.886,0.738,1.003,3.0
