@RELATION ECG200

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE target {-1.0, 1.0}

@DATA
0.507,1.005,1.506,1.684,2.874,1.852,1.11,0.357,-0.378,-0.228,0.328,0.204,0.096,0.384,0.18,0.192,-0.227,-0.566,-0.459,-0.527,-0.715,-0.516,-0.558,-0.712,-0.791,-0.843,-0.865,-1.153,-1.378,-1.452,-1.656,-1.861,-1.94,-2.341,-2.665,-2.22,-2.817,-2.186,-1.886,-1.861,-1.535,-1.256,-1.191,-0.467,-0.2,-0.281,0.267,0.235,0.338,0.473,0.717,0.814,0.539,0.756,0.727,0.776,0.773,0.667,0.436,0.54,0.571,0.555,0.492,0.436,0.413,0.368,0.483,0.554,0.521,0.575,0.634,0.596,0.551,0.847,1.072,1.26,0.719,0.779,0.931,0.909,0.329,0.339,0.319,0.155,0.289,0.173,0.202,0.001,-0.314,-0.194,0.116,0.193,0.121,0.082,0.215,0.011,1.0
0.275,0.728,0.935,1.614,2.017,2.182,1.929,1.197,0.651,-0.05,0.074,0.022,-0.05,-0.367,-0.005,-0.138,-0.242,-0.777,-1.075,-0.607,-0.834,-1.148,-0.745,-1.109,-1.165,-1.189,-1.443,-1.687,-1.71,-1.715,-1.555,-2.016,-2.142,-1.65,-1.859,-1.839,-1.965,-2.189,-1.607,-1.289,-1.224,-0.879,-0.695,-0.365,-0.209,-0.016,0.323,0.046,0.253,0.336,0.356,0.568,0.538,0.558,0.503,0.488,0.5,0.485,0.425,0.477,0.698,0.548,0.439,0.563,0.554,0.68,0.842,0.645,0.651,0.702,0.763,0.747,0.787,0.928,0.918,0.91,0.999,1.021,0.861,0.783,0.76,0.539,0.409,0.545,0.387,0.429,0.349,0.343,0.523,0.33,0.257,0.351,0.229,0.286,0.422,0.234,1.0
-0.732,-0.076,0.277,-0.359,-0.568,-1.223,-1.496,-1.522,-1.525,-1.903,-1.687,-1.397,-1.281,-1.591,-1.23,-1.406,-1.124,-1.448,-1.244,-1.349,-1.326,-1.535,-1.377,-1.36,-1.533,-1.329,-1.483,-1.102,-0.621,-0.756,-0.405,-0.318,-0.049,0.044,0.499,0.533,0.224,0.577,0.385,0.446,0.316,-0.173,0.516,0.001,-0.104,-0.383,-0.046,0.435,0.296,0.259,0.531,0.42,0.467,0.575,0.809,0.67,0.669,0.909,0.669,0.563,0.665,0.691,0.71,0.586,0.626,0.538,0.839,1.103,1.027,1.154,0.661,0.547,0.51,0.267,0.407,0.167,0.281,-0.044,0.25,0.284,0.212,0.179,0.268,0.387,0.165,0.298,0.37,0.32,0.353,0.595,1.732,3.15,3.058,2.854,1.066,-0.725,1.0
1.04,2.761,3.632,2.354,1.811,0.162,-0.299,0.951,0.902,0.64,0.803,0.625,0.089,-0.593,-0.592,-0.616,-0.993,-0.89,-1.023,-1.108,-1.063,-1.261,-1.216,-1.471,-1.296,-1.607,-1.561,-1.457,-1.721,-1.932,-2.056,-2.072,-1.659,-1.667,-1.148,-1.455,-0.319,-0.183,-0.045,0.435,0.764,0.623,0.813,1.123,0.825,1.122,0.88,0.936,0.745,0.826,0.722,0.476,0.857,0.383,0.58,0.88,0.554,0.537,0.65,0.487,0.394,0.604,0.395,0.382,0.47,0.078,0.199,0.292,0.047,-0.045,0.047,0.336,0.328,0.604,0.736,0.539,0.574,0.129,0.251,-0.06,-0.384,-0.114,-0.481,-0.317,-0.329,-0.362,-0.238,-0.704,-0.418,-0.291,-0.54,-0.207,-0.557,-0.706,-0.267,0.008,1.0
0.57,0.591,0.612,1.401,1.999,2.988,2.557,2.204,2.277,1.915,1.652,0.76,0.142,-0.013,0.07,0.409,0.359,-0.023,-0.27,-0.038,0.181,0.084,-0.183,-0.188,-0.071,-0.276,-0.63,-0.53,-0.372,-0.401,-0.665,-1.06,-1.089,-0.956,-0.812,-0.954,-1.107,-1.446,-1.447,-1.452,-1.665,-1.905,-2.216,-1.856,-1.602,-1.691,-1.531,-1.557,-1.414,-1.429,-1.286,-1.363,-1.024,-0.994,-0.693,-0.576,-0.404,-0.315,-0.135,-0.028,-0.064,-0.066,0.036,0.264,0.342,0.308,0.353,0.489,0.609,0.616,0.613,0.563,0.649,0.609,0.595,0.817,0.71,0.81,0.689,0.787,0.617,0.417,0.17,0.525,0.556,0.36,0.457,0.584,0.717,0.646,0.64,0.547,0.303,0.64,0.413,0.201,-1.0
2.275,3.508,2.798,2.707,1.204,-0.457,1.54,1.205,1.276,1.133,0.507,-0.026,-0.421,-0.38,-0.523,-0.517,-0.74,-0.915,-0.844,-0.923,-1.022,-0.904,-1.087,-1.244,-1.467,-1.408,-1.59,-1.873,-1.949,-2.197,-1.664,-1.931,-1.819,-1.292,-1.066,-0.932,-1.079,-0.016,0.217,0.436,0.523,0.791,1.066,0.9,0.903,0.724,0.798,0.72,0.529,0.777,0.678,0.867,0.556,0.479,0.498,0.505,0.56,0.401,0.39,0.401,0.232,0.342,0.298,0.295,0.114,0.02,0.166,0.0,0.013,0.179,0.056,0.02,-0.034,0.083,0.287,0.387,0.643,0.363,0.339,0.075,0.022,-0.315,-0.249,-0.309,-0.398,-0.227,-0.275,-0.317,-0.409,-0.001,-0.494,-0.1,-0.03,-0.539,-0.254,-0.2,1.0
0.311,2.107,3.449,2.437,2.285,0.738,-0.975,0.479,0.495,0.0,-0.034,0.244,-0.388,-0.538,-0.967,-1.019,-0.508,-1.164,-1.215,-1.094,-1.416,-1.352,-1.546,-1.483,-1.639,-1.964,-1.812,-1.671,-1.791,-2.012,-2.097,-1.862,-1.57,-1.658,-1.838,-0.911,-0.387,-0.084,-0.053,0.721,0.765,0.788,1.109,0.716,1.365,0.536,0.777,0.71,0.614,0.833,0.991,0.709,0.649,0.441,0.709,0.743,0.743,0.583,0.458,0.477,0.714,0.564,0.587,0.458,0.401,0.344,0.356,0.216,0.207,0.132,0.183,0.086,0.322,0.438,0.719,0.832,0.487,0.351,0.583,0.251,-0.063,-0.175,-0.087,-0.173,-0.033,-0.282,-0.292,-0.079,-0.184,-0.329,-0.19,-0.312,-0.394,-0.045,0.016,-0.193,1.0
0.621,1.653,3.774,2.515,2.178,0.561,-0.7,0.663,1.154,0.563,0.864,0.702,0.033,-0.649,-0.546,-0.81,-0.685,-1.019,-0.882,-1.055,-1.221,-0.999,-1.233,-1.351,-1.534,-1.412,-1.628,-1.812,-1.798,-1.953,-1.92,-1.764,-1.754,-1.88,-1.501,-0.93,-1.081,-0.35,-0.162,0.028,0.146,0.909,1.053,0.83,0.521,0.905,0.432,1.022,0.784,0.712,0.814,0.529,0.862,0.826,0.745,0.403,0.763,0.806,0.48,0.626,0.849,0.802,0.4,0.25,0.48,0.396,0.29,0.23,0.226,0.329,0.084,0.36,0.363,0.525,0.651,0.667,0.349,-0.275,0.012,0.044,-0.112,-0.526,-0.27,-0.265,-0.481,-0.261,-0.289,-0.574,-0.514,-0.535,-0.096,-0.499,-0.64,-0.563,-0.5,-0.302,1.0
1.1,1.568,1.815,1.561,1.786,1.779,1.203,0.301,-0.29,-0.736,-0.974,-0.844,-1.058,-1.15,-1.165,-1.229,-1.297,-1.376,-1.352,-1.476,-1.405,-1.312,-1.368,-1.522,-1.171,-1.523,-1.444,-1.655,-1.479,-1.784,-1.518,-1.645,-1.312,-1.357,-1.415,-1.048,-1.048,-0.745,-0.773,-0.477,-0.519,-0.041,-0.14,0.183,0.258,0.267,0.082,0.299,0.147,0.396,0.43,0.26,0.26,0.332,0.166,0.259,0.351,0.301,0.281,0.401,0.367,0.45,0.433,0.347,0.473,0.77,0.603,0.679,0.775,0.761,0.581,0.449,0.481,0.532,0.777,0.69,0.626,0.471,0.404,0.267,0.235,0.425,0.314,0.209,0.4,0.129,0.304,0.599,0.53,1.081,2.322,2.386,2.001,1.788,1.264,0.336,-1.0
0.729,1.061,1.57,2.296,2.243,2.097,1.967,1.532,0.869,0.123,-0.208,-0.205,-0.018,-0.063,-0.354,-0.311,-0.387,-0.381,-0.235,-0.228,-0.659,-0.948,-0.793,-0.661,-0.689,-0.733,-1.1,-1.175,-1.169,-1.445,-1.507,-1.671,-0.582,-1.88,-1.747,-2.002,-1.803,-1.809,-2.048,-1.734,-1.545,-1.619,-1.089,-1.339,-1.144,-0.916,-0.533,-0.374,-0.475,-0.466,-0.166,0.086,0.099,0.034,0.268,0.248,0.301,0.456,0.311,0.165,0.249,0.552,0.415,0.197,0.407,0.616,0.413,0.377,0.452,0.464,0.335,0.485,0.58,0.637,0.526,0.562,0.654,0.832,0.523,0.58,0.936,1.028,0.917,0.986,1.019,0.637,0.6,0.872,0.672,0.615,0.505,0.757,0.65,0.858,0.827,0.469,-1.0
-0.284,-0.726,-0.656,-0.621,-0.599,-0.398,-0.528,-0.538,-0.865,-1.025,-0.737,-0.717,-1.281,-1.065,-0.952,-1.148,-1.541,-1.29,-1.226,-1.493,-1.694,-1.703,-1.896,-2.163,-1.749,-1.923,-2.188,-1.705,-1.766,-1.577,-1.422,-0.959,-0.672,-0.605,-0.071,0.334,0.308,0.4,0.557,0.49,0.359,0.654,0.527,0.704,0.78,0.541,0.476,0.626,0.65,0.321,0.52,0.76,0.54,0.43,0.347,0.529,0.639,0.603,0.703,0.657,0.828,0.938,1.014,1.245,1.17,1.294,1.188,1.16,1.053,0.791,0.678,0.639,0.592,0.832,0.687,0.606,0.283,0.087,0.36,0.295,0.342,0.47,0.123,0.251,0.592,0.316,0.584,0.961,1.349,2.152,2.652,1.68,0.664,0.28,-0.539,-0.452,1.0
0.288,0.444,1.847,1.717,1.548,-0.441,-0.597,0.828,-0.259,-0.099,0.263,-0.786,-0.638,-1.086,-1.114,-1.149,-1.195,-1.298,-1.256,-1.374,-1.442,-1.653,-1.397,-1.694,-1.729,-1.804,-1.963,-1.853,-1.944,-2.008,-2.167,-2.326,-2.322,-1.709,-1.563,-1.145,-0.93,-0.186,0.095,0.164,0.665,0.512,0.648,0.845,0.427,0.47,0.74,0.714,0.416,0.305,0.487,0.546,0.527,0.563,0.408,0.561,0.634,0.595,0.512,0.376,0.519,0.517,0.319,0.416,0.465,0.642,0.466,0.43,0.424,0.347,0.433,0.583,0.439,0.478,0.753,0.83,1.008,0.996,0.862,0.846,0.684,0.675,0.701,0.554,0.299,0.621,0.781,-0.015,0.539,0.498,0.632,0.346,1.187,0.956,0.453,0.622,1.0
0.526,0.978,2.274,4.096,2.798,0.688,-0.979,-1.178,-0.158,0.05,0.173,-0.297,-0.233,0.229,-0.303,-0.123,-0.37,-0.99,-0.629,-0.804,-0.932,-1.048,-1.25,-1.239,-1.194,-1.607,-1.407,-1.612,-1.673,-1.736,-1.62,-1.984,-1.815,-1.777,-1.757,-1.489,-1.192,-0.656,-0.503,0.085,0.073,0.041,0.915,0.595,0.919,1.381,0.679,1.053,1.008,0.784,0.941,0.72,0.81,0.797,0.411,0.613,0.805,0.594,0.457,1.416,0.302,0.035,0.83,0.083,0.557,0.383,0.088,0.463,0.148,0.177,0.414,0.428,0.309,0.688,1.155,0.461,0.849,0.734,0.021,0.224,0.002,0.168,-0.139,-0.287,-0.642,-0.142,-0.015,-0.186,-0.332,-0.059,-0.07,-0.071,-0.029,-0.093,0.066,-0.138,1.0
