@RELATION ItalyPowerDemand

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
0.04,0.381,0.047,0.011,0.267,0.185,0.108,0.008,0.143,0.031,0.333,0.001,0.099,0.013,0.097,0.11,0.039,0.114,0.358,0.378,0.025,0.378,0.158,0.058
0.531,0.033,0.162,0.023,0.184,0.147,0.006,0.07,0.327,0.697,0.305,0.028,0.112,0.3,0.108,0.178,0.056,0.163,0.002,0.221,0.452,0.155,0.27,0.074
0.235,0.309,0.001,0.032,0.071,0.053,0.005,0.294,0.158,0.093,0.024,0.11,0.08,0.176,0.199,0.054,0.121,0.077,0.072,0.526,0.312,0.135,0.164,0.274
0.061,0.153,0.145,0.082,0.027,0.063,0.023,0.117,0.012,0.402,0.071,0.12,0.043,0.168,0.231,0.219,0.201,0.222,0.237,0.232,0.13,0.226,0.129,0.366
0.624,0.018,0.052,0.139,0.039,0.023,0.14,0.431,0.12,0.319,0.03,0.051,0.157,0.211,0.043,0.005,0.016,0.1,0.072,0.105,0.358,0.17,0.321,0.243
0.347,0.044,0.003,0.049,0.036,0.04,0.008,0.314,0.267,0.024,0.096,0.088,0.205,0.103,0.152,0.093,0.237,0.24,0.075,0.197,0.066,0.077,0.232,0.111
0.401,0.102,0.137,0.141,0.046,0.186,0.053,0.228,0.221,0.335,0.152,0.192,0.074,0.013,0.24,0.031,0.122,0.217,0.199,0.061,0.429,0.195,0.281,0.083
0.105,0.019,0.105,0.045,0.023,0.042,0.026,0.122,0.428,0.119,0.15,0.119,0.119,0.05,0.146,0.277,0.173,0.396,0.337,0.121,0.268,0.51,0.305,0.038
0.313,0.027,0.12,0.257,0.22,0.122,0.256,0.106,0.347,0.011,0.063,0.204,0.082,0.149,0.232,0.053,0.229,0.363,0.07,0.045,0.109,0.228,0.222,0.292
0.161,0.307,0.108,0.222,0.164,0.176,0.206,0.152,0.135,0.32,0.027,0.292,0.028,0.057,0.344,0.195,0.144,0.211,0.618,0.005,0.01,0.147,0.341,0.259
0.053,0.197,0.067,0.05,0.042,0.001,0.038,0.009,0.108,0.143,0.043,0.115,0.074,0.08,0.134,0.082,0.245,0.225,0.228,0.014,0.026,0.212,0.16,0.457
0.186,0.201,0.059,0.095,0.098,0.024,0.073,0.371,0.041,0.131,0.069,0.063,0.114,0.125,0.126,0.11,0.04,0.019,0.378,0.082,0.222,0.023,0.16,0.299
0.071,0.011,0.056,0.191,0.017,0.006,0.095,0.154,0.067,0.108,0.408,0.0,0.13,0.029,0.061,0.108,0.146,0.209,0.057,0.047,0.138,0.297,0.136,0.205
0.134,0.152,0.006,0.001,0.063,0.028,0.057,0.085,0.253,0.053,0.105,0.342,0.144,0.011,0.202,0.146,0.396,0.091,0.012,0.071,0.27,0.087,0.501,0.094
0.311,0.229,0.173,0.201,0.039,0.083,0.106,0.148,0.172,0.003,0.111,0.041,0.057,0.089,0.099,0.202,0.22,0.494,0.03,0.106,0.048,0.128,0.084,0.421
0.052,0.223,0.096,0.084,0.124,0.017,0.15,0.065,0.361,0.269,0.458,0.076,0.012,0.131,0.179,0.129,0.105,0.419,0.01,0.347,0.443,0.205,0.396,0.156
0.292,0.045,0.32,0.197,0.196,0.04,0.078,0.077,0.048,0.031,0.048,0.075,0.198,0.082,0.022,0.019,0.021,0.368,0.404,0.035,0.262,0.131,0.275,0.085
0.002,0.187,0.281,0.14,0.023,0.111,0.222,0.146,0.043,0.064,0.058,0.288,0.121,0.214,0.381,0.047,0.018,0.08,0.125,0.022,0.432,0.426,0.164,0.193
0.427,0.053,0.186,0.122,0.098,0.037,0.058,0.146,0.176,0.224,0.007,0.191,0.065,0.102,0.164,0.123,0.048,0.165,0.325,0.064,0.201,0.115,0.171,0.015
0.17,0.068,0.162,0.06,0.002,0.125,0.026,0.223,0.587,0.157,0.067,0.003,0.094,0.012,0.122,0.248,0.253,0.193,0.079,0.408,0.32,0.398,0.264,0.453
0.001,0.269,0.096,0.11,0.049,0.025,0.094,0.176,0.312,0.427,0.011,0.21,0.136,0.181,0.127,0.187,0.086,0.035,0.237,0.079,0.02,0.364,0.375,0.235
0.057,0.021,0.011,0.103,0.091,0.054,0.142,0.093,0.252,0.254,0.253,0.381,0.173,0.008,0.263,0.335,0.02,0.043,0.208,0.017,0.006,0.045,0.125,0.294
0.126,0.186,0.191,0.129,0.096,0.058,0.272,0.186,0.022,0.357,0.042,0.121,0.042,0.199,0.047,0.132,0.191,0.177,0.313,0.058,0.28,0.013,0.172,0.389
0.005,0.318,0.006,0.093,0.014,0.224,0.098,0.166,0.068,0.636,0.056,0.037,0.125,0.045,0.17,0.031,0.065,0.005,0.145,0.05,0.591,0.092,0.619,0.772
0.042,0.025,0.002,0.104,0.024,0.107,0.271,0.036,0.122,0.39,0.112,0.069,0.008,0.082,0.226,0.322,0.214,0.395,0.348,0.539,0.317,0.318,0.542,0.023
0.328,0.246,0.042,0.149,0.132,0.049,0.165,0.128,0.521,0.099,0.187,0.106,0.146,0.078,0.048,0.086,0.053,0.063,0.036,0.205,0.052,0.246,0.281,0.314
0.06,0.189,0.055,0.191,0.068,0.243,0.103,0.132,0.165,0.185,0.019,0.15,0.019,0.009,0.317,0.127,0.056,0.116,0.549,0.171,0.471,0.069,0.054,0.064
0.361,0.173,0.227,0.02,0.067,0.114,0.138,0.123,0.301,0.277,0.025,0.182,0.111,0.146,0.287,0.173,0.08,0.065,0.276,0.214,0.407,0.225,0.216,0.245
0.597,0.107,0.083,0.072,0.154,0.067,0.141,0.369,0.128,0.022,0.149,0.129,0.088,0.008,0.082,0.16,0.183,0.259,0.294,0.559,0.163,0.1,0.246,0.15
0.213,0.259,0.004,0.065,0.018,0.133,0.203,0.176,0.024,0.374,0.208,0.009,0.042,0.113,0.18,0.027,0.189,0.08,0.23,0.249,0.022,0.512,0.096,0.055
0.187,0.164,0.049,0.039,0.051,0.038,0.219,0.205,0.32,0.485,0.069,0.091,0.104,0.068,0.003,0.181,0.129,0.298,0.312,0.343,0.023,0.04,0.068,0.135
0.049,0.175,0.049,0.053,0.061,0.02,0.065,0.042,0.135,0.361,0.333,0.089,0.179,0.146,0.198,0.1,0.169,0.081,0.438,0.008,0.229,0.219,0.038,0.387
0.31,0.142,0.246,0.257,0.074,0.002,0.145,0.02,0.174,0.052,0.018,0.03,0.124,0.068,0.25,0.072,0.214,0.097,0.296,0.07,0.179,0.223,0.142,0.289
0.053,0.083,0.086,0.014,0.114,0.143,0.013,0.312,0.232,0.065,0.195,0.254,0.189,0.059,0.34,0.079,0.153,0.248,0.208,0.45,0.157,0.276,0.343,0.414
0.304,0.076,0.052,0.172,0.083,0.024,0.018,0.339,0.073,0.476,0.05,0.127,0.028,0.071,0.093,0.073,0.035,0.207,0.32,0.247,0.303,0.016,0.058,0.184
0.213,0.018,0.063,0.218,0.013,0.06,0.053,0.251,0.232,0.058,0.113,0.001,0.167,0.141,0.179,0.015,0.129,0.088,0.064,0.143,0.36,0.166,0.151,0.098
0.003,0.3,0.003,0.073,0.002,0.079,0.062,0.248,0.051,0.042,0.085,0.02,0.134,0.015,0.16,0.333,0.108,0.05,0.147,0.039,0.338,0.029,0.22,0.234
0.015,0.087,0.252,0.065,0.044,0.028,0.121,0.153,0.253,0.378,0.013,0.118,0.096,0.13,0.102,0.291,0.287,0.359,0.102,0.302,0.499,0.249,0.428,0.098
0.172,0.026,0.025,0.074,0.066,0.161,0.163,0.15,0.117,0.1,0.013,0.14,0.049,0.094,0.21,0.012,0.276,0.073,0.125,0.032,0.197,0.002,0.121,0.231
0.016,0.117,0.004,0.028,0.133,0.059,0.218,0.088,0.221,0.326,0.074,0.341,0.058,0.125,0.189,0.04,0.439,0.139,0.22,0.272,0.06,0.227,0.079,0.282
0.179,0.068,0.126,0.137,0.012,0.044,0.021,0.18,0.391,0.55,0.053,0.054,0.048,0.102,0.204,0.159,0.022,0.055,0.226,0.061,0.069,0.211,0.226,0.247
0.158,0.058,0.044,0.164,0.092,0.04,0.254,0.001,0.05,0.039,0.105,0.095,0.043,0.168,0.014,0.113,0.307,0.042,0.034,0.315,0.231,0.311,0.113,0.219
0.535,0.182,0.303,0.002,0.139,0.021,0.068,0.206,0.191,0.211,0.036,0.037,0.038,0.048,0.293,0.175,0.246,0.093,0.052,0.106,0.144,0.287,0.175,0.25
0.324,0.141,0.128,0.091,0.132,0.17,0.306,0.061,0.294,0.29,0.127,0.253,0.154,0.064,0.313,0.482,0.018,0.148,0.436,0.038,0.567,0.477,0.356,0.118
0.161,0.144,0.2,0.013,0.112,0.08,0.156,0.088,0.008,0.461,0.134,0.022,0.1,0.062,0.052,0.161,0.176,0.054,0.247,0.034,0.212,0.237,0.476,0.108
0.327,0.087,0.349,0.104,0.031,0.039,0.08,0.185,0.051,0.044,0.103,0.074,0.106,0.125,0.1,0.237,0.023,0.062,0.065,0.142,0.182,0.025,0.127,0.048
0.533,0.311,0.336,0.14,0.016,0.064,0.076,0.065,0.614,0.238,0.126,0.001,0.177,0.086,0.079,0.03,0.194,0.344,0.112,0.06,0.215,0.396,0.19,0.151
0.314,0.497,0.189,0.168,0.145,0.014,0.091,0.065,0.129,0.101,0.009,0.119,0.07,0.045,0.107,0.032,0.083,0.407,0.101,0.177,0.29,0.156,0.124,0.462
0.412,0.054,0.151,0.035,0.027,0.161,0.015,0.188,0.054,0.183,0.205,0.262,0.039,0.167,0.121,0.286,0.013,0.412,0.266,0.221,0.081,0.643,0.046,0.069
0.011,0.188,0.289,0.071,0.136,0.09,0.046,0.111,0.093,0.306,0.113,0.089,0.015,0.129,0.134,0.124,0.347,0.316,0.001,0.145,0.325,0.177,0.124,0.35
0.173,0.017,0.129,0.14,0.038,0.145,0.025,0.014,0.235,0.031,0.093,0.021,0.209,0.05,0.118,0.304,0.104,0.005,0.254,0.083,0.135,0.061,0.186,0.186
0.07,0.217,0.108,0.11,0.059,0.077,0.047,0.105,0.236,0.23,0.129,0.066,0.232,0.012,0.05,0.032,0.222,0.167,0.016,0.578,0.245,0.115,0.274,0.218
0.236,0.248,0.003,0.016,0.046,0.071,0.046,0.241,0.041,0.116,0.008,0.092,0.177,0.038,0.171,0.326,0.109,0.417,0.274,0.05,0.082,0.078,0.228,0.15
0.334,0.108,0.103,0.069,0.031,0.015,0.266,0.216,0.294,0.264,0.108,0.264,0.162,0.213,0.103,0.173,0.303,0.006,0.312,0.217,0.093,0.16,0.318,0.566
0.09,0.15,0.141,0.045,0.081,0.037,0.032,0.219,0.097,0.014,0.138,0.017,0.101,0.222,0.236,0.203,0.067,0.123,0.172,0.279,0.226,0.34,0.418,0.439
0.265,0.136,0.146,0.153,0.153,0.082,0.057,0.244,0.239,0.103,0.044,0.094,0.167,0.063,0.079,0.007,0.134,0.257,0.169,0.327,0.23,0.295,0.081,0.174
