@RELATION SyntheticControl

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC

@DATA
0.021,0.839,0.798,0.021,3.37,0.06,0.988,2.205,0.349,1.183,0.092,0.836,1.271,1.082,0.616,0.277,0.183,2.069,1.116,0.801,0.138,0.255,3.104,1.641,0.585,0.12,0.793,0.271,0.84,0.977,2.96,0.539,0.707,0.891,1.162,0.484,0.174,0.666,1.051,0.302,1.114,0.67,2.145,0.629,0.419,1.367,2.775,1.206,0.399,1.961,1.141,0.89,1.162,2.007,2.315,2.293,1.99,0.44,0.76,1.988
0.873,2.711,0.269,0.469,0.563,0.158,1.862,2.11,0.16,3.501,1.161,1.415,0.389,0.145,0.954,0.225,0.839,1.357,1.013,0.286,1.554,0.08,3.242,0.624,2.389,1.252,2.308,0.754,1.13,1.11,1.446,1.069,1.141,1.381,0.989,1.285,4.532,2.249,1.345,0.307,2.435,2.791,1.109,0.029,0.293,0.216,1.462,0.444,2.558,0.455,2.707,0.702,0.489,4.658,0.172,1.057,0.713,0.446,0.078,1.979
1.105,0.682,0.484,2.115,0.276,1.924,1.225,1.311,1.149,0.444,1.362,2.694,0.128,1.835,0.844,0.335,2.112,1.588,0.127,3.204,1.243,0.141,1.448,0.157,0.884,1.941,1.65,0.095,0.212,0.664,0.847,2.585,0.948,0.78,0.344,0.207,0.295,3.059,0.675,0.313,2.28,1.023,0.434,0.267,0.567,1.49,2.13,0.187,0.922,0.382,2.919,1.622,0.92,0.279,1.598,2.766,0.633,2.026,0.423,2.016
0.765,1.256,1.224,1.278,0.485,1.465,1.434,1.584,0.559,0.899,2.246,3.836,2.062,0.256,1.573,0.355,0.63,0.99,0.939,1.634,0.108,2.862,1.395,0.266,1.22,0.701,0.923,0.294,1.128,0.53,1.124,0.787,1.661,0.089,1.581,0.532,0.442,1.233,0.411,1.532,3.078,3.09,1.57,1.555,2.295,0.111,1.441,2.033,0.652,0.632,0.144,1.927,1.329,0.657,1.578,0.013,4.182,0.703,0.7,0.463
2.333,1.914,2.749,0.515,0.431,2.957,1.113,0.58,0.758,0.218,0.145,0.931,1.247,1.522,2.126,0.673,0.039,0.892,0.025,0.764,0.886,0.366,1.746,0.335,1.34,0.947,0.621,1.13,0.12,0.058,0.712,0.141,0.206,0.103,1.767,1.509,0.903,0.973,2.543,0.852,1.78,0.271,0.211,1.754,0.49,1.055,0.513,1.413,3.243,0.825,1.033,0.98,0.223,1.173,1.0,1.548,0.236,2.483,2.086,0.596
0.041,0.916,1.652,0.915,0.773,0.082,0.915,0.102,0.35,2.066,1.203,2.509,0.527,0.278,0.422,1.33,0.987,1.221,0.843,0.52,2.78,2.08,0.275,1.626,0.158,0.727,0.27,0.285,1.412,0.457,0.405,1.394,2.42,1.474,2.629,1.061,0.376,2.454,0.772,0.964,0.609,2.444,0.347,2.598,2.583,1.069,0.782,1.893,1.414,0.072,1.352,0.247,0.377,1.252,0.599,1.278,1.349,0.343,0.595,1.509
0.898,1.044,2.95,3.993,0.203,0.012,2.225,0.982,0.598,1.205,4.121,1.182,0.402,2.051,2.172,0.282,1.065,0.654,0.289,0.586,1.64,0.854,1.499,0.154,0.335,0.223,0.741,1.23,1.626,1.549,1.304,0.648,1.049,0.245,0.515,0.243,1.235,1.849,2.532,0.293,1.729,0.049,0.527,2.331,1.166,0.533,0.738,1.218,1.091,1.187,1.348,0.544,1.497,1.457,1.222,0.589,0.67,1.756,1.397,1.348
2.87,1.452,1.505,0.039,2.502,0.351,0.468,3.111,2.334,1.662,1.456,1.813,1.581,0.822,2.063,0.92,1.928,1.453,0.81,2.75,1.154,0.228,2.448,1.909,1.276,0.053,1.187,1.677,2.139,0.938,1.393,1.225,0.334,0.109,1.753,0.51,1.302,1.765,1.573,1.096,1.259,2.211,0.278,1.067,4.637,0.962,0.693,0.846,0.821,0.52,1.671,0.618,2.966,0.323,1.296,1.569,1.286,2.739,0.996,0.843
1.193,3.604,0.285,2.567,2.448,0.99,0.907,1.07,0.138,2.314,1.548,2.739,0.336,2.265,1.11,1.157,1.411,2.233,0.142,1.62,1.701,0.256,0.012,2.212,0.281,1.496,1.262,2.608,0.586,0.541,1.403,1.568,1.412,0.159,2.22,0.074,1.245,1.115,0.717,0.914,1.512,0.664,0.587,2.077,0.203,0.174,4.767,1.105,0.664,1.561,0.739,1.345,1.518,0.436,1.567,0.84,1.176,3.711,0.231,3.005
2.602,1.652,2.052,1.223,1.848,0.325,0.427,0.762,0.036,2.744,0.486,0.843,0.361,1.419,2.679,0.541,1.256,1.227,0.659,0.763,0.729,1.505,0.284,0.105,0.278,0.947,0.425,0.361,1.707,0.007,0.026,1.133,1.789,1.258,0.834,0.738,0.388,1.179,0.626,2.347,0.014,1.085,0.606,0.019,1.04,0.975,1.835,0.975,0.423,0.007,0.856,3.597,1.53,1.885,2.865,2.151,2.599,1.284,1.835,0.644
0.965,0.707,3.787,0.892,1.799,0.032,0.225,1.032,1.26,0.066,3.693,2.399,0.657,0.05,2.02,0.627,4.342,1.132,0.495,0.765,1.568,0.88,0.585,4.028,0.163,0.185,1.421,0.924,0.629,2.373,0.102,0.037,0.515,0.944,2.483,0.595,1.467,1.283,1.177,0.678,3.127,0.527,0.578,0.35,1.733,2.296,2.03,0.747,2.24,2.874,2.03,2.022,1.612,0.352,1.751,0.453,2.094,0.908,2.421,2.202
2.402,1.895,2.146,2.0,0.76,0.897,1.355,1.152,0.946,3.757,3.698,0.873,4.856,1.27,2.026,1.491,0.078,1.343,0.518,1.287,2.704,1.812,0.218,1.134,0.016,0.854,0.846,2.219,0.784,2.654,1.562,0.583,0.396,1.289,1.689,0.502,1.993,1.962,0.609,1.12,1.171,1.208,3.393,0.042,2.061,0.058,1.775,1.72,1.302,0.365,0.228,0.726,0.307,0.522,1.387,1.825,1.41,0.74,2.127,3.758
0.234,2.049,0.875,1.365,0.97,0.225,1.297,0.304,1.046,0.098,1.313,3.273,1.23,0.365,1.941,1.576,2.334,0.141,2.062,5.091,0.83,1.424,1.902,1.539,2.249,1.504,1.124,1.097,2.081,0.954,0.343,2.076,0.295,1.362,0.498,0.255,0.139,2.914,0.418,0.938,1.448,1.177,1.051,1.149,1.898,0.211,0.776,0.264,0.433,0.723,0.175,0.313,1.8,1.164,1.072,1.542,0.623,0.294,0.989,1.368
0.982,1.407,2.233,0.046,0.318,0.746,1.703,0.838,0.874,1.363,1.504,0.858,0.588,0.234,0.432,1.781,2.223,0.253,0.782,3.311,0.848,0.657,0.317,0.862,0.768,1.945,0.679,0.163,0.617,0.662,0.559,1.514,0.379,0.883,0.345,0.367,0.215,0.639,0.927,0.344,1.246,1.06,3.279,0.194,0.189,0.155,1.236,1.346,0.226,1.231,2.134,0.721,0.483,2.02,2.905,2.311,0.813,0.053,3.001,0.192
2.654,4.481,2.116,0.236,1.902,1.388,0.538,0.616,0.806,3.061,2.642,0.817,0.875,0.421,1.853,1.443,0.15,2.257,0.224,2.351,3.001,0.926,0.62,0.439,2.381,0.66,0.552,2.299,0.541,1.824,0.367,1.993,0.473,0.16,0.648,0.968,1.598,0.731,0.023,2.217,2.306,1.669,3.182,1.243,0.723,2.433,2.72,0.122,1.297,2.098,0.668,0.36,1.631,1.09,0.609,0.022,3.511,1.256,3.581,4.074
2.169,2.773,1.383,1.8,2.529,0.156,0.842,0.196,2.425,2.502,2.873,0.175,1.094,0.032,1.526,1.498,1.786,1.143,1.401,1.128,1.755,1.765,0.304,1.517,1.406,0.037,1.118,0.196,0.64,3.402,0.251,1.804,1.187,1.658,1.465,0.992,1.986,0.645,0.357,1.306,0.513,1.799,0.949,0.625,0.054,0.157,2.241,0.986,0.239,0.707,1.065,1.477,1.405,1.242,0.811,3.047,0.347,0.174,2.44,1.435
2.216,0.805,1.85,1.049,1.782,0.098,1.162,0.33,2.593,0.153,1.558,0.41,0.161,3.64,1.187,2.608,3.291,1.06,1.224,0.119,0.059,0.915,0.624,3.383,1.631,0.573,0.919,0.353,0.65,0.614,1.019,0.188,0.612,2.043,0.705,0.484,0.693,0.37,0.735,0.458,1.157,0.578,1.314,2.404,1.42,3.359,0.864,0.165,2.014,0.132,2.946,2.762,0.829,2.744,1.597,0.452,3.171,1.63,1.087,0.125
0.563,1.683,3.252,4.622,2.241,0.406,2.33,1.915,1.903,1.392,1.91,0.206,0.236,0.809,0.697,0.193,1.227,1.754,2.891,1.181,2.138,0.131,0.771,0.469,0.497,2.906,0.207,1.492,1.399,0.159,1.836,0.475,0.307,0.503,0.841,0.205,0.22,1.598,0.31,1.705,0.165,0.011,0.23,2.167,1.07,0.309,1.662,0.828,2.439,0.843,1.031,2.233,2.162,0.512,0.044,1.145,2.884,0.282,3.116,1.775
0.375,3.153,2.492,2.088,0.841,0.002,1.794,1.505,0.366,3.837,0.467,2.429,2.106,2.239,0.401,0.076,1.937,0.686,0.764,1.144,0.668,2.103,0.603,3.009,1.69,0.399,1.83,0.105,0.362,1.286,1.025,0.898,0.089,1.329,1.164,1.645,0.26,3.249,0.849,1.354,0.452,2.742,0.78,0.16,1.812,0.528,0.244,2.088,1.001,0.998,1.849,1.196,1.562,1.169,3.376,0.605,0.912,1.141,2.878,1.952
1.455,2.213,1.452,0.495,3.691,0.886,3.962,3.04,1.204,1.073,1.598,1.393,2.131,3.34,0.31,0.529,1.925,0.296,0.198,2.395,1.727,0.622,0.816,0.181,1.473,1.346,1.15,0.066,2.115,0.263,0.38,0.451,2.731,0.436,2.31,1.131,1.213,0.14,1.47,0.073,1.687,0.855,0.436,1.433,1.297,1.886,2.886,0.049,0.291,1.475,0.284,2.094,0.085,1.365,2.201,3.551,1.729,1.08,0.959,0.108
2.393,0.909,0.564,0.385,1.193,0.301,0.141,0.556,0.52,1.031,2.549,0.253,0.01,0.789,1.103,0.104,1.657,2.291,2.321,1.917,1.392,1.038,0.062,0.728,0.659,0.257,1.576,0.27,1.982,0.758,0.293,0.608,0.242,0.833,1.528,2.515,0.829,2.968,2.134,2.923,0.985,0.633,0.297,0.146,3.076,0.866,1.743,0.277,1.482,0.504,0.537,3.795,0.232,4.606,4.363,0.938,0.387,0.23,1.547,0.018
0.136,2.509,0.997,2.083,3.081,0.096,0.359,0.509,0.924,2.547,1.006,1.308,1.139,1.982,1.217,0.347,1.284,1.286,1.299,1.917,2.733,0.845,0.965,3.293,0.077,0.749,0.283,0.91,0.74,0.859,0.318,0.109,0.763,0.625,1.804,0.684,0.987,2.952,0.196,0.143,1.566,1.726,0.116,1.715,0.366,1.137,0.984,0.212,0.238,0.34,0.486,4.615,2.379,1.65,3.88,0.297,1.821,1.522,2.313,1.973
3.067,1.36,3.195,0.774,1.756,0.898,1.952,0.86,4.058,0.375,2.653,0.517,2.328,0.063,0.307,0.945,4.349,1.312,0.825,0.316,0.031,0.245,0.046,1.376,1.08,1.772,0.006,0.566,2.366,0.83,2.572,1.808,0.658,0.635,0.76,1.71,1.698,0.852,0.236,2.205,3.242,1.925,1.826,0.085,0.769,0.73,0.737,1.553,0.83,0.372,1.058,0.486,1.062,2.066,0.267,0.147,0.359,1.159,0.649,0.243
0.774,0.603,2.256,0.545,0.601,0.315,1.584,1.342,1.955,1.873,2.419,1.804,0.685,1.318,0.639,1.066,0.037,1.374,0.637,1.605,0.06,0.335,0.085,0.288,0.983,1.323,1.253,0.683,0.665,0.314,1.303,0.505,1.607,0.475,1.592,1.891,1.207,1.718,1.091,0.597,0.304,0.37,1.848,0.481,1.37,1.199,1.767,1.589,2.452,0.446,0.213,0.81,0.598,1.764,0.371,2.542,2.875,3.645,2.071,0.608
1.759,0.471,5.488,2.031,0.384,1.898,2.988,1.971,2.23,0.161,0.788,1.395,0.442,0.416,0.573,3.152,3.089,0.416,0.633,2.825,0.118,2.354,0.126,1.495,1.188,0.555,0.346,0.505,1.825,0.457,0.154,1.076,3.124,0.189,0.536,1.264,1.718,0.325,0.037,1.818,1.003,1.75,0.049,0.618,2.378,1.516,0.119,1.863,0.876,0.977,2.89,1.282,2.472,1.34,0.205,1.882,0.182,0.061,0.427,3.118
3.661,2.335,0.779,0.944,0.068,0.794,0.165,0.374,2.788,1.264,0.683,1.242,1.875,0.302,1.981,1.703,1.968,0.788,2.149,0.028,4.232,2.121,1.4,0.616,2.659,3.932,0.301,0.346,0.402,2.059,0.581,0.921,0.518,3.533,2.897,0.173,0.083,0.179,2.506,1.52,2.094,0.102,0.752,1.931,1.002,0.39,2.536,0.193,1.298,2.081,2.281,2.291,1.29,0.889,0.532,1.116,2.088,0.058,3.599,1.301
3.178,1.347,2.584,3.462,2.152,2.016,2.17,0.252,3.446,0.179,1.75,0.829,1.627,2.639,1.04,0.687,2.507,1.174,0.375,0.287,2.664,1.46,0.945,0.327,2.504,0.977,0.332,1.667,0.243,1.405,0.238,1.722,0.037,3.351,1.813,0.225,0.056,1.758,0.008,1.042,0.671,0.162,0.836,2.177,0.147,3.38,2.832,0.313,2.559,1.713,0.985,2.228,1.632,1.231,1.321,0.555,2.257,2.024,0.433,0.313
2.217,0.346,1.314,0.793,1.684,0.146,0.568,2.048,0.738,0.731,2.669,0.192,0.185,1.975,4.413,2.886,1.793,1.633,0.266,0.259,0.835,1.693,1.046,0.708,0.931,3.11,1.843,3.187,1.276,0.329,1.894,1.963,0.248,0.455,0.388,1.424,0.773,0.513,1.235,2.405,0.249,0.346,0.153,1.238,0.471,1.36,3.976,1.783,0.445,0.828,3.117,0.153,0.389,1.589,0.394,0.478,1.02,0.753,3.23,2.851
1.383,0.506,0.544,2.013,0.121,1.476,1.62,1.149,0.388,2.57,1.451,0.695,2.053,0.696,0.407,1.115,0.845,1.707,0.786,1.048,0.743,0.486,0.729,0.268,0.22,0.605,1.449,0.688,0.162,0.597,0.294,0.296,0.391,0.275,0.546,0.064,0.801,0.468,1.003,0.297,1.49,0.143,0.338,0.436,1.01,2.031,1.034,1.05,0.4,0.173,0.556,0.128,0.832,2.166,3.031,0.819,1.059,3.782,0.092,0.805
1.647,2.687,0.791,2.309,1.607,1.785,0.207,0.884,0.458,0.681,0.407,0.62,1.735,1.218,1.08,0.447,0.483,0.087,0.16,0.937,1.727,0.925,1.766,1.151,2.806,1.264,0.244,1.623,0.453,0.995,0.92,1.858,1.755,4.011,1.79,1.711,0.203,0.689,0.833,1.484,0.921,1.114,0.939,1.276,0.816,1.118,1.017,1.16,0.484,2.142,1.247,0.471,1.816,3.232,2.029,0.151,1.984,0.353,0.667,3.695
0.927,0.062,1.649,0.476,1.924,2.55,2.469,0.244,0.568,2.033,3.583,1.213,0.967,1.642,0.587,0.161,2.571,0.486,0.688,3.168,1.656,0.194,0.13,0.331,0.211,0.328,0.999,0.369,0.39,1.568,0.725,0.211,2.078,3.307,0.244,1.794,0.346,2.667,0.365,0.074,0.492,1.803,1.833,0.613,0.176,0.873,1.072,1.061,0.204,0.586,1.099,1.719,0.843,0.438,1.023,1.665,0.878,0.884,0.888,1.5
3.095,1.011,4.129,0.704,1.937,1.121,2.356,1.206,1.222,1.016,0.926,0.244,0.213,4.357,0.813,0.78,0.245,1.037,0.986,0.557,0.375,1.085,0.306,1.738,0.65,0.573,1.803,0.096,0.611,2.108,0.944,2.04,0.042,0.328,1.201,0.591,0.152,1.41,1.328,2.982,0.944,0.017,1.913,1.478,1.52,1.778,2.278,0.439,1.915,0.639,1.472,0.251,0.539,0.074,1.314,0.639,3.912,0.752,1.193,2.184
0.16,0.726,1.729,2.118,0.767,0.712,1.492,1.217,0.351,0.215,3.458,0.871,1.079,0.117,0.006,1.294,0.801,1.168,1.222,0.42,1.05,1.331,0.094,1.207,0.144,1.537,1.029,0.879,1.518,0.156,0.73,1.537,1.798,1.991,0.571,1.585,0.54,1.552,0.159,1.233,1.716,1.035,3.894,0.687,1.366,0.173,0.076,1.848,0.149,0.096,2.222,0.756,0.984,0.409,0.918,2.124,0.925,0.392,1.209,1.986
2.858,3.294,1.635,1.246,1.971,1.082,2.12,0.134,0.516,1.359,1.18,0.689,1.91,1.451,0.014,1.265,0.029,1.704,2.743,0.704,0.667,1.299,1.067,0.523,1.068,2.304,0.689,0.268,0.106,0.468,1.506,2.831,1.329,0.876,0.556,2.254,0.325,2.006,1.68,0.639,1.712,1.773,3.102,0.934,2.645,0.786,0.018,0.638,1.438,0.435,1.687,0.807,0.116,2.179,0.313,2.332,0.014,0.159,2.196,1.776
0.629,1.504,0.733,1.468,1.66,0.349,2.181,0.335,3.934,0.594,1.827,0.555,0.257,1.974,0.294,0.331,1.343,0.06,2.944,0.191,0.654,1.065,0.576,1.831,1.94,1.848,0.019,0.012,0.755,0.588,0.303,0.195,0.45,0.501,0.89,1.114,0.05,3.553,0.722,0.808,1.65,0.916,1.114,0.721,1.174,0.454,2.737,0.797,0.171,0.976,0.186,0.163,1.856,4.127,0.477,1.263,0.463,2.473,2.576,0.921
0.489,0.76,1.215,1.96,1.097,0.703,3.306,2.212,1.541,0.916,0.089,0.991,1.729,0.426,0.832,2.181,0.106,1.362,1.001,3.1,3.713,0.378,1.454,1.443,1.295,0.234,0.149,2.329,1.208,0.094,0.9,0.481,0.457,1.181,1.618,1.753,2.171,0.985,0.448,1.603,0.006,1.153,0.021,1.383,0.609,0.261,0.068,1.879,1.98,0.254,1.427,0.396,1.527,0.337,1.399,2.405,0.218,0.807,5.344,2.179
0.013,0.897,1.309,1.173,1.129,0.539,2.046,0.821,1.505,0.238,3.193,1.948,0.744,1.099,1.061,1.05,2.442,0.983,2.941,0.043,0.853,0.197,2.339,1.413,0.941,1.575,0.355,1.691,0.976,0.18,0.293,0.251,2.711,1.6,0.453,1.099,0.853,0.632,0.539,1.439,0.883,0.274,1.855,1.388,0.566,0.392,3.208,1.699,0.114,0.602,2.724,0.398,0.312,1.863,1.802,2.482,1.595,1.737,1.408,1.549
